COUNTY AREA TOTAL DEM REP LIB IND Writein
COUNTY AREA TOTAL Hubbell Reynolds Porter Siegwarth Writein
Marshall "REDEEMER LUTHERAN CHURCH 4-2" 1285 669 600 14 2 0
Marshall "STATE CENTER" 884 356 511 12 5 0
Marshall TAYLOR 555 246 292 13 4 0
Marshall "Timber Creek" 538 188 340 6 3 1
Mills "Deer Creek / White Cloud" 154 51 99 2 2 0
Mills "Emerson / Hastings / Indian Creek Twp" 323 90 221 9 3 0
Mills "Glenwood Ward 1" 490 224 242 23 1 0
Mills "Glenwood Ward 2" 560 252 282 18 8 0
Mills "Glenwood Ward 3" 782 327 434 11 10 0
Mills "Glenwood Township" 640 215 409 11 5 0
Mills "Henderson / Anderson" 192 49 136 7 0 0
Mills "Malvern / Tabor / Center / Rawles / Silver Creek" 1104 378 700 18 7 1
Mills "Oak / St. Mary" 1385 394 957 23 10 1
Mills "Pacific Junction / Lyons / Plattville" 437 151 269 13 4 0
Mills "Silver City / Ingraham" 258 60 196 1 1 0
Mitchell "Osage Methodist Church" 360 107 241 6 5 1
Mitchell "New Haven Church" 281 91 181 7 2 0
Mitchell "Riceville City Hall" 367 159 202 2 4 0
Mitchell "Mitchell City Hall" 604 199 390 8 7 0
Mitchell "City of Osage-Ward 1" 417 165 244 8 0 0
Mitchell "City of Osage-Ward 2" 332 132 187 7 5 1
Mitchell "City of Osage-Ward 3" 356 150 199 5 2 0
Mitchell "City of Osage- Ward 4" 403 186 209 6 2 0
Mitchell "Carpenter Community Center" 334 108 220 4 2 0
Mitchell "South Square-St. Ansgar" 766 287 460 11 8 0
Mitchell "Stacyville Library" 307 120 178 3 6 0
Monona "AS-BV-KB-LN-NW FR-TU" 367 108 252 6 1 0
Monona Castana-Center-Jordan 183 52 129 2 0 0
Monona Cooper-Maple-Mapleton 691 214 470 7 0 0
Monona "Fairview-Grant-Lake-Rodney-West Fork-Whiting" 605 184 413 2 6 0
Monona "Moorhead-Soldier-Soldier City-Spring Valley-Willow" 347 114 229 3 1 0
Monona "Onawa Ward 1" 236 84 144 7 1 0
Monona "Onawa Ward 2 -NE Franklin" 326 103 214 5 4 0
Monona "Onawa Ward 3" 325 96 220 7 2 0
Monona "Onawa Ward 4" 241 76 162 3 0 0
Monona "Sherman-SE Franklin-Blencoe-Sioux" 260 83 167 4 6 0
Monona "St. Clair-Ute" 216 57 156 3 0 0
Monroe "No 1 - Albia First Ward" 412 160 246 6 0 0
Monroe "No 2 - Albia Second Ward" 327 114 207 5 1 0
Monroe "No 3 - Albia Third Ward" 261 118 139 2 1 1
Monroe "No 4 - Albia Fourth Ward" 335 156 174 5 0 0
Monroe "No 5-Courthouse (PL, GL, TR, MT, UR and MN)" 1040 271 760 8 1 0
Monroe "No 6-Lovilia Comm Center (LV Cty; BC, CE, UN Twps)" 496 144 341 7 4 0
Monroe "No 7-St Patrick's Church (ML Cty; FR, JK, WY Twps)" 290 98 186 5 1 0
Montgomery "#1 Gold Fair Building" 725 238 469 12 6 0
Montgomery "#2 Red Oak Fire Station" 657 238 404 10 5 0
Montgomery "#3 First Christian Church" 852 292 540 20 0 0
Montgomery "#4 Elliott Community Building" 391 76 302 11 2 0
Montgomery "#5 Grant Fire Station" 235 63 167 3 2 0
Montgomery "#6 Stanton Fire Station" 560 131 418 9 1 1
Montgomery "#7 Villisca Community Building" 546 182 348 13 3 0
Muscatine "Muscatine First" 1120 521 578 14 7 0
Muscatine "Muscatine Second" 796 413 361 14 7 1
Muscatine "Muscatine Third" 609 343 248 14 4 0
Muscatine "Muscatine Fourth" 549 312 221 11 4 1
Muscatine "Muscatine Fifth" 518 311 195 11 1 0
Muscatine "Muscatine Sixth" 1140 546 578 14 2 0
Muscatine "Muscatine Seventh" 592 302 271 14 5 0
Muscatine "Muscatine Eighth" 523 257 247 14 5 0
Muscatine "Muscatine Ninth" 796 455 324 13 3 1
Muscatine "Muscatine Tenth" 750 412 313 18 7 0
Muscatine Bloomington 1222 412 793 14 2 1
Muscatine "Fruitland One-City" 522 202 304 13 3 0
Muscatine "Fruitland Two/Lake-Fruitland" 443 167 262 10 4 0
Muscatine "Fulton/Montpelier-Blue Grass" 690 236 439 12 2 1
Muscatine Goshen-City 217 87 117 9 3 1
Muscatine Orono-City 137 60 74 1 0 2
Muscatine Pike-City 311 116 184 9 2 0
Muscatine Seventy-Six/Cedar-Seventy-Six 295 135 155 4 1 0
Muscatine Sweetland 794 286 492 7 9 0
Muscatine "West Liberty/Wapsie-WL1 City" 958 578 363 14 3 0
Muscatine "West Liberty 2" 437 330 95 9 3 0
Muscatine "Wilton City" 1086 468 583 24 11 0
Muscatine Wilton/Moscow-Wilton 476 132 338 3 3 0
O'Brien Carroll-Floyd 319 51 264 4 0 0
O'Brien Franklin 704 108 589 5 2 0
O'Brien Hartley-Lincoln-Omega 852 247 598 7 0 0
O'Brien "Sheldon 1st Ward" 955 167 779 6 3 0
O'Brien "Sheldon 2nd Ward" 531 117 402 10 2 0
O'Brien "Sheldon 3rd Ward" 522 113 397 9 3 0
O'Brien Summit-Center-Dale-Highland 725 188 527 6 4 0
O'Brien Union-Baker-Caledonia 706 160 539 6 1 0
O'Brien Waterman-Grant-Liberty 537 145 377 10 5 0
Osceola "Ashton Precinct" 304 46 252 4 2 0
Osceola "Harris Precinct" 129 20 108 1 0 0
Osceola "May City Precinct" 138 29 109 0 0 0
Osceola "Melvin Precinct" 215 37 175 1 1 1
Osceola "Ocheyedan Precinct" 227 53 171 2 1 0
Osceola "Osceola 1 Precinct" 377 68 303 4 2 0
Osceola "Osceola 2 Precinct" 496 110 379 2 5 0
Osceola "Osceola 3 Precinct" 545 118 425 2 0 0
Page "Clarinda Ward 1" 629 236 378 10 5 0
Page "Clarinda Ward 2" 1067 422 624 17 3 1
Page "Essex City Hall" 502 114 384 3 1 0
Page "Shenandoah Fire Station" 658 170 482 5 0 1
Page "Page County Courthouse" 1063 259 782 16 6 0
Page "Shenandoah Ward 1" 356 146 203 4 3 0
Page "Shenandoah Ward 2" 620 219 389 10 2 0
Page "Shenandoah Ward 3" 740 273 460 4 3 0
"Palo Alto" "Emmetsburg Ward 1" 416 185 227 3 1 0
"Palo Alto" "Emmetsburg Ward 2" 378 183 187 6 2 0
"Palo Alto" "EM Ward 3/SL/pt. HL&WL&EM" 717 307 399 8 2 1
"Palo Alto" EMWard4/FV/FF/FR/IN/VN/ptEM 784 280 488 12 4 0
"Palo Alto" "GR/RV/LI/pt. HL&WL" 650 253 381 13 3 0
"Palo Alto" WB/EL/RL/BO/GO/NV 843 190 638 12 2 1
Plymouth "Akron Public Library" 710 191 506 10 3 0
Plymouth "American Bank" 354 71 278 2 3 0
Plymouth "Courthouse Annex" 432 77 350 4 1 0
Plymouth "Brunsville Legion" 646 119 520 6 1 0
Plymouth "Remsen Library" 1002 212 779 7 3 1
Plymouth "Westfield Community Center" 348 94 245 6 3 0
Plymouth "Kissinger Community Center" 748 192 543 8 4 1
Plymouth "Perry Township Hall" 848 214 627 6 1 0
Plymouth "Hinton Community Center" 1016 255 742 12 7 0
Plymouth "Kingsley Community Center" 819 174 634 7 4 0
Plymouth "Le Mars Convention Center 11" 1396 403 974 14 5 0
Plymouth "Le Mars Convention Center 12" 1590 434 1133 21 2 0
Plymouth "Le Mars Convention Center 13" 920 281 610 20 7 2
Pocahontas "Swan Lake-N Marshall" 547 166 366 15 0 0
Pocahontas "DM - Cum - Pow - N Gar -N Sher- N Roos" 579 163 396 16 4 0
Pocahontas "Grant-S Marshall-S Sherman" 195 36 154 4 1 0
Pocahontas "Pocahontas #1" 682 265 404 11 2 0
Pocahontas "Poc #2 - Cent - S Roos - N Lin - N Lake - S Gar" 313 102 206 4 0 1
Pocahontas "Cedar - Colfax - Dover" 439 153 279 5 1 1
Pocahontas "Bellville- Lizard - S Lincoln - S Lake" 370 77 286 6 1 0
Polk "DES MOINES 1" 630 374 237 17 2 0
Polk "DES MOINES 2" 813 530 261 17 5 0
Polk "DES MOINES 3" 1326 805 485 23 10 3
Polk "DES MOINES 4" 704 487 198 16 3 0
Polk "DES MOINES 5" 440 258 164 12 5 1
Polk "DES MOINES 6" 605 382 206 16 1 0
Polk "DES MOINES 7" 1182 801 339 38 4 0
Polk "DES MOINES 8" 738 502 218 17 1 0
Polk "DES MOINES 9" 1221 788 413 15 5 0
Polk "DES MOINES 10" 1325 858 443 19 5 0
Polk "DES MOINES 11" 1285 895 360 26 4 0
Polk "DES MOINES 12" 647 428 193 21 5 0
Polk "DES MOINES 13" 826 539 259 22 5 1
Polk "DES MOINES 14" 779 540 215 19 4 1
Polk "DES MOINES 15" 1950 1368 547 33 2 0
Polk "DES MOINES 16" 1782 1291 453 35 3 0
Polk "DES MOINES 17" 760 505 239 10 6 0
Polk "DES MOINES 18" 501 402 88 10 1 0
Polk "DES MOINES 19" 469 349 103 13 3 1
Polk "DES MOINES 20" 986 676 271 30 7 2
Polk "DES MOINES 21" 981 710 242 24 5 0
Polk "DES MOINES 22" 886 654 205 23 3 1
Polk "DES MOINES 23" 645 541 94 7 3 0
Polk "DES MOINES 24" 602 378 206 15 3 0
Polk "DES MOINES 25" 808 516 273 14 5 0
Polk "DES MOINES 26" 1143 708 408 22 4 1
Polk "DES MOINES 27" 799 456 314 22 6 1
Polk "DES MOINES 28" 1308 792 478 28 9 1
Polk "DES MOINES 29" 1198 641 535 19 3 0
Polk "DES MOINES 30" 758 471 266 20 1 0
Polk "DES MOINES 31" 944 610 301 27 4 2
Polk "DES MOINES 32" 740 538 180 18 4 0
Polk "DES MOINES 33" 520 406 98 14 1 1
Polk "DES MOINES 34" 326 247 75 2 2 0
Polk "DES MOINES 35" 341 269 64 7 1 0
Polk "DES MOINES 36" 718 601 106 9 0 2
Polk "DES MOINES 37" 571 467 90 8 5 1
Polk "DES MOINES 38" 598 449 135 12 2 0
Polk "DES MOINES 39" 1630 1299 305 18 7 1
Polk "DES MOINES 40" 646 504 125 10 4 3
Polk "DES MOINES 41" 1916 1451 432 28 4 1
Polk "DES MOINES 42" 1673 1131 496 38 7 1
Polk "DES MOINES 43" 1254 940 293 15 4 2
Polk "DES MOINES 44" 1327 1039 255 23 10 0
Polk "DES MOINES 45" 567 469 85 9 2 2
Polk "DES MOINES 46" 605 494 97 7 7 0
Polk "DES MOINES 47" 852 658 176 16 2 0
Polk "DES MOINES 48" 183 147 33 3 0 0
Polk "DES MOINES 49" 357 242 101 9 5 0
Polk "DES MOINES 50" 929 606 303 18 2 0
Polk "DES MOINES 51" 568 388 159 20 0 1
Polk "DES MOINES 52" 538 373 157 7 1 0
Polk "DES MOINES 53" 481 332 138 9 1 1
Polk "DES MOINES 54" 551 412 130 6 3 0
Polk "DES MOINES 55" 1771 1328 408 30 4 1
Polk "DES MOINES 56" 1514 1243 237 24 9 1
Polk "DES MOINES 57" 764 645 102 12 4 1
Polk "DES MOINES 58" 1186 963 198 20 4 1
Polk "DES MOINES 59" 1193 947 230 11 5 0
Polk "DES MOINES 60" 1125 899 203 15 8 0
Polk "DES MOINES 61" 1231 917 307 5 1 1
Polk "DES MOINES 62" 2193 1634 525 25 7 2
Polk "DES MOINES 63" 1232 919 291 14 8 0
Polk "DES MOINES 64" 1002 700 279 21 1 1
Polk "DES MOINES 65" 1533 952 556 21 4 0
Polk "DES MOINES 66" 1595 1104 462 23 4 2
Polk "DES MOINES 67" 210 140 59 8 3 0
Polk "DES MOINES 68" 660 430 210 14 5 1
Polk "DES MOINES 69" 1027 695 312 17 3 0
Polk "DES MOINES 70" 657 466 173 16 2 0
Polk "DES MOINES 71" 1387 849 512 21 5 0
Polk "DES MOINES 72" 73 36 35 1 1 0
Polk "DES MOINES 73" 1373 848 498 24 2 1
Polk "DES MOINES 74" 519 310 202 5 2 0
Polk "DES MOINES 75" 931 590 312 20 5 4
Polk "DES MOINES 76" 915 569 320 20 6 0
Polk "DES MOINES 77" 782 497 271 10 3 1
Polk "DES MOINES 78" 916 601 289 22 4 0
Polk "DES MOINES 79" 1004 639 331 30 3 1
Polk "DES MOINES 80" 1406 883 486 30 5 2
Polk "DES MOINES 81" 956 584 342 24 6 0
Polk "DES MOINES 82" 874 509 353 11 0 1
Polk "DES MOINES 83" 1127 687 408 25 7 0
Polk "DES MOINES 84" 558 381 163 7 6 1
Polk ALLEMAN 519 159 355 4 0 1
Polk ALLEN 197 94 97 6 0 0
Polk "ALTOONA 1" 842 452 375 12 3 0
Polk "ALTOONA 2" 1398 753 613 30 2 0
Polk "ALTOONA 3" 2004 1048 918 31 6 1
Polk "ALTOONA 4" 1846 953 859 28 5 1
Polk "ALTOONA 5" 2042 986 1013 35 7 1
Polk "ANKENY 1" 3503 1688 1762 45 6 2
Polk "ANKENY 2" 1997 931 1046 14 5 1
Polk "ANKENY 3" 1510 770 697 38 5 0
Polk "ANKENY 4" 1569 742 785 36 4 2
Polk "ANKENY 5" 1723 920 764 31 8 0
Polk "ANKENY 6" 1728 889 813 22 4 0
Polk "ANKENY 7" 1356 748 587 15 6 0
Polk "ANKENY 8" 1746 931 790 22 3 0
Polk "ANKENY 9" 1696 930 730 31 5 0
Polk "ANKENY 10" 1482 716 740 19 7 0
Polk "ANKENY 11" 1569 785 735 42 7 0
Polk "ANKENY 12" 3276 1610 1611 48 6 1
Polk "ANKENY 13" 2919 1291 1587 33 8 0
Polk "ANKENY 14" 1857 934 882 34 5 2
Polk "ANKENY 15" 1537 777 730 29 1 0
Polk "BONDURANT 1" 1169 573 562 32 2 0
Polk "BONDURANT 2" 1432 649 761 20 1 1
Polk CLAY 590 255 322 11 2 0
Polk "CLIVE 1" 761 462 290 6 2 1
Polk "CLIVE 2" 1270 752 495 22 1 0
Polk "CLIVE 3" 1936 966 955 9 5 1
Polk "CLIVE 4" 1735 801 923 9 2 0
Polk "CROCKER 1" 1259 533 707 16 3 0
Polk "CROCKER 2" 944 371 559 12 2 0
Polk "DELAWARE 1" 871 470 361 26 13 1
Polk "DELAWARE 2" 261 145 109 6 1 0
Polk DOUGLAS 693 254 422 14 3 0
Polk ELKHART 863 327 515 18 3 0
Polk "FOUR MILE" 1225 499 704 20 2 0
Polk FRANKLIN 845 328 512 4 1 0
Polk GRANGER 155 65 89 1 0 0
Polk "GRIMES 1" 2766 1230 1474 55 6 1
Polk "GRIMES 2" 2109 1003 1048 48 10 0
Polk "GRIMES 3" 1034 549 463 15 6 1
Polk JEFFERSON 1236 473 745 12 5 1
Polk "JOHNSTON 1" 1924 996 885 38 5 0
Polk "JOHNSTON 2" 1758 1024 703 26 5 0
Polk "JOHNSTON 3" 1540 686 841 10 2 1
Polk "JOHNSTON 4" 1850 884 947 19 0 0
Polk "JOHNSTON 5" 2799 1418 1337 37 7 0
Polk "JOHNSTON 6" 1157 497 649 11 0 0
Polk MADISON 92 37 53 1 1 0
Polk MITCHELLVILLE 1256 525 689 33 8 1
Polk "PLEASANT HILL 1" 1525 810 677 31 6 1
Polk "PLEASANT HILL 2" 1489 749 720 19 0 1
Polk "PLEASANT HILL 3" 1595 858 712 18 7 0
Polk "POLK CITY" 2357 976 1331 40 7 3
Polk RUNNELLS 1127 450 650 22 4 1
Polk "SAYLOR 1" 1415 694 690 28 3 0
Polk "SAYLOR 2" 1151 551 572 22 6 0
Polk SHELDAHL 255 98 155 2 0 0
Polk "URBANDALE 1" 1354 727 595 27 2 3
Polk "URBANDALE 2" 1614 916 664 26 8 0
Polk "URBANDALE 3" 1502 861 603 31 7 0
Polk "URBANDALE 4" 1563 791 755 16 1 0
Polk "URBANDALE 5" 1455 825 596 30 3 1
Polk "URBANDALE 6" 1507 920 559 22 5 1
Polk "URBANDALE 7" 1893 945 925 19 4 0
Polk "URBANDALE 8" 1489 855 611 20 2 1
Polk "URBANDALE 9" 1664 956 684 20 4 0
Polk "URBANDALE 10" 1646 831 795 17 3 0
Polk "URBANDALE 11" 1580 732 837 10 1 0
Polk WASHINGTON 257 73 179 4 1 0
Polk WEBSTER 300 167 120 13 0 0
Polk "WEST DES MOINES 111" 1120 712 374 28 6 0
Polk "WEST DES MOINES 112" 774 450 312 8 3 1
Polk "WEST DES MOINES 113" 1073 712 333 25 3 0
Polk "WEST DES MOINES 114" 1721 1074 613 32 2 0
Polk "WEST DES MOINES 115" 1086 587 485 14 0 0
Polk "WEST DES MOINES 116" 1438 824 594 14 4 2
Polk "WEST DES MOINES 117" 1326 758 551 15 1 1
Polk "WEST DES MOINES 118" 1101 737 332 25 7 0
Polk "WEST DES MOINES 211" 831 501 313 14 2 1
Polk "WEST DES MOINES 212" 1621 1025 572 21 3 0
Polk "WEST DES MOINES 213" 1068 521 535 11 1 0
Polk "WEST DES MOINES 311" 1541 820 706 12 3 0
Polk "WEST DES MOINES 312" 1423 834 558 27 4 0
Polk "WEST DES MOINES 313" 721 375 337 8 1 0
Polk "WEST DES MOINES 314" 720 475 232 11 2 0
Polk "WEST DES MOINES 315" 1245 724 501 15 5 0
Polk "WEST DES MOINES 316" 1663 881 765 14 3 0
Polk "WEST DES MOINES 317" 1655 770 865 16 4 0
Polk "WEST DES MOINES 318" 610 237 370 3 0 0
Polk "WINDSOR HEIGHTS 1" 846 575 250 18 3 0
Polk "WINDSOR HEIGHTS 2" 982 576 393 12 0 1
Polk "WINDSOR HEIGHTS 3" 1086 743 322 16 5 0
Pottawattamie "CB 01" 603 314 263 21 5 0
Pottawattamie "CB 02" 896 439 432 20 3 2
Pottawattamie "CB 03" 693 343 327 18 4 1
Pottawattamie "CB 04" 738 358 356 19 5 0
Pottawattamie "CB 05" 781 367 389 20 4 1
Pottawattamie "CB 06" 1122 545 537 31 8 1
Pottawattamie "CB 07" 1121 516 559 32 14 0
Pottawattamie "CB 08" 1409 648 729 29 3 0
Pottawattamie "CB 09" 1016 465 523 21 7 0
Pottawattamie "CB 10A" 1550 733 788 23 6 0
Pottawattamie "CB 10B" 1423 584 822 11 5 1
Pottawattamie "CB 11" 1161 612 508 37 4 0
Pottawattamie "CB 12" 1176 503 643 25 5 0
Pottawattamie "CB 13" 607 337 249 19 2 0
Pottawattamie "CB 14" 639 344 271 16 8 0
Pottawattamie "CB 15" 674 371 287 11 5 0
Pottawattamie "CB 16" 706 345 324 28 9 0
Pottawattamie "CB 17" 940 501 401 31 7 0
Pottawattamie "CB 18" 864 428 412 16 7 1
Pottawattamie "CB 19" 637 320 309 5 3 0
Pottawattamie "CB 20" 787 306 459 18 3 1
Pottawattamie "CB 21" 653 260 370 15 8 0
Pottawattamie "Carter Lake 1" 587 254 323 3 6 1
Pottawattamie "Carter Lake 2" 557 223 314 16 3 1
Pottawattamie Avoca 779 285 478 13 3 0
Pottawattamie Carson 392 120 264 6 1 1
Pottawattamie Crescent 1308 481 792 26 8 1
Pottawattamie Garner 1603 518 1058 22 4 1
Pottawattamie GLWCW 402 101 292 5 3 1
Pottawattamie Hancock 195 59 134 2 0 0
Pottawattamie "Lewis 1" 1132 409 711 9 3 0
Pottawattamie "Lewis 2" 1288 407 854 22 5 0
Pottawattamie Macedonia 164 47 113 4 0 0
Pottawattamie McClelland 559 123 431 2 3 0
Pottawattamie Minden 608 165 434 6 3 0
Pottawattamie Neola 889 285 592 8 3 1
Pottawattamie Oakland 912 284 619 6 2 1
Pottawattamie Treynor 869 229 628 9 1 2
Pottawattamie Underwood 1318 474 816 22 5 1
Pottawattamie Walnut 371 131 225 13 2 0
Poweshiek BMWJ 1269 442 802 18 7 0
Poweshiek DRL 302 57 236 4 5 0
Poweshiek MS 324 129 190 1 4 0
Poweshiek CGWS 821 242 570 6 3 0
Poweshiek "1st Ward - 06.06GR" 1165 934 206 16 9 0
Poweshiek "2nd Ward - 07.07GR" 1216 696 503 14 3 0
Poweshiek "3rd Ward - 08.08GR" 818 473 315 23 7 0
Poweshiek "4th Ward - 09.09GR" 1046 648 379 18 1 0
Poweshiek JUPS 838 211 622 4 1 0
Poweshiek "Montezuma - 11.11MO" 516 166 337 7 6 0
Ringgold ATHENS 260 91 163 5 1 0
Ringgold CLINTON 153 54 97 1 1 0
Ringgold "MOUNT AYR 1" 557 214 336 3 4 0
Ringgold "MOUNT AYR 2" 579 217 355 4 3 0
Ringgold TINGLEY 152 36 115 1 0 0
Ringgold UNION 226 83 139 4 0 0
Ringgold WASHINGTON 389 109 271 8 1 0
Sac Schaller 523 133 381 6 3 0
Sac Nemaha 169 52 115 2 0 0
Sac Early 329 96 222 9 1 1
Sac "Sac City" 989 366 594 17 12 0
Sac Lytton 231 74 146 9 2 0
Sac Odebolt 589 133 451 4 1 0
Sac "Lake View" 817 237 562 12 6 0
Sac Auburn 190 52 138 0 0 0
Sac "Wall Lake" 473 110 356 6 1 0
Shelby Therkildsen-Harlan 752 188 553 6 5 0
Shelby "Library Elk Horn" 512 156 341 12 3 0
Shelby "Irwin Hall" 539 117 415 7 0 0
Shelby "Shelby Hall" 502 151 349 1 1 0
Shelby "St. Josephs Hall Earling" 790 195 586 3 6 0
Shelby "Harlan Ward 1" 391 137 248 5 1 0
Shelby "Harlan Ward 2" 582 179 389 12 0 2
Shelby "Harlan Ward 3" 581 192 381 5 3 0
Shelby "Harlan Ward 4" 420 135 275 8 2 0
Sioux "Alton/Nassau/East Orange" 832 172 646 8 6 0
Sioux Floyd/Lynn 663 65 592 4 2 0
Sioux Grant/Sheridan 664 95 561 7 1 0
Sioux "Hawarden/Buncombe/Logan/Washington/Eagle South" 1056 264 772 13 7 0
Sioux Lincoln 1319 103 1209 5 2 0
Sioux "Orange City No. 1/Holland West" 1498 262 1215 19 2 0
Sioux "Orange City No. 2/Holland East/Nassau" 1483 270 1192 16 4 1
Sioux "Plato/Garfield/Settlers/Sioux/Eagle North" 691 49 640 2 0 0
Sioux "Reading/Center South" 449 36 411 2 0 0
Sioux "Rock Valley East" 850 83 762 4 1 0
Sioux "Rock Valley West/Rock" 1030 75 954 1 0 0
Sioux Sherman 296 14 277 3 2 0
Sioux "Sioux Center North/Capel/Welcome" 1049 97 947 3 2 0
Sioux "Sioux Center Central" 890 174 707 6 3 0
Sioux "Sioux Center South" 1772 169 1588 8 7 0
Sioux "West Branch/Center North" 400 27 367 6 0 0
Story "Ames 1-1" 1265 756 474 25 10 0
Story "Ames 1-2" 1455 1029 384 26 15 1
Story "Ames 1-3/Grant 2" 1174 740 374 41 19 0
Story "Ames 1-4" 1396 1067 287 26 16 0
Story "Ames 1-5" 1713 1123 556 28 6 0
Story "Ames 2-1" 1643 1233 360 36 13 1
Story "Ames 2-2" 1287 909 339 26 12 1
Story "Ames 2-3" 1496 976 495 19 5 1
Story "Ames 2-4" 1797 1085 686 20 6 0
Story "Ames 2-5" 2112 1208 873 22 9 0
Story "Ames 3-1/Wash 2" 1722 1107 572 31 11 1
Story "Ames 3-2" 808 585 203 18 2 0
Story "Ames 3-3" 987 676 271 28 11 1
Story "Ames 3-4" 1555 1022 493 30 10 0
Story "Ames 3-5/Wash 3" 1392 970 380 32 10 0
Story "Ames 4-1" 1037 693 311 26 6 1
Story "Ames 4-2" 751 425 307 17 2 0
Story "Ames 4-3" 807 534 242 24 6 1
Story "Ames 4-4" 1294 942 310 25 17 0
Story "Ames 4-5" 1565 985 553 20 7 0
Story Collins/Collins 363 118 231 10 4 0
Story Franklin/Gilbert 2057 905 1105 34 12 1
Story "Grant Twp" 242 97 141 3 1 0
Story Howard/Roland 990 473 492 23 1 1
Story Huxley 1766 788 930 45 2 1
Story "Indian Creek/Maxwell" 692 293 372 18 9 0
Story "Lafayette Twp" 235 82 146 3 3 1
Story Lincoln/Zearing 332 125 201 3 3 0
Story "Milford Twp" 301 118 179 2 0 2
Story "Nevada 1" 704 380 302 20 1 1
Story "Nevada 2" 689 420 249 17 3 0
Story "Nevada 3/Grant 3" 771 392 355 20 4 0
Story "Nevada 4" 766 410 336 19 1 0
Story "Nevada Twp" 418 165 243 5 5 0
Story "New Albany/Colo" 559 213 330 13 3 0
Story "Palestine Twp" 441 180 255 5 1 0
Story "Richland Twp" 197 68 124 5 0 0
Story "Sherman Twp" 101 31 66 2 2 0
Story Slater/Sheldahl 876 453 401 17 3 2
Story "Story City" 1703 765 898 33 6 1
Story Union/Cambridge 632 301 306 18 7 0
Story Warren/McCallsburg 266 83 173 7 3 0
Story Washington/Kelley 467 230 230 5 2 0
Tama "PERRY/BUCKINGHAM/E. CRYST" 990 357 620 10 3 0
Tama CARLTON 388 168 204 9 4 3
Tama "CARROLL/ONEIDA/N. OTTER C" 329 111 213 4 1 0
Tama CLARK/GENESEO 981 336 625 12 8 0
Tama COLUMBIA/TAMA 1051 588 445 11 7 0
Tama "SPRING CREEK/W. CRYSTAL" 677 234 429 10 3 1
Tama GRANT 141 40 98 2 1 0
Tama "HIGHLAND/INDIAN VILLAGE" 402 168 228 5 1 0
Tama "INDIAN SETTLEMENT" 380 336 30 4 10 0
Tama "S. OTTER CREEK" 91 31 55 3 2 0
Tama LINCOLN 185 55 126 3 1 0
Tama "RICHLAND/SALT CREEK" 278 108 165 4 1 0
Tama HOWARD/TOLEDO 318 122 189 6 1 0
Tama "TOLEDO CITY" 878 500 355 21 1 1
Tama YORK 239 84 149 4 2 0
Taylor "Bedford City - Legion" 547 166 376 4 1 0
Taylor "Bedford Township - Legion" 338 82 250 4 2 0
Taylor Blockton 151 39 110 2 0 0
Taylor Clearfield 158 52 103 3 0 0
Taylor Gravity 197 54 136 5 2 0
Taylor Lenox 712 265 424 17 6 0
Taylor "New Market" 342 101 233 5 3 0
Union Afton 680 226 439 11 3 1
Union "AR - Arispe" 226 52 164 7 3 0
Union "CS1 - Salem Lutheran Church" 444 211 222 10 1 0
Union "CS2 - SWCC" 1252 409 822 17 4 0
Union "CS3 - Trinity Lutheran Church" 616 294 312 9 1 0
Union "CS4 - Supertel" 531 240 279 8 4 0
Union "CS5 - Crest Baptist Church" 843 322 498 20 3 0
Union "LR - Lorimor" 304 81 213 9 1 0
"Van Buren" Birmingham 453 109 339 4 1 0
"Van Buren" Bonaparte 414 120 285 6 3 0
"Van Buren" Cantril 165 45 114 6 0 0
"Van Buren" Douds 345 81 254 9 1 0
"Van Buren" Farmington 352 124 222 5 1 0
"Van Buren" Keosauqua 828 270 547 6 5 0
"Van Buren" Milton 211 51 154 5 1 0
"Van Buren" Stockport 154 39 111 4 0 0
Wapello "Pct 1" 726 358 349 16 3 0
Wapello "Pct 2" 1090 547 527 11 5 0
Wapello "Pct 3" 1258 617 621 9 8 3
Wapello "Pct 4" 505 278 214 9 3 1
Wapello "Pct 5" 553 307 223 18 5 0
Wapello "Pct 6" 630 317 295 12 5 1
Wapello "Pct 7" 578 323 238 13 4 0
Wapello "Pct 8" 741 360 363 11 7 0
Wapello "Pct 9" 989 536 434 13 5 1
Wapello "Pct 10" 732 392 322 10 6 2
Wapello Adams/Blakesburg/Polk 582 174 397 10 0 1
Wapello Agency/Agency/Pleasant 617 236 374 5 1 1
Wapello Cass/Chillicothe 97 24 71 2 0 0
Wapello Center 639 245 378 14 2 0
Wapello Columbia/Eddyville 367 136 222 6 2 1
Wapello Competine 94 17 76 0 1 0
Wapello Dahlonega 273 100 170 2 1 0
Wapello Green 377 108 261 8 0 0
Wapello Highland 127 31 92 3 1 0
Wapello Keokuk 363 128 229 4 2 0
Wapello Richland/Kirkville 277 89 183 3 2 0
Wapello Washington/Eldon 443 157 274 10 2 0
Warren "Allen 2" 887 420 451 11 5 0
Warren "Allen 3" 1182 574 588 19 1 0
Warren Belmont 201 47 146 5 3 0
Warren "Cumming / WDM" 375 155 212 5 3 0
Warren "Greenfield 1 - GR Twp" 788 343 427 14 3 1
Warren "Greenfield 1/DM 85" 818 460 344 13 1 0
Warren "Greenfield 1/DM 86" 84 39 42 3 0 0
Warren "Greenfield 2/Lincoln 2" 1202 472 705 21 4 0
Warren "Indianola 1" 729 349 367 11 2 0
