DIST COUNTY AREA TOTAL DEM REP NPA WRITEIN OVERVOTES UNDERVOTES
5 Baker 6A 160 55 105 0 0 0 3
2 Bay 1 808 117 691 0 0 1 7
2 Bay 10 2734 644 2090 0 0 0 37
2 Bay 11 2967 803 2164 0 0 0 32
2 Bay 12 2802 663 2139 0 0 0 28
2 Bay 13 1399 300 1099 0 0 0 21
2 Bay 14 2451 580 1871 0 0 0 24
2 Bay 15 2128 371 1757 0 0 0 13
2 Bay 16 962 109 853 0 0 0 10
2 Bay 17 1875 377 1498 0 0 0 13
2 Bay 18 1595 290 1305 0 0 0 15
2 Bay 19 1095 395 700 0 0 0 13
2 Bay 2 577 72 505 0 0 1 5
2 Bay 20 969 186 783 0 0 1 18
2 Bay 21 2543 434 2109 0 0 0 20
2 Bay 22 2386 500 1886 0 0 0 18
2 Bay 23 2600 662 1938 0 0 0 25
2 Bay 24 795 219 576 0 0 0 10
2 Bay 25 1479 292 1187 0 0 0 13
2 Bay 26 1647 331 1316 0 0 0 8
2 Bay 27 1699 427 1272 0 0 0 23
2 Bay 28 1009 338 671 0 0 0 24
2 Bay 29 1402 535 867 0 0 0 29
2 Bay 3 340 37 303 0 0 0 4
2 Bay 30 596 229 367 0 0 0 6
2 Bay 31 2146 719 1427 0 0 0 29
2 Bay 32 846 729 117 0 0 0 15
2 Bay 33 783 514 269 0 0 1 13
2 Bay 34 725 201 524 0 0 1 7
2 Bay 35 1420 356 1064 0 0 0 14
2 Bay 36 399 146 253 0 0 0 5
2 Bay 37 1413 537 876 0 0 0 29
2 Bay 38 712 204 508 0 0 0 3
2 Bay 39 1981 482 1499 0 0 0 21
2 Bay 4 1488 192 1296 0 0 0 9
2 Bay 40 965 330 635 0 0 0 3
2 Bay 41 1354 430 924 0 0 0 16
2 Bay 42 878 236 642 0 0 0 10
2 Bay 43 864 254 610 0 0 0 6
2 Bay 44 615 144 471 0 0 0 9
2 Bay 5 1512 196 1316 0 0 0 8
2 Bay 6 2015 265 1750 0 0 0 19
2 Bay 7 259 44 215 0 0 0 3
2 Bay 8 2111 478 1633 0 0 0 21
2 Bay 9 1856 466 1390 0 0 0 27
3 Bradford 1 1113 107 1006 0 0 0 17
3 Bradford 10 628 57 571 0 0 0 1
3 Bradford 11 756 142 614 0 0 0 13
3 Bradford 12 1296 332 964 0 0 0 19
3 Bradford 13 317 29 288 0 0 0 2
3 Bradford 14 505 100 405 0 0 0 6
3 Bradford 2 489 250 239 0 0 0 10
3 Bradford 3 417 50 367 0 0 0 2
3 Bradford 4 855 139 716 0 0 0 16
3 Bradford 5 1057 354 703 0 0 0 24
3 Bradford 6 516 47 469 0 0 0 2
3 Bradford 7 642 385 257 0 0 0 14
3 Bradford 8 1110 218 892 0 0 0 13
3 Bradford 9 742 250 492 0 0 0 12
8 Brevard 100 1360 418 942 0 0 0 11
8 Brevard 102 656 233 423 0 0 0 4
8 Brevard 103 2451 705 1746 0 0 0 35
8 Brevard 104 2921 821 2100 0 0 1 37
8 Brevard 105 3550 1350 2200 0 0 0 49
8 Brevard 106 1649 324 1325 0 0 0 24
8 Brevard 107 1449 550 899 0 0 0 22
8 Brevard 108 2865 1636 1229 0 0 0 49
8 Brevard 109 3381 1268 2113 0 0 0 50
8 Brevard 111 1615 614 1001 0 0 0 27
8 Brevard 112 2020 632 1388 0 0 0 31
8 Brevard 113 1909 677 1232 0 0 0 22
8 Brevard 114 3508 1366 2142 0 0 0 45
8 Brevard 115 2357 852 1505 0 0 0 39
8 Brevard 116 3082 803 2279 0 0 0 43
8 Brevard 118 3300 922 2378 0 0 0 34
8 Brevard 120 745 652 93 0 0 0 8
8 Brevard 121 1570 412 1158 0 0 1 14
8 Brevard 122 1431 494 937 0 0 0 17
8 Brevard 123 1995 719 1276 0 0 0 35
8 Brevard 124 2337 885 1452 0 0 0 25
8 Brevard 125 2466 836 1630 0 0 0 25
8 Brevard 126 0 0 0 0 0 0 0
8 Brevard 127 609 226 383 0 0 0 9
8 Brevard 128 2 0 2 0 0 0 0
8 Brevard 129 2 0 2 0 0 0 0
8 Brevard 130 0 0 0 0 0 0 0
8 Brevard 131 1003 379 624 0 0 0 15
8 Brevard 132 0 0 0 0 0 0 0
8 Brevard 133 0 0 0 0 0 0 0
8 Brevard 134 0 0 0 0 0 0 0
8 Brevard 135 1184 364 820 0 0 0 12
8 Brevard 136 0 0 0 0 0 0 0
8 Brevard 200 1353 567 786 0 0 0 14
8 Brevard 201 2285 707 1578 0 0 0 17
8 Brevard 202 1921 638 1283 0 0 0 23
8 Brevard 203 2490 948 1542 0 0 0 34
8 Brevard 204 3011 1260 1751 0 0 0 29
8 Brevard 205 4894 1499 3395 0 0 0 64
8 Brevard 206 1771 624 1147 0 0 0 26
8 Brevard 207 1630 641 989 0 0 0 13
8 Brevard 208 1504 618 886 0 0 0 13
8 Brevard 209 1090 539 551 0 0 0 17
8 Brevard 210 567 258 309 0 0 0 5
8 Brevard 211 2230 1017 1213 0 0 0 21
8 Brevard 212 1137 629 508 0 0 0 21
8 Brevard 213 436 286 150 0 0 0 6
8 Brevard 214 1555 823 732 0 0 0 28
8 Brevard 215 972 347 625 0 0 0 13
8 Brevard 216 4330 1638 2692 0 0 0 56
8 Brevard 217 2543 868 1675 0 0 0 27
8 Brevard 218 435 167 268 0 0 0 5
8 Brevard 219 2955 1552 1403 0 0 1 28
8 Brevard 220 511 198 313 0 0 0 7
8 Brevard 221 2228 847 1381 0 0 0 26
8 Brevard 222 2485 1082 1403 0 0 1 25
8 Brevard 223 473 196 277 0 0 0 3
8 Brevard 224 3316 1462 1854 0 0 1 39
8 Brevard 225 6 4 2 0 0 0 0
8 Brevard 226 2081 877 1204 0 0 0 28
8 Brevard 227 133 60 73 0 0 0 1
8 Brevard 228 718 287 431 0 0 0 4
8 Brevard 229 373 100 273 0 0 0 3
8 Brevard 230 6 3 3 0 0 0 0
8 Brevard 231 568 423 145 0 0 0 10
8 Brevard 233 378 335 43 0 0 0 6
8 Brevard 234 204 83 121 0 0 0 4
8 Brevard 235 1695 560 1135 0 0 1 18
8 Brevard 236 490 185 305 0 0 0 5
8 Brevard 237 39 10 29 0 0 0 0
8 Brevard 238 28 9 19 0 0 0 1
8 Brevard 239 2 2 0 0 0 0 0
8 Brevard 240 941 261 680 0 0 0 5
8 Brevard 300 1458 931 527 0 0 0 31
8 Brevard 301 373 98 275 0 0 0 3
8 Brevard 302 2641 733 1908 0 0 0 24
8 Brevard 303 4085 2032 2053 0 0 1 63
8 Brevard 304 3231 1175 2056 0 0 0 64
8 Brevard 305 1995 836 1159 0 0 0 26
8 Brevard 306 833 637 196 0 0 0 11
8 Brevard 307 1048 361 687 0 0 0 14
8 Brevard 308 2294 961 1333 0 0 1 34
8 Brevard 309 7037 3045 3992 0 0 0 95
8 Brevard 310 1736 749 987 0 0 0 29
8 Brevard 311 1922 731 1191 0 0 0 31
8 Brevard 312 1672 549 1123 0 0 1 21
8 Brevard 313 5153 2475 2678 0 0 0 74
8 Brevard 314 2160 964 1196 0 0 0 33
8 Brevard 315 2651 1352 1299 0 0 0 32
8 Brevard 316 2237 1125 1112 0 0 0 31
8 Brevard 317 3582 1762 1820 0 0 1 58
8 Brevard 318 2456 914 1542 0 0 0 33
8 Brevard 319 5 3 2 0 0 0 0
8 Brevard 320 81 27 54 0 0 0 0
8 Brevard 321 206 115 91 0 0 0 4
8 Brevard 322 2989 1547 1442 0 0 1 42
8 Brevard 323 281 152 129 0 0 0 7
8 Brevard 324 587 221 366 0 0 1 6
8 Brevard 325 267 91 176 0 0 0 5
8 Brevard 326 338 93 245 0 0 0 1
8 Brevard 327 354 115 239 0 0 0 9
8 Brevard 328 336 120 216 0 0 0 2
8 Brevard 400 2866 1378 1488 0 0 0 29
8 Brevard 402 2639 1045 1594 0 0 0 43
8 Brevard 403 792 311 481 0 0 0 10
8 Brevard 404 4125 1546 2579 0 0 2 53
8 Brevard 405 3671 1460 2211 0 0 0 28
8 Brevard 406 4347 1647 2700 0 0 0 44
8 Brevard 407 265 92 173 0 0 0 4
8 Brevard 408 882 430 452 0 0 0 14
8 Brevard 409 4301 1635 2666 0 0 2 47
8 Brevard 410 626 219 407 0 0 0 17
8 Brevard 411 756 342 414 0 0 0 4
8 Brevard 412 828 297 531 0 0 0 18
8 Brevard 414 2876 1255 1621 0 0 0 42
8 Brevard 415 2128 856 1272 0 0 0 21
8 Brevard 416 1407 418 989 0 0 0 18
8 Brevard 417 3347 1346 2001 0 0 0 33
8 Brevard 418 2238 770 1468 0 0 0 12
8 Brevard 419 1889 625 1264 0 0 0 19
8 Brevard 420 2300 830 1470 0 0 0 25
8 Brevard 421 3286 1115 2171 0 0 1 37
8 Brevard 422 4091 1456 2635 0 0 0 39
8 Brevard 424 2644 1070 1574 0 0 1 24
8 Brevard 425 552 193 359 0 0 0 6
8 Brevard 426 1381 362 1019 0 0 0 20
8 Brevard 427 3181 1076 2105 0 0 0 29
8 Brevard 428 3705 1415 2290 0 0 0 35
8 Brevard 429 2078 737 1341 0 0 1 27
8 Brevard 430 761 222 539 0 0 0 13
8 Brevard 431 1052 390 662 0 0 1 18
8 Brevard 432 115 34 81 0 0 0 1
8 Brevard 433 24 6 18 0 0 0 1
8 Brevard 434 6 4 2 0 0 0 0
8 Brevard 435 53 16 37 0 0 0 1
8 Brevard 436 0 0 0 0 0 0 0
8 Brevard 437 341 128 213 0 0 0 0
8 Brevard 438 0 0 0 0 0 0 0
8 Brevard 439 0 0 0 0 0 0 0
8 Brevard 440 13 4 9 0 0 0 0
8 Brevard 441 1129 494 635 0 0 0 14
8 Brevard 442 0 0 0 0 0 0 0
8 Brevard 443 0 0 0 0 0 0 0
8 Brevard 500 1062 454 608 0 0 0 21
8 Brevard 501 471 224 247 0 0 0 6
8 Brevard 502 1915 746 1169 0 0 0 13
8 Brevard 503 2216 881 1335 0 0 1 28
8 Brevard 504 588 213 375 0 0 0 6
8 Brevard 505 2585 963 1622 0 0 0 36
8 Brevard 506 1842 755 1087 0 0 0 24
8 Brevard 507 2751 1175 1576 0 0 2 36
8 Brevard 508 1434 547 887 0 0 0 17
8 Brevard 509 457 244 213 0 0 0 11
8 Brevard 510 5269 2422 2847 0 0 2 71
8 Brevard 511 1804 525 1279 0 0 1 18
8 Brevard 512 2072 590 1482 0 0 0 22
8 Brevard 513 416 138 278 0 0 0 8
8 Brevard 515 2426 955 1471 0 0 1 29
8 Brevard 516 3807 2007 1800 0 0 0 48
8 Brevard 517 3508 1798 1710 0 0 0 58
8 Brevard 518 2351 922 1429 0 0 0 29
8 Brevard 519 3765 2009 1756 0 0 2 61
8 Brevard 520 2804 1389 1415 0 0 0 54
8 Brevard 521 3049 1512 1537 0 0 0 43
8 Brevard 522 289 112 177 0 0 0 2
8 Brevard 523 590 270 320 0 0 0 8
8 Brevard 524 10 4 6 0 0 0 0
8 Brevard 525 1122 433 689 0 0 1 24
8 Brevard 527 1466 652 814 0 0 0 23
8 Brevard 528 650 340 310 0 0 0 7
8 Brevard 529 1050 444 606 0 0 0 15
8 Brevard 530 595 216 379 0 0 0 5
8 Brevard 531 4 0 4 0 0 0 0
8 Brevard 999 366 163 203 0 0 0 5
20 Broward C005 1346 1338 0 0 8 0 75
20 Broward C006 1695 1681 0 0 14 0 126
20 Broward C009 20 18 0 0 2 0 7
20 Broward C015 1203 1186 0 0 17 0 112
20 Broward C020 409 397 0 0 12 0 59
20 Broward C021 771 707 0 0 64 1 353
20 Broward C024 2 2 0 0 0 0 0
20 Broward C025 324 322 0 0 2 0 42
20 Broward C027 199 192 0 0 7 0 38
20 Broward C028 1554 1546 0 0 8 1 98
20 Broward C029 322 299 0 0 23 0 285
20 Broward C035 707 680 0 0 27 0 84
20 Broward D007 591 572 0 0 19 0 64
20 Broward D009 1497 1464 0 0 33 0 205
20 Broward D012 308 305 0 0 3 1 31
20 Broward D013 700 672 0 0 28 0 142
20 Broward D016 0 0 0 0 0 0 0
20 Broward G013 25 24 0 0 1 0 4
20 Broward H001 1386 1345 0 0 41 1 180
20 Broward H002 521 510 0 0 11 0 50
20 Broward H003 1741 1705 0 0 36 0 197
20 Broward H004 706 675 0 0 31 1 115
20 Broward H005 1596 1573 0 0 23 2 173
20 Broward H006 1018 985 0 0 33 1 170
20 Broward H007 1173 1141 0 0 32 1 176
20 Broward H008 942 919 0 0 23 2 105
20 Broward H009 563 547 0 0 16 0 59
20 Broward H010 149 147 0 0 2 0 19
20 Broward H011 1204 1159 0 0 45 0 229
20 Broward J001 866 822 0 0 44 0 211
20 Broward J002 813 752 0 0 61 1 253
20 Broward J003 848 771 0 0 77 0 305
20 Broward J004 1036 994 0 0 42 3 219
20 Broward J005 841 809 0 0 32 0 221
20 Broward J006 352 333 0 0 19 0 131
20 Broward J007 1057 1012 0 0 45 1 221
20 Broward J008 239 222 0 0 17 0 91
20 Broward J009 818 774 0 0 44 1 237
20 Broward J010 766 711 0 0 55 0 202
20 Broward J011 1485 1394 0 0 91 1 346
20 Broward J012 2421 2321 0 0 100 1 653
20 Broward J013 1078 1032 0 0 46 1 201
20 Broward J014 842 793 0 0 49 2 316
20 Broward J015 933 869 0 0 64 1 252
20 Broward J016 343 331 0 0 12 0 77
20 Broward J017 983 953 0 0 30 0 154
20 Broward J018 1024 959 0 0 65 1 273
20 Broward J019 1859 1730 0 0 129 0 459
20 Broward J020 778 751 0 0 27 0 148
20 Broward J021 1206 1111 0 0 95 1 363
20 Broward J022 1160 1116 0 0 44 0 370
20 Broward J023 700 641 0 0 59 1 223
20 Broward J024 596 573 0 0 23 0 178
20 Broward K001 754 748 0 0 6 0 65
20 Broward K002 907 893 0 0 14 0 69
20 Broward K003 1717 1700 0 0 17 2 163
20 Broward K004 1202 1188 0 0 14 3 88
20 Broward K005 808 801 0 0 7 1 60
20 Broward K006 1037 1026 0 0 11 0 81
20 Broward K007 1024 1018 0 0 6 1 66
20 Broward K008 866 862 0 0 4 0 72
20 Broward K009 970 948 0 0 22 2 125
20 Broward K010 354 348 0 0 6 2 51
20 Broward K011 973 962 0 0 11 1 104
20 Broward L001 2591 2488 0 0 103 1 460
20 Broward L002 754 749 0 0 5 0 43
20 Broward L003 715 709 0 0 6 1 77
20 Broward L004 2642 2625 0 0 17 0 199
20 Broward L005 893 884 0 0 9 1 87
20 Broward L006 1774 1756 0 0 18 2 142
20 Broward L007 693 675 0 0 18 1 71
20 Broward L008 1278 1272 0 0 6 1 97
20 Broward L009 1179 1159 0 0 20 0 224
20 Broward L010 2459 2409 0 0 50 0 409
20 Broward L011 753 739 0 0 14 0 75
20 Broward L012 747 737 0 0 10 0 58
20 Broward L013 2025 1964 0 0 61 0 361
20 Broward L014 687 683 0 0 4 0 32
20 Broward L015 557 556 0 0 1 1 32
20 Broward L016 936 927 0 0 9 1 33
20 Broward L017 581 574 0 0 7 0 32
20 Broward L018 901 896 0 0 5 0 45
20 Broward L019 330 328 0 0 2 1 26
20 Broward M002 1510 1487 0 0 23 2 141
20 Broward M003 1719 1693 0 0 26 3 164
20 Broward M004 758 741 0 0 17 2 80
20 Broward M005 896 861 0 0 35 0 180
20 Broward M007 510 487 0 0 23 0 154
20 Broward M008 718 689 0 0 29 1 206
20 Broward M009 1083 1016 0 0 67 0 229
20 Broward M013 727 712 0 0 15 2 148
20 Broward M015 1086 1021 0 0 65 0 261
20 Broward M024 748 707 0 0 41 0 169
20 Broward M026 1203 1135 0 0 68 0 267
20 Broward M027 5 5 0 0 0 0 7
20 Broward M028 1040 1004 0 0 36 0 164
20 Broward M031 515 500 0 0 15 0 70
20 Broward M032 661 639 0 0 22 1 97
20 Broward N019 13 13 0 0 0 0 0
20 Broward Q091 0 0 0 0 0 0 0
20 Broward R022 745 721 0 0 24 2 130
20 Broward R023 724 716 0 0 8 0 49
20 Broward R024 639 635 0 0 4 0 39
20 Broward R025 1129 1114 0 0 15 3 94
20 Broward R026 926 920 0 0 6 0 66
20 Broward R027 909 888 0 0 21 1 122
20 Broward R028 1094 1087 0 0 7 0 57
20 Broward R029 635 632 0 0 3 2 39
20 Broward R030 1112 1109 0 0 3 0 66
20 Broward R031 841 801 0 0 40 0 124
20 Broward R033 870 850 0 0 20 1 123
20 Broward R041 70 67 0 0 3 0 20
20 Broward R042 12 11 0 0 1 0 9
20 Broward R048 45 41 0 0 4 0 8
20 Broward R050 861 852 0 0 9 2 96
20 Broward R051 735 732 0 0 3 1 50
20 Broward R052 441 402 0 0 39 0 116
20 Broward R056 451 447 0 0 4 0 31
20 Broward R060 38 36 0 0 2 0 11
20 Broward R062 434 429 0 0 5 0 25
20 Broward R063 2632 2595 0 0 37 7 246
20 Broward R064 533 519 0 0 14 0 87
20 Broward R069 1246 1239 0 0 7 0 71
20 Broward W001 2056 2021 0 0 35 2 213
20 Broward W002 1229 1196 0 0 33 0 155
20 Broward W003 648 636 0 0 12 0 99
20 Broward W004 952 935 0 0 17 1 99
20 Broward W005 923 910 0 0 13 0 96
20 Broward W006 683 661 0 0 22 0 101
20 Broward W007 1058 1022 0 0 36 0 156
20 Broward W008 1788 1760 0 0 28 0 175
20 Broward W009 1132 1055 0 0 77 0 364
20 Broward W010 607 590 0 0 17 0 101
20 Broward W011 1146 1119 0 0 27 1 156
20 Broward W012 1696 1671 0 0 25 1 184
20 Broward W013 2559 2508 0 0 51 0 300
20 Broward W014 2151 1992 0 0 159 0 593
20 Broward W015 593 530 0 0 63 0 272
20 Broward W016 3334 3039 0 0 295 1 1079
20 Broward W017 2052 1927 0 0 125 1 464
20 Broward W018 1364 1297 0 0 67 0 377
20 Broward W019 1998 1927 0 0 71 1 461
20 Broward W020 1958 1842 0 0 116 2 426
20 Broward W021 1858 1743 0 0 115 1 646
20 Broward W022 1620 1534 0 0 86 0 397
20 Broward W023 3560 3467 0 0 93 1 594
20 Broward W024 1539 1492 0 0 47 3 232
20 Broward W025 2140 2117 0 0 23 0 225
20 Broward Z001 815 809 0 0 6 0 34
20 Broward Z002 1406 1396 0 0 10 0 99
22 Broward A001 2611 1171 1440 0 0 0 166
22 Broward A002 727 437 290 0 0 0 45
22 Broward A003 1049 624 425 0 0 0 152
22 Broward A004 815 493 322 0 0 0 59
22 Broward A005 954 454 500 0 0 0 102
22 Broward A006 1116 803 313 0 0 0 101
22 Broward A007 1010 564 446 0 0 1 71
22 Broward A008 305 266 39 0 0 0 21
22 Broward A009 1753 1047 706 0 0 1 191
22 Broward A010 642 317 325 0 0 0 32
22 Broward A011 1101 1069 32 0 0 0 78
22 Broward A012 1118 704 414 0 0 0 86
22 Broward A013 1821 1086 735 0 0 0 106
22 Broward A014 1730 1162 568 0 0 0 113
22 Broward A015 1081 1028 53 0 0 0 79
22 Broward A016 1088 671 417 0 0 1 87
22 Broward A017 231 131 100 0 0 0 19
22 Broward A018 741 632 109 0 0 1 51
22 Broward A019 964 572 392 0 0 0 57
22 Broward A020 1005 668 337 0 0 0 88
22 Broward A021 828 649 179 0 0 0 61
22 Broward A022 780 717 63 0 0 0 76
22 Broward A023 455 399 56 0 0 0 39
22 Broward A024 599 520 79 0 0 0 75
22 Broward B001 814 214 600 0 0 0 52
22 Broward B002 1220 464 756 0 0 0 85
22 Broward B003 835 287 548 0 0 0 51
22 Broward B004 1651 567 1084 0 0 1 93
22 Broward B005 473 228 245 0 0 0 33
22 Broward B006 465 184 281 0 0 0 42
22 Broward C001 1826 866 960 0 0 0 155
22 Broward C002 629 259 370 0 0 0 38
22 Broward C003 581 300 281 0 0 0 37
22 Broward C004 887 404 483 0 0 2 57
22 Broward C007 318 150 168 0 0 0 14
22 Broward C008 687 333 354 0 0 0 41
22 Broward C009 341 272 69 0 0 0 15
22 Broward C010 1386 804 582 0 0 1 108
22 Broward C011 1138 549 589 0 0 0 98
22 Broward C012 998 492 506 0 0 1 80
22 Broward C013 637 330 307 0 0 0 58
22 Broward C014 709 332 377 0 0 0 38
22 Broward C016 1828 892 936 0 0 0 108
22 Broward C017 760 323 437 0 0 0 28
22 Broward C018 987 444 543 0 0 0 63
22 Broward C019 980 407 573 0 0 1 58
22 Broward C020 34 21 13 0 0 0 1
22 Broward C022 950 395 555 0 0 0 60
22 Broward C023 3462 2314 1148 0 0 0 192
22 Broward C024 1580 1067 513 0 0 1 101
22 Broward C025 16 9 7 0 0 0 2
22 Broward C026 315 233 82 0 0 0 10
22 Broward C030 1125 701 424 0 0 0 64
22 Broward C031 1145 785 360 0 0 0 82
22 Broward C032 204 173 31 0 0 0 14
22 Broward C033 412 283 129 0 0 0 24
22 Broward C034 1301 870 431 0 0 0 102
22 Broward C036 206 170 36 0 0 0 10
22 Broward C037 603 333 270 0 0 0 59
22 Broward C038 121 56 65 0 0 0 7
22 Broward D001 980 634 346 0 0 0 57
22 Broward D002 1037 786 251 0 0 0 64
22 Broward D003 1194 774 420 0 0 0 62
22 Broward D004 889 653 236 0 0 0 47
22 Broward D005 1308 1117 191 0 0 0 69
22 Broward D006 1022 728 294 0 0 0 55
22 Broward D007 20 12 8 0 0 0 2
22 Broward D008 970 655 315 0 0 0 61
22 Broward D010 443 371 72 0 0 0 22
22 Broward D011 161 143 18 0 0 0 8
22 Broward D014 781 545 236 0 0 1 48
22 Broward D015 1200 828 372 0 0 0 64
22 Broward D016 1750 1183 567 0 0 0 118
22 Broward E001 317 282 35 0 0 0 19
22 Broward E002 1257 941 316 0 0 1 56
22 Broward E003 1278 714 564 0 0 0 77
22 Broward E004 2117 1570 547 0 0 1 99
22 Broward E005 1300 941 359 0 0 0 61
22 Broward E006 2853 1855 998 0 0 0 142
22 Broward E007 2229 1561 668 0 0 0 129
22 Broward E008 1658 1177 481 0 0 0 86
22 Broward E009 1032 660 372 0 0 0 45
22 Broward E010 2360 1571 789 0 0 0 133
22 Broward E011 1905 1327 578 0 0 0 80
22 Broward E012 844 632 212 0 0 0 58
22 Broward E013 1514 987 527 0 0 0 69
22 Broward E014 2254 1345 909 0 0 1 99
22 Broward E015 934 573 361 0 0 0 52
22 Broward E016 1042 649 393 0 0 0 40
22 Broward E017 1911 1275 636 0 0 1 95
22 Broward E018 712 386 326 0 0 0 44
22 Broward E019 1080 790 290 0 0 0 58
22 Broward E020 1997 1415 582 0 0 0 125
22 Broward E021 1077 711 366 0 0 0 64
22 Broward E022 1935 1223 712 0 0 0 101
22 Broward E023 1205 761 444 0 0 0 71
22 Broward E024 2118 1398 720 0 0 0 110
22 Broward E025 696 487 209 0 0 0 43
22 Broward E026 1071 761 310 0 0 0 66
22 Broward E027 2025 1387 638 0 0 0 108
22 Broward E028 926 695 231 0 0 0 57
22 Broward E029 664 552 112 0 0 0 33
22 Broward E030 339 284 55 0 0 0 16
22 Broward E031 1391 899 492 0 0 0 67
22 Broward E032 1363 924 439 0 0 0 67
22 Broward E033 1234 850 384 0 0 0 69
22 Broward E034 576 337 239 0 0 0 25
22 Broward F001 1289 788 501 0 0 0 68
22 Broward F002 905 648 257 0 0 0 54
22 Broward F003 873 634 239 0 0 0 34
22 Broward F004 3158 2245 913 0 0 2 267
22 Broward F005 2416 1573 843 0 0 0 120
22 Broward F006 1411 1028 383 0 0 0 69
22 Broward F007 1572 1103 469 0 0 0 69
22 Broward F008 1426 1035 391 0 0 0 75
22 Broward F009 1221 894 327 0 0 0 47
22 Broward F010 1614 1114 500 0 0 0 76
22 Broward F011 727 406 321 0 0 0 35
22 Broward F012 2419 1519 900 0 0 0 117
22 Broward F013 684 481 203 0 0 0 32
22 Broward F014 877 627 250 0 0 0 40
22 Broward G001 1227 970 257 0 0 0 73
22 Broward G002 1720 1138 582 0 0 0 94
22 Broward G003 1462 1006 456 0 0 0 78
22 Broward G004 1711 1144 567 0 0 1 133
22 Broward G005 1093 799 294 0 0 0 42
22 Broward G006 1648 1128 520 0 0 0 88
22 Broward G007 341 232 109 0 0 0 23
22 Broward G008 1835 1516 319 0 0 0 101
22 Broward G009 473 401 72 0 0 0 36
22 Broward G010 1298 810 488 0 0 0 75
22 Broward G011 1371 971 400 0 0 0 75
22 Broward G012 1046 725 321 0 0 0 79
22 Broward G013 502 411 91 0 0 0 22
22 Broward G014 1255 901 354 0 0 1 73
