COUNTY AREA TOTAL DEM REP GRN NON
COUNTY AREA TOTAL SINEMA MCSALLY GREEN WRITEIN
Pima 057 0 1620 512 75 3
Pima 058 0 1437 360 65 3
Pima 059 0 736 241 33 1
Pima 060 0 414 449 41 1
Pima 061 0 918 698 13 0
Pima 062 0 1076 219 39 2
Pima 063 0 905 203 14 1
Pima 064 0 901 135 36 1
Pima 065 0 8 9 0 0
Pima 066 0 1016 198 26 5
Pima 067 0 1172 408 61 8
Pima 068 0 1357 411 36 1
Pima 069 0 1735 1315 63 3
Pima 070 0 657 796 46 1
Pima 071 0 85 12 1 2
Pima 072 0 1590 517 91 3
Pima 073 0 1736 359 32 2
Pima 074 0 806 880 22 5
Pima 075 0 1570 399 70 4
Pima 076 0 178 15 12 0
Pima 077 0 868 1085 13 2
Pima 078 0 1130 213 11 4
Pima 079 0 983 1223 46 2
Pima 080 0 1268 314 33 3
Pima 081 0 369 433 17 0
Pima 082 0 1268 245 44 5
Pima 083 0 443 772 20 1
Pima 084 0 1581 2176 44 3
Pima 085 0 693 382 24 2
Pima 086 0 1723 533 73 3
Pima 087 0 300 117 15 2
Pima 088 0 1242 912 17 1
Pima 089 0 1427 611 38 4
Pima 090 0 459 598 19 2
Pima 091 0 1327 475 69 6
Pima 092 0 1350 967 43 2
Pima 093 0 1137 357 24 1
Pima 094 0 1276 378 37 4
Pima 095 0 347 534 23 4
Pima 096 0 1344 456 41 2
Pima 097 0 950 300 29 6
Pima 098 0 1191 456 67 1
Pima 099 0 1231 514 24 0
Pima 100 0 1144 561 63 3
Pima 101 0 636 550 45 2
Pima 102 0 910 433 38 1
Pima 103 0 662 249 14 0
Pima 104 0 1243 1385 54 0
Pima 105 0 583 363 47 4
Pima 106 0 591 564 6 0
Pima 107 0 1380 663 60 3
Pima 108 0 1861 875 54 4
Pima 109 0 1290 1857 61 2
Pima 110 0 700 65 42 4
Pima 111 0 935 531 47 2
Pima 112 0 1241 1017 16 0
Pima 113 0 990 653 70 3
Pima 114 0 170 172 6 0
Pima 115 0 1401 1572 52 2
Pima 116 0 1416 1122 80 3
Pima 117 0 998 629 38 1
Pima 118 0 1295 870 26 2
Pima 119 0 826 549 33 5
Pima 120 0 1136 741 61 1
Pima 121 0 728 630 23 2
Pima 122 0 698 555 45 2
Pima 123 0 1344 998 92 4
Pima 124 0 523 457 25 2
Pima 125 0 811 706 15 2
Pima 126 0 521 636 7 0
Pima 127 0 2205 3087 54 3
Pima 128 0 891 750 25 5
Pima 129 0 790 542 40 4
Pima 130 0 1172 1047 62 5
Pima 131 0 771 765 24 0
Pima 132 0 1044 975 42 6
Pima 133 0 1103 987 66 2
Pima 134 0 690 673 30 4
Pima 135 0 113 3 6 0
Pima 136 0 64 7 3 0
Pima 137 0 74 5 4 1
Pima 138 0 259 17 13 1
Pima 139 0 185 99 9 1
Pima 140 0 195 259 4 0
Pima 141 0 1719 1691 60 1
Pima 142 0 1079 1080 47 6
Pima 143 0 599 54 20 2
Pima 144 0 1222 436 29 6
Pima 145 0 1950 2190 50 2
Pima 146 0 974 741 31 3
Pima 147 0 688 790 48 2
Pima 148 0 858 762 18 1
Pima 149 0 892 623 13 4
Pima 150 0 216 159 12 2
Pima 151 0 437 264 3 0
Pima 152 0 402 109 16 3
Pima 153 0 1529 714 54 3
Pima 154 0 622 196 40 0
Pima 155 0 472 177 11 1
Pima 156 0 657 553 47 3
Pima 157 0 1127 317 56 0
Pima 158 0 902 582 10 1
Pima 159 0 1453 361 60 3
Pima 160 0 630 109 16 1
Pima 161 0 258 402 7 0
Pima 162 0 760 478 17 1
Pima 163 0 914 736 12 0
Pima 164 0 1385 354 24 4
Pima 165 0 75 173 2 0
Pima 166 0 1464 321 52 1
Pima 167 0 997 229 22 3
Pima 168 0 281 382 16 0
Pima 169 0 1283 1598 44 1
Pima 170 0 1132 618 20 3
Pima 171 0 1130 1031 23 2
Pima 172 0 1132 1463 36 1
Pima 173 0 973 1120 31 2
Pima 174 0 1265 915 42 2
Pima 175 0 639 944 49 5
Pima 176 0 538 692 35 1
Pima 177 0 1142 1054 85 5
Pima 178 0 935 996 29 1
Pima 179 0 1261 1578 29 2
Pima 180 0 1188 1077 43 4
Pima 181 0 1208 1286 30 2
Pima 182 0 1214 1159 62 5
Pima 183 0 821 835 35 1
Pima 184 0 807 1377 37 1
Pima 185 0 596 610 20 0
Pima 186 0 114 122 3 2
Pima 187 0 1232 1309 36 3
Pima 188 0 785 1162 51 4
Pima 189 0 729 321 21 1
Pima 190 0 651 196 23 4
Pima 191 0 380 385 18 0
Pima 192 0 1084 1063 56 3
Pima 193 0 621 687 10 0
Pima 194 0 1107 1433 31 3
Pima 195 0 576 877 11 1
Pima 196 0 5 0 0 0
Pima 197 0 692 754 44 4
Pima 198 0 509 971 19 1
Pima 199 0 892 1204 26 2
Pima 200 0 413 692 18 1
Pima 201 0 1014 859 37 3
Pima 202 0 1138 1232 34 3
Pima 203 0 543 311 33 0
Pima 204 0 56 282 7 0
Pima 205 0 1000 1308 35 0
Pima 206 0 128 200 5 0
Pima 207 0 1214 1067 23 1
Pima 208 0 424 477 40 4
Pima 209 0 963 1158 50 4
Pima 210 0 1227 610 13 0
Pima 211 0 953 791 17 2
Pima 212 0 543 613 19 4
Pima 213 0 123 114 1 1
Pima 214 0 1197 860 28 1
Pima 215 0 388 526 32 2
Pima 216 0 818 925 22 3
Pima 217 0 1180 1358 76 3
Pima 218 0 1600 1458 48 6
Pima 219 0 808 844 44 0
Pima 220 0 1165 1315 23 4
Pima 221 0 453 1031 32 5
Pima 222 0 434 674 53 3
Pima 223 0 400 434 18 0
Pima 224 0 1181 1368 65 8
Pima 225 0 1497 1293 77 7
Pima 226 0 364 362 11 1
Pima 227 0 1511 1753 72 7
Pima 228 0 526 450 17 1
Pima 229 0 1009 1780 74 3
Pima 230 0 486 277 14 0
Pima 231 0 1177 1178 70 2
Pima 232 0 518 360 12 1
Pima 233 0 1321 861 72 2
Pima 234 0 802 480 47 4
Pima 235 0 947 335 51 2
Pima 236 0 373 81 17 4
Pima 237 0 842 479 7 0
Pima 238 0 1263 826 17 3
Pima 239 0 1760 1121 25 1
Pima 240 0 35 71 2 0
Pima 241 0 835 719 9 0
Pima 242 0 764 827 32 6
Pima 243 0 600 891 14 0
Pima 244 0 313 41 20 2
Pima 245 0 917 132 28 1
Pima 246 0 1097 122 28 2
Pima 247 0 185 30 10 1
Pima 248 0 306 62 14 3
Pima 249 0 570 910 33 4
Pinal "01 KEARNY" 0 404 390 29 2
Pinal "04 DUDLEYVILLE" 0 212 131 17 0
Pinal "05 SAN MANUEL" 0 562 536 26 0
Pinal "06 MAMMOTH" 0 377 122 15 1
Pinal "07 ORACLE" 0 816 1005 19 0
Pinal "08  SADDLEBROOKE WEST" 0 1011 1361 25 0
Pinal "09 ARIZONA CITY" 0 449 653 57 1
Pinal "10 TOLTEC SOUTH" 0 464 773 54 2
Pinal "100 DESERT CEDARS" 0 594 529 39 2
Pinal "101 ALTERRA NORTH" 0 658 536 46 2
Pinal "102 MARICOPA WELLS" 0 741 787 59 2
Pinal "103 SAN CARLOS COMMUNITY" 0 0 0 0 0
Pinal "104 PICACHO SOUTH" 0 52 77 3 0
Pinal "105 TOLTEC SOUTHWEST" 0 29 25 1 0
Pinal "11 PICACHO" 0 59 99 5 0
Pinal "12 ELOY" 0 328 82 10 1
Pinal "13 TOLTEC" 0 678 844 34 3
Pinal "14 ELOY SOUTH" 0 355 84 20 1
Pinal "15 SADDLEBROOKE EAST" 0 906 1422 18 1
Pinal "16 RED ROCK" 0 377 799 33 5
Pinal "17 COOLIDGE NE" 0 287 249 27 2
Pinal "18 COOLIDGE NW" 0 694 761 50 3
Pinal "19 COOLIDGE SOUTH" 0 389 319 37 1
Pinal "20 RANDOLPH" 0 161 255 13 0
Pinal "21 CENTRAL ARIZONA COLLEGE" 0 213 357 21 1
Pinal "22 ELEVEN MILE CORNER" 0 130 280 20 1
Pinal "23 FLORENCE NORTH" 0 441 550 41 2
Pinal "24 FLORENCE SOUTH" 0 376 401 43 3
Pinal "25 CACTUS FOREST" 0 236 613 24 0
Pinal "26 JOHNSON RANCH" 0 742 1156 39 3
Pinal "27 POSTON BUTTE" 0 1470 2182 87 7
Pinal "28 QUEEN CREEK" 0 994 1600 39 5
Pinal "29 SACATON" 0 245 41 20 0
Pinal "30 MARICOPA" 0 811 759 49 7
Pinal "31 STANFIELD" 0 95 128 8 1
Pinal "32 CASA GRANDE NORTH" 0 518 397 41 1
Pinal "33 CASA GRANDE N CENTRAL" 0 467 448 30 0
Pinal "34 CASA GRANDE S CENTRAL" 0 545 470 43 2
Pinal "35 CASA GRANDE NE" 0 548 570 35 0
Pinal "36 CASA GRANDE SE" 0 501 271 20 0
Pinal "37 CASA GRANDE NW" 0 756 891 54 5
Pinal "38 CASA GRANDE SW" 0 293 339 19 0
Pinal "39 CASA GRANDE RANCHO GRANDE" 0 621 839 33 4
Pinal "40 APACHE JCT SUPERSTITION" 0 704 755 49 4
Pinal "41 CASA GRANDE INTERCHANGE" 0 615 899 30 2
Pinal "42 APACHE JCT NW" 0 358 442 35 4
Pinal "43 APACHE JCT SW" 0 607 796 49 4
Pinal "44 APACHE JCT SE" 0 575 878 53 2
Pinal "45 APACHE JCT NE" 0 439 855 32 4
Pinal "46 APACHE JCT EAST" 0 461 806 33 2
Pinal "47 APACHE JCT CENTRAL" 0 490 582 39 0
Pinal "48 GOLD CANYON" 0 606 880 21 1
Pinal "49 QUEEN VALLEY" 0 115 264 7 2
Pinal "50 SUPERIOR" 0 621 227 32 2
Pinal "51 SUPERIOR WEST" 0 7 19 1 0
Pinal "52 SUTTON SUMMIT" 0 26 59 1 1
Pinal "53 CHUI CHU" 0 98 8 2 0
Pinal "54 THUNDERBIRD FARMS" 0 326 600 25 2
Pinal "55 CASA GRANDE WEST" 0 550 626 32 4
Pinal "56 APACHE JUNCTION NORTH" 0 432 653 38 1
Pinal "57 APACHE JUNCTION N CENTRAL" 0 591 1022 29 5
Pinal "58 APACHE JUNCTION E CENTRAL" 0 347 622 42 0
Pinal "59 APACHE JUNCTION SOUTH" 0 613 905 72 2
Pinal "60 BLACKWATER" 0 219 35 11 1
Pinal "61 SAN TAN" 0 175 43 14 1
Pinal "62 CASA BLANCA" 0 229 30 15 0
Pinal "63 APACHE TRAIL" 0 304 422 27 0
Pinal "64 SUPERSTITION MOUNTAIN" 0 725 1236 27 1
Pinal "66 MOUNTAINBROOK VILLAGE" 0 471 801 10 0
Pinal "67 HIDDEN VALLEY" 0 269 427 23 5
Pinal "68 SAN TAN PARK" 0 651 832 47 0
Pinal "69 BELLA VISTA" 0 375 480 29 4
Pinal "70 COPPER BASIN" 0 499 750 49 7
Pinal "71 SCHNEPF" 0 419 792 39 2
Pinal "72 PERALTA" 0 269 427 10 0
Pinal "73 SANTA ROSA" 0 437 450 29 1
Pinal "74 EL DORADO" 0 730 654 37 4
Pinal "75 WALKER BUTTE" 0 608 843 49 3
Pinal "76 PECAN CREEK NORTH" 0 473 842 34 0
Pinal "77 AK CHIN COMMUNITY" 0 145 28 15 0
Pinal "78 MARICOPA MEADOWS" 0 658 726 43 4
Pinal "79 MARICOPA FIESTA" 0 798 801 32 7
Pinal "80 PROVINCE" 0 1508 1692 63 7
Pinal "81 IRONWOOD COMMON" 0 705 815 46 2
Pinal "82 CRUZ PARK" 0 232 126 20 0
Pinal "83 COYOTE RANCH" 0 769 980 45 1
Pinal "84 GOLD CANYON NORTH" 0 311 482 10 1
Pinal "85 SAN TAN HEIGHTS" 0 555 796 27 2
Pinal "86 CIRCLE CROSS RANCH" 0 863 1096 56 5
Pinal "87 JOHNSON RANCH EAST" 0 541 599 44 3
Pinal "88 IRONWOOD CROSSING" 0 1161 2319 74 6
Pinal "89 QUAIL HOLLOW" 0 583 1033 44 0
Pinal "90 SENITA" 0 616 540 26 2
Pinal "91 SILVERBELL" 0 287 521 43 2
Pinal "92 EAGLE CREST" 0 1251 1646 28 2
Pinal "93 ORACLE SOUTH" 0 504 417 17 1
Pinal "94 SKYLINE RANCH" 0 544 738 33 1
Pinal "95 QUEEN CREEK SOUTH" 0 455 672 20 1
Pinal "96 SAN TAN RANCHES" 0 335 670 25 0
Pinal "97 COPPER BASIN SOUTHEAST" 0 523 667 34 3
Pinal "98 LINKS ESTATES" 0 406 599 22 5
Pinal "99 MISSION VALLEY" 0 606 726 41 3
"Santa Cruz" "Baca 19" 0 734 228 32 1
"Santa Cruz" "Calabasas 17" 0 1006 300 51 1
"Santa Cruz" "Coronado 5" 0 454 119 18 0
"Santa Cruz" "Elgin 6" 0 172 301 11 0
"Santa Cruz" "Lake Patagonia 24" 0 55 43 7 0
"Santa Cruz" "Mountain 23" 0 19 20 1 0
"Santa Cruz" "Nogales 1" 0 201 38 15 0
"Santa Cruz" "Nogales 10" 0 316 82 15 0
"Santa Cruz" "Nogales 12" 0 230 41 7 0
"Santa Cruz" "Nogales 16" 0 135 46 9 0
"Santa Cruz" "Nogales 18" 0 263 81 4 0
"Santa Cruz" "Nogales 2" 0 444 108 20 0
"Santa Cruz" "Nogales 20" 0 410 73 20 0
"Santa Cruz" "Nogales 3" 0 302 50 14 1
"Santa Cruz" "Nogales 4" 0 148 35 8 0
"Santa Cruz" "Nogales 8" 0 794 139 44 1
"Santa Cruz" "Nogales 9" 0 118 54 6 1
"Santa Cruz" "Patagonia 14" 0 413 196 14 0
"Santa Cruz" "Peck Canyon 21" 0 621 199 33 1
"Santa Cruz" "Potrero 22" 0 172 33 5 1
"Santa Cruz" "Rio Rico 7" 0 1074 655 48 1
"Santa Cruz" "Santa Cruz 13" 0 144 71 4 0
"Santa Cruz" "Sonoita 15" 0 261 418 9 0
"Santa Cruz" "Tubac 11" 0 755 498 23 0
Yuma 001 0 302 144 15 0
Yuma 002 0 332 209 25 2
Yuma 003 0 290 219 22 0
Yuma 004 0 967 687 62 4
Yuma 005 0 422 760 25 1
Yuma 006 0 679 288 47 0
Yuma 007 0 1063 205 44 0
Yuma 008 0 241 506 19 1
Yuma 009 0 257 894 13 1
Yuma 010 0 731 1415 55 4
Yuma 011 0 441 753 30 2
Yuma 012 0 337 881 30 2
Yuma 013 0 400 330 25 1
Yuma 014 0 113 148 18 0
Yuma 015 0 540 759 50 1
Yuma 016 0 434 496 41 3
Yuma 017 0 568 1192 54 5
Yuma 018 0 22 106 1 0
Yuma 019 0 32 43 5 0
Yuma 020 0 398 904 29 1
Yuma 021 0 4 15 0 0
Yuma 022 0 476 914 45 2
Yuma 023 0 410 920 30 3
Yuma 024 0 888 2437 99 7
Yuma 025 0 502 1397 25 1
Yuma 026 0 170 95 13 0
Yuma 027 0 211 249 14 0
Yuma 028 0 191 106 9 0
Yuma 029 0 1146 122 47 0
Yuma 030 0 1082 113 51 1
Yuma 031 0 1371 194 71 3
Yuma 032 0 356 195 29 0
Yuma 033 0 135 197 8 1
Yuma 034 0 102 315 7 0
Yuma 035 0 414 541 20 2
Yuma 036 0 557 572 41 1
Yuma 037 0 532 321 36 0
Yuma 038 0 517 470 37 3
Yuma 039 0 472 582 28 4
Yuma 040 0 516 559 42 1
Yuma 041 0 552 687 28 2
Yuma 042 0 697 580 60 2
Yuma 043 0 10 12 1 0
Yuma 044 0 0 0 0 0
