COUNTY AREA TOTAL DEM REP None ACN Green LBT PSL None
COUNTY AREA TOTAL Biden Trump Boddie Cummings Hawkins Jorgensen LaRiva Simmons
Maricopa "0088 CARLA VISTA" 0 1196 661 0 0 0 51 0 0
Maricopa "0089 CAROL ANN" 0 1414 1823 0 0 0 75 0 0
Maricopa "0090 CARON" 0 1018 938 0 0 0 33 0 0
Maricopa "0091 CARRIAGE LANE" 0 1407 1012 0 0 0 59 0 0
Maricopa "0092 CARVER" 0 1783 838 0 0 0 37 0 0
Maricopa "0093 CASHION" 0 3167 954 0 0 0 56 0 0
Maricopa "0094 CATAMARAN" 0 992 1384 0 0 0 39 0 0
Maricopa "0095 CAVE BUTTES" 0 2087 2030 0 0 0 57 0 0
Maricopa "0096 CAVE CREEK" 0 1176 1857 0 0 0 30 0 0
Maricopa "0097 CELAYA" 0 1802 705 0 0 0 68 0 0
Maricopa "0098 CENTENNIAL" 0 720 659 0 0 0 28 0 0
Maricopa "0099 CENTRAL HIGH" 0 1801 511 0 0 0 54 0 0
Maricopa "0100 CHALLENGER" 0 1152 479 0 0 0 19 0 0
Maricopa "0101 CHANDLER HEIGHTS" 0 1945 2612 0 0 0 44 0 0
Maricopa "0102 CHAVEZ" 0 658 129 0 0 0 14 0 0
Maricopa "0103 CHEATHAM" 0 3111 908 0 0 0 48 0 0
Maricopa "0104 CHENEY" 0 1157 1709 0 0 0 17 0 0
Maricopa "0105 CHILTON" 0 872 586 0 0 0 36 0 0
Maricopa "0106 CHOLLA" 0 1455 1040 0 0 0 51 0 0
Maricopa "0107 CHRISTY" 0 651 647 0 0 0 31 0 0
Maricopa "0108 CIELO" 0 1479 1482 0 0 0 20 0 0
Maricopa "0109 CIELO GRANDE" 0 1141 1102 0 0 0 33 0 0
Maricopa "0110 CITRUS" 0 1451 670 0 0 0 41 0 0
Maricopa "0111 CITRUS GARDENS" 0 1328 1363 0 0 0 33 0 0
Maricopa "0112 CITRUS GROVES" 0 1574 1952 0 0 0 53 0 0
Maricopa "0113 CLAY MINE" 0 166 371 0 0 0 6 0 0
Maricopa "0114 CLEARVIEW" 0 1515 1432 0 0 0 48 0 0
Maricopa "0115 CLEARWATER" 0 520 577 0 0 0 9 0 0
Maricopa "0116 CLIFFVIEW" 0 760 407 0 0 0 13 0 0
Maricopa "0117 CLOUD" 0 1518 1792 0 0 0 28 0 0
Maricopa "0118 CLOVER" 0 480 343 0 0 0 22 0 0
Maricopa "0119 CLUB WEST" 0 2614 2044 0 0 0 49 0 0
Maricopa "0120 COCOPAH" 0 765 839 0 0 0 12 0 0
Maricopa "0121 COLDWATER RIDGE" 0 1724 756 0 0 0 38 0 0
Maricopa "0122 COLONIA" 0 2513 2260 0 0 0 82 0 0
Maricopa "0123 COLONNADE" 0 1932 864 0 0 0 36 0 0
Maricopa "0124 COLTER" 0 808 340 0 0 0 26 0 0
Maricopa "0125 COMET" 0 1262 1415 0 0 0 42 0 0
Maricopa "0126 COMMONWEALTH" 0 1074 470 0 0 0 43 0 0
Maricopa "0127 COMPADRE" 0 2562 2124 0 0 0 61 0 0
Maricopa "0128 COMSTOCK" 0 845 684 0 0 0 33 0 0
Maricopa "0129 CONCORD" 0 874 669 0 0 0 21 0 0
Maricopa "0130 CONQUISTADOR" 0 471 791 0 0 0 6 0 0
Maricopa "0131 CONTENTION MINE" 0 627 614 0 0 0 28 0 0
Maricopa "0132 COPPER HILLS" 0 1209 1186 0 0 0 19 0 0
Maricopa "0133 COPPERWOOD" 0 691 613 0 0 0 18 0 0
Maricopa "0134 CORA" 0 700 231 0 0 0 21 0 0
Maricopa "0135 CORBELL" 0 2118 1188 0 0 0 41 0 0
Maricopa "0136 CORDES" 0 939 362 0 0 0 17 0 0
Maricopa "0137 CORDONIZ" 0 1301 751 0 0 0 24 0 0
Maricopa "0138 CORDOVA" 0 466 200 0 0 0 11 0 0
Maricopa "0139 CORONA" 0 881 522 0 0 0 28 0 0
Maricopa "0140 CORONADO" 0 1629 1094 0 0 0 47 0 0
Maricopa "0141 CORRINE" 0 978 1543 0 0 0 20 0 0
Maricopa "0142 CORTEZ" 0 597 375 0 0 0 26 0 0
Maricopa "0143 COTTON LANE" 0 1934 2359 0 0 0 74 0 0
Maricopa "0144 COTTONWOOD COUNTRY CLUB" 0 1620 2328 0 0 0 19 0 0
