COUNTY AREA TOTAL DEM REP WI
COUNTY AREA TOTAL Siegelman James WRITEIN
Geneva "0150 Black" 0 93 66 0
Geneva "0160 Kelly Cross Roads" 0 33 50 0
Geneva "0170 Bellwood Voting House" 0 109 67 0
Geneva "0180 Chancellor Voting House" 0 130 145 0
Geneva "0190 Geneva County Court House" 0 194 252 0
Geneva "0200 Farm Center" 0 84 83 1
Geneva "0210 Geneva Armory" 0 102 172 1
Geneva "0220 Geneva Community Center" 0 138 137 0
Geneva "0230 Geneva City Hall" 0 136 87 0
Geneva "0240 Coffee Springs" 0 123 139 0
Geneva "0250 Lytle" 0 73 76 0
Geneva "0260 Piney Grove" 0 57 49 0
Geneva "0270 Samson American Legion Hall" 0 237 161 2
Geneva "0280 Samson Community Center" 0 143 170 0
Geneva "0290 Gilmore" 0 50 62 0
Geneva "0300 Lowrey" 0 40 56 0
Geneva "0310 Revels Grocery" 0 39 49 0
Geneva "0320 Hacoda" 0 42 35 0
Geneva "330 Flat Creek" 0 57 52 0
Geneva "0340 Devco Voting House" 0 141 131 0
Geneva "9001 Absentee Votes" 0 86 71 0
Greene "1-1 Wm. Branch Courthouse" 0 56 22 0
Greene "1-2 Eatman School" 0 72 15 0
Greene "1-3 Mantua Fire Dept." 0 99 12 0
Greene "1-4 Mantua Fire dept." 0 121 3 0
Greene "1-5 Jena Clubhouse" 0 60 12 0
Greene "1-6 Union Town hall" 0 105 19 0
Greene "1-7 Union Town Hall" 0 102 22 0
Greene "1-8 Knoxville Comm. Cts." 0 105 16 0
Greene "2-1 Tax Assessor's Office" 0 76 24 0
Greene "2-2 Sheriff's Office" 0 88 19 0
Greene "2-3 Eutaw Pre School" 0 45 70 0
Greene "2-4 Eutaw Pre School" 0 95 46 0
Greene "2-5 National Guard Armory" 0 55 82 0
Greene "2-6 National Guard Armory" 0 70 69 0
Greene "2-7 National Guard Armory" 0 72 59 0
Greene "2-8 South Fork Rest." 0 89 21 0
Greene "3-1 Forkland Town Hall" 0 112 13 0
Greene "3-2 Forkland Town Hall" 0 103 15 0
Greene "3-3 Forkland Town Hall" 0 103 8 0
Greene "3-4 Forkland Town Hall" 0 94 12 0
Greene "3-5 Forkland Town Hall" 0 104 26 0
Greene "3-6 Forkland Town Hall" 0 65 4 0
Greene "3-7 Dollarhide Comm. Cts." 0 55 7 0
Greene "3-8 Carver School" 0 103 8 0
Greene "4-1 Eutaw Activity Center" 0 121 5 0
Greene "4-2 Eutaw Activity Center" 0 116 5 0
Greene "4-3 Morrow/Brown Center" 0 131 3 0
Greene "4-4 Morrow/Brown Center" 0 108 4 0
Greene "4-5 Fishobee Comm. Center" 0 101 5 0
Greene "4-6 Fishobee Comm. Center" 0 70 7 0
Greene "5-1 Boligee Town Hall" 0 87 13 0
Greene "5-2 Boligee Town Hall" 0 98 25 0
Greene "5-3 Boligee Town Hall" 0 90 16 0
Greene "5-4 Mt. Hebron Pre School" 0 94 4 0
Greene "5-5 Mt. Hebron Pre School" 0 79 6 0
Greene "5-6 Clinton Comm. Center" 0 84 7 0
Greene "5-7 West Greene Fire Dept." 0 54 27 0
Greene "Absentee Votes" 0 170 46 0
Hale "0010 Havana" 0 86 43 1
Hale "0030 Akron City Hall" 0 204 87 1
Hale "0050 Bucksnort" 0 53 48 0
Hale "0065 Greensboro Armory #1" 0 911 293 1
Hale "0066 Greensboro Armory #2" 0 642 217 0
Hale "0090 Newbern Old Bank Bldg." 0 182 72 0
Hale "0110 Sawyerville" 0 404 64 1
Hale "0130 Cedarville" 0 146 37 0
Hale "0140 Gallion" 0 100 81 2
Hale "0150 Laneville" 0 152 32 1
Hale "0160 Mt. Herman" 0 98 81 0
Hale "0180 Valley" 0 92 77 0
Hale "0220 Moundville City Hall" 0 588 313 2
Hale "0230 Phipps Work Center" 0 15 30 0
Hale "0240 Stewart" 0 118 77 1
Hale "9001 Absentee Votes" 0 201 137 0
Henry "0010 Headland Armory #1" 0 452 534 1
Henry "0040 Headland Armory #4" 0 257 104 1
Henry "0060 Tumbleton" 0 76 136 0
Henry "0080 Hebron Community" 0 32 44 0
Henry "0090 Browns Crossroads" 0 45 13 0
Henry "0100 Williams Community" 0 44 53 0
Henry "0110 Haleburg" 0 72 69 1
Henry "0120 Union VT House" 0 93 89 0
Henry "0130 Capps Post Office" 0 122 57 0
Henry "0150 ESPY Farms" 0 89 60 0
Henry "0160 Newville" 0 234 110 1
Henry "0190 Blankenship STR." 0 43 40 0
Henry "0205 Edwin Clubhouse" 0 108 63 0
Henry "0210 Abbeville Armory #1" 0 324 193 2
Henry "0240 Abbeville Armory #2" 0 411 242 1
Henry "0270 Shorterville" 0 154 49 0
Henry "0290 Wills Crossroads" 0 96 60 0
Henry "0310 Judson Community" 0 300 174 0
Henry "0330 Lawrenceville" 0 134 59 0
Henry "9001 Absentee Votes" 0 274 77 0
Houston "0010 Wicksburg Volunteer Fire" 0 228 342 2
Houston "0020 Bay Springs Volunteer Fire" 0 140 258 1
Houston "0040 Johnson Homes #1" 0 648 44 0
Houston "0041 Johnson Homes #2" 0 546 40 2
Houston "0050 Lincoln Rec Center" 0 228 38 0
Houston "0080 Farm Center #1" 0 130 170 1
Houston "0081 Farm Center #2" 0 485 472 1
Houston "0090 Wiregrass Park #1" 0 253 302 2
Houston "0091 Wiregrass Park #2" 0 625 629 3
Houston "0110 Doug Tew Comm. Center #1" 0 411 544 1
Houston "0111 Doug Tew Comm. Center #2" 0 607 830 5
Houston "0112 Doug Tew Comm. Center #3" 0 0 0 0
Houston "0145 Water and Electric Complex #1" 0 523 918 2
Houston "0146 Water and Electric Complex #2" 0 397 709 1
Houston "0150 Library #1" 0 0 0 0
Houston "0151 Library #2" 0 900 811 4
Houston "0180 Westgate Park #1" 0 710 1397 4
Houston "0181 Westgate Park #2" 0 470 981 3
Houston "0210 Vaughn Blumberg Center" 0 364 238 1
Houston "0220 Taylor City Hall" 0 284 445 0
Houston "0300 Rehobeth Fire Station" 0 299 374 0
Houston "0320 Madrid Citizen Center" 0 130 210 0
Houston "0330 Cottonwood City Hall" 0 328 338 2
Houston "0370 Hodgesvile Volunteer Fire" 0 299 412 2
Houston "0410 Enterprise Church Voting WRHS" 0 87 157 1
Houston "0450 Lovetown Volunteer Fire" 0 71 91 0
Houston "0470 Cowarts City Hall" 0 302 350 1
Houston "0500 Webb City Hall" 0 195 252 1
Houston "0520 Kinsey City Hall" 0 172 225 1
Houston "0530 Ashford City Hall" 0 484 479 1
Houston "0590 Harmon School" 0 58 60 0
Houston "0610 Lucy Volunteer Fire" 0 82 58 1
Houston "0630 Pansey Volunteer Fire" 0 110 107 0
Houston "0680 Gordon City Hall" 0 141 16 0
Houston "0690 Columbia Nutrition Center" 0 326 231 1
Houston "0720 Dupree Community Center" 0 50 92 0
Houston "9001 Absentee Votes" 0 222 311 2
Jackson Bridgeport 0 99 48 0
Jackson Bridgeport 0 109 41 0
Jackson Bridgeport 0 125 65 0
Jackson Bridgeport 0 144 79 0
Jackson "Long Island" 0 16 27 0
Jackson Stevenson 0 109 56 0
Jackson Stevenson 0 133 66 0
Jackson Stevenson 0 125 62 0
Jackson Stevenson 0 134 50 0
Jackson Bryant 0 103 107 0
Jackson Bryant 0 71 110 0
Jackson Fackler 0 74 60 0
Jackson Fackler 0 42 17 0
Jackson "Fiat Rock" 0 96 85 0
Jackson Hollywood 0 71 36 0
Jackson Hollywood 0 211 83 0
Jackson Pisgah 0 180 102 0
Jackson Pisgah 0 149 78 0
Jackson Langston 0 41 32 0
Jackson Tupelo 0 102 81 0
Jackson Larkinsvile 0 120 48 0
Jackson "Mink Creek" 0 120 48 0
Jackson Woodville 0 113 35 0
Jackson Woodville 0 102 54 0
Jackson Trenton 0 23 10 0
Jackson Collins 0 38 16 0
Jackson Bishop 0 37 7 0
Jackson "Gross Springs" 0 60 38 0
Jackson Scottsboro 0 264 138 0
Jackson Scottsboro 0 214 150 0
Jackson Scottsboro 0 277 163 0
Jackson Scottsboro 0 244 152 0
Jackson Scottsboro 0 217 168 0
Jackson Scottsboro 0 260 155 0
Jackson Scottsboro 0 253 141 0
Jackson Scottsboro 0 238 154 0
Jackson Scottsboro 0 280 148 0
Jackson Scottsboro 0 277 122 0
Jackson Skyline 0 202 152 0
Jackson "Paint Rock" 0 63 46 0
Jackson Section 0 202 85 0
Jackson Section 0 214 108 0
Jackson Wytop 0 69 25 0
Jackson Garth 0 53 19 0
Jackson Hollytree 0 52 21 0
Jackson Dutton 0 201 105 0
Jackson Dutton 0 194 110 0
Jackson Higdon 0 169 88 0
Jackson Macedonia 0 116 55 0
Jackson Macedonia 0 122 51 0
Jackson "Holly Springs" 0 83 31 0
Jackson "Holly Springs" 0 27 26 0
Jackson Limrock 0 94 33 0
Jackson Hambrick 0 16 4 0
Jackson Princeton 0 48 7 0
Jackson "Crow Mtn." 0 59 31 0
Jackson Aspel 0 81 21 0
Jackson Wininger 0 69 61 0
Jackson Rosalie 0 107 57 0
Jackson Rosalie 0 151 69 0
Jackson "Dean's Chapel" 0 127 71 0
Jackson "Absentee Votes" 0 254 125 0
Jefferson "0001 Hunter Street Baptist" 0 483 694 11
Jefferson "0002 Hunter Street Baptist" 0 487 739 3
Jefferson "0003 Morgan Road F.S." 0 129 221 1
Jefferson "0004 Morgan Road F.S." 0 213 337 0
Jefferson "0005 Indian Ford F.S." 0 67 118 0
Jefferson "0006 Indian Ford F.S." 0 19 26 1
Jefferson "0007 Pleasant Hill UMC" 0 376 596 4
Jefferson "0008 Pleasant Hill UMC" 0 664 886 2
Jefferson "0009 Bessemer Tech" 0 317 357 2
Jefferson "0010 Bessemer Tech" 0 213 202 1
Jefferson "0011 Oak Grove Masonic" 0 78 96 0
Jefferson "0012 Oak Grove Masonic" 0 215 208 1
Jefferson "0013 Alliance School" 0 172 223 3
Jefferson "0014 Alliance School" 0 152 166 1
Jefferson "0015 Concord Fire Station" 0 453 735 3
Jefferson "0016 Concord Fire Station" 0 104 190 2
Jefferson "0017 Hueytown School" 0 356 459 6
Jefferson "0018 Hueytown School" 0 203 208 1
Jefferson "0019 Hueytown City Hall" 0 484 742 8
Jefferson "0020 Hueytown City Hall" 0 392 568 4
Jefferson "0021 Virginia Mines F.S." 0 168 238 0
Jefferson "0022 Virginia Mines F.S." 0 275 458 3
Jefferson "0023 Leeds Armory" 0 368 193 1
Jefferson "0024 Leeds Armory" 0 358 214 0
Jefferson "0025 Leeds School" 0 474 558 1
Jefferson "0026 Leeds School" 0 278 362 2
Jefferson "0027 Overton Road UMC" 0 390 622 10
Jefferson "0028 Overton Road UMC" 0 123 192 4
Jefferson "0029 St. Lukes Episcopal" 0 652 1026 14
Jefferson "0030 St. Lukes Episcopal" 0 481 731 15
Jefferson "0031 Mt. Brook City Hall" 0 422 694 12
Jefferson "0032 Mt. Brook City Hall" 0 412 680 13
Jefferson "0033 Eastwood Mall" 0 453 481 5
Jefferson "0034 Eastwood Mall" 0 466 523 6
Jefferson "0035 Irondale Sr. CIT Bldg." 0 531 249 3
Jefferson "0036 Irondale Sr. CIT Bldg." 0 705 319 2
Jefferson "0035 Irondale City Hall" 0 205 231 2
Jefferson "0035 Irondale City Hall" 0 294 374 3
Jefferson "0039 Fire Station #31" 0 102 120 0
Jefferson "0040 Fire Station #31" 0 44 41 0
Jefferson "0041 Trussville City Hall" 0 478 928 6
Jefferson "0042 Trussville City Hall" 0 621 1351 12
Jefferson "0043 Trussville City Hall" 0 560 1027 9
Jefferson "0044 Brewster Rd. Baptist" 0 438 638 3
Jefferson "0045 Brewster Rd. Baptist" 0 373 505 2
Jefferson "0046 Clearview Baptist" 0 434 676 3
Jefferson "0047 Clearview Baptist" 0 342 571 2
Jefferson "0048 Center Point CT. House" 0 460 628 5
Jefferson "0049 Center Point CT. House" 0 440 514 5
Jefferson "0050 Center Point School" 0 360 519 4
Jefferson "0051 Center Point School" 0 351 519 3
Jefferson "0052 Center Point School" 0 295 387 4
Jefferson "0053 Jefferson State J.C." 0 463 151 1
Jefferson "0054 Jefferson State J.C." 0 709 249 3
Jefferson "0055 L M Smith School" 0 582 427 4
Jefferson "0056 L M Smith School" 0 586 439 5
Jefferson "0057 Lady of Lourdes FLC." 0 542 623 4
Jefferson "0058 Lady of Lourdes FLC." 0 376 405 5
Jefferson "0059 Fire Station #30" 0 13 19 0
Jefferson "0060 Fire Station #30" 0 445 523 2
Jefferson "0061 E. Jefferson F.S." 0 45 81 0
Jefferson "0062 E. Jefferson F.S." 0 7 25 0
Jefferson "0063 Huffman School" 0 286 489 2
Jefferson "0064 Huffman School" 0 293 515 3
Jefferson "0065 North Roebuck School" 0 367 377 3
Jefferson "0066 North Roebuck School" 0 374 338 3
Jefferson "0067 Don Hawkins Pk&Rec Center" 0 402 450 4
Jefferson "0068 Don Hawkins Pk&Rec Center" 0 355 391 2
Jefferson "0069 Shepherd Center East" 0 534 255 3
Jefferson "0070 Shepherd Center East" 0 534 275 2
Jefferson "0071 Brookwood Baptist" 0 439 587 5
Jefferson "0072 Brookwood Baptist" 0 599 747 10
Jefferson "0073 Cahaba Hts. Sr. CIT Bldg." 0 392 589 9
Jefferson "0074 Cahaba Hts. Sr. CIT Bldg." 0 471 617 11
Jefferson "0075 Fire Station #32" 0 153 310 4
Jefferson "0076 Fire Station #32" 0 275 438 6
Jefferson "0077 Mt. Chapel" 0 542 1150 14
Jefferson "0078 Mt. Chapel" 0 233 511 4
Jefferson "0079 Fire Station #2" 0 488 751 6
Jefferson "0080 Fire Station #2" 0 398 565 5
Jefferson "0081 Mt. Brook School" 0 111 223 7
Jefferson "0082 Mt. Brook School" 0 54 86 2
Jefferson "0083 Botanical Gardens" 0 151 137 4
Jefferson "0084 Botanical Gradens" 0 271 259 9
Jefferson "0085 Shades Cahaba School" 0 468 474 6
Jefferson "0086 Shades Cahaba School" 0 404 447 7
Jefferson "0087 Homewood Pk & Rec." 0 0 0 0
Jefferson "0088 Homewod Pk & Rec." 0 418 304 8
Jefferson "0089 Homewood Library" 0 572 647 8
Jefferson "0090 Homewood Library" 0 582 689 16
Jefferson "0091 Edgewood School" 0 352 391 3
Jefferson "0092 Edgewood School" 0 627 582 8
Jefferson "0093 Shades Mt. Ch. Of Christ" 0 252 343 3
Jefferson "0094 Shades Mt. Ch. Of Christ" 0 408 577 4
Jefferson "0095 Bluff Park C.C." 0 130 160 4
Jefferson "0096 Bluff Park C.C." 0 160 276 0
Jefferson "0097 Shades Crest Baptist" 0 444 657 7
Jefferson "0098 Shades Crest Baptist" 0 305 523 1
Jefferson "0099 Prince/Peace Catholic" 0 446 577 3
Jefferson "0100 Price/Peace Catholic" 0 380 635 6
Jefferson "0101 Vestavia Plaza Mall" 0 285 435 5
Jefferson "0102 Vestavia Plaza Mall" 0 500 783 7
Jefferson "0103 Vestavia City Hall" 0 329 560 8
Jefferson "0104 Vestavia City Hall" 0 539 943 14
Jefferson "0105 Vestavia Hills School" 0 393 663 6
Jefferson "0106 Vestavia Hills School" 0 592 991 22
Jefferson "0107 Hoover Pk & Rec." 0 358 511 10
Jefferson "0108 Hoover Pk & Rec." 0 279 501 5
Jefferson "0109 Hoover Pk & Rec." 0 378 589 4
Jefferson "0110 Hoover City Hall" 0 600 677 6
Jefferson "0111 Hoover City Hall" 0 287 301 6
Jefferson "0112 Hoover City Hall" 0 166 145 3
Jefferson "0113 Oakmont Preby." 0 368 676 5
Jefferson "0114 Oakmont Prebyterian" 0 308 559 10
Jefferson "0115 Saint Marks UMC" 0 321 553 12
Jefferson "0116 Saint Marks UMC" 0 376 683 4
Jefferson "0117 Saint Marks UMC" 0 316 550 3
Jefferson "0118 Trafford City Hall" 0 13 21 0
Jefferson "0119 Trafford City Hall" 0 169 202 1
Jefferson "0120 Kermit Johnson School" 0 399 652 3
Jefferson "0121 Kermit Johnson School" 0 0 0 0
Jefferson "0122 Palmerdale Fire Sta." 0 296 570 3
Jefferson "0123 Palmerdale Fire Sta." 0 115 256 3
Jefferson "0124 Clay Comm. Center" 0 639 1285 11
Jefferson "0125 Clay Comm. Center" 0 169 350 1
Jefferson "0126 Mountain View Baptist" 0 97 173 1
Jefferson "0127 Mountain View Baptist" 0 292 560 2
Jefferson "0128 Pinson United Methodist" 0 408 713 9
Jefferson "0129 Pinson United Methodist" 0 213 316 0
Jefferson "0130 Fire Station #28" 0 0 0 0
Jefferson "0131 Fire Station #28" 0 483 206 0
Jefferson "0132 Gardendale C.C." 0 446 907 7
Jefferson "0133 Gardendale C.C." 0 437 924 6
Jefferson "0134 Gardendale C.C." 0 442 921 5
Jefferson "0135 Morris Masonic" 0 250 506 1
Jefferson "0136 Morris Masonic" 0 90 215 0
Jefferson "0137 Kimberly City Hall" 0 0 0 0
Jefferson "0138 Kimberly City Hall" 0 251 395 4
Jefferson "0139 Warrior City Hall" 0 126 137 3
Jefferson "0140 Warrior City Hall" 0 393 301 1
Jefferson "0141 Corner School" 0 30 58 0
Jefferson "0142 Corner School" 0 292 544 0
Jefferson "0143 Bagley H. School" 0 270 427 3
Jefferson "0144 Bagley H. School" 0 263 290 1
Jefferson "0145 Mt. Olive School" 0 291 597 1
Jefferson "0146 Mt. Olive School" 0 226 397 1
Jefferson "0147 Mt. Olive C.C." 0 113 269 1
Jefferson "0148 Mt. Olive C.C." 0 193 497 3
Jefferson "0149 Brookside City Hall" 0 395 311 0
Jefferson "0150 Brookside City Hall" 0 0 0 0
Jefferson "0151 Graysville Library" 0 124 130 2
Jefferson "0152 Graysville Library" 0 83 98 0
Jefferson "0153 West Jefferson M.L." 0 2 0 0
Jefferson "0154 West Jefferson M.L." 0 258 270 2
Jefferson "0155 Adamsville Baptist" 0 232 337 2
Jefferson "0156 Adamsville Baptist" 0 280 461 0
Jefferson "0157 Booker Heights C.C." 0 51 2 0
Jefferson "0158 Booker Heights C.C." 0 0 0 0
Jefferson "0159 Maytown City Hall" 0 0 0 0
Jefferson "0160 Maytown City Hall" 0 66 104 0
Jefferson "0161 Sylvan Springs" 0 161 237 5
Jefferson "0162 Sylvan Springs" 0 136 206 1
Jefferson "0163 Pleasant Grove" 0 443 706 4
Jefferson "0164 Pleasant Grove" 0 698 1128 3
Jefferson "0165 Pleasant Grove" 0 306 462 3
Jefferson "0166 Hueytown Clubs" 0 75 97 0
Jefferson "0167 Hueytown Clubs" 0 37 92 0
Jefferson "0168 Semmie Lavender C.C." 0 616 23 0
Jefferson "0169 Semmie Lavender C.C." 0 355 13 0
Jefferson "0170 Lee School" 0 422 22 0
Jefferson "0171 Lee School" 0 423 22 0
Jefferson "0172 Harrison Park C.C." 0 1763 43 1
Jefferson "0173 Harrison Park C.C." 0 0 0 0
Jefferson "0174 Hemphill School" 0 306 23 2
Jefferson "0175 Hemphill School" 0 155 12 0
Jefferson "0176 Jackson School" 0 0 0 0
Jefferson "0177 Jackson School" 0 1002 16 1
Jefferson "0178 FOP Lodge" 0 740 309 8
Jefferson "0179 FOP Lodge" 0 422 198 1
Jefferson "0180 Afton Lee C.C." 0 0 0 0
Jefferson "0181 Afton Lee C.C." 0 194 11 1
Jefferson "0182 Fire Sta. Carr Ave." 0 358 340 2
Jefferson "0183 Fire Sta. Carr Ave." 0 267 232 5
Jefferson "0184 Crumpton Rec. Center" 0 442 13 0
Jefferson "0185 Crumpton Rec. Center" 0 702 14 0
Jefferson "0186 Wenonah School" 0 76 2 0
Jefferson "0187 Wenonah School" 0 225 12 0
Jefferson "0188 Pine Haven Baptist" 0 124 91 0
Jefferson "0189 Pine Haven Baptist" 0 113 106 0
Jefferson "0190 Shady Grove Bapt." 0 79 62 0
Jefferson "0191 Shady Grove Bapt." 0 0 0 0
Jefferson "0192 Fire Station #22" 0 541 167 5
Jefferson "0193 Fire Station #22" 0 765 276 7
Jefferson "0194 Southside Library" 0 81 25 2
Jefferson "0195 Southside Library" 0 84 43 0
Jefferson "0196 Ramsay High School" 0 393 68 6
Jefferson "0197 Ramsay High School" 0 377 79 5
Jefferson "0198 Glen Iris School" 0 438 119 8
Jefferson "0199 Glen Iris School" 0 395 136 4
Jefferson "0200 Center Street School" 0 830 18 3
Jefferson "0201 Center Street School" 0 955 19 1
Jefferson "0202 Washington School" 0 493 16 0
Jefferson "0203 Washington School" 0 519 10 0
Jefferson "0204 Elyton School" 0 523 21 0
Jefferson "0205 Elyton School" 0 466 29 0
Jefferson "0206 Legion Field Gate 7" 0 1031 31 2
Jefferson "0207 Legion Field Gate 7" 0 912 24 1
Jefferson "0208 Woodlawn Fire Sta." 0 359 121 2
Jefferson "0209 Woodlawn Fire Sta." 0 377 102 2
Jefferson "0210 Crestwood C.C." 0 671 486 9
Jefferson "0211 Crestwood C.C." 0 374 287 1
Jefferson "0212 Avondale School" 0 512 236 3
Jefferson "0213 Avondale School" 0 266 132 10
Jefferson "0214 Highland Park" 0 206 105 3
Jefferson "0215 Highland Park" 0 195 101 1
Jefferson "0216 Avondale Library" 0 362 85 3
Jefferson "0217 Avondale Library" 0 0 0 0
Jefferson "0218 St. Luke AME Church" 0 76 4 0
Jefferson "0219 St. Luke AME Church" 0 109 3 0
Jefferson "0220 Southtown Housing" 0 57 4 0
Jefferson "0221 Southtown Housing" 0 84 8 0
Jefferson "0222 Court House Lobby" 0 238 24 2
Jefferson "0223 Court House Lobby" 0 0 0 0
Jefferson "0224 Mcarthur School" 0 244 5 0
Jefferson "0225 Mcarther School" 0 224 12 0
Jefferson "0226 Fountain Hts. P&R" 0 489 11 1
Jefferson "0227 Fountain Hts. P&R" 0 268 5 0
Jefferson "0228 Carrie A Tuggle School" 0 321 9 0
Jefferson "0229 Carrie A Tuggle School" 0 208 4 0
Jefferson "0230 Wilkerson School" 0 246 10 0
Jefferson "0231 Wilkerson School" 0 410 7 1
Jefferson "0232 Woodrow Wilson School" 0 0 0 0
Jefferson "0233 Woodrow Wilson School" 0 726 53 2
Jefferson "0234 Hill School" 0 465 6 0
Jefferson "0235 Hill School" 0 315 8 0
Jefferson "0236 Maurice L. West C.C." 0 145 65 0
Jefferson "0237 Maurce L. West C.C." 0 161 45 1
Jefferson "0238 Adamsville Sr. CIT Bldg." 0 287 217 0
Jefferson "0239 Adamsville Sr. CIT Bldg." 0 291 175 1
Jefferson "0240 Mulga City Hall" 0 171 80 0
Jefferson "0241 Mulga City Hall" 0 131 93 0
Jefferson "0242 Fire Sta. Minor" 0 248 164 1
Jefferson "0243 Fire Sta. Minor" 0 306 181 2
Jefferson "0244 Wylam Fire Sta. #17" 0 526 140 2
Jefferson "0245 Wylam Fire Sta. #17" 0 304 97 0
Jefferson "0246 Ensley Rec. Center" 0 660 57 1
Jefferson "0247 Ensley Rec. Center" 0 677 93 0
Jefferson "0248 Fairfield C.H." 0 189 40 0
Jefferson "0249 Fairfield C.H." 0 203 34 0
Jefferson "0250 Fairfield F.S." 0 737 12 0
Jefferson "0251 Fairfield F.S." 0 698 15 0
Jefferson "0252 Charles Brown School" 0 555 100 0
Jefferson "0253 Charles Brown Sch." 0 846 99 1
Jefferson "0254 Central Park School" 0 150 13 0
Jefferson "0255 Central Park School" 0 508 57 0
Jefferson "0256 Five Points Library" 0 423 25 0
Jefferson "0257 Five Points Library" 0 111 15 0
Jefferson "0258 Johns Comm. Center" 0 178 135 1
Jefferson "0259 Johns Comm. Center" 0 49 40 0
Jefferson "0260 Flint Hill Fire Sta. #4" 0 30 15 0
Jefferson "0261 Flint Hill Fire Sta. #4" 0 514 152 1
Jefferson "0262 Gilmore Bell School" 0 151 103 1
Jefferson "0263 Gilmore Bell School" 0 0 0 0
Jefferson "0264 Bessemer F.S." 0 302 29 1
Jefferson "0265 Bessemer F.S." 0 307 27 0
Jefferson "0266 Bessemer City Hall" 0 367 64 1
Jefferson "0267 Bessemer City Hall" 0 371 100 0
Jefferson "0268 National Guard Armory" 0 352 51 1
Jefferson "0269 National Guard Armory" 0 385 59 0
Jefferson "0270 Jonesboro School" 0 573 299 2
Jefferson "0271 Jonesboro School" 0 547 297 1
Jefferson "0272 Muscoda Comm. Center" 0 153 60 1
Jefferson "0273 Muscoda Comm. Center" 0 189 90 0
Jefferson "0274 Thompson Manor C.C." 0 121 37 1
Jefferson "0275 Thompson Manor C.C." 0 378 81 1
Jefferson "0276 Southside Homes C.C." 0 995 26 0
Jefferson "0277 Southside Homes C.C." 0 157 4 0
Jefferson "0278 Dunbar Adrams C.C." 0 565 21 0
Jefferson "0279 Dunbar Adrams C.C." 0 571 13 0
Jefferson "0280 Lipscomb Fire Sta." 0 194 43 0
Jefferson "0281 Lipscomb Fire Sta." 0 0 0 0
Jefferson "0282 New Bethel Baptist" 0 303 8 0
Jefferson "0283 New Bethel Baptist" 0 141 2 0
Jefferson "0284 Mt. Olive Baptist" 0 0 0 0
Jefferson "0285 Mt. Olive Baptist" 0 294 6 0
Jefferson "0286 Central Park Rec. Center" 0 743 173 2
Jefferson "0287 Central Park Rec. Center" 0 292 58 0
Jefferson "0288 Riley School" 0 577 12 1
Jefferson "0289 Riley School" 0 345 12 0
Jefferson "0290 Bryant Chapel AME" 0 0 0 0
Jefferson "0291 Bryant Chapel AME" 0 601 19 0
Jefferson "0292 Midfield Comm. Center" 0 504 258 3
Jefferson "0293 Midfield Comm. Center" 0 549 302 7
Jefferson "0294 Mamie Foster Center" 0 595 9 0
Jefferson "0295 Mamie Foster Center" 0 397 10 0
Jefferson "0296 Lipscomb City Hall" 0 364 60 1
Jefferson "0297 Lipscomb City Hall" 0 109 39 0
Jefferson "0298 Brighton Sr. CIT Bldg." 0 530 31 0
Jefferson "0299 Brighton Sr. CIT Bldg." 0 215 17 0
Jefferson "0300 Brighton H.S." 0 195 1 0
Jefferson "0301 Brighton H.S." 0 201 3 0
Jefferson "0302 Brooklane Comm. Center" 0 679 74 1
Jefferson "0303 Brooklane Comm. Center" 0 313 75 0
Jefferson "0304 New Bethleham Baptist" 0 0 0 0
Jefferson "0305 New Bethleham Baptist" 0 463 8 0
Jefferson "0306 Glen Oaks School" 0 962 115 0
Jefferson "0307 Glen Oaks School" 0 909 129 2
Jefferson "0308 C.J. Donald School" 0 87 22 0
Jefferson "0309 C.J. Donald School" 0 3 0 0
Jefferson "0310 Tarrant Park & Rec." 0 87 33 1
Jefferson "0311 Tarrant Park & Rec." 0 59 25 1
Jefferson "0312 Tarrant City Hall" 0 429 409 2
Jefferson "0313 Tarrant City Hall" 0 287 271 4
Jefferson "0314 Fire Station #29" 0 730 26 1
Jefferson "0315 Fire Station #29" 0 505 10 1
Jefferson "0316 Robinson School" 0 265 80 0
Jefferson "0317 Robinson School" 0 278 61 0
Jefferson "0318 Curry School" 0 235 61 0
Jefferson "0319 Curry School" 0 224 45 1
Jefferson "0320 Barrett School" 0 172 22 0
Jefferson "0321 Barrett School" 0 473 44 0
Jefferson "0322 Oporto Armory" 0 147 26 0
Jefferson "0323 Oporto Armory" 0 322 40 0
Jefferson "0324 Gate City School" 0 422 10 0
Jefferson "0325 Gate City School" 0 557 23 0
Jefferson "0326 Willow Wood Rec. Center" 0 524 59 2
Jefferson "0327 Willow Wood Rec. Center" 0 352 44 1
Jefferson "0328 Morton Simpson C.C." 0 474 14 0
Jefferson "0329 Morton Simpson C.C." 0 274 5 0
Jefferson "0330 Ketona Nursing" 0 369 334 1
Jefferson "0331 Ketona Nursing" 0 0 1 0
Jefferson "0333 Fultondale C.C." 0 437 532 2
Jefferson "0334 Fultondale C.C." 0 608 726 4
Jefferson "0334 Hooper City Rec. Center" 0 546 30 0
Jefferson "0335 Hooper City Rec. Center" 0 404 18 0
Jefferson "0336 Wrights Chapel" 0 466 10 0
Jefferson "0337 Wrights Chapel" 0 376 18 0
Jefferson "0338 Lewis School" 0 169 2 0
Jefferson "0339 Lewis School" 0 287 8 0
Jefferson "0340 Norwood Comm. Center" 0 430 11 1
