COUNTY AREA TOTAL DEM REP WI
COUNTY AREA TOTAL Siegelman James WRITEIN
Monroe "4B Bermuda Beulah Church" 0 42 24 0
Monroe "5A Tunnel Springs" 0 117 26 0
Monroe "5B Peterman" 0 189 79 0
Monroe "6A Fountain" 0 109 12 0
Monroe "7A Franklin" 0 69 57 0
Monroe "7B Wainwright" 0 81 30 0
Monroe "8A Tinela" 0 6 9 0
Monroe "8B Lower Peachtree" 0 141 1 0
Monroe "9A Uredenburgh" 0 152 19 0
Monroe "10A Beatrice" 0 298 74 0
Monroe "11A Old Texas" 0 5 24 0
Monroe "12A McClammy" 0 5 18 0
Monroe "12B Bursonville" 0 32 11 0
Monroe "13 A+B Goodway" 0 84 89 0
Monroe "13C Uriah Fire Station" 0 174 173 0
Monroe "13D Grimes Schoolhouse" 0 33 18 0
Monroe "14A Frisco City Hall" 0 289 228 0
Monroe "14B Excel City Hall" 0 243 494 1
Monroe "14C Oak Grove" 0 63 80 0
Monroe "14E Coleman Schoolhouse" 0 16 69 0
Monroe "14F Megargel" 0 27 37 0
Monroe "Absentee Votes" 0 116 112 0
Montgomery "1A Cloverdale Comm Ctr" 0 1342 1638 9
Montgomery "1B Highland Ave School" 0 295 258 1
Montgomery "1C Vaughn Pk Church" 0 1424 2127 5
Montgomery "1D Southeast YMCA" 0 1009 1827 2
Montgomery "1E Aldersgate Meth. Church" 0 1121 926 4
Montgomery "1F John Patterson Tech." 0 1968 273 0
Montgomery "1G Montg. Museum Fine Arts" 0 904 958 2
Montgomery "2A Bryant Miss Baptist" 0 1388 846 6
Montgomery "2B Beulah Baptist Ch." 0 2366 99 0
Montgomery "2C Carver High School" 0 929 29 0
Montgomery "2D Montg. Boys Club" 0 285 63 0
Montgomery "2E Peterson Elem. School" 0 252 30 0
Montgomery "2F Fire Station 14" 0 1110 93 0
Montgomery "2G Hayneville Rd. Comm." 0 680 54 0
Montgomery "2H Harrison Elem. School" 0 513 31 1
Montgomery "2I Southlawn Elem. School" 0 1691 66 0
Montgomery "2J Hunter Station Com." 0 222 100 2
Montgomery "2K Catoma Elem. School" 0 267 400 0
Montgomery "3A Capitol Heights Co." 0 823 802 1
Montgomery "3B Highland Gardens CM." 0 483 537 0
Montgomery "3C Library Coliseum BV." 0 711 1349 1
Montgomery "3D Lagoon PK Fire Station" 0 979 1415 5
Montgomery "3E Flowers Elem. School" 0 914 1558 0
Montgomery "3F Goodwyn Comm. Cntr." 0 973 1887 0
Montgomery "3G Alcazar Shrine Temp." 0 385 374 2
Montgomery "3H Wares Ferry Elem. School" 0 759 626 2
Montgomery "4A Franklin Boys Girls" 0 636 16 0
Montgomery "4B Houston Hills Comm." 0 630 29 0
Montgomery "4C Ala State Univ." 0 1332 81 0
Montgomery "4D Hamner Hall Fire St." 0 347 51 0
Montgomery "4E Goode Street School" 0 1202 99 0
Montgomery "4F Newton Comm. Cntr." 0 501 63 1
Montgomery "4G King Hill Comm. Cntr." 0 207 80 1
Montgomery "4H North Montg. Comm. Cntr." 0 1497 189 0
Montgomery "4I Union Academy B Ch." 0 80 33 0
Montgomery "4J Union Chapel AME Z" 0 362 52 0
Montgomery "4K Chrisholm Comm. Ctr." 0 305 204 1
Montgomery "4L Bellingrath Comm. CT" 0 537 25 0
Montgomery "4M McIntyre Comm. Ctr." 0 1067 34 0
Montgomery "5A Hope Hull Ch." 0 99 109 0
Montgomery "5B Snowdown Women Club" 0 160 164 1
Montgomery "5C Seth Johnson School" 0 1126 377 0
Montgomery "5D Peter Crump School" 0 1197 148 1
Montgomery "5E Fitzpatrick School" 0 1395 691 1
Montgomery "5F Technacenter" 0 921 1245 3
Montgomery "5G Eastdale Bap. Church" 0 343 299 0
Montgomery "5H Georgia Washington" 0 973 639 1
Montgomery "5I Pike Road Library" 0 363 447 0
Montgomery "5J Chesser Comm. Ctr." 0 94 79 0
Montgomery "5K Pintlala VOL Fire" 0 307 299 0
Montgomery "5M Lapine Comm. Ctr." 0 104 118 0
Montgomery "5N Ramer Public Lib." 0 182 147 0
Montgomery "5O S Montg. VOL Fire Dept." 0 151 151 1
Montgomery "5P Sikes Kohn Ctr. Mall" 0 148 126 0
Montgomery "5Q AUM" 0 726 1230 4
Montgomery "5R First Christian Church" 0 662 1272 1
Montgomery "5K Pintlala VOL Fire Machine 1403" 0 133 153 0
Montgomery "Absentee Votes" 0 711 802 7
Montgomery "Challenged Vote Totals" 0 3 3 0
Morgan 1-001 0 108 58 0
Morgan 2-001 0 325 238 0
Morgan 3-001 0 230 173 0
Morgan 3-002 0 257 84 1
Morgan 3-003 0 153 77 0
Morgan 3-004 0 450 322 6
Morgan 3-005 0 609 426 1
Morgan 3-006 0 735 567 4
Morgan 3-007 0 547 424 0
Morgan 3-008 0 573 348 2
Morgan 3-009 0 126 84 0
Morgan 3-010 0 1087 915 6
Morgan 3-011 0 897 79 0
Morgan 3-012 0 288 15 0
Morgan 3-013 0 201 282 0
Morgan 3-014 0 836 897 9
Morgan 3-015 0 328 192 1
Morgan 3-016 0 477 532 5
Morgan 4-001 0 420 554 1
Morgan 4-002 0 343 283 2
Morgan 4-003 0 795 938 1
Morgan 5-001 0 835 857 5
Morgan 6-001 0 188 143 1
Morgan 7-001 0 117 75 1
Morgan 8-001 0 434 359 0
Morgan 9-001 0 558 488 1
Morgan 10-001 0 166 166 0
Morgan 11-001 0 166 88 0
Morgan 12-001 0 170 155 0
Morgan 13-001 0 396 355 4
Morgan 14-001 0 430 421 1
Morgan 15-001 0 1416 1255 9
Morgan 15-002 0 976 876 4
Morgan 16-001 0 472 356 0
Morgan 17-001 0 246 269 1
Morgan 18-001 0 502 497 0
Morgan 19-001 0 151 150 0
Morgan 20-001 0 168 168 2
Morgan 21-001 0 297 256 1
Morgan 22-001 0 135 146 1
Morgan 23-001 0 170 161 0
Morgan 24-001 0 89 54 0
Morgan 25-001 0 254 246 1
Morgan 26-001 0 224 183 0
Morgan 27-001 0 81 64 1
Morgan 28-001 0 185 203 1
Morgan 30-001 0 352 326 0
Perry "0010 Old National Guard Armory #1" 0 484 102 0
Perry "0011 Old National Guard Armory #2" 0 295 261 1
Perry "0012 Old National Guard Armory #3" 0 182 109 0
Perry "0013 Old National Guard Armory #4" 0 50 8 0
Perry "0050 Westside School" 0 246 46 0
Perry "0120 North Perry Fire Station" 0 77 75 2
Perry "0130 Metal Bldg. Heiberger Grocery" 0 91 107 1
Perry "0150 Seveere" 0 86 92 0
Perry "0160 Pinetuckey" 0 47 27 0
Perry "0190 Ocmulgee Fire Station Hwy 219" 0 132 73 0
Perry "0200 UnionTown City Hall #1" 0 176 27 0
Perry "0201 UnionTown City Hall #2" 0 151 47 0
Perry "0230 Airport" 0 144 70 0
Perry "0240 Hinton Hall" 0 73 2 0
Perry "0260 Community Life Bldg. #1" 0 271 20 0
Perry "0261 Community Life Bldg. #2" 0 505 36 1
Perry "9001 Absentee Votes" 0 609 69 0
Perry "9002 Challenged Absentee Votes" 0 0 0 0
Pickens "1100 Liberty" 0 96 111 0
Pickens "1200A Bethlehem" 0 10 13 0
Pickens "1200B Bethlehem 21" 0 22 28 0
Pickens "1300 forest" 0 45 112 0
Pickens "1400 McShan" 0 47 63 0
Pickens "1500 Reform - 1" 0 356 233 0
Pickens "1600 Pine Grove - 1" 0 6 15 0
Pickens "1700 Carrollton - 1" 0 18 33 0
Pickens "1800 Ethelsville" 0 57 51 0
Pickens "2100 Cochrane/Dancy" 0 143 35 0
Pickens "2200 Aliceville - 2" 0 747 263 1
Pickens "3100 Palmetto" 0 76 89 1
Pickens "3200 Fairview/Zion" 0 151 283 0
Pickens "3300 Reform - 3" 0 221 245 2
Pickens "3400 Gordo - 3" 0 140 152 2
Pickens "4100 Macedonia" 0 154 24 0
Pickens "4200 Carrollton - 4" 0 372 243 0
Pickens "4207 Carrollton - 4/7" 0 12 3 0
Pickens "4300 Pine Grove - 4" 0 37 34 0
Pickens "4400 Spring Hill" 0 22 23 0
Pickens "4500 Pickensville" 0 178 73 0
Pickens "4600 Sapps" 0 194 48 0
Pickens "5100 Gordo - 5" 0 392 312 0
Pickens "5200 Speeds Mill" 0 17 27 0
Pickens "5300 Kirk" 0 55 63 0
Pickens "5400 Benevola" 0 29 23 0
Pickens "5500 Aliceville - 5" 0 165 176 0
Pickens "Absentee Votes" 0 175 95 0
Pickens "Challenged Votes" 0 5 1 0
Pike "0001 Troy Comm. Complex" 0 735 139 0
Pike "0002 Meeksville" 0 186 76 0
Pike "0003 China Grove" 0 63 51 0
Pike "0004 Linwood Co. Voting Bldg." 0 6 8 0
Pike "0005 Needmore Childs Store" 0 29 47 0
Pike "0006 Troy Adams Armory" 0 578 770 4
Pike "0007 Saco Vol Fire Dept." 0 22 2 0
Pike "0008 Ebenezer Co. Voting Bldg." 0 84 56 2
Pike "0009 Josie Former Greens Str." 0 43 65 0
Pike "0010 Enon Co. Voting Bldg." 0 28 79 1
Pike "0011 Shiloh Former Fleming" 0 108 52 0
Pike "0012 Banks City Hall" 0 111 141 1
Pike "0013 Troy Army Reserve Ctr." 0 380 448 0
Pike "0014 Brundidge Old Armory" 0 223 278 0
Pike "0016 Tarentum Comm. Clubhouse" 0 109 111 0
Pike "0017 Springhill" 0 85 95 0
Pike "0018 Richburgs Mini Mart" 0 46 96 1
Pike "0019 Brundidge Galloway Rd." 0 502 82 2
Pike "0020 Springhill Housing ATH" 0 77 23 0
Pike "0021 Troy Courthouse" 0 409 140 0
Pike "0022 Troy 1st Baptist Church" 0 384 510 2
Pike "0023 Henderson VFD" 0 82 86 0
Pike "0024 Goshen City Hall" 0 115 162 1
Pike "0025 Rural Home M & F Grocery" 0 134 116 0
Pike "0026 Shellhorn School" 0 84 111 0
Pike "0027 Briar Hill Shady Grove" 0 56 34 0
Pike "0028 Absentee Voters" 0 302 114 1
Pike "0151 Tennille Holders Gro." 0 38 49 0
Pike "0152 Hamilton Cross Roads" 0 53 110 0
Randolph "1-1 Graham" 0 59 44 0
Randolph "2-1A Cedron" 0 80 28 0
Randolph "2-1B Cedron" 0 51 25 0
Randolph "2-2 Corinth" 0 69 92 0
Randolph "3-1 Caver's Grove" 0 82 60 0
Randolph "3-2 Swagg" 0 65 47 0
Randolph "4-1A Woodland" 0 102 60 0
Randolph "4-1B Woodland" 0 79 80 0
Randolph "4-2 Bethel" 0 53 51 0
Randolph "4-3 Moore's Store" 0 71 41 0
Randolph "5-1A Potash" 0 42 94 0
Randolph "5-1B Potash" 0 43 43 0
Randolph "5-2 Wehadkee" 0 32 18 0
Randolph "5-3B Omaha" 0 54 57 0
Randolph "6-1 City Hall" 0 131 71 0
Randolph "6-2 City Hall" 0 81 66 0
Randolph "6-3A City Hall" 0 95 67 0
Randolph "6-3B City Hall" 0 98 67 0
Randolph "6-4 New Hope" 0 54 79 0
Randolph "6-5A Midway" 0 75 44 0
Randolph "6-5B Midway" 0 13 10 0
Randolph "6-5E Midway" 0 25 16 0
Randolph "7-1 Ophelia" 0 69 66 0
Randolph "8-1 Wadley" 0 125 100 0
Randolph "8-2 Wadley" 0 24 15 0
Randolph "9-1 Level Road" 0 78 78 0
Randolph "10-1 Armory" 0 21 27 0
Randolph "10-2 Armory" 0 38 36 0
Randolph "10-3 Armory" 0 49 41 0
Randolph "10-4 Armory" 0 160 119 0
Randolph "10-5 Armory" 0 51 39 0
Randolph "10-6 Armory" 0 24 24 0
Randolph "10-7 Armory" 0 6 7 0
Randolph "10-8 Armory" 0 22 21 0
Randolph "10-9 Armory" 0 77 51 0
Randolph "10-10 Armory" 0 170 128 0
Randolph "10-11 Armory" 0 83 134 0
Randolph "10-12 Armory" 0 95 19 0
Randolph "10-13 Armory" 0 49 18 0
Randolph "10-14 Armory" 0 240 48 0
Randolph "11-1A Rock Mills" 0 84 68 0
Randolph "11-2 Sander's Store" 0 46 35 0
Randolph "12-1 Bacon Level" 0 56 69 0
Randolph "13-1 Wesley Chapel" 0 42 49 0
Randolph "14-1 Pine Hill" 0 80 115 0
Randolph "Absentee Votes" 0 88 65 0
Russell "0010 Roy Martin Center #1" 0 592 363 0
Russell "0011 Roy Martin Center #2" 0 592 355 0
Russell "0020 Ladonia Fire Station #1" 0 794 441 3
Russell "0021 Ladonia Fire Station #2" 0 0 0 0
Russell "0050 Central Activities Center #1" 0 391 176 1
Russell "0051 Central Activities Center #2" 0 591 257 2
Russell "0060 Russell County Courthouse" 0 313 48 0
Russell "0070 Mother Mary School" 0 465 25 0
Russell "0080 Spencer Recreation Center" 0 932 64 0
Russell "0100 Ft. Mitchell ROTC Bldg." 0 183 65 0
Russell "0110 Chattahoochee Valley" 0 320 93 0
Russell "0130 Crawford Fire Station" 0 536 284 0
Russell "0145 BW Capps Store - Dixie" 0 105 47 1
Russell "0150 Cottonton Fire Station" 0 264 83 1
Russell "0160 Pittsview Fire Station" 0 228 33 0
Russell "0170 Seale Old Russell Courthouse" 0 318 102 1
Russell "0180 Hatchechubbee Fire Station" 0 109 36 0
Russell "0190 Volunteer Fire Dept. Hurtsboro" 0 428 129 1
Russell "9001 Absentee Votes" 0 56 70 0
"St. Clair" "0010 Ashville Civic Center" 0 643 438 2
"St. Clair" "0020 Friendship Comm. Center" 0 155 231 3
"St. Clair" "0030 Shoal Creek" 0 101 128 0
"St. Clair" "0040 Branchville Cumberland" 0 227 388 2
"St. Clair" "0050 Odenville Aging Center" 0 403 512 2
"St. Clair" "0060 Springville Armory #1" 0 620 838 7
"St. Clair" "0061 Springville Armory #2" 0 294 352 1
"St. Clair" "0080 Steele Community Center" 0 255 284 2
"St. Clair" "0110 Oldham Chapel Church" 0 72 66 0
"St. Clair" "0130 Popular Springs Church" 0 67 63 0
"St. Clair" "0150 Gum Springs Church" 0 87 76 0
"St. Clair" "0170 Ragland Townhall" 0 533 341 3
"St. Clair" "0180 Coal City Fire Dept." 0 314 309 0
"St. Clair" "0190 Seddon Hands Mini Storage" 0 131 103 1
"St. Clair" "0210 Easonville Coosa Valley School" 0 301 374 0
"St. Clair" "0230 New London Fire Hall" 0 289 259 2
"St. Clair" "0240 Wolf Creek Fire Dept." 0 73 46 0
"St. Clair" "0250 Eden Old City Hall" 0 280 354 4
"St. Clair" "0270 Pell City Armory #1" 0 456 341 2
"St. Clair" "0271 Pell City Armory #2" 0 550 463 2
"St. Clair" "0290 Cook Springs Fire Dept." 0 263 224 1
"St. Clair" "0300 Moody Civic Center #1" 0 401 585 4
"St. Clair" "0301 Moody Civic Center #2" 0 357 492 1
"St. Clair" "0302 Moody Civic Center #3" 0 433 533 3
"St. Clair" "0310 Pinedale Civic Center" 0 181 167 1
"St. Clair" "0320 Cropwell Civic Center #1" 0 490 528 3
"St. Clair" "0321 Cropwell Civic Center #2" 0 273 278 1
"St. Clair" "0340 Riverside City Hall" 0 266 218 1
"St. Clair" "0350 Fairview Church" 0 43 45 0
"St. Clair" "0370 Prescott Comm. Center" 0 104 149 0
"St. Clair" "0380 Margaret City Hall" 0 255 229 2
"St. Clair" "0390 Whites Chapel City Hall" 0 116 185 0
"St. Clair" "0420 Chandler MTN Comm. House" 0 36 67 0
"St. Clair" "0430 Greasy Cove Pleasant Valley Ch." 0 22 66 0
"St. Clair" "0440 Slate Union Church" 0 58 68 0
"St. Clair" "9001 Absentee Votes" 0 137 166 0
Shelby "001 First Baptist Columb" 0 410 526 5
Shelby "002 Old Shelby Elem" 0 112 143 0
Shelby "003 1st Bapt. Columb." 0 153 219 0
Shelby "004 Spring Creek water" 0 274 400 1
Shelby "005 Calera Nat'l Guard" 0 646 875 3
Shelby "006 Montevallo" 0 484 136 4
Shelby "007 Wilton" 0 143 86 0
Shelby "008 Montevallo" 0 295 260 6
Shelby "009 Orr Park" 0 261 180 3
Shelby "010 South Shades Crest" 0 299 497 3
Shelby "011 Helena Municipal" 0 1219 1849 11
Shelby "012 Camp Branch" 0 191 341 1
Shelby "013 Elliotsville" 0 931 1377 9
Shelby "014 Siluria Depot" 0 451 655 8
Shelby "015 Liberty Baptist" 0 325 54 0
Shelby "016 Chelsea Middle School" 0 406 850 4
Shelby "017 Chelsea" 0 146 295 0
Shelby "018 Wilsonville" 0 400 582 3
Shelby "019 Fourmile" 0 93 151 4
Shelby "020 Harpersville" 0 365 285 3
Shelby "021 Westover Water" 0 198 446 2
Shelby "022 New Hope" 0 560 1105 11
Shelby "023 Riverchase" 0 950 1380 16
Shelby "024 Valley Dale" 0 889 1735 10
Shelby "025 Meadow Brook" 0 1224 2331 21
Shelby "026 First Christian" 0 591 883 5
Shelby "027 Brook Hills Church" 0 602 852 9
Shelby "028 Vandiver" 0 122 153 0
Shelby "029 Shoal Creek" 0 23 93 1
Shelby "030 Sterrett" 0 99 116 0
Shelby "031 Vincent City Hall" 0 354 282 3
Shelby "032 Pelham NTL Guard" 0 1462 2111 20
Shelby "033 Alabaster" 0 791 1353 11
Shelby "034 Dunnavant" 0 108 156 0
Shelby "035 Greystone" 0 453 957 15
Shelby "036 Maylene PNTCST" 0 37 60 0
Shelby "037 Dogwood" 0 47 77 0
Shelby "038 Pearidge" 0 130 103 0
Shelby "039 St. Thomas Church" 0 265 425 0
Shelby "040 G.W. Turner" 0 20 33 1
Shelby "041 Cahaba Valley fire" 0 0 0 0
Shelby "042 North Shelby Co. Fire" 0 0 0 0
Shelby "043 West Shelby Co. Fire" 0 0 0 0
Shelby "044 Dunnavant Fire" 0 0 0 0
Shelby "045 North Shelby Library" 0 0 0 0
Shelby "Absentee Votes" 0 281 405 3
Shelby "Challenged Votes" 0 4 5 0
Talladega "0020 Eastaboga School" 0 289 138 0
Talladega "0030 City Hall Lincoln" 0 776 476 3
Talladega "0040 Old Silver Run School" 0 441 427 0
Talladega "0050 Club House Fire Hall" 0 144 111 0
Talladega "0060 National Guard Armory #1" 0 598 322 6
Talladega "0061 National Guard Armory #2" 0 3 0 0
Talladega "0070 Spring St. Comm. Center #1" 0 1082 959 4
Talladega "0071 Spring St. Comm. Center #2" 0 0 0 0
Talladega "0080 Bemiston Recreation Cntr.#1" 0 152 154 0
Talladega "0090 B N Mabra Center #1" 0 1479 150 2
Talladega "0091 B N Mabra Center #2" 0 4 2 0
Talladega "0100 Bama #2" 0 189 68 0
Talladega "0110 Talladega County Central" 0 147 18 0
Talladega "0120 Sullivan County Comm. Center" 0 281 53 0
Talladega "0130 Winterboro School Gym." 0 442 258 2
Talladega "0140 Gables Corner" 0 154 50 0
Talladega "0150 VOL Fire Department Lay Lake" 0 123 127 0
Talladega "0160 St. Andrews Methodist Church" 0 138 150 0
Talladega "0170 J. Craig Smith Comm. Ctr. #1" 0 601 685 4
Talladega "0171 J. Craig Smith Comm. Ctr. #2" 0 814 615 4
Talladega "0172 J. Craig Smith Comm. Ctr. #3" 0 0 0 0
Talladega "0173 J. Craig Smith Comm. Ctr. #4" 0 982 634 3
Talladega "0190 R S Limbaugh Comm. Center 1" 0 412 390 3
Talladega "0191 R S Limbaugh Comm. Center 2" 0 624 407 4
Talladega "0200 City Hall Bon Air" 0 93 74 0
Talladega "0210 City Hall Oak Grove" 0 346 249 0
Talladega "0220 Nutrition Store Sycamore" 0 189 113 0
Talladega "0230 Waldo City Hall" 0 126 88 1
Talladega "0240 Fire Dept. Fayetteville" 0 204 161 0
Talladega "0250 County Line VOL Fire Dept." 0 96 114 1
Talladega "0260 New Fire Station Stemley" 0 392 295 1
Talladega "0270 Renfroe Fire Hall" 0 279 225 0
Talladega "0280 Munford Fire Hall" 0 644 390 1
Talladega "9001 Absentee Votes" 0 156 161 0
Tallapoosa "0010 Springhill Boys/Girls Club" 0 259 167 0
Tallapoosa "0015 Laurel Rec Center #1" 0 845 200 0
Tallapoosa "0016 Laurel Rec Center #2" 0 90 104 0
Tallapoosa "0040 Hillabee Rd Voting House #1" 0 284 448 0
Tallapoosa "0041 Hillabee Rd Voting House #2" 0 164 152 0
Tallapoosa "0045 Ourtown Fire Station" 0 219 307 0
Tallapoosa "0060 Alex City Ntl Guard Armory #1" 0 348 436 3
Tallapoosa "0061 Alex City Ntl Guard Armory #2" 0 345 408 1
Tallapoosa "0065 Alex City Fire Station Lk Hill" 0 333 350 0
Tallapoosa "0080 Hackneyville VFD" 0 201 221 1
Tallapoosa "0100 Cowpens Voting House" 0 135 107 0
Tallapoosa "0110 New Site Fire Dept." 0 366 209 0
Tallapoosa "0120 Eagle Creek Voting House" 0 74 70 0
Tallapoosa "0125 Dadeville National Guard #1" 0 0 0 0
Tallapoosa "0126 Dadeville National Guard #1" 0 751 382 2
Tallapoosa "0150 Mandy Voting House" 0 345 428 2
Tallapoosa "0160 Paces Pt. Fire Station" 0 324 366 1
Tallapoosa "0180 Union Community Bldg." 0 166 215 1
Tallapoosa "0200 Walnut Hill Water Authority" 0 150 84 0
Tallapoosa "0220 Reeltown Fire Dept." 0 307 334 0
Tallapoosa "0250 Tallassee Comm. Library" 0 228 330 1
Tallapoosa "0260 Wall Street School" 0 327 107 0
Tallapoosa "0290 Churchhill Voting House" 0 58 19 0
Tallapoosa "0300 Mary's Cross Roads Voting HSE" 0 154 65 0
Tallapoosa "0330 Camp Hill City Hall #1" 0 342 34 1
Tallapoosa "0331 Camp Hill City Hall #2" 0 177 28 0
Tallapoosa "0350 Dudleyville Voting House" 0 94 56 0
Tallapoosa "0360 Daviston Community Center" 0 93 103 1
Tallapoosa "0370 Jacksons Gap VFD" 0 480 383 0
Tallapoosa "9001 Absentee Votes" 0 227 143 1
Tuscaloosa "001 Tuscaloosa Courthouse" 0 670 224 0
Tuscaloosa "002 Stillman College" 0 1767 96 0
Tuscaloosa "003 McDonald Hughes Comm." 0 1479 61 0
Tuscaloosa "004 Southside Comm. Ctr." 0 511 78 0
Tuscaloosa "005 Bama Hall" 0 1062 574 0
Tuscaloosa "006 Skyland Oaks Retire" 0 1067 316 0
Tuscaloosa "007 Regional Edu. Ctr." 0 469 135 0
Tuscaloosa "008 Vestavia Hills Elem." 0 477 444 0
Tuscaloosa "009 Clara Verner Towers" 0 953 360 0
Tuscaloosa "010 University Mall" 0 915 745 0
Tuscaloosa "011 Forest Lake Methodist" 0 783 486 0
Tuscaloosa "012 Tuscaloosa Academy" 0 1641 1480 0
Tuscaloosa "013 Wood Village Comm." 0 549 579 0
Tuscaloosa "014 Jaycee Park" 0 933 460 0
Tuscaloosa "015 Holt Armory" 0 937 363 0
Tuscaloosa "016 Peterson Methodist" 0 421 318 0
Tuscaloosa "017 McFarland Mall" 0 2533 1576 0
Tuscaloosa "018 Cottonoale Methodist" 0 708 654 0
Tuscaloosa "019 Coaling Comm. Center" 0 454 312 0
Tuscaloosa "020 Vance Comm. Center" 0 228 206 0
Tuscaloosa "021 Abernant Mas. Lodge" 0 113 111 0
Tuscaloosa "022 Tannehill Vly. Baptist" 0 224 379 0
Tuscaloosa "023 Lakeview F.S." 0 330 500 0
Tuscaloosa "024 Brookwood C.H." 0 366 228 0
Tuscaloosa "025 Kellerman VTG Bld." 0 45 44 0
Tuscaloosa "026 Coker F.S." 0 201 244 0
Tuscaloosa "027 Buhl F.D." 0 117 152 0
Tuscaloosa "028 Forest Hill Mas. Ld." 0 63 63 0
Tuscaloosa "029 B.F. Goodrich Un. Hall" 0 225 75 0
Tuscaloosa "030 Hillcrest H.S." 0 1206 900 0
Tuscaloosa "031 Fosters F.S." 0 278 215 0
Tuscaloosa "032 Ralph F.S." 0 157 138 0
Tuscaloosa "033 Big Sandy Baptist" 0 560 385 0
Tuscaloosa "034 Duncanville F.D." 0 559 505 0
Tuscaloosa "035 Hagler F.D." 0 65 68 0
Tuscaloosa "036 Montgomery F.S." 0 68 118 0
Tuscaloosa "037 Old Samantha School" 0 190 165 0
Tuscaloosa "038 Carrolls Creek F.S." 0 630 705 0
Tuscaloosa "039 Yellow Creek F.D." 0 188 106 0
Tuscaloosa "040 Samantha F.D." 0 167 246 0
Tuscaloosa "041 New Lexington VB" 0 41 46 0
Tuscaloosa "042 Windham Springs Baptist" 0 71 69 0
Tuscaloosa "043 Bailey's Cntry Str." 0 282 261 0
Tuscaloosa "044 Whitson Plc. Church" 0 14 17 0
Tuscaloosa "045 Echola F.S." 0 42 88 0
Tuscaloosa "046 Elrod F.S." 0 73 82 0
Tuscaloosa "047 Mayfield F.S." 0 38 43 0
Tuscaloosa "048 Mt. Olive F.S." 0 290 288 0
Tuscaloosa "049 Chapel Hill Baptist" 0 341 352 0
Tuscaloosa "050 Northport Comm. Center" 0 673 425 0
Tuscaloosa "051 Northport Civic Center" 0 1069 849 0
Tuscaloosa "052 Flatwoods Elem. School" 0 580 448 0
Tuscaloosa "Absentee Votes" 0 664 470 0
Walker "001 Jasper Mall" 0 130 146 3
Walker "002 Jasper Mall" 0 139 142 0
Walker "003 Jasper Mall" 0 211 158 0
Walker "004 Jasper Mall" 0 119 130 2
Walker "005 Jasper Mall" 0 178 167 0
Walker "006 Jasper Mall" 0 137 146 1
Walker "007 Jasper Mall" 0 152 125 2
Walker "008 City Park Bldg." 0 232 152 4
Walker "009 City Park Bldg." 0 217 150 0
Walker "010 City Park Bldg." 0 211 127 2
Walker "011 City Park Bldg" 0 219 124 1
Walker "012 Farmstead School" 0 274 256 0
Walker "013 Farmstead School" 0 252 193 1
Walker "014 Farmstead School" 0 269 191 1
Walker "015 Manchester Comm. Center" 0 123 63 0
Walker "016 Redmill Comm. Center" 0 134 116 3
Walker "017 Saragossa Comm." 0 156 101 1
Walker "018 Meadow Smith" 0 311 63 1
Walker "019 Carbon Hill" 0 200 87 0
Walker "020 Carbon Hill" 0 213 82 0
Walker "021 Cartbon Hill" 0 199 78 0
Walker "022 Pocahontas" 0 106 79 0
Walker "023 Townley" 0 117 70 0
Walker "024 Oakman" 0 207 113 0
Walker "025 Oakman" 0 218 69 0
Walker "026 Tutwiler F.D." 0 121 40 0
Walker "027 Goodsprings" 0 198 76 0
Walker "028 Cordova VFW" 0 302 136 0
Walker "029 Cordova VFW" 0 191 90 2
Walker "030 Cordova VFW" 0 277 169 1
Walker "031 Dora Civic Center" 0 180 139 1
Walker "032 Dora Civic Center" 0 248 160 0
Walker "033 Valley School" 0 233 105 0
Walker "034 Valley School" 0 218 120 0
Walker "035 Pineywoods" 0 242 172 0
Walker "036 Sipsey School" 0 287 112 0
Walker "037 Empire Union" 0 270 154 3
Walker "038 Curry Comm. Center" 0 122 111 3
Walker "039 Curry Comm. Center" 0 110 140 0
Walker "040 Curry Comm. Center" 0 147 114 1
Walker "041 Pld Herman" 0 144 150 0
Walker "042 Frost's Corona" 0 98 30 0
Walker "043 Copeland Ferry" 0 111 75 0
Walker "044 Liberty Hill" 0 22 34 0
Walker "045 Pleasantfield" 0 51 12 0
Walker "046 Twilley Town" 0 200 93 0
Walker "047 Parrish H.S." 0 265 128 1
Walker "048 Parrish H.S." 0 240 90 0
Walker "049 Parrish H.S." 0 256 77 0
Walker "050 Eldridge C.H." 0 74 97 0
Walker "051 Kansas C.H." 0 115 50 0
Walker "052 Rice's Chapel" 0 86 62 0
Walker "053 Boldo Comm. Center" 0 152 150 0
Walker "054 Boldo Comm. Center" 0 152 89 0
Walker "055 Macedonia" 0 122 65 0
Walker "056 Abundant Life" 0 98 41 0
Walker "057 Lupton School" 0 146 71 2
Walker "058 Lupton School" 0 86 43 0
Walker "059 Thach School" 0 194 180 0
Walker "060 Liberty Grove" 0 174 182 0
Walker "061 Nauvoo C.H." 0 227 85 0
Walker "062 Dog Town" 0 122 74 0
Walker "063 McCollum N.G." 0 141 92 0
Walker "064 Beville State" 0 184 169 1
Walker "065 Beville State" 0 139 153 2
Walker "066 Beville State" 0 180 196 0
Walker "067 Dilworth Comm." 0 107 67 1
Walker "068 Argo Fire Dept." 0 158 54 0
Walker "069 Mt. Zion" 0 218 124 1
Walker "070 Woods M.H." 0 97 39 1
Walker "Absentee Votes" 0 398 206 0
