COUNTY AREA TOTAL DEM REP LIB
Dallas 1132054 0 1048 335 6
Dallas 1132055 0 492 187 7
Dallas 1132056 0 423 533 4
Dallas 1132057 0 172 208 1
Dallas 1132058 0 429 334 9
Dallas 1132059 0 427 452 8
Dallas 1132060 0 898 1046 25
Dallas 1132061 0 1078 946 30
Dallas 1132062 0 840 749 21
Dallas 1132063 0 266 288 5
Dallas 1132064 0 801 562 16
Dallas 1132065 0 1129 631 16
Dallas 1132066 0 517 605 6
Dallas 1132067 0 575 375 10
Dallas 1132068 0 1085 545 12
Dallas 1132069 0 1235 904 27
Dallas 1132070 0 599 427 6
Dallas 1132071 0 838 663 20
Dallas 1132072 0 1312 827 16
Dallas 1132073 0 492 271 6
Dallas 1132074 0 192 71 4
Dallas 1132076 0 0 0 0
Dallas 1132077 0 464 433 6
Dallas 1132078 0 0 0 0
Dallas 1132079 0 744 174 15
Dallas 1132200 0 463 931 7
Dallas 1132201 0 466 825 12
Dallas 1132202 0 482 927 10
Dallas 1132203 0 436 702 16
Dallas 1132220 0 355 947 8
Dallas 1132221 0 781 1754 16
Dallas 1132222 0 678 1451 19
Dallas 1132223 0 491 670 13
Dallas 1132224 0 700 518 10
Dallas 1132225 0 438 786 2
Dallas 1132226 0 721 1233 16
Dallas 1132300 0 549 252 5
Dallas 1132301 0 723 906 12
Dallas 1132302 0 706 190 8
Dallas 1132303 0 888 617 17
Dallas 1132305 0 1246 969 31
Dallas 1132306 0 475 387 8
Dallas 1132307 0 256 187 4
Dallas 1132308 0 128 51 0
Dallas 1132309 0 350 154 6
Dallas 1132310 0 691 716 18
Dallas 1132311 0 151 65 1
Dallas 1132312 0 25 5 0
Dallas 1132400 0 23 68 0
Dallas 1132401 0 1151 1029 19
Dallas 1132402 0 1070 815 15
Dallas 1132403 0 0 2 0
Dallas 1132404 0 695 380 6
Dallas 1132405 0 1125 1147 24
Dallas 1132406 0 1203 721 13
Dallas 1132407 0 1341 817 15
Dallas 1132408 0 536 264 8
Dallas 1132409 0 868 317 10
Dallas 1132410 0 618 322 5
Dallas 1132411 0 278 82 4
Dallas 1132500 0 1092 633 20
Dallas 1132501 0 486 530 13
Dallas 1132502 0 543 850 7
Dallas 1132503 0 866 1113 13
Dallas 1132504 0 449 428 12
Dallas 1132505 0 1066 736 21
Dallas 1132506 0 780 764 17
Dallas 1132507 0 763 768 25
Dallas 1132508 0 1173 581 25
Dallas 1132509 0 987 1025 23
Dallas 1132510 0 616 469 10
Dallas 1132511 0 687 598 9
Dallas 1132512 0 505 455 10
Dallas 1132513 0 1037 660 17
Dallas 1132514 0 923 770 21
Dallas 1132601 0 808 304 14
Dallas 1132602 0 1194 466 9
Dallas 1132603 0 1313 529 13
Dallas 1132604 0 1174 470 15
Dallas 1132605 0 1106 372 3
Dallas 1132606 0 0 0 0
Dallas 1132700 0 1170 767 13
Dallas 1132701 0 1338 1258 14
Dallas 1132702 0 1289 2020 15
Dallas 1132703 0 380 245 3
Dallas 1132704 0 1170 616 13
Dallas 1132705 0 756 355 14
Dallas 1132706 0 820 784 13
Dallas 1132707 0 1040 758 24
Dallas 1132708 0 1349 1291 22
Dallas 1132709 0 367 421 6
Dallas 1132710 0 788 619 10
Dallas 1132711 0 801 619 8
Dallas 1132712 0 1402 823 19
Dallas 1132713 0 432 791 10
Dallas 1132714 0 1524 1080 12
Dallas 1132715 0 952 678 22
Dallas 1132716 0 563 310 7
Dallas 1132717 0 0 2 0
Dallas 1132800 0 0 0 0
Dallas 1132801 0 1022 1239 31
Dallas 1132802 0 1367 1516 30
Dallas 1132803 0 364 593 10
Dallas 1132804 0 732 853 17
Dallas 1132805 0 1376 1364 15
Dallas 1132806 0 791 857 20
Dallas 1132807a 0 784 756 17
Dallas 1132807b 0 0 0 0
Dallas 1132808 0 941 1004 10
Dallas 1132809 0 989 737 17
Dallas 1132810a 0 3 12 0
Dallas 1132810b 0 0 0 0
Dallas 1132900 0 963 990 17
Dallas 1132901 0 598 205 12
Dallas 1132902 0 798 357 5
Dallas 1132903 0 832 472 17
Dallas 1132904 0 1 2 0
Dallas 1132905 0 133 215 2
Dallas 1132910 0 11 14 0
Dallas 1132911 0 76 64 2
Dallas 1132920 0 1084 969 21
Dallas 1132921 0 1221 1348 14
Dallas 1132922 0 1598 1747 25
Dallas 1132923 0 1008 1043 18
Dallas 1132924 0 610 573 9
Dallas 1132925 0 788 1263 9
Dallas 1132926 0 580 598 11
Dallas 1132927 0 1642 1505 28
Dallas 1132928 0 666 1253 11
Dallas 1132929 0 370 407 7
Dallas 1132940 0 312 668 8
Dallas 1132941 0 1209 1550 24
Dallas 1132942 0 1201 1689 25
Dallas 1133000 0 1420 767 20
Dallas 1133001 0 172 15 1
Dallas 1133002 0 594 56 0
Dallas 1133003 0 927 97 1
Dallas 1133004 0 1060 189 8
Dallas 1133005 0 192 76 3
Dallas 1133006 0 1262 961 13
Dallas 1133007 0 437 324 8
Dallas 1133008a 0 2862 875 35
Dallas 1133008b 0 0 0 0
Dallas 1133009 0 1186 366 24
Dallas 1133010 0 123 98 3
Dallas 1133011 0 766 104 7
Dallas 1133012 0 48 14 0
Dallas 1133013 0 230 65 2
Dallas 1133014 0 524 267 4
Dallas 1133015 0 65 41 1
Dallas 1133016a 0 746 133 5
Dallas 1133016b 0 0 0 0
Dallas 1133017 0 291 13 0
Dallas 1133018 0 685 28 3
Dallas 1133019 0 261 9 1
Dallas 1133020 0 115 13 2
Dallas 1133021 0 323 9 0
Dallas 1133022 0 539 19 5
Dallas 1133023 0 503 13 1
Dallas 1133024 0 532 22 1
Dallas 1133025 0 52 2 1
Dallas 1133026 0 280 10 0
Dallas 1133027 0 507 15 4
Dallas 1133028 0 415 9 4
Dallas 1133029 0 296 12 3
Dallas 1133030 0 6 3 0
Dallas 1133031 0 200 63 4
Dallas 1133032 0 486 38 3
Dallas 1133033 0 133 7 0
Dallas 1133034 0 550 22 3
Dallas 1133035 0 496 29 5
Dallas 1133036 0 3 4 0
Dallas 1133037 0 161 10 3
Dallas 1133038 0 399 6 0
Dallas 1133039 0 932 35 6
Dallas 1133040 0 426 16 1
Dallas 1133041 0 42 0 0
Dallas 1133042 0 544 14 3
Dallas 1133043 0 721 12 3
Dallas 1133044 0 887 23 2
Dallas 1133045 0 250 10 3
Dallas 1133046 0 1069 139 9
Dallas 1133047 0 532 222 7
Dallas 1133048 0 1106 34 5
Dallas 1133049 0 817 34 6
Dallas 1133050 0 670 39 5
Dallas 1133051 0 319 12 1
Dallas 1133052 0 912 33 7
Dallas 1133053 0 919 63 3
Dallas 1133054 0 1425 70 11
Dallas 1133055 0 1342 105 8
Dallas 1133056 0 1320 70 12
Dallas 1133057 0 1165 84 7
Dallas 1133058 0 1058 26 5
Dallas 1133059 0 674 15 2
Dallas 1133060 0 716 19 5
Dallas 1133061 0 542 12 1
Dallas 1133062 0 915 39 2
Dallas 1133063 0 1572 83 7
Dallas 1133064 0 1263 33 4
Dallas 1133065 0 1011 42 5
Dallas 1133066 0 803 36 8
Dallas 1133067 0 895 37 3
Dallas 1133068 0 1633 78 6
Dallas 1133069 0 705 28 7
Dallas 1133070 0 1306 48 8
Dallas 1133071 0 1088 38 9
Dallas 1133072 0 17 4 0
Dallas 1133073 0 66 4 0
Dallas 1133074 0 238 33 1
Dallas 1133075 0 73 9 2
Dallas 1133076 0 0 0 0
Dallas 1133077 0 1503 352 17
Dallas 1133078 0 1102 173 15
Dallas 1133079 0 168 79 3
Dallas 1133080 0 379 154 6
Dallas 1133081 0 640 365 7
Dallas 1133082 0 934 73 2
Dallas 1133083 0 475 160 6
Dallas 1133084 0 622 93 5
Dallas 1133086 0 1376 720 22
Dallas 1133087 0 0 0 0
Dallas 1133088 0 26 8 0
Dallas 1133089 0 10 6 0
Dallas 1133090 0 740 179 11
Dallas 1133091 0 0 0 0
Dallas 1133092 0 657 34 4
Dallas 1133093 0 9 0 0
Dallas 1133094 0 0 0 0
Dallas 1133095 0 0 0 0
Dallas 1133096 0 0 0 0
Dallas 1133097 0 78 0 1
Dallas 1133098 0 104 1 0
Dallas 1133099 0 120 7 1
Dallas 1133100 0 1050 305 4
Dallas 1133101 0 360 124 7
Dallas 1133102 0 1248 222 10
Dallas 1133103 0 1533 277 8
Dallas 1133104 0 2302 567 12
Dallas 1133105 0 1090 413 7
Dallas 1133106 0 1676 295 12
Dallas 1133107 0 1295 183 5
Dallas 1133108 0 779 636 13
Dallas 1133109 0 1277 978 14
Dallas 1133110 0 1508 239 4
Dallas 1133111 0 21 5 0
Dallas 1133112 0 12 4 0
Dallas 1133113 0 5 0 0
Dallas 1133200 0 797 663 10
Dallas 1133201 0 589 474 8
Dallas 1133202 0 994 296 4
Dallas 1133203 0 876 344 10
Dallas 1133204 0 904 465 13
Dallas 1133205 0 886 94 1
Dallas 1133206 0 859 682 6
Dallas 1133207 0 927 585 12
Dallas 1133208 0 670 307 6
Dallas 1133209 0 59 62 3
Dallas 1133210 0 705 455 10
Dallas 1133211 0 457 149 6
Dallas 1133300 0 846 749 13
Dallas 1133301 0 795 786 13
Dallas 1133302 0 460 370 7
Dallas 1133303 0 965 418 16
Dallas 1133304 0 830 695 16
Dallas 1133305 0 1275 955 9
Dallas 1133306 0 475 293 9
Dallas 1133307 0 599 306 6
Dallas 1133308 0 593 353 7
Dallas 1133309 0 702 516 7
Dallas 1133310 0 680 603 6
Dallas 1133311 0 614 577 9
Dallas 1133312 0 1135 738 10
Dallas 1133313 0 2049 874 22
Dallas 1133314 0 1534 623 12
Dallas 1133315 0 452 234 2
Dallas 1133316 0 905 623 5
Dallas 1133317 0 706 285 3
Dallas 1133318 0 579 328 1
Dallas 1133400 0 260 54 0
Dallas 1133401 0 1 1 0
Dallas 1133402 0 136 43 1
Dallas 1133404 0 691 259 9
Dallas 1133405 0 1007 378 10
Dallas 1133406 0 3 14 0
Dallas 1133407 0 94 85 1
Dallas 1133408 0 670 206 4
Dallas 1133409 0 197 82 5
Dallas 1133410 0 101 36 1
Dallas 1133411 0 1 1 0
Dallas 1133500 0 1152 2060 18
Dallas 1133501 0 1 5 0
Dallas 1133600 0 1047 232 6
Dallas 1133601 0 1106 272 4
Dallas 1133602 0 358 75 2
Dallas 1133603 0 147 53 1
Dallas 1133604 0 1367 327 9
Dallas 1133605 0 1465 259 5
Dallas 1133606 0 1306 143 4
Dallas 1133607 0 2366 285 8
Dallas 1133608 0 1740 104 4
Dallas 1133609 0 1619 299 5
Dallas 1133610 0 224 96 3
Dallas 1133611 0 485 191 4
Dallas 1133612 0 1679 242 9
Dallas 1133613 0 276 105 1
Dallas 1133614 0 436 54 3
Dallas 1133615 0 1316 149 2
Dallas 1133616 0 320 44 2
Dallas 1133617 0 1340 86 1
Dallas 1133618 0 212 22 0
Dallas 1133619 0 75 27 0
Dallas 1133620 0 611 77 0
Dallas 1133621 0 0 0 0
Dallas 1133700 0 1457 799 21
Dallas 1133701 0 1335 921 19
Dallas 1133702 0 783 561 3
Dallas 1133703 0 12 19 3
Dallas 1133800 0 2308 120 17
Dallas 1133801 0 147 26 0
Dallas 1133802 0 1944 210 8
Dallas 1133803 0 1789 144 7
Dallas 1133805 0 2507 152 13
Dallas 1133806 0 500 27 2
Dallas 1133807 0 1148 171 8
Dallas 1133808 0 1531 676 9
Dallas 1133809 0 147 40 2
Dallas 1133900 0 2635 434 21
Dallas 1133920 0 512 686 10
Dallas 1133921 0 1115 944 21
Dallas 1133922 0 35 4 0
Dallas 1133940a 0 663 273 9
Dallas 1133940b 0 0 0 0
Dallas 1133950 0 698 194 5
Dallas 1134000a 0 160 48 0
Dallas 1134000b 0 0 0 0
Dallas 1134000c 0 0 0 0
Dallas 1134001a 0 498 107 1
Dallas 1134001b 0 0 0 0
Dallas 1134001c 0 0 0 0
Dallas 1134002 0 420 244 5
Dallas 1134003a 0 113 12 1
Dallas 1134003b 0 0 0 0
Dallas 1134004 0 698 213 8
Dallas 1134005 0 355 161 3
Dallas 1134006a 0 547 242 8
Dallas 1134006b 0 0 0 0
Dallas 1134007 0 79 54 1
Dallas 1134008 0 204 26 2
Dallas 1134009 0 647 73 5
Dallas 1134010 0 568 283 7
Dallas 1134011 0 354 82 0
Dallas 1134012 0 32 17 0
Dallas 1134013 0 131 104 2
Dallas 1134014 0 694 660 13
Dallas 1134015 0 783 161 5
Dallas 1134016 0 846 181 5
Dallas 1134017 0 223 73 1
Dallas 1134018 0 510 264 2
Dallas 1134019 0 1171 191 5
Dallas 1134020 0 430 87 2
Dallas 1134021 0 2191 336 17
Dallas 1134022 0 1331 192 6
Dallas 1134023 0 0 1 0
Dallas 1134024 0 747 84 6
Dallas 1134025 0 128 7 1
Dallas 1134026 0 63 5 0
Dallas 1134027 0 112 17 0
Dallas 1134028 0 370 17 0
Dallas 1134029 0 3 1 0
Dallas 1134030 0 27 1 0
Dallas 1134031 0 795 53 2
Dallas 1134032 0 1581 336 10
Dallas 1134033 0 973 232 12
Dallas 1134035 0 544 77 9
Dallas 1134036 0 334 28 2
Dallas 1134037 0 82 10 1
Dallas 1134038 0 940 69 3
Dallas 1134039 0 230 9 0
Dallas 1134040 0 302 10 1
Dallas 1134041 0 303 16 3
Dallas 1134043 0 561 49 4
Dallas 1134044 0 437 20 1
Dallas 1134046 0 469 27 0
Dallas 1134047 0 341 15 2
Dallas 1134048 0 2 10 1
Dallas 1134049 0 0 0 0
Dallas 1134050 0 1873 502 18
Dallas 1134051 0 0 0 0
Dallas 1134052 0 1823 510 20
Dallas 1134053 0 176 39 0
Dallas 1134054 0 191 20 0
Dallas 1134055 0 952 202 6
Dallas 1134056 0 1037 120 6
Dallas 1134057 0 669 98 9
Dallas 1134058 0 421 56 2
Dallas 1134059 0 158 24 3
Dallas 1134060 0 836 120 2
Dallas 1134061 0 898 147 4
Dallas 1134062 0 691 111 8
Dallas 1134063 0 1307 214 8
Dallas 1134065 0 367 76 6
Dallas 1134066 0 358 76 2
Dallas 1134067 0 806 129 7
Dallas 1134068 0 767 120 9
Dallas 1134069 0 1249 201 7
Dallas 1134070 0 633 75 7
Dallas 1134071 0 165 13 2
Dallas 1134072 0 103 12 1
Dallas 1134073 0 770 151 7
Dallas 1134074 0 1402 246 11
Dallas 1134075 0 402 59 3
Dallas 1134076 0 1018 187 9
Dallas 1134077 0 545 77 4
Dallas 1134078 0 754 101 5
Dallas 1134079 0 2198 635 13
Dallas 1134080 0 348 173 5
Dallas 1134081 0 1170 163 4
Dallas 1134082 0 394 35 1
Dallas 1134083 0 549 82 5
Dallas 1134084 0 238 21 0
Dallas 1134085 0 389 55 1
Dallas 1134086 0 1008 149 3
Dallas 1134087a 0 329 51 0
Dallas 1134087b 0 0 0 0
Dallas 1134088 0 149 11 0
Dallas 1134090 0 19 13 1
Dallas 1134091a 0 0 0 0
Dallas 1134091b 0 0 0 0
Dallas 1134091c 0 0 0 0
Dallas 1134092 0 72 28 1
Dallas 1134093 0 30 0 1
Dallas 1134094 0 217 76 3
Dallas 1134095 0 19 9 0
Dallas 1134096 0 2 3 0
Dallas 1134097a 0 420 134 3
Dallas 1134097b 0 0 0 0
Dallas 1134098 0 25 12 0
Dallas 1134099 0 340 372 5
Dallas 1134100 0 12 3 0
Dallas 1134101 0 36 2 0
Dallas 1134102 0 110 76 2
Dallas 1134103 0 77 16 0
Dallas 1134104 0 11 2 1
Dallas 1134105 0 7 1 0
Dallas 1134106 0 60 41 2
Dallas 1134107 0 26 0 0
Dallas 1134108 0 23 0 0
Dallas 1134109 0 18 1 0
Dallas 1134110 0 390 14 0
Dallas 1134111 0 105 28 0
Dallas 1134112 0 26 39 1
Dallas 1134113 0 780 122 7
Dallas 1134114 0 649 84 6
Dallas 1134115 0 172 68 2
Dallas 1134116 0 0 0 0
Dallas 1134117 0 11 3 0
Dallas 1134118 0 6 1 0
Dallas 1134119 0 1 1 0
Dallas 1134120 0 219 21 0
Dallas 1134121 0 0 0 0
Dallas 1134122 0 0 0 0
Dallas 1134123 0 0 0 0
Dallas 1134124 0 0 0 0
Dallas 1134125 0 0 0 0
Dallas 1134300 0 561 130 2
Dallas 1134500 0 879 484 9
Dallas 1134501 0 744 490 9
Dallas 1134502 0 1301 647 11
Dallas 1134503 0 1643 560 16
Dallas 1134504 0 457 262 13
Dallas 1134505 0 644 389 9
Dallas 1134506 0 408 271 3
Dallas 1134507 0 424 44 1
Dallas 1134508 0 189 86 3
Dallas 1134509 0 375 384 6
Dallas 1134510 0 619 299 2
Dallas 1134511 0 486 303 7
Dallas 1134512 0 313 290 8
Dallas 1134513 0 727 321 10
Dallas 1134514 0 352 322 8
Dallas 1134515 0 649 204 2
Dallas 1134516 0 9 3 0
Dallas 1134517 0 865 1006 15
Dallas 1134518a 0 569 347 7
Dallas 1134518b 0 0 0 0
Dallas 1134519 0 1188 744 8
Dallas 1134520 0 321 109 2
Dallas 1134521 0 1326 977 20
Dallas 1134522 0 1165 576 13
Dallas 1134523 0 215 117 1
Dallas 1134525 0 461 207 7
Dallas 1134527 0 515 173 5
Dallas 1134528 0 0 0 0
Dallas 1134529 0 269 165 3
Dallas 1134530 0 92 10 0
Dallas 1134531 0 136 162 2
Dallas 1134532 0 92 58 0
Dallas 1134533 0 380 150 2
Dallas 1134534 0 38 6 0
Dallas 1134535 0 269 94 1
Dallas 1134536 0 18 8 0
Dallas 1134537 0 3 2 0
Dallas 1134538 0 288 108 7
Dallas 1134539 0 0 0 0
Dallas 1134540 0 0 0 0
Dallas 1134541 0 0 0 0
Dallas 1134542 0 0 0 0
Dallas 1134600 0 675 588 10
Dallas 1134601 0 1074 970 20
Dallas 1134602 0 615 451 2
Dallas 1134603 0 17 7 0
Dallas 1134604 0 859 612 10
Dallas 1134605 0 703 533 14
Dallas 1134606 0 872 586 15
Dallas 1134607 0 559 259 7
Dallas 1134608a 0 1116 548 15
Dallas 1134608b 0 0 0 0
Dallas 1134609 0 676 179 4
Dallas 1134610 0 643 611 10
Dallas 1134611 0 490 352 4
Dallas 1134612 0 92 95 1
Dallas 1134613a 0 252 74 0
Dallas 1134613b 0 0 0 0
Dallas 1134614 0 112 199 5
Dallas 1134615 0 84 30 1
Dallas 1134616 0 365 195 6
Dallas 1134617 0 56 48 1
Dallas 1134618 0 157 109 3
Dallas 1134619 0 364 420 5
Dallas 1134620 0 496 399 12
Dallas 1134621 0 1492 367 9
Dallas 1134622 0 682 390 9
Dallas 1134623 0 819 436 5
Dallas 1134624 0 503 417 6
Dallas 1134625 0 656 616 4
Dallas 1134626 0 792 830 12
Dallas 1134627a 0 1550 913 24
Dallas 1134627b 0 0 0 0
Dallas 1134628 0 713 160 5
Dallas 1134629 0 441 192 4
Dallas 1134630 0 479 439 0
Dallas 1134631 0 406 355 3
Dallas 1134632 0 707 232 2
Dallas 1134633 0 301 114 4
Dallas 1134634 0 1029 777 13
Dallas 1134635 0 618 208 4
Dallas 1134636 0 6 0 0
Dallas 1134637 0 1383 627 14
Dallas 1134639 0 220 82 2
Dallas 1134640 0 965 337 10
Dallas 1134641 0 172 119 1
Dallas 1134642 0 44 31 0
Dallas 1134644 0 133 31 1
Dallas 1134645 0 2 3 0
Dallas 1134646 0 121 108 2
Dallas 1134647 0 1216 971 28
Dallas 1134648 0 708 210 10
Dallas 1134649 0 39 7 0
Dallas 1134650 0 0 0 0
Dallas 1134651 0 17 4 1
Dallas 1134652 0 285 107 2
Dallas 1134653 0 15 8 0
Dallas 1134654 0 349 192 3
Dallas 1134655 0 5 34 0
Dallas 1134656 0 45 10 2
Dallas 1134657 0 32 5 1
Dallas 1134658 0 24 15 1
Dallas 1134659 0 97 36 2
Dallas 1134660 0 16 9 0
Dallas 1134661 0 314 95 0
Dallas 1134662 0 84 38 0
Dallas 1134663 0 0 0 0
Dallas 1134664 0 687 381 8
Dawson 1150001 0 164 370 2
Dawson 1150002 0 213 424 1
Dawson 1150003 0 202 608 3
Dawson 1150004 0 183 533 3
Dawson 1150005 0 20 69 0
Dawson 1150011 0 13 68 0
Dawson 1150012 0 3 27 2
Dawson 1150013 0 6 52 1
Dawson 1150017 0 7 41 0
"Deaf Smith" 1170001 0 201 420 4
"Deaf Smith" 1170002 0 259 419 6
"Deaf Smith" 1170003 0 338 1364 9
"Deaf Smith" 1170004 0 269 477 9
Delta 1190001 0 64 391 5
Delta 1190003 0 65 153 1
Delta 1190004 0 52 234 2
Delta 1190005 0 75 345 4
Delta 1190007 0 21 124 0
Delta 1190009 0 18 150 0
Delta 1190010 0 59 165 4
Denton 1211000 0 312 1413 14
Denton 1211001 0 204 681 6
Denton 1211002 0 172 487 8
Denton 1211003 0 412 1533 11
Denton 1211004a 0 1001 1136 20
Denton 1211004b 0 0 0 0
Denton 1211005 0 310 1142 11
Denton 1211006 0 1067 1394 20
Denton 1211007 0 1173 1398 32
Denton 1211008 0 203 626 13
Denton 1211009 0 807 674 14
Denton 1211010 0 728 859 21
Denton 1211011 0 1017 624 16
Denton 1211012 0 1041 849 14
Denton 1211013 0 800 800 14
Denton 1211014 0 102 30 3
Denton 1211015 0 822 972 13
Denton 1211016 0 803 1097 12
Denton 1211017 0 354 539 6
Denton 1211018 0 1345 1584 33
Denton 1211019 0 808 713 12
Denton 1211020 0 965 1811 19
Denton 1211021 0 762 1264 18
Denton 1211022 0 805 1196 16
Denton 1211023 0 775 1369 32
Denton 1211024a 0 394 1011 12
Denton 1211024b 0 2 6 0
Denton 1211025a 0 811 1494 25
Denton 1211025b 0 0 0 0
Denton 1211026a 0 1561 953 18
Denton 1211026b 0 5 3 0
Denton 1211027 0 253 196 0
Denton 1211028 0 760 552 9
Denton 1211029 0 1086 1108 14
Denton 1211030 0 1121 1629 19
Denton 1211031 0 640 939 10
Denton 1211032a 0 1304 1651 29
Denton 1211032b 0 11 14 0
Denton 1211033 0 1284 1083 19
Denton 1211034 0 1260 1461 16
Denton 1211035 0 791 1196 13
Denton 1211036 0 993 1934 13
Denton 1211037 0 122 335 6
Denton 1211038 0 121 72 1
Denton 1211039 0 0 4 0
Denton 1211040 0 661 1043 13
Denton 1211041 0 853 719 13
Denton 1211042 0 11 81 0
Denton 1211043 0 43 92 1
Denton 1211044 0 1072 1145 18
Denton 1211045 0 170 773 9
Denton 1211046 0 1127 1238 17
Denton 1211047 0 133 212 6
Denton 1211048 0 123 341 5
Denton 1211049 0 79 55 2
Denton 1211050 0 612 790 14
Denton 1211051 0 556 805 4
Denton 1211052 0 790 887 10
Denton 1211053 0 475 1370 14
Denton 1211054 0 368 223 4
Denton 1211055 0 352 359 2
Denton 1211056 0 320 476 3
Denton 1211057 0 416 814 6
Denton 1212000 0 1344 433 16
Denton 1212001 0 1338 451 19
Denton 1212002 0 1666 753 20
Denton 1212003 0 713 456 15
Denton 1212004 0 1259 768 12
Denton 1212005 0 1339 1401 26
Denton 1212006 0 1023 956 8
Denton 1212007 0 1406 673 8
Denton 1212008 0 1227 843 17
Denton 1212009 0 782 689 15
Denton 1212010 0 1298 1257 42
Denton 1212011 0 1014 850 26
Denton 1212012 0 426 762 13
Denton 1212013 0 523 578 11
Denton 1212014 0 782 967 14
Denton 1212015 0 1158 1070 19
Denton 1212016 0 1153 993 19
Denton 1212017 0 1321 1782 17
Denton 1212018 0 1061 627 15
Denton 1212019 0 0 0 0
Denton 1212020a 0 371 622 6
Denton 1212020b 0 695 1166 10
Denton 1212021 0 1164 1007 24
Denton 1212022 0 716 1010 15
Denton 1212023 0 1119 1047 19
Denton 1212024 0 594 604 16
Denton 1212025 0 565 644 17
Denton 1212026 0 919 1244 22
Denton 1212027 0 905 1223 17
Denton 1212028 0 1146 927 21
Denton 1212029 0 682 592 8
Denton 1212030 0 1558 1261 18
Denton 1212031 0 1132 975 18
Denton 1212032 0 728 709 11
Denton 1212033 0 1083 682 9
Denton 1212034 0 814 415 7
Denton 1212035 0 943 763 6
Denton 1212036 0 206 277 5
Denton 1212096 0 0 0 0
Denton 1212097 0 0 0 0
Denton 1212099 0 0 0 0
Denton 1213000 0 966 1446 31
Denton 1213001 0 693 1400 27
Denton 1213002 0 1060 1918 25
Denton 1213003 0 644 1003 17
Denton 1213004 0 720 1372 16
Denton 1213005 0 465 940 13
Denton 1213006 0 1055 1258 29
Denton 1213007 0 1349 1098 23
Denton 1213008 0 775 1039 18
Denton 1213009 0 690 826 15
Denton 1213010 0 1294 1169 25
Denton 1213011 0 1361 881 14
Denton 1213012 0 539 570 4
Denton 1213013 0 738 763 12
Denton 1213014 0 649 622 11
Denton 1213015 0 775 538 7
Denton 1213016a 0 702 352 9
Denton 1213016b 0 0 0 0
Denton 1213017 0 1229 419 19
Denton 1213018 0 334 261 8
Denton 1213019 0 1534 899 13
Denton 1213020 0 216 105 5
Denton 1213021 0 1276 1154 15
Denton 1213022 0 60 72 0
Denton 1213023 0 126 136 1
Denton 1213024 0 871 1173 16
Denton 1213025 0 1016 1477 30
Denton 1213026 0 697 943 11
Denton 1213027 0 1172 1599 28
Denton 1213028 0 1102 1607 26
Denton 1213029 0 688 845 9
Denton 1213030 0 624 952 14
Denton 1213031 0 818 1308 13
Denton 1213032 0 633 280 3
Denton 1213033 0 568 833 10
Denton 1213098 0 0 0 0
Denton 1213099 0 0 0 0
Denton 1214000 0 668 1860 18
Denton 1214001 0 214 666 4
Denton 1214002 0 460 1702 20
Denton 1214003 0 780 2536 22
Denton 1214004 0 981 182 10
Denton 1214005 0 899 710 13
Denton 1214006 0 1033 501 12
Denton 1214007 0 1310 410 9
Denton 1214008 0 821 230 6
Denton 1214009 0 1543 463 22
Denton 1214010 0 716 419 7
Denton 1214011 0 1997 703 24
Denton 1214012 0 736 762 12
Denton 1214013 0 190 45 1
Denton 1214014 0 914 92 7
Denton 1214015 0 304 114 1
Denton 1214016 0 1 0 0
Denton 1214017 0 601 2122 22
Denton 1214018 0 427 992 12
Denton 1214019 0 47 107 1
Denton 1214020 0 166 503 1
Denton 1214021 0 244 928 9
Denton 1214022 0 469 1273 11
Denton 1214023a 0 661 1449 14
Denton 1214023b 0 0 0 0
Denton 1214024 0 748 1283 14
Denton 1214025 0 1020 1207 13
Denton 1214026 0 467 573 6
Denton 1214027 0 1077 1406 17
Denton 1214028 0 818 1930 17
Denton 1214029 0 142 400 4
Denton 1214030 0 105 205 0
Denton 1214031 0 798 1994 19
Denton 1214032 0 1029 2258 21
Denton 1214033 0 481 1039 10
Denton 1214034 0 811 1436 41
Denton 1214035 0 761 1777 22
Denton 1214036 0 395 1486 17
Denton 1214037 0 832 341 14
Denton 1214038 0 60 122 1
Denton 1214039 0 1104 121 13
Denton 1214040 0 466 347 7
Denton 1214041 0 655 528 11
Denton 1214042 0 7 15 0
Denton 1214043 0 548 1283 14
Denton 1214044 0 622 1462 10
Denton 1214045 0 2268 295 23
Denton 1214046a 0 693 1332 11
Denton 1214046b 0 2 4 0
Denton 1214046c 0 10 20 0
Denton 1214046d 0 0 1 0
Denton 1214047 0 462 823 11
Denton 1214048 0 779 1497 12
Denton 1214049 0 227 800 2
DeWitt 1230101 0 136 686 2
DeWitt 1230102 0 232 143 4
DeWitt 1230201 0 27 234 6
DeWitt 1230202 0 106 471 2
DeWitt 1230203 0 66 446 1
DeWitt 1230301 0 100 679 1
DeWitt 1230302 0 100 518 2
DeWitt 1230303 0 47 197 0
DeWitt 1230401 0 248 972 5
DeWitt 1230402 0 66 628 6
Dickens 1250001 0 7 61 1
Dickens 1250002 0 8 54 1
Dickens 1250003a 0 22 144 1
Dickens 1250003b 0 3 22 0
Dickens 1250004a 0 29 75 1
Dickens 1250004b 0 2 3 0
Dickens 1250005 0 13 114 0
Dickens 1250006 0 29 162 2
Dimmit 1270001 0 462 262 6
Dimmit 1270002 0 506 188 2
Dimmit 1270003 0 139 59 0
Dimmit 1270004 0 33 27 0
Dimmit 1270005 0 402 86 1
