COUNTY AREA TOTAL DEM REP LIB UPC
COUNTY AREA TOTAL Polis Stapleton Helker Hammons
Jefferson 2162530043 0 354 326 35 6
Jefferson 2162530044 0 495 319 30 7
Jefferson 2162530045 0 550 352 19 3
Jefferson 2162530046 0 554 321 32 9
Jefferson 2162530047 0 540 425 21 3
Jefferson 2162530048 0 653 430 24 3
Jefferson 2162530049 0 515 426 28 5
Jefferson 2162530050 0 485 461 24 6
Jefferson 2162530051 0 714 407 33 6
Jefferson 2162530052 0 615 449 23 10
Jefferson 2162530053 0 453 364 20 12
Jefferson 2162530054 0 573 457 10 1
Jefferson 2162530055 0 299 195 22 2
Jefferson 2162530056 0 418 423 21 3
Jefferson 2162530057 0 509 488 35 11
Jefferson 2162530058 0 656 710 30 13
Jefferson 2162530059 0 484 505 31 6
Jefferson 2162530060 0 228 247 13 3
Jefferson 2162530061 0 539 493 29 3
Jefferson 2162530062 0 545 580 42 9
Jefferson 2162530063 0 445 415 29 2
Jefferson 2162530064 0 217 312 9 2
Jefferson 2162530065 0 523 614 28 15
Jefferson 2162530066 0 520 535 33 5
Jefferson 2162530067 0 477 453 40 4
Jefferson 2162530068 0 322 474 29 3
Jefferson 2202230069 0 264 189 24 3
Jefferson 2202530070 0 739 582 50 19
Jefferson 2202530071 0 599 641 47 15
Jefferson 2202530072 0 725 534 52 11
Jefferson 2202530073 0 685 614 37 27
Jefferson 2202530074 0 629 682 32 20
Jefferson 2202530075 0 696 671 27 9
Jefferson 2202530076 0 629 609 32 4
Jefferson 2202530077 0 572 772 28 6
Jefferson 2202530078 0 631 540 18 4
Jefferson 2202530079 0 380 324 18 3
Jefferson 2202530080 0 434 567 20 2
Jefferson 2222230081 0 602 601 25 13
Jefferson 2222230082 0 490 549 27 12
Jefferson 2222530083 0 389 365 18 5
Jefferson 7162430084 0 624 433 50 19
Jefferson 7162430085 0 738 414 48 18
Jefferson 7162430086 0 835 441 33 9
Jefferson 7162430087 0 502 264 26 3
Jefferson 7162430088 0 694 499 49 23
Jefferson 7162430089 0 672 290 38 12
Jefferson 7162430090 0 781 317 23 6
Jefferson 7162430091 0 722 546 27 8
Jefferson 7162430092 0 696 327 24 0
Jefferson 7162430093 0 972 373 40 5
Jefferson 7162430094 0 768 180 26 12
Jefferson 7162430095 0 741 282 37 7
Jefferson 7162530096 0 68 52 2 1
Jefferson 7162530097 0 152 149 10 0
Jefferson 7192430098 0 346 479 25 9
Jefferson 7192730099 0 770 802 40 9
Jefferson 7192730100 0 848 760 27 9
Jefferson 7192730101 0 799 654 74 12
Jefferson 7192730102 0 558 464 27 10
Jefferson 7192730103 0 793 669 29 7
Jefferson 7192730104 0 489 423 35 16
Jefferson 7192730105 0 566 485 37 6
Jefferson 7192730106 0 744 734 52 14
Jefferson 7192730107 0 699 623 42 12
Jefferson 7192730108 0 527 465 28 14
Jefferson 7192730109 0 561 496 44 14
Jefferson 7192730110 0 553 614 55 14
Jefferson 7192730111 0 859 611 61 24
Jefferson 7192730112 0 619 492 48 12
Jefferson 7192730113 0 561 795 38 16
Jefferson 7192730114 0 692 612 36 16
Jefferson 7192730115 0 705 760 49 15
Jefferson 7192730116 0 522 746 34 10
Jefferson 7192730117 0 736 561 45 12
Jefferson 7192730118 0 795 616 52 13
Jefferson 7192730119 0 851 452 66 22
Jefferson 7192730120 0 1000 466 53 18
Jefferson 7192730121 0 702 449 34 21
Jefferson 7192730122 0 774 575 51 22
Jefferson 7192730123 0 742 618 46 15
Jefferson 7192730124 0 873 460 54 17
Jefferson 7192730125 0 563 356 38 14
Jefferson 7192730126 0 787 646 44 9
Jefferson 7192930127 0 722 502 32 16
Jefferson 7192930128 0 954 612 64 22
Jefferson 7192930129 0 563 378 34 19
Jefferson 7192930130 0 559 419 37 16
Jefferson 7192930131 0 583 350 37 18
Jefferson 7192930132 0 605 408 36 14
Jefferson 7192930133 0 851 491 51 15
Jefferson 7192930134 0 569 393 31 20
Jefferson 7192930135 0 398 291 25 7
Jefferson 7192930136 0 701 602 54 20
Jefferson 7192930137 0 710 585 49 14
Jefferson 7192930138 0 634 469 24 18
Jefferson 7192930139 0 656 465 24 17
Jefferson 7192930140 0 641 453 32 8
Jefferson 7192930141 0 763 510 57 19
Jefferson 7192930142 0 958 601 49 13
Jefferson 7192930143 0 765 484 27 11
Jefferson 7192930144 0 623 402 39 15
Jefferson 7192930145 0 567 352 36 10
Jefferson 7192930146 0 1058 528 58 19
Jefferson 7192930147 0 909 487 67 21
Jefferson 7192930148 0 765 535 75 19
Jefferson 7192930149 0 755 480 35 17
Jefferson 7192930150 0 508 518 43 12
Jefferson 7192930151 0 720 582 48 18
Jefferson 7192930152 0 731 525 50 12
Jefferson 7192930153 0 819 466 43 25
Jefferson 7192930154 0 672 557 42 22
Jefferson 7192930155 0 755 543 56 17
Jefferson 7192930156 0 675 521 55 21
Jefferson 7192930157 0 610 406 42 11
Jefferson 7202330158 0 736 455 52 35
Jefferson 7202330159 0 886 414 59 18
Jefferson 7202330160 0 598 305 35 24
Jefferson 7202330161 0 435 236 31 12
Jefferson 7202330162 0 657 311 28 14
Jefferson 7202330163 0 681 344 36 6
Jefferson 7202330164 0 843 582 40 5
Jefferson 7202330165 0 844 578 40 11
Jefferson 7202330166 0 854 512 45 8
Jefferson 7202330167 0 465 259 28 7
Jefferson 7202330168 0 406 371 20 8
Jefferson 7202330169 0 548 606 15 7
Jefferson 7202330170 0 614 632 24 8
Jefferson 7202330171 0 856 626 45 13
Jefferson 7202330172 0 810 497 45 11
Jefferson 7202330173 0 837 333 35 15
Jefferson 7202330174 0 738 555 55 16
Jefferson 7202330175 0 817 503 36 19
Jefferson 7202330176 0 654 501 46 15
Jefferson 7202330177 0 791 610 55 16
Jefferson 7202330178 0 872 435 59 21
Jefferson 7202330179 0 822 582 36 11
Jefferson 7202330180 0 659 270 34 11
Jefferson 7202330181 0 677 523 43 13
Jefferson 7202430182 0 707 854 49 13
Jefferson 7202430183 0 489 648 35 5
Jefferson 7202430184 0 803 578 60 12
Jefferson 7202430185 0 646 488 31 14
Jefferson 7202430186 0 923 454 38 8
Jefferson 7202430187 0 561 504 14 5
Jefferson 7202430188 0 651 286 35 22
Jefferson 7202430189 0 900 529 47 10
Jefferson 7202430190 0 471 385 26 13
Jefferson 7202430191 0 942 469 45 14
Jefferson 7202430192 0 785 476 44 14
Jefferson 7202430193 0 722 473 47 13
Jefferson 7202430194 0 1176 319 41 22
Jefferson 7202430195 0 797 418 52 29
Jefferson 7202430196 0 860 312 37 14
Jefferson 7202430197 0 633 225 29 19
Jefferson 7202430198 0 737 535 49 28
Jefferson 7202430199 0 482 500 35 9
Jefferson 7202430200 0 911 440 60 22
Jefferson 7202430201 0 802 513 44 8
Jefferson 7202530202 0 589 503 26 9
Jefferson 7202530203 0 208 136 24 11
Jefferson 7202530204 0 721 436 50 16
Jefferson 7202730205 0 711 690 38 10
Jefferson 7202730206 0 442 689 22 4
Jefferson 7202730207 0 688 653 37 6
Jefferson 7202730208 0 663 808 34 6
Jefferson 7202730209 0 569 717 45 13
Jefferson 7202730210 0 1047 926 53 8
Jefferson 7202730211 0 2009 1836 117 12
Jefferson 7202830212 0 725 603 25 11
Jefferson 7202830213 0 676 428 21 6
Jefferson 7202830214 0 804 691 43 10
Jefferson 7202830215 0 1146 920 33 12
Jefferson 7202830216 0 684 412 42 14
Jefferson 7202830217 0 479 400 15 4
Jefferson 7222230218 0 825 880 35 10
Jefferson 7222230219 0 349 328 24 4
Jefferson 7222330220 0 571 236 35 13
Jefferson 7222330221 0 804 627 44 14
Jefferson 7222330222 0 512 326 26 15
Jefferson 7222330223 0 645 509 45 20
Jefferson 7222330224 0 648 257 36 19
Jefferson 7222330225 0 586 279 30 16
Jefferson 7222330226 0 1065 389 53 20
Jefferson 7222330227 0 913 247 53 19
Jefferson 7222330228 0 939 653 59 16
Jefferson 7222330229 0 758 468 39 11
Jefferson 7222430230 0 745 183 32 7
Jefferson 7222430231 0 860 216 41 21
Jefferson 7222830232 0 742 573 33 12
Jefferson 7222830233 0 667 364 24 4
Jefferson 7222830234 0 512 404 19 9
Jefferson 7222830235 0 693 504 42 13
Jefferson 7222830236 0 685 550 19 15
Jefferson 7222830237 0 601 314 30 7
Jefferson 7222830238 0 655 300 29 15
Jefferson 7222830239 0 529 360 40 11
Jefferson 7222830240 0 673 431 38 16
Jefferson 7222830241 0 591 263 42 16
Jefferson 7222830242 0 616 344 38 10
Jefferson 7222830243 0 581 443 33 12
Jefferson 7222830244 0 573 397 37 14
Jefferson 7222830245 0 797 357 48 27
Jefferson 7222830246 0 443 322 24 16
Jefferson 7222830247 0 623 375 60 18
Jefferson 7222830248 0 561 308 48 18
Jefferson 7222830249 0 948 322 48 11
Jefferson 7222830250 0 666 342 37 12
Jefferson 7222830251 0 899 405 40 15
Jefferson 7222830252 0 838 522 60 12
Jefferson 7222830253 0 451 353 27 7
Jefferson 7222830254 0 843 479 38 14
Jefferson 7222830255 0 624 307 35 8
Jefferson 7222830256 0 837 561 58 22
Jefferson 7222830257 0 712 651 41 12
Jefferson 7222830258 0 526 468 41 12
Kiowa 4356431001 0 12 118 2 2
Kiowa 4356431002 0 25 195 8 7
Kiowa 4356431003 0 53 257 11 3
Kiowa 4356431004 0 4 68 1 1
"Kit Carson" 4016532001 0 51 216 8 0
"Kit Carson" 4016532002 0 43 147 6 5
"Kit Carson" 4016532003 0 59 212 18 7
"Kit Carson" 4016532004 0 49 210 6 2
"Kit Carson" 4016532005 0 51 300 3 9
"Kit Carson" 4016532006 0 73 173 4 4
"Kit Carson" 4016532007 0 39 202 4 5
"Kit Carson" 4016532008 0 42 168 0 4
"Kit Carson" 4016532009 0 44 220 10 5
"Kit Carson" 4016532010 0 19 86 4 2
"Kit Carson" 4016532011 0 22 166 2 3
"Kit Carson" 4016532012 0 29 138 10 0
"Kit Carson" 4016532013 0 26 179 1 3
"La Plata" 3065934001 0 609 93 13 7
"La Plata" 3065934002 0 686 139 22 1
"La Plata" 3065934003 0 848 236 17 3
"La Plata" 3065934004 0 937 258 24 12
"La Plata" 3065934005 0 864 265 10 7
"La Plata" 3065934006 0 351 111 15 3
"La Plata" 3065934007 0 664 212 25 14
"La Plata" 3065934008 0 778 305 27 10
"La Plata" 3065934009 0 131 45 5 4
"La Plata" 3065934010 0 409 269 10 0
"La Plata" 3065934011 0 412 702 23 4
"La Plata" 3065934012 0 615 521 24 7
"La Plata" 3065934013 0 712 394 22 3
"La Plata" 3065934014 0 534 358 19 4
"La Plata" 3065934015 0 227 333 10 4
"La Plata" 3065934016 0 349 755 30 5
"La Plata" 3065934017 0 578 510 19 4
"La Plata" 3065934018 0 359 374 14 7
"La Plata" 3065934019 0 427 626 24 9
"La Plata" 3065934020 0 460 690 30 12
"La Plata" 3065934021 0 291 460 21 3
"La Plata" 3065934022 0 351 461 16 4
"La Plata" 3065934023 0 303 604 25 5
"La Plata" 3065934024 0 173 97 10 4
"La Plata" 3065934025 0 236 525 16 2
"La Plata" 3065934026 0 408 450 27 8
"La Plata" 3065934027 0 159 64 9 1
"La Plata" 3065934028 0 689 382 29 4
"La Plata" 3065934029 0 628 409 26 6
"La Plata" 3065934030 0 812 339 22 7
"La Plata" 3065934031 0 281 144 15 4
"La Plata" 3065934032 0 578 596 22 9
Lake 3056133001 0 269 197 21 9
Lake 3056133002 0 151 103 12 4
Lake 3056133003 0 388 161 32 13
Lake 3056133004 0 316 178 28 11
Lake 3056133005 0 284 138 24 11
Lake 3056133006 0 270 221 18 11
Larimer 2145235201 0 358 214 19 8
Larimer 2145235202 0 676 300 30 6
Larimer 2145235203 0 585 364 33 9
Larimer 2145235204 0 669 353 51 7
Larimer 2145235205 0 791 151 17 6
Larimer 2145235206 0 1049 179 29 8
Larimer 2145235207 0 817 106 14 10
Larimer 2145235208 0 896 202 27 7
Larimer 2145235209 0 903 222 14 7
Larimer 2145235210 0 626 218 23 13
Larimer 2145235211 0 624 283 27 12
Larimer 2145235212 0 646 235 19 5
Larimer 2145235213 0 559 172 20 4
Larimer 2145235214 0 781 225 29 7
Larimer 2145235215 0 503 224 22 4
Larimer 2145235216 0 536 141 14 4
Larimer 2145235217 0 789 384 24 4
Larimer 2145235218 0 681 289 29 8
Larimer 2145235219 0 693 528 30 6
Larimer 2145235220 0 653 349 26 1
Larimer 2145235221 0 691 336 38 10
Larimer 2145235222 0 447 222 5 4
Larimer 2145235223 0 635 415 13 7
Larimer 2145235224 0 459 278 26 9
Larimer 2145235225 0 629 633 28 6
Larimer 2145235226 0 494 296 22 8
Larimer 2145235227 0 466 267 14 3
Larimer 2145235228 0 560 459 21 6
Larimer 2145235229 0 655 546 20 6
Larimer 2145235230 0 579 431 18 6
Larimer 2145235231 0 571 311 13 6
Larimer 2145235232 0 557 392 15 7
Larimer 2145235233 0 563 410 18 5
Larimer 2145235234 0 658 476 28 5
Larimer 2145235235 0 773 611 22 11
Larimer 2145235236 0 378 370 8 2
Larimer 2145235237 0 578 499 19 2
Larimer 2145235238 0 497 362 12 6
Larimer 2145235239 0 755 298 44 12
Larimer 2145235240 0 717 365 29 2
Larimer 2145235241 0 546 306 28 5
Larimer 2145235242 0 376 244 13 3
Larimer 2145235243 0 422 380 18 3
Larimer 2145235244 0 464 154 18 2
Larimer 2145235245 0 404 258 15 4
Larimer 2145235246 0 459 186 24 5
Larimer 2145235247 0 387 77 13 3
Larimer 2145335301 0 667 148 25 7
Larimer 2145335302 0 1229 160 23 9
Larimer 2145335303 0 883 148 17 4
Larimer 2145335304 0 501 155 16 4
Larimer 2145335305 0 781 270 34 6
Larimer 2145335306 0 428 104 13 5
Larimer 2145335307 0 460 103 12 6
Larimer 2145335308 0 461 123 26 5
Larimer 2145335309 0 559 125 17 4
Larimer 2145335310 0 467 207 11 7
Larimer 2145335311 0 490 159 22 4
Larimer 2145335312 0 813 226 24 15
Larimer 2145335313 0 729 292 22 8
Larimer 2145335314 0 638 232 23 3
Larimer 2145335315 0 772 328 28 18
Larimer 2145335316 0 547 244 20 6
Larimer 2145335317 0 820 359 25 4
Larimer 2145335318 0 670 242 31 8
Larimer 2145335319 0 583 326 14 7
Larimer 2145335320 0 544 237 17 12
Larimer 2145335321 0 613 193 29 9
Larimer 2145335322 0 661 342 31 8
Larimer 2145335323 0 635 361 21 9
Larimer 2145335324 0 842 514 19 12
Larimer 2145335325 0 816 364 33 11
Larimer 2145335326 0 458 190 22 12
Larimer 2145335327 0 677 468 30 8
Larimer 2145335328 0 737 492 19 2
Larimer 2145335329 0 509 416 29 6
Larimer 2145335330 0 555 497 23 5
Larimer 2145335331 0 340 276 11 7
Larimer 2145335332 0 467 343 33 1
Larimer 2145335333 0 417 317 21 3
Larimer 2145335334 0 690 121 20 4
Larimer 2145335335 0 371 81 7 5
Larimer 2145335336 0 532 111 21 4
Larimer 2145335337 0 541 142 32 6
Larimer 2145335338 0 541 130 21 5
Larimer 2145335339 0 487 118 16 4
Larimer 2145335340 0 418 210 23 4
Larimer 2145335341 0 493 89 11 6
Larimer 2145335342 0 381 185 21 4
Larimer 2145335343 0 456 126 14 3
Larimer 2145335344 0 438 149 23 4
Larimer 2154935401 0 246 296 11 10
Larimer 2154935402 0 237 407 22 4
Larimer 2154935403 0 288 642 22 11
Larimer 2154935404 0 26 44 2 2
Larimer 2154935405 0 338 254 9 6
Larimer 2154935406 0 418 331 16 6
Larimer 2154935407 0 355 246 16 3
Larimer 2154935408 0 332 371 14 4
Larimer 2154935409 0 353 610 30 8
Larimer 2154935410 0 352 403 23 5
Larimer 2154935411 0 608 522 26 4
Larimer 2154935412 0 397 287 23 9
Larimer 2154935413 0 541 475 24 5
Larimer 2154935414 0 485 424 24 9
Larimer 2154935415 0 552 436 24 6
Larimer 2154935416 0 650 447 17 4
Larimer 2154935417 0 550 414 17 6
Larimer 2154935418 0 490 747 43 16
Larimer 2154935419 0 690 963 50 20
Larimer 2154935420 0 392 397 26 10
Larimer 2154935421 0 317 418 32 11
Larimer 2154935422 0 453 755 34 14
Larimer 2154935423 0 447 756 33 7
Larimer 2154935424 0 9 21 1 2
Larimer 2154935425 0 54 83 2 4
Larimer 2154935426 0 380 510 24 4
Larimer 2154935427 0 617 495 31 5
Larimer 2154935428 0 632 343 18 6
Larimer 2154935429 0 403 350 23 17
Larimer 2154935430 0 324 443 23 6
Larimer 2154935431 0 375 522 34 16
Larimer 2154935432 0 507 653 43 14
Larimer 2154935433 0 390 590 42 8
Larimer 2154935434 0 294 501 29 6
Larimer 2154935435 0 343 445 21 8
Larimer 2154935436 0 308 343 26 3
Larimer 2154935437 0 318 451 22 6
Larimer 2154935438 0 376 415 22 8
Larimer 2154935439 0 310 240 23 5
Larimer 2154935440 0 286 304 21 7
Larimer 2154935441 0 454 276 15 6
Larimer 2155135501 0 281 369 26 14
Larimer 2155135502 0 378 594 27 13
Larimer 2155135503 0 386 610 34 11
Larimer 2155135504 0 431 500 30 12
Larimer 2155135505 0 357 400 37 11
Larimer 2155135506 0 337 454 38 13
Larimer 2155135507 0 553 769 23 10
Larimer 2155135508 0 350 428 11 4
Larimer 2155135509 0 300 314 19 8
Larimer 2155135510 0 477 497 28 13
Larimer 2155135511 0 303 415 18 5
Larimer 2155135512 0 503 552 40 19
Larimer 2155135513 0 381 440 40 12
Larimer 2155135514 0 486 482 34 16
Larimer 2155135515 0 385 500 27 17
Larimer 2155135516 0 594 700 20 8
Larimer 2155135517 0 465 548 36 5
Larimer 2155135518 0 489 586 49 15
Larimer 2155135519 0 411 527 35 10
Larimer 2155135520 0 467 546 39 16
Larimer 2155135521 0 454 475 26 11
Larimer 2155135522 0 583 709 34 10
Larimer 2155135523 0 406 456 17 16
Larimer 2155135524 0 398 491 30 7
Larimer 2155135525 0 288 370 8 3
Larimer 2155135526 0 541 600 22 5
Larimer 2155135527 0 419 527 31 14
Larimer 2155135528 0 617 516 46 12
Larimer 2155135529 0 393 236 22 20
Larimer 2155135530 0 528 491 52 16
Larimer 2155135531 0 338 421 14 6
Larimer 2155135532 0 500 472 27 14
Larimer 2155135533 0 354 350 20 12
Larimer 2155135534 0 254 255 22 7
Larimer 2155135535 0 452 570 45 20
Larimer 2155135536 0 529 757 50 14
Larimer 2155135537 0 541 698 40 11
Larimer 2155135538 0 454 713 40 15
Larimer 2155135539 0 438 591 23 17
Larimer 2155135540 0 203 258 24 8
Larimer 2155135541 0 424 770 22 20
Larimer 2155135542 0 495 398 35 5
Larimer 2155135543 0 222 316 26 3
Larimer 2155135544 0 373 238 19 10
Larimer 2155135545 0 292 366 32 7
Larimer 2155135546 0 312 229 17 5
Larimer 2155135547 0 287 292 25 10
Larimer 2155135548 0 254 223 12 7
Larimer 2155135549 0 197 304 15 7
Larimer 2155235601 0 207 83 11 5
Larimer 2155235602 0 521 255 9 1
Larimer 2155235603 0 672 537 26 8
Larimer 2155335701 0 732 254 33 10
Larimer 2155335702 0 578 277 15 6
Larimer 2155335703 0 384 271 24 10
Larimer 2234935801 0 352 407 24 6
Larimer 2234935802 0 305 358 13 3
Larimer 2234935803 0 445 788 17 9
Larimer 2234935804 0 291 351 10 5
Larimer 2234935805 0 250 325 15 1
Larimer 2234935806 0 313 464 16 3
Larimer 2234935807 0 250 363 10 7
Larimer 2234935808 0 386 735 16 4
Larimer 2234935809 0 229 663 14 10
Larimer 2234935810 0 264 475 26 2
Larimer 2234935811 0 344 597 26 10
Larimer 2234935812 0 297 511 9 1
Larimer 2234935813 0 294 511 20 4
Larimer 2234935814 0 294 370 18 4
Larimer 2235235101 0 405 212 22 6
Larimer 2235235102 0 99 98 4 3
"Las Animas" 4356436001 0 13 138 2 2
"Las Animas" 4356436002 0 27 44 2 1
"Las Animas" 4356436003 0 179 347 8 8
"Las Animas" 4356436004 0 206 215 15 7
"Las Animas" 4356436005 0 101 200 8 4
"Las Animas" 4356436006 0 123 180 9 9
"Las Animas" 4356436007 0 145 233 8 3
"Las Animas" 4356436008 0 113 96 6 4
"Las Animas" 4356436009 0 135 248 3 8
"Las Animas" 4356436010 0 274 222 13 15
"Las Animas" 4356436011 0 322 149 17 11
"Las Animas" 4356436012 0 269 184 11 11
"Las Animas" 4356436013 0 200 149 15 7
"Las Animas" 4356436014 0 218 151 13 8
"Las Animas" 4356436015 0 338 218 13 9
"Las Animas" 4356436016 0 286 234 17 15
Lincoln 4016437001 0 31 137 4 3
Lincoln 4016437002 0 38 200 10 3
Lincoln 4016437003 0 27 188 4 7
Lincoln 4016437004 0 24 120 2 2
Lincoln 4016437005 0 46 130 11 8
Lincoln 4016437006 0 21 147 5 5
Lincoln 4016437007 0 64 195 10 1
Lincoln 4016437008 0 3 41 1 0
Lincoln 4016437009 0 20 80 2 4
Lincoln 4016437010 0 12 127 1 0
Lincoln 4016437011 0 5 38 1 0
Lincoln 4016437012 0 2 23 4 0
Lincoln 4016437013 0 65 193 5 4
Logan 4016538001 0 189 471 26 10
Logan 4016538002 0 167 368 29 15
Logan 4016538003 0 99 228 7 7
Logan 4016538004 0 162 346 19 9
Logan 4016538005 0 146 294 25 20
Logan 4016538006 0 163 350 14 6
Logan 4016538007 0 230 583 20 11
Logan 4016538008 0 159 718 22 10
Logan 4016538009 0 138 727 16 9
Logan 4016538010 0 102 581 24 10
Logan 4016538011 0 60 373 11 2
Logan 4016538012 0 36 242 7 1
Logan 4016538013 0 70 394 14 2
Logan 4016538014 0 38 223 4 6
Logan 4016538015 0 88 278 12 2
Logan 4016538016 0 20 173 2 0
Mesa 3075439001 0 198 918 28 11
Mesa 3075439002 0 324 879 27 14
Mesa 3075439003 0 378 740 26 16
Mesa 3075439004 0 508 877 42 13
Mesa 3075439005 0 355 738 23 12
Mesa 3075439006 0 437 997 36 8
Mesa 3075439007 0 392 709 29 3
Mesa 3075439008 0 209 451 11 1
Mesa 3075439009 0 259 484 26 3
Mesa 3075439010 0 245 481 37 10
Mesa 3075439011 0 33 114 4 2
Mesa 3075439012 0 201 758 25 13
Mesa 3075439013 0 377 710 35 16
Mesa 3075439014 0 253 676 19 9
Mesa 3075439015 0 274 525 21 4
Mesa 3075439016 0 180 501 12 6
Mesa 3075439017 0 341 341 30 11
Mesa 3075439018 0 99 408 9 11
Mesa 3075439019 0 86 285 14 1
Mesa 3075439020 0 449 873 55 11
Mesa 3075439021 0 380 859 33 21
Mesa 3075439022 0 403 882 66 28
Mesa 3075439023 0 389 679 30 23
Mesa 3075439024 0 433 739 46 22
Mesa 3075439025 0 383 946 40 15
Mesa 3075439026 0 446 796 38 31
Mesa 3075439027 0 477 947 44 11
Mesa 3075439028 0 330 912 13 4
Mesa 3075439029 0 277 1147 32 13
Mesa 3075539030 0 648 965 46 17
Mesa 3075539031 0 341 697 20 6
Mesa 3075539032 0 322 547 14 6
Mesa 3075539033 0 579 911 22 8
Mesa 3075539034 0 254 476 22 3
Mesa 3075539035 0 488 690 16 9
Mesa 3075539036 0 411 458 22 3
Mesa 3075539037 0 526 563 23 4
Mesa 3075539038 0 713 708 49 10
Mesa 3075539039 0 927 380 50 14
Mesa 3075539040 0 485 773 19 8
Mesa 3075539041 0 347 743 25 9
Mesa 3075539042 0 527 796 27 11
Mesa 3075539043 0 754 598 41 12
Mesa 3075539044 0 635 742 45 18
Mesa 3075539045 0 871 526 49 14
Mesa 3075539046 0 666 748 47 14
Mesa 3075539047 0 528 930 29 7
Mesa 3075539048 0 538 1010 24 11
Mesa 3075539049 0 568 783 45 19
Mesa 3075539050 0 416 758 35 8
Mesa 3075539051 0 390 773 38 10
Mesa 3075539052 0 409 846 36 11
Mesa 3075539053 0 428 798 41 18
Mesa 3075539054 0 549 894 59 28
Mesa 3075539055 0 413 594 39 21
Mesa 3075539056 0 518 1021 59 21
Mesa 3075539057 0 506 1093 35 9
Mineral 3356240001 0 259 319 16 8
Moffat 3085741001 0 139 855 16 12
Moffat 3085741002 0 57 363 14 5
Moffat 3085741003 0 120 724 24 7
Moffat 3085741004 0 7 16 0 0
Moffat 3085741005 0 117 489 12 16
Moffat 3085741006 0 14 156 6 1
Moffat 3085741007 0 88 401 15 9
Moffat 3085741008 0 37 118 1 0
Moffat 3085741009 0 132 369 16 4
Moffat 3085741010 0 8 83 2 0
Moffat 3085741011 0 79 308 10 5
Moffat 3085741012 0 71 176 11 5
Moffat 3085741013 0 77 170 11 1
Montezuma 3065842001 0 88 321 9 1
Montezuma 3065842002 0 750 881 49 11
Montezuma 3065842003 0 374 940 22 4
Montezuma 3065842004 0 408 986 33 12
Montezuma 3065842005 0 246 486 18 7
Montezuma 3065842006 0 112 25 14 6
Montezuma 3065842007 0 386 869 25 11
Montezuma 3065842008 0 444 529 29 5
Montezuma 3065842009 0 364 502 29 8
Montezuma 3065842010 0 307 612 21 11
Montezuma 3065842011 0 924 782 41 12
Montrose 3065843001 0 253 565 21 6
Montrose 3065843002 0 231 615 12 5
Montrose 3065843003 0 436 465 27 8
Montrose 3065843004 0 365 410 27 14
Montrose 3065843005 0 80 456 8 3
Montrose 3065843006 0 260 460 18 8
Montrose 3065843007 0 208 265 21 3
Montrose 3065843008 0 24 192 6 1
Montrose 3065843009 0 329 483 25 14
Montrose 3065843010 0 19 66 4 1
Montrose 3065843011 0 47 92 5 0
Montrose 3065843012 0 180 594 25 5
Montrose 3065843013 0 174 513 16 8
Montrose 3065843014 0 197 285 12 4
Montrose 3065843015 0 3 11 0 0
Montrose 3065843016 0 56 196 3 4
Montrose 3065843017 0 226 468 14 7
Montrose 3065843018 0 237 600 10 7
Montrose 3065843019 0 208 545 16 1
Montrose 3065843020 0 273 613 21 5
Montrose 3065843021 0 207 606 17 13
Montrose 3065843022 0 237 533 14 9
Montrose 3065843023 0 309 648 25 5
Montrose 3065843024 0 366 484 21 8
Montrose 3065843025 0 298 651 16 3
Montrose 3065843026 0 275 542 16 5
Montrose 3065843027 0 223 429 25 15
Montrose 3065843028 0 134 679 20 9
Morgan 4016544001 0 211 1065 43 18
Morgan 4016544002 0 85 417 10 7
Morgan 4016544003 0 159 422 12 11
Morgan 4016544004 0 139 548 20 7
Morgan 4016544005 0 171 459 18 10
Morgan 4016544006 0 281 368 24 11
Morgan 4016544007 0 180 260 11 7
Morgan 4016544008 0 180 237 15 11
Morgan 4016544009 0 244 303 26 10
Morgan 4016544010 0 213 417 27 7
Morgan 4016544011 0 197 664 16 9
Morgan 4016544012 0 35 182 1 3
Morgan 4016544013 0 51 299 4 4
Morgan 4016544014 0 172 317 18 12
Morgan 4016544015 0 158 361 13 11
Morgan 4016544016 0 145 441 19 14
Morgan 4016544017 0 223 569 20 11
Otero 4354745001 0 265 390 17 13
Otero 4354745002 0 138 213 10 11
Otero 4354745003 0 185 441 24 5
Otero 4354745004 0 136 286 10 6
Otero 4354745005 0 198 103 20 10
Otero 4354745006 0 84 261 9 6
Otero 4354745007 0 146 156 11 10
Otero 4354745008 0 236 129 17 20
Otero 4354745009 0 236 185 8 12
Otero 4354745010 0 163 124 13 14
Otero 4354745011 0 143 348 21 11
Otero 4354745012 0 254 214 35 15
Otero 4354745013 0 192 129 15 14
Otero 4354745014 0 186 329 21 9
Otero 4354745015 0 162 229 19 12
Otero 4354745016 0 119 389 10 8
Otero 4354745017 0 70 150 7 6
Ouray 3065946001 0 258 121 12 2
Ouray 3065946002 0 280 230 13 3
Ouray 3065946003 0 638 366 20 6
Ouray 3065946004 0 157 281 11 6
Ouray 3065946005 0 535 239 11 3
Park 2026047008 0 233 337 26 5
Park 2026047010 0 391 492 41 5
Park 2026047011 0 228 466 18 10
Park 2026047012 0 465 752 46 18
Park 2026047013 0 491 618 38 10
Park 5026047001 0 530 566 39 13
Park 5026047002 0 328 172 18 10
Park 5026047003 0 221 441 21 10
Park 5026047004 0 69 141 7 2
Park 5026047005 0 126 330 9 2
Park 5026047006 0 167 409 24 8
