COUNTY AREA TOTAL DEM REP CON IND LIB
COUNTY AREA TOTAL Biden Trump Blankenship Other Jorgensen
Nye "ROUND MTN 12" 0 56 336 0 0 8
Nye "SMOKY VALLEY 35" 0 19 349 1 1 3
Nye "SUNNYSIDE 13" 0 5 17 0 0 0
Nye "TONOPAH 14" 0 188 753 2 10 14
Nye "TONOPAH 15" 0 15 27 0 3 0
Pershing 1 0 162 585 1 4 5
Pershing 3 0 129 265 0 7 3
Pershing 4 0 110 203 3 5 3
Pershing 5 0 14 109 0 0 0
Pershing 6 0 80 398 2 0 4
Pershing 7 0 52 171 1 4 0
Pershing 88 0 0 0 0 0 0
Storey 1 0 98 244 1 1 2
Storey 10 0 0 0 0 0 0
Storey 11 0 1 1 1 1 1
Storey 12 0 1 1 1 1 1
Storey 13 0 0 0 0 0 0
Storey 14 0 0 0 0 0 0
Storey 15 0 3 8 0 0 2
Storey 2 0 127 240 0 7 4
Storey 3 0 2 20 0 0 0
Storey 4 0 128 312 0 2 2
Storey 5 0 299 700 2 10 12
Storey 6 0 243 377 0 10 12
Storey 7 0 0 0 0 0 0
Storey 8 0 0 0 0 0 0
Storey 88 0 0 0 0 0 0
Storey 9 0 0 0 0 0 0
Washoe 1000 0 396 160 0 11 6
Washoe 1002 0 501 308 2 13 9
Washoe 1003 0 880 396 1 20 25
Washoe 1005 0 0 0 0 0 0
Washoe 1006 0 248 106 1 5 3
Washoe 1007 0 688 522 1 25 8
Washoe 1008 0 246 128 1 5 2
Washoe 1010 0 725 452 2 22 17
Washoe 1011 0 568 297 4 8 6
Washoe 1012 0 249 173 0 8 5
Washoe 1014 0 723 458 2 20 9
Washoe 1015 0 19 9 0 1 1
Washoe 1016 0 594 357 5 10 36
Washoe 1018 0 709 246 5 14 24
Washoe 1020 0 612 434 2 15 7
Washoe 1022 0 540 397 0 11 7
Washoe 1023 0 370 312 0 8 3
Washoe 1024 0 722 565 4 17 14
Washoe 1026 0 426 317 0 8 8
Washoe 1027 0 238 142 1 1 3
Washoe 1029 0 724 606 3 18 9
Washoe 1031 0 359 278 0 8 7
Washoe 1032 0 331 219 0 9 5
Washoe 1033 0 609 338 1 18 9
Washoe 1035 0 352 122 3 5 7
Washoe 1036 0 462 170 2 10 13
Washoe 1038 0 277 168 0 2 0
Washoe 1039 0 300 184 3 5 6
Washoe 1040 0 0 0 0 0 0
Washoe 1043 0 488 292 2 11 20
Washoe 1044 0 675 537 4 21 21
Washoe 1045 0 277 246 1 7 11
Washoe 1046 0 89 61 0 1 0
Washoe 1047 0 140 154 2 9 3
Washoe 1050 0 0 0 0 0 0
Washoe 1051 0 1 1 1 1 1
Washoe 1053 0 245 184 0 4 3
Washoe 1055 0 613 434 7 17 27
Washoe 1056 0 561 366 0 12 25
Washoe 1057 0 789 522 4 15 26
Washoe 1058 0 1 1 1 1 1
Washoe 1059 0 0 0 0 0 0
Washoe 1061 0 0 0 0 0 0
Washoe 2000 0 233 139 2 4 3
Washoe 2002 0 0 0 0 0 0
Washoe 2004 0 435 190 5 8 10
Washoe 2006 0 523 362 1 4 8
Washoe 2007 0 52 19 0 3 0
Washoe 2009 0 205 88 0 3 2
Washoe 2010 0 173 132 0 6 1
Washoe 2013 0 174 172 2 5 0
Washoe 2016 0 301 252 0 5 9
Washoe 2017 0 403 251 2 9 12
Washoe 2018 0 649 496 0 20 22
Washoe 2019 0 756 1026 0 16 21
Washoe 2020 0 216 140 1 7 10
Washoe 2021 0 254 295 3 5 2
Washoe 2022 0 209 275 0 9 3
Washoe 2023 0 596 393 3 13 16
Washoe 2025 0 200 270 0 5 3
Washoe 2026 0 217 112 1 7 7
Washoe 2027 0 338 293 0 9 5
Washoe 2028 0 386 343 0 15 5
Washoe 2029 0 310 278 0 10 8
Washoe 2030 0 270 231 1 5 4
Washoe 2031 0 457 514 9 15 4
Washoe 2032 0 515 349 1 8 16
Washoe 2033 0 728 829 5 23 20
Washoe 2034 0 204 297 1 5 2
Washoe 2035 0 332 445 1 10 15
Washoe 2036 0 452 392 0 11 16
Washoe 2037 0 600 590 4 16 17
Washoe 2039 0 309 188 0 5 14
Washoe 2040 0 247 175 0 5 7
Washoe 2041 0 1048 1085 1 18 18
Washoe 2042 0 592 512 2 15 15
Washoe 2043 0 1 1 1 1 1
Washoe 2047 0 436 402 2 17 12
Washoe 2048 0 0 0 0 0 0
Washoe 2049 0 613 322 3 9 13
Washoe 2050 0 326 243 0 8 0
Washoe 2051 0 0 0 0 0 0
Washoe 2057 0 0 0 0 0 0
Washoe 2058 0 1080 1107 5 26 31
Washoe 2060 0 178 167 1 14 7
Washoe 2062 0 76 70 0 1 0
Washoe 2064 0 0 0 0 0 0
Washoe 2065 0 85 61 0 1 2
Washoe 2068 0 505 506 2 19 13
Washoe 2070 0 32 59 0 0 0
Washoe 2073 0 1 1 1 1 1
Washoe 2074 0 0 0 0 0 0
Washoe 2078 0 0 0 0 0 0
Washoe 2080 0 485 488 2 9 14
Washoe 2081 0 828 935 4 23 22
Washoe 3001 0 254 161 3 3 9
Washoe 3002 0 1 1 1 1 1
Washoe 3003 0 1 1 1 1 1
Washoe 3004 0 342 170 2 9 9
Washoe 3005 0 33 17 1 0 2
Washoe 3006 0 164 106 3 4 3
Washoe 3007 0 705 307 3 4 13
Washoe 3008 0 332 142 2 3 6
Washoe 3009 0 910 286 5 15 20
Washoe 3010 0 725 334 2 15 20
Washoe 3011 0 182 100 1 5 10
Washoe 3012 0 633 255 2 8 15
Washoe 3013 0 1 1 1 1 1
Washoe 3014 0 54 21 1 0 1
Washoe 3015 0 15 14 0 0 0
Washoe 3016 0 761 377 3 10 11
Washoe 3017 0 621 243 0 7 6
Washoe 3018 0 589 206 3 5 10
Washoe 3019 0 379 211 1 7 6
Washoe 3020 0 367 193 1 10 13
Washoe 3021 0 8 11 0 0 0
Washoe 3022 0 559 379 0 8 20
Washoe 3023 0 290 125 1 7 7
Washoe 3024 0 598 435 4 11 10
Washoe 3025 0 1 1 1 1 1
Washoe 3026 0 671 512 5 23 24
Washoe 3027 0 1 1 1 1 1
Washoe 3028 0 211 77 0 1 5
Washoe 3029 0 148 150 0 4 6
Washoe 3030 0 219 186 0 6 14
Washoe 3031 0 338 212 2 11 17
Washoe 3032 0 348 291 1 12 16
Washoe 3035 0 0 0 0 0 0
Washoe 3036 0 140 61 0 1 0
Washoe 3038 0 874 890 7 21 26
Washoe 3039 0 1 1 1 1 1
Washoe 3040 0 299 86 1 6 2
Washoe 4000 0 475 215 1 13 14
Washoe 4003 0 320 219 0 2 16
Washoe 4005 0 334 215 2 7 8
Washoe 4007 0 7 8 0 0 0
Washoe 4009 0 242 201 2 7 5
Washoe 4012 0 426 210 3 8 16
Washoe 4014 0 502 391 5 7 18
Washoe 4015 0 1 1 1 1 1
Washoe 4016 0 745 544 2 16 31
Washoe 4017 0 597 412 5 19 16
Washoe 4018 0 0 0 0 0 0
Washoe 4019 0 464 436 2 20 16
Washoe 4020 0 171 88 0 2 4
Washoe 4021 0 282 323 1 2 12
Washoe 4022 0 52 35 1 0 2
Washoe 4023 0 304 269 3 9 14
Washoe 4024 0 318 226 0 6 12
Washoe 4025 0 353 311 2 16 10
Washoe 4026 0 0 0 0 0 0
Washoe 4029 0 0 0 0 0 0
Washoe 4032 0 633 862 6 16 29
Washoe 4033 0 617 456 0 7 11
Washoe 4035 0 895 794 6 18 45
Washoe 4036 0 330 317 1 8 9
Washoe 4037 0 513 420 3 14 18
Washoe 4038 0 312 236 4 9 8
Washoe 4039 0 761 535 1 8 31
Washoe 4040 0 1 1 1 1 1
Washoe 4041 0 568 522 5 14 30
Washoe 4042 0 0 0 0 0 0
Washoe 4043 0 11 21 0 0 0
Washoe 4045 0 344 242 1 10 15
Washoe 4046 0 125 117 2 1 9
Washoe 4047 0 39 19 0 0 2
Washoe 4051 0 0 0 0 0 0
Washoe 4052 0 0 0 0 0 0
Washoe 4053 0 813 304 2 9 16
Washoe 4054 0 0 0 0 0 0
Washoe 4055 0 0 0 0 0 0
Washoe 4056 0 0 0 0 0 0
Washoe 5000 0 418 201 1 10 12
Washoe 5003 0 36 12 2 1 1
Washoe 5005 0 379 304 1 11 10
Washoe 5006 0 768 306 1 18 11
Washoe 5007 0 173 104 0 4 7
Washoe 5008 0 376 182 2 5 3
Washoe 5009 0 413 139 1 7 3
Washoe 5010 0 493 145 2 10 21
Washoe 5011 0 482 291 1 12 11
Washoe 5012 0 284 146 1 10 15
Washoe 5014 0 390 286 0 7 6
Washoe 5015 0 354 278 2 5 14
Washoe 5016 0 664 375 0 16 29
Washoe 5018 0 551 320 0 8 12
Washoe 5020 0 176 124 2 6 6
Washoe 5022 0 617 294 1 12 13
Washoe 5023 0 0 0 0 0 0
Washoe 5024 0 637 432 3 17 31
Washoe 5026 0 595 370 0 14 15
Washoe 5027 0 461 134 1 5 18
Washoe 5030 0 424 434 2 20 11
Washoe 5031 0 420 533 3 7 3
Washoe 5032 0 80 73 1 2 0
Washoe 5033 0 462 281 2 9 18
Washoe 5034 0 454 313 3 6 15
Washoe 5035 0 691 457 6 14 17
Washoe 5036 0 763 572 3 14 20
Washoe 5039 0 11 28 0 0 1
Washoe 5040 0 507 436 8 15 5
Washoe 5041 0 327 289 1 4 9
Washoe 5045 0 808 1028 3 28 12
Washoe 5046 0 731 859 3 15 11
Washoe 5047 0 111 130 0 1 6
Washoe 5048 0 45 91 0 2 1
Washoe 5049 0 0 0 0 0 0
Washoe 5051 0 0 0 0 0 0
Washoe 5053 0 6 20 0 1 0
Washoe 5054 0 1 1 1 1 1
Washoe 5056 0 715 339 3 13 9
Washoe 5061 0 0 0 0 0 0
Washoe 5062 0 682 477 2 15 30
Washoe 5063 0 177 133 1 5 1
Washoe 5064 0 425 138 0 7 4
Washoe 5065 0 0 0 0 0 0
Washoe 5066 0 404 136 2 8 6
Washoe 6100 0 526 281 2 7 13
Washoe 6101 0 143 48 0 2 5
Washoe 6104 0 0 0 0 0 0
Washoe 6105 0 194 123 2 2 4
Washoe 6106 0 264 168 2 9 2
Washoe 6107 0 78 107 1 4 3
Washoe 6108 0 741 419 4 9 28
Washoe 6109 0 375 228 4 10 12
Washoe 6110 0 432 293 4 5 19
Washoe 6111 0 409 287 2 8 9
Washoe 6113 0 338 154 2 8 11
Washoe 6114 0 577 379 1 12 15
Washoe 6115 0 22 11 0 0 0
Washoe 6202 0 846 469 3 13 28
Washoe 6203 0 297 125 3 3 2
Washoe 6205 0 557 307 4 10 7
Washoe 6206 0 130 22 1 1 4
Washoe 6207 0 0 0 0 0 0
Washoe 6208 0 334 212 2 11 8
Washoe 6209 0 235 112 2 3 5
Washoe 6210 0 485 302 2 11 11
Washoe 6211 0 599 367 6 10 14
Washoe 6212 0 169 136 0 2 5
Washoe 6213 0 354 210 2 10 11
Washoe 6214 0 292 301 4 3 4
Washoe 6216 0 377 301 4 7 6
Washoe 6217 0 0 0 0 0 0
Washoe 6218 0 0 0 0 0 0
Washoe 6300 0 386 376 2 5 14
Washoe 6301 0 211 265 3 8 4
Washoe 6302 0 414 287 3 6 15
Washoe 6303 0 89 40 0 3 2
Washoe 6306 0 529 379 3 5 20
Washoe 6307 0 678 500 5 17 15
Washoe 6308 0 486 536 3 13 5
Washoe 6310 0 349 308 0 11 11
Washoe 6311 0 400 322 3 7 16
Washoe 6313 0 534 531 1 12 11
Washoe 6314 0 280 276 2 3 8
Washoe 6317 0 0 0 0 0 0
Washoe 6318 0 100 82 0 2 5
Washoe 6319 0 453 498 0 11 12
Washoe 6320 0 505 562 3 14 16
Washoe 6400 0 350 406 1 7 16
Washoe 6403 0 632 655 0 14 14
Washoe 6405 0 340 448 2 11 10
Washoe 6411 0 472 631 0 19 14
Washoe 6413 0 537 816 5 17 16
Washoe 6414 0 0 0 0 0 0
Washoe 6415 0 323 598 1 8 6
Washoe 6416 0 621 766 4 16 25
Washoe 6418 0 578 824 6 15 28
Washoe 6422 0 564 749 3 13 5
Washoe 6423 0 472 698 2 13 15
Washoe 6425 0 823 1066 4 21 31
Washoe 6427 0 0 0 0 0 0
Washoe 6500 0 732 821 8 18 22
Washoe 6501 0 698 594 2 17 17
Washoe 6503 0 1 1 1 1 1
Washoe 6508 0 297 297 5 10 3
Washoe 6511 0 393 273 4 14 11
Washoe 6513 0 383 313 3 12 15
Washoe 6514 0 553 393 9 14 14
Washoe 6516 0 755 778 3 19 16
Washoe 6519 0 604 639 3 17 18
Washoe 6520 0 252 222 2 10 6
Washoe 6521 0 168 172 2 4 3
Washoe 6522 0 232 305 0 11 1
Washoe 6523 0 115 130 0 5 6
Washoe 6524 0 918 977 7 29 20
Washoe 6525 0 58 72 1 3 2
Washoe 6526 0 274 208 2 6 9
Washoe 6527 0 0 0 0 0 0
Washoe 6528 0 0 0 0 0 0
Washoe 6529 0 0 0 0 0 0
Washoe 6530 0 0 0 0 0 0
Washoe "6531 MP" 0 0 0 0 0 0
Washoe 7100 0 1 1 1 1 1
Washoe 7300 0 148 13 2 2 4
Washoe 7302 0 1 1 1 1 1
Washoe 7304 0 218 162 0 9 8
Washoe 7306 0 55 24 0 4 0
Washoe 7307 0 8 12 1 0 0
Washoe 7308 0 15 11 0 0 0
Washoe 7309 0 5 10 0 0 0
Washoe 7312 0 336 272 1 7 5
Washoe 7313 0 93 65 1 2 2
Washoe 7314 0 319 292 3 5 10
Washoe 7315 0 1 1 1 1 1
Washoe 7316 0 435 357 7 10 14
Washoe 7317 0 1 1 1 1 1
Washoe 7318 0 54 41 0 1 2
Washoe 7319 0 8 17 0 0 0
Washoe 7321 0 1 1 1 1 1
Washoe 7400 0 1 1 1 1 1
Washoe 7402 0 396 461 4 7 16
Washoe 7403 0 1 1 1 1 1
Washoe 7404 0 8 33 0 1 1
Washoe 7406 0 1 1 1 1 1
Washoe 7407 0 289 783 4 7 10
Washoe 7408 0 181 535 1 7 2
Washoe 7410 0 357 613 3 13 8
Washoe 7412 0 319 190 4 5 4
Washoe 7413 0 1 1 1 1 1
Washoe 7414 0 462 906 5 12 22
Washoe 7415 0 480 958 4 14 22
Washoe 7416 0 299 646 2 12 8
Washoe 7417 0 291 731 1 15 13
Washoe 7418 0 402 947 0 11 10
Washoe 7424 0 29 47 0 1 4
Washoe 7425 0 380 843 3 11 20
Washoe 7426 0 11 15 0 0 0
Washoe 7428 0 1 1 1 1 1
Washoe 7430 0 304 717 6 8 12
Washoe 7431 0 21 59 0 1 1
Washoe 7433 0 36 88 0 1 0
Washoe 7500 0 67 107 0 2 0
Washoe 7501 0 164 127 1 5 4
Washoe 7502 0 581 465 2 16 19
Washoe 7503 0 17 13 0 0 1
Washoe 7504 0 559 490 3 16 21
Washoe 7505 0 177 119 1 3 4
Washoe 7506 0 135 340 2 2 4
Washoe 7507 0 95 139 0 1 4
Washoe 7508 0 46 19 0 0 0
Washoe 7509 0 1 1 1 1 1
Washoe 7512 0 27 55 0 3 0
Washoe 7513 0 288 275 4 9 14
Washoe 7514 0 233 192 1 4 8
Washoe 7516 0 13 28 0 0 0
Washoe 7517 0 177 139 1 4 0
Washoe 7518 0 1 1 1 1 1
Washoe 7519 0 170 486 0 5 6
Washoe 7520 0 332 475 7 7 13
Washoe 7521 0 16 39 0 1 1
Washoe 7522 0 43 44 0 2 2
Washoe 7523 0 591 1085 5 17 39
Washoe 7524 0 225 467 2 11 12
Washoe 7525 0 488 1017 3 17 22
Washoe 7526 0 401 483 2 6 9
Washoe 7527 0 195 247 2 3 0
Washoe 7528 0 1 1 1 1 1
Washoe 7529 0 74 232 1 7 3
Washoe 7531 0 4 22 0 0 0
Washoe 7532 0 393 431 2 9 6
Washoe 7533 0 125 92 2 4 3
Washoe 7534 0 52 45 0 1 1
Washoe 7536 0 452 833 3 8 22
Washoe 7537 0 59 75 1 3 3
Washoe 7539 0 1 1 1 1 1
Washoe 7540 0 111 217 0 2 4
Washoe 7541 0 437 730 3 12 27
Washoe 7543 0 229 367 1 7 12
Washoe 7546 0 0 0 0 0 0
Washoe 7547 0 17 47 0 1 1
Washoe 7548 0 6 7 0 0 0
Washoe 7549 0 1 1 1 1 1
Washoe 7550 0 14 16 0 0 0
Washoe 7552 0 58 160 0 1 4
Washoe 7553 0 19 36 0 1 1
Washoe 7556 0 1 1 1 1 1
Washoe 7557 0 315 528 3 13 13
Washoe 7558 0 1 1 1 1 1
Washoe 7562 0 0 0 0 0 0
Washoe 7563 0 20 20 0 1 2
Washoe 7565 0 11 6 0 0 0
Washoe 7566 0 0 0 0 0 0
Washoe 7567 0 1 1 1 1 1
Washoe 7569 0 6 22 0 0 0
Washoe 7570 0 34 68 0 6 1
Washoe 7571 0 24 47 1 2 1
Washoe 7572 0 10 7 0 0 0
Washoe 7573 0 200 32 0 3 0
Washoe 7574 0 0 0 0 0 0
Washoe 7576 0 179 563 1 10 9
Washoe 7577 0 120 155 1 3 4
Washoe 7578 0 24 74 0 0 2
Washoe 7579 0 85 57 0 2 0
Washoe 7581 0 165 18 2 5 3
Washoe 7582 0 1 14 0 0 0
Washoe 7583 0 1 1 1 1 1
Washoe 7584 0 1 1 1 1 1
Washoe 7585 0 1 1 1 1 1
Washoe 7586 0 74 148 1 2 2
Washoe 7587 0 3 12 0 0 0
Washoe 7588 0 13 12 0 1 0
Washoe 7589 0 1 1 1 1 1
Washoe 7591 0 0 0 0 0 0
Washoe 7592 0 10 35 0 0 1
Washoe 7593 0 20 34 3 1 0
Washoe 7594 0 1 1 1 1 1
Washoe 7595 0 0 0 0 0 0
Washoe 7596 0 0 0 0 0 0
Washoe 7597 0 0 0 0 0 0
Washoe 7598 0 0 0 0 0 0
Washoe 7599 0 0 0 0 0 0
Washoe 8100 0 413 377 2 16 7
Washoe 8101 0 9 2 0 1 0
Washoe 8102 0 16 11 0 0 1
Washoe 8103 0 319 282 0 14 4
Washoe 8104 0 307 281 0 8 7
Washoe 8105 0 376 333 0 12 11
Washoe 8106 0 446 394 3 9 13
Washoe 8107 0 457 452 4 6 15
Washoe 8108 0 428 376 1 15 8
Washoe 8109 0 499 561 2 8 13
Washoe 8110 0 160 136 1 1 3
Washoe 8111 0 1 1 1 1 1
Washoe 8112 0 35 36 0 3 3
Washoe 8114 0 13 14 0 0 0
Washoe 8115 0 1 1 1 1 1
Washoe 8116 0 567 423 1 13 11
Washoe 8117 0 420 378 1 12 9
Washoe 8118 0 4 8 0 0 0
Washoe 8125 0 1 1 1 1 1
Washoe 8126 0 0 0 0 0 0
Washoe 8127 0 1 1 1 1 1
Washoe 8128 0 1 1 1 1 1
Washoe 8129 0 25 23 0 0 1
Washoe 8200 0 273 491 2 16 11
Washoe 8201 0 118 214 1 5 4
Washoe 8202 0 522 704 2 12 9
Washoe 8203 0 390 527 1 13 14
Washoe 8204 0 42 87 0 1 0
Washoe 8205 0 438 577 1 8 11
Washoe 8206 0 52 111 0 0 3
Washoe 8207 0 227 387 1 8 6
Washoe 8208 0 118 205 1 4 1
Washoe 8209 0 404 480 2 12 11
Washoe 8210 0 186 348 2 10 5
Washoe 8211 0 12 21 0 1 4
Washoe 8212 0 1 1 1 1 1
Washoe 8213 0 78 147 0 4 1
Washoe 8214 0 41 103 0 2 0
Washoe 8216 0 152 225 2 4 3
Washoe 8217 0 381 495 0 13 15
Washoe 8218 0 1 1 1 1 1
Washoe 8219 0 101 269 1 2 3
Washoe 8220 0 286 449 0 11 8
Washoe 8221 0 246 346 1 4 12
Washoe 8222 0 311 582 4 8 14
Washoe 8226 0 1 1 1 1 1
Washoe 8227 0 13 24 1 2 0
Washoe 8232 0 2 24 0 0 0
Washoe 8233 0 365 390 2 8 13
Washoe 8234 0 42 79 0 1 0
Washoe 8235 0 66 101 0 4 2
Washoe 8236 0 590 706 1 24 14
Washoe 8237 0 165 213 1 6 1
Washoe 8238 0 408 710 0 10 12
Washoe 8240 0 323 506 2 11 9
Washoe 8245 0 139 201 0 3 9
Washoe 8247 0 81 139 0 2 0
Washoe 8250 0 369 434 1 8 5
Washoe 8253 0 172 245 0 6 1
Washoe 8254 0 515 629 4 18 16
Washoe 8256 0 233 348 2 10 8
Washoe 8259 0 0 0 0 0 0
Washoe 8260 0 0 0 0 0 0
Washoe 8261 0 3 9 0 0 0
Washoe 8263 0 217 333 2 5 6
Washoe 8264 0 95 175 2 3 2
Washoe 8265 0 1 1 1 1 1
Washoe 8271 0 355 479 2 15 5
Washoe 8273 0 86 222 0 2 5
Washoe 8275 0 0 0 0 0 0
Washoe 8276 0 11 15 0 0 0
Washoe 8277 0 198 254 1 2 1
Washoe 8290 0 0 0 0 0 0
Washoe 8291 0 0 0 0 0 0
Washoe 8292 0 0 0 0 0 0
Washoe 8294 0 0 0 0 0 0
Washoe 8297 0 301 426 4 10 13
Washoe 8400 0 0 0 0 0 0
Washoe 8500 0 26 28 0 1 1
Washoe 8502 0 53 139 0 3 1
Washoe 8505 0 14 6 0 0 0
Washoe 9101 0 0 0 0 0 0
Washoe 9102 0 0 0 0 0 0
Washoe 9103 0 0 0 0 0 0
Washoe 9106 0 0 0 0 0 0
Washoe 9107 0 0 0 0 0 0
Washoe 9109 0 0 0 0 0 0
Washoe 9115 0 0 0 0 0 0
Washoe 9116 0 0 0 0 0 0
Washoe 9120 0 0 0 0 0 0
Washoe 9121 0 0 0 0 0 0
Washoe 9122 0 0 0 0 0 0
Washoe 9123 0 0 0 0 0 0
Washoe 9124 0 0 0 0 0 0
Washoe 9125 0 0 0 0 0 0
Washoe 9126 0 0 0 0 0 0
Washoe 9127 0 0 0 0 0 0
Washoe 9128 0 0 0 0 0 0
Washoe 9129 0 0 0 0 0 0
Washoe 9130 0 0 0 0 0 0
Washoe 9131 0 0 0 0 0 0
Washoe 9202 0 0 0 0 0 0
Washoe 9207 0 0 0 0 0 0
Washoe 9208 0 0 0 0 0 0
Washoe 9210 0 0 0 0 0 0
Washoe 9211 0 0 0 0 0 0
Washoe 9243 0 0 0 0 0 0
Washoe 9244 0 0 0 0 0 0
Washoe 9248 0 0 0 0 0 0
Washoe 9249 0 0 0 0 0 0
Washoe 9251 0 0 0 0 0 0
Washoe 9253 0 0 0 0 0 0
Washoe 9254 0 0 0 0 0 0
Washoe 9303 0 0 0 0 0 0
Washoe 9304 0 0 0 0 0 0
Washoe 9307 0 0 0 0 0 0
Washoe 9308 0 0 0 0 0 0
Washoe 9309 0 0 0 0 0 0
Washoe 9310 0 0 0 0 0 0
Washoe 9311 0 0 0 0 0 0
Washoe 9408 0 0 0 0 0 0
Washoe 9427 0 0 0 0 0 0
Washoe 9428 0 0 0 0 0 0
Washoe 9513 0 0 0 0 0 0
Washoe 9516 0 0 0 0 0 0
Washoe 9520 0 0 0 0 0 0
Washoe 9523 0 0 0 0 0 0
Washoe 9532 0 0 0 0 0 0
Washoe 9533 0 0 0 0 0 0
Washoe 9538 0 0 0 0 0 0
Washoe 9540 0 0 0 0 0 0
Washoe 9541 0 0 0 0 0 0
Washoe 9542 0 0 0 0 0 0
Washoe 9543 0 0 0 0 0 0
Washoe 9546 0 0 0 0 0 0
Washoe 9547 0 0 0 0 0 0
Washoe 9548 0 0 0 0 0 0
Washoe 9549 0 0 0 0 0 0
Washoe 9550 0 0 0 0 0 0
Washoe 9551 0 0 0 0 0 0
Washoe 9552 0 0 0 0 0 0
Washoe 9553 0 0 0 0 0 0
Washoe 9554 0 0 0 0 0 0
Washoe 9555 0 0 0 0 0 0
Washoe 9557 0 0 0 0 0 0
Washoe 9558 0 0 0 0 0 0
Washoe 9559 0 0 0 0 0 0
Washoe 9560 0 0 0 0 0 0
Washoe 9561 0 0 0 0 0 0
Washoe 9562 0 0 0 0 0 0
Washoe FOC 0 0 0 0 0 0
Washoe PROVISIONAL 0 10 9 0 0 1
Washoe RES 0 5 9 0 0 0
Washoe RESIDENT 0 23 40 0 1 0
"White Pine" 1 0 110 389 4 6 8
"White Pine" 10 0 26 150 0 1 0
"White Pine" 2 0 94 324 0 3 2
"White Pine" 3 0 121 336 5 1 7
"White Pine" 4 0 99 408 1 3 2
"White Pine" 5 0 172 934 4 12 11
"White Pine" 6 0 113 395 2 5 10
"White Pine" 7 0 37 142 2 2 1
"White Pine" 8 0 17 261 2 5 2
"White Pine" 88 0 1 1 1 1 1
"White Pine" 9 0 67 61 1 5 0
