COUNTY AREA TOTAL DEM REP WRI
COUNTY AREA TOTAL Smith McMaster Writein
Greenville WOODMONT 2 610 513 2
Greenville "WOODRUFF LAKES" 1 459 851 1
Greenville "MT. PLEASANT" 0 491 133 0
Greenville "BAKER CREEK" 1 193 453 1
Greenville "BRIDGE FORK" 0 312 630 0
Greenville "CASTLE ROCK" 3 319 978 3
Greenville "FOX CHASE" 1 227 752 1
Greenville FROHAWK 5 221 674 5
Greenville "GRANITE CREEK" 5 545 844 5
Greenville "GRAZE BRANCH" 0 274 570 0
Greenville GREENBRIAR 1 438 483 1
Greenville HILLCREST 2 496 781 2
Greenville "HOLLY TREE" 3 263 494 3
Greenville "KILGORE FARMS" 2 525 698 2
Greenville "LOCUST HILL" 3 164 631 3
Greenville "LONG CREEK" 1 294 566 1
Greenville "MOORE CREEK" 0 832 845 0
Greenville ONEAL 5 334 1108 5
Greenville "RANCH CREEK" 3 755 495 3
Greenville RIVERSIDE 2 519 610 2
Greenville "SPARROWS POINT" 3 452 707 3
Greenville "STANDING SPRINGS" 1 350 508 1
Greenville "TRAVELERS REST 1" 7 504 771 7
Greenville "TRAVELERS REST 2" 2 229 524 2
Greenville "TYGER RIVER" 1 276 327 1
Greenville VERDMONT 1 434 701 1
Greenville "WARE PLACE" 3 245 723 3
Greenville Absentee 23 9720 9476 23
Greenville Emergency 0 0 0 0
Greenville Failsafe 0 268 137 0
Greenville Provisional 0 51 55 0
Greenville "Failsafe Provisional" 1 275 274 1
Greenwood "Loblolly Pines" 0 196 39 0
Greenwood "Bee's Ferry" 1 312 21 1
Greenwood "Levi's Knoll" 2 238 265 2
Greenwood "Grandiflora Glen" 0 245 229 0
Greenwood "Ashley River Run" 0 143 40 0
Greenwood "Hope's Ferry" 0 166 121 0
Greenwood "Fairhope Ferry" 1 218 130 1
Greenwood "Pebble Stone Way" 0 149 246 0
Greenwood Glendale 1 75 294 1
Greenwood Harris 1 102 222 1
Greenwood Laco 0 203 339 0
Greenwood "Ninety Six" 0 157 239 0
Greenwood "Ninety Six Mill" 1 54 297 1
Greenwood "Ware Shoals" 0 112 134 0
Greenwood Hodges 0 146 477 0
Greenwood Cokesbury 0 232 204 0
Greenwood Coronaca 1 118 470 1
Greenwood "Greenwood High" 1 154 271 1
Greenwood Georgetown 1 165 244 1
Greenwood Sandridge 1 51 251 1
Greenwood Callison 0 104 310 0
Greenwood Bradley 0 44 77 0
Greenwood Troy 0 25 61 0
Greenwood Epworth 1 67 225 1
Greenwood Verdery 0 246 234 0
Greenwood "New Market" 1 160 233 1
Greenwood Emerald 2 207 54 2
Greenwood Airport 0 138 373 0
Greenwood "Emerald High" 1 75 198 1
Greenwood "Civic Center" 1 259 215 1
Greenwood Riley 0 34 63 0
Greenwood "Shoals Junction" 0 43 111 0
Greenwood "Greenwood Mill" 1 119 232 1
Greenwood Stonewood 0 106 391 0
Greenwood "Mimosa Crest" 0 144 196 0
Greenwood "Lower Lake" 1 119 506 1
Greenwood Pinecrest 0 168 233 0
Greenwood "Maxwellton Pike" 2 78 310 2
Greenwood "New Castle" 1 133 349 1
Greenwood "Rutherford Shoals" 0 125 238 0
Greenwood Liberty 0 161 173 0
Greenwood "Biltmore Pines" 1 162 344 1
Greenwood "Marshall Oaks" 1 128 39 1
Greenwood "Sparrows Grace" 0 113 590 0
Greenwood "Mountain Laurel" 2 170 140 2
Greenwood "Allie's Crossing" 1 110 293 1
Greenwood "Gideon's Way" 0 222 136 0
Greenwood "Parson's Mill" 0 155 218 0
Greenwood "Angel Oak's Crossing" 1 164 454 1
Greenwood "Graham's Glen" 2 107 308 2
Greenwood Absentee 3 1484 1423 3
Greenwood "Absentee - B" 1 337 568 1
Greenwood Emergency 0 0 0 0
Greenwood "Emergency - B" 0 0 0 0
Greenwood Failsafe 0 90 53 0
Greenwood "Failsafe - B" 0 75 69 0
Greenwood Provisional 0 10 14 0
Greenwood "Provisional - B" 0 2 3 0
Greenwood "Failsafe Provisional" 0 20 6 0
Hampton BRUNSON 0 123 138 0
Hampton "HAMPTON COURTHOUSE NO.1" 1 186 176 1
Hampton "HAMPTON COURTHOUSE NO.2" 2 254 279 2
Hampton VARNVILLE 1 489 266 1
Hampton "EARLY BRANCH" 0 94 80 0
Hampton GARNETT 0 74 11 0
Hampton ESTILL 2 479 198 2
Hampton BONNETT 4 116 243 4
Hampton FURMAN 0 115 64 0
Hampton SCOTIA 0 140 18 0
Hampton YEMASSEE 1 324 167 1
Hampton "HORSE GALL" 0 7 46 0
Hampton "RIVERS MILL" 0 19 19 0
Hampton HOPEWELL 1 23 105 1
Hampton CROCKET-MILEY 1 91 136 1
Hampton CUMMINGS 2 196 138 2
Hampton "BLACK CREEK" 0 34 83 0
Hampton GIFFORD 0 146 19 0
Hampton Absentee 0 1128 369 0
Hampton Emergency 0 5 0 0
Hampton Failsafe 0 3 2 0
Hampton Provisional 0 0 0 0
Hampton "Failsafe Provisional" 0 5 1 0
Horry ADRIAN 3 204 554 3
Horry ALLSBROOK 0 54 262 0
Horry "ATLANTIC BEACH" 0 53 6 0
Horry AYNOR 1 152 620 1
Horry BAYBORO-GURLEY 1 212 370 1
Horry "BROOKSVILLE #1" 2 542 956 2
Horry BROWNWAY 1 126 585 1
Horry "BURGESS #1" 0 390 791 0
Horry "BURGESS #2" 1 564 1179 1
Horry "CAROLINA FOREST #1" 1 448 750 1
Horry "CAROLINA FOREST #2" 0 327 552 0
Horry "CEDAR GROVE" 1 63 315 1
Horry "CHERRY GROVE #1" 0 224 643 0
Horry "CHERRY GROVE #2" 0 343 774 0
Horry "COASTAL CAROLINA" 0 255 320 0
Horry "COASTAL LANE #1" 1 328 49 1
Horry "COASTAL LANE #2" 0 297 138 0
Horry "COOL SPRINGS" 0 42 165 0
Horry CRESENT 1 267 503 1
Horry DAISY 0 112 445 0
Horry DEERFIELD 0 390 817 0
Horry DOGBLUFF 0 57 363 0
Horry DOGWOOD 0 289 353 0
Horry "DUNES #1" 0 449 1159 0
Horry "DUNES #2" 0 295 729 0
Horry "DUNES #3" 2 219 333 2
Horry "EAST CONWAY" 0 180 371 0
Horry "EAST LORIS" 1 413 746 1
Horry EBENEZER 0 311 764 0
Horry "EMERALD FOREST #1" 0 398 548 0
Horry "EMERALD FOREST #2" 2 648 998 2
Horry "EMERALD FOREST #3" 0 441 765 0
Horry ENTERPRISE 1 573 1062 1
Horry FORESTBROOK 1 511 952 1
Horry "FOUR MILE" 1 254 533 1
Horry "GALLIVANTS FERRY" 0 24 61 0
Horry "GARDEN CITY #1" 0 270 710 0
Horry "GARDEN CITY #2" 0 141 557 0
Horry "GARDEN CITY #3" 0 310 556 0
Horry "GARDEN CITY #4" 0 205 366 0
Horry "GLENNS BAY" 0 324 670 0
Horry "GREEN SEA" 1 115 303 1
Horry "HICKORY GROVE" 0 145 507 0
Horry "HICKORY HILL" 0 15 72 0
Horry HOMEWOOD 1 232 428 1
Horry HORRY 0 65 467 0
Horry INLAND 0 76 102 0
Horry "JACKSON BLUFF" 0 83 194 0
Horry JAMESTOWN 2 609 708 2
Horry "JERIGANS CROSSROADS" 0 50 276 0
Horry "JET PORT #1" 1 314 489 1
Horry "JET PORT #2" 1 793 1276 1
Horry JORDANVILLE 0 22 212 0
Horry "JOYNER SWAMP" 0 24 174 0
Horry "JUNIPER BAY" 1 156 620 1
Horry "LAKE PARK #1" 0 281 500 0
Horry LEON 1 381 405 1
Horry "LITTLE RIVER #1" 0 252 553 0
Horry "LITTLE RIVER #2" 1 392 971 1
Horry "LITTLE RIVER #3" 0 330 803 0
Horry "LIVE OAK" 1 129 224 1
Horry MAPLE 2 204 522 2
Horry "MARLOWE #1" 2 364 702 2
Horry "METHODIST-MILL SWAMP" 0 25 330 0
Horry "MT. OLIVE" 0 101 264 0
Horry "MT. VERNON" 0 40 223 0
Horry "MYRTLE TRACE" 0 211 423 0
Horry "MYRTLEWOOD #1" 1 216 328 1
Horry "MYRTLEWOOD #2" 0 293 484 0
Horry "MYRTLEWOOD #3" 0 268 638 0
Horry "NIXONS XROADS #1" 0 259 569 0
Horry "NIXONS XROADS #2" 1 520 746 1
Horry "NORTH CONWAY #1" 1 310 384 1
Horry "NORTH CONWAY #2" 4 203 366 4
Horry "OCEAN DRIVE #1" 1 311 753 1
Horry "OCEAN DRIVE #2" 0 410 1243 0
Horry "OCEAN FOREST #1" 0 262 532 0
Horry "OCEAN FOREST #2" 0 323 497 0
Horry "OCEAN FOREST #3" 2 216 209 2
Horry "PALMETTO BAYS" 0 518 1097 0
Horry "PAWLEYS SWAMP" 0 31 196 0
Horry "PLEASANT VIEW" 0 19 97 0
Horry "POPLAR HILL" 0 40 327 0
Horry "PORT HARRELSON" 0 313 26 0
Horry "RACEPATH #1" 1 285 228 1
Horry "RACEPATH #2" 0 461 64 0
Horry "RED BLUFF" 0 195 247 0
Horry "RED HILL #1" 0 110 273 0
Horry "RED HILL #2" 0 385 662 0
Horry SALEM 0 258 773 0
Horry "SEA OATS #1" 0 243 354 0
Horry "SEA OATS #2" 0 276 274 0
Horry "SEA WINDS" 4 588 1036 4
Horry SHELL 1 127 503 1
Horry "SOCASTEE #1" 1 404 803 1
Horry "SOCASTEE #2" 1 171 474 1
Horry "SOCASTEE #3" 3 466 997 3
Horry "SOCASTEE #4" 2 608 997 2
Horry "SPRING BRANCH" 0 39 143 0
Horry "SURFSIDE #1" 0 375 729 0
Horry "SURFSIDE #2" 0 188 391 0
Horry "SURFSIDE #3" 0 305 822 0
Horry "SURFSIDE #4" 1 357 846 1
Horry "SWEET HOME" 1 224 254 1
Horry TAYLORSVILLE 0 11 138 0
Horry "TILLY SWAMP" 1 200 545 1
Horry TODDVILLE 1 226 461 1
Horry WAMPEE 0 517 289 0
Horry "WEST CONWAY" 0 162 150 0
Horry "WEST LORIS" 3 256 106 3
Horry "WHITE OAK" 0 44 261 0
Horry "WILD WING" 1 435 813 1
Horry "WINDY HILL #1" 2 191 466 2
Horry "WINDY HILL #2" 0 362 967 0
Horry "BURGESS #3" 0 538 1208 0
Horry "MARLOWE #2" 2 611 1078 2
Horry "BURGESS #4" 3 300 604 3
Horry "MARLOWE #3" 0 334 513 0
Horry "BROOKSVILLE #2" 0 219 403 0
Horry "CAROLINA BAYS" 0 328 693 0
Horry "NIXONS XROADS #3" 0 342 591 0
Horry "RIVER OAKS" 0 402 694 0
Horry "LAKE PARK #2" 0 236 302 0
Horry "LAKE PARK #3" 0 281 467 0
Horry Absentee 6 4427 6015 6
Horry "Absentee 2" 0 255 420 0
Horry Emergency 0 108 209 0
Horry "Emergency 2" 0 2 3 0
Horry Failsafe 0 69 44 0
Horry "Failsafe 2" 0 1 0 0
Horry Provisional 0 20 35 0
Horry "Provisional 2" 0 0 0 0
Horry "Failsafe Provisional" 0 6 10 0
Jasper COOSAWHATCHIE 0 155 64 0
Jasper GILLISONVILLE 1 153 121 1
Jasper "GRAHAMVILLE 1" 1 186 327 1
Jasper "GRAHAMVILLE 2" 0 539 279 0
Jasper GRAYS 2 101 270 2
Jasper "HARDEEVILLE 1" 1 323 317 1
Jasper "HARDEEVILLE 2" 1 215 117 1
Jasper LEVY 0 508 253 0
Jasper OAKATIE 1 241 293 1
Jasper PINELAND 1 270 31 1
Jasper "RIDGELAND 1" 1 129 254 1
Jasper "RIDGELAND 2" 1 201 177 1
Jasper TILLMAN 0 180 115 0
Jasper "RIDGELAND 3" 2 105 209 2
Jasper "SUN CITY" 0 474 838 0
Jasper Absentee 0 1214 671 0
Jasper Emergency 0 0 0 0
Jasper Failsafe 0 0 0 0
Jasper Provisional 0 3 7 0
Jasper Failsafe/Provisional 0 5 3 0
Kershaw Airport 0 156 329 0
Kershaw Antioch 0 128 244 0
Kershaw Bethune 1 247 352 1
Kershaw Buffalo 1 91 363 1
Kershaw "Camden No. 1" 0 352 279 0
Kershaw "Camden No. 2 & 3" 0 73 68 0
Kershaw "Hobkirk's Hill" 1 270 321 1
Kershaw "Camden No. 5" 2 163 233 2
Kershaw "Camden No. 5-A" 0 166 96 0
Kershaw "Camden No. 6" 0 105 93 0
Kershaw Cassatt 0 194 387 0
Kershaw "Charlotte Thompson" 0 298 343 0
Kershaw "Doby's Mill" 0 264 515 0
Kershaw "E. Camden-Hermitage" 1 85 127 1
Kershaw "Elgin No. 1" 2 387 691 2
Kershaw "Elgin No. 2" 1 348 454 1
Kershaw "Elgin No. 3" 0 253 325 0
Kershaw "Elgin No. 4" 0 340 488 0
Kershaw "Elgin No. 5" 1 216 392 1
Kershaw "Elgin No. 6" 3 256 256 3
Kershaw "Gates Ford" 0 32 141 0
Kershaw "Liberty Hill" 1 75 225 1
Kershaw "Lugoff No. 1" 0 173 304 0
Kershaw "Lugoff No. 2" 2 262 493 2
Kershaw "Lugoff No. 3" 4 208 558 4
Kershaw "Lugoff No. 4" 1 182 466 1
Kershaw "Malvern Hill" 0 264 365 0
Kershaw "Rabon's X Roads" 2 218 735 2
Kershaw Riverdale 0 272 53 0
Kershaw "Salt Pond" 0 182 461 0
Kershaw "Shaylor's Hill" 0 171 237 0
Kershaw Springdale 1 349 411 1
Kershaw Westville 0 204 479 0
Kershaw "Whites Gardens" 0 250 445 0
Kershaw Absentee 3 2099 1788 3
Kershaw "Absentee 2" 1 202 335 1
Kershaw Emergency 0 2 1 0
Kershaw "Emergency 2" 0 0 0 0
Kershaw Failsafe 0 35 19 0
Kershaw "Failsafe 2" 0 1 0 0
Kershaw Provisional 0 4 2 0
Kershaw "Provisional 2" 0 0 0 0
Kershaw "Failsafe Provisional" 0 11 7 0
Lancaster Antioch 0 107 293 0
Lancaster "Lake House" 0 506 806 0
Lancaster "Camp Creek" 0 84 307 0
Lancaster Carmel 0 109 135 0
Lancaster "Chesterfield Ave" 0 356 63 0
Lancaster Douglas 1 342 444 1
Lancaster Dwight 0 177 634 0
Lancaster Elgin 0 283 414 0
Lancaster "Erwin Farm" 0 323 270 0
Lancaster "Gooch's Cross Roads" 1 337 252 1
Lancaster "Heath Springs" 0 204 358 0
Lancaster "Hyde Park" 1 251 378 1
Lancaster Jacksonham 0 163 280 0
Lancaster "Kershaw North" 1 267 404 1
Lancaster "Kershaw South" 0 161 529 0
Lancaster "Lancaster East" 0 340 194 0
Lancaster "Lancaster West" 0 193 136 0
Lancaster "Lynwood Drive" 1 390 514 1
Lancaster Midway 0 55 261 0
Lancaster "Pleasant Hill" 2 202 353 2
Lancaster "Pleasant Valley" 2 652 768 2
Lancaster "Rich Hill" 0 99 372 0
Lancaster Riverside 1 201 159 1
Lancaster "Spring Hill" 1 114 404 1
Lancaster Unity 0 166 424 0
Lancaster "Van Wyck" 0 161 297 0
Lancaster "Possum Hollow" 1 491 736 1
Lancaster University 1 219 322 1
Lancaster "Shelley Mullis" 1 401 502 1
Lancaster "Black Horse Run" 1 624 888 1
Lancaster "Gold Hill" 0 182 368 0
Lancaster Harrisburg 1 607 886 1
Lancaster Osceola 0 715 958 0
Lancaster "River Road" 0 391 744 0
Lancaster "The Lodge" 0 630 1100 0
Lancaster "College Park" 0 193 382 0
Lancaster Absentee 4 2489 3135 4
Lancaster Emergency 0 5 4 0
Lancaster Failsafe 0 24 16 0
Lancaster Provisional 1 42 19 1
Lancaster "Failsafe Provisional" 0 41 45 0
Laurens "LAURENS 1" 0 193 84 0
Laurens "LAURENS 2" 0 159 30 0
Laurens "LAURENS 3" 0 149 121 0
Laurens "LAURENS 4" 0 273 57 0
Laurens "LAURENS 5" 0 261 398 0
Laurens "LAURENS 6" 1 179 344 1
Laurens BAILEY 0 178 278 0
Laurens "TRINITY RIDGE" 0 248 449 0
Laurens WATTSVILLE 1 159 385 1
Laurens BARKSDALE-NARINE 1 147 290 1
Laurens MADDENS 2 149 401 2
Laurens "CLINTON 1" 1 250 321 1
Laurens "CLINTON 2" 1 281 355 1
Laurens JOANNA 0 206 547 0
Laurens "LYDIA MILL" 0 302 167 0
Laurens MOUNTVILLE 0 107 197 0
Laurens "CLINTON 3" 2 213 521 2
Laurens JONES 6 274 429 6
Laurens OWINGS 1 119 236 1
Laurens "GRAY COURT" 2 248 353 2
Laurens GREENPOND 1 169 640 1
Laurens COOKS 2 342 634 2
Laurens YOUNGS 0 99 414 0
Laurens ORA-LANFORD 0 171 274 0
Laurens "LONG BRANCH" 1 112 459 1
Laurens "CROSS HILL" 0 306 495 0
Laurens WATERLOO 0 275 508 0
Laurens "MARTINS-POPLAR SPRINGS" 1 58 264 1
Laurens EKOM 0 54 206 0
Laurens "MOUNT OLIVE" 2 62 397 2
Laurens "HICKORY TAVERN" 7 190 851 7
Laurens PRINCETON 0 12 118 0
Laurens BREWERTON 0 24 211 0
Laurens "CLINTON MILL" 1 350 151 1
Laurens Absentee 0 874 957 0
Laurens "Absentee 2" 1 172 301 1
Laurens Emergency 0 4 6 0
Laurens "Emergency 2" 0 3 11 0
Laurens Failsafe 0 19 20 0
Laurens "Failsafe 2" 0 0 2 0
Laurens Provisional 0 0 0 0
Laurens "Provisional 2" 0 0 0 0
Laurens "Failsafe Provisional" 0 24 17 0
Lee "ASHLAND/STOKES BRIDGE" 0 45 180 0
Lee ASHWOOD 0 91 207 0
Lee "BISHOPVILLE 1" 0 248 43 0
Lee "BISHOPVILLE 2" 0 263 54 0
Lee "BISHOPVILLE 3" 0 204 160 0
Lee "BISHOPVILLE 4" 0 339 78 0
Lee "CEDAR CREEK" 0 64 88 0
Lee CYPRESS 2 153 77 2
Lee ELLIOTT 0 219 25 0
Lee "HICKORY HILL" 0 78 79 0
Lee IONIA 0 108 154 0
Lee LYNCHBURG 1 290 57 1
Lee MANVILLE 0 200 66 0
Lee "MT. CLIO" 0 109 24 0
Lee "RATTLESNAKE SPRINGS" 0 86 86 0
Lee "SCHROCKS MILL/LUCKNOW" 0 124 109 0
Lee "SOUTH LYNCHBURG" 0 146 49 0
Lee "SPRING HILL" 1 227 93 1
Lee "ST. CHARLES" 0 286 122 0
Lee "ST. MATTHEWS" 0 31 63 0
Lee "TURKEY CREEK" 0 32 37 0
Lee WOODROW 0 70 18 0
Lee Absentee 0 769 302 0
Lee Emergency 0 7 3 0
Lee Failsafe 0 0 0 0
Lee Provisional 0 0 0 0
Lee "Failsafe Provisional" 0 1 0 0
Lexington BATESBURG 3 466 435 3
Lexington MIMS 1 151 477 1
Lexington "LAKE MURRAY 1" 1 286 848 1
Lexington "MOUNT HOREB" 1 330 812 1
Lexington "OLD BARNWELL ROAD" 4 295 400 4
Lexington "BEULAH  CHURCH" 1 253 997 1
Lexington GILBERT 1 187 765 1
Lexington "POND BRANCH" 0 158 675 0
Lexington "SEVEN OAKS" 1 465 293 1
Lexington "RIDGE ROAD" 0 222 874 0
Lexington SUMMIT 0 161 481 0
Lexington LEESVILLE 0 436 689 0
Lexington "RED BANK SOUTH 1" 1 248 638 1
Lexington "EMMANUEL CHURCH" 1 296 632 1
Lexington "HOLLOW CREEK" 2 255 892 2
Lexington "BOILING SPRINGS" 3 231 731 3
Lexington "EDMUND 1" 1 138 287 1
Lexington "RED BANK" 4 435 911 4
Lexington "ROUND HILL" 2 519 961 2
Lexington FAIRVIEW 0 142 425 0
Lexington "QUAIL HOLLOW" 0 432 549 0
Lexington "PELION 1" 1 104 452 1
Lexington MACK-EDISTO 1 96 272 1
Lexington "SWANSEA 1" 3 288 302 3
Lexington "SANDY RUN" 2 171 287 2
Lexington "GASTON 1" 2 127 444 2
Lexington "SHARPE'S HILL" 3 239 480 3
Lexington CHAPIN 2 451 950 2
Lexington "LEAPHART ROAD" 0 252 244 0
Lexington WESTOVER 2 356 581 2
Lexington EDENWOOD 0 482 664 0
Lexington CROMER 0 239 452 0
Lexington "LEXINGTON NO. 1" 2 517 782 2
Lexington "LEXINGTON NO. 2" 2 359 440 2
Lexington "CAYCE NO. 1" 1 415 271 1
Lexington "CAYCE NO. 2" 1 462 218 1
Lexington "CAYCE NO. 3" 1 197 214 1
Lexington "CHALK HILL" 0 958 283 0
Lexington "CONGAREE 1" 1 172 602 1
Lexington "HOOK'S STORE" 3 390 463 3
Lexington "SALUDA RIVER" 2 435 425 2
Lexington SPRINGDALE 1 366 660 1
Lexington "PINE RIDGE 1" 2 215 445 2
Lexington "WEST COLUMBIA NO. 1" 1 232 165 1
Lexington "WEST COLUMBIA NO. 2" 1 230 60 1
Lexington "WEST COLUMBIA NO. 3" 1 152 221 1
Lexington "WEST COLUMBIA NO. 4" 2 313 404 2
Lexington IRMO 3 534 451 3
Lexington CHALLEDON 1 488 296 1
Lexington WHITEHALL 1 552 628 1
Lexington GARDENDALE 1 464 338 1
Lexington "WOODLAND HILLS" 0 393 255 0
Lexington PINEVIEW 2 296 590 2
Lexington "QUAIL VALLEY" 0 549 558 0
Lexington "CAYCE 2A" 2 256 343 2
Lexington "BARR ROAD 1" 1 204 478 1
Lexington COLDSTREAM 3 438 558 3
Lexington GRENADIER 0 541 312 0
Lexington "ST. MICHAEL" 1 366 863 1
Lexington MURRAYWOOD 1 459 587 1
Lexington "AMICKS FERRY" 6 436 1282 6
Lexington "BUSH RIVER" 2 376 403 2
Lexington "DUTCHMAN SHORES" 2 292 879 2
Lexington "PILGRIM CHRUCH" 2 413 872 2
Lexington "WHITE KNOLL" 3 369 677 3
Lexington "FAITH CHURCH" 1 276 401 1
Lexington "KITTI WAKE" 2 303 530 2
Lexington "PROVIDENCE CHURCH" 2 336 997 2
Lexington "BOILING SPRINGS SOUTH" 1 124 452 1
Lexington "LEXINGTON NO. 3" 5 401 814 5
Lexington "LEXINGTON NO. 4" 4 544 806 4
Lexington MIDWAY 0 202 488 0
Lexington "PARK ROAD 1" 0 318 581 0
Lexington "SPRINGDALE SOUTH" 1 134 208 1
Lexington "GASTON 2" 0 221 400 0
Lexington "LAKE MURRAY 2" 5 456 943 5
Lexington "CONGAREE 2" 1 179 356 1
Lexington "ST. DAVIDS" 1 454 858 1
Lexington "MT. HEBRON" 0 254 389 0
Lexington "SAND HILL" 0 193 370 0
Lexington "EDMUND 2" 1 144 524 1
Lexington "SWANSEA 2" 0 245 346 0
Lexington "PELION 2" 0 156 445 0
Lexington "DREHER ISLAND" 1 154 720 1
Lexington "OLD LEXINGTON" 2 423 1090 2
Lexington LINCREEK 1 495 575 1
Lexington CEDARCREST 1 326 496 1
Lexington OAKWOOD 3 493 852 3
Lexington "BARR ROAD 2" 3 465 967 3
Lexington "PARK ROAD 2" 1 191 374 1
Lexington "PINE RIDGE 2" 1 331 570 1
Lexington "RED BANK SOUTH 2" 0 257 508 0
Lexington "Carolina Springs" 3 307 519 3
Lexington "Platt Springs 1" 1 180 454 1
Lexington "Platt Springs 2" 2 584 531 2
Lexington "RIVER BLUFF" 2 467 833 2
Lexington Absentee 12 5352 9007 12
Lexington Emergency 0 11 20 0
Lexington Failsafe 1 51 92 1
Lexington Provisional 0 25 24 0
Lexington "Failsafe Provisional" 0 52 81 0
Marion "BRITTON'S NECK" 0 432 198 0
Marion FRIENDSHIP 0 122 41 0
Marion CENTENARY 1 374 178 1
Marion RAINS 0 228 91 0
Marion "MARION NO. 1" 0 343 143 0
Marion "MARION NO. 2" 0 288 324 0
Marion "MARION NORTH" 1 305 284 1
Marion "MARION SOUTH" 0 719 250 0
Marion "MARION WEST" 0 235 287 0
Marion SELLERS 0 93 22 0
Marion TEMPERANCE 0 266 147 0
Marion ZION 0 177 95 0
Marion "N WEST MULLINS" 3 384 169 3
Marion "S WEST MULLINS" 1 355 267 1
Marion "N EAST MULLINS" 2 436 283 2
Marion "S EAST MULLINS" 0 168 420 0
Marion NICHOLS 0 141 179 0
Marion Absentee 0 1364 581 0
Marion Emergency 0 0 0 0
Marion Failsafe 0 16 4 0
Marion Provisional 0 4 0 0
Marion "Failsafe Provisional" 0 0 0 0
Marlboro ADAMSVILLE 0 77 97 0
Marlboro BLENHEIM 0 50 69 0
Marlboro BRIGHTSVILLE 0 130 140 0
Marlboro BROWNSVILLE 0 46 86 0
Marlboro "RED HILL" 1 155 188 1
Marlboro TATUM 0 75 74 0
Marlboro WALLACE 0 200 267 0
Marlboro "QUICKS X ROADS" 0 183 143 0
Marlboro CLIO 2 289 180 2
Marlboro MCCOLL 0 138 225 0
Marlboro "EAST MCCOLL" 0 57 212 0
Marlboro "E BENNETTSVILLE" 1 210 145 1
Marlboro "W BENNETTSVILLE" 0 256 107 0
Marlboro "S BENNETTSVILLE" 0 158 18 0
Marlboro "N BENNETTSVILLE" 0 312 361 0
Marlboro Absentee 3 2241 848 3
Marlboro Emergency 0 0 0 0
Marlboro Failsafe 0 15 6 0
Marlboro Provisional 0 2 0 0
Marlboro "Failsafe Provisional" 0 0 0 0
Mccormick "Mt. Carmel" 0 115 24 0
Mccormick Monticello 0 63 176 0
Mccormick Savannah 0 169 620 0
Mccormick Willington 0 44 42 0
Mccormick "McCormick No. 1" 0 264 149 0
Mccormick Bethany 0 143 46 0
Mccormick "McCormick No. 2" 0 229 98 0
Mccormick "Plum Branch" 0 203 153 0
Mccormick Parksville 0 16 91 0
Mccormick Modoc 0 16 152 0
Mccormick "Clark's Hill" 0 130 129 0
Mccormick Absentee 1 709 646 1
Mccormick Emergency 0 0 0 0
Mccormick Failsafe 0 2 1 0
Mccormick Provisional 0 0 0 0
Mccormick "Failsafe Provisional" 0 0 0 0
Newberry "Newberry Ward 1" 0 89 79 0
Newberry "Newberry Ward 2" 1 195 281 1
Newberry "Newberry Ward 3" 1 186 144 1
Newberry "Newberry Ward 4" 0 184 30 0
Newberry "Newberry Ward 5" 0 181 33 0
Newberry "Newberry Ward 6" 1 215 235 1
Newberry "Beth - Eden" 0 95 173 0
Newberry "Bush River" 0 40 104 0
Newberry Chappells 0 118 217 0
Newberry Fairview 3 212 685 3
Newberry Hartford 0 163 276 0
Newberry Helena 1 307 58 1
Newberry Kinards-Jalapa 0 63 163 0
Newberry Johnstone 0 80 154 0
Newberry "Little Mountain" 0 202 513 0
Newberry Maybinton 0 31 11 0
Newberry "Mt. Bethel-Garmany" 0 283 234 0
Newberry "Consolidated Number 5" 1 177 338 1
Newberry O'Neal 2 161 546 2
Newberry Oakland 0 208 54 0
Newberry Peak 0 28 49 0
Newberry Pomaria 1 90 207 1
Newberry "Prosperity City" 0 170 210 0
Newberry Silverstreet 0 134 216 0
Newberry "Stoney Hill" 1 81 347 1
Newberry "St. Phillips-Jolly Street" 0 189 307 0
Newberry Wheeland 0 48 234 0
Newberry "Whitmire City" 0 120 256 0
Newberry "Whitmire Outside" 0 120 247 0
Newberry "Prosperity Outside" 0 154 216 0
Newberry Absentee 0 1036 1024 0
Newberry Emergency 0 0 0 0
Newberry Failsafe 0 12 2 0
Newberry Provisional 0 2 1 0
Newberry "Failsafe Provisional" 0 0 0 0
Oconee Newry-Corinth 0 37 71 0
Oconee "Earles Grove" 1 77 369 1
Oconee Ravenel 1 495 683 1
Oconee "Fair Play" 2 82 432 2
Oconee Friendship 0 238 645 0
Oconee "Holly Springs" 0 16 179 0
Oconee Keowee 2 177 686 2
Oconee "Long Creek" 0 66 142 0
Oconee "Mountain Rest" 1 114 391 1
Oconee Madison 1 42 264 1
Oconee Bountyland 0 210 595 0
Oconee Oakway 0 126 498 0
Oconee Return 0 69 346 0
Oconee Richland 1 119 415 1
Oconee Salem 3 179 761 3
Oconee "Stamp Creek" 0 343 800 0
Oconee "New Hope" 1 231 807 1
Oconee Shiloh 1 235 326 1
Oconee "South Union" 1 185 553 1
Oconee Tamassee 0 129 524 0
Oconee Tokeena-Providence 1 124 449 1
Oconee Utica 0 120 138 0
Oconee "Walhalla 1" 1 311 1015 1
Oconee "Walhalla 2" 4 214 683 4
Oconee "Westminster 1" 1 230 969 1
Oconee "Westminster 2" 2 113 525 2
Oconee "West Union" 0 178 620 0
Oconee "Seneca 1" 3 555 636 3
