COUNTY AREA TOTAL DEM REP Other
Brevard 116 4183 914 2405 864
Brevard 118 6136 1568 2828 1740
Brevard 120 1231 950 106 175
Brevard 121 2244 551 1233 460
Brevard 122 2494 674 1126 694
Brevard 123 3356 1016 1411 929
Brevard 124 4132 1274 1712 1146
Brevard 125 3944 1065 1788 1091
Brevard 127 1013 325 427 261
Brevard 128 5 1 2 2
Brevard 129 36 12 17 7
Brevard 131 1547 411 706 430
Brevard 135 2134 542 972 620
Brevard 200 1908 604 834 470
Brevard 201 3187 705 1763 719
Brevard 202 2989 787 1461 741
Brevard 203 4220 1260 1841 1119
Brevard 204 4517 1271 1931 1315
Brevard 205 7215 1630 3888 1697
Brevard 206 2786 739 1322 725
Brevard 207 2560 835 1129 596
Brevard 208 2095 589 934 572
Brevard 209 3099 1195 1031 873
Brevard 211 3525 1333 1315 877
Brevard 212 1843 873 582 388
Brevard 213 896 510 182 204
Brevard 214 2697 1247 785 665
Brevard 215 1413 388 661 364
Brevard 216 6697 2069 3059 1569
Brevard 217 3623 893 1865 865
Brevard 218 594 153 294 147
Brevard 219 4573 2003 1508 1062
Brevard 220 827 204 371 252
Brevard 221 3030 858 1442 730
Brevard 222 3425 1018 1444 963
Brevard 223 851 209 387 255
Brevard 224 5262 1715 2224 1323
Brevard 225 19 6 6 7
Brevard 226 3205 951 1306 948
Brevard 227 193 73 85 35
Brevard 228 1179 396 451 332
Brevard 229 503 81 307 115
Brevard 230 9 4 4 1
Brevard 231 1298 750 229 319
Brevard 233 816 579 78 159
Brevard 234 332 123 132 77
Brevard 235 2560 621 1310 629
Brevard 236 625 171 317 137
Brevard 237 64 9 30 25
Brevard 238 57 8 28 21
Brevard 239 2 2 0 0
Brevard 240 1317 249 787 281
Brevard 300 2648 1356 644 648
Brevard 301 532 117 301 114
Brevard 302 3875 849 2050 976
Brevard 303 7251 2741 2299 2211
Brevard 304 5075 1469 2061 1545
Brevard 305 2816 770 1301 745
Brevard 306 1715 1075 250 390
Brevard 307 1612 428 743 441
Brevard 308 4120 1367 1538 1215
Brevard 309 11776 3453 4849 3474
Brevard 310 2671 854 1062 755
Brevard 311 2710 701 1265 744
Brevard 312 2559 628 1125 806
Brevard 313 9033 3131 3210 2692
Brevard 314 4030 1414 1428 1188
Brevard 315 4691 1832 1485 1374
Brevard 316 4239 1487 1367 1385
Brevard 317 6038 2141 2154 1743
Brevard 318 3403 845 1647 911
Brevard 319 7 4 2 1
Brevard 320 109 37 50 22
Brevard 321 399 133 138 128
Brevard 322 5623 2187 1765 1671
Brevard 323 421 168 139 114
Brevard 324 859 225 395 239
Brevard 325 443 103 219 121
Brevard 326 496 93 275 128
Brevard 327 554 142 283 129
Brevard 328 458 114 232 112
Brevard 400 4830 1602 1806 1422
Brevard 402 4425 1359 1816 1250
Brevard 403 1447 432 597 418
Brevard 404 6033 1615 2951 1467
Brevard 405 5158 1382 2432 1344
Brevard 406 6284 1653 2945 1686
Brevard 407 504 119 219 166
Brevard 408 1583 487 597 499
Brevard 409 6300 1719 2998 1583
Brevard 410 963 253 411 299
Brevard 411 1140 357 477 306
Brevard 412 1188 364 557 267
Brevard 414 4938 1586 1891 1461
Brevard 415 3410 856 1621 933
Brevard 416 2072 446 1080 546
Brevard 417 5244 1504 2283 1457
Brevard 418 3239 737 1583 919
Brevard 419 2492 582 1309 601
Brevard 420 3274 891 1593 790
Brevard 421 4413 1020 2361 1032
Brevard 422 6265 1530 3121 1614
Brevard 424 4500 1125 2074 1301
Brevard 425 690 199 342 149
Brevard 426 1888 387 1075 426
Brevard 427 4531 1106 2287 1138
Brevard 428 5289 1462 2468 1359
Brevard 429 2458 709 1240 509
Brevard 430 973 195 541 237
Brevard 431 1554 435 710 409
Brevard 432 190 41 97 52
Brevard 433 36 10 20 6
Brevard 434 5 1 3 1
Brevard 435 89 21 40 28
Brevard 437 632 126 310 196
Brevard 440 50 15 23 12
Brevard 441 3393 809 1576 1008
Brevard 442 9 1 8 0
Brevard 500 1831 582 714 535
Brevard 501 590 208 244 138
Brevard 502 3349 1035 1319 995
Brevard 503 3351 935 1587 829
Brevard 504 868 241 411 216
Brevard 505 3672 957 1837 878
Brevard 506 2582 742 1186 654
Brevard 507 5079 1570 2014 1495
Brevard 508 2058 527 990 541
Brevard 509 807 323 267 217
Brevard 510 8872 3175 3233 2464
Brevard 511 2733 608 1465 660
Brevard 512 3180 729 1648 803
Brevard 513 613 184 284 145
Brevard 515 3450 946 1567 937
Brevard 516 7595 2946 2351 2298
Brevard 517 6306 2358 2028 1920
Brevard 518 3735 978 1642 1115
Brevard 519 6819 2602 2173 2044
Brevard 520 5598 2006 1808 1784
Brevard 521 5382 1971 1765 1646
Brevard 522 451 131 202 118
Brevard 523 1035 333 449 253
Brevard 525 2227 547 1005 675
Brevard 527 2692 882 962 848
Brevard 528 1276 486 414 376
Brevard 529 1643 502 701 440
Brevard 530 982 261 427 294
Brevard 531 4 0 4 0
Brevard 999 937 241 438 258
Broward A001 4363 1234 1803 1326
Broward A002 1445 574 376 495
Broward A003 1910 847 580 483
Broward A004 1648 648 420 580
Broward A005 1689 503 622 564
Broward A006 2297 1170 356 771
Broward A007 1853 683 546 624
Broward A008 639 475 45 119
Broward A009 3338 1560 899 879
Broward A010 1200 391 433 376
Broward A011 2270 1838 74 358
Broward A012 2175 941 548 686
Broward A013 3478 1356 975 1147
Broward A014 3597 1593 784 1220
Broward A015 2197 1657 105 435
Broward A016 2083 856 605 622
Broward A017 663 286 175 202
Broward A018 1495 1002 154 339
Broward A019 1790 718 561 511
Broward A020 2432 1134 489 809
Broward A021 1818 929 255 634
Broward A022 1683 1148 137 398
Broward A023 934 619 104 211
Broward A024 1240 775 148 317
Broward B001 1188 196 721 271
Broward B002 1862 430 958 474
Broward B003 1349 354 650 345
Broward B004 2474 522 1361 591
Broward B005 881 260 333 288
Broward B006 781 221 340 220
Broward C001 3113 1004 1206 903
Broward C002 1046 281 454 311
Broward C003 1198 469 388 341
Broward C004 1682 519 637 526
Broward C005 2430 2061 60 309
Broward C006 3493 2710 146 637
Broward C007 569 193 237 139
Broward C008 1222 372 467 383
Broward C009 1155 589 193 373
Broward C010 2515 994 777 744
Broward C011 1895 611 713 571
Broward C012 1709 523 666 520
Broward C013 1299 435 479 385
Broward C014 1286 362 507 417
Broward C015 2824 2124 135 565
Broward C016 3342 1146 1239 957
Broward C017 1219 338 520 361
Broward C018 1710 536 683 491
Broward C019 1594 452 675 467
Broward C020 1114 686 95 333
Broward C021 1872 826 491 555
Broward C022 1685 511 702 472
Broward C023 5953 2832 1450 1671
Broward C024 2967 1344 693 930
Broward C025 978 648 95 235
Broward C026 784 376 111 297
Broward C027 570 368 77 125
Broward C028 3253 2660 110 483
Broward C029 810 328 370 112
Broward C030 2336 991 579 766
Broward C031 2399 1126 504 769
Broward C032 595 343 70 182
Broward C033 1112 496 235 381
Broward C034 2977 1299 684 994
Broward C035 1566 1061 130 375
Broward C036 540 323 50 167
Broward C037 1100 469 348 283
Broward C038 202 57 78 67
Broward D001 1657 731 478 448
Broward D002 2084 1089 373 622
Broward D003 1812 851 516 445
Broward D004 1468 811 284 373
Broward D005 2559 1601 296 662
Broward D006 1688 850 391 447
Broward D007 1387 961 125 301
Broward D008 1725 907 379 439
Broward D009 2742 1813 244 685
Broward D010 959 591 110 258
Broward D011 328 204 35 89
Broward D012 574 390 47 137
Broward D013 1371 860 168 343
Broward D014 1526 730 297 499
Broward D015 2219 1084 527 608
Broward D016 3482 1610 778 1094
Broward E001 659 411 62 186
Broward E002 2649 1375 443 831
Broward E003 2193 901 675 617
Broward E004 3962 2009 751 1202
Broward E005 2466 1201 453 812
Broward E006 5274 2351 1338 1585
Broward E007 4074 1969 899 1206
Broward E008 3233 1562 623 1048
Broward E009 1661 707 457 497
Broward E010 4306 2050 999 1257
Broward E011 3708 1718 820 1170
Broward E012 1758 899 295 564
Broward E013 2454 1092 665 697
Broward E014 3800 1574 1156 1070
Broward E015 1510 620 450 440
Broward E016 1819 784 494 541
Broward E017 3223 1492 764 967
Broward E018 1152 452 390 310
Broward E019 2016 998 388 630
Broward E020 3665 1831 721 1113
Broward E021 2070 928 487 655
Broward E022 3203 1424 891 888
Broward E023 2175 926 566 683
Broward E024 3770 1724 912 1134
Broward E025 1339 659 272 408
Broward E026 1847 882 429 536
Broward E027 3749 1784 815 1150
Broward E028 1821 926 347 548
Broward E029 1469 819 182 468
Broward E030 738 418 80 240
Broward E031 2317 917 702 698
Broward E032 2374 1053 594 727
Broward E033 2248 986 555 707
Broward E034 1048 418 309 321
Broward F001 2315 1023 626 666
Broward F002 1675 770 330 575
Broward F003 1490 701 303 486
Broward F004 5032 2732 1068 1232
Broward F005 4635 2007 1106 1522
Broward F006 2627 1320 507 800
Broward F007 3039 1331 647 1061
Broward F008 2510 1229 508 773
Broward F009 2238 1146 429 663
Broward F010 3141 1394 708 1039
Broward F011 1478 551 454 473
Broward F012 4575 1882 1113 1580
Broward F013 1296 623 258 415
Broward F014 1691 800 360 531
Broward G001 2113 1128 312 673
Broward G002 3231 1487 734 1010
Broward G003 2903 1412 581 910
Broward G004 3148 1643 655 850
Broward G005 1861 990 321 550
Broward G006 3595 1762 726 1107
Broward G007 708 364 135 209
Broward G008 3339 1977 473 889
Broward G009 971 600 106 265
Broward G010 2398 1102 594 702
Broward G011 2899 1383 604 912
Broward G012 2022 1052 395 575
Broward G013 1083 641 131 311
Broward G014 2573 1251 469 853
Broward G015 2088 1110 440 538
Broward G016 3697 1885 728 1084
Broward H001 2960 1931 245 784
Broward H002 1154 791 88 275
Broward H003 3749 2549 249 951
Broward H004 1459 932 155 372
Broward H005 3177 2156 231 790
Broward H006 1993 1279 227 487
Broward H007 2445 1594 220 631
Broward H008 1808 1242 154 412
Broward H009 1126 748 95 283
Broward H010 446 248 43 155
Broward H011 3096 1789 368 939
Broward J001 1756 1002 297 457
Broward J002 1947 969 342 636
Broward J003 1861 941 422 498
Broward J004 2343 1269 347 727
Broward J005 2059 1192 284 583
Broward J006 775 439 159 177
Broward J007 2194 1407 272 515
Broward J008 509 288 118 103
Broward J009 1804 1048 317 439
Broward J010 1804 948 300 556
Broward J011 3715 1943 588 1184
Broward J012 4722 2841 781 1100
Broward J013 2233 1360 312 561
Broward J014 1966 1126 400 440
Broward J015 1860 1019 371 470
Broward J016 800 431 111 258
Broward J017 1960 1246 189 525
Broward J018 2196 1211 352 633
Broward J019 4079 2106 694 1279
Broward J020 1815 1151 226 438
Broward J021 2602 1309 521 772
Broward J022 2021 1267 343 411
Broward J023 1664 810 322 532
Broward J024 1128 762 177 189
Broward K001 1597 1231 53 313
Broward K002 1840 1357 88 395
Broward K003 2859 2289 108 462
Broward K004 2275 1777 79 419
Broward K005 1676 1277 65 334
Broward K006 1842 1449 89 304
Broward K007 2004 1581 46 377
Broward K008 1710 1278 92 340
Broward K009 1900 1401 140 359
Broward K010 701 517 36 148
Broward K011 2021 1551 101 369
Broward L001 5199 3216 665 1318
Broward L002 1421 1116 50 255
Broward L003 1281 990 79 212
Broward L004 6078 4699 173 1206
Broward L005 1906 1484 68 354
Broward L006 3650 2833 131 686
Broward L007 1213 864 95 254
Broward L008 2313 1855 82 376
Broward L009 2194 1447 230 517
Broward L010 4910 3329 420 1161
Broward L011 1335 924 79 332
Broward L012 1506 1146 64 296
Broward L013 3792 2581 414 797
Broward L014 1463 1236 24 203
Broward L015 990 860 23 107
Broward L016 1744 1480 50 214
Broward L017 1067 872 38 157
Broward L018 2000 1625 68 307
Broward L019 664 496 30 138
Broward M001 2260 1045 512 703
Broward M002 3080 2180 180 720
Broward M003 3465 2505 213 747
Broward M004 1649 1129 112 408
Broward M005 1827 1122 245 460
Broward M006 1084 538 195 351
Broward M007 1158 666 202 290
Broward M008 1791 1031 262 498
Broward M009 2491 1443 350 698
Broward M010 1166 673 207 286
Broward M011 1155 649 194 312
Broward M012 2542 1238 564 740
Broward M013 1755 1056 217 482
Broward M014 2583 1196 591 796
Broward M015 2432 1289 390 753
Broward M016 731 419 122 190
Broward M017 1033 584 186 263
Broward M018 1146 612 190 344
Broward M019 1505 771 279 455
Broward M020 3378 1833 483 1062
Broward M021 1256 717 230 309
Broward M022 3235 1360 687 1188
Broward M023 2394 1373 445 576
Broward M024 1690 971 273 446
Broward M025 3647 1404 995 1248
Broward M026 2495 1420 404 671
Broward M027 1051 544 219 288
Broward M028 2165 1233 280 652
Broward M029 2077 938 493 646
Broward M030 4269 1903 960 1406
Broward M031 1047 685 110 252
Broward M032 1515 858 153 504
Broward N001 2397 1661 191 545
Broward N002 2158 1488 173 497
Broward N003 1391 638 324 429
Broward N004 3148 1293 796 1059
Broward N005 830 381 196 253
Broward N006 2161 762 823 576
Broward N007 1947 825 618 504
Broward N008 3370 1600 839 931
Broward N009 1285 652 232 401
Broward N010 1715 762 520 433
Broward N011 1517 576 574 367
Broward N012 1875 995 350 530
Broward N013 1404 741 320 343
Broward N014 2914 1581 467 866
Broward N015 4192 2192 945 1055
Broward N016 2003 779 670 554
Broward N017 2235 1069 471 695
Broward N018 2661 1331 549 781
Broward N019 1413 703 342 368
Broward N020 2187 988 631 568
Broward N021 2021 787 634 600
Broward N022 3982 1829 940 1213
Broward N023 2923 1371 725 827
Broward N024 2014 920 592 502
Broward N025 3404 1608 829 967
Broward N026 2584 1364 428 792
Broward N027 553 233 206 114
Broward N028 1961 771 648 542
Broward N029 3119 1390 809 920
Broward P001 1678 1088 204 386
Broward P002 1506 1028 204 274
Broward P003 2495 1559 363 573
Broward P004 1503 962 217 324
Broward P005 1231 684 258 289
Broward P006 1124 734 197 193
Broward Q010 1680 488 710 482
Broward Q020 470 108 245 117
Broward Q030 3067 938 1227 902
Broward Q031 2512 754 994 764
Broward Q040 3662 1373 1215 1074
Broward Q041 4143 1595 1220 1328
Broward Q042 1472 532 539 401
Broward Q043 2330 707 896 727
Broward Q044 10844 3989 3297 3558
Broward Q045 1712 663 598 451
Broward Q050 1895 1368 109 418
Broward Q051 823 376 160 287
Broward Q060 4416 1708 1051 1657
Broward Q061 4814 1861 1235 1718
Broward Q062 3581 1520 712 1349
Broward Q063 1564 594 418 552
Broward Q064 2346 875 569 902
Broward Q065 6724 2373 1434 2917
Broward Q066 2230 727 731 772
Broward Q067 2809 1012 735 1062
Broward Q068 2681 1012 727 942
Broward Q069 2294 795 485 1014
Broward Q070 4196 1601 868 1727
Broward Q071 3135 1170 844 1121
Broward Q072 2659 989 767 903
Broward Q080 3427 1960 449 1018
Broward Q081 2087 1220 245 622
Broward Q082 2113 1630 100 383
Broward Q083 2219 1820 65 334
Broward Q090 1715 548 702 465
Broward Q091 4397 1285 1922 1190
Broward R001 2524 797 954 773
Broward R002 2818 1018 1020 780
Broward R003 1439 446 564 429
Broward R004 2098 709 750 639
Broward R005 1176 408 414 354
Broward R006 1132 443 365 324
Broward R007 1460 529 541 390
Broward R008 1398 505 537 356
Broward R009 1896 720 636 540
Broward R010 1317 502 498 317
Broward R011 1578 556 579 443
Broward R012 1698 687 582 429
Broward R013 4107 1368 1713 1026
Broward R014 1745 689 506 550
Broward R015 3580 1241 1314 1025
Broward R016 1928 980 475 473
Broward R017 574 304 109 161
Broward R018 2775 1407 503 865
Broward R019 1604 727 409 468
Broward R020 1078 475 233 370
Broward R021 1921 1249 232 440
Broward R022 1578 1041 181 356
Broward R023 1722 1417 47 258
Broward R024 1330 1080 42 208
Broward R025 2313 1903 80 330
Broward R026 2219 1796 63 360
Broward R027 2097 1445 188 464
Broward R028 2188 1850 58 280
Broward R029 1474 1218 44 212
Broward R030 2643 2190 67 386
Broward R031 2147 1313 268 566
Broward R032 5347 2054 1594 1699
Broward R033 2337 1537 215 585
Broward R034 3356 1500 854 1002
Broward R035 1606 597 481 528
Broward R036 1537 457 636 444
Broward R037 1454 447 627 380
Broward R038 580 141 291 148
Broward R039 2114 644 873 597
Broward R040 4339 1290 1722 1327
Broward R041 1609 811 332 466
Broward R042 883 359 295 229
Broward R043 2469 961 777 731
Broward R044 375 181 78 116
Broward R045 1722 774 434 514
Broward R046 2828 1067 924 837
Broward R047 2140 914 515 711
Broward R048 1819 818 419 582
Broward R049 1990 822 541 627
Broward R050 1969 1381 159 429
Broward R051 1368 1109 43 216
Broward R052 1261 632 261 368
Broward R053 2542 965 866 711
Broward R054 1181 476 335 370
Broward R055 1156 380 393 383
Broward R056 1103 833 50 220
Broward R057 1121 723 121 277
Broward R058 1235 556 293 386
Broward R059 1196 467 373 356
Broward R060 2438 1055 554 829
Broward R061 1036 398 293 345
Broward R062 978 792 39 147
Broward R063 5370 4012 283 1075
Broward R064 1218 802 124 292
Broward R065 689 247 217 225
Broward R066 866 351 260 255
Broward R067 1545 678 412 455
Broward R068 1206 432 420 354
Broward R069 2525 2094 68 363
Broward S001 2150 1317 271 562
Broward S002 1872 1431 92 349
Broward S003 2597 1181 603 813
Broward S004 3082 1303 761 1018
Broward S005 2084 812 557 715
Broward S006 1378 639 297 442
Broward S007 1448 591 393 464
Broward S008 2928 1338 622 968
Broward S009 1875 777 496 602
Broward T001 2601 1159 496 946
Broward T002 2007 962 395 650
Broward T003 4400 1875 1100 1425
Broward T004 2258 991 417 850
Broward T005 938 434 172 332
Broward T006 763 313 256 194
Broward T007 1857 711 561 585
Broward T008 2366 935 661 770
Broward T009 3768 1926 627 1215
Broward T010 3531 1414 1152 965
Broward T011 2020 815 571 634
Broward T012 1453 627 355 471
Broward T013 1358 562 363 433
Broward T014 2485 1012 645 828
Broward T015 2316 949 664 703
Broward T016 376 172 87 117
Broward T017 1692 658 516 518
Broward T018 7235 2407 2699 2129
Broward T019 2063 808 486 769
Broward T020 2095 866 668 561
Broward T021 1873 612 696 565
Broward T022 787 288 253 246
Broward T023 2531 1157 545 829
Broward T024 1460 565 470 425
Broward T025 2421 982 610 829
Broward T026 2584 1017 793 774
Broward T027 1050 359 398 293
Broward T028 4527 2049 1113 1365
Broward T029 2487 1023 665 799
Broward T030 643 237 238 168
Broward U001 1281 508 341 432
Broward U002 1557 601 537 419
Broward U003 3034 1156 1031 847
Broward U004 4407 1638 1407 1362
Broward U005 1793 780 508 505
Broward U006 3954 1986 931 1037
Broward U007 2108 872 687 549
Broward U008 838 338 286 214
Broward U009 1086 481 246 359
Broward U010 2143 914 592 637
Broward U011 3236 1290 758 1188
Broward V001 1305 425 434 446
Broward V002 4374 1492 1391 1491
Broward V003 1929 939 390 600
Broward V004 1829 886 357 586
Broward V005 1207 480 353 374
Broward V006 1317 604 295 418
Broward V007 2332 1043 619 670
Broward V008 1051 844 43 164
Broward V009 2163 1116 304 743
Broward V010 744 382 132 230
Broward V011 2053 1505 130 418
Broward V012 3267 1664 513 1090
Broward V013 1458 781 213 464
Broward V014 1632 769 359 504
Broward V015 1535 777 349 409
Broward V016 2141 979 439 723
Broward V017 815 420 128 267
Broward V018 4046 2390 510 1146
Broward V019 1631 1032 161 438
Broward V020 1068 522 191 355
Broward V021 1847 863 489 495
Broward V022 1728 793 431 504
Broward V023 863 414 199 250
Broward V024 2232 1072 459 701
Broward V025 1449 587 505 357
Broward V026 1475 689 296 490
Broward V027 854 373 218 263
Broward V028 1128 518 287 323
Broward V029 580 268 171 141
Broward V030 1684 772 463 449
Broward V031 1337 619 381 337
Broward V032 1923 968 383 572
Broward V033 1569 754 364 451
Broward V034 2633 1342 496 795
Broward V035 908 409 183 316
Broward V036 773 440 119 214
Broward V037 1043 564 170 309
Broward V038 1830 982 270 578
Broward V039 1474 686 297 491
Broward V040 1778 830 386 562
Broward V041 1273 703 172 398
Broward V042 2561 1378 389 794
Broward V043 1502 729 291 482
Broward V044 2104 1024 374 706
Broward V045 1619 736 326 557
Broward V046 783 343 194 246
Broward V047 1299 580 339 380
Broward V048 1315 607 261 447
Broward V049 1450 677 281 492
Broward V050 1926 931 396 599
Broward V051 1645 804 386 455
Broward V052 1985 928 429 628
Broward V053 2224 1001 598 625
Broward V054 1191 587 242 362
Broward V055 2261 722 799 740
Broward V056 1115 532 185 398
Broward V057 3374 1397 840 1137
Broward V058 862 376 243 243
Broward W001 4112 2934 270 908
Broward W002 2470 1641 228 601
Broward W003 1365 913 114 338
Broward W004 1755 1268 142 345
Broward W005 1812 1293 129 390
Broward W006 1494 904 169 421
Broward W007 2286 1502 204 580
Broward W008 3438 2365 228 845
Broward W009 2553 1222 630 701
Broward W010 1421 896 132 393
Broward W011 2572 1754 223 595
Broward W012 3306 2210 242 854
Broward W013 4698 3178 431 1089
Broward W014 5053 2305 1103 1645
Broward W015 1507 584 447 476
Broward W016 7792 3349 1826 2617
Broward W017 4581 2178 804 1599
Broward W018 3124 1530 620 974
Broward W019 4372 2254 694 1424
Broward W020 4629 2281 729 1619
Broward W021 5078 2265 1185 1628
Broward W022 3645 1900 573 1172
Broward W023 8057 4663 971 2423
Broward W024 3339 2126 338 875
Broward W025 4107 2923 257 927
Broward X001 1958 1057 323 578
Broward X002 1534 845 239 450
Broward X003 1896 1012 301 583
Broward X004 1527 688 395 444
Broward X005 1697 736 525 436
Broward X006 2749 1364 557 828
Broward X007 2593 1087 697 809
Broward X008 1418 729 336 353
Broward X009 3169 1930 495 744
Broward X010 3043 1345 913 785
Broward X011 892 305 276 311
Broward X012 1586 903 276 407
Broward X013 2860 1363 644 853
Broward X014 2528 1329 421 778
Broward X015 1066 422 375 269
Broward X016 2008 908 492 608
Broward X017 2709 1303 586 820
Broward X018 1266 617 266 383
Broward X019 2502 1180 751 571
Broward X020 3493 1607 1074 812
Broward X021 4940 2801 602 1537
Broward X022 2638 1654 316 668
Broward X023 3077 1625 431 1021
Broward X024 4345 1810 1101 1434
Broward X025 815 402 213 200
Broward X026 1694 781 380 533
Broward X027 2986 1239 675 1072
Broward X028 1940 716 620 604
Broward X029 3910 1656 1169 1085
Broward X030 1539 606 457 476
Broward X031 4018 1870 1089 1059
Broward X032 1646 594 521 531
Broward X033 3450 1399 927 1124
Broward X034 1664 652 495 517
Broward X035 2709 1241 564 904
Broward X036 2382 1098 467 817
Broward X037 641 219 246 176
Broward X038 4187 1785 1127 1275
Broward X039 1422 642 356 424
Broward X040 3898 1543 1001 1354
Broward X041 2336 1032 570 734
Broward X042 2808 1084 835 889
Broward X043 3506 1571 856 1079
Broward X044 2662 1200 646 816
Broward X045 2066 1007 381 678
Broward X046 1837 890 301 646
Broward X047 900 504 95 301
Broward X048 1189 662 199 328
Broward X049 2405 1187 470 748
Broward X050 1695 970 261 464
Broward Y001 1508 423 580 505
Broward Y002 3094 956 1088 1050
Broward Y003 1992 748 515 729
Broward Y004 2991 1158 750 1083
Broward Y005 2475 882 672 921
Broward Y006 4884 2071 1065 1748
Broward Y007 3628 1952 557 1119
Broward Y008 3078 2255 163 660
Broward Z001 1767 1440 59 268
Broward Z002 3109 2586 87 436
Broward Z003 2177 924 500 753
Broward Z004 399 174 72 153
Broward Z005 736 387 99 250
Broward Z073 1478 527 418 533
