COUNTY AREA TOTAL DEM REP DEM2
COUNTY AREA TOTAL Dem Rep Dem2
Fresno 0000051 185 102 76 0
Fresno 0000051A 1311 908 365 0
Fresno 0000052 30 21 8 0
Fresno 0000052A 215 163 41 0
Fresno 0000053 63 37 26 0
Fresno 0000053A 239 175 61 0
Fresno 0000054 280 146 125 0
Fresno 0000054A 1601 1136 414 0
Fresno 0000055 193 115 66 0
Fresno 0000055A 1405 975 402 0
Fresno 0000056 36 26 9 0
Fresno 0000056A 217 161 46 0
Fresno 0000057 196 111 84 0
Fresno 0000057A 1109 761 322 0
Fresno 0000058 359 171 171 0
Fresno 0000058A 2185 1391 729 0
Fresno 0000059 370 162 194 0
Fresno 0000059A 2608 1585 962 0
Fresno 0000060 75 42 28 0
Fresno 0000060A 267 185 70 0
Fresno 0000061 116 26 89 0
Fresno 0000061A 706 307 385 0
Fresno 0000062 9 4 5 0
Fresno 0000062A 39 17 19 0
Fresno 0000063 287 158 120 0
Fresno 0000063A 1950 1249 636 0
Fresno 0000064 333 182 134 0
Fresno 0000064A 2004 1335 606 0
Fresno 0000065 23 15 7 0
Fresno 0000065A 96 67 26 0
Fresno 0000066 0 0 0 0
Fresno 0000066A 0 0 0 0
Fresno 0000067 241 138 92 0
Fresno 0000067A 1272 875 366 0
Fresno 0000068 427 215 200 0
Fresno 0000068A 2736 1927 723 0
Fresno 0000069 164 81 75 0
Fresno 0000069A 813 559 237 0
Fresno 0000070 230 71 150 0
Fresno 0000070A 2143 1205 889 0
Fresno 0000071 41 12 26 0
Fresno 0000071A 257 159 89 0
Fresno 0000072 223 118 96 0
Fresno 0000072A 1287 879 368 0
Fresno 0000073 273 139 124 0
Fresno 0000073A 1558 1024 481 0
Fresno 0000074 333 180 134 0
Fresno 0000074A 2162 1517 590 0
Fresno 0000075 332 166 148 0
Fresno 0000075A 1930 1243 620 0
Fresno 0000076 221 113 98 0
Fresno 0000076A 1434 949 441 0
Fresno 0000077 139 86 45 0
Fresno 0000077A 705 507 177 0
Fresno 0000078 221 39 175 0
Fresno 0000078A 1594 522 1040 0
Fresno 0000079 207 50 152 0
Fresno 0000079A 1151 503 613 0
Fresno 0000080 407 142 255 0
Fresno 0000080A 2165 1143 983 0
Fresno 0000081 511 142 355 0
Fresno 0000081A 3686 1793 1786 0
Fresno 0000082 142 59 79 0
Fresno 0000082A 999 554 425 0
Fresno 0000083 295 106 178 0
Fresno 0000083A 1102 630 446 0
Fresno 0000084 584 147 425 0
Fresno 0000084A 4057 1829 2136 0
Fresno 0000085 344 187 141 0
Fresno 0000085A 2168 1337 766 0
Fresno 0000086 103 52 46 0
Fresno 0000086A 510 325 169 0
Fresno 0000087 169 59 106 0
Fresno 0000087A 1312 752 537 0
Fresno 0000088 160 52 105 0
Fresno 0000088A 1405 653 715 0
Fresno 0000089 158 56 97 0
Fresno 0000089A 1322 771 518 0
Fresno 0000090 122 58 62 0
Fresno 0000090A 1148 625 505 0
Fresno 0000091 44 24 20 0
Fresno 0000091A 280 191 84 0
Fresno 0000092 78 46 30 0
Fresno 0000092A 427 290 126 0
Fresno 0000093 73 7 66 0
Fresno 0000093A 864 280 580 0
Fresno 0000094 291 77 211 0
Fresno 0000094A 2859 1327 1468 0
Fresno 0000095 185 61 119 0
Fresno 0000095A 1455 729 692 0
Fresno 0000096 461 153 295 0
Fresno 0000096A 4098 1787 2226 0
Fresno 0000097 487 149 320 0
Fresno 0000097A 4418 2198 2135 0
Fresno 0000098 169 44 118 0
Fresno 0000098A 1891 865 999 0
Fresno 0000099 297 112 177 0
Fresno 0000099A 1974 1135 796 0
Fresno 0000100 424 191 216 0
Fresno 0000100A 2486 1516 910 0
Fresno 0000101 513 273 221 0
Fresno 0000101A 2396 1499 817 0
Fresno 0000102 305 118 174 0
Fresno 0000102A 2688 1425 1199 0
Fresno 0000103 369 110 250 0
Fresno 0000103A 2914 1456 1391 0
Fresno 0000104 383 174 196 0
Fresno 0000104A 2335 1522 759 0
Fresno 0000105 346 161 173 0
Fresno 0000105A 1754 1120 597 0
Fresno 0000106 23 7 12 0
Fresno 0000106A 168 83 82 0
Fresno 0000107 168 68 90 0
Fresno 0000107A 873 554 309 0
Fresno 0000108 513 192 299 0
Fresno 0000108A 2024 1168 810 0
Fresno 0000109 93 65 25 0
Fresno 0000109A 526 353 164 0
Fresno 0000110 322 149 158 0
Fresno 0000110A 1575 1047 486 0
Fresno 0000111 15 2 13 0
Fresno 0000111A 248 80 163 0
Fresno 0000112 588 112 458 0
Fresno 0000112A 4811 1923 2789 0
Fresno 0000113 517 132 370 0
Fresno 0000113A 3847 1760 1992 0
Fresno 0000114 641 192 429 0
Fresno 0000114A 3977 2027 1860 0
Fresno 0000115 487 158 317 0
Fresno 0000115A 3121 1577 1486 0
Fresno 0000116 495 132 352 0
Fresno 0000116A 3924 1772 2064 0
Fresno 0000117 493 119 365 0
Fresno 0000117A 3682 1677 1895 0
Fresno 0000118 510 162 332 0
Fresno 0000118A 3917 2004 1830 0
Fresno 0000119 489 94 386 0
Fresno 0000119A 3273 1296 1914 0
Fresno 0000120 516 118 387 0
Fresno 0000120A 3482 1430 1966 0
Fresno 0000121 3 0 3 0
Fresno 0000121A 83 26 56 0
Fresno 0000122 266 68 188 0
Fresno 0000122A 2467 1030 1376 0
Fresno 0000123 227 130 91 0
Fresno 0000123A 871 622 212 0
Fresno 0000124 0 0 0 0
Fresno 0000124A 4 2 2 0
Fresno 0000125 1 1 0 0
Fresno 0000125A 0 0 0 0
Fresno 0000126 0 0 0 0
Fresno 0000126A 1 1 0 0
Fresno 0000127 0 0 0 0
Fresno 0000127A 1 0 1 0
Fresno 0000128 303 143 154 0
Fresno 0000128A 1677 1109 528 0
Fresno 0000129 3 0 3 0
Fresno 0000129A 43 4 39 0
Fresno 0000130 335 46 276 0
Fresno 0000130A 1228 404 798 0
Fresno 0000131 26 5 19 0
Fresno 0000131A 271 81 184 0
Fresno 0000132 0 0 0 0
Fresno 0000132A 10 1 9 0
Fresno 0000133 409 146 249 0
Fresno 0000133A 2742 1636 1051 0
Fresno 0000134 489 170 301 0
Fresno 0000134A 3609 1999 1520 0
Fresno 0000135 191 78 108 0
Fresno 0000135A 1334 832 476 0
Fresno 0000136 126 64 53 0
Fresno 0000136A 935 597 321 0
Fresno 0000137 0 0 0 0
Fresno 0000137A 1 1 0 0
Fresno 0000138 53 23 27 0
Fresno 0000138A 309 196 109 0
Fresno 0000139 20 4 15 0
Fresno 0000139A 120 35 81 0
Fresno 0000140 258 86 162 0
Fresno 0000140A 1647 840 762 0
Fresno 0000141 464 127 320 0
Fresno 0000141A 3017 1272 1672 0
Fresno 0000142 23 2 20 0
Fresno 0000142A 99 53 42 0
Fresno 0000143 279 108 164 0
Fresno 0000143A 1955 1204 713 0
Fresno 0000144 19 12 5 0
Fresno 0000144A 80 40 38 0
Fresno 0000145 14 11 1 0
Fresno 0000145A 65 49 12 0
Fresno 0000146 4 1 3 0
Fresno 0000146A 12 6 5 0
Fresno 0000147 267 113 141 0
Fresno 0000147A 1854 1090 729 0
Fresno 0000148 0 0 0 0
Fresno 0000148A 56 28 26 0
Fresno 0000149 0 0 0 0
Fresno 0000149A 2 1 1 0
Fresno 0000150 0 0 0 0
Fresno 0000150A 4 1 3 0
Fresno 0000151 38 26 12 0
Fresno 0000151A 370 218 144 0
Fresno 0000152 73 40 32 0
Fresno 0000152A 628 423 187 0
Fresno 0000153 5 3 2 0
Fresno 0000153A 0 0 0 0
Fresno 0000154 366 150 208 0
Fresno 0000154A 2230 1350 843 0
Fresno 0000155 0 0 0 0
Fresno 0000155A 0 0 0 0
Fresno 0000156 102 35 65 0
Fresno 0000156A 584 288 276 0
Fresno 0000157 484 243 215 0
Fresno 0000157A 3116 2129 891 0
Fresno 0000158 40 21 15 0
Fresno 0000158A 148 99 46 0
Fresno 0000159 20 8 12 0
Fresno 0000159A 143 87 52 0
Fresno 0000160 1 1 0 0
Fresno 0000160A 1 0 1 0
Fresno 0000161 6 2 4 0
Fresno 0000161A 21 11 8 0
Fresno 0000162 106 50 50 0
Fresno 0000162A 810 471 315 0
Fresno 0000163 215 119 87 0
Fresno 0000163A 1375 917 409 0
Fresno 0000164 4 1 3 0
Fresno 0000164A 49 19 29 0
Fresno 0000165 0 0 0 0
Fresno 0000165A 0 0 0 0
Fresno 0000166 261 72 184 0
Fresno 0000166A 2085 1005 1046 0
Fresno 0000167 127 34 88 0
Fresno 0000167A 900 478 399 0
Fresno 0000168 1 1 0 0
Fresno 0000168A 3 0 3 0
Fresno 0000169 29 20 9 0
Fresno 0000169A 212 150 56 0
Fresno 0000170 118 55 62 0
Fresno 0000170A 701 444 243 0
Fresno 0000171 0 0 0 0
Fresno 0000171A 7 5 2 0
Fresno 0000172 4 0 4 0
Fresno 0000172A 70 40 30 0
Fresno 0000173 81 30 48 0
Fresno 0000173A 781 415 355 0
Fresno 0000174 149 39 106 0
Fresno 0000174A 953 465 462 0
Fresno 0000175 89 24 63 0
Fresno 0000175A 585 310 262 0
Fresno 0000176 52 22 24 0
Fresno 0000176A 406 253 144 0
Fresno 0000177 6 3 2 0
Fresno 0000177A 64 38 22 0
Fresno 0000178 74 26 46 0
Fresno 0000178A 536 316 210 0
Fresno 0000179 5 2 2 0
Fresno 0000179A 25 15 10 0
Fresno 0000180 1 0 1 0
Fresno 0000180A 11 6 5 0
Fresno 0000181 5 2 3 0
Fresno 0000181A 102 63 35 0
Fresno 0000182 1 1 0 0
Fresno 0000182A 10 6 4 0
Fresno 0000183 0 0 0 0
Fresno 0000183A 2 2 0 0
Fresno 0000184 2 2 0 0
Fresno 0000184A 25 9 16 0
Fresno 0000185 5 4 1 0
Fresno 0000185A 34 22 12 0
Fresno 0000186 29 12 17 0
Fresno 0000186A 147 55 92 0
Fresno 0000187 4 0 4 0
Fresno 0000187A 69 14 54 0
Fresno 0000188 1 0 1 0
Fresno 0000188A 0 0 0 0
Fresno 0000189 345 76 260 0
Fresno 0000189A 3386 1391 1924 0
Fresno 0000190 404 73 326 0
Fresno 0000190A 2824 1052 1719 0
Fresno 0000191 609 128 471 0
Fresno 0000191A 4257 1597 2588 0
Fresno 0000192 572 139 420 0
Fresno 0000192A 3533 1490 1966 0
Fresno 0000193 494 128 343 0
Fresno 0000193A 2754 1353 1356 0
Fresno 0000194 485 149 318 0
Fresno 0000194A 3025 1507 1448 0
Fresno 0000195 441 97 335 0
Fresno 0000195A 3189 1232 1886 0
Fresno 0000196 477 140 326 0
Fresno 0000196A 2678 1332 1291 0
Fresno 0000197 457 84 364 0
Fresno 0000197A 3663 1459 2135 0
Fresno 0000198 482 83 388 0
Fresno 0000198A 3946 1577 2282 0
Fresno 0000199 793 193 579 0
Fresno 0000199A 4982 2081 2782 0
Fresno 0000200 1 0 1 0
Fresno 0000200A 9 4 5 0
Fresno 0000201 62 20 42 0
Fresno 0000201A 491 256 230 0
Fresno 0000202 65 11 53 0
Fresno 0000202A 379 91 276 0
Fresno 0000203 393 50 334 0
Fresno 0000203A 2799 810 1949 0
Fresno 0000204 0 0 0 0
Fresno 0000204A 2 0 2 0
Fresno 0000205 9 2 6 0
Fresno 0000205A 84 28 55 0
Fresno 0000206 317 54 262 0
Fresno 0000206A 2561 877 1658 0
Fresno 0000207 162 16 143 0
Fresno 0000207A 1384 360 1003 0
Fresno 0000208 40 6 33 0
Fresno 0000208A 443 165 274 0
Fresno 0000209 255 41 211 0
Fresno 0000209A 1625 478 1120 0
Fresno 0000210 0 0 0 0
Fresno 0000210A 0 0 0 0
Fresno 0000211 123 24 89 0
Fresno 0000211A 992 247 720 0
Fresno 0000212 3 0 3 0
Fresno 0000212A 22 5 17 0
Fresno 0000213 17 3 14 0
Fresno 0000213A 247 32 211 0
Fresno 0000214 4 0 4 0
Fresno 0000214A 35 6 26 0
Fresno 0000215 790 72 693 0
Fresno 0000215A 3560 919 2529 0
Fresno 0000216 344 51 278 0
Fresno 0000216A 1603 435 1130 0
Fresno 0000217 0 0 0 0
Fresno 0000217A 12 4 8 0
Fresno 0000218 4 1 3 0
Fresno 0000218A 71 29 42 0
Fresno 0000219 345 102 237 0
Fresno 0000219A 1806 959 777 0
Fresno 0000220 96 19 77 0
Fresno 0000220A 632 321 296 0
Fresno 0000221 48 20 26 0
Fresno 0000221A 319 158 153 0
Fresno 0000222 0 0 0 0
Fresno 0000222A 1 1 0 0
Fresno 0000223 134 45 86 0
Fresno 0000223A 631 256 352 0
Fresno 0000224 15 5 10 0
Fresno 0000224A 118 86 31 0
Fresno 0000225 8 5 3 0
Fresno 0000225A 54 25 25 0
Fresno 0000226 4 1 3 0
Fresno 0000226A 41 16 24 0
Fresno 0000227 9 4 5 0
Fresno 0000227A 50 22 28 0
Fresno 0000228 35 16 18 0
Fresno 0000228A 277 188 76 0
Fresno 0000229 26 2 24 0
Fresno 0000229A 195 61 127 0
Fresno 0000230 11 3 8 0
Fresno 0000230A 127 50 75 0
Fresno 0000231 11 1 10 0
Fresno 0000231A 150 63 84 0
Fresno 0000232 29 9 18 0
Fresno 0000232A 310 131 171 0
Fresno 0000233 1 1 0 0
Fresno 0000233A 16 5 11 0
Fresno 0000234 3 0 3 0
Fresno 0000234A 17 2 15 0
Fresno 0000235 4 3 1 0
Fresno 0000235A 68 41 27 0
Fresno 0000236 6 0 6 0
Fresno 0000236A 42 4 38 0
Fresno 0000237 2 1 1 0
Fresno 0000237A 64 28 36 0
Fresno 0000238 2 1 1 0
Fresno 0000238A 28 16 12 0
Fresno 0000239 2 1 1 0
Fresno 0000239A 13 6 7 0
Fresno 0000240 118 61 56 0
Fresno 0000240A 766 466 281 0
Fresno 0000241 34 16 17 0
Fresno 0000241A 225 144 78 0
Fresno 0000242 0 0 0 0
Fresno 0000242A 0 0 0 0
Fresno 0000243 28 20 8 0
Fresno 0000243A 97 75 21 0
Fresno 0000244 60 27 32 0
Fresno 0000244A 264 115 142 0
Fresno 0000245 324 109 211 0
Fresno 0000245A 1703 875 794 0
Fresno 0000246 95 45 47 0
Fresno 0000246A 406 233 161 0
Fresno 0000247 61 16 43 0
Fresno 0000247A 396 192 197 0
Fresno 0000248 42 19 23 0
Fresno 0000248A 296 181 112 0
Fresno 0000249 98 34 60 0
Fresno 0000249A 771 433 319 0
Fresno 0000250 213 88 124 0
Fresno 0000250A 1137 652 470 0
Fresno 0000251 0 0 0 0
Fresno 0000251A 0 0 0 0
Fresno 0000252 0 0 0 0
Fresno 0000252A 0 0 0 0
Fresno 0000253 62 29 30 0
Fresno 0000253A 555 276 266 0
Fresno 0000254 9 3 6 0
Fresno 0000254A 95 28 66 0
Fresno 0000255 12 0 12 0
Fresno 0000255A 121 30 89 0
Fresno 0000256 1 1 0 0
Fresno 0000256A 4 3 1 0
Fresno 0000257 28 4 23 0
Fresno 0000257A 186 45 140 0
Fresno 0000258 91 28 60 0
Fresno 0000258A 541 262 270 0
Fresno 0000259 24 11 13 0
Fresno 0000259A 237 76 158 0
Fresno 0000260 3 2 1 0
Fresno 0000260A 3 2 1 0
Fresno 0000261 9 2 7 0
Fresno 0000261A 74 26 47 0
Fresno 0000262 57 22 35 0
Fresno 0000262A 270 167 98 0
Fresno 0000263 14 3 10 0
Fresno 0000263A 74 44 27 0
Fresno 0000264 0 0 0 0
Fresno 0000264A 2 0 2 0
Fresno 0000265 0 0 0 0
Fresno 0000265A 3 2 0 0
Fresno 0000266 10 2 8 0
Fresno 0000266A 118 57 58 0
Fresno 0000267 21 7 13 0
Fresno 0000267A 180 89 87 0
Fresno 0000268 44 11 32 0
Fresno 0000268A 268 119 141 0
Fresno 0000269 21 13 8 0
Fresno 0000269A 278 95 181 0
Fresno 0000270 2 0 1 0
Fresno 0000270A 0 0 0 0
Fresno 0000271 0 0 0 0
Fresno 0000271A 0 0 0 0
Fresno 0000272 17 4 13 0
Fresno 0000272A 236 110 124 0
Fresno 0000273 0 0 0 0
Fresno 0000273A 0 0 0 0
Fresno 0000274 9 2 7 0
Fresno 0000274A 74 23 51 0
Fresno 0000275 109 28 77 0
Fresno 0000275A 673 216 444 0
Fresno 0000276 124 24 95 0
Fresno 0000276A 815 241 564 0
Fresno 0000277 280 53 223 0
Fresno 0000277A 1226 417 787 0
Fresno 0000278 255 27 225 0
Fresno 0000278A 1339 325 985 0
Fresno 0000279 261 31 230 0
Fresno 0000279A 1185 276 888 0
Fresno 0000280 199 43 151 0
Fresno 0000280A 994 347 629 0
Fresno 0000281 151 36 114 0
Fresno 0000281A 739 302 422 0
Fresno 0000282 22 0 22 0
Fresno 0000282A 172 18 152 0
Fresno 0000283 2 0 2 0
Fresno 0000283A 24 7 17 0
Fresno 0000284 10 4 6 0
Fresno 0000284A 116 54 62 0
Fresno 0000285 11 1 10 0
Fresno 0000285A 175 76 97 0
Fresno 0000286 242 128 112 0
Fresno 0000286A 1279 885 364 0
Fresno 0000287 27 14 13 0
Fresno 0000287A 116 71 41 0
Fresno 0000288 6 2 4 0
Fresno 0000288A 9 8 1 0
Fresno 0000289 2 0 2 0
Fresno 0000289A 3 1 2 0
Fresno 0000290 17 11 6 0
Fresno 0000290A 213 126 84 0
Fresno 0000291 224 111 104 0
Fresno 0000291A 1301 905 372 0
Fresno 0000292 311 125 181 0
Fresno 0000292A 1929 1089 802 0
Fresno 0000293 452 128 316 0
Fresno 0000293A 2787 1400 1312 0
Fresno 0000294 1 0 1 0
Fresno 0000294A 19 7 12 0
Fresno 0000295 1 1 0 0
Fresno 0000295A 25 11 12 0
Fresno 0000296 6 1 5 0
Fresno 0000296A 107 48 58 0
Fresno 0000297 2 0 2 0
Fresno 0000297A 25 11 13 0
Fresno 0000298 14 7 7 0
Fresno 0000298A 102 41 57 0
Fresno 0000299 7 4 3 0
Fresno 0000299A 43 18 25 0
Fresno 0000300 1 1 0 0
Fresno 0000300A 11 4 7 0
Fresno 0000301 0 0 0 0
Fresno 0000301A 0 0 0 0
Fresno 0000302 39 22 15 0
Fresno 0000302A 234 132 97 0
Fresno 0000303 53 23 28 0
Fresno 0000303A 272 163 106 0
Fresno 0000304 3 1 2 0
Fresno 0000304A 18 13 5 0
Fresno 0000305 4 2 2 0
Fresno 0000305A 1 1 0 0
Fresno 0000306 16 10 6 0
Fresno 0000306A 83 61 19 0
Fresno 0000307 8 2 6 0
Fresno 0000307A 42 16 24 0
Fresno 0000308 0 0 0 0
Fresno 0000308A 10 1 9 0
Fresno 0000309 3 1 1 0
Fresno 0000309A 47 13 34 0
Fresno 0000310 0 0 0 0
Fresno 0000310A 0 0 0 0
Fresno 0000311 141 70 67 0
Fresno 0000311A 703 481 209 0
Fresno 0000312 188 128 55 0
Fresno 0000312A 627 464 156 0
Fresno 0000313 111 62 44 0
Fresno 0000313A 509 362 140 0
Fresno 0000314 109 61 43 0
Fresno 0000314A 594 430 149 0
Fresno 0000315 0 0 0 0
Fresno 0000315A 2 0 2 0
Fresno 0000316 186 81 102 0
Fresno 0000316A 1152 571 564 0
Fresno 0000317 201 93 106 0
Fresno 0000317A 782 487 282 0
Fresno 0000318 47 28 19 0
Fresno 0000318A 220 161 57 0
Fresno 0000319 365 96 265 0
Fresno 0000319A 2211 933 1242 0
Fresno 0000320 227 114 104 0
Fresno 0000320A 1090 724 349 0
Fresno 0000321 81 38 43 0
Fresno 0000321A 521 285 227 0
Fresno 0000322 32 18 14 0
Fresno 0000322A 97 81 15 0
Fresno 0000323 125 69 52 0
Fresno 0000323A 475 347 124 0
Fresno 0000324 107 68 36 0
Fresno 0000324A 491 348 135 0
Fresno 0000325 176 53 118 0
Fresno 0000325A 1268 478 771 0
Fresno 0000326 0 0 0 0
Fresno 0000326A 12 7 5 0
Fresno 0000327 0 0 0 0
Fresno 0000327A 2 0 2 0
Fresno 0000328 192 128 61 0
Fresno 0000328A 1052 736 293 0
Fresno 0000329 189 18 165 0
Fresno 0000329A 916 236 654 0
Fresno 0000330 3 1 2 0
Fresno 0000330A 8 2 6 0
Fresno 0000331 87 14 72 0
Fresno 0000331A 288 93 182 0
Fresno 0000332 20 5 14 0
Fresno 0000332A 244 60 183 0
Fresno 0000333 29 13 15 0
Fresno 0000333A 253 82 168 0
Fresno 0000334 1 1 0 0
Fresno 0000334A 1 1 0 0
Fresno 0000335 25 20 4 0
Fresno 0000335A 282 224 54 0
Fresno 0000336 248 76 168 0
Fresno 0000336A 1327 485 808 0
Fresno 0000337 12 2 10 0
Fresno 0000337A 121 20 99 0
Fresno 0000338 10 2 8 0
Fresno 0000338A 192 27 165 0
Fresno 0000339 0 0 0 0
Fresno 0000339A 25 1 24 0
Fresno 0000340 0 0 0 0
Fresno 0000340A 1 1 0 0
Fresno 0000341 272 72 192 0
Fresno 0000341A 1165 561 577 0
Fresno 0000342 218 76 139 0
Fresno 0000342A 1188 580 584 0
Fresno 0000343 165 79 83 0
Fresno 0000343A 628 405 207 0
Fresno 0000344 214 111 99 0
Fresno 0000344A 1009 612 370 0
Fresno 0000345 41 4 34 0
Fresno 0000345A 245 64 175 0
Fresno 0000346 2 0 2 0
Fresno 0000346A 9 1 7 0
Fresno 0000347 147 89 54 0
Fresno 0000347A 503 387 101 0
Fresno 0000348 12 6 6 0
Fresno 0000348A 98 49 43 0
Fresno 0000349 318 174 135 0
Fresno 0000349A 1453 1005 405 0
Fresno 0000350 0 0 0 0
Fresno 0000350A 0 0 0 0
Fresno 0000351 0 0 0 0
Fresno 0000351A 15 7 7 0
Fresno 0000352 4 3 1 0
Fresno 0000352A 100 51 48 0
Fresno 0000353 6 4 2 0
Fresno 0000353A 204 56 145 0
Fresno 0000354 306 151 146 0
Fresno 0000354A 1216 736 454 0
Fresno 0000355 66 42 23 0
Fresno 0000355A 362 258 99 0
Fresno 0000356 1 1 0 0
Fresno 0000356A 51 27 23 0
Fresno 0000357 17 5 12 0
Fresno 0000357A 78 32 44 0
Fresno 0000358 5 2 3 0
Fresno 0000358A 39 5 34 0
Fresno 0000359 6 1 5 0
Fresno 0000359A 60 14 42 0
Fresno 0000360 8 0 8 0
Fresno 0000360A 50 24 25 0
Fresno 0000361 0 0 0 0
Fresno 0000361A 17 13 4 0
Fresno 0000362 4 1 3 0
Fresno 0000362A 18 2 16 0
Fresno 0000363 26 7 18 0
Fresno 0000363A 192 52 136 0
Fresno 0000364 35 5 29 0
Fresno 0000364A 249 90 156 0
Fresno 0000365 4 0 4 0
Fresno 0000365A 24 8 16 0
Fresno 0000366 6 1 5 0
Fresno 0000366A 100 42 56 0
Fresno 0000367 42 15 24 0
Fresno 0000367A 335 150 178 0
Fresno 0000368 121 34 85 0
Fresno 0000368A 1105 395 688 0
Fresno 0000369 1 0 1 0
Fresno 0000369A 20 7 13 0
Fresno 0000370 87 30 56 0
Fresno 0000370A 763 297 455 0
Fresno 0000371 5 1 4 0
Fresno 0000371A 48 10 35 0
Fresno 0000372 5 1 4 0
Fresno 0000372A 16 5 11 0
Fresno 0000373 7 3 4 0
Fresno 0000373A 131 45 85 0
Fresno 0000374 0 0 0 0
Fresno 0000374A 25 15 9 0
Fresno 0000375 2 0 2 0
Fresno 0000375A 23 15 8 0
Fresno 0000376 0 0 0 0
Fresno 0000376A 20 12 5 0
Fresno 0000377 166 60 104 0
Fresno 0000377A 743 329 405 0
Fresno 0000378 197 49 147 0
Fresno 0000378A 690 232 442 0
Fresno 0000379 246 67 172 0
Fresno 0000379A 802 387 396 0
Fresno 0000380 117 24 91 0
Fresno 0000380A 823 433 357 0
Fresno 0000381 181 46 131 0
Fresno 0000381A 591 236 340 0
Fresno 0000382 0 0 0 0
Fresno 0000382A 5 4 1 0
Fresno 0000383 217 149 59 0
Fresno 0000383A 567 430 122 0
Fresno 0000384 121 33 81 0
Fresno 0000384A 491 229 250 0
Fresno SOV_CD04 0 2048 6533 0
Fresno SOV_CD16 0 62650 27989 0
Fresno SOV_CD22 0 95231 108340 0
Fresno SOV_CD21 0 28344 30095 0
Fresno SOV_SD08 0 0 0 0
Fresno SOV_SD14 0 0 0 0
Fresno SOV_SD12 0 0 0 0
Fresno SOV_AD23 0 0 0 0
Fresno SOV_AD31 0 0 0 0
Fresno SOV_BE01 0 0 0 0
Fresno SOV_AD00 0 0 0 0
Fresno SOV_CD00 0 0 0 0
Fresno SOV_SD00 0 0 0 0
Fresno SOV_BE00 0 0 0 0
Imperial 121004 265 185 61 0
Imperial 121005 414 282 110 0
Imperial 121006 390 262 105 0
Imperial 121009 13 4 7 0
Imperial 121010 269 179 83 0
Imperial 121012 255 174 57 0
Imperial 121014 481 355 93 0
Imperial 121015 17 9 6 0
Imperial 121016 375 260 100 0
Imperial 121017 365 237 113 0
Imperial 121018 348 225 105 0
Imperial 121019 353 202 133 0
Imperial 121020 517 338 155 0
Imperial 121021 1 1 0 0
Imperial 121022 0 0 0 0
Imperial 181001 0 0 0 0
Imperial 181002 12 7 3 0
Imperial 181066 3 3 0 0
Imperial 184003 0 0 0 0
Imperial 186005 8 6 0 0
Imperial 186006 5 4 0 0
Imperial 186007 3 2 1 0
Imperial 186067 0 0 0 0
Imperial 245205 557 257 262 0
Imperial 245214 433 212 196 0
Imperial 245215 281 160 100 0
Imperial 245217 141 79 48 0
Imperial 245220 318 186 112 0
Imperial 245224 411 240 147 0
Imperial 245225 14 6 7 0
Imperial 245226 627 314 277 0
Imperial 245228 235 87 128 0
Imperial 247229 243 78 150 0
Imperial 247234 387 167 199 0
Imperial 281011 4 2 1 0
Imperial 281045 2 2 0 0
Imperial 384226 0 0 0 0
Imperial 285001 3 0 2 0
Imperial 285002 0 0 0 0
Imperial 285004 1 0 1 0
Imperial 285006 0 0 0 0
Imperial 285007 0 0 0 0
Imperial 285033 9 1 8 0
Imperial 285042 0 0 0 0
Imperial 285246 0 0 0 0
Imperial 286210 0 0 0 0
Imperial 286212 2 2 0 0
Imperial 286213 359 237 106 0
Imperial 286232 537 312 202 0
Imperial 286238 0 0 0 0
Imperial 286244 16 11 4 0
Imperial 286245 0 0 0 0
Imperial 286247 0 0 0 0
Imperial 287205 0 0 0 0
Imperial 287208 3 3 0 0
Imperial 287209 0 0 0 0
Imperial 287239 3 0 1 0
Imperial 287240 0 0 0 0
Imperial 287241 5 3 2 0
Imperial 287243 0 0 0 0
Imperial 287248 0 0 0 0
Imperial 287249 0 0 0 0
Imperial 289203 9 2 7 0
Imperial 345201 275 145 112 0
Imperial 345202 321 206 91 0
Imperial 345203 459 272 150 0
Imperial 345223 293 192 81 0
Imperial 365018 514 222 262 0
Imperial 365020 628 271 324 0
Imperial 365021 1255 488 716 0
Imperial 365027 675 290 365 0
Imperial 365229 57 27 24 0
Imperial 381116 0 0 0 0
Imperial 384122 0 0 0 0
Imperial 384130 0 0 0 0
Imperial 384131 0 0 0 0
Imperial 384132 0 0 0 0
Imperial 384133 0 0 0 0
Imperial 384134 0 0 0 0
Imperial 384135 0 0 0 0
Imperial 384137 0 0 0 0
Imperial 384138 0 0 0 0
Imperial 385005 0 0 0 0
Imperial 385009 0 0 0 0
Imperial 385011 1 0 1 0
Imperial 385014 335 105 217 0
Imperial 385015 0 0 0 0
Imperial 385017 0 0 0 0
Imperial 385024 6 2 4 0
Imperial 385036 0 0 0 0
Imperial 385046 2 0 2 0
Imperial 385047 0 0 0 0
Imperial 385048 0 0 0 0
Imperial 385049 0 0 0 0
Imperial 385050 0 0 0 0
Imperial 387206 9 3 6 0
Imperial 387210 1 0 1 0
Imperial 387213 0 0 0 0
Imperial 387245 1 0 0 0
Imperial 389207 13 5 7 0
Imperial 389208 240 146 83 0
Imperial 389225 4 3 1 0
Imperial 411102 279 98 175 0
Imperial 411105 451 256 178 0
Imperial 411106 739 409 300 0
Imperial 411107 330 67 254 0
Imperial 411108 494 164 318 0
Imperial 411109 243 99 127 0
Imperial 411136 210 118 83 0
Imperial 432034 451 242 188 0
