DIST COUNTY AREA TOTAL DEM REP GRN LIB OTHER
DIST COUNTY AREA TOTAL Dem Rep Grn Lib Other
2 Harris 896 0 938 472 0 13 0
2 Harris 902 0 1280 1299 0 46 0
2 Harris 904 0 2 1 0 0 0
2 Harris 906 0 10 19 0 0 0
2 Harris 911 0 123 221 0 12 0
2 Harris 922 0 0 0 0 0 0
2 Harris 939 0 1 0 0 0 0
2 Harris 942 0 45 105 0 1 0
2 Harris 964 0 2030 2254 0 51 0
2 Harris 967 0 88 30 0 0 0
2 Harris 968 0 1377 403 0 33 0
2 Harris 971 0 0 0 0 0 0
2 Harris 973 0 340 530 0 9 0
2 Harris 979 0 0 0 0 0 0
2 Harris 98 0 348 2014 0 36 0
2 Harris 983 0 83 52 0 5 0
3 Collin 001 0 800 1046 0 44 0
3 Collin 002 0 1280 1394 0 98 0
3 Collin 003 0 889 382 0 41 0
3 Collin 004 0 510 1277 0 34 0
3 Collin 005 0 222 491 0 23 0
3 Collin 006 0 574 499 0 18 0
3 Collin 007 0 524 560 0 28 0
3 Collin 008 0 434 1340 0 44 0
3 Collin 009 0 806 1287 0 66 0
3 Collin 010 0 82 449 0 9 0
3 Collin 012 0 515 1027 0 33 0
3 Collin 014 0 1234 1022 0 36 0
3 Collin 015 0 554 545 0 27 0
3 Collin 016 0 890 1928 0 71 0
3 Collin 019 0 493 757 0 30 0
3 Collin 021 0 1464 1678 0 74 0
3 Collin 023 0 1224 531 0 44 0
3 Collin 024 0 1008 521 0 40 0
3 Collin 025 0 1934 2093 0 78 0
3 Collin 026 0 658 638 0 41 0
3 Collin 028 0 902 957 0 45 0
3 Collin 030 0 1248 2024 0 94 0
3 Collin 031 0 648 1009 0 41 0
3 Collin 032 0 768 1136 0 35 0
3 Collin 034 0 1730 1541 0 42 0
3 Collin 036 0 562 1016 0 14 0
3 Collin 038 0 1881 2119 0 94 0
3 Collin 039 0 1081 937 0 68 0
3 Collin 040 0 917 1685 0 62 0
3 Collin 041 0 1090 2604 0 78 0
3 Collin 043 0 1140 1076 0 62 0
3 Collin 044 0 446 491 0 30 0
3 Collin 045 0 773 1449 0 43 0
3 Collin 046 0 999 777 0 53 0
3 Collin 047 0 865 958 0 42 0
3 Collin 048 0 1339 1396 0 74 0
3 Collin 049 0 663 1081 0 32 0
3 Collin 050 0 1252 697 0 45 0
3 Collin 051 0 607 385 0 27 0
3 Collin 052 0 1753 1018 0 66 0
3 Collin 053 0 698 1030 0 40 0
3 Collin 054 0 1290 887 0 72 0
3 Collin 055 0 1354 971 0 63 0
3 Collin 057 0 1361 1940 0 90 0
3 Collin 058 0 1277 1267 0 62 0
3 Collin 059 0 1056 1708 0 73 0
3 Collin 060 0 651 1482 0 40 0
3 Collin 061 0 479 762 0 25 0
3 Collin 062 0 905 889 0 51 0
3 Collin 063 0 616 970 0 33 0
3 Collin 064 0 962 996 0 48 0
3 Collin 065 0 399 478 0 21 0
3 Collin 066 0 724 803 0 39 0
3 Collin 067 0 908 993 0 49 0
3 Collin 068 0 626 644 0 38 0
3 Collin 069 0 1282 1610 0 53 0
3 Collin 070 0 574 859 0 37 0
3 Collin 071 0 642 715 0 27 0
3 Collin 072 0 465 682 0 24 0
3 Collin 073 0 793 520 0 37 0
3 Collin 074 0 602 741 0 41 0
3 Collin 075 0 634 998 0 25 0
3 Collin 076 0 1039 1428 0 50 0
3 Collin 077 0 1372 1157 0 52 0
3 Collin 078 0 1756 1334 0 73 0
3 Collin 079 0 842 921 0 33 0
3 Collin 080 0 1173 1368 0 61 0
3 Collin 081 0 996 1023 0 48 0
3 Collin 082 0 877 944 0 45 0
3 Collin 084 0 767 976 0 31 0
3 Collin 085 0 1157 1070 0 59 0
3 Collin 086 0 950 1197 0 38 0
3 Collin 087 0 2181 2191 0 62 0
3 Collin 088 0 926 345 0 37 0
3 Collin 089 0 1150 1292 0 27 0
3 Collin 090 0 837 1670 0 28 0
3 Collin 091 0 811 906 0 40 0
3 Collin 092 0 1186 1199 0 49 0
3 Collin 094 0 1615 1515 0 45 0
3 Collin 095 0 1067 1150 0 53 0
3 Collin 096 0 361 376 0 29 0
3 Collin 097 0 256 804 0 15 0
3 Collin 098 0 318 569 0 16 0
