COUNTY AREA TOTAL DEM REP DEM IND DEM REP IND LBT IRP IND DEM UPA IND IND REP REP None DEM REP
COUNTY AREA TOTAL Kelly McSally Arif Beckett Chilton Davida Decker Dorchester Glenn Haupt Kapadia Rodriguez Rodriguez1 Saenz Schiess Simmons Stevens Stewart Thomas
Coconino "FLAGSTAFF 8" 0 608 209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 9" 0 1219 427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FOREST LAKES 53" 0 42 107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FORT VALLEY EAST 55" 0 199 117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FORT VALLEY WEST 56" 0 365 319 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FREDONIA 58" 0 143 460 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "GRAND CANYON 59" 0 496 170 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "HAVASUPAI 60" 0 54 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "INSCRIPTION HOUSE 61" 0 346 123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "KAIBAB NORTH 64" 0 5 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "KAIBAB WEST 66" 0 164 403 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "KAIBETO 65" 0 791 182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "LECHEE 67" 0 564 176 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "LEUPP 69" 0 856 191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "MOENKOPI 70" 0 246 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "MORMON LAKE 63" 0 72 108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "MOUNTAIN VIEW 86" 0 100 142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "NAVAJO MOUNTAIN 71" 0 77 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "PAGE CENTRAL 72" 0 373 441 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "PAGE EAST 73" 0 311 527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "PAGE SOUTH 74" 0 348 270 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "PAGE WEST 75" 0 416 534 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "PARKS 79" 0 306 703 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "PINEWOOD 80" 0 333 555 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "PUMPHOUSE WASH 62" 0 1733 1077 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "RANCHES 84" 0 233 256 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "SCHULTZ 51" 0 38 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "SEDONA NORTH 82" 0 451 341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "SEDONA SOUTH 83" 0 806 610 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "SUNSET CRATER 85" 0 707 969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "TIMBERLINE FERNWOOD 52" 0 716 942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "TOLANI LAKE 88" 0 267 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "TONALEA 90" 0 1193 226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "TUBA CITY NORTHEAST 93" 0 654 141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "TUBA CITY NORTHWEST 94" 0 565 92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "TUBA CITY SOUTH 95" 0 2297 381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "TUSAYAN 97" 0 255 338 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "WILLIAMS NORTHSIDE 98" 0 539 1559 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "WILLIAMS SOUTHSIDE 99" 0 321 517 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "WINONA 92" 0 718 834 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Canyon Day" 0 274 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila Carrizo 0 13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
