DIST COUNTY AREA TOTAL DEM REP NPA NPA OverVotes REF NPA UnderVotes WriteinVotes
DIST COUNTY AREA TOTAL Gillum DeSantis Foley Gibson OverVotes Richardson Stanley UnderVotes WriteinVotes
NA Broward H011 0 1175 224 0 1 8 6 5 13 1
NA Broward J001 0 808 253 1 2 2 4 0 6 1
NA Broward J002 0 741 311 1 3 0 1 2 7 1
NA Broward J003 0 730 396 1 3 8 3 3 9 0
NA Broward J004 0 995 249 1 1 5 3 1 3 0
NA Broward J005 0 789 247 3 4 8 2 0 8 1
NA Broward J006 0 327 141 1 0 4 5 0 5 0
NA Broward J007 0 1036 214 0 0 12 6 1 9 1
NA Broward J008 0 230 95 0 0 2 0 0 1 2
NA Broward J009 0 737 294 1 6 4 3 4 7 0
NA Broward J010 0 696 264 0 2 0 2 2 1 1
NA Broward J011 0 1368 437 2 2 6 6 2 7 2
NA Broward J012 0 2247 756 6 6 28 10 2 15 5
NA Broward J013 0 1023 239 1 6 3 1 2 5 0
NA Broward J014 0 765 367 1 3 10 7 1 6 0
NA Broward J015 0 853 319 1 1 2 4 1 4 1
NA Broward J016 0 329 85 1 2 0 1 0 1 1
NA Broward J017 0 971 147 0 5 3 1 2 7 1
NA Broward J018 0 957 317 0 7 4 5 2 5 1
NA Broward J019 0 1690 595 3 4 5 9 2 10 0
NA Broward J020 0 745 165 2 2 4 5 0 3 0
NA Broward J021 0 1083 462 1 3 2 9 4 5 1
NA Broward J022 0 1110 393 0 2 8 2 1 14 0
NA Broward J023 0 628 280 1 3 2 6 0 3 1
NA Broward J024 0 561 195 0 0 6 2 0 10 0
NA Broward K001 0 770 43 0 0 4 0 0 2 0
NA Broward K002 0 930 37 0 1 3 1 0 4 0
NA Broward K003 0 1776 79 0 0 24 1 0 2 0
NA Broward K004 0 1224 44 0 2 10 0 4 8 1
NA Broward K005 0 838 26 0 0 3 0 0 2 0
NA Broward K006 0 1069 41 0 1 5 0 0 2 0
NA Broward K007 0 1055 21 0 2 9 0 0 4 0
NA Broward K008 0 873 53 0 0 4 1 0 7 0
NA Broward K009 0 976 110 0 0 10 0 0 1 0
NA Broward K010 0 368 32 0 0 3 0 0 4 0
NA Broward K011 0 1001 67 2 0 3 0 0 5 0
NA Broward L001 0 2518 504 1 5 8 2 3 9 2
NA Broward L002 0 779 15 0 0 2 0 1 0 0
NA Broward L003 0 741 46 0 2 1 0 1 2 0
NA Broward L004 0 2774 47 0 4 12 0 0 4 0
NA Broward L005 0 937 33 0 0 6 2 0 3 0
NA Broward L006 0 1834 68 0 3 2 3 1 7 0
NA Broward L007 0 685 76 0 0 2 1 0 1 0
NA Broward L008 0 1316 44 0 1 8 3 0 4 0
NA Broward L009 0 1192 187 0 3 9 4 0 5 3
NA Broward L010 0 2477 349 3 8 8 6 3 14 0
NA Broward L011 0 773 50 0 1 1 1 0 2 0
NA Broward L012 0 771 27 0 0 4 0 1 2 0
NA Broward L013 0 2013 347 2 3 8 4 0 9 0
NA Broward L014 0 708 3 0 2 1 4 1 0 0
NA Broward L015 0 579 9 0 0 0 0 0 2 0
NA Broward L016 0 953 10 1 1 1 1 0 2 1
NA Broward L017 0 595 13 0 1 0 2 0 2 0
NA Broward L018 0 920 16 2 2 3 0 0 3 0
NA Broward L019 0 349 6 0 0 1 0 0 1 0
NA Broward M001 0 876 455 2 3 3 4 1 6 0
NA Broward M002 0 1519 116 0 1 7 2 3 4 1
NA Broward M003 0 1749 119 1 1 9 4 0 4 0
NA Broward M004 0 768 57 1 0 10 3 1 0 0
NA Broward M005 0 877 183 2 1 3 1 3 6 0
NA Broward M006 0 458 159 1 0 0 1 2 1 0
NA Broward M007 0 488 153 0 5 5 5 3 5 0
NA Broward M008 0 784 218 4 5 12 2 1 7 0
NA Broward M009 0 996 295 1 2 5 3 3 5 2
NA Broward M010 0 461 156 2 0 4 4 0 4 1
NA Broward M011 0 488 152 0 0 0 5 4 3 0
NA Broward M012 0 968 521 1 5 4 0 1 10 1
NA Broward M013 0 728 136 0 4 2 2 3 2 0
NA Broward M014 0 910 467 2 5 2 6 1 6 3
NA Broward M015 0 1000 332 2 1 4 4 0 4 0
NA Broward M016 0 287 108 0 0 1 1 1 7 1
NA Broward M017 0 451 171 2 2 4 5 2 7 0
NA Broward M018 0 445 146 0 3 5 5 1 4 0
NA Broward M019 0 586 229 0 1 2 2 1 5 0
NA Broward M020 0 1308 320 3 4 2 7 3 4 1
NA Broward M021 0 564 195 0 2 3 2 1 5 0
NA Broward M022 0 1035 504 4 3 3 5 2 6 0
NA Broward M023 0 1095 435 1 0 4 4 4 12 0
NA Broward M024 0 695 204 1 5 3 4 1 4 0
NA Broward M025 0 1159 829 1 3 4 8 3 14 2
NA Broward M026 0 1118 334 0 4 1 2 1 9 1
NA Broward M027 0 426 199 1 0 0 3 1 2 0
NA Broward M028 0 990 199 2 3 4 2 2 2 0
NA Broward M029 0 706 415 2 3 3 2 4 6 0
NA Broward M030 0 1618 760 3 6 2 7 2 11 2
NA Broward M031 0 512 68 0 0 1 1 2 1 0
NA Broward M032 0 649 99 0 2 2 0 3 2 2
NA Broward N001 0 1096 124 1 0 9 2 1 6 1
NA Broward N002 0 1156 103 0 1 5 3 0 5 0
NA Broward N003 0 480 291 0 2 2 4 1 5 0
NA Broward N004 0 1110 606 0 3 0 10 2 12 0
NA Broward N005 0 304 169 2 1 1 1 0 3 0
NA Broward N006 0 644 771 2 2 1 6 2 12 0
NA Broward N007 0 702 500 1 5 1 5 3 5 0
NA Broward N008 0 1280 757 2 4 4 7 4 18 2
NA Broward N009 0 573 220 0 1 1 1 3 6 0
NA Broward N010 0 668 470 2 1 2 4 0 7 0
NA Broward N011 0 512 534 2 1 1 2 0 6 0
NA Broward N012 0 776 319 2 1 4 2 1 9 0
NA Broward N013 0 626 317 0 0 1 2 2 6 0
NA Broward N014 0 1193 350 0 6 3 5 3 6 0
NA Broward N015 0 1712 858 4 8 7 8 2 17 0
NA Broward N016 0 650 551 2 3 3 4 3 6 0
NA Broward N017 0 836 345 2 0 4 3 3 4 1
NA Broward N018 0 1022 447 2 1 7 5 7 6 0
NA Broward N019 0 582 292 1 2 3 1 2 4 0
NA Broward N020 0 829 565 5 3 3 5 3 9 0
NA Broward N021 0 639 574 2 0 2 3 0 9 0
NA Broward N022 0 1612 835 3 6 4 5 3 11 4
NA Broward N023 0 1120 592 0 3 5 4 6 5 1
NA Broward N024 0 853 540 0 1 0 5 1 9 1
NA Broward N025 0 1451 739 2 5 2 3 0 13 0
NA Broward N026 0 1034 375 2 2 2 3 0 6 0
NA Broward N027 0 195 186 0 0 1 1 0 4 0
NA Broward N028 0 657 560 0 2 2 2 4 4 0
NA Broward N029 0 1184 694 0 2 6 6 0 9 1
NA Broward P001 0 946 198 1 2 5 2 1 1 0
NA Broward P002 0 861 172 0 2 0 1 0 1 0
NA Broward P003 0 1237 310 1 1 1 3 0 3 0
NA Broward P004 0 867 214 0 2 1 5 5 3 0
NA Broward P005 0 574 228 0 2 0 3 1 2 1
NA Broward P006 0 616 206 0 0 1 3 0 3 0
NA Broward Q010 0 414 650 0 2 2 4 2 4 0
NA Broward Q020 0 99 232 0 0 2 2 0 3 0
NA Broward Q030 0 796 1020 1 3 11 7 3 16 1
NA Broward Q031 0 674 923 3 8 11 5 1 9 1
NA Broward Q040 0 1282 1122 0 1 8 2 0 12 2
NA Broward Q041 0 1438 1107 3 2 7 8 1 18 3
NA Broward Q042 0 530 481 0 1 1 1 0 4 0
NA Broward Q043 0 647 781 2 1 1 8 2 3 0
NA Broward Q044 0 3442 2510 5 3 7 10 3 44 5
NA Broward Q045 0 574 552 1 1 0 3 0 10 0
NA Broward Q050 0 999 57 0 1 10 1 0 3 0
NA Broward Q051 0 231 89 2 0 3 4 1 0 0
NA Broward Q060 0 1660 954 2 3 0 13 1 12 1
NA Broward Q061 0 1748 1119 2 2 4 13 4 12 2
NA Broward Q062 0 1287 587 3 3 7 9 2 15 1
NA Broward Q063 0 520 394 0 1 8 2 5 7 1
NA Broward Q064 0 853 460 1 1 5 7 1 7 1
NA Broward Q065 0 2360 1262 4 7 2 12 1 16 2
NA Broward Q066 0 703 713 0 0 3 4 0 9 0
NA Broward Q067 0 1011 719 2 1 3 5 0 8 2
NA Broward Q068 0 994 664 3 3 3 9 0 12 2
NA Broward Q069 0 796 419 1 3 0 4 1 4 1
NA Broward Q070 0 1600 831 2 1 2 10 3 14 5
NA Broward Q071 0 1060 794 2 1 1 9 1 6 0
NA Broward Q072 0 917 633 1 3 0 2 4 10 1
NA Broward Q080 0 1267 334 1 1 10 11 2 6 0
NA Broward Q081 0 807 177 1 1 5 2 1 2 0
NA Broward Q082 0 1061 41 0 1 7 7 1 0 0
NA Broward Q083 0 1231 26 0 0 6 2 1 5 1
NA Broward Q090 0 426 567 4 1 5 3 3 10 0
NA Broward Q091 0 958 1647 3 4 5 9 1 17 1
NA Broward R001 0 650 774 1 1 9 5 0 11 3
NA Broward R002 0 849 826 3 9 4 6 3 7 0
NA Broward R003 0 406 469 0 1 8 6 2 5 0
NA Broward R004 0 662 721 2 1 6 7 1 5 1
NA Broward R005 0 347 430 1 0 8 1 0 6 0
NA Broward R006 0 382 288 0 0 1 1 1 2 2
NA Broward R007 0 398 455 2 4 2 3 1 7 0
NA Broward R008 0 450 501 2 0 4 1 1 3 0
NA Broward R009 0 614 525 1 3 4 4 2 4 0
NA Broward R010 0 395 432 0 0 4 1 0 9 0
NA Broward R011 0 540 534 1 3 6 1 3 9 3
NA Broward R012 0 632 550 1 1 4 8 0 9 1
NA Broward R013 0 1257 1429 1 3 9 12 2 16 4
NA Broward R014 0 578 395 0 0 3 2 2 4 1
NA Broward R015 0 1172 1140 1 2 6 4 1 9 0
NA Broward R016 0 886 414 0 2 4 6 1 1 1
NA Broward R017 0 276 98 0 0 0 2 1 1 0
NA Broward R018 0 1087 365 4 1 4 4 0 7 0
NA Broward R019 0 684 319 1 1 5 0 0 5 2
NA Broward R020 0 437 188 0 0 2 3 0 1 0
NA Broward R021 0 1055 188 1 2 0 1 3 5 0
NA Broward R022 0 753 112 0 3 4 2 0 6 0
NA Broward R023 0 746 17 0 2 3 2 1 1 1
NA Broward R024 0 658 14 0 1 0 0 2 3 0
NA Broward R025 0 1164 42 0 1 13 0 1 5 0
NA Broward R026 0 966 20 0 2 3 1 0 0 0
NA Broward R027 0 921 97 1 0 6 3 1 3 0
NA Broward R028 0 1139 8 0 0 1 0 0 3 0
NA Broward R029 0 661 13 0 0 2 0 0 0 0
NA Broward R030 0 1146 19 0 2 3 2 1 5 0
NA Broward R031 0 864 173 1 3 2 5 2 7 1
NA Broward R032 0 1572 1105 2 4 4 9 2 8 1
NA Broward R033 0 899 109 2 1 2 1 2 3 0
NA Broward R034 0 1364 680 3 8 0 8 1 8 2
NA Broward R035 0 483 402 0 2 1 2 1 2 0
NA Broward R036 0 399 521 0 1 4 4 0 4 3
NA Broward R037 0 443 543 2 1 4 1 0 4 1
NA Broward R038 0 121 242 0 0 1 1 1 2 0
NA Broward R039 0 597 784 2 4 4 3 1 8 1
NA Broward R040 0 1083 1322 4 2 4 5 1 10 2
NA Broward R041 0 635 256 4 3 4 4 3 4 1
NA Broward R042 0 322 250 0 2 1 5 4 0 2
NA Broward R043 0 783 570 2 2 0 4 5 6 2
NA Broward R044 0 120 67 0 0 2 0 0 1 0
NA Broward R045 0 580 352 3 4 5 5 3 3 2
NA Broward R046 0 982 765 1 2 6 11 0 3 1
NA Broward R047 0 605 357 0 7 1 4 4 6 0
NA Broward R048 0 537 335 1 2 3 6 2 5 0
NA Broward R049 0 650 488 2 5 1 5 2 5 1
NA Broward R050 0 933 90 1 1 5 1 2 2 1
NA Broward R051 0 762 15 1 0 4 0 0 3 1
NA Broward R052 0 459 179 1 3 4 4 0 1 0
NA Broward R053 0 802 689 1 4 3 10 4 6 0
NA Broward R054 0 420 256 2 1 1 2 0 7 0
NA Broward R055 0 290 353 0 1 0 5 1 4 0
NA Broward R056 0 456 19 1 3 1 2 0 0 0
NA Broward R057 0 507 81 0 2 1 3 2 2 0
NA Broward R058 0 470 271 0 1 0 4 1 3 2
NA Broward R059 0 457 351 0 1 0 2 0 4 1
NA Broward R060 0 856 296 1 2 1 2 1 3 1
NA Broward R061 0 340 236 0 1 1 2 3 2 2
NA Broward R062 0 446 9 0 2 0 1 0 1 0
NA Broward R063 0 2835 142 0 3 11 5 1 7 3
NA Broward R064 0 529 80 1 1 4 0 2 3 0
NA Broward R065 0 216 157 1 0 1 0 0 0 1
NA Broward R066 0 291 221 0 0 3 1 2 5 1
NA Broward R067 0 483 312 0 1 1 5 2 0 1
NA Broward R068 0 394 386 0 0 1 3 5 3 0
NA Broward R069 0 1289 22 0 0 2 0 0 4 0
NA Broward S001 0 933 194 1 7 8 5 3 5 1
NA Broward S002 0 838 37 0 3 3 1 0 2 1
NA Broward S003 0 973 520 4 4 3 8 2 12 0
NA Broward S004 0 996 694 11 1 4 13 2 23 0
NA Broward S005 0 523 435 3 6 2 6 3 3 0
NA Broward S006 0 465 251 2 1 3 3 2 5 0
NA Broward S007 0 383 323 3 2 1 4 0 8 0
NA Broward S008 0 854 471 4 1 5 8 4 4 0
NA Broward S009 0 512 397 7 5 3 5 1 6 1
NA Broward T001 0 737 353 1 5 1 8 0 11 1
NA Broward T002 0 688 311 3 0 2 4 1 4 0
NA Broward T003 0 1206 859 1 7 4 8 4 11 2
NA Broward T004 0 708 234 1 0 2 4 3 4 0
NA Broward T005 0 333 153 0 0 0 3 0 5 2
NA Broward T006 0 247 271 1 1 0 2 1 3 0
NA Broward T007 0 491 452 5 5 0 4 4 6 1
NA Broward T008 0 761 556 0 7 4 6 1 5 2
NA Broward T009 0 1363 414 6 6 6 7 4 11 3
NA Broward T010 0 1270 1100 4 2 2 8 6 12 0
NA Broward T011 0 628 444 1 4 2 5 0 4 3
NA Broward T012 0 471 277 0 3 1 2 1 5 0
NA Broward T013 0 370 267 0 3 6 2 3 10 0
NA Broward T014 0 856 557 1 2 0 9 1 9 0
NA Broward T015 0 794 623 4 3 1 6 1 5 1
NA Broward T016 0 131 48 1 1 0 0 0 0 0
NA Broward T017 0 554 463 2 1 3 3 0 4 0
NA Broward T018 0 1941 2380 3 2 12 6 5 16 0
NA Broward T019 0 455 288 3 3 2 7 2 3 0
NA Broward T020 0 720 624 5 1 1 6 2 9 1
NA Broward T021 0 544 624 0 1 0 2 0 4 2
NA Broward T022 0 249 196 0 0 1 6 2 2 1
NA Broward T023 0 756 335 5 3 1 7 1 2 0
NA Broward T024 0 480 432 1 1 3 3 1 4 0
NA Broward T025 0 774 483 3 6 2 1 2 4 0
NA Broward T026 0 842 711 3 3 1 5 2 20 4
NA Broward T027 0 317 351 0 0 1 1 2 4 0
NA Broward T028 0 1713 986 3 5 4 12 5 21 3
NA Broward T029 0 766 502 3 5 9 5 4 10 0
NA Broward T030 0 166 214 0 1 1 1 3 3 0
NA Broward U001 0 395 351 2 5 0 2 2 4 1
NA Broward U002 0 500 509 1 0 1 2 0 13 1
NA Broward U003 0 967 976 2 6 5 11 1 19 4
NA Broward U004 0 1336 1263 3 9 7 8 6 18 1
NA Broward U005 0 699 473 1 3 2 1 0 7 0
NA Broward U006 0 1657 871 2 2 5 5 2 13 2
NA Broward U007 0 691 655 0 5 4 2 0 5 1
NA Broward U008 0 303 260 0 2 1 2 0 2 0
NA Broward U009 0 354 228 0 1 1 3 0 2 0
NA Broward U010 0 791 483 2 2 2 3 2 7 0
NA Broward U011 0 1177 675 6 2 4 5 1 11 0
NA Broward V001 0 313 393 0 1 2 5 1 3 0
NA Broward V002 0 1274 1297 2 2 17 4 7 22 0
NA Broward V003 0 685 323 0 1 5 7 3 12 0
NA Broward V004 0 438 158 0 2 3 1 3 4 1
NA Broward V005 0 455 343 0 2 3 2 3 3 0
NA Broward V006 0 480 252 0 1 0 0 4 4 1
NA Broward V007 0 931 570 0 2 3 6 3 11 2
NA Broward V008 0 533 6 1 0 3 4 0 2 0
NA Broward V009 0 760 205 0 2 2 1 4 3 1
NA Broward V010 0 226 92 1 1 0 0 3 3 0
NA Broward V011 0 959 70 1 0 8 2 2 5 0
NA Broward V012 0 1083 377 4 5 6 5 2 7 1
NA Broward V013 0 477 139 1 0 1 6 0 2 0
NA Broward V014 0 535 253 0 0 2 3 4 7 0
NA Broward V015 0 544 301 2 2 4 5 3 9 1
NA Broward V016 0 730 370 0 6 7 4 0 7 0
NA Broward V017 0 247 70 2 0 3 4 1 2 0
NA Broward V018 0 1644 332 2 4 19 11 5 3 1
NA Broward V019 0 651 66 2 3 3 4 0 1 0
NA Broward V020 0 386 123 2 1 4 2 0 4 0
NA Broward V021 0 692 445 1 0 5 2 2 9 0
NA Broward V022 0 622 400 3 2 2 5 2 7 4
NA Broward V023 0 314 195 2 1 1 3 3 3 0
NA Broward V024 0 952 396 1 1 2 4 0 9 0
NA Broward V025 0 378 568 0 0 2 1 1 5 2
NA Broward V026 0 443 201 1 3 7 5 4 8 1
NA Broward V027 0 316 210 0 0 4 1 0 1 0
NA Broward V028 0 405 258 0 0 5 1 0 4 0
NA Broward V029 0 218 147 0 2 1 0 0 1 0
NA Broward V030 0 595 440 0 3 4 0 2 6 2
NA Broward V031 0 482 340 0 0 1 5 0 2 1
NA Broward V032 0 751 306 0 2 2 6 3 9 0
NA Broward V033 0 557 336 0 0 1 4 2 8 1
NA Broward V034 0 1013 384 1 6 10 6 4 13 2
NA Broward V035 0 227 128 0 2 1 1 2 5 0
NA Broward V036 0 294 109 1 1 5 0 0 4 0
NA Broward V037 0 428 128 1 1 1 2 2 7 1
NA Broward V038 0 568 155 0 1 6 3 1 8 2
NA Broward V039 0 496 227 2 5 5 1 0 5 0
NA Broward V040 0 512 304 1 2 3 6 4 6 0
NA Broward V041 0 398 109 1 1 2 2 2 4 0
NA Broward V042 0 864 264 1 2 5 7 3 7 0
NA Broward V043 0 498 187 4 2 5 5 4 4 0
NA Broward V044 0 706 292 1 6 8 4 1 10 0
NA Broward V045 0 463 243 1 1 2 3 3 5 1
NA Broward V046 0 230 123 3 3 2 2 1 1 0
NA Broward V047 0 476 370 1 2 2 2 0 0 0
NA Broward V048 0 410 198 4 1 2 7 0 3 0
NA Broward V049 0 436 217 3 1 4 2 2 1 0
NA Broward V050 0 602 264 2 0 5 3 0 6 0
NA Broward V051 0 585 327 3 2 2 6 4 11 0
NA Broward V052 0 660 301 1 4 2 0 0 9 1
NA Broward V053 0 784 637 1 0 8 5 0 5 2
NA Broward V054 0 382 187 1 2 3 7 2 2 0
NA Broward V055 0 530 704 0 1 2 2 0 5 1
NA Broward V056 0 359 112 0 0 2 1 1 1 1
NA Broward V057 0 1170 750 1 2 9 5 4 10 1
NA Broward V058 0 302 206 0 0 1 1 0 2 0
NA Broward W001 0 2101 151 0 2 9 2 0 6 0
NA Broward W002 0 1218 145 0 3 5 6 0 5 2
NA Broward W003 0 653 79 0 2 5 2 0 6 0
NA Broward W004 0 960 83 0 0 2 2 2 2 1
NA Broward W005 0 954 57 0 1 4 0 1 2 0
NA Broward W006 0 667 104 0 2 4 6 0 1 0
NA Broward W007 0 1068 133 1 0 4 5 0 3 0
NA Broward W008 0 1811 135 1 3 2 2 3 6 0
NA Broward W009 0 1019 457 1 1 4 6 1 7 0
NA Broward W010 0 609 85 1 1 4 5 0 3 0
NA Broward W011 0 1157 132 0 0 6 3 2 3 0
NA Broward W012 0 1713 147 2 5 4 2 1 5 2
NA Broward W013 0 2546 290 2 6 8 3 0 3 1
NA Broward W014 0 1914 804 4 3 4 2 2 10 1
NA Broward W015 0 499 352 2 2 2 7 0 0 1
NA Broward W016 0 2921 1435 3 10 9 19 1 16 0
NA Broward W017 0 1879 611 1 2 5 5 5 3 6
NA Broward W018 0 1274 445 2 2 2 4 0 12 0
NA Broward W019 0 1905 523 2 2 10 10 1 5 2
NA Broward W020 0 1798 563 1 2 11 1 3 5 2
NA Broward W021 0 1713 765 2 5 3 10 0 7 0
NA Broward W022 0 1528 475 0 2 1 2 4 5 0
NA Broward W023 0 3523 590 3 5 12 9 2 10 1
NA Broward W024 0 1535 219 2 3 7 2 0 4 2
NA Broward W025 0 2208 145 0 2 3 3 1 3 0
NA Broward X001 0 753 285 2 5 9 2 2 4 0
NA Broward X002 0 590 191 0 5 4 3 1 1 0
NA Broward X003 0 740 202 1 2 1 6 1 4 3
NA Broward X004 0 493 274 1 1 5 0 2 4 0
NA Broward X005 0 560 486 1 1 3 7 2 4 0
NA Broward X006 0 1053 445 1 3 3 2 1 9 1
NA Broward X007 0 769 543 1 2 4 3 3 12 0
NA Broward X008 0 545 244 1 0 1 2 4 5 0
NA Broward X009 0 1553 420 3 1 13 3 1 7 1
NA Broward X010 0 1112 759 3 4 5 3 6 7 3
NA Broward X011 0 202 171 0 0 4 0 1 4 0
NA Broward X012 0 730 271 0 1 5 2 3 12 1
NA Broward X013 0 1058 515 3 6 0 7 5 14 1
NA Broward X014 0 1054 322 1 3 2 4 3 5 2
NA Broward X015 0 354 347 0 0 5 3 2 4 0
NA Broward X016 0 664 414 1 2 1 3 1 3 0
NA Broward X017 0 1056 481 3 1 6 8 1 8 0
NA Broward X018 0 468 205 1 0 2 2 1 7 0
NA Broward X019 0 928 603 3 4 10 3 0 9 0
NA Broward X020 0 1240 861 4 8 12 7 4 26 3
NA Broward X021 0 2056 385 3 4 2 7 1 11 3
NA Broward X022 0 1172 211 3 1 4 6 4 7 0
NA Broward X023 0 1169 264 3 1 0 7 2 5 0
NA Broward X024 0 1510 916 0 3 4 7 4 9 2
NA Broward X025 0 339 207 1 0 11 2 0 5 0
NA Broward X026 0 657 298 0 5 2 6 1 3 0
NA Broward X027 0 1075 521 2 1 1 5 4 8 0
NA Broward X028 0 585 548 0 0 4 2 0 9 0
NA Broward X029 0 1392 976 2 5 6 6 4 16 1
NA Broward X030 0 537 374 1 4 3 5 0 5 1
NA Broward X031 0 1485 894 4 2 26 9 4 26 1
NA Broward X032 0 492 415 0 0 3 1 0 2 0
NA Broward X033 0 1131 672 2 7 3 5 1 11 1
NA Broward X034 0 594 400 1 2 2 1 1 3 0
NA Broward X035 0 1084 504 1 0 4 6 2 7 1
NA Broward X036 0 1042 425 1 3 4 2 0 6 1
NA Broward X037 0 212 213 0 3 1 0 0 2 0
NA Broward X038 0 1538 941 2 4 11 4 4 8 3
NA Broward X039 0 551 300 0 1 1 1 1 3 0
NA Broward X040 0 1459 875 1 2 9 1 3 10 1
NA Broward X041 0 862 499 1 3 4 2 3 3 0
NA Broward X042 0 937 684 3 1 12 12 3 7 1
NA Broward X043 0 1355 702 2 2 7 7 2 8 0
NA Broward X044 0 1035 517 1 8 3 7 1 7 1
NA Broward X045 0 813 224 1 3 1 3 1 6 0
NA Broward X046 0 683 209 3 5 2 5 4 3 1
NA Broward X047 0 373 57 0 0 1 1 0 2 0
NA Broward X048 0 480 143 0 4 3 3 2 6 0
NA Broward X049 0 941 426 1 0 5 1 0 12 1
NA Broward X050 0 798 184 1 4 2 1 0 2 2
NA Broward Y001 0 315 486 1 1 6 3 1 3 0
NA Broward Y002 0 652 877 2 1 14 4 4 17 1
NA Broward Y003 0 644 465 0 3 4 6 3 11 2
NA Broward Y004 0 916 609 1 1 8 7 1 7 3
NA Broward Y005 0 711 598 0 4 7 4 0 10 2
NA Broward Y006 0 1407 763 9 3 16 16 8 25 3
NA Broward Y007 0 1284 390 5 4 5 10 4 19 0
NA Broward Y008 0 1487 94 1 1 7 5 0 13 0
NA Broward Z001 0 819 16 1 1 6 2 1 2 1
NA Broward Z002 0 1463 28 0 1 4 0 0 7 2
NA Broward Z003 0 631 355 2 4 5 5 2 4 0
NA Broward Z004 0 100 50 0 1 0 0 0 2 0
NA Broward Z005 0 241 69 1 0 5 0 0 1 1
NA Broward Z073 0 173 127 0 2 0 2 0 1 0
NA Calhoun 101 0 123 508 3 1 0 6 2 1 0
NA Calhoun 102 0 72 308 3 1 2 4 3 2 0
NA Calhoun 201/201C 0 60 498 4 5 0 6 4 9 0
NA Calhoun 202 0 121 461 1 2 2 5 0 5 2
NA Calhoun 301 0 74 618 3 7 3 6 4 6 0
NA Calhoun 302 0 40 335 0 2 1 8 3 2 0
NA Calhoun 401 0 304 115 0 1 3 5 3 3 0
NA Calhoun 402 0 1 45 0 0 1 2 0 2 0
NA Calhoun 501 0 83 389 2 1 0 5 1 1 0
NA Calhoun 502 0 10 108 0 0 0 2 0 0 0
NA Calhoun 503 0 35 191 1 0 1 3 1 3 0
NA Charlotte 1 0 93 170 0 2 0 1 0 3 0
NA Charlotte 10 0 244 328 5 3 2 5 2 8 0
NA Charlotte 11 0 361 850 1 8 1 8 3 8 0
NA Charlotte 12 0 638 1063 7 10 6 12 5 12 0
NA Charlotte 13 0 312 843 2 3 2 15 4 13 0
NA Charlotte 14 0 463 860 2 5 7 17 1 13 0
NA Charlotte 15 0 543 887 4 9 8 13 7 6 0
NA Charlotte 16 0 297 242 5 5 2 8 1 7 0
NA Charlotte 17 0 499 537 4 5 8 18 6 11 0
NA Charlotte 18 0 396 740 5 12 4 16 4 8 0
NA Charlotte 19 0 241 341 1 6 3 9 0 6 0
NA Charlotte 2 0 139 283 2 3 2 5 2 6 0
NA Charlotte 20 0 422 679 3 6 4 13 7 8 0
NA Charlotte 21 0 284 426 7 8 5 9 1 7 0
NA Charlotte 22 0 900 1243 2 10 12 25 4 14 0
NA Charlotte 23 0 241 485 3 4 2 4 0 1 0
NA Charlotte 24 0 446 577 2 6 3 21 2 14 0
NA Charlotte 25 0 442 594 1 6 5 11 3 10 0
NA Charlotte 26 0 243 303 0 3 6 2 3 8 0
NA Charlotte 27 0 725 1286 6 7 11 27 8 13 0
NA Charlotte 28 0 503 1079 1 3 3 11 0 6 0
NA Charlotte 29 0 788 1830 2 5 9 12 1 23 0
NA Charlotte 3 0 219 138 1 2 0 3 0 7 0
NA Charlotte 30 0 186 414 4 8 0 7 1 6 0
NA Charlotte 31 0 444 1224 2 9 4 14 4 15 0
NA Charlotte 32 0 76 232 0 3 2 2 3 1 0
NA Charlotte 33 0 387 697 2 8 3 7 2 6 0
NA Charlotte 34 0 439 888 2 3 3 5 1 7 0
NA Charlotte 35 0 237 424 0 0 1 5 0 4 0
NA Charlotte 36 0 613 695 4 5 4 12 7 17 0
NA Charlotte 38 0 628 684 4 11 4 10 3 11 0
NA Charlotte 39 0 611 822 3 15 11 18 4 11 0
NA Charlotte 4 0 107 180 0 0 0 0 0 1 0
NA Charlotte 41 0 453 1062 2 2 3 5 2 9 0
NA Charlotte 42 0 643 1463 10 7 5 27 8 19 0
NA Charlotte 43 0 675 836 5 11 5 17 3 13 0
NA Charlotte 44 0 865 1602 8 14 7 24 3 22 0
NA Charlotte 45 0 609 1043 6 14 3 9 1 16 0
NA Charlotte 46 0 767 1434 4 9 15 14 2 16 0
NA Charlotte 47 0 1430 2712 10 17 14 31 5 27 0
NA Charlotte 48 0 699 904 2 8 8 14 5 10 0
NA Charlotte 49 0 345 503 3 4 6 3 2 2 0
NA Charlotte 5 0 452 734 3 9 7 9 5 22 0
NA Charlotte 52 0 838 1141 5 14 14 19 3 15 0
NA Charlotte 53 0 433 787 2 8 10 11 4 5 0
NA Charlotte 54 0 339 530 6 5 3 7 2 7 0
NA Charlotte 55 0 654 1375 3 5 3 12 6 11 0
NA Charlotte 56 0 590 607 5 6 5 9 1 6 1
NA Charlotte 57 0 125 291 1 1 1 3 0 0 0
NA Charlotte 58 0 616 1152 3 2 9 21 3 18 0
NA Charlotte 6 0 652 1303 3 6 7 12 5 12 0
NA Charlotte 60 0 129 252 2 1 1 3 0 4 0
NA Charlotte 61 0 303 675 1 3 4 15 3 7 0
NA Charlotte 63 0 1380 2030 15 14 19 18 7 29 0
