DIST COUNTY AREA TOTAL DEM REP NPA NPA OverVotes REF NPA UnderVotes WriteinVotes
DIST COUNTY AREA TOTAL Gillum DeSantis Foley Gibson OverVotes Richardson Stanley UnderVotes WriteinVotes
NA Lee 74 0 938 1676 5 13 2 21 3 14 3
NA Lee 75 0 1268 2106 7 12 7 21 9 24 0
NA Lee 76 0 646 1006 2 5 1 12 7 11 0
NA Lee 77 0 1000 1197 5 11 29 22 9 22 3
NA Lee 78 0 1193 1153 12 12 17 28 7 15 4
NA Lee 79 0 1219 1655 8 12 11 19 4 16 2
NA Lee 8 0 1666 595 3 5 14 6 2 8 1
NA Lee 80 0 540 1204 4 2 5 7 4 9 0
NA Lee 81 0 538 1213 3 6 4 5 2 8 0
NA Lee 82 0 377 559 1 3 1 6 1 4 1
NA Lee 83 0 709 1449 1 5 20 9 1 20 1
NA Lee 84 0 959 1433 7 13 5 14 1 17 5
NA Lee 85 0 752 1253 5 4 5 8 6 9 3
NA Lee 86 0 1058 2002 5 9 6 17 0 16 3
NA Lee 87 0 729 1299 6 8 9 20 4 17 3
NA Lee 88 0 636 1420 3 6 4 14 2 16 0
NA Lee 89 0 699 804 3 8 4 18 2 8 2
NA Lee 9 0 1063 772 3 6 8 10 1 18 0
NA Lee 90 0 956 1440 4 7 4 18 4 28 2
NA Lee 91 0 943 1360 4 7 4 10 2 14 4
NA Lee 92 0 1112 1452 9 8 11 21 6 22 3
NA Lee 93 0 808 1746 6 17 3 11 2 16 4
NA Lee 94 0 760 1692 6 5 10 17 4 22 0
NA Lee 95 0 963 1488 8 11 8 10 9 19 4
NA Lee 96 0 893 1432 13 8 9 17 5 28 2
NA Lee 97 0 881 1653 9 17 10 25 9 14 0
NA Lee 98 0 750 1482 5 6 8 18 4 12 1
NA Lee 99 0 956 1397 5 6 12 16 6 17 0
NA Leon 1203 0 1369 256 3 3 0 6 3 7 1
NA Leon 1205 0 517 95 0 5 0 2 0 4 1
NA Leon 1230 0 270 98 0 2 0 3 0 0 2
NA Leon 1251 0 58 1 0 0 0 0 0 0 0
NA Leon 1255 0 445 137 1 2 0 2 0 4 3
NA Leon 1257 0 158 282 1 3 0 4 0 2 1
NA Leon 1258 0 2 0 0 0 0 0 0 0 0
NA Leon 1259 0 23 46 0 0 0 0 1 1 0
NA Leon 1301 0 431 14 0 0 0 1 2 2 0
NA Leon 1302 0 514 226 2 0 0 2 2 5 1
NA Leon 1303 0 299 94 0 0 0 0 0 5 2
NA Leon 1309 0 1820 5 0 0 0 1 1 2 0
NA Leon 1311 0 271 2 0 0 0 0 0 0 0
NA Leon 1313 0 1506 84 2 4 2 6 1 4 3
NA Leon 1314 0 69 50 0 0 0 0 0 0 1
NA Leon 1315 0 164 7 0 0 1 0 0 0 0
NA Leon 1317 0 888 22 0 1 1 1 0 2 0
NA Leon 1319 0 980 19 0 1 3 4 1 0 2
NA Leon 1321 0 2211 133 0 6 3 7 4 11 5
NA Leon 1327 0 534 19 0 1 0 1 0 0 0
NA Leon 1351 0 77 25 0 0 0 0 0 1 1
NA Leon 1353 0 111 32 0 0 0 0 0 0 0
NA Leon 1355 0 990 117 2 1 1 4 0 2 0
NA Leon 1359 0 99 21 0 0 0 0 0 0 0
NA Leon 1361 0 617 146 0 0 0 1 1 1 0
NA Leon 1362 0 40 10 0 0 0 0 0 0 0
NA Leon 1501 0 529 81 1 0 0 2 3 1 1
NA Leon 1502 0 423 123 0 2 0 1 1 2 7
NA Leon 1503 0 1155 142 0 4 2 3 0 6 0
NA Leon 1505 0 1071 121 0 1 2 5 1 5 0
NA Leon 1507 0 1678 599 2 7 0 12 3 11 2
NA Leon 2251 0 185 110 0 0 0 3 2 1 0
NA Leon 2252 0 420 477 1 5 0 6 4 8 3
NA Leon 2253 0 217 219 0 1 0 2 0 3 1
NA Leon 2303 0 239 3 0 1 0 1 0 1 2
NA Leon 2305 0 3132 494 4 7 1 8 6 20 3
NA Leon 2307 0 2 5 0 0 0 1 0 0 0
NA Leon 2355 0 56 50 0 0 0 0 0 0 0
NA Leon 2358 0 159 92 0 4 0 2 0 2 1
NA Leon 2359 0 233 72 1 0 0 3 1 2 0
NA Leon 2363 0 231 185 2 1 0 3 1 1 1
NA Leon 2365 0 676 1502 6 9 0 13 3 10 2
NA Leon 2366 0 86 142 1 1 0 2 2 2 0
NA Leon 2380 0 95 29 1 1 0 1 0 0 1
NA Leon 2401 0 243 79 0 1 0 2 1 0 0
NA Leon 2451 0 268 311 3 1 0 8 1 5 0
NA Leon 2502 0 539 147 0 3 0 4 2 5 1
NA Leon 2503 0 582 113 0 3 0 6 0 3 0
NA Leon 2504 0 356 77 0 0 0 2 1 4 3
NA Leon 2506 0 1047 304 1 2 0 2 1 6 0
NA Leon 2507 0 1917 242 2 11 0 8 2 8 2
NA Leon 2509 0 789 178 1 3 0 10 0 3 3
NA Leon 2511 0 1996 326 2 6 1 10 3 15 4
NA Leon 2513 0 709 181 0 5 0 7 4 2 0
NA Leon 3101 0 838 529 0 0 0 2 2 10 7
NA Leon 3103 0 710 566 0 2 1 12 2 11 5
NA Leon 3104 0 292 157 0 1 0 0 0 7 1
NA Leon 3107 0 591 272 0 4 1 4 4 4 1
NA Leon 3109 0 428 225 1 2 0 7 0 6 1
NA Leon 3110 0 794 411 2 3 0 8 1 5 2
NA Leon 3401 0 722 375 0 2 0 2 2 6 3
NA Leon 3403 0 516 374 2 0 0 6 1 5 4
NA Leon 3405 0 294 305 1 0 1 1 0 5 3
NA Leon 3409 0 382 133 0 0 0 2 0 0 1
NA Leon 3411 0 1456 490 3 4 0 14 7 5 0
NA Leon 3412 0 243 88 0 1 0 0 0 0 0
NA Leon 3413 0 2 2 0 0 0 0 0 0 0
NA Leon 3414 0 12 31 0 0 0 0 0 0 0
NA Leon 3451 0 32 30 0 0 0 0 0 0 0
NA Leon 3453 0 719 549 0 1 0 7 1 10 1
NA Leon 3455 0 772 627 3 1 1 3 1 14 10
NA Leon 3457 0 305 248 2 4 0 5 2 7 1
NA Leon 3459 0 554 501 0 1 1 4 1 8 2
NA Leon 3461 0 651 697 2 6 1 6 1 6 5
NA Leon 3467 0 1054 856 2 6 1 13 5 8 2
NA Leon 3468 0 30 6 0 0 0 0 0 0 0
NA Leon 3469 0 1068 639 2 7 0 7 1 8 3
NA Leon 3473 0 690 532 1 2 1 5 2 5 2
NA Leon 3475 0 137 53 1 1 0 1 0 3 0
NA Leon 3477 0 263 208 1 0 0 3 1 1 0
NA Leon 3501 0 1032 406 4 4 2 6 0 9 7
NA Leon 3502 0 490 66 0 1 0 2 0 2 0
NA Leon 3507 0 1076 336 3 8 0 9 3 15 3
NA Leon 3509 0 1241 586 3 5 0 13 0 9 3
NA Leon 3513 0 1275 390 1 2 1 11 2 6 6
NA Leon 3551 0 19 10 0 0 0 0 0 0 0
NA Leon 4101 0 601 419 1 2 1 12 2 9 2
NA Leon 4103 0 1156 1001 2 3 1 15 6 16 7
NA Leon 4105 0 92 14 0 0 0 0 0 1 0
NA Leon 4106 0 14 0 0 0 0 0 0 0 0
NA Leon 4107 0 56 31 0 0 0 2 0 0 0
NA Leon 4109 0 34 35 0 0 0 0 0 0 0
NA Leon 4119 0 1815 1671 5 8 2 15 9 17 13
NA Leon 4125 0 1667 1898 2 6 4 10 0 27 14
NA Leon 4152 0 34 36 0 0 0 2 0 1 0
NA Leon 4153 0 627 634 1 1 0 6 2 4 1
NA Leon 4154 0 86 8 0 0 0 0 0 0 0
NA Leon 4155 0 275 168 0 0 0 4 1 4 0
NA Leon 4157 0 327 274 2 1 1 2 0 3 1
NA Leon 4159 0 292 180 0 0 0 0 0 0 1
NA Leon 4161 0 860 1154 0 1 0 7 3 10 4
NA Leon 4162 0 20 11 0 0 0 0 0 1 0
NA Leon 4163 0 675 795 0 3 1 14 1 9 2
NA Leon 4167 0 956 1282 3 4 1 13 1 18 9
NA Leon 4168 0 39 22 0 0 0 1 0 0 0
NA Leon 4173 0 258 375 1 0 1 4 1 3 0
NA Leon 4184 0 308 242 0 1 0 0 2 2 2
NA Leon 4401 0 234 315 0 1 0 2 0 2 4
NA Leon 4403 0 393 651 1 2 0 4 0 8 5
NA Leon 4405 0 606 864 1 0 0 5 0 12 2
NA Leon 4408 0 619 720 0 0 0 5 1 8 4
NA Leon 4451 0 330 393 0 1 0 1 0 6 5
NA Leon 4453 0 424 707 0 0 0 7 0 6 1
NA Leon 4455 0 832 1309 2 5 0 12 5 11 9
NA Leon 4456 0 81 87 1 0 0 0 0 0 0
NA Leon 4457 0 49 39 0 0 0 0 0 1 0
NA Leon 4458 0 369 562 1 3 0 8 2 8 1
NA Leon 4459 0 1194 1811 4 4 1 20 7 18 5
NA Leon 4461 0 675 1097 1 2 0 9 1 7 5
NA Leon 5101 0 174 97 0 1 0 4 0 2 0
NA Leon 5103 0 579 171 0 2 0 5 3 2 0
NA Leon 5105 0 1499 643 1 5 0 12 1 15 6
NA Leon 5107 0 214 119 0 0 0 3 1 3 1
NA Leon 5110 0 674 331 2 1 1 13 2 6 3
NA Leon 5115 0 863 377 1 2 2 7 3 2 2
NA Leon 5153 0 677 711 0 3 1 4 1 5 3
NA Leon 5154 0 207 255 0 1 0 3 0 4 0
NA Leon 5165 0 98 22 0 0 0 1 0 0 0
NA Leon 5201 0 858 202 1 0 0 6 0 4 1
NA Leon 5203 0 995 205 2 1 0 3 0 7 3
NA Leon 5204 0 0 0 0 0 0 0 0 0 0
NA Leon 5205 0 196 69 0 0 1 4 0 2 0
NA Leon 5207 0 1877 607 3 5 2 23 0 11 4
NA Leon 5209 0 260 89 0 0 0 3 2 3 1
NA Leon 5211 0 602 196 2 4 0 3 0 3 2
NA Leon 5212 0 72 66 0 0 0 0 0 0 1
NA Leon 5214 0 780 453 0 3 1 6 0 7 4
NA Leon 5219 0 1006 770 1 3 0 11 2 10 2
NA Leon 5220 0 677 352 1 4 0 9 0 8 0
NA Leon 5221 0 1105 425 3 7 0 11 1 8 3
NA Leon 5223 0 74 35 0 0 0 0 0 0 0
NA Leon 5224 0 81 60 0 1 0 0 1 1 1
NA Leon 5225 0 1478 1255 2 3 1 11 0 10 8
NA Leon 5227 0 125 54 0 2 0 3 0 0 0
NA Leon 5228 0 29 16 0 0 0 0 0 0 0
NA Leon 5251 0 755 882 0 2 0 10 1 11 4
NA Leon 5252 0 93 45 0 0 0 0 0 0 1
NA Leon 5258 0 0 2 0 0 0 0 0 0 0
NA Leon 5260 0 1856 881 4 8 1 14 5 14 5
NA Leon 5261 0 954 981 0 4 0 13 6 3 5
NA Leon 5263 0 705 818 3 2 0 14 1 9 1
NA Leon 5264 0 52 18 0 0 0 1 0 1 0
NA Leon 5265 0 55 7 0 0 0 0 0 0 0
NA Leon 5284 0 731 818 2 6 0 18 1 6 4
NA Leon 9000 0 187 67 0 0 0 5 0 5 0
NA Levy 1 0 376 760 3 7 1 12 4 2 2
NA Levy 10 0 97 573 1 1 0 1 0 3 0
NA Levy 11 0 305 556 2 3 0 5 2 1 0
NA Levy 12 0 234 863 3 4 3 12 3 7 0
NA Levy 13 0 354 769 0 3 3 10 2 4 0
NA Levy 2 0 436 1257 3 11 2 19 7 10 3
NA Levy 3 0 593 1309 5 11 6 18 5 11 2
NA Levy 4 0 308 572 1 5 0 5 1 3 2
NA Levy 5 0 361 1535 6 8 7 11 3 13 3
NA Levy 6 0 58 253 0 0 0 2 2 2 0
NA Levy 7 0 780 943 1 3 4 12 1 7 1
NA Levy 8 0 425 1507 3 9 2 16 0 5 1
NA Levy 9 0 391 1187 3 12 5 25 1 4 0
NA Liberty 1 0 170 60 0 0 0 1 1 6 0
NA Liberty 2 0 64 82 0 1 1 3 2 2 0
NA Liberty 3 0 76 509 2 4 4 8 1 12 1
NA Liberty 4 0 60 539 1 7 1 6 3 8 0
NA Liberty 5 0 55 331 5 5 0 4 0 6 1
NA Liberty 6 0 54 347 4 8 1 7 5 12 0
NA Liberty 7 0 8 89 2 1 0 4 2 0 0
NA Liberty 8 0 39 102 2 1 1 3 2 1 0
NA Madison 1 0 649 770 2 2 1 2 1 4 0
NA Madison 10 0 596 393 2 0 4 2 0 5 0
NA Madison 11 0 442 235 1 2 0 1 0 2 1
NA Madison 2 0 237 50 0 0 1 1 0 3 0
NA Madison 3 0 223 1059 1 1 1 4 1 5 1
NA Madison 4 0 72 219 0 0 0 1 1 2 0
NA Madison 5 0 478 290 2 1 1 3 2 3 0
NA Madison 6 0 48 141 1 0 0 1 0 0 0
NA Madison 7 0 224 562 1 2 1 1 1 5 1
NA Madison 8 0 182 532 0 0 1 3 0 4 0
NA Madison 9 0 86 96 0 1 0 1 0 1 0
NA Manatee 101 0 1292 2302 13 18 6 21 10 44 7
NA Manatee 103 0 250 433 1 0 1 4 3 9 1
NA Manatee 107 0 327 726 2 4 3 13 1 5 1
NA Manatee 111 0 396 539 2 1 1 9 2 8 0
NA Manatee 117 0 1423 2213 13 12 6 21 6 14 5
NA Manatee 119 0 407 806 3 3 4 17 5 5 2
NA Manatee 121 0 1237 2137 6 9 0 31 5 25 2
NA Manatee 123 0 1146 1528 8 9 4 18 1 16 3
NA Manatee 125 0 608 978 10 9 3 14 6 10 2
NA Manatee 127 0 1457 2710 11 16 9 31 9 31 7
NA Manatee 129 0 347 739 2 0 1 2 1 0 4
NA Manatee 131 0 1310 1877 3 9 2 15 6 24 2
NA Manatee 133 0 243 483 0 2 5 5 1 4 0
NA Manatee 135 0 1307 2752 3 14 8 18 10 31 4
NA Manatee 137 0 1027 2349 5 11 3 17 1 23 3
NA Manatee 139 0 1462 3440 6 19 3 34 5 27 3
NA Manatee 141 0 68 323 0 6 1 4 0 3 1
NA Manatee 201 0 522 780 5 10 6 18 1 11 0
NA Manatee 203 0 302 605 2 2 0 5 1 5 1
NA Manatee 205 0 700 21 0 1 0 1 0 5 0
NA Manatee 207 0 746 774 2 9 4 13 2 7 1
NA Manatee 209 0 946 319 3 3 0 9 0 7 0
NA Manatee 211 0 378 793 2 5 3 12 2 10 2
NA Manatee 213 0 1604 905 6 18 12 20 7 20 4
NA Manatee 215 0 792 305 4 15 1 11 7 5 1
NA Manatee 217 0 1098 889 6 15 7 14 11 11 3
NA Manatee 219 0 1042 1034 2 10 3 11 4 27 1
NA Manatee 221 0 1176 1088 19 17 5 23 12 25 3
NA Manatee 223 0 1187 263 3 4 6 4 11 7 1
NA Manatee 301 0 329 437 1 0 0 3 1 11 0
NA Manatee 303 0 425 586 0 2 3 7 2 8 0
NA Manatee 305 0 437 631 1 3 1 5 1 14 0
NA Manatee 307 0 230 310 3 3 0 3 1 5 0
NA Manatee 309 0 664 979 0 3 2 2 2 7 1
NA Manatee 311 0 1326 2258 12 7 5 16 3 26 9
NA Manatee 313 0 857 1506 0 4 4 18 5 18 3
NA Manatee 315 0 1159 1547 6 4 6 14 3 22 2
NA Manatee 317 0 994 1859 7 19 1 28 10 30 1
NA Manatee 321 0 159 202 0 3 3 5 1 9 0
NA Manatee 323 0 1347 1673 10 12 2 21 4 23 4
NA Manatee 325 0 952 1373 11 10 4 19 5 19 2
NA Manatee 327 0 1250 1789 15 18 1 30 9 19 3
NA Manatee 329 0 1502 1292 8 10 4 16 7 24 3
NA Manatee 331 0 717 861 9 7 1 14 4 8 0
NA Manatee 333 0 1554 2350 6 26 4 38 8 35 1
NA Manatee 401 0 857 753 5 18 3 18 4 12 0
NA Manatee 403 0 1147 1059 7 10 5 20 4 20 2
NA Manatee 405 0 203 328 3 6 0 5 2 8 0
NA Manatee 407 0 305 426 1 4 1 1 3 5 1
NA Manatee 409 0 787 1152 9 20 6 22 10 16 2
NA Manatee 411 0 868 929 4 9 3 26 11 19 0
NA Manatee 413 0 1081 1189 7 10 5 15 5 18 4
NA Manatee 415 0 1568 1034 19 12 7 26 7 13 3
NA Manatee 417 0 1514 2049 15 14 4 27 8 26 4
NA Manatee 419 0 1726 1775 11 14 11 16 6 23 4
NA Manatee 421 0 607 823 11 6 3 16 3 10 0
NA Manatee 501 0 1969 3005 7 16 2 31 12 30 9
NA Manatee 503 0 1318 1925 7 19 6 30 7 24 1
NA Manatee 505 0 1784 2134 3 10 4 25 5 16 2
NA Manatee 507 0 1481 1356 4 5 6 25 6 17 4
NA Manatee 509 0 850 1692 1 3 3 20 9 16 3
NA Manatee 511 0 1149 1801 5 7 4 21 2 26 0
NA Manatee 513 0 1026 1246 1 3 2 14 2 15 1
NA Manatee 515 0 1489 2113 5 7 3 20 7 24 5
NA Manatee 517 0 1873 2764 3 7 8 15 3 34 7
NA Manatee 519 0 1797 2793 8 11 4 26 10 14 3
NA Manatee 521 0 1360 2513 3 3 1 16 3 21 5
NA Manatee 523 0 1296 1762 5 7 3 25 6 25 1
NA Manatee 525 0 595 1833 7 8 5 13 3 19 5
NA Manatee 527 0 263 1017 2 4 1 5 5 8 2
NA Monroe 1 0 493 384 4 3 2 1 2 9 0
NA Monroe 10 0 794 358 6 2 2 4 3 14 2
NA Monroe 11 0 752 443 0 4 5 8 2 21 0
NA Monroe 12 0 757 309 6 4 3 9 4 15 0
NA Monroe 13 0 875 756 2 2 5 16 1 18 1
NA Monroe 14 0 552 658 1 4 4 7 0 9 0
NA Monroe 15 0 560 544 2 1 1 5 1 11 0
NA Monroe 16 0 394 699 2 2 0 4 1 11 0
NA Monroe 17 0 562 927 1 3 2 5 1 13 1
NA Monroe 18 0 502 726 2 4 0 11 1 4 0
NA Monroe 19 0 409 501 0 1 1 2 2 7 0
NA Monroe 2 0 685 450 2 2 1 6 4 11 2
NA Monroe 20 0 285 341 4 1 0 5 1 11 2
NA Monroe 21 0 526 800 1 7 1 13 5 20 1
NA Monroe 22 0 308 498 2 7 3 5 1 25 1
NA Monroe 23 0 251 441 0 1 1 6 1 15 0
NA Monroe 24 0 142 391 0 2 0 3 0 5 0
NA Monroe 25 0 329 542 0 0 0 4 5 4 0
NA Monroe 28 0 344 766 3 3 5 7 2 13 1
NA Monroe 29 0 417 687 1 3 2 5 2 12 3
NA Monroe 3 0 643 348 2 6 2 3 3 6 0
NA Monroe 30 0 498 950 2 2 0 4 1 9 2
NA Monroe 31 0 409 546 3 4 5 4 3 11 2
NA Monroe 32 0 407 626 5 5 2 3 2 6 0
NA Monroe 35 0 633 955 8 8 4 10 2 13 0
NA Monroe 36 0 441 472 3 5 4 4 3 8 1
NA Monroe 37 0 381 537 3 5 2 4 5 7 0
NA Monroe 38 0 568 815 2 2 0 7 0 9 1
NA Monroe 4 0 619 100 2 4 1 5 1 8 1
NA Monroe 41 0 220 751 1 3 7 5 1 11 0
NA Monroe 5 0 1120 664 5 8 1 6 1 16 2
NA Monroe 8 0 775 266 1 1 2 5 2 6 0
NA Monroe 9 0 525 257 3 2 1 4 2 7 0
NA Marion 1 0 250 400 0 1 1 6 0 7 0
NA Marion 10 0 664 119 2 3 4 3 0 3 0
NA Marion 11 0 358 149 0 1 0 1 1 1 0
NA Marion 12 0 499 807 2 9 5 18 5 10 0
NA Marion 13 0 109 160 2 1 0 4 0 3 0
NA Marion 14 0 713 1656 2 7 2 12 3 14 3
NA Marion 15 0 493 976 1 3 4 8 3 8 1
NA Marion 1500 0 71 268 2 0 3 5 1 4 0
NA Marion 1510 0 139 440 2 4 4 3 7 4 0
NA Marion 1520 0 238 741 4 8 3 7 1 6 1
NA Marion 1530 0 255 934 4 10 2 9 3 5 1
NA Marion 1540 0 238 892 0 13 8 8 6 5 3
NA Marion 1550 0 514 1350 6 8 5 12 2 9 5
NA Marion 1560 0 270 776 3 8 1 14 3 4 1
NA Marion 1570 0 421 1115 0 9 4 20 6 2 1
NA Marion 1580 0 353 666 2 5 0 6 2 7 0
NA Marion 1590 0 404 877 4 8 5 15 5 10 1
NA Marion 16 0 427 974 6 8 2 8 0 16 4
NA Marion 1600 0 473 1042 5 7 2 10 2 11 5
NA Marion 1610 0 611 1241 2 8 2 12 3 5 1
NA Marion 17 0 342 705 3 3 1 7 1 4 1
NA Marion 18 0 970 1100 3 9 4 17 1 9 2
NA Marion 19 0 481 479 1 1 0 5 2 5 0
NA Marion 2 0 426 12 0 0 2 0 1 0 0
NA Marion 2500 0 312 651 3 4 0 8 1 5 2
NA Marion 2510 0 202 224 1 0 0 0 1 2 0
NA Marion 2520 0 541 663 2 7 1 8 0 7 1
NA Marion 2530 0 617 435 1 2 0 5 1 3 0
NA Marion 2540 0 334 402 0 3 0 0 2 4 1
NA Marion 2550 0 377 735 3 1 0 4 0 3 2
NA Marion 2551 0 217 464 1 5 1 4 1 1 0
NA Marion 2560 0 285 368 1 1 0 3 3 4 1
NA Marion 2570 0 822 748 5 9 2 13 1 6 0
NA Marion 2580 0 384 606 1 3 5 8 1 8 1
NA Marion 2590 0 333 216 4 2 3 4 1 4 0
NA Marion 2600 0 909 1525 8 7 10 21 7 13 0
NA Marion 2610 0 444 817 2 4 6 16 1 5 0
NA Marion 2620 0 113 133 3 1 0 3 0 0 0
NA Marion 2621 0 9 1 0 0 0 0 0 0 0
NA Marion 2630 0 273 49 1 2 1 0 0 1 0
NA Marion 3 0 587 917 7 4 4 12 5 7 0
NA Marion 3510 0 206 629 3 9 2 7 0 8 0
NA Marion 3520 0 308 895 2 4 3 12 1 5 0
NA Marion 3530 0 745 1938 6 8 8 21 1 10 1
NA Marion 3540 0 491 1163 2 6 7 16 1 15 0
NA Marion 3550 0 515 1201 3 6 4 13 2 11 0
NA Marion 3551 0 466 1029 1 4 1 10 1 10 1
NA Marion 3552 0 440 1007 5 0 5 4 2 7 0
NA Marion 3553 0 507 1298 2 4 2 11 1 9 2
NA Marion 3560 0 253 510 2 2 1 6 3 5 0
NA Marion 3570 0 390 1071 3 5 2 16 0 3 1
NA Marion 3580 0 645 1477 7 9 10 21 5 11 1
NA Marion 3590 0 430 959 2 8 2 16 5 13 4
NA Marion 3600 0 296 696 5 3 2 11 0 8 0
NA Marion 3610 0 147 311 1 1 0 7 1 3 0
NA Marion 3620 0 500 973 2 4 11 14 1 12 1
NA Marion 3621 0 374 947 3 4 3 5 2 7 1
NA Marion 3622 0 422 1057 1 3 8 4 2 11 0
NA Marion 3630 0 363 868 2 10 3 11 3 13 0
NA Marion 3640 0 276 775 4 3 0 8 4 8 1
NA Marion 3650 0 279 761 2 5 3 17 3 6 3
NA Marion 3660 0 424 719 2 9 6 10 2 7 2
NA Marion 3670 0 1674 1184 15 10 21 29 8 18 1
NA Marion 3680 0 461 411 1 5 0 9 0 3 2
NA Marion 3690 0 1001 1164 7 9 8 19 4 7 1
NA Marion 3700 0 889 503 1 5 3 8 3 10 1
NA Marion 3710 0 822 1139 7 12 8 20 5 7 0
NA Marion 3720 0 195 472 3 1 0 4 2 0 0
NA Marion 3721 0 39 29 0 0 0 1 0 1 0
NA Marion 3730 0 415 858 4 4 1 12 1 3 3
NA Marion 3740 0 337 838 0 2 5 5 3 5 0
NA Marion 3750 0 433 1085 2 4 5 13 2 7 1
NA Marion 3760 0 378 785 2 10 4 10 2 6 0
NA Marion 3770 0 319 800 2 6 2 13 3 4 2
NA Marion 3780 0 665 1799 6 3 7 13 3 20 3
NA Marion 3790 0 111 364 1 2 0 4 1 2 0
NA Marion 3800 0 425 691 4 7 4 12 2 5 0
NA Marion 3810 0 454 783 5 5 0 20 2 8 1
NA Marion 3820 0 310 668 3 4 0 7 3 3 2
NA Marion 3830 0 254 481 6 2 1 10 1 5 2
NA Marion 3840 0 423 1074 2 8 3 8 2 14 4
NA Marion 4 0 996 1312 10 12 5 19 5 13 5
NA Marion 40 0 576 1090 3 8 2 19 4 9 5
NA Marion 4500 0 468 886 6 4 2 8 2 8 2
NA Marion 4510 0 654 1361 3 3 3 28 0 8 3
NA Marion 4520 0 529 1192 6 5 5 24 2 8 6
NA Marion 4521 0 15 82 0 0 1 0 0 0 0
NA Marion 4530 0 271 505 1 3 0 9 3 3 0
NA Marion 4540 0 158 348 3 5 0 8 1 4 0
NA Marion 4550 0 657 325 4 4 1 13 1 6 2
NA Marion 4560 0 882 446 2 9 6 5 4 12 2
NA Marion 4570 0 517 926 0 1 4 11 3 9 0
NA Marion 4580 0 1118 564 1 2 4 9 2 8 0
NA Marion 4590 0 1114 560 2 6 9 6 1 11 1
NA Marion 4600 0 286 504 2 6 3 8 1 4 0
NA Marion 4610 0 685 1108 6 12 6 23 3 13 2
NA Marion 4620 0 773 1326 4 4 8 27 3 13 2
NA Marion 4630 0 258 425 4 3 4 15 0 9 1
NA Marion 4640 0 906 1053 3 9 6 19 6 9 4
NA Marion 4650 0 511 859 5 8 9 13 1 11 3
NA Marion 4651 0 1303 2366 6 15 16 24 4 27 4
NA Marion 4652 0 294 507 0 3 1 7 1 5 2
NA Marion 4653 0 202 330 3 0 1 10 3 5 0
NA Marion 4654 0 881 1636 4 5 10 26 8 11 1
NA Marion 4660 0 596 1041 2 7 2 16 1 21 1
NA Marion 4670 0 992 1185 1 8 3 17 5 9 4
NA Marion 4680 0 382 764 4 3 1 9 4 6 1
NA Marion 4690 0 571 996 9 11 6 21 5 10 2
NA Marion 4700 0 112 308 1 5 1 8 1 2 0
NA Marion 4710 0 594 1320 4 17 7 23 6 12 3
NA Marion 4720 0 262 323 2 1 0 4 3 4 0
NA Marion 4730 0 228 403 3 4 5 7 3 5 2
NA Marion 4740 0 217 482 4 0 6 6 1 6 0
NA Marion 4750 0 530 869 0 5 3 19 3 10 4
NA Marion 4760 0 213 301 1 5 4 6 4 4 2
NA Marion 4770 0 265 680 2 4 4 6 2 5 2
NA Marion 4771 0 96 245 1 0 0 2 0 3 0
NA Marion 5 0 427 970 1 1 1 5 1 12 1
NA Marion 50 0 296 544 2 2 3 18 2 1 0
NA Marion 6 0 613 965 2 7 3 20 2 17 1
NA Marion 60 0 90 177 0 0 2 2 0 1 0
NA Marion 7 0 650 839 0 4 5 8 6 11 3
NA Marion 70 0 126 63 0 1 0 0 0 0 0
NA Marion 8 0 534 360 2 7 6 9 4 7 0
NA Marion 9 0 980 106 1 0 1 2 2 1 1
NA Martin 1 0 853 1270 3 4 5 8 1 22 2
NA Martin 10 0 488 908 1 2 1 5 1 8 0
NA Martin 11 0 770 1086 6 16 5 18 3 13 2
NA Martin 12 0 1436 2541 7 7 7 21 6 30 3
NA Martin 13 0 1284 2467 3 9 10 18 1 13 1
NA Martin 14 0 1291 1454 6 11 17 19 5 10 5
NA Martin 15 0 834 1505 4 5 17 7 2 12 0
NA Martin 16 0 347 329 3 3 0 3 2 6 0
NA Martin 17 0 568 1577 2 3 3 6 4 14 0
NA Martin 18 0 1369 2126 10 9 5 11 5 30 3
NA Martin 19 0 1446 2341 4 12 9 18 5 24 0
NA Martin 2 0 1624 2403 5 8 5 14 3 29 2
NA Martin 20 0 625 1117 6 6 8 12 3 16 0
NA Martin 21 0 1215 2733 3 6 18 16 2 22 1
NA Martin 22 0 740 1343 4 8 4 15 4 15 3
NA Martin 23 0 1261 2374 4 13 4 18 1 31 5
NA Martin 24 0 917 1867 6 4 11 10 3 18 6
NA Martin 25 0 1331 2638 13 9 10 18 2 40 3
NA Martin 26 0 1324 2568 3 6 18 11 1 19 3
NA Martin 27 0 1278 2546 5 5 17 9 4 16 2
NA Martin 28 0 106 372 0 1 3 0 0 2 0
NA Martin 29 0 673 893 1 5 5 11 5 18 1
NA Martin 3 0 1279 1888 8 13 22 16 2 18 2
NA Martin 30 0 317 18 1 0 3 3 1 4 0
NA Martin 4 0 822 1082 6 6 2 16 3 13 4
NA Martin 5 0 413 738 2 2 5 4 1 5 0
NA Martin 6 0 1397 1877 5 13 17 19 2 27 2
NA Martin 7 0 1802 2049 8 15 18 15 6 24 1
NA Martin 8 0 745 443 5 2 7 7 1 5 0
NA Martin 9 0 593 1296 2 1 7 3 0 6 0
NA Nassau 101 0 936 789 2 5 1 12 5 10 1
