COUNTY AREA TOTAL DEM REP LMN GLC Writein
COUNTY AREA TOTAL Smith Lewis OConnor Steinberg Writein
Dakota "LAKEVILLE P-17" 2818 1262 1294 218 43 1
Dakota "LAKEVILLE P-18" 1676 815 786 64 10 1
Dakota LILYDALE 755 484 254 6 9 2
Dakota "MARSHAN TWP" 812 237 522 45 7 1
Dakota "MENDOTA CITY" 125 72 40 9 4 0
Dakota "MENDOTA HTS P-1" 1900 1119 699 62 17 3
Dakota "MENDOTA HTS P-2" 1718 951 716 44 6 1
Dakota "MENDOTA HTS P-3" 1839 1127 657 42 13 0
Dakota "MENDOTA HTS P-4" 1622 915 620 64 21 2
Dakota "MENDOTA HTS P-5" 1602 921 625 42 13 1
Dakota MIESVILLE 78 25 46 4 3 0
Dakota "NEW TRIER" 44 12 26 6 0 0
Dakota "NININGER TWP" 593 204 347 35 7 0
Dakota "NORTHFIELD W-3 P-2" 920 595 299 18 8 0
Dakota "RANDOLPH CITY" 277 83 168 19 7 0
Dakota "RANDOLPH TWP" 520 153 344 18 4 1
Dakota "RAVENNA TWP" 1590 583 901 82 24 0
Dakota "ROSEMOUNT P-1" 2831 1451 1259 98 23 0
Dakota "ROSEMOUNT P-2" 2788 1331 1302 125 29 1
Dakota "ROSEMOUNT P-3" 2445 1150 1145 113 33 4
Dakota "ROSEMOUNT P-4" 1594 765 659 128 42 0
Dakota "ROSEMOUNT P-5" 1431 667 664 77 23 0
Dakota "ROSEMOUNT P-6" 1619 799 688 107 25 0
Dakota "ROSEMOUNT P-7" 2881 1447 1232 159 40 3
Dakota "SCIOTA TWP" 305 94 188 16 7 0
Dakota "SOUTH ST PAUL P-1" 2510 1372 872 196 63 7
Dakota "SOUTH ST PAUL P-2" 1588 837 575 140 36 0
Dakota "SOUTH ST PAUL P-3" 2911 1522 1066 244 77 2
Dakota "SOUTH ST PAUL P-4" 745 432 195 90 26 2
Dakota "SOUTH ST PAUL P-5" 3327 1699 1172 362 92 2
Dakota "SUNFISH LAKE" 410 182 215 9 4 0
Dakota "VERMILLION CITY" 290 102 160 21 5 2
Dakota "VERMILLION TWP" 835 254 543 28 10 0
Dakota "WATERFORD TWP" 353 149 175 22 6 1
Dakota "WEST ST PAUL W-1 P-1" 2134 1234 640 208 50 2
Dakota "WEST ST PAUL W-1 P-2" 1171 737 309 101 22 2
Dakota "WEST ST PAUL W-2 P-1" 2560 1495 786 220 57 2
Dakota "WEST ST PAUL W-2 P-2" 1298 810 356 114 16 2
Dakota "WEST ST PAUL W-3 P-1" 1765 1047 577 110 29 2
Dakota "WEST ST PAUL W-3 P-2" 2491 1461 867 124 37 2
Dodge "ASHLAND TWP." 212 63 140 7 2 0
Dodge "BYRON P-2" 0 0 0 0 0 0
Dodge "CANISTEO TWP." 436 138 267 24 7 0
Dodge CLAREMONT 223 60 114 37 11 1
Dodge "CLAREMONT TWP." 256 78 159 15 4 0
Dodge "CONCORD TWP." 347 95 232 16 4 0
Dodge "DODGE CENTER P-1" 1056 354 568 98 34 2
Dodge "DODGE CENTER P-2" 305 100 157 37 11 0
Dodge "ELLINGTON TWP." 149 31 113 2 2 1
Dodge HAYFIELD 711 268 361 66 15 1
Dodge "HAYFIELD TWP." 301 94 196 7 4 0
Dodge "KASSON P-1" 317 117 172 23 5 0
Dodge "KASSON P-2" 2674 1007 1475 146 46 0
Dodge "KASSON P-3" 740 267 352 90 30 1
Dodge MANTORVILLE 733 252 414 53 14 0
Dodge "MANTORVILLE TWP." 1261 456 737 53 15 0
Dodge "MILTON TWP." 478 134 319 21 4 0
Dodge "RIPLEY TWP." 109 22 76 7 4 0
Dodge "VERNON TWP." 435 135 279 19 2 0
Dodge "WASIOJA TWP." 551 147 353 39 12 0
Dodge "WEST CONCORD" 423 120 248 39 16 0
Dodge "WESTFIELD TWP." 280 75 192 7 6 0
Douglas "ALEXANDRIA W-1 P-1" 294 93 174 20 7 0
Douglas "ALEXANDRIA W-1 P-2" 1559 546 932 61 20 0
Douglas "ALEXANDRIA W-2" 1459 484 879 67 28 1
Douglas "ALEXANDRIA W-3" 1724 638 936 114 34 2
Douglas "ALEXANDRIA W-4" 1316 475 697 105 38 1
Douglas "ALEXANDRIA W-5 P-1" 141 41 91 7 2 0
Douglas "ALEXANDRIA W-5 P-2" 1080 449 530 80 21 0
Douglas "ALEXANDRIA TWP." 1954 629 1248 65 11 1
Douglas "BELLE RIVER TWP." 224 52 160 9 3 0
Douglas "BRANDON CITY" 276 80 176 15 5 0
Douglas "BRANDON TWP." 536 133 387 12 3 1
Douglas "CARLOS CITY" 277 72 176 23 6 0
Douglas "CARLOS TWP." 1592 462 1062 55 12 1
Douglas "EVANSVILLE CITY" 316 90 193 26 7 0
Douglas "EVANSVILLE TWP." 146 39 102 5 0 0
Douglas FORADA 123 43 72 7 1 0
Douglas GARFIELD 168 47 95 18 8 0
Douglas "HOLMES CITY TWP." 586 177 386 14 8 1
Douglas "HUDSON TWP." 639 151 466 15 7 0
Douglas "IDA TWP." 989 294 653 32 10 0
Douglas KENSINGTON 155 45 95 7 8 0
Douglas "LA GRAND TWP." 2915 1045 1770 79 18 3
Douglas "LAKE MARY TWP." 816 230 546 30 10 0
Douglas "LEAF VALLEY TWP" 333 102 212 15 4 0
Douglas "LUND TWP." 207 55 134 16 2 0
Douglas "MILLERVILLE CITY" 52 20 28 3 1 0
Douglas "MILLERVILLE TWP." 234 50 177 5 2 0
Douglas "MILTONA CITY" 243 77 148 11 7 0
Douglas "MILTONA TWP." 643 231 389 14 8 1
Douglas "MOE TWP." 591 198 374 12 6 1
Douglas NELSON 98 20 65 10 3 0
Douglas "ORANGE TWP." 224 47 165 12 0 0
Douglas "OSAKIS CITY" 842 256 515 61 10 0
Douglas "OSAKIS TWP." 416 105 294 13 3 1
Douglas "SOLEM TWP." 161 45 110 6 0 0
Douglas "SPRUCE HILL TWP." 259 52 194 8 5 0
Douglas "URNESS TWP." 194 44 144 3 3 0
Faribault "BARBER TWP." 147 41 101 3 2 0
Faribault "BLUE EARTH W-1" 563 219 298 35 10 1
Faribault "BLUE EARTH W-2" 647 217 385 28 17 0
Faribault "BLUE EARTH W-3" 526 180 293 37 16 0
Faribault "BLUE EARTH TWP." 250 74 163 10 3 0
Faribault BRICELYN 176 74 85 14 3 0
Faribault "BRUSH CREEK TWP." 116 31 80 4 1 0
Faribault "CLARK TWP." 146 33 108 4 1 0
Faribault DELAVAN 96 33 57 5 1 0
Faribault "DELAVAN TWP." 199 48 140 8 3 0
Faribault "DUNBAR TWP." 159 26 122 7 4 0
Faribault EASTON 112 44 60 6 2 0
Faribault ELMORE 232 72 120 35 5 0
Faribault "ELMORE TWP." 104 31 68 4 0 1
Faribault "EMERALD TWP." 144 32 106 4 2 0
Faribault "FOSTER TWP." 173 58 108 6 1 0
Faribault FROST 104 29 65 9 1 0
Faribault "JO DAVIESS TWP." 145 53 88 4 0 0
Faribault KIESTER 278 128 115 25 10 0
Faribault "KIESTER TWP." 146 51 82 8 5 0
Faribault "LURA TWP." 92 34 55 3 0 0
Faribault "MINNESOTA LAKE" 370 127 205 26 11 1
Faribault "MINNESOTA LAKE TWP." 120 27 83 6 4 0
Faribault "PILOT GROVE TWP." 79 17 59 3 0 0
Faribault "PRESCOTT TWP." 117 30 84 1 2 0
Faribault "ROME TWP." 78 18 54 5 1 0
Faribault "SEELY TWP." 107 40 64 2 1 0
Faribault "VERONA TWP." 220 52 158 9 1 0
Faribault "WALNUT LAKE TWP." 123 30 91 2 0 0
Faribault WALTERS 32 15 15 2 0 0
Faribault WELLS 1184 441 637 82 24 0
Faribault WINNEBAGO 665 202 405 42 16 0
Faribault "WINNEBAGO TWP." 100 24 70 5 1 0
Fillmore "AMHERST TWP." 176 79 86 6 5 0
Fillmore "ARENDAHL TWP." 218 89 122 4 3 0
Fillmore "BEAVER TWP." 143 56 83 2 2 0
Fillmore "BLOOMFIELD TWP." 205 58 143 3 1 0
Fillmore "BRISTOL TWP." 161 58 91 11 1 0
Fillmore CANTON 149 49 88 8 3 1
Fillmore "CANTON TWP." 173 68 96 9 0 0
Fillmore "CARIMONA TWP." 201 85 108 5 3 0
Fillmore "CARROLTON TWP." 245 100 130 12 3 0
Fillmore CHATFIELD 948 398 466 66 17 1
Fillmore "CHATFIELD TWP." 348 135 200 8 4 1
Fillmore "FILLMORE TWP." 294 86 189 15 4 0
Fillmore "FORESTVILLE TWP." 233 83 142 7 1 0
Fillmore FOUNTAIN 233 89 123 17 4 0
Fillmore "FOUNTAIN TWP." 205 68 130 6 1 0
Fillmore HARMONY 607 250 305 38 14 0
Fillmore "HARMONY TWP." 183 74 101 7 1 0
Fillmore "HOLT TWP." 181 76 94 10 1 0
Fillmore "JORDAN TWP." 243 70 153 15 5 0
Fillmore LANESBORO 535 313 197 18 7 0
Fillmore MABEL 375 171 169 27 8 0
Fillmore "NEWBURG TWP." 238 86 136 12 4 0
Fillmore "NORWAY TWP." 214 81 117 14 2 0
Fillmore OSTRANDER 124 43 70 9 2 0
Fillmore PETERSON 115 55 44 11 5 0
Fillmore "PILOT MOUND TWP." 223 91 119 9 4 0
Fillmore "PREBLE TWP." 131 63 65 3 0 0
Fillmore PRESTON 744 326 352 53 13 0
Fillmore "PRESTON TWP." 155 64 84 4 3 0
Fillmore RUSHFORD 1031 397 555 58 20 1
Fillmore "RUSHFORD VILLAGE" 538 200 302 24 12 0
Fillmore "SPRING VALLEY" 1268 440 710 88 30 0
Fillmore "SPRING VALLEY TWP." 357 132 210 8 7 0
Fillmore "SUMNER TWP." 295 87 194 9 4 1
Fillmore WHALAN 45 24 18 1 2 0
Fillmore WYKOFF 261 89 145 22 5 0
Fillmore "YORK TWP." 177 63 103 6 4 1
Freeborn "ALBERT LEA W-1 P-1" 2104 991 1012 75 24 2
Freeborn "ALBERT LEA W-1 P-2" 69 22 41 5 1 0
Freeborn "ALBERT LEA W-2 P-1" 1291 583 552 117 36 3
Freeborn "ALBERT LEA W-3 P-1" 1786 800 811 129 44 2
Freeborn "ALBERT LEA W-4 P-1" 1632 715 746 126 44 1
Freeborn "ALBERT LEA W-5 P-1" 1034 485 397 127 25 0
Freeborn "ALBERT LEA W-6 P-1" 1150 507 510 109 24 0
Freeborn "ALBERT LEA TWP. P-1" 389 159 205 20 5 0
Freeborn "ALBERT LEA TWP. P-2" 0 0 0 0 0 0
Freeborn ALDEN 348 132 184 26 6 0
Freeborn "ALDEN TWP." 172 68 99 4 1 0
Freeborn "BANCROFT TWP." 532 216 287 22 7 0
Freeborn "BATH TWP." 262 102 143 9 8 0
Freeborn "CARLSTON TWP." 193 56 127 7 3 0
Freeborn "CLARKS GROVE" 340 98 212 19 11 0
Freeborn CONGER 85 40 40 4 1 0
Freeborn EMMONS 185 91 88 5 1 0
Freeborn FREEBORN 129 37 79 10 3 0
Freeborn "FREEBORN TWP." 142 47 93 2 0 0
Freeborn "FREEMAN TWP." 302 106 168 24 4 0
Freeborn GENEVA 306 108 165 24 9 0
Freeborn "GENEVA TWP." 277 83 180 11 3 0
Freeborn GLENVILLE 364 158 175 30 1 0
Freeborn HARTLAND 173 44 111 15 3 0
Freeborn "HARTLAND TWP." 170 52 112 4 2 0
Freeborn HAYWARD 157 64 74 13 6 0
Freeborn "HAYWARD TWP." 236 79 151 6 0 0
Freeborn HOLLANDALE 154 35 111 5 3 0
Freeborn "LONDON TWP." 156 62 86 6 2 0
Freeborn MANCHESTER 27 9 14 4 0 0
Freeborn "MANCHESTER TWP." 247 91 144 5 6 1
Freeborn "MANSFIELD TWP." 144 58 81 4 1 0
Freeborn "MOSCOW TWP." 334 121 187 19 7 0
Freeborn MYRTLE 26 11 13 2 0 0
Freeborn "NEWRY TWP." 255 66 165 19 5 0
Freeborn "NUNDA TWP." 206 78 119 6 3 0
Freeborn "OAKLAND TWP." 216 94 110 8 3 1
Freeborn "PICKEREL LAKE TWP." 406 143 247 12 4 0
Freeborn "RICELAND TWP." 263 84 167 8 4 0
Freeborn "SHELL ROCK TWP." 217 71 134 10 2 0
Freeborn "TWIN LAKES" 62 31 24 6 1 0
Goodhue BELLECHESTER 67 18 41 8 0 0
Goodhue "BELLE CREEK TWP." 315 92 202 20 1 0
Goodhue "BELVIDERE TWP." 292 66 213 12 1 0
Goodhue "CANNON FALLS P-1" 1240 476 625 103 35 1
Goodhue "CANNON FALLS P-2" 1249 476 669 76 26 2
Goodhue "CANNON FALLS TWP." 722 246 441 24 11 0
Goodhue "CHERRY GROVE TWP." 243 61 171 9 2 0
Goodhue DENNISON 111 33 68 8 2 0
Goodhue "FEATHERSTONE TWP." 519 203 297 14 5 0
Goodhue "FLORENCE TWP." 1079 403 620 40 15 1
Goodhue GOODHUE 615 164 399 39 13 0
Goodhue "GOODHUE TWP." 315 69 233 10 3 0
Goodhue "HAY CREEK TWP." 599 226 349 15 8 1
Goodhue "HOLDEN TWP." 298 95 194 6 3 0
Goodhue KENYON 1043 374 558 83 25 3
Goodhue "KENYON TWP." 250 60 174 10 5 1
Goodhue "LAKE CITY" 517 252 240 20 5 0
Goodhue "LEON TWP." 626 221 373 20 11 1
Goodhue "MINNEOLA TWP." 441 148 274 16 3 0
Goodhue "PINE ISLAND" 1596 598 859 113 24 2
Goodhue "PINE ISLAND TWP." 403 131 260 7 5 0
Goodhue "RED WING W-1 P-1" 1237 556 611 58 12 0
Goodhue "RED WING W-1 P-2" 1261 553 614 69 25 0
Goodhue "RED WING W-2 P-1" 1193 637 438 90 26 2
Goodhue "RED WING W-2 P-2" 1099 486 541 58 13 1
Goodhue "RED WING W-3 P-1" 1298 676 530 71 21 0
Goodhue "RED WING W-3 P-2" 1055 492 492 51 19 1
Goodhue "RED WING W-4 P-1" 1092 590 361 103 36 2
Goodhue "RED WING W-4 P-2" 981 468 421 61 30 1
Goodhue "ROSCOE TWP." 512 149 341 17 5 0
Goodhue "STANTON TWP." 768 278 454 27 7 2
Goodhue "VASA TWP." 605 217 355 25 8 0
Goodhue "WACOUTA TWP." 283 137 131 14 1 0
Goodhue WANAMINGO 653 177 426 34 15 1
Goodhue "WANAMINGO TWP." 298 56 232 9 1 0
Goodhue "WARSAW TWP." 436 168 241 21 6 0
Goodhue "WELCH TWP." 520 209 280 20 10 1
Goodhue "ZUMBROTA P-1" 947 368 509 43 26 1
Goodhue "ZUMBROTA P-2" 1176 447 658 50 20 1
Goodhue "ZUMBROTA TWP." 403 110 276 12 5 0
Grant ASHBY 234 117 106 11 0 0
Grant BARRETT 223 88 117 13 5 0
Grant "DELAWARE TWP" 57 29 28 0 0 0
Grant "ELBOW LAKE" 671 244 375 39 13 0
Grant "ELBOW LAKE TWP" 95 25 69 1 0 0
Grant "ELK LAKE TWP" 204 70 126 5 3 0
Grant "ERDAHL TWP" 270 114 149 4 3 0
Grant "GORTON TWP" 36 9 27 0 0 0
Grant HERMAN 201 79 102 19 1 0
Grant HOFFMAN 338 134 179 22 3 0
Grant "LAND TWP" 154 51 96 7 0 0
Grant "LAWRENCE TWP" 57 9 45 3 0 0
Grant "LIEN TWP" 83 30 51 1 1 0
Grant "LOGAN TWP" 44 20 24 0 0 0
Grant "MACSVILLE TWP" 74 31 41 2 0 0
Grant NORCROSS 34 13 20 1 0 0
Grant "NORTH OTTAWA TWP" 30 8 19 3 0 0
Grant "PELICAN LAKE TWP" 343 118 209 9 7 0
Grant "POMME DE TERRE TWP" 90 29 57 3 1 0
Grant "ROSEVILLE TWP" 76 24 51 0 0 1
Grant "SANFORD TWP" 101 37 57 6 1 0
Grant "STONY BROOK TWP" 95 35 55 4 1 0
Grant WENDELL 86 35 41 10 0 0
Hennepin "BLOOMINGTON W-1 P-07" 1434 765 561 81 27 0
Hennepin "BLOOMINGTON W-1 P-08" 1625 855 646 87 36 1
Hennepin "BLOOMINGTON W-1 P-09" 1293 772 389 100 31 1
Hennepin "BLOOMINGTON W-1 P-10" 2050 1257 615 129 47 2
Hennepin "BLOOMINGTON W-1 P-12" 1996 1255 595 109 33 4
Hennepin "BLOOMINGTON W-1 P-14" 1817 995 672 117 31 2
Hennepin "BLOOMINGTON W-1 P-15" 1257 675 504 58 19 1
Hennepin "BLOOMINGTON W-1 P-30" 1866 1136 585 116 29 0
Hennepin "BLOOMINGTON W-2 P-13" 1965 1127 704 97 36 1
Hennepin "BLOOMINGTON W-2 P-16" 2785 1700 894 136 52 3
Hennepin "BLOOMINGTON W-2 P-21" 1438 849 520 49 18 2
Hennepin "BLOOMINGTON W-2 P-23" 1958 1112 650 147 48 1
Hennepin "BLOOMINGTON W-2 P-24" 1780 979 700 78 22 1
Hennepin "BLOOMINGTON W-2 P-25" 1466 748 662 41 14 1
Hennepin "BLOOMINGTON W-2 P-26" 1818 1049 646 90 29 4
Hennepin "BLOOMINGTON W-2 P-27" 1326 787 463 57 17 2
Hennepin "BLOOMINGTON W-3 P-05" 2215 1299 756 121 38 1
Hennepin "BLOOMINGTON W-3 P-11" 1356 789 474 71 22 0
Hennepin "BLOOMINGTON W-3 P-17" 1263 784 435 35 7 2
Hennepin "BLOOMINGTON W-3 P-18" 1464 882 502 68 12 0
Hennepin "BLOOMINGTON W-3 P-19" 2229 1345 704 138 37 5
Hennepin "BLOOMINGTON W-3 P-20" 1749 1029 590 105 24 1
Hennepin "BLOOMINGTON W-3 P-22" 1806 1001 722 64 18 1
Hennepin "BLOOMINGTON W-3 P-28" 1599 985 563 41 8 2
Hennepin "BLOOMINGTON W-3 P-29" 1328 786 403 116 23 0
Hennepin "BLOOMINGTON W-4 P-01" 1638 990 461 151 35 1
Hennepin "BLOOMINGTON W-4 P-02" 1929 1192 484 200 48 5
Hennepin "BLOOMINGTON W-4 P-03" 1797 1007 617 146 27 0
Hennepin "BLOOMINGTON W-4 P-04" 1602 915 505 147 33 2
Hennepin "BLOOMINGTON W-4 P-06" 1983 1066 735 132 47 3
Hennepin "BLOOMINGTON W-4 P-31" 896 507 301 60 28 0
Hennepin "BLOOMINGTON W-4 P-32" 1333 777 355 156 42 3
Hennepin "BROOKLYN CENTER P-01" 1919 1184 472 208 52 3
Hennepin "BROOKLYN CENTER P-02" 1751 1143 341 216 48 3
Hennepin "BROOKLYN CENTER P-03" 2130 1321 554 208 47 0
Hennepin "BROOKLYN CENTER P-04" 2413 1505 587 263 57 1
Hennepin "BROOKLYN CENTER P-05" 2434 1483 617 257 75 2
Hennepin "BROOKLYN CENTER P-06" 1555 940 407 156 50 2
Hennepin "BROOKLYN CENTER P-07" 1318 829 317 141 31 0
Hennepin "BROOKLYN PARK W-C P-1" 1137 771 209 126 30 1
Hennepin "BROOKLYN PARK W-C P-2" 1335 847 346 112 28 2
Hennepin "BROOKLYN PARK W-C P-3" 1537 948 364 182 42 1
Hennepin "BROOKLYN PARK W-C P-4" 1284 843 266 135 38 2
Hennepin "BROOKLYN PARK W-C P-5" 2248 1338 735 143 31 1
Hennepin "BROOKLYN PARK W-C P-6" 2259 1342 712 173 32 0
Hennepin "BROOKLYN PARK W-C P-7" 2478 1460 822 158 36 2
Hennepin "BROOKLYN PARK W-C P-8" 2667 1400 1118 114 35 0
Hennepin "BROOKLYN PARK W-E P-1A" 1434 888 384 129 32 1
Hennepin "BROOKLYN PARK W-E P-1O" 1551 979 401 142 29 0
Hennepin "BROOKLYN PARK W-E P-2" 1885 1075 624 147 37 2
Hennepin "BROOKLYN PARK W-E P-3" 1086 710 270 76 30 0
Hennepin "BROOKLYN PARK W-E P-4A" 2097 1184 781 109 23 0
Hennepin "BROOKLYN PARK W-E P-4O" 1309 759 480 51 19 0
Hennepin "BROOKLYN PARK W-E P-5" 769 403 301 45 19 1
Hennepin "BROOKLYN PARK W-E P-6A" 2003 1069 755 141 35 3
Hennepin "BROOKLYN PARK W-E P-6O" 2366 1358 813 161 33 1
Hennepin "BROOKLYN PARK W-W P-1O" 1534 926 438 140 30 0
Hennepin "BROOKLYN PARK W-W P-1R" 2337 1447 619 209 60 2
Hennepin "BROOKLYN PARK W-W P-2" 1192 746 293 125 28 0
Hennepin "BROOKLYN PARK W-W P-3" 2049 1342 367 268 70 2
Hennepin "BROOKLYN PARK W-W P-4" 1856 1107 539 161 49 0
Hennepin "BROOKLYN PARK W-W P-5" 1329 854 292 151 32 0
Hennepin "BROOKLYN PARK W-W P-6" 518 286 179 41 12 0
Hennepin "CHAMPLIN W-1 P-01" 4398 2043 1919 315 119 2
Hennepin "CHAMPLIN W-2 P-01" 3978 1928 1769 215 65 1
Hennepin "CHAMPLIN W-3 P-01" 3124 1452 1371 231 67 3
Hennepin "CHAMPLIN W-4 P-01" 3390 1566 1526 233 63 2
Hennepin "CHANHASSEN P-01" 0 0 0 0 0 0
Hennepin "CHANHASSEN P-02" 0 0 0 0 0 0
Hennepin "CORCORAN P-01" 1462 410 986 50 16 0
Hennepin "CORCORAN P-02" 1102 393 647 52 10 0
Hennepin "CORCORAN P-03" 1434 583 772 54 24 1
Hennepin "CRYSTAL W-1 P-01" 1832 1100 567 139 26 0
Hennepin "CRYSTAL W-1 P-02" 840 524 230 66 19 1
Hennepin "CRYSTAL W-1 P-03" 554 327 177 41 8 1
Hennepin "CRYSTAL W-2 P-01" 1712 1024 533 109 43 3
Hennepin "CRYSTAL W-2 P-02" 1297 782 429 61 25 0
Hennepin "CRYSTAL W-2 P-03" 604 387 153 51 11 2
Hennepin "CRYSTAL W-3 P-01" 1200 722 348 101 29 0
Hennepin "CRYSTAL W-3 P-02" 1747 957 590 155 40 5
Hennepin "CRYSTAL W-3 P-03" 423 237 133 44 9 0
Hennepin "CRYSTAL W-4 P-01" 1591 901 508 140 42 0
Hennepin "CRYSTAL W-4 P-02" 1329 704 482 121 22 0
Hennepin "DAYTON P-01" 1077 478 524 66 9 0
Hennepin "DAYTON P-02" 855 349 435 53 17 1
Hennepin "DAYTON P-03" 2524 1041 1323 121 37 2
Hennepin "DEEPHAVEN P-01" 1266 676 550 31 9 0
Hennepin "DEEPHAVEN P-02" 1457 761 634 51 11 0
Hennepin "EDEN PRAIRIE P-01" 1714 988 627 72 24 3
Hennepin "EDEN PRAIRIE P-02" 1853 1042 712 65 30 4
Hennepin "EDEN PRAIRIE P-03" 1811 1096 625 63 26 1
Hennepin "EDEN PRAIRIE P-04" 1791 1081 594 92 22 2
Hennepin "EDEN PRAIRIE P-05" 2106 1193 806 82 23 2
Hennepin "EDEN PRAIRIE P-06" 1750 961 662 93 33 1
Hennepin "EDEN PRAIRIE P-07" 1625 923 598 82 19 3
Hennepin "EDEN PRAIRIE P-08" 1378 713 577 75 12 1
Hennepin "EDEN PRAIRIE P-09" 2232 1209 914 82 27 0
Hennepin "EDEN PRAIRIE P-10" 2063 1072 884 89 16 2
Hennepin "EDEN PRAIRIE P-11" 1584 948 437 149 48 2
Hennepin "EDEN PRAIRIE P-12" 2045 1258 684 80 23 0
Hennepin "EDEN PRAIRIE P-13" 1821 1079 596 116 28 2
Hennepin "EDEN PRAIRIE P-14" 2681 1494 1057 96 33 1
Hennepin "EDEN PRAIRIE P-15" 2108 1272 715 90 31 0
Hennepin "EDEN PRAIRIE P-16" 2600 1500 984 81 33 2
Hennepin "EDEN PRAIRIE P-17" 1635 918 679 30 8 0
Hennepin "EDEN PRAIRIE P-18" 2518 1263 1186 55 12 2
Hennepin "EDEN PRAIRIE P-19A" 2385 1286 1004 77 16 2
Hennepin "EDEN PRAIRIE P-19B" 1137 664 420 44 8 1
Hennepin "EDINA P-01A" 1914 1117 673 100 23 1
Hennepin "EDINA P-01B" 2225 1207 925 74 17 2
Hennepin "EDINA P-02" 1471 982 420 49 20 0
Hennepin "EDINA P-03" 2316 1381 882 38 12 3
Hennepin "EDINA P-04" 1924 1376 492 44 10 2
Hennepin "EDINA P-05" 2077 1187 828 49 13 0
Hennepin "EDINA P-06" 1870 1169 649 38 14 0
Hennepin "EDINA P-07" 1356 831 476 42 7 0
Hennepin "EDINA P-08" 1812 1096 682 26 6 2
Hennepin "EDINA P-09" 1687 1060 542 67 18 0
Hennepin "EDINA P-10C" 1410 801 565 36 8 0
Hennepin "EDINA P-11" 1978 1244 654 61 19 0
Hennepin "EDINA P-12" 755 449 281 18 7 0
Hennepin "EDINA P-13" 1313 883 344 54 31 1
Hennepin "EDINA P-14" 2002 1365 549 73 12 3
Hennepin "EDINA P-15C" 1757 1062 639 41 14 1
Hennepin "EDINA P-16" 1894 1226 607 46 15 0
Hennepin "EDINA P-17" 1835 1160 556 88 28 3
Hennepin "EDINA P-18" 2554 1735 714 77 26 2
Hennepin "EDINA P-19C" 1272 725 511 28 7 1
Hennepin "EXCELSIOR P-01" 1548 810 609 99 30 0
Hennepin "FORT SNELLING P-01" 131 76 39 13 3 0
Hennepin "GOLDEN VALLEY P-1" 1727 1294 351 60 20 2
Hennepin "GOLDEN VALLEY P-2" 2381 1686 565 99 29 2
Hennepin "GOLDEN VALLEY P-3" 1970 1499 399 53 18 1
Hennepin "GOLDEN VALLEY P-4" 1690 1099 489 76 26 0
Hennepin "GOLDEN VALLEY P-5" 1586 1185 334 53 13 1
Hennepin "GOLDEN VALLEY P-6" 2200 1472 583 120 25 0
Hennepin "GOLDEN VALLEY P-7" 1926 1276 553 80 17 0
Hennepin "GOLDEN VALLEY P-8" 2142 1462 532 104 43 1
Hennepin "GREENFIELD P-01" 1969 594 1267 82 25 1
Hennepin "GREENWOOD P-01" 562 264 275 20 3 0
Hennepin "HANOVER P-1" 419 131 261 25 2 0
Hennepin "HOPKINS P-01" 1454 975 342 103 33 1
Hennepin "HOPKINS P-02" 2011 1386 446 136 40 3
Hennepin "HOPKINS P-03" 1408 835 410 123 37 3
Hennepin "HOPKINS P-04" 1883 1272 459 115 36 1
Hennepin "HOPKINS P-05" 1563 1041 397 101 23 1
Hennepin "HOPKINS P-06" 1970 1267 516 142 44 1
Hennepin "INDEPENDENCE P-01" 2651 966 1553 106 25 1
Hennepin "LONG LAKE P-01" 1099 552 458 71 16 2
Hennepin "LORETTO P-01" 427 153 251 15 8 0
Hennepin "MAPLE GROVE P-01" 1789 895 789 81 24 0
Hennepin "MAPLE GROVE P-02" 1680 844 716 96 24 0
Hennepin "MAPLE GROVE P-03" 1585 782 667 107 29 0
Hennepin "MAPLE GROVE P-04" 1606 798 694 87 26 1
Hennepin "MAPLE GROVE P-05" 1786 870 792 93 30 1
Hennepin "MAPLE GROVE P-06" 1796 940 726 98 31 1
Hennepin "MAPLE GROVE P-07" 2036 1042 874 88 30 2
Hennepin "MAPLE GROVE P-08" 1940 909 918 91 22 0
Hennepin "MAPLE GROVE P-09" 2012 968 900 107 37 0
Hennepin "MAPLE GROVE P-10" 1976 1050 822 80 23 1
Hennepin "MAPLE GROVE P-11" 2408 1251 1028 107 20 2
Hennepin "MAPLE GROVE P-12" 1939 1048 767 99 23 2
Hennepin "MAPLE GROVE P-13" 1812 976 718 91 25 2
Hennepin "MAPLE GROVE P-14" 1495 720 680 72 22 1
Hennepin "MAPLE GROVE P-15" 1622 884 626 91 20 1
Hennepin "MAPLE GROVE P-16" 2013 1018 904 67 23 1
Hennepin "MAPLE GROVE P-17" 1745 886 706 116 37 0
Hennepin "MAPLE GROVE P-18" 2003 1070 837 83 13 0
Hennepin "MAPLE GROVE P-19" 1451 690 681 66 14 0
Hennepin "MAPLE GROVE P-20" 2478 1085 1274 91 27 1
Hennepin "MAPLE GROVE P-21" 2201 1147 953 78 23 0
Hennepin "MAPLE GROVE P-22" 1877 872 915 73 17 0
Hennepin "MAPLE GROVE P-23" 1454 728 619 80 27 0
Hennepin "MAPLE GROVE P-24" 1588 866 592 105 24 1
Hennepin "MAPLE PLAIN P-01" 1041 437 499 69 36 0
Hennepin "MEDICINE LAKE P-01" 260 155 88 11 5 1
Hennepin "MEDINA P-1A" 1560 655 828 58 19 0
Hennepin "MEDINA P-1B" 2860 1324 1413 102 20 1
