COUNTY AREA TOTAL DEM REP LIB GRN AIP PAF
COUNTY AREA TOTAL Biden Trump Jorgensen Hawkins DeLaFuente LaRiva
"San Bernardino" UNI0700 0 0 0 0 0 0 0
"San Bernardino" UNI0701 729 227 480 13 1 2 0
"San Bernardino" UNI0702 0 0 0 0 0 0 0
"San Bernardino" UNI0703 0 0 0 0 0 0 0
"San Bernardino" UNI0704 0 0 0 0 0 0 0
"San Bernardino" UNI0705 17 3 14 0 0 0 0
"San Bernardino" UNI0706 11 2 9 0 0 0 0
"San Bernardino" UNI0707 0 0 0 0 0 0 0
"San Bernardino" UNI0708 5 3 2 0 0 0 0
"San Bernardino" UNI0709 0 0 0 0 0 0 0
"San Bernardino" UNI0711 0 0 0 0 0 0 0
"San Bernardino" UNI0713 7 0 7 0 0 0 0
"San Bernardino" UNI0714 0 0 0 0 0 0 0
"San Bernardino" UNI0715 28 5 23 0 0 0 0
"San Bernardino" UNI0716 0 0 0 0 0 0 0
"San Bernardino" UNI0717 0 0 0 0 0 0 0
"San Bernardino" UNI0718 0 0 0 0 0 0 0
"San Bernardino" UNI0736 339 148 177 3 2 3 0
"San Bernardino" UNI0737 110 47 62 0 0 1 0
"San Bernardino" UNI0738 62 16 42 4 0 0 0
"San Bernardino" UNI0739 135 51 82 1 0 0 0
"San Bernardino" UNI0740 17 5 12 0 0 0 0
"San Bernardino" UNI0741 0 0 0 0 0 0 0
"San Bernardino" UNI0742 0 0 0 0 0 0 0
"San Bernardino" UNI0743 0 0 0 0 0 0 0
"San Bernardino" UNI0744 5 0 5 0 0 0 0
"San Bernardino" UNI0745 12 4 8 0 0 0 0
"San Bernardino" UNI0759 32 12 19 1 0 0 0
"San Bernardino" UNI0760 0 0 0 0 0 0 0
"San Bernardino" UNI0761 0 0 0 0 0 0 0
"San Bernardino" UNI0762 0 0 0 0 0 0 0
"San Bernardino" UNI0763 0 0 0 0 0 0 0
"San Bernardino" UNI0764 0 0 0 0 0 0 0
"San Bernardino" UNI0765 2 0 2 0 0 0 0
"San Bernardino" UNI0766 2 0 2 0 0 0 0
"San Bernardino" UNI0767 0 0 0 0 0 0 0
"San Bernardino" UNI0769 1816 823 888 41 8 4 12
"San Bernardino" UNI0770 0 0 0 0 0 0 0
"San Bernardino" UNI0771 67 25 42 0 0 0 0
"San Bernardino" UNI0772 44 11 32 0 0 1 0
"San Bernardino" UNI0773 46 22 23 0 0 0 1
"San Bernardino" UNI0774 0 0 0 0 0 0 0
"San Bernardino" UNI0775 0 0 0 0 0 0 0
"San Bernardino" UNI0776 0 0 0 0 0 0 0
"San Bernardino" UNI0777 0 0 0 0 0 0 0
"San Bernardino" UNI0778 0 0 0 0 0 0 0
"San Bernardino" UNI0779 7 0 7 0 0 0 0
"San Bernardino" UNI0780 0 0 0 0 0 0 0
"San Bernardino" UNI0783 0 0 0 0 0 0 0
"San Bernardino" UNI0784 0 0 0 0 0 0 0
"San Bernardino" UNI0785 235 79 146 3 0 0 0
"San Bernardino" UNI0786 70 29 39 0 1 0 0
"San Bernardino" UNI0787 2 0 2 0 0 0 0
"San Bernardino" UNI0788 0 0 0 0 0 0 0
"San Bernardino" UNI0789 2 0 2 0 0 0 0
"San Bernardino" UNI0790 36 14 20 1 0 0 0
"San Bernardino" UNI0791 5 0 5 0 0 0 0
"San Bernardino" UNI0792 0 0 0 0 0 0 0
"San Bernardino" UNI0793 7 2 4 0 0 0 0
"San Bernardino" UNI0794 0 0 0 0 0 0 0
"San Bernardino" UNI0795 4 0 4 0 0 0 0
"San Bernardino" UNI0796 0 0 0 0 0 0 0
"San Bernardino" UNI0797 0 0 0 0 0 0 0
"San Bernardino" UNI0798 5 1 4 0 0 0 0
"San Bernardino" UNI0799 0 0 0 0 0 0 0
"San Bernardino" UNI0808 0 0 0 0 0 0 0
"San Bernardino" UNI0834 138 72 54 5 4 0 0
"San Bernardino" UNI0838 17 5 12 0 0 0 0
"San Bernardino" UNI0839 67 23 44 0 0 0 0
"San Bernardino" UNI0840 2225 932 1199 31 9 8 5
"San Bernardino" UNI0856 0 0 0 0 0 0 0
"San Bernardino" UNI0857 42 12 29 0 0 0 0
"San Bernardino" UNI0858 10 1 9 0 0 0 0
"San Bernardino" UNI0859 0 0 0 0 0 0 0
"San Bernardino" UNI0860 0 0 0 0 0 0 0
"San Bernardino" UNI0861 0 0 0 0 0 0 0
"San Bernardino" UNI0862 0 0 0 0 0 0 0
"San Bernardino" UNI0864 0 0 0 0 0 0 0
"San Bernardino" UNI0865 0 0 0 0 0 0 0
"San Bernardino" UNI0867 440 264 162 4 2 2 0
"San Bernardino" UNI0868 0 0 0 0 0 0 0
"San Bernardino" UNI0869 993 497 465 13 4 5 2
"San Bernardino" UNI0870 0 0 0 0 0 0 0
"San Bernardino" UNI0871 0 0 0 0 0 0 0
"San Bernardino" UNI0874 0 0 0 0 0 0 0
"San Bernardino" UNI0875 26 15 11 0 0 0 0
"San Bernardino" UNI0876 52 25 27 0 0 0 0
"San Bernardino" UNI0877 3000 1527 1387 27 10 9 7
"San Bernardino" UNI0878 0 0 0 0 0 0 0
"San Bernardino" UNI0879 0 0 0 0 0 0 0
"San Bernardino" UNI0880 1 0 1 0 0 0 0
"San Bernardino" UNI0915 149 64 81 0 0 2 0
"San Bernardino" UNI0916 0 0 0 0 0 0 0
"San Bernardino" UNI0917 29 9 18 0 0 1 0
"San Bernardino" UNI0918 10 6 4 0 0 0 0
"San Bernardino" UNI0919 0 0 0 0 0 0 0
"San Bernardino" UNI0948 764 487 254 4 5 4 1
"San Bernardino" UNI0949 0 0 0 0 0 0 0
"San Bernardino" UNI0950 0 0 0 0 0 0 0
"San Bernardino" UNI0951 0 0 0 0 0 0 0
"San Bernardino" UNI0990 0 0 0 0 0 0 0
"San Bernardino" UNI0991 0 0 0 0 0 0 0
"San Bernardino" UNI0992 348 234 102 4 1 2 1
"San Bernardino" UNI0993 149 98 41 2 2 2 3
"San Bernardino" UNI0994 152 111 38 0 2 0 0
"San Bernardino" UNI0995 11 4 6 0 0 0 1
"San Bernardino" UNI0996 1 1 0 0 0 0 0
"San Bernardino" UNI0997 0 0 0 0 0 0 0
"San Bernardino" UNI1022 220 152 56 2 3 0 0
"San Bernardino" UNI1023 858 597 226 10 4 6 7
"San Bernardino" UNI1024 744 499 219 4 4 4 7
"San Bernardino" UNI1025 428 312 100 5 3 1 1
"San Bernardino" UNI1026 0 0 0 0 0 0 0
"San Bernardino" UNI1143 3 1 2 0 0 0 0
"San Bernardino" UNI1144 3 0 3 0 0 0 0
"San Bernardino" UNI1145 58 22 36 0 0 0 0
"San Bernardino" UNI1146 17 4 12 1 0 0 0
"San Bernardino" UNI1147 19 7 11 0 0 0 0
"San Bernardino" UNI1148 13 0 13 0 0 0 0
"San Bernardino" UNI1149 1 0 1 0 0 0 0
"San Bernardino" UNI1150 1 1 0 0 0 0 0
"San Bernardino" UNI1152 10 1 9 0 0 0 0
"San Bernardino" UNI1153 33 11 21 1 0 0 0
"San Bernardino" UNI1199 0 0 0 0 0 0 0
"San Bernardino" UNI1200 863 558 274 8 2 3 10
"San Bernardino" UNI1201 1111 664 401 5 8 4 9
"San Bernardino" UNI1202 1363 843 479 9 6 2 5
"San Bernardino" UNI1203 873 596 243 9 3 1 14
"San Bernardino" UNI1204 680 431 219 5 2 6 2
"San Bernardino" UNI1258 1000 585 359 13 4 9 12
"San Bernardino" UNI1259 441 310 116 6 2 3 2
"San Bernardino" UNI1268 0 0 0 0 0 0 0
"San Bernardino" UNI1269 0 0 0 0 0 0 0
"San Bernardino" UNI1270 0 0 0 0 0 0 0
"San Bernardino" UNI1271 8 0 8 0 0 0 0
"San Bernardino" UNI1274 783 385 367 12 4 3 6
"San Bernardino" UNI1348 542 360 170 6 0 1 1
"San Bernardino" UNI1349 211 147 61 1 1 0 0
"San Bernardino" UNI1350 996 668 296 4 5 4 6
"San Bernardino" UNI1351 896 580 280 6 5 7 8
"San Bernardino" UNI1352 1 1 0 0 0 0 0
"San Bernardino" UNI1353 317 195 118 1 0 0 1
"San Bernardino" UNI1354 1596 1011 533 14 8 7 4
"San Bernardino" UNI1355 949 684 227 6 9 4 4
"San Bernardino" UNI1356 0 0 0 0 0 0 0
"San Bernardino" UNI1357 141 89 49 2 0 0 0
"San Bernardino" UNI1358 0 0 0 0 0 0 0
"San Bernardino" UNI1359 2 0 2 0 0 0 0
"San Bernardino" UNI1386 0 0 0 0 0 0 0
"San Bernardino" UNI1387 0 0 0 0 0 0 0
"San Bernardino" UNI1457 1084 778 270 4 3 6 8
"San Bernardino" UNI1458 424 267 146 4 1 3 0
"San Bernardino" UNI1459 473 298 160 1 3 1 3
"San Bernardino" UNI1510 1302 574 702 7 1 3 3
"San Bernardino" UNI1511 28 20 8 0 0 0 0
"San Bernardino" UNI1512 8 1 7 0 0 0 0
"San Bernardino" UNI1513 7 1 6 0 0 0 0
"San Bernardino" UNI1514 211 120 85 3 0 2 0
"San Bernardino" UNI1515 6 3 2 0 0 0 0
"San Bernardino" UNI1516 12 10 1 0 0 0 0
"San Bernardino" UNI1517 906 400 478 4 4 6 3
"San Bernardino" UNI1518 67 27 36 1 0 0 0
"San Bernardino" UNI1519 3 2 1 0 0 0 0
"San Bernardino" UNI1525 0 0 0 0 0 0 0
"San Bernardino" UNI1526 0 0 0 0 0 0 0
"San Bernardino" UNI1527 1394 955 384 11 2 10 8
"San Bernardino" UNI1528 1255 900 309 10 5 8 6
"San Bernardino" UNI1529 1106 787 283 10 4 8 4
"San Bernardino" UNI1530 1270 899 332 8 1 6 9
"San Bernardino" UNI1531 1406 1018 336 11 3 11 11
"San Bernardino" UNI1532 22 15 6 0 0 1 0
"San Bernardino" UNI1566 16 6 8 0 0 0 0
"San Bernardino" UNI1567 0 0 0 0 0 0 0
"San Bernardino" UNI1578 0 0 0 0 0 0 0
"San Bernardino" UNI1579 0 0 0 0 0 0 0
"San Bernardino" UNI1580 0 0 0 0 0 0 0
"San Bernardino" UNI1581 0 0 0 0 0 0 0
"San Bernardino" UNI1582 0 0 0 0 0 0 0
"San Bernardino" UNI1583 0 0 0 0 0 0 0
"San Bernardino" UNI1584 98 37 56 2 1 0 0
"San Bernardino" UNI1585 133 69 60 2 0 0 0
"San Bernardino" UNI1586 0 0 0 0 0 0 0
"San Bernardino" UNI1587 0 0 0 0 0 0 0
"San Bernardino" UNI1588 0 0 0 0 0 0 0
"San Bernardino" UNI1589 0 0 0 0 0 0 0
"San Bernardino" UNI1590 0 0 0 0 0 0 0
"San Bernardino" UNI1591 0 0 0 0 0 0 0
"San Bernardino" UNI1592 0 0 0 0 0 0 0
"San Bernardino" UNI1593 66 18 43 3 0 0 0
"San Bernardino" UNI1594 0 0 0 0 0 0 0
"San Bernardino" UNI1595 2 0 2 0 0 0 0
"San Bernardino" UNI1596 14 5 9 0 0 0 0
"San Bernardino" UNI1597 1138 500 594 11 10 3 1
"San Bernardino" UNI1598 0 0 0 0 0 0 0
"San Bernardino" UNI1599 0 0 0 0 0 0 0
"San Bernardino" UNI1600 0 0 0 0 0 0 0
"San Bernardino" UNI1601 0 0 0 0 0 0 0
"San Bernardino" UNI1602 2 0 2 0 0 0 0
"San Bernardino" UNI1603 39 5 32 0 0 0 0
"San Bernardino" UNI1608 417 102 302 5 1 1 1
"San Bernardino" UNI1610 0 0 0 0 0 0 0
"San Bernardino" UNI1611 0 0 0 0 0 0 0
"San Bernardino" UNI1612 0 0 0 0 0 0 0
"San Bernardino" UNI1613 16 0 16 0 0 0 0
"San Bernardino" UNI1614 0 0 0 0 0 0 0
"San Bernardino" UNI1615 0 0 0 0 0 0 0
"San Bernardino" UNI1616 410 178 219 2 1 3 1
"San Bernardino" UNI1623 0 0 0 0 0 0 0
"San Bernardino" UNI1624 0 0 0 0 0 0 0
"San Bernardino" UNI1627 102 27 70 1 1 0 0
"San Bernardino" UNI1628 0 0 0 0 0 0 0
"San Bernardino" UNI1630 15 3 12 0 0 0 0
"San Bernardino" UNI1637 96 73 21 0 0 0 1
"San Bernardino" UNI1638 69 52 15 0 0 0 0
"San Bernardino" UNI1645 0 0 0 0 0 0 0
"San Bernardino" UNI1646 0 0 0 0 0 0 0
"San Bernardino" UNI1647 0 0 0 0 0 0 0
"San Bernardino" UNI1648 0 0 0 0 0 0 0
"San Bernardino" UNI1649 0 0 0 0 0 0 0
"San Bernardino" UNI1650 0 0 0 0 0 0 0
"San Bernardino" UNI1651 0 0 0 0 0 0 0
"San Bernardino" UNI1652 4 3 0 0 0 1 0
"San Bernardino" UNI1653 0 0 0 0 0 0 0
"San Bernardino" UNI1666 0 0 0 0 0 0 0
"San Bernardino" UNI1673 83 62 19 0 1 1 0
"San Bernardino" UNI1676 5 0 5 0 0 0 0
"San Bernardino" UNI1677 0 0 0 0 0 0 0
"San Bernardino" UNI1678 494 292 187 4 0 1 3
"San Bernardino" UNI1679 0 0 0 0 0 0 0
"San Bernardino" UNI1680 0 0 0 0 0 0 0
"San Bernardino" UNI1681 4 2 2 0 0 0 0
"San Bernardino" UNI1682 0 0 0 0 0 0 0
"San Bernardino" UNI1683 1 1 0 0 0 0 0
"San Bernardino" UNI1684 0 0 0 0 0 0 0
"San Bernardino" UNI1685 0 0 0 0 0 0 0
"San Bernardino" UNI1686 83 28 52 1 1 0 0
"San Bernardino" UNI1687 69 37 30 1 0 0 1
"San Bernardino" UNI1688 0 0 0 0 0 0 0
"San Bernardino" UNI1689 27 10 16 0 0 0 0
"San Bernardino" UNI1690 0 0 0 0 0 0 0
"San Bernardino" UNI1691 0 0 0 0 0 0 0
"San Bernardino" UNI1692 0 0 0 0 0 0 0
"San Bernardino" UNI1693 4 0 4 0 0 0 0
"San Bernardino" UNI1694 0 0 0 0 0 0 0
"San Bernardino" UNI1697 0 0 0 0 0 0 0
"San Bernardino" UNI1698 0 0 0 0 0 0 0
"San Bernardino" UNI1699 0 0 0 0 0 0 0
"San Bernardino" UNI1700 0 0 0 0 0 0 0
"San Bernardino" UNI1701 0 0 0 0 0 0 0
"San Bernardino" UNI1702 0 0 0 0 0 0 0
"San Bernardino" UNI1703 0 0 0 0 0 0 0
"San Bernardino" UNI1704 0 0 0 0 0 0 0
"San Bernardino" UNI1705 0 0 0 0 0 0 0
"San Bernardino" UNI1706 0 0 0 0 0 0 0
"San Bernardino" UNI1708 0 0 0 0 0 0 0
"San Bernardino" UNI1709 0 0 0 0 0 0 0
"San Bernardino" UNI1710 0 0 0 0 0 0 0
"San Bernardino" UNI1711 68 29 38 0 0 0 0
"San Bernardino" UNI1712 0 0 0 0 0 0 0
"San Bernardino" UNI1713 0 0 0 0 0 0 0
"San Bernardino" UNI1714 6 3 3 0 0 0 0
"San Bernardino" UNI1725 0 0 0 0 0 0 0
"San Bernardino" UNI1726 0 0 0 0 0 0 0
"San Bernardino" UNI1727 0 0 0 0 0 0 0
"San Bernardino" UNI1728 0 0 0 0 0 0 0
"San Bernardino" UNI1729 0 0 0 0 0 0 0
"San Bernardino" UNI1733 0 0 0 0 0 0 0
"San Bernardino" UNI1734 0 0 0 0 0 0 0
"San Bernardino" UNI1775 0 0 0 0 0 0 0
"San Bernardino" UNI1780 0 0 0 0 0 0 0
"San Bernardino" UNI1781 0 0 0 0 0 0 0
"San Bernardino" UNI1782 0 0 0 0 0 0 0
"San Bernardino" UNI1783 0 0 0 0 0 0 0
"San Bernardino" UNI1790 0 0 0 0 0 0 0
"San Bernardino" UNI1791 0 0 0 0 0 0 0
"San Bernardino" UNI1792 1 0 0 1 0 0 0
"San Bernardino" UNI1793 0 0 0 0 0 0 0
"San Bernardino" UNI1794 0 0 0 0 0 0 0
"San Bernardino" UNI1796 1 0 1 0 0 0 0
"San Bernardino" UNI1797 0 0 0 0 0 0 0
"San Bernardino" UNI1798 0 0 0 0 0 0 0
"San Bernardino" UNI1799 0 0 0 0 0 0 0
"San Bernardino" UNI1800 0 0 0 0 0 0 0
"San Bernardino" UNI1801 9 1 7 1 0 0 0
"San Bernardino" UNI1802 0 0 0 0 0 0 0
"San Bernardino" UNI1803 1 1 0 0 0 0 0
"San Bernardino" UNI1804 1 0 1 0 0 0 0
"San Bernardino" UNI1805 10 8 2 0 0 0 0
"San Bernardino" UNI1806 0 0 0 0 0 0 0
"San Bernardino" UNI1807 5 4 1 0 0 0 0
"San Bernardino" UNI1819 338 145 179 2 2 1 0
"San Bernardino" UNI1820 573 180 376 5 0 0 2
"San Bernardino" UNI1905 0 0 0 0 0 0 0
"San Bernardino" UNI1906 121 40 78 3 0 0 0
"San Bernardino" UNI1907 290 88 193 4 1 2 0
"San Bernardino" UNI1908 189 60 120 2 0 4 1
"San Bernardino" UNI1909 0 0 0 0 0 0 0
"San Bernardino" UNI1910 424 123 291 4 1 0 1
"San Bernardino" UNI1911 620 159 440 12 1 0 4
"San Bernardino" UNI1912 40 13 26 1 0 0 0
"San Bernardino" UNI1913 360 99 249 7 0 1 0
"San Bernardino" UNI1914 407 105 288 5 1 2 2
"San Bernardino" UNI1915 83 39 42 0 0 0 0
"San Bernardino" UNI1916 0 0 0 0 0 0 0
"San Bernardino" UNI1917 0 0 0 0 0 0 0
"San Bernardino" UNI1918 0 0 0 0 0 0 0
"San Bernardino" UNI1919 0 0 0 0 0 0 0
"San Bernardino" UNI1920 0 0 0 0 0 0 0
"San Bernardino" UNI1921 0 0 0 0 0 0 0
"San Bernardino" UNI1922 0 0 0 0 0 0 0
"San Bernardino" UNI1923 0 0 0 0 0 0 0
"San Bernardino" UNI1925 3 2 1 0 0 0 0
"San Bernardino" UNI1936 0 0 0 0 0 0 0
"San Bernardino" UNI1939 215 82 124 2 2 0 0
"San Bernardino" UNI1940 29 6 22 0 0 0 0
"San Bernardino" UNI1941 54 9 45 0 0 0 0
"San Bernardino" UNI1942 404 160 230 6 1 2 1
"San Bernardino" UNI1943 189 56 128 3 1 0 0
"San Bernardino" UNI1944 0 0 0 0 0 0 0
"San Bernardino" UNI1945 3 0 3 0 0 0 0
"San Bernardino" UNI1946 0 0 0 0 0 0 0
"San Bernardino" UNI1947 0 0 0 0 0 0 0
"San Bernardino" UNI1948 0 0 0 0 0 0 0
"San Bernardino" UNI1949 0 0 0 0 0 0 0
"San Bernardino" UNI1950 125 53 64 3 0 1 0
"San Bernardino" UNI1951 0 0 0 0 0 0 0
"San Bernardino" UNI1952 417 195 207 7 1 1 0
"San Bernardino" UNI1953 261 93 159 2 2 1 0
"San Bernardino" UNI1979 42 5 37 0 0 0 0
"San Bernardino" UNI1980 122 21 100 0 0 1 0
"San Bernardino" UNI1981 59 8 51 0 0 0 0
"San Bernardino" UNI1982 140 24 111 3 0 0 0
"San Bernardino" UNI1983 113 42 69 1 0 0 0
"San Bernardino" UNI1984 26 6 19 0 0 0 0
"San Bernardino" UNI1985 0 0 0 0 0 0 0
"San Bernardino" UNI1997 374 90 274 2 0 0 2
"San Bernardino" UNI2001 425 276 130 9 1 3 1
"San Bernardino" UNI2009 261 112 140 6 0 0 0
"San Bernardino" UNI2021 342 147 178 6 0 3 2
"San Bernardino" UNI2022 59 4 51 0 0 2 0
"San Bernardino" UNI2036 0 0 0 0 0 0 0
"San Bernardino" UNI2038 0 0 0 0 0 0 0
"San Bernardino" UNI2039 0 0 0 0 0 0 0
"San Bernardino" UNI2040 0 0 0 0 0 0 0
"San Bernardino" UNI2049 35 14 20 0 0 0 0
"San Bernardino" UNI2050 255 77 170 5 0 0 0
"San Bernardino" UNI2066 0 0 0 0 0 0 0
"San Bernardino" UNI2067 0 0 0 0 0 0 0
"San Bernardino" UNI2068 0 0 0 0 0 0 0
"San Bernardino" UNI2069 0 0 0 0 0 0 0
"San Bernardino" UNI2070 0 0 0 0 0 0 0
"San Bernardino" UNI2071 26 10 14 0 0 0 0
"San Bernardino" UNI2072 1 0 0 0 0 0 0
"San Bernardino" UNI2075 265 103 155 3 1 1 0
"San Bernardino" UNI2086 0 0 0 0 0 0 0
"San Bernardino" UNI2088 0 0 0 0 0 0 0
"San Bernardino" UNI2089 7 0 7 0 0 0 0
"San Bernardino" UNI2090 30 11 18 0 0 0 1
"San Bernardino" UNI2106 0 0 0 0 0 0 0
"San Bernardino" UNI2107 0 0 0 0 0 0 0
"San Bernardino" UNI2108 259 124 124 2 2 0 0
"San Bernardino" UNI2116 0 0 0 0 0 0 0
"San Bernardino" UNI2117 0 0 0 0 0 0 0
"San Bernardino" UNI2118 115 64 49 0 1 0 0
"San Bernardino" UNI2119 6 4 0 1 1 0 0
"San Bernardino" UNI2120 22 13 7 1 1 0 0
"San Bernardino" UNI2121 0 0 0 0 0 0 0
"San Bernardino" UNI2122 0 0 0 0 0 0 0
"San Bernardino" UNI2123 0 0 0 0 0 0 0
"San Bernardino" UNI2124 1 0 1 0 0 0 0
"San Bernardino" UNI2132 24 11 13 0 0 0 0
"San Bernardino" UNI2133 87 20 61 5 0 0 1
"San Bernardino" UNI2134 0 0 0 0 0 0 0
"San Bernardino" UNI2135 39 19 19 1 0 0 0
"San Bernardino" UNI2136 37 12 24 0 0 0 1
"San Bernardino" UNI2171 3 0 3 0 0 0 0
"San Bernardino" UNI2172 0 0 0 0 0 0 0
"San Bernardino" UNI2184 128 60 61 3 0 1 1
"San Bernardino" UNI2185 11 8 3 0 0 0 0
"San Bernardino" UNI2189 835 400 396 15 2 5 2
"San Bernardino" UNI2190 301 79 215 2 0 1 1
"San Bernardino" UNI2191 123 28 91 1 1 0 0
"San Bernardino" UNI2193 0 0 0 0 0 0 0
"San Bernardino" UNI2194 0 0 0 0 0 0 0
"San Bernardino" UNI2198 2 2 0 0 0 0 0
"San Bernardino" UNI2200 903 282 591 6 1 1 1
"San Bernardino" UNI2202 0 0 0 0 0 0 0
"San Bernardino" UNI2205 0 0 0 0 0 0 0
"San Bernardino" UNI2207 0 0 0 0 0 0 0
"San Bernardino" UNI2209 0 0 0 0 0 0 0
"San Bernardino" UNI2210 2 2 0 0 0 0 0
"San Bernardino" UNI2218 428 265 143 6 4 0 1
"San Bernardino" UNI2219 235 150 77 1 0 0 2
"San Bernardino" UNI2229 34 16 16 1 0 0 0
"San Bernardino" UNI2230 153 94 52 4 0 2 1
"San Bernardino" UNI2231 910 566 305 13 2 4 7
"San Bernardino" UNI2233 0 0 0 0 0 0 0
"San Bernardino" UNI2235 5 1 2 2 0 0 0
"San Bernardino" UNI2236 0 0 0 0 0 0 0
"San Bernardino" UNI2238 689 371 280 6 4 9 4
"San Bernardino" UNI2239 937 475 427 15 5 2 4
"San Bernardino" UNI2243 0 0 0 0 0 0 0
"San Bernardino" UNI2244 0 0 0 0 0 0 0
"San Bernardino" UNI2245 0 0 0 0 0 0 0
"San Bernardino" UNI2246 0 0 0 0 0 0 0
"San Bernardino" UNI2247 0 0 0 0 0 0 0
"San Bernardino" UNI2248 0 0 0 0 0 0 0
"San Bernardino" UNI2249 0 0 0 0 0 0 0
"San Bernardino" UNI2250 0 0 0 0 0 0 0
"San Bernardino" UNI2251 0 0 0 0 0 0 0
"San Bernardino" UNI2252 0 0 0 0 0 0 0
"San Bernardino" UNI2255 0 0 0 0 0 0 0
"San Bernardino" UNI2256 0 0 0 0 0 0 0
"San Bernardino" UNI2278 5 0 5 0 0 0 0
"San Bernardino" UNI2280 397 104 272 9 2 3 0
"San Bernardino" UNI2281 0 0 0 0 0 0 0
"San Bernardino" UNI2282 175 83 80 7 0 1 3
"San Bernardino" UNI2283 0 0 0 0 0 0 0
"San Bernardino" UNI2284 0 0 0 0 0 0 0
"San Bernardino" UNI2287 0 0 0 0 0 0 0
"San Bernardino" UNI2289 0 0 0 0 0 0 0
"San Bernardino" UNI2291 0 0 0 0 0 0 0
"San Bernardino" UNI2292 0 0 0 0 0 0 0
"San Bernardino" UNI2293 205 102 95 1 1 1 1
"San Bernardino" UNI2294 304 138 161 2 2 1 0
"San Bernardino" UNI2295 11 3 5 3 0 0 0
"San Bernardino" UNI2296 0 0 0 0 0 0 0
"San Bernardino" UNI2297 7 3 3 0 0 0 0
"San Bernardino" UNI2298 3 2 1 0 0 0 0
"San Bernardino" UNI2299 66 26 38 0 0 0 1
"San Bernardino" UNI2300 299 114 170 7 0 0 2
"San Bernardino" UNI2301 58 23 35 0 0 0 0
"San Bernardino" UNI2302 0 0 0 0 0 0 0
"San Bernardino" UNI2303 3 1 2 0 0 0 0
"San Bernardino" UNI2304 2 0 2 0 0 0 0
"San Bernardino" UNI2305 0 0 0 0 0 0 0
"San Bernardino" UNI2311 8 4 4 0 0 0 0
"San Bernardino" UNI2313 0 0 0 0 0 0 0
"San Bernardino" UNI2314 23 11 12 0 0 0 0
"San Bernardino" UNI2315 177 75 94 4 0 0 0
"San Bernardino" UNI2316 38 21 15 0 0 0 0
"San Bernardino" UNI2317 12 4 8 0 0 0 0
"San Bernardino" UNI2318 873 343 497 10 1 2 4
"San Bernardino" UNI2319 15 3 12 0 0 0 0
"San Bernardino" UNI2320 188 61 122 1 0 0 1
"San Bernardino" UNI2321 286 102 170 2 4 1 0
"San Bernardino" UNI2322 0 0 0 0 0 0 0
"San Bernardino" UNI2323 77 38 38 0 1 0 0
"San Bernardino" UNI2324 1 0 1 0 0 0 0
"San Bernardino" UNI2325 2 0 2 0 0 0 0
"San Bernardino" UNI2326 356 120 226 5 1 1 0
"San Bernardino" UP10841 1856 936 852 21 5 1 5
"San Bernardino" UP10842 1953 877 1009 23 5 5 0
"San Bernardino" UP10843 1707 877 772 16 5 1 4
"San Bernardino" UP10851 1769 858 855 20 7 6 3
"San Bernardino" UP10852 1310 637 628 14 5 4 5
"San Bernardino" UP10853 1673 913 704 17 10 7 0
"San Bernardino" UP11277 1017 512 467 13 3 3 2
"San Bernardino" UP11278 33 22 9 2 0 0 0
"San Bernardino" UP11279 0 0 0 0 0 0 0
"San Bernardino" UP11834 123 54 67 0 0 1 1
"San Bernardino" UP11835 845 460 356 8 6 1 1
"San Bernardino" UP20836 190 90 98 0 0 0 0
"San Bernardino" UP20837 233 99 129 1 0 0 0
"San Bernardino" UP20844 1139 447 648 12 0 3 6
"San Bernardino" UP20845 1109 432 635 13 3 4 2
"San Bernardino" UP20846 967 495 438 11 3 2 1
"San Bernardino" UP20847 2073 956 1022 27 11 6 5
"San Bernardino" UP20848 97 51 43 0 0 2 0
"San Bernardino" UP20849 1876 878 943 21 4 3 1
"San Bernardino" UP20850 1885 826 993 22 3 4 2
"San Bernardino" UP20854 152 85 61 2 2 1 0
"San Bernardino" UP20855 370 203 162 4 0 1 0
"San Bernardino" UP21275 50 16 32 1 0 0 0
"San Bernardino" UP21276 731 365 350 4 0 3 2
"San Bernardino" UP21280 370 181 176 5 2 1 0
"San Bernardino" UP21289 817 442 333 13 7 5 2
"San Bernardino" UP21838 256 122 126 1 4 0 0
"San Bernardino" UP31284 21 14 6 0 1 0 0
"San Bernardino" UP31285 52 26 25 0 0 0 0
"San Bernardino" UP31290 1948 1136 723 26 10 11 3
"San Bernardino" UP31291 2088 1303 712 16 12 11 3
"San Bernardino" UP31292 2478 1706 680 30 16 8 13
"San Bernardino" UP31293 0 0 0 0 0 0 0
"San Bernardino" UP31294 0 0 0 0 0 0 0
"San Bernardino" UP31522 1 0 1 0 0 0 0
"San Bernardino" UP31523 0 0 0 0 0 0 0
"San Bernardino" UP31524 0 0 0 0 0 0 0
"San Bernardino" UP31836 918 491 388 17 4 2 3
"San Bernardino" UP41281 726 409 291 9 4 1 3
"San Bernardino" UP41282 904 487 384 12 3 4 0
"San Bernardino" UP41283 611 368 221 9 2 2 2
"San Bernardino" UP41286 1753 1025 661 18 10 9 8
"San Bernardino" UP41287 1530 1000 470 15 8 3 12
"San Bernardino" UP41288 1130 687 401 14 7 5 2
"San Bernardino" UP41460 0 0 0 0 0 0 0
"San Bernardino" UP41833 917 588 301 12 1 3 4
