COUNTY AREA TOTAL DEM REP GRN IND1 IND2 WI1
COUNTY AREA TOTAL Strickland Portman DeMare Connors Rupert Stahl
Franklin "COLS 60-F" 756 255 474 4 2 4 0
Franklin "COLS 60-G" 962 381 492 14 7 12 0
Franklin "COLS 61-A" 532 306 183 13 5 1 0
Franklin "COLS 61-B" 848 599 157 26 17 7 0
Franklin "COLS 61-C" 676 468 134 16 11 10 0
Franklin "COLS 61-D" 760 398 313 12 8 7 0
Franklin "COLS 62-A" 703 334 306 18 11 5 0
Franklin "COLS 62-B" 978 609 273 15 14 5 0
Franklin "COLS 62-C" 869 481 325 13 10 1 0
Franklin "COLS 62-D" 931 514 332 17 14 16 0
Franklin "COLS 62-E" 643 297 300 16 3 9 0
Franklin "COLS 63-A" 936 396 482 12 11 2 0
Franklin "COLS 63-B" 778 341 367 26 9 6 0
Franklin "COLS 63-C" 1101 469 546 27 7 4 0
Franklin "COLS 63-D" 938 450 378 23 19 10 0
Franklin "COLS 63-E" 708 284 353 13 7 6 0
Franklin "COLS 63-F" 709 368 272 16 13 12 0
Franklin "COLS 63-G" 628 248 335 7 7 3 0
Franklin "COLS 63-H" 501 272 191 13 9 3 0
Franklin "COLS 64-A" 682 268 361 12 8 8 0
Franklin "COLS 64-B" 763 371 336 14 9 2 0
Franklin "COLS 64-C" 1280 695 461 20 18 18 0
Franklin "COLS 64-D" 1149 611 426 23 21 6 0
Franklin "COLS 64-E" 809 349 390 14 6 9 0
Franklin "COLS 64-F" 977 433 464 15 8 7 0
Franklin "COLS 65-A" 616 265 297 15 6 3 0
Franklin "COLS 65-B" 588 214 331 17 3 1 0
Franklin "COLS 65-C" 747 319 369 16 8 6 0
Franklin "COLS 65-D" 853 446 344 10 8 9 0
Franklin "COLS 65-E" 814 350 388 24 10 5 0
Franklin "COLS 65-F" 677 299 317 23 6 11 0
Franklin "COLS 65-G" 799 305 428 22 4 9 0
Franklin "COLS 66-A" 663 421 182 8 7 10 0
Franklin "COLS 66-B" 559 395 106 11 7 10 0
Franklin "COLS 66-C" 985 526 380 22 14 7 0
Franklin "COLS 66-D" 688 351 273 12 10 11 0
Franklin "COLS 66-E" 684 348 272 10 7 1 0
Franklin "COLS 67-A" 734 273 391 15 11 8 0
Franklin "COLS 67-B" 592 226 296 11 11 16 0
Franklin "COLS 67-C" 625 301 262 15 8 15 0
Franklin "COLS 67-D" 330 174 105 16 15 4 0
Franklin "COLS 67-E" 552 251 244 10 14 4 0
Franklin "COLS 67-F" 598 230 305 8 13 5 0
Franklin "COLS 67-G" 848 332 422 21 12 13 0
Franklin "COLS 67-H" 474 169 267 6 3 9 0
Franklin "COLS 67-I" 613 264 287 12 21 4 0
Franklin "COLS 68-A" 1095 751 213 27 17 13 0
Franklin "COLS 68-B" 502 391 60 12 10 5 0
Franklin "COLS 68-C" 530 403 81 6 9 8 0
Franklin "COLS 69-A" 836 374 388 16 11 6 0
Franklin "COLS 69-B" 577 255 275 14 13 5 0
Franklin "COLS 69-C" 1394 595 707 15 9 19 0
Franklin "COLS 69-D" 859 289 515 8 10 5 0
Franklin "COLS 69-E" 657 230 380 13 2 4 0
Franklin "COLS 69-F" 630 220 358 12 6 5 0
Franklin "COLS 69-G" 589 258 298 13 3 7 0
Franklin "COLS 70-A" 630 274 322 7 6 5 0
Franklin "COLS 70-B" 713 284 380 15 10 6 0
Franklin "COLS 70-C" 696 361 291 12 7 3 0
Franklin "COLS 70-D" 862 390 411 15 7 7 0
Franklin "COLS 70-E" 615 364 186 16 9 7 0
Franklin "COLS 71-A" 1051 483 487 22 11 10 0
Franklin "COLS 71-B" 602 239 297 13 8 9 0
Franklin "COLS 71-C" 1010 483 443 26 14 11 0
Franklin "COLS 71-D" 683 360 254 15 15 5 0
Franklin "COLS 71-E" 794 325 416 11 6 5 0
Franklin "COLS 71-F" 334 196 108 9 1 5 0
Franklin "COLS 72-A" 698 282 392 5 3 1 0
Franklin "COLS 72-B" 704 278 385 6 5 2 0
Franklin "COLS 72-C" 696 220 430 5 3 0 0
Franklin "COLS 72-D" 666 276 361 8 3 1 0
Franklin "COLS 72-E" 924 333 536 11 7 5 0
Franklin "COLS 72-F" 1080 412 581 16 11 13 0
Franklin "COLS 73-A" 518 203 281 14 4 0 0
Franklin "COLS 73-B" 564 264 254 18 5 8 0
Franklin "COLS 73-C" 815 345 416 18 12 5 0
Franklin "COLS 73-D" 937 427 430 16 12 9 0
Franklin "COLS 73-E" 573 267 256 12 8 5 0
Franklin "COLS 73-F" 872 426 370 15 4 10 0
Franklin "COLS 73-G" 1216 511 621 14 6 6 0
Franklin "COLS 74-A" 726 287 382 11 6 9 0
Franklin "COLS 74-B" 563 206 316 10 3 2 0
Franklin "COLS 74-C" 764 270 432 16 7 3 0
Franklin "COLS 74-D" 540 246 246 15 5 7 0
Franklin "COLS 74-E" 1161 528 506 30 27 19 0
Franklin "COLS 74-F" 713 321 309 27 15 12 0
Franklin "COLS 74-G" 883 352 445 21 6 12 0
Franklin "DUB 1-A" 1228 433 688 17 14 6 0
Franklin "DUB 1-B" 488 135 324 3 1 3 0
Franklin "DUB 1-C" 928 292 565 13 9 5 0
Franklin "DUB 1-D" 683 210 442 9 4 7 0
Franklin "DUB 1-E" 917 261 610 8 4 7 0
Franklin "DUB 2-A" 605 218 360 4 5 3 0
Franklin "DUB 2-B" 436 185 221 9 7 4 0
Franklin "DUB 2-C" 432 180 221 8 5 2 0
Franklin "DUB 2-D" 746 274 418 7 5 12 0
Franklin "DUB 2-E" 753 265 435 9 8 7 0
Franklin "DUB 3-A" 1147 286 799 5 5 11 0
Franklin "DUB 4-A" 885 304 522 9 4 5 0
Franklin "DUB 4-B" 560 175 361 4 2 0 0
Franklin "DUB 4-C" 573 198 341 7 2 3 0
Franklin "DUB 4-D" 901 353 508 11 2 4 0
Franklin "DUB 4-E" 670 251 391 9 3 1 0
Franklin "GAH 1-A" 732 311 341 17 19 8 0
Franklin "GAH 1-B" 554 206 285 11 13 11 0
Franklin "GAH 1-C" 907 367 471 20 14 7 0
Franklin "GAH 1-D" 460 180 220 14 10 16 0
Franklin "GAH 1-E" 817 344 416 11 9 6 0
Franklin "GAH 1-F" 612 332 220 11 13 4 0
Franklin "GAH 2-A" 704 254 394 12 4 8 0
Franklin "GAH 2-B" 758 370 339 10 9 5 0
Franklin "GAH 2-C" 488 230 232 10 5 0 0
Franklin "GAH 2-D" 575 232 281 11 12 9 0
Franklin "GAH 2-E" 622 237 337 18 7 2 0
Franklin "GAH 3-A" 646 265 336 9 13 2 0
Franklin "GAH 3-B" 582 205 335 10 2 5 0
Franklin "GAH 3-C" 760 317 390 10 9 13 0
Franklin "GAH 3-D" 1005 455 498 16 7 4 0
Franklin "GAH 3-E" 800 268 456 14 12 7 0
Franklin "GAH 3-F" 632 282 306 9 6 10 0
Franklin "GAH 4-A" 684 262 397 5 3 0 0
Franklin "GAH 4-B" 978 449 470 11 9 6 0
Franklin "GAH 4-C" 582 223 333 4 5 3 0
Franklin "GAH 4-D" 773 283 451 8 6 6 0
Franklin "GAH 4-E" 895 328 528 9 4 0 0
Franklin "GAH 4-F" 610 239 347 1 7 2 0
Franklin "GAH 4-G" 788 308 437 11 7 6 0
Franklin GRANDVIEW-A 868 441 374 15 4 3 0
Franklin GRANDVIEW-B 802 427 336 13 2 4 0
Franklin GRANDVIEW-C 752 420 265 14 10 8 0
Franklin GRANDVIEW-D 676 419 212 16 6 4 0
Franklin GRANDVIEW-E 876 461 359 13 3 4 0
Franklin "GROVE CITY 1-A" 719 250 395 11 13 12 0
Franklin "GROVE CITY 1-B" 857 274 505 12 12 17 0
Franklin "GROVE CITY 1-C" 601 150 392 13 10 3 0
Franklin "GROVE CITY 1-D" 667 226 382 12 8 7 0
Franklin "GROVE CITY 2-A" 1050 248 750 6 12 7 0
Franklin "GROVE CITY 2-B" 729 241 408 20 8 3 0
Franklin "GROVE CITY 2-C" 879 292 514 15 11 11 0
Franklin "GROVE CITY 3-A" 739 195 509 4 3 4 0
Franklin "GROVE CITY 3-B" 684 187 454 2 10 2 0
Franklin "GROVE CITY 3-C" 817 179 584 5 9 5 0
Franklin "GROVE CITY 3-D" 877 243 574 6 11 8 0
Franklin "GROVE CITY 3-E" 691 128 515 9 5 1 0
Franklin "GROVE CITY 4-A" 720 296 349 15 13 8 0
Franklin "GROVE CITY 4-B" 780 250 468 15 12 8 0
Franklin "GROVE CITY 4-C" 804 259 484 12 10 12 0
Franklin "GROVE CITY 4-D" 756 233 459 10 10 17 0
Franklin "GROVE CITY 4-E" 613 190 372 6 9 3 0
Franklin "HILL 1-A" 462 142 275 7 7 11 0
Franklin "HILL 1-B" 826 318 431 13 12 14 0
Franklin "HILL 1-C" 652 263 351 5 6 5 0
Franklin "HILL 1-D" 1178 469 577 23 23 17 0
Franklin "HILL 2-A" 799 288 469 6 3 1 0
Franklin "HILL 2-B" 998 344 605 5 6 1 0
Franklin "HILL 2-C" 1243 448 726 11 8 10 0
Franklin "HILL 2-D" 998 359 564 10 8 6 0
Franklin "HILL 3-A" 657 260 343 14 4 13 0
Franklin "HILL 3-B" 955 319 557 19 11 15 0
Franklin "HILL 3-C" 1033 341 609 10 13 7 0
Franklin "HILL 3-D" 824 257 495 22 12 9 0
Franklin "HILL 4-A" 1022 382 573 10 6 4 0
Franklin "HILL 4-B" 967 343 529 12 17 13 0
Franklin "HILL 4-C" 1126 436 621 13 11 6 0
Franklin "HILL 4-D" 1533 499 933 10 11 8 0
Franklin "REYNS 1-A" 660 334 268 18 13 1 0
Franklin "REYNS 1-B" 768 305 399 16 9 13 0
Franklin "REYNS 1-C" 787 446 265 15 6 10 0
Franklin "REYNS 1-D" 730 300 365 13 11 9 0
Franklin "REYNS 1-E" 424 176 211 12 5 3 0
Franklin "REYNS 2-A" 1193 489 638 13 6 7 0
Franklin "REYNS 2-B" 700 275 360 12 8 15 0
Franklin "REYNS 2-C" 322 130 167 4 3 8 0
Franklin "REYNS 2-D" 616 280 281 14 19 6 0
Franklin "REYNS 2-E" 343 91 213 8 3 6 0
Franklin "REYNS 2-F" 899 370 467 14 8 8 0
Franklin "REYNS 3-A" 835 397 378 5 9 10 0
Franklin "REYNS 3-B" 353 132 200 4 0 3 0
Franklin "REYNS 4-A" 506 318 136 8 13 2 0
Franklin "REYNS 4-B" 1064 748 225 18 13 15 0
Franklin "REYNS 4-C" 614 276 263 12 21 5 0
Franklin "REYNS 4-D" 576 209 313 12 11 7 0
Franklin "UA 1-A" 748 331 389 8 2 0 0
Franklin "UA 1-B" 706 309 362 12 3 1 0
Franklin "UA 1-C" 594 177 376 8 5 3 0
Franklin "UA 1-D" 573 223 320 8 3 5 0
Franklin "UA 1-E" 759 264 471 4 1 3 0
Franklin "UA 1-F" 633 207 408 6 2 1 0
Franklin "UA 2-A" 740 228 490 4 2 0 0
Franklin "UA 2-B" 613 154 434 6 1 1 0
Franklin "UA 2-C" 607 230 340 13 4 3 0
Franklin "UA 2-D" 518 202 290 9 1 4 0
Franklin "UA 2-E" 631 329 277 7 2 5 0
Franklin "UA 3-A" 714 243 436 5 3 0 0
Franklin "UA 3-B" 1190 526 596 19 5 11 0
Franklin "UA 3-C" 866 402 419 8 6 1 0
Franklin "UA 3-D" 765 359 373 8 5 1 0
Franklin "UA 4-A" 767 300 430 9 0 4 0
Franklin "UA 4-B" 899 431 403 21 2 7 0
Franklin "UA 4-C" 762 351 362 17 9 6 0
Franklin "UA 4-D" 647 247 363 10 3 1 0
Franklin "UA 4-E" 755 272 445 7 5 4 0
Franklin "UA 5-A" 779 358 371 17 6 1 0
Franklin "UA 5-B" 794 271 496 9 0 4 0
Franklin "UA 5-C" 734 282 413 7 3 6 0
Franklin "UA 5-D" 579 219 318 7 7 3 0
Franklin "UA 5-E" 1096 392 638 13 8 5 0
Franklin "UA 6-A" 785 244 501 4 4 4 0
Franklin "UA 6-B" 800 338 410 18 2 6 0
Franklin "UA 6-C" 516 159 340 5 4 0 0
Franklin "UA 6-D" 1228 441 743 8 3 2 0
Franklin "UA 6-E" 751 231 477 10 3 1 0
Franklin "WESTERVILLE 1-A" 720 303 360 15 6 4 0
Franklin "WESTERVILLE 1-B" 836 294 483 10 14 3 0
Franklin "WESTERVILLE 1-C" 648 201 401 13 3 2 0
Franklin "WESTERVILLE 1-D" 488 183 257 13 7 10 0
Franklin "WESTERVILLE 1-E" 737 275 404 10 10 4 0
Franklin "WESTERVILLE 2-A" 792 266 481 13 7 5 0
Franklin "WESTERVILLE 2-B" 1031 360 597 15 13 9 0
Franklin "WESTERVILLE 2-C" 475 153 300 6 5 1 0
Franklin "WESTERVILLE 2-D" 540 168 338 5 4 4 0
Franklin "WESTERVILLE 2-E" 747 265 443 8 3 1 0
Franklin "WESTERVILLE 2-F" 687 223 415 3 5 8 0
Franklin "WESTERVILLE 3-A" 1251 442 695 29 17 9 0
Franklin "WESTERVILLE 3-B" 443 210 189 7 8 1 0
Franklin "WESTERVILLE 3-C" 650 258 342 11 6 6 0
Franklin "WESTERVILLE 3-D" 766 327 351 17 11 14 0
Franklin "WESTERVILLE 4-A" 771 254 463 13 10 5 0
Franklin "WESTERVILLE 4-B" 1177 464 631 14 16 6 0
Franklin "WESTERVILLE 4-C" 761 267 443 10 8 3 0
Franklin "WESTERVILLE 5-A" 696 329 298 20 9 10 0
Franklin "WESTERVILLE 5-B" 663 393 213 8 7 11 0
Franklin "WESTERVILLE 5-C" 704 253 394 12 7 5 0
Franklin "WESTERVILLE 5-D" 604 226 352 5 6 2 0
Franklin "WESTERVILLE 5-E" 735 249 429 12 8 4 0
Franklin "WHITEHALL 1-A" 786 476 218 11 21 14 0
Franklin "WHITEHALL 1-B" 726 346 297 17 16 12 0
Franklin "WHITEHALL 2-A" 641 363 227 8 6 8 0
Franklin "WHITEHALL 2-B" 471 219 206 7 13 2 0
Franklin "WHITEHALL 2-C" 589 397 123 7 10 11 0
Franklin "WHITEHALL 3-A" 779 336 380 16 12 5 0
Franklin "WHITEHALL 3-B" 494 209 226 12 6 14 0
Franklin "WHITEHALL 3-C" 541 283 193 7 11 17 0
Franklin "WHITEHALL 4-A" 651 392 199 5 12 4 0
Franklin "WHITEHALL 4-B" 654 353 224 8 14 14 0
Franklin "WHITEHALL 4-C" 727 504 174 11 9 3 0
Franklin "WORTH 1-A" 775 395 335 10 2 4 0
Franklin "WORTH 1-B" 699 337 326 11 3 2 0
Franklin "WORTH 1-C" 785 335 407 8 5 2 0
Franklin "WORTH 1-D" 394 147 221 2 7 0 0
Franklin "WORTH 2-A" 793 430 309 18 7 8 0
Franklin "WORTH 2-B" 732 405 290 10 5 6 0
Franklin "WORTH 2-C" 720 410 265 16 5 3 0
Franklin "WORTH 3-A" 1258 611 567 25 7 6 0
Franklin "WORTH 3-B" 1310 584 652 19 6 6 0
Franklin "WORTH 4-A" 584 297 255 7 4 2 0
Franklin "WORTH 4-B" 751 377 326 15 5 3 0
Franklin "WORTH 4-C" 514 208 274 10 2 1 0
Franklin "WORTH 4-D" 378 137 227 4 2 0 0
Franklin BLENDON-A 507 205 253 18 10 6 0
Franklin BLENDON-B 312 86 211 4 0 3 0
Franklin BLENDON-C 670 281 344 7 9 8 0
Franklin BLENDON-D 1046 407 554 26 15 5 0
Franklin BLENDON-E 677 296 324 19 4 6 0
Franklin BLENDON-F 668 226 388 15 11 14 0
Franklin "MINERVA PARK-A" 832 384 388 20 11 8 0
Franklin BROWN-A 978 249 654 12 13 8 0
Franklin BROWN-B 528 138 365 4 5 1 0
Franklin CLINTON-A 527 242 220 13 12 5 0
Franklin CLINTON-B 584 328 199 16 6 5 0
Franklin CLINTON-C 444 256 145 17 3 5 0
Franklin FRANKLIN-A 691 173 441 18 10 10 0
Franklin FRANKLIN-B 426 140 240 6 6 13 0
Franklin FRANKLIN-C 561 191 315 9 10 7 0
Franklin FRANKLIN-D 481 118 313 10 8 5 0
Franklin FRANKLIN-E 519 176 278 7 18 9 0
Franklin FRANKLIN-F 368 266 53 7 5 3 0
Franklin "MARBLE CLIFF-A" 486 231 239 5 2 1 0
Franklin VALLEYVIEW-A 289 100 164 5 5 3 0
Franklin HAMILTON-A 699 165 463 11 17 10 0
Franklin HAMILTON-B 417 93 270 7 13 7 0
Franklin HAMILTON-C 1002 294 605 11 28 18 0
Franklin OBETZ-A 686 218 405 9 15 9 0
Franklin OBETZ-B 929 310 527 13 19 15 0
Franklin OBETZ-C 529 167 315 6 7 6 0
Franklin JACKSON-A 594 140 400 10 3 10 0
Franklin JACKSON-B 472 95 337 5 3 7 0
Franklin JACKSON-C 637 136 438 9 12 7 0
Franklin JACKSON-D 725 139 528 10 15 4 0
Franklin URBANCREST-A 315 211 52 5 2 8 0
Franklin JEFFERSON-A 828 220 555 15 7 3 0
Franklin JEFFERSON-B 746 188 524 7 4 1 0
Franklin JEFFERSON-C 805 207 554 12 4 3 0
Franklin "CANAL WIN-A" 950 286 619 4 5 7 0
Franklin "CANAL WIN-B" 1021 285 653 10 13 15 0
Franklin "CANAL WIN-C" 507 167 309 4 5 3 0
Franklin "CANAL WIN-D" 202 59 133 5 3 0 0
Franklin GROVEPORT-A 1121 438 582 13 22 17 0
Franklin GROVEPORT-B 801 242 488 11 11 15 0
Franklin GROVEPORT-C 414 125 255 8 8 2 0
Franklin MADISON-A 657 161 445 10 8 5 0
Franklin MADISON-B 673 155 450 10 26 8 0
Franklin MADISON-C 747 296 390 9 13 10 0
Franklin MADISON-D 794 384 340 10 10 11 0
Franklin MADISON-E 370 95 238 2 6 3 0
Franklin MADISON-F 728 295 358 9 19 9 0
Franklin MADISON-G 589 232 290 13 12 15 0
Franklin MADISON-H 638 288 291 13 8 10 0
Franklin MIFFLIN-A 485 270 170 7 8 6 0
Franklin MIFFLIN-B 423 238 130 14 10 11 0
Franklin NORWICH-A 693 193 444 12 9 5 0
Franklin NORWICH-B 686 251 387 16 8 7 0
Franklin NORWICH-C 639 228 376 8 4 2 0
Franklin NORWICH-D 469 146 295 5 2 5 0
Franklin PERRY-A 639 247 360 7 3 1 0
Franklin PERRY-B 768 280 427 16 9 10 0
Franklin PERRY-C 349 132 193 5 7 1 0
Franklin PERRY-D 927 333 555 6 4 4 0
Franklin "NEW ALBANY-A" 804 294 466 9 4 3 0
Franklin "NEW ALBANY-B" 874 225 617 1 2 2 0
Franklin PLAIN-A 254 78 159 3 4 3 0
Franklin PLAIN-B 918 201 652 9 13 7 0
Franklin PLEASANT-A 514 113 358 8 7 5 0
Franklin PLEASANT-B 647 138 463 3 8 6 0
Franklin PLEASANT-C 724 201 465 12 15 4 0
Franklin PLEASANT-D 696 193 446 6 12 7 0
Franklin PLEASANT-E 499 103 364 2 5 4 0
Franklin PLEASANT-F 572 138 366 13 11 14 0
Franklin PRAIRIE-A 630 192 378 11 8 10 0
Franklin PRAIRIE-B 775 209 480 20 16 17 0
Franklin PRAIRIE-C 571 144 382 8 7 4 0
Franklin PRAIRIE-D 580 206 325 12 7 6 0
Franklin PRAIRIE-E 706 211 430 12 18 13 0
Franklin PRAIRIE-F 724 240 385 18 28 16 0
Franklin PRAIRIE-G 557 181 323 15 13 5 0
Franklin PRAIRIE-H 617 290 253 15 17 10 0
Franklin PRAIRIE-I 600 229 293 14 16 17 0
Franklin PRAIRIE-J 302 125 137 6 7 6 0
Franklin PRAIRIE-K 373 70 278 4 3 2 0
Franklin RIVERLEA-A 397 221 161 3 3 1 0
Franklin SHARON-A 576 205 334 6 6 7 0
Franklin SHARON-B 654 338 263 20 7 1 0
Franklin TRURO-A 103 28 67 1 3 1 0
Franklin TRURO-B 518 265 197 13 6 8 0
Franklin WASHINGTON-A 486 137 307 2 9 5 0
Franklin "COLS 50-D" 1110 614 384 22 26 12 0
Franklin "COLS 73-H" 1201 585 537 19 9 8 0
Franklin PRAIRIE-L 449 144 257 9 10 5 0
Franklin "REYNS 4-E" 578 210 316 17 5 5 0
Franklin "DUB 4-F" 1000 333 606 12 7 2 0
Franklin "NEW ALBANY-C" 882 211 625 4 2 1 0
Franklin "COLS 37-E" 797 255 469 16 12 10 0
Franklin "DUB 1-F" 729 283 392 11 6 6 0
Franklin "DUB 1-G" 803 231 535 11 3 2 0
Franklin "COLS 45-L" 567 413 110 3 10 5 0
Franklin "COLS 46-J" 716 450 225 6 6 7 0
Franklin "COLS 46-K" 561 341 155 7 7 7 0
Franklin "COLS 49-F" 750 377 313 8 16 8 0
Franklin "WESTERVILLE 2-G" 533 199 304 6 6 4 0
Franklin "GAH 2-F" 339 124 200 3 1 0 0
Franklin "DUB 2-F" 563 164 365 10 1 0 0
Franklin "DUB 3-B" 1110 349 711 9 2 7 0
Franklin "COLS 66-F" 896 437 371 19 9 10 0
Franklin "DUB 2-G" 759 227 495 5 5 3 0
Franklin "DUB 2-H" 472 161 278 8 6 2 0
Franklin "DUB 3-C" 932 287 600 7 12 4 0
Franklin "GROVE CITY 1-E" 1182 328 758 12 14 14 0
Franklin "GROVE CITY 2-D" 639 166 407 9 7 13 0
Franklin "GROVE CITY 2-E" 1119 284 760 13 13 8 0
Franklin "GAH 1-G" 692 243 395 14 6 9 0
Franklin "GAH 2-G" 402 159 218 5 7 3 0
Franklin "GAH 2-H" 670 336 291 7 5 6 0
Franklin "GAH 3-G" 731 330 359 12 3 3 0
Franklin "COLS 58-I" 516 180 266 14 11 9 0
Franklin "REYNS 1-F" 553 243 248 18 6 7 0
Franklin "REYNS 4-F" 215 109 88 7 6 0 0
Franklin JEFFERSON-D 1165 523 560 13 14 20 0
Franklin "COLS 14-E" 654 323 288 11 2 3 0
Franklin "COLS 14-F" 861 534 263 17 8 6 0
Franklin "COLS 25-H" 636 507 82 11 4 3 0
Franklin "GAH 2-I" 663 315 295 13 6 10 0
Franklin GRANDVIEW-F 684 376 269 15 4 3 0
Franklin "CANAL WIN-E" 611 161 411 5 5 5 0
Franklin GROVEPORT-D 705 268 382 10 9 4 0
Franklin "CANAL WIN-F" 658 176 445 5 3 5 0
Franklin JEFFERSON-E 1173 355 761 7 9 7 0
Franklin JEFFERSON-F 1258 529 633 12 10 20 0
Franklin "NEW ALBANY-D" 914 231 645 8 4 4 0
Franklin "NEW ALBANY-E" 574 186 353 11 9 1 0
Franklin "NEW ALBANY-F" 1449 521 842 9 11 7 0
Franklin "COLS 75-A" 927 339 507 4 19 7 0
Franklin "COLS 75-B" 1012 358 592 7 7 12 0
Franklin "COLS 76-A" 604 223 328 14 4 7 0
Franklin "COLS 77-A" 657 276 324 19 11 8 0
Franklin "COLS 78-A" 424 177 208 6 10 1 0
Franklin "COLS 79-A" 606 354 169 17 10 7 0
Franklin "COLS 80-A" 807 373 367 13 11 4 0
Franklin "COLS 81-A" 923 634 206 17 3 12 0
Franklin "COLS 82-A" 752 376 326 12 10 9 0
Franklin "COLS 83-A" 645 466 127 13 10 3 0
Franklin "COLS 84-A" 1163 614 489 18 4 4 0
Franklin "COLS 85-A" 922 653 194 19 10 5 0
Franklin "COLS 86-A" 826 530 238 14 12 10 0
Franklin "COLS 87-A" 563 222 286 12 12 12 0
Franklin "COLS 75-C" 621 268 302 12 8 7 0
Franklin "COLS 75-D" 1254 541 610 16 10 11 0
Franklin "COLS 75-E" 1159 475 587 16 22 16 0
Franklin "COLS 75-F" 725 322 341 15 13 9 0
Franklin "COLS 75-G" 691 336 293 17 8 12 0
Franklin "COLS 76-B" 472 182 258 6 8 3 0
Franklin "COLS 76-C" 848 332 437 19 13 10 0
Franklin "COLS 76-D" 896 319 503 25 14 5 0
Franklin "COLS 76-E" 601 313 237 12 9 9 0
Franklin "COLS 76-F" 949 378 489 18 5 14 0
Franklin "COLS 76-G" 556 249 257 9 10 5 0
Franklin "COLS 77-B" 643 290 312 11 4 6 0
Franklin "COLS 77-C" 546 257 253 5 1 6 0
Franklin "COLS 77-D" 1166 467 610 24 18 12 0
Franklin "COLS 77-E" 1028 387 562 17 9 7 0
Franklin "COLS 77-F" 907 391 477 11 6 3 0
Franklin "COLS 78-B" 582 204 335 8 9 3 0
Franklin "COLS 78-C" 1190 584 473 23 29 18 0
Franklin "COLS 78-D" 991 430 461 21 20 14 0
Franklin "COLS 78-E" 568 286 226 15 9 6 0
Franklin "COLS 79-B" 895 350 457 10 16 15 0
Franklin "COLS 79-C" 855 266 525 10 11 7 0
Franklin "COLS 79-D" 995 401 512 12 10 14 0
Franklin "COLS 80-B" 1047 495 450 25 13 13 0
Franklin "COLS 80-C" 403 189 177 7 6 8 0
Franklin "COLS 80-D" 791 338 392 16 13 8 0
Franklin "COLS 80-E" 602 250 287 23 16 3 0
Franklin "COLS 80-F" 1060 465 507 19 6 13 0
Franklin "COLS 81-B" 660 369 240 15 10 4 0
Franklin "COLS 81-C" 783 396 310 22 6 11 0
Franklin "COLS 81-D" 755 470 228 13 8 9 0
Franklin "COLS 82-B" 804 390 347 13 15 16 0
Franklin "COLS 82-C" 388 152 221 3 4 2 0
Franklin "COLS 82-D" 859 344 439 15 9 10 0
Franklin "COLS 82-E" 995 347 574 13 9 13 0
Franklin "COLS 82-F" 894 353 465 23 12 4 0
Franklin "COLS 82-G" 1274 523 651 21 9 6 0
Franklin "COLS 82-H" 920 330 519 18 1 8 0
Franklin "COLS 83-B" 1231 770 372 21 13 10 0
Franklin "COLS 83-C" 1125 951 102 6 12 4 0
Franklin "COLS 83-D" 601 454 72 14 10 6 0
Franklin "COLS 83-E" 1031 848 111 10 12 10 0
Franklin "COLS 83-F" 1107 948 59 7 15 3 0
Franklin "COLS 83-G" 615 445 106 10 11 3 0
Franklin "COLS 84-B" 931 496 391 7 9 8 0
Franklin "COLS 84-C" 778 506 196 14 11 4 0
Franklin "COLS 84-D" 1143 663 370 17 23 10 0
Franklin "COLS 84-E" 1028 540 426 15 7 7 0
Franklin "COLS 84-F" 921 405 439 18 10 11 0
Franklin "COLS 84-G" 483 346 104 7 5 6 0
Franklin "COLS 85-B" 800 397 318 16 16 11 0
Franklin "COLS 85-C" 812 353 364 15 13 17 0
Franklin "COLS 85-D" 1128 571 464 15 16 20 0
Franklin "COLS 86-B" 988 539 350 21 17 17 0
Franklin "COLS 86-C" 590 348 196 6 10 5 0
Franklin "COLS 86-D" 732 437 241 8 11 9 0
Franklin "COLS 86-E" 845 409 361 8 10 11 0
Franklin "COLS 86-F" 1211 540 562 12 21 22 0
Franklin "COLS 86-G" 1134 524 530 15 15 13 0
Franklin "COLS 87-B" 524 170 311 9 4 5 0
Franklin "COLS 87-C" 630 288 273 11 11 11 0
Franklin "GROVE CITY 1-F" 841 253 519 11 16 15 0
Franklin "GROVE CITY 3-F" 614 197 384 8 6 3 0
Franklin "GROVE CITY 3-G" 678 188 428 7 11 10 0
Franklin "HILL 2-E" 1097 479 556 10 10 6 0
Franklin "COLS 08-E" 502 285 185 5 4 2 0
Franklin "COLS 46-H" 520 310 167 7 9 13 0
Franklin "COLS 49-G" 317 119 167 6 7 3 0
Franklin "COLS 58-J" 792 311 397 19 15 10 0
Franklin "COLS 69-H" 236 110 95 9 1 4 0
Franklin "COLS 69-I" 855 290 489 16 11 9 0
Franklin "COLS 78-F" 583 168 369 10 6 7 0
Franklin "COLS 78-H" 733 261 385 13 16 11 0
Franklin "COLS 81-E" 755 591 105 14 9 5 0
Franklin "COLS 87-D" 868 354 430 14 25 11 0
Franklin "COLS 87-E" 436 186 200 9 5 10 0
Franklin "GROVE CITY 4-F" 759 198 495 7 10 11 0
Franklin "COLS 69-J" 637 257 347 4 6 8 0
Franklin "COLS 78-G" 849 334 430 28 13 9 0
Franklin "DUB 2-I" 675 217 417 6 8 4 0
Franklin PRAIRIE-M 573 173 348 8 7 6 0
Franklin "COLS 49-H" 572 218 310 11 10 11 0
Franklin "COLS 46-I" 560 257 251 11 13 5 0
Franklin JEFFERSON-G 562 273 255 5 6 4 0
