COUNTY AREA TOTAL DEM REP GRN IND1 IND2 WI1
COUNTY AREA TOTAL Strickland Portman DeMare Connors Rupert Stahl
Hamilton "CINCINNATI 18-B" 339 253 24 5 18 7 0
Hamilton "CINCINNATI 19-A" 618 148 392 18 20 6 0
Hamilton "CINCINNATI 19-B" 874 210 586 23 9 13 0
Hamilton "CINCINNATI 19-C" 763 238 450 20 17 12 0
Hamilton "CINCINNATI 19-D" 135 70 49 2 2 2 0
Hamilton "CINCINNATI 20-A" 598 352 189 15 11 9 0
Hamilton "CINCINNATI 20-B" 552 318 174 18 13 3 0
Hamilton "CINCINNATI 20-C" 868 439 351 30 14 9 0
Hamilton "CINCINNATI 20-D" 783 443 273 14 8 13 0
Hamilton "CINCINNATI 20-E" 487 315 123 9 11 6 0
Hamilton "CINCINNATI 21-A" 312 214 71 12 4 3 0
Hamilton "CINCINNATI 21-B" 344 230 71 9 10 2 0
Hamilton "CINCINNATI 21-C" 571 369 142 9 12 4 0
Hamilton "CINCINNATI 21-D" 422 233 145 7 10 12 0
Hamilton "CINCINNATI 21-E" 398 327 29 4 9 5 0
Hamilton "CINCINNATI 22-A" 883 646 152 41 8 6 0
Hamilton "CINCINNATI 22-B" 531 370 108 10 8 9 0
Hamilton "CINCINNATI 22-C" 673 566 50 9 14 6 0
Hamilton "CINCINNATI 23-A" 1044 748 209 25 13 13 0
Hamilton "CINCINNATI 23-B" 815 649 92 11 18 9 0
Hamilton "CINCINNATI 23-C" 360 292 42 14 4 3 0
Hamilton "CINCINNATI 23-D" 983 744 158 53 5 4 0
Hamilton "CINCINNATI 23-E" 742 608 71 10 8 8 0
Hamilton "CINCINNATI 23-F" 906 609 247 9 12 6 0
Hamilton "CINCINNATI 23-G" 422 333 58 4 4 5 0
Hamilton "CINCINNATI 23-H" 800 456 294 20 4 2 0
Hamilton "CINCINNATI 23-I" 607 364 204 14 8 4 0
Hamilton "CINCINNATI 23-J" 807 479 261 18 10 14 0
Hamilton "CINCINNATI 23-K" 916 650 208 14 10 6 0
Hamilton "CINCINNATI 23-L" 350 209 105 12 8 6 0
Hamilton "CINCINNATI 23-M" 698 482 167 12 10 6 0
Hamilton "CINCINNATI 23-N" 885 556 271 10 11 8 0
Hamilton "CINCINNATI 23-O" 847 592 210 15 5 6 0
Hamilton "CINCINNATI 23-P" 1086 701 307 13 18 13 0
Hamilton "CINCINNATI 23-Q" 591 314 226 6 5 7 0
Hamilton "CINCINNATI 23-R" 389 287 82 5 3 0 0
Hamilton "CINCINNATI 24-A" 960 779 107 11 11 4 0
Hamilton "CINCINNATI 24-B" 864 590 195 26 13 7 0
Hamilton "CINCINNATI 24-C" 1047 652 323 17 8 7 0
Hamilton "CINCINNATI 24-D" 813 399 344 18 8 9 0
Hamilton "CINCINNATI 24-E" 424 371 27 1 6 5 0
Hamilton "CINCINNATI 24-F" 645 448 133 15 7 3 0
Hamilton "CINCINNATI 24-G" 1025 481 458 29 9 13 0
Hamilton "CINCINNATI 24-H" 276 243 16 1 4 1 0
Hamilton "CINCINNATI 24-I" 279 242 15 3 3 1 0
Hamilton "CINCINNATI 25-A" 658 520 86 17 6 7 0
Hamilton "CINCINNATI 25-B" 602 379 157 9 17 6 0
Hamilton "CINCINNATI 25-C" 831 285 474 26 8 10 0
Hamilton "CINCINNATI 25-D" 984 458 434 24 12 24 0
Hamilton "CINCINNATI 25-E" 866 301 492 12 12 14 0
Hamilton "CINCINNATI 25-F" 985 531 366 23 16 10 0
Hamilton "CINCINNATI 25-G" 352 160 157 10 6 2 0
Hamilton "CINCINNATI 25-H" 911 434 400 22 11 11 0
Hamilton "CINCINNATI 25-I" 719 274 381 21 4 15 0
Hamilton "CINCINNATI 25-J" 767 457 239 11 12 16 0
Hamilton "CINCINNATI 25-K" 265 149 92 6 5 3 0
Hamilton "CINCINNATI 25-L" 488 382 57 8 9 4 0
Hamilton "CINCINNATI 26-A" 916 416 417 20 17 11 0
Hamilton "CINCINNATI 26-B" 659 411 199 10 5 5 0
Hamilton "CINCINNATI 26-C" 455 256 175 7 4 2 0
Hamilton "CINCINNATI 26-D" 619 476 84 12 8 4 0
Hamilton "CINCINNATI 26-E" 665 484 103 11 13 8 0
Hamilton "CINCINNATI 26-F" 494 359 85 20 8 1 0
Hamilton "CINCINNATI 26-G" 631 250 335 9 11 3 0
Hamilton "CINCINNATI 26-H" 431 364 27 6 9 2 0
Hamilton "CINCINNATI 26-I" 741 332 345 17 15 5 0
Hamilton "CINCINNATI 26-J" 823 622 146 16 6 3 0
Hamilton "CINCINNATI 26-K" 862 379 410 24 11 6 0
Hamilton "CINCINNATI 26-L" 538 266 229 14 6 7 0
Hamilton "CINCINNATI 26-M" 388 261 78 13 7 9 0
Hamilton "CINCINNATI 26-N" 688 454 186 10 10 6 0
Hamilton "CINCINNATI 26-O" 837 425 342 17 13 8 0
Hamilton "CINCINNATI 26-P" 870 580 223 9 12 6 0
Hamilton "CINCINNATI 26-Q" 626 480 90 15 6 8 0
Hamilton "CINCINNATI 26-R" 392 296 66 8 6 3 0
Hamilton "CINCINNATI 26-S" 605 312 240 11 14 10 0
Hamilton "DEER PARK 1-A" 727 225 437 18 9 10 0
Hamilton "DEER PARK 2-A" 712 207 451 13 9 5 0
Hamilton "DEER PARK 3-A" 687 182 436 19 10 6 0
Hamilton "DEER PARK 4-A" 815 211 521 11 6 25 0
Hamilton "FOREST PARK A" 727 532 147 12 6 10 0
Hamilton "FOREST PARK B" 773 444 278 16 13 3 0
Hamilton "FOREST PARK C" 705 528 129 12 13 3 0
Hamilton "FOREST PARK D" 712 498 146 16 10 8 0
Hamilton "FOREST PARK E" 731 469 185 17 10 14 0
Hamilton "FOREST PARK F" 413 274 117 3 4 8 0
Hamilton "FOREST PARK G" 660 536 78 7 7 5 0
Hamilton "FOREST PARK H" 569 416 102 5 13 2 0
Hamilton "FOREST PARK I" 754 502 202 10 8 8 0
Hamilton "FOREST PARK J" 678 528 116 7 5 6 0
Hamilton "FOREST PARK K" 792 548 178 14 15 13 0
Hamilton "FOREST PARK L" 794 552 192 8 10 7 0
Hamilton "FOREST PARK M" 781 582 145 12 8 5 0
Hamilton "INDIAN HILL A" 563 122 424 5 1 1 0
Hamilton "INDIAN HILL B" 924 164 735 5 4 3 0
Hamilton "INDIAN HILL C" 703 164 520 4 2 1 0
Hamilton "INDIAN HILL D" 589 86 478 2 7 2 0
Hamilton "INDIAN HILL E" 770 160 578 4 2 3 0
Hamilton "INDIAN HILL F" 547 91 438 8 0 1 0
Hamilton "LOVELAND A" 630 171 431 6 3 4 0
Hamilton "LOVELAND B" 878 253 561 23 7 11 0
Hamilton "LOVELAND C" 861 232 546 7 5 7 0
Hamilton "LOVELAND D" 611 164 391 20 8 12 0
Hamilton "LOVELAND E" 791 203 541 12 8 12 0
Hamilton "LOVELAND F" 592 144 415 5 6 6 0
Hamilton "LOVELAND G" 518 139 355 4 2 3 0
Hamilton "MADEIRA A" 916 272 588 13 9 7 0
Hamilton "MADEIRA B" 577 145 406 2 3 6 0
Hamilton "MADEIRA C" 697 189 470 5 3 6 0
Hamilton "MADEIRA D" 1024 297 671 14 8 5 0
Hamilton "MADEIRA E" 482 134 318 3 7 2 0
Hamilton "MADEIRA F" 896 213 617 9 12 6 0
Hamilton "MADEIRA G" 550 156 357 11 7 3 0
Hamilton "MADEIRA H" 625 154 438 9 3 4 0
Hamilton "MONTGOMERY A" 1013 266 690 9 3 8 0
Hamilton "MONTGOMERY B" 987 274 674 6 10 4 0
Hamilton "MONTGOMERY C" 1037 293 688 11 8 9 0
Hamilton "MONTGOMERY D" 507 181 297 8 1 5 0
Hamilton "MONTGOMERY E" 534 188 317 9 6 1 0
Hamilton "MONTGOMERY F" 843 247 546 10 6 3 0
Hamilton "MONTGOMERY G" 513 148 347 6 0 3 0
Hamilton "MONTGOMERY H" 790 204 557 9 0 4 0
Hamilton "MONTGOMERY I" 813 204 582 3 4 3 0
Hamilton "MT HEALTHY 1-A" 972 603 286 13 25 16 0
Hamilton "MT HEALTHY 2-A" 705 328 329 12 5 10 0
Hamilton "MT HEALTHY 3-A" 659 341 271 10 10 3 0
Hamilton "MT HEALTHY 4-A" 608 297 255 19 13 5 0
Hamilton "NO COLL HILL 1-A" 400 204 167 11 6 2 0
Hamilton "NO COLL HILL 1-B" 784 376 347 13 8 11 0
Hamilton "NO COLL HILL 2-A" 662 429 177 13 8 10 0
Hamilton "NO COLL HILL 3-A" 739 429 254 13 13 7 0
Hamilton "NO COLL HILL 4-A" 782 384 338 12 11 6 0
Hamilton "NO COLL HILL 4-B" 390 217 146 6 6 3 0
Hamilton "NO COLL HILL 4-C" 576 430 103 11 4 8 0
Hamilton "NORWOOD 1-A" 1130 503 523 23 13 18 0
Hamilton "NORWOOD 1-B" 668 256 337 20 13 6 0
Hamilton "NORWOOD 2-A" 704 233 402 15 17 10 0
Hamilton "NORWOOD 2-B" 843 319 437 28 10 16 0
Hamilton "NORWOOD 2-C" 678 232 394 12 9 9 0
Hamilton "NORWOOD 3-A" 572 195 310 20 9 15 0
Hamilton "NORWOOD 3-B" 559 207 291 12 11 7 0
Hamilton "NORWOOD 3-C" 1004 372 544 20 15 9 0
Hamilton "NORWOOD 4-A" 567 205 304 15 7 13 0
Hamilton "NORWOOD 4-B" 708 265 365 14 14 16 0
Hamilton "NORWOOD 4-C" 737 252 423 9 11 10 0
Hamilton "READING 1-A" 916 292 545 16 12 13 0
Hamilton "READING 1-B" 353 163 154 7 4 10 0
Hamilton "READING 2-A" 611 148 401 20 10 13 0
Hamilton "READING 2-B" 403 99 269 6 3 13 0
Hamilton "READING 3-A" 766 190 488 21 14 19 0
Hamilton "READING 3-B" 572 135 396 5 11 6 0
Hamilton "READING 4-A" 630 119 473 3 7 5 0
Hamilton "READING 4-B" 876 158 662 13 8 4 0
Hamilton "ST BERNARD 1-A" 575 200 335 9 8 7 0
Hamilton "ST BERNARD 2-A" 571 218 312 4 12 6 0
Hamilton "ST BERNARD 3-A" 548 224 281 9 10 4 0
Hamilton "ST BERNARD 4-A" 512 215 248 15 4 6 0
Hamilton "SHARONVILLE 1-A" 658 242 359 8 13 15 0
Hamilton "SHARONVILLE 1-B" 654 255 344 13 10 6 0
Hamilton "SHARONVILLE 2-A" 852 273 543 5 9 8 0
Hamilton "SHARONVILLE 3-A" 1071 319 661 21 24 11 0
Hamilton "SHARONVILLE 3-B" 904 238 601 11 16 8 0
Hamilton "SHARONVILLE 4-A" 827 201 582 9 7 5 0
Hamilton "SHARONVILLE 4-B" 846 210 566 12 8 13 0
Hamilton "SILVERTON A" 836 418 348 19 10 8 0
Hamilton "SILVERTON B" 867 633 158 17 9 10 0
Hamilton "SILVERTON C" 857 539 253 16 8 5 0
Hamilton "SPRINGDALE A" 585 329 218 7 11 5 0
Hamilton "SPRINGDALE B" 731 334 344 11 11 4 0
Hamilton "SPRINGDALE C" 747 298 396 9 5 6 0
Hamilton "SPRINGDALE D" 618 220 349 11 4 13 0
Hamilton "SPRINGDALE E" 657 284 332 8 5 12 0
Hamilton "SPRINGDALE F" 559 234 279 8 8 6 0
Hamilton "SPRINGDALE G" 477 276 164 6 8 8 0
Hamilton "SPRINGDALE H" 721 452 234 5 8 7 0
Hamilton "WYOMING A" 1242 545 636 10 10 9 0
Hamilton "WYOMING B" 1103 435 610 20 7 3 0
Hamilton "WYOMING C" 950 437 473 6 9 3 0
Hamilton "WYOMING D" 1028 550 421 22 5 8 0
Hamilton "WYOMING E" 1215 496 670 14 8 5 0
Hamilton "AMBERLEY A" 621 261 336 6 2 2 0
Hamilton "AMBERLEY B" 639 226 384 8 2 1 0
Hamilton "AMBERLEY C" 559 247 291 2 7 2 0
Hamilton "AMBERLEY D" 737 281 417 7 3 3 0
Hamilton "ANDERSON A" 870 210 616 9 10 4 0
Hamilton "ANDERSON AA" 983 277 650 14 4 9 0
Hamilton "ANDERSON B" 862 178 626 10 8 7 0
Hamilton "ANDERSON BB" 740 164 532 13 3 9 0
Hamilton "ANDERSON C" 1117 327 733 8 3 6 0
Hamilton "ANDERSON CC" 568 138 400 8 1 6 0
Hamilton "ANDERSON D" 1031 223 770 7 6 4 0
Hamilton "ANDERSON DD" 985 248 676 14 12 7 0
Hamilton "ANDERSON E" 977 209 686 24 11 8 0
Hamilton "ANDERSON EE" 560 156 377 10 1 5 0
Hamilton "ANDERSON F" 1026 217 762 10 2 4 0
Hamilton "ANDERSON FF" 940 262 628 6 6 7 0
Hamilton "ANDERSON G" 1004 266 669 14 8 19 0
Hamilton "ANDERSON H" 985 261 671 11 6 8 0
Hamilton "ANDERSON I" 1156 271 837 6 5 4 0
Hamilton "ANDERSON J" 1177 235 877 11 15 7 0
Hamilton "ANDERSON K" 1046 296 682 16 9 13 0
Hamilton "ANDERSON L" 807 184 575 11 1 8 0
Hamilton "ANDERSON M" 617 156 426 3 5 5 0
Hamilton "ANDERSON N" 985 263 680 10 7 6 0
Hamilton "ANDERSON O" 1044 261 685 20 24 5 0
Hamilton "ANDERSON P" 431 83 321 6 3 4 0
Hamilton "ANDERSON Q" 1191 272 832 14 10 19 0
Hamilton "ANDERSON R" 965 251 663 8 4 12 0
Hamilton "ANDERSON S" 576 151 400 8 4 2 0
Hamilton "ANDERSON T" 560 135 401 5 3 7 0
Hamilton "ANDERSON U" 762 187 535 11 6 4 0
Hamilton "ANDERSON V" 523 120 363 9 7 8 0
Hamilton "ANDERSON W" 685 187 461 4 2 2 0
Hamilton "ANDERSON X" 547 171 338 12 4 1 0
Hamilton "ANDERSON Y" 461 83 345 2 8 3 0
Hamilton "ANDERSON Z" 843 186 623 8 3 5 0
Hamilton "ARLINGTON HGTS A" 316 125 147 4 10 16 0
Hamilton "COLERAIN A" 976 128 783 9 17 16 0
Hamilton "COLERAIN AA" 996 121 821 8 7 4 0
Hamilton "COLERAIN B" 798 295 445 8 7 9 0
Hamilton "COLERAIN BB" 834 116 668 9 6 11 0
Hamilton "COLERAIN C" 900 336 505 12 13 11 0
Hamilton "COLERAIN CC" 701 336 293 14 7 20 0
Hamilton "COLERAIN D" 692 302 318 15 19 14 0
Hamilton "COLERAIN DD" 660 476 134 13 10 12 0
Hamilton "COLERAIN E" 1153 208 864 12 16 13 0
Hamilton "COLERAIN EE" 873 282 531 14 6 17 0
Hamilton "COLERAIN F" 997 153 778 10 12 6 0
Hamilton "COLERAIN FF" 361 92 240 10 9 2 0
Hamilton "COLERAIN G" 1040 130 834 10 10 13 0
Hamilton "COLERAIN GG" 849 318 457 12 14 11 0
Hamilton "COLERAIN H" 1186 268 828 23 14 7 0
Hamilton "COLERAIN HH" 645 274 311 10 13 12 0
Hamilton "COLERAIN I" 784 95 644 8 6 8 0
Hamilton "COLERAIN II" 407 114 267 4 7 6 0
Hamilton "COLERAIN J" 920 291 551 14 6 20 0
Hamilton "COLERAIN JJ" 816 258 496 13 15 11 0
Hamilton "COLERAIN K" 636 194 413 4 8 5 0
Hamilton "COLERAIN KK" 900 448 385 19 16 7 0
Hamilton "COLERAIN L" 1030 159 817 5 10 9 0
Hamilton "COLERAIN LL" 540 194 311 9 5 5 0
Hamilton "COLERAIN M" 739 225 430 21 16 12 0
Hamilton "COLERAIN N" 1115 234 811 9 9 14 0
Hamilton "COLERAIN O" 452 97 316 5 3 7 0
Hamilton "COLERAIN P" 356 141 193 2 4 5 0
Hamilton "COLERAIN Q" 1035 139 814 9 19 7 0
Hamilton "COLERAIN R" 857 284 522 13 9 2 0
Hamilton "COLERAIN S" 725 150 520 12 7 12 0
Hamilton "COLERAIN T" 877 419 392 8 16 16 0
Hamilton "COLERAIN U" 758 264 440 10 12 4 0
Hamilton "COLERAIN V" 781 222 483 15 15 20 0
Hamilton "COLERAIN W" 475 212 218 18 5 9 0
Hamilton "COLERAIN X" 712 256 396 12 9 7 0
Hamilton "COLERAIN Y" 905 413 432 15 10 14 0
Hamilton "COLERAIN Z" 875 415 387 11 17 12 0
Hamilton "COLUMBIA A" 137 68 58 4 3 0 0
Hamilton "COLUMBIA B" 279 114 137 5 4 9 0
Hamilton "COLUMBIA C" 346 182 144 4 3 2 0
Hamilton "COLUMBIA D" 384 282 71 5 4 3 0
Hamilton "COLUMBIA E" 267 135 114 5 4 2 0
Hamilton "COLUMBIA F" 468 173 255 13 6 7 0
Hamilton "COLUMBIA G" 582 194 354 16 5 6 0
Hamilton "COLUMBIA H" 3 2 1 0 0 0 0
Hamilton "COLUMBIA I" 10 0 9 0 0 0 0
Hamilton "COLUMBIA J" 2 0 2 0 0 0 0
Hamilton "COLUMBIA K" 8 1 6 0 0 1 0
Hamilton "COLUMBIA L" 46 27 15 1 2 0 0
Hamilton "FAIRFAX A" 927 261 590 16 10 9 0
Hamilton "CROSBY A" 641 92 482 12 20 8 0
Hamilton "CROSBY B" 987 112 806 7 17 13 0
Hamilton "DELHI A" 768 186 515 19 9 13 0
Hamilton "DELHI B" 755 192 496 18 11 17 0
Hamilton "DELHI C" 916 162 696 12 14 7 0
Hamilton "DELHI D" 701 140 517 13 5 6 0
Hamilton "DELHI E" 856 91 698 9 16 6 0
Hamilton "DELHI F" 1080 188 807 17 12 10 0
Hamilton "DELHI G" 933 124 738 18 5 13 0
Hamilton "DELHI H" 1044 162 790 18 12 18 0
Hamilton "DELHI I" 469 89 349 5 5 5 0
Hamilton "DELHI J" 1032 205 746 18 19 9 0
Hamilton "DELHI K" 663 110 512 6 9 5 0
Hamilton "DELHI L" 675 127 506 6 5 10 0
Hamilton "DELHI M" 825 158 613 5 4 18 0
Hamilton "DELHI N" 458 121 295 4 12 5 0
Hamilton "DELHI O" 980 165 749 16 14 10 0
Hamilton "DELHI P" 806 131 624 15 6 7 0
Hamilton "DELHI Q" 1010 110 846 11 5 10 0
Hamilton "DELHI R" 713 161 501 6 7 8 0
Hamilton "DELHI S" 918 169 691 5 11 6 0
Hamilton "ELMWOOD A" 630 206 342 12 26 5 0
Hamilton "EVENDALE A" 979 315 623 12 2 6 0
Hamilton "EVENDALE B" 789 142 607 7 7 7 0
Hamilton "EVENDALE C" 196 67 123 3 2 0 0
Hamilton "GLENDALE A" 740 237 456 10 9 7 0
Hamilton "GLENDALE B" 873 314 514 15 5 8 0
Hamilton "GOLF MANOR A" 1009 661 267 18 11 4 0
Hamilton "GOLF MANOR B" 900 697 135 15 9 8 0
Hamilton "GREENHILLS A" 406 136 232 12 3 7 0
Hamilton "GREENHILLS B" 805 228 508 11 8 12 0
Hamilton "GREENHILLS C" 781 247 460 26 18 12 0
Hamilton "GREEN A" 948 168 710 16 8 8 0
Hamilton "GREEN AA" 835 124 661 14 10 6 0
Hamilton "GREEN B" 927 253 606 15 8 8 0
Hamilton "GREEN BB" 791 135 610 13 3 5 0
Hamilton "GREEN C" 722 212 458 13 9 8 0
Hamilton "GREEN CC" 861 158 634 16 4 13 0
Hamilton "GREEN D" 1017 183 770 15 10 16 0
Hamilton "GREEN DD" 743 121 585 9 4 6 0
Hamilton "GREEN E" 1068 174 829 6 10 8 0
Hamilton "GREEN EE" 796 177 566 12 11 8 0
Hamilton "GREEN F" 873 121 682 15 4 10 0
Hamilton "GREEN FF" 745 173 505 13 16 9 0
Hamilton "GREEN G" 716 91 572 10 10 5 0
Hamilton "GREEN GG" 1029 157 812 8 4 9 0
Hamilton "GREEN H" 610 195 378 11 6 3 0
Hamilton "GREEN HH" 968 188 707 11 12 14 0
Hamilton "GREEN I" 848 162 602 23 3 23 0
Hamilton "GREEN II" 504 209 251 13 6 6 0
Hamilton "GREEN J" 764 113 604 3 8 11 0
Hamilton "GREEN JJ" 912 197 658 8 11 12 0
Hamilton "GREEN K" 1008 137 812 9 10 9 0
Hamilton "GREEN KK" 848 113 669 7 15 9 0
Hamilton "GREEN L" 1037 200 771 14 7 9 0
Hamilton "GREEN LL" 773 99 636 8 2 1 0
Hamilton "GREEN M" 655 79 544 3 6 2 0
Hamilton "GREEN MM" 595 59 498 6 2 12 0
Hamilton "GREEN N" 954 168 698 7 14 16 0
Hamilton "GREEN NN" 563 67 438 13 9 10 0
Hamilton "GREEN O" 972 273 628 13 13 10 0
Hamilton "GREEN OO" 526 68 417 5 10 2 0
Hamilton "GREEN P" 875 122 710 8 7 5 0
Hamilton "GREEN PP" 538 77 416 9 7 7 0
Hamilton "GREEN Q" 985 107 822 8 6 12 0
Hamilton "GREEN QQ" 951 109 792 11 5 7 0
Hamilton "GREEN R" 572 79 458 8 4 5 0
Hamilton "GREEN S" 936 173 700 12 8 10 0
Hamilton "GREEN T" 409 95 280 4 9 8 0
Hamilton "GREEN U" 554 50 462 3 5 8 0
Hamilton "GREEN V" 826 161 605 8 12 13 0
Hamilton "GREEN W" 1090 130 900 7 9 5 0
Hamilton "GREEN X" 1090 177 841 15 11 16 0
Hamilton "GREEN Y" 758 138 573 5 6 10 0
Hamilton "GREEN Z" 1147 219 865 4 10 11 0
Hamilton "HARR TWP AA" 579 79 460 5 11 3 0
Hamilton "HARR TWP BB" 1021 120 823 15 17 10 0
Hamilton "HARR TWP CC" 596 87 453 4 10 18 0
Hamilton "HARRISON A" 841 141 623 21 17 10 0
Hamilton "HARRISON B" 898 134 660 11 20 13 0
Hamilton "HARRISON C" 1199 170 939 15 16 17 0
Hamilton "HARRISON D" 854 130 663 9 17 14 0
Hamilton "HARRISON E" 1109 138 880 10 22 10 0
Hamilton "HARRISON F" 536 75 421 5 4 5 0
Hamilton "LOCKLAND A" 529 160 309 17 13 7 0
Hamilton "LOCKLAND B" 796 385 330 15 6 8 0
Hamilton "MARIEMONT A" 952 327 572 17 4 6 0
Hamilton "MARIEMONT B" 1159 333 782 11 3 4 0
Hamilton "MIAMI TWP H" 391 53 316 5 6 3 0
Hamilton "NORTH BEND A" 619 54 536 1 6 10 0
Hamilton "ADDYSTON A" 312 78 201 7 9 5 0
Hamilton "CLEVES A" 481 97 322 13 16 7 0
Hamilton "CLEVES B" 1046 150 828 12 14 9 0
Hamilton "MIAMI TWP A" 1079 122 860 11 9 20 0
Hamilton "MIAMI TWP B" 1229 96 1060 5 17 8 0
Hamilton "MIAMI TWP C" 935 144 716 18 14 6 0
Hamilton "MIAMI TWP D" 1087 127 885 10 9 13 0
Hamilton "MIAMI TWP E" 722 78 616 4 1 6 0
Hamilton "MIAMI TWP F" 465 87 339 9 4 7 0
Hamilton "MIAMI TWP G" 744 110 580 9 11 11 0
Hamilton "NEWTOWN A" 611 127 431 17 8 6 0
Hamilton "NEWTOWN B" 871 196 624 8 9 12 0
Hamilton "SPRINGFIELD A" 527 394 82 5 8 13 0
Hamilton "SPRINGFIELD AA" 834 408 363 15 12 7 0
Hamilton "SPRINGFIELD B" 520 247 242 12 3 4 0
Hamilton "SPRINGFIELD BB" 560 152 374 8 5 10 0
Hamilton "SPRINGFIELD C" 941 460 402 19 12 17 0
Hamilton "SPRINGFIELD D" 675 339 283 14 7 12 0
Hamilton "SPRINGFIELD E" 412 220 159 4 12 3 0
Hamilton "SPRINGFIELD F" 556 180 340 7 8 6 0
Hamilton "SPRINGFIELD G" 1102 505 524 16 13 10 0
Hamilton "SPRINGFIELD H" 844 255 548 5 7 4 0
Hamilton "SPRINGFIELD I" 342 137 175 6 7 4 0
Hamilton "SPRINGFIELD J" 702 386 279 4 12 4 0
Hamilton "SPRINGFIELD K" 565 377 151 8 8 3 0
Hamilton "SPRINGFIELD L" 211 137 60 2 4 2 0
Hamilton "SPRINGFIELD M" 827 378 382 10 4 16 0
Hamilton "SPRINGFIELD N" 836 348 424 14 9 16 0
Hamilton "SPRINGFIELD O" 447 331 87 3 8 2 0
Hamilton "SPRINGFIELD P" 636 414 195 3 6 1 0
Hamilton "SPRINGFIELD Q" 949 524 352 11 8 11 0
Hamilton "SPRINGFIELD R" 871 431 387 10 11 9 0
Hamilton "SPRINGFIELD S" 939 436 455 15 9 3 0
Hamilton "SPRINGFIELD T" 1033 539 417 9 16 10 0
Hamilton "SPRINGFIELD U" 1030 405 560 17 7 5 0
Hamilton "SPRINGFIELD V" 866 235 573 16 4 6 0
Hamilton "SPRINGFIELD W" 964 422 470 24 11 13 0
Hamilton "SPRINGFIELD X" 556 329 193 6 5 6 0
Hamilton "SPRINGFIELD Y" 678 402 214 11 20 4 0
Hamilton "SPRINGFIELD Z" 513 251 230 10 7 2 0
Hamilton "SYCAMORE A" 96 72 19 0 1 0 0
Hamilton "SYCAMORE B" 909 238 598 11 20 13 0
Hamilton "SYCAMORE C" 1104 302 691 28 24 16 0
Hamilton "SYCAMORE D" 648 168 434 8 10 4 0
Hamilton "SYCAMORE E" 1106 266 788 7 6 10 0
Hamilton "SYCAMORE F" 683 198 447 5 3 2 0
Hamilton "SYCAMORE G" 902 272 588 9 4 4 0
Hamilton "SYCAMORE H" 693 271 366 15 9 8 0
Hamilton "SYCAMORE I" 990 238 704 7 7 7 0
Hamilton "SYCAMORE J" 606 251 300 11 15 10 0
Hamilton "SYCAMORE K" 916 314 544 11 5 8 0
Hamilton "SYCAMORE L" 818 198 553 19 17 11 0
Hamilton "SYCAMORE M" 566 119 414 3 3 2 0
Hamilton "SYCAMORE N" 1024 251 683 27 10 17 0
Hamilton "SYMMES A" 243 72 144 10 4 8 0
Hamilton "SYMMES B" 881 247 589 8 4 8 0
Hamilton "SYMMES C" 1009 250 711 6 8 4 0
Hamilton "SYMMES D" 830 269 507 13 8 7 0
Hamilton "SYMMES E" 875 231 596 7 7 10 0
Hamilton "SYMMES F" 990 318 609 11 11 8 0
Hamilton "SYMMES G" 539 158 362 4 4 2 0
Hamilton "SYMMES H" 398 91 285 4 7 3 0
Hamilton "SYMMES I" 674 280 348 5 10 6 0
Hamilton "SYMMES J" 915 240 620 11 11 7 0
Hamilton "SYMMES K" 318 55 244 5 1 3 0
Hamilton "SYMMES L" 870 204 631 8 4 3 0
Hamilton "TERRACE PARK A" 940 199 714 8 6 3 0
Hamilton "TERRACE PARK B" 540 94 433 2 1 2 0
Hamilton "WHITEWATER A" 1144 158 881 23 21 14 0
Hamilton "WHITEWATER B" 886 128 698 9 7 15 0
Hamilton "WHITEWATER C" 343 56 261 5 4 3 0
Hamilton "WOODLAWN A" 742 561 125 10 8 4 0
Hamilton "WOODLAWN B" 1006 731 200 22 14 8 0
Hamilton "LINCOLN HGTS A" 942 819 54 7 8 5 0
Hamilton "LINCOLN HGTS B" 518 481 16 4 2 3 0
Hancock "FINDLAY 1A" 456 150 254 13 12 13 0
Hancock "FINDLAY 1B" 601 172 376 14 14 10 0
Hancock "FINDLAY 1C" 463 143 259 11 12 14 0
Hancock "FINDLAY 2C" 594 139 415 4 10 1 0
Hancock "FINDLAY 2E" 774 119 614 7 6 8 0
Hancock "FINDLAY 2A" 874 197 614 7 12 8 0
Hancock "FINDLAY 2B" 599 127 417 6 12 6 0
Hancock "FINDLAY 2D" 592 91 456 7 9 8 0
Hancock "FINDLAY 3A" 863 163 649 12 12 3 0
Hancock "FINDLAY 3B" 657 151 448 13 19 8 0
Hancock "FINDLAY 3C" 754 168 542 10 3 8 0
Hancock "FINDLAY 3D" 470 132 291 7 10 14 0
Hancock "FINDLAY 4A" 418 123 250 12 5 13 0
Hancock "FINDLAY 4B" 436 145 243 11 13 8 0
Hancock "FINDLAY 4C" 400 119 236 16 6 6 0
Hancock "FINDLAY 4D" 624 202 369 13 12 10 0
Hancock "FINDLAY 1D" 789 191 532 8 15 12 0
Hancock "FINDLAY 5A" 746 234 451 15 3 19 0
Hancock "FINDLAY 5B" 600 125 431 5 14 10 0
Hancock "FINDLAY 5C" 628 144 433 10 10 11 0
Hancock "FINDLAY 5D" 739 166 509 9 10 13 0
Hancock "FINDLAY 5E" 398 86 276 7 7 8 0
Hancock "FINDLAY 6A" 342 116 191 8 4 12 0
Hancock "FINDLAY 6B" 364 124 204 11 9 5 0
