COUNTY AREA TOTAL DEM REP DeLaFuente Blankenship King Hawkins Jorgensen Pierce West Writein
COUNTY AREA TOTAL Biden Trump DeLaFuente Blankenship King Hawkins Jorgensen Pierce West Writein
Plymouth "Kissinger Community Center" 989 231 741 1 0 0 0 13 0 2 1
Plymouth "Perry Township Hall" 1046 269 770 2 1 0 1 3 0 0 0
Plymouth "Hinton Community Center" 1295 289 984 2 0 2 4 6 1 1 6
Plymouth "Kingsley Community Center" 1044 231 802 1 0 0 1 6 0 1 2
Plymouth "Le Mars Convention Center #11" 1799 549 1222 1 0 0 2 19 0 4 2
Plymouth "Le Mars Convention Center #12" 2031 579 1423 1 1 1 2 17 0 3 4
Plymouth "Le Mars Convention Center #13" 1406 452 920 1 2 1 2 24 0 3 1
Pocahontas "Swan Lake-N Marshall" 731 177 534 0 1 0 2 13 0 2 2
Pocahontas "DM-Cum-Pow-N Gar-N Sherm-N Roos" 694 157 527 0 2 0 0 4 1 2 1
Pocahontas "Grant-S Marsh-S Sherman" 219 37 180 0 0 0 0 2 0 0 0
Pocahontas "Pocahontas #1" 839 241 591 0 0 1 0 5 1 0 0
Pocahontas "Pocahontas #2" 373 104 265 0 0 0 0 2 0 1 1
Pocahontas Cedar-Colfa-Dover 555 157 382 0 5 0 0 6 2 1 2
Pocahontas "Bell-Liz-S Lake-S Lincoln" 412 60 347 0 0 0 0 5 0 0 0
Polk "DES MOINES 1" 846 414 412 2 0 0 3 14 0 1 0
Polk "DES MOINES 2" 1080 633 422 1 1 2 2 15 1 2 1
Polk "DES MOINES 3" 1640 913 696 2 1 0 4 18 0 4 2
Polk "DES MOINES 4" 862 558 287 0 1 0 1 12 0 3 0
Polk "DES MOINES 5" 616 370 235 1 0 0 2 6 0 1 1
Polk "DES MOINES 6" 768 477 265 0 1 0 2 15 0 4 4
Polk "DES MOINES 7" 1438 903 481 4 1 2 4 33 2 4 4
Polk "DES MOINES 8" 924 609 292 0 0 0 3 13 1 2 4
Polk "DES MOINES 9" 1468 900 535 1 3 1 1 23 0 3 1
Polk "DES MOINES 10" 1606 1049 522 1 1 1 4 17 0 4 7
Polk "DES MOINES 11" 1530 1039 465 0 0 0 5 14 0 6 1
Polk "DES MOINES 12" 797 519 266 1 0 0 3 6 1 0 1
Polk "DES MOINES 13" 1050 673 352 0 2 1 4 11 0 3 4
Polk "DES MOINES 14" 931 605 305 2 2 0 1 13 0 0 3
Polk "DES MOINES 15" 2326 1652 627 1 1 0 2 33 0 4 6
Polk "DES MOINES 16" 2024 1428 548 2 4 0 5 27 0 6 4
Polk "DES MOINES 17" 995 635 331 0 1 0 4 18 0 5 1
Polk "DES MOINES 18" 638 491 129 2 1 0 4 8 1 0 2
Polk "DES MOINES 19" 602 436 157 0 0 0 1 5 0 3 0
Polk "DES MOINES 20" 1275 848 394 1 0 2 0 20 1 5 4
Polk "DES MOINES 21" 1255 840 379 2 1 1 1 21 0 6 4
Polk "DES MOINES 22" 1086 734 316 0 0 2 4 22 0 4 4
Polk "DES MOINES 23" 851 660 176 3 0 0 4 5 0 3 0
Polk "DES MOINES 24" 741 414 310 1 2 0 1 9 0 2 2
Polk "DES MOINES 25" 1092 608 467 1 0 0 1 8 0 6 1
Polk "DES MOINES 26" 1311 686 594 1 2 1 6 12 0 6 3
Polk "DES MOINES 27" 934 462 448 0 1 0 3 17 0 2 1
Polk "DES MOINES 28" 1688 920 740 1 0 0 2 18 0 3 4
Polk "DES MOINES 29" 1651 855 756 0 3 0 2 29 0 4 2
Polk "DES MOINES 30" 992 520 435 1 1 1 3 29 0 2 0
Polk "DES MOINES 31" 1272 712 533 1 1 1 3 16 0 1 4
Polk "DES MOINES 32" 952 607 330 0 0 0 3 6 2 3 1
Polk "DES MOINES 33" 722 540 162 2 0 2 4 9 0 2 1
Polk "DES MOINES 34" 405 304 90 1 0 0 1 7 1 0 1
Polk "DES MOINES 35" 440 345 87 0 1 1 1 1 1 0 3
Polk "DES MOINES 36" 952 747 187 2 1 1 1 2 0 4 7
Polk "DES MOINES 37" 775 617 133 1 3 0 2 9 0 5 5
Polk "DES MOINES 38" 608 476 116 1 0 1 2 7 0 1 4
Polk "DES MOINES 39" 1800 1408 353 3 1 0 5 19 0 5 6
Polk "DES MOINES 40" 708 534 159 0 0 1 6 4 0 1 3
Polk "DES MOINES 41" 2160 1647 465 0 3 1 8 26 1 4 5
Polk "DES MOINES 42" 1986 1304 620 1 1 0 9 37 1 4 9
Polk "DES MOINES 43" 1358 1040 299 2 0 0 0 11 2 2 2
Polk "DES MOINES 44" 1481 1141 300 1 1 0 6 24 0 4 4
Polk "DES MOINES 45" 633 537 85 1 0 0 4 3 0 2 1
Polk "DES MOINES 46" 741 600 124 1 0 0 3 7 0 2 4
Polk "DES MOINES 47" 1459 1152 267 3 0 2 3 22 0 3 7
Polk "DES MOINES 48" 269 204 56 0 0 0 0 5 0 3 1
Polk "DES MOINES 49" 522 324 189 0 0 0 1 6 0 0 2
Polk "DES MOINES 50" 1251 803 418 0 3 0 5 17 0 4 1
Polk "DES MOINES 51" 824 559 249 0 1 0 3 10 0 1 1
Polk "DES MOINES 52" 729 507 205 2 0 0 2 9 0 4 0
Polk "DES MOINES 53" 635 399 229 1 0 0 0 4 0 1 1
Polk "DES MOINES 54" 709 481 208 1 0 0 2 12 0 5 0
Polk "DES MOINES 55" 2249 1682 506 1 0 1 11 29 0 7 12
Polk "DES MOINES 56" 1901 1503 341 0 0 1 7 30 2 5 12
Polk "DES MOINES 57" 894 752 122 0 0 0 3 11 0 4 2
Polk "DES MOINES 58" 1274 1040 209 0 1 0 6 14 1 3 0
Polk "DES MOINES 59" 1342 1048 257 0 1 1 2 25 1 2 5
Polk "DES MOINES 60" 1267 1003 243 1 1 0 4 12 0 0 3
Polk "DES MOINES 61" 1256 960 280 0 0 0 0 10 1 2 3
Polk "DES MOINES 62" 2354 1812 501 1 0 1 6 13 1 3 16
Polk "DES MOINES 63" 1405 1039 346 1 1 0 4 9 0 3 2
Polk "DES MOINES 64" 1277 855 388 4 0 0 4 16 0 6 4
Polk "DES MOINES 65" 1789 1117 642 1 2 0 3 17 0 4 3
Polk "DES MOINES 66" 1890 1224 634 1 0 0 7 19 0 3 2
Polk "DES MOINES 67" 267 170 83 0 0 0 1 11 0 0 2
Polk "DES MOINES 68" 856 524 313 1 0 0 2 11 2 0 3
Polk "DES MOINES 69" 1284 800 457 3 0 0 1 15 1 6 1
Polk "DES MOINES 70" 857 549 292 2 0 0 0 8 0 4 2
Polk "DES MOINES 71" 1750 1016 702 2 1 1 2 18 0 3 5
Polk "DES MOINES 72" 89 34 50 1 0 0 0 4 0 0 0
Polk "DES MOINES 73" 1853 1112 706 2 1 3 4 18 0 4 3
Polk "DES MOINES 74" 655 352 292 1 0 0 0 8 1 1 0
Polk "DES MOINES 75" 1283 760 492 4 1 0 0 12 3 6 5
Polk "DES MOINES 76" 1180 700 446 2 0 0 4 18 0 6 4
Polk "DES MOINES 77" 1071 656 399 4 1 0 2 9 0 0 0
Polk "DES MOINES 78" 1211 707 477 2 0 1 2 14 0 3 5
Polk "DES MOINES 79" 1301 747 519 1 2 0 0 22 2 6 2
Polk "DES MOINES 80" 1680 1020 621 1 2 1 3 17 1 3 11
Polk "DES MOINES 81" 1111 609 469 1 3 1 2 19 0 4 3
Polk "DES MOINES 82" 1049 576 453 2 0 0 3 10 0 4 1
Polk "DES MOINES 83" 1482 817 629 2 1 0 2 23 2 4 2
Polk "DES MOINES 84" 780 508 253 2 1 0 1 9 0 4 2
Polk ALLEMAN 629 196 419 0 2 1 1 5 0 3 2
Polk ALLEN 235 85 141 0 0 0 4 4 0 0 1
Polk "ALTOONA 1" 1011 484 496 2 0 0 4 23 0 2 0
Polk "ALTOONA 2" 1814 918 853 3 4 0 3 23 0 4 6
Polk "ALTOONA 3" 2480 1212 1196 3 6 1 4 43 0 4 11
Polk "ALTOONA 4" 2313 1071 1194 0 4 0 3 30 0 5 6
Polk "ALTOONA 5" 2863 1296 1514 0 1 0 2 37 2 4 7
Polk "ANKENY 1" 5042 2461 2481 3 3 0 7 54 4 6 23
Polk "ANKENY 2" 2534 1246 1242 3 2 2 5 25 0 2 7
Polk "ANKENY 3" 1943 1033 848 2 2 0 3 40 1 5 9
Polk "ANKENY 4" 1938 933 959 2 2 0 4 22 0 5 11
Polk "ANKENY 5" 2061 1065 943 1 2 0 8 33 0 5 4
Polk "ANKENY 6" 2060 1021 991 2 2 1 1 30 0 4 8
Polk "ANKENY 7" 1928 969 902 1 6 1 8 23 0 9 9
Polk "ANKENY 8" 2242 1124 1061 2 3 0 5 38 3 2 4
Polk "ANKENY 9" 2367 1219 1091 1 1 0 5 41 1 5 3
Polk "ANKENY 10" 1773 878 852 0 2 0 1 29 0 1 10
Polk "ANKENY 11" 1991 943 989 1 0 2 2 39 0 7 8
Polk "ANKENY 12" 5531 2649 2773 4 6 1 5 65 1 9 18
Polk "ANKENY 13" 3637 1668 1885 1 1 1 7 57 1 10 6
Polk "ANKENY 14" 2694 1330 1304 3 2 0 4 36 2 4 9
Polk "ANKENY 15" 1870 961 867 4 3 0 0 22 1 5 7
Polk "BONDURANT 1" 1624 666 900 1 2 0 3 39 0 6 7
Polk "BONDURANT 2" 1944 791 1098 1 5 0 4 33 0 4 8
Polk CLAY 873 333 521 0 0 0 1 16 0 0 2
Polk "CLIVE 1" 903 535 345 2 0 0 0 15 0 5 1
Polk "CLIVE 2" 1463 878 553 0 2 1 1 22 1 3 2
Polk "CLIVE 3" 2191 1223 949 2 2 0 1 8 0 1 5
Polk "CLIVE 4" 1938 1002 911 0 1 0 0 15 1 1 7
Polk "CROCKER 1" 1633 702 897 0 0 1 3 20 0 3 7
Polk "CROCKER 2" 1178 484 676 1 0 0 0 14 1 1 1
Polk "DELAWARE 1" 1114 483 594 1 1 0 1 24 1 4 5
Polk "DELAWARE 2" 358 140 214 0 0 0 0 3 0 0 1
Polk DOUGLAS 1024 378 633 0 0 1 1 8 1 2 0
Polk ELKHART 1141 412 704 0 0 1 2 16 0 4 2
Polk "FOUR MILE 1" 1457 535 898 1 2 0 1 19 0 1 0
Polk "FRANKLIN 1" 1031 360 656 1 1 0 3 6 0 1 3
Polk "GRANGER 1" 255 90 158 0 0 0 0 6 0 0 1
Polk "GRIMES 1" 4012 1827 2091 1 2 1 5 64 2 9 10
Polk "GRIMES 2" 2964 1437 1449 2 6 1 6 49 1 3 10
Polk "GRIMES 3" 1535 829 669 1 1 0 3 23 0 5 4
Polk "JEFFERSON 1" 1579 626 927 2 0 1 2 13 1 2 5
Polk "JOHNSTON 1" 2300 1200 1048 1 4 0 2 36 0 2 7
Polk "JOHNSTON 2" 2237 1352 832 2 3 1 2 34 0 5 6
Polk "JOHNSTON 3" 1820 899 877 2 2 0 1 28 1 2 8
Polk "JOHNSTON 4" 2299 1201 1056 1 0 0 3 27 0 3 8
Polk "JOHNSTON 5" 3650 1962 1618 2 2 1 4 48 1 5 7
Polk "JOHNSTON 6" 1338 662 660 0 0 0 0 11 0 2 3
Polk MADISON 84 38 46 0 0 0 0 0 0 0 0
Polk MITCHELLVILLE 1549 619 897 1 1 2 4 22 0 2 1
Polk "PLEASANT HILL 1" 1759 842 875 0 0 0 4 31 0 5 2
Polk "PLEASANT HILL 2" 1839 929 877 2 2 0 2 18 0 2 7
Polk "PLEASANT HILL 3" 2197 980 1168 2 0 3 3 28 2 2 9
Polk "POLK CITY" 3302 1339 1880 5 3 1 3 48 0 7 16
Polk RUNNELLS 1445 461 951 0 3 0 1 25 0 3 1
Polk "SAYLOR 1" 1685 733 922 0 3 0 1 14 1 5 6
Polk "SAYLOR 2" 1460 592 836 3 0 1 3 15 0 2 8
Polk SHELDAHL 301 82 216 0 0 0 0 1 0 0 2
Polk "URBANDALE 1" 1725 924 758 2 1 0 5 22 2 2 9
Polk "URBANDALE 2" 1939 1077 822 2 0 0 5 28 0 3 2
Polk "URBANDALE 3" 1792 1042 708 0 1 1 4 28 1 0 7
Polk "URBANDALE 4" 1791 939 828 2 0 0 0 13 0 3 6
Polk "URBANDALE 5" 1688 944 698 2 1 1 5 28 1 4 4
Polk "URBANDALE 6" 1720 1041 645 2 0 0 2 21 1 5 3
Polk "URBANDALE 7" 2139 1117 974 3 0 3 3 29 0 7 3
Polk "URBANDALE 8" 1812 1030 741 2 3 1 6 18 0 6 5
Polk "URBANDALE 9" 1919 1080 802 1 1 0 5 24 0 3 3
Polk "URBANDALE 10" 1969 1041 899 2 3 0 2 14 1 0 7
Polk "URBANDALE 11" 1873 953 896 1 1 0 2 10 0 2 8
Polk WASHINGTON 306 73 227 0 0 0 1 4 1 0 0
Polk WEBSTER 356 172 172 1 0 0 0 8 0 0 3
Polk "WEST DES MOINES 111" 1382 833 502 0 2 1 7 19 1 8 9
Polk "WEST DES MOINES 112" 920 538 370 1 0 0 2 7 0 2 0
Polk "WEST DES MOINES 113" 1364 884 443 0 1 0 1 28 1 5 1
Polk "WEST DES MOINES 114" 1962 1194 737 0 1 1 3 20 0 3 3
Polk "WEST DES MOINES 115" 1258 714 518 3 1 0 1 16 1 0 4
Polk "WEST DES MOINES 116" 1605 924 635 4 0 0 4 24 3 3 8
Polk "WEST DES MOINES 117" 1527 855 643 1 0 0 1 10 1 6 10
Polk "WEST DES MOINES 118" 1347 892 428 1 2 0 1 19 0 1 3
Polk "WEST DES MOINES 211" 1258 761 468 2 1 2 1 15 0 2 6
Polk "WEST DES MOINES 212" 1657 1060 555 0 1 2 8 22 1 4 4
Polk "WEST DES MOINES 213" 1171 608 542 0 2 0 3 10 0 1 5
Polk "WEST DES MOINES 311" 1904 1093 774 0 1 1 6 20 0 3 6
Polk "WEST DES MOINES 312" 1672 1007 631 1 1 0 3 19 0 5 5
Polk "WEST DES MOINES 313" 792 451 327 2 2 0 1 9 0 0 0
Polk "WEST DES MOINES 314" 845 566 268 0 1 0 0 10 0 0 0
Polk "WEST DES MOINES 315" 1488 887 579 1 1 1 1 11 0 3 4
Polk "WEST DES MOINES 316" 2085 1200 847 0 2 1 1 21 0 3 10
Polk "WEST DES MOINES 317" 1958 1031 891 0 0 0 3 15 0 6 12
Polk "WEST DES MOINES 318" 730 293 425 0 0 0 0 8 0 2 2
Polk "WINDSOR HEIGHTS 1" 1012 668 331 0 0 1 0 9 0 3 0
Polk "WINDSOR HEIGHTS 2" 1036 647 368 1 2 0 1 11 0 1 5
Polk "WINDSOR HEIGHTS 3" 1250 796 417 3 1 2 1 19 0 4 7
Pottawattamie "CB 01" 779 381 380 0 1 0 0 14 1 0 2
Pottawattamie "CB 02" 1156 508 627 0 0 1 0 19 0 1 0
Pottawattamie "CB 03" 857 394 444 0 1 0 6 10 0 2 0
Pottawattamie "CB 04" 978 460 502 0 2 0 3 11 0 0 0
Pottawattamie "CB 05" 971 443 500 0 1 1 4 17 0 4 1
Pottawattamie "CB 06" 1515 749 736 0 3 0 4 17 0 1 5
Pottawattamie "CB 07" 1472 689 741 2 1 0 3 27 0 3 6
Pottawattamie "CB 08" 1765 821 898 0 3 0 4 26 1 2 10
Pottawattamie "CB 09" 1332 605 697 1 3 1 2 16 0 5 2
Pottawattamie "CB 10A" 1967 890 1046 0 3 1 1 17 1 3 5
Pottawattamie "CB 10B" 2005 800 1177 0 1 2 3 17 0 1 4
Pottawattamie "CB 11" 1474 741 692 1 2 0 9 19 0 4 6
Pottawattamie "CB 12" 1532 676 812 0 2 0 4 26 3 3 6
Pottawattamie "CB 13" 814 443 335 0 3 1 1 20 0 2 9
Pottawattamie "CB 14" 855 408 433 0 2 0 1 10 0 0 1
Pottawattamie "CB 15" 960 501 437 0 1 0 4 11 1 4 1
Pottawattamie "CB 16" 1055 498 524 1 1 2 5 16 0 4 4
Pottawattamie "CB 17" 1347 643 672 0 1 2 2 15 0 4 8
Pottawattamie "CB 18" 1297 601 673 0 2 0 3 14 0 3 1
Pottawattamie "CB 19" 934 445 474 0 0 0 1 9 0 2 3
Pottawattamie "CB 20" 1102 459 628 0 0 0 0 11 0 2 2
Pottawattamie "CB 21" 959 408 532 1 1 0 2 11 0 2 2
Pottawattamie "Carter Lake 1" 832 347 468 0 2 0 2 12 0 1 0
Pottawattamie "Carter Lake 2" 815 328 464 0 2 0 3 16 0 2 0
Pottawattamie Avoca 1156 386 750 0 2 0 4 10 0 3 1
Pottawattamie Carson 556 165 384 0 1 0 0 2 0 1 3
Pottawattamie Crescent 1712 615 1062 0 1 1 4 25 0 1 3
Pottawattamie Garner 2083 676 1378 0 1 0 2 17 3 2 4
Pottawattamie GLWCW 524 119 394 0 1 0 1 7 0 0 2
Pottawattamie Hancock 238 73 163 0 0 0 0 2 0 0 0
Pottawattamie "Lewis 1" 1418 537 863 1 0 0 3 8 0 3 3
Pottawattamie "Lewis 2" 1673 560 1096 0 2 1 3 7 1 0 3
Pottawattamie Macedonia 224 68 153 0 0 0 0 3 0 0 0
Pottawattamie McClelland 706 172 524 0 4 0 3 1 0 2 0
Pottawattamie Minden 768 187 567 0 0 0 1 11 0 0 2
Pottawattamie Neola 1221 368 833 1 1 0 0 16 0 2 0
Pottawattamie Oakland 1208 345 839 1 1 0 0 18 0 2 2
Pottawattamie Treynor 1185 313 849 0 1 0 1 14 0 6 1
Pottawattamie Underwood 1793 582 1183 1 0 1 2 21 0 3 0
Pottawattamie Walnut 506 171 317 0 3 0 2 9 0 1 3
Poweshiek BMWJ 1715 507 1180 1 3 0 5 13 0 3 3
Poweshiek DRL 421 71 348 0 0 0 1 1 0 0 0
Poweshiek MS 439 152 282 1 1 0 0 1 0 0 2
Poweshiek CGWS 1011 291 698 0 2 0 3 10 2 1 4
Poweshiek "1st Ward - GR - 06GR" 1022 753 258 0 0 0 3 8 0 0 0
Poweshiek "2nd Ward - GR - 07GR" 1451 820 608 1 5 0 2 9 0 4 2
Poweshiek "3rd Ward - GR - 08GR" 1048 563 455 0 4 0 5 16 0 3 2
Poweshiek "4th Ward - GR - 09GR" 1262 757 476 1 2 1 3 20 0 0 2
Poweshiek JUPS 1053 215 824 1 0 1 4 5 0 2 1
Poweshiek "Montezuma - 11MO" 718 177 528 0 2 1 0 7 2 1 0
Ringgold Athens 304 59 240 0 0 1 0 2 0 0 2
Ringgold Clinton 193 50 140 0 0 0 0 3 0 0 0
Ringgold "Mount Ayr 1" 649 195 450 0 1 1 0 2 0 0 0
Ringgold "Mount Ayr 2" 680 190 480 0 2 0 1 3 0 0 4
Ringgold Tingley 164 30 133 0 0 0 1 0 0 0 0
Ringgold Union 245 95 147 0 0 0 0 3 0 0 0
Ringgold Washington 479 90 378 0 2 0 0 5 1 3 0
Sac Schaller 650 180 458 0 2 0 0 8 0 1 1
Sac Nemaha 193 51 139 0 0 0 0 2 0 0 1
Sac Early 425 106 311 1 1 1 0 3 0 1 1
Sac "Sac City" 1274 419 832 0 3 1 1 14 1 2 1
Sac Lytton 277 64 209 0 1 0 1 2 0 0 0
Sac Odebolt 744 137 597 0 0 0 1 3 0 3 3
Sac "Lake View" 1066 262 792 0 1 0 3 5 0 2 1
Sac Auburn 293 60 227 0 1 0 0 5 0 0 0
Sac "Wall Lake" 613 110 496 1 0 0 0 5 0 1 0
Shelby Grove-Union-Washington-Westphalia 1104 279 805 0 4 0 1 9 3 2 1
Shelby Douglas-Greeley-Jefferson-Polk 696 157 531 0 1 0 0 7 0 0 0
Shelby Cass-Center-Jackson-Lincoln 974 271 685 0 1 0 0 13 1 2 1
Shelby Clay-Monroe 644 195 428 0 1 0 0 16 0 0 4
Shelby Shelby-Fairview 725 206 504 0 3 0 1 9 0 0 2
Shelby "Harlan Ward 1" 577 172 385 0 1 1 2 13 0 2 1
Shelby "Harlan Ward 2" 766 244 514 0 0 1 0 5 0 0 2
Shelby "Harlan Ward 3" 739 258 468 1 1 2 0 5 0 1 3
Shelby "Harlan Ward 4" 570 177 377 2 0 2 3 6 1 2 0
Sioux "Alton/Nassau/East Orange" 1155 276 867 0 0 1 0 10 0 1 0
Sioux Floyd/Lynn 853 82 760 0 0 0 1 4 0 2 4
Sioux Grant/Sheridan 935 114 804 1 0 1 2 10 0 2 1
Sioux "Hawarden/Buncombe/Logan/Washington/Eagle South" 1427 441 969 0 0 0 3 9 1 2 2
Sioux Lincoln 1634 133 1484 0 1 0 3 8 0 2 3
Sioux "Orange City No. 1/Holland West" 1832 385 1387 2 0 0 3 21 0 4 30
Sioux "Orange City No. 2/Holland East/Nassau" 1945 415 1485 0 5 0 2 28 0 2 8
Sioux "Plato/Garfield/Settlers/Sioux/Eagle North" 836 67 765 0 0 0 0 2 0 2 0
Sioux "Reading/Center South" 602 64 528 0 3 0 1 6 0 0 0
Sioux "Rock Valley East" 1179 148 1017 0 3 1 1 6 1 0 2
Sioux "Rock Valley West/Rock" 1245 97 1142 0 0 0 0 1 0 2 3
Sioux Sherman 364 25 331 0 2 0 0 2 0 2 2
Sioux "Sioux Center North/Capel/Welcome" 1253 163 1071 0 1 0 0 8 0 0 10
Sioux "Sioux Center Central" 1144 251 852 3 1 0 2 22 0 4 9
Sioux "Sioux Center South" 2139 303 1776 2 4 2 5 26 0 1 20
Sioux "West Branch/Center North" 508 55 442 1 1 0 0 7 0 1 1
Story "Ames 1-1" 1785 1063 634 0 0 1 3 62 3 4 15
Story "Ames 1-2" 1571 1065 462 0 3 0 3 26 0 9 3
Story "Ames 1-3/Grant 2" 1546 961 517 0 2 0 7 47 1 3 8
Story "Ames 1-4" 1581 1212 314 2 2 0 8 32 1 4 6
Story "Ames 1-5" 1923 1245 625 1 4 0 6 30 1 2 9
Story "Ames 2-1" 1610 1218 353 0 1 1 6 21 1 4 5
Story "Ames 2-2" 1431 997 374 0 3 1 8 32 1 10 5
Story "Ames 2-3" 1709 1137 537 2 1 1 1 19 0 6 5
Story "Ames 2-4" 2030 1254 726 1 2 1 7 17 1 4 17
Story "Ames 2-5" 2617 1559 995 3 1 0 4 36 0 5 14
Story "Ames 3-1/Wash 2" 2135 1432 640 1 4 0 8 38 0 2 10
Story "Ames 3-2" 1151 781 307 4 0 0 3 43 1 3 9
Story "Ames 3-3" 1307 881 375 1 0 0 6 34 1 5 4
Story "Ames 3-4" 2049 1406 587 2 2 0 8 34 0 1 9
Story "Ames 3-5/Wash 3" 1593 1117 423 0 0 0 8 38 0 1 6
Story "Ames 4-1" 1506 888 580 4 1 0 4 18 1 6 4
Story "Ames 4-2" 345 180 157 0 1 0 1 5 0 1 0
Story "Ames 4-3" 654 437 193 1 3 0 1 12 0 7 0
Story "Ames 4-4" 1449 1042 364 0 1 0 2 29 0 7 4
Story "Ames 4-5" 1764 1161 558 1 0 0 7 27 1 2 7
Story Collins/Collins 467 118 333 0 1 0 0 10 1 3 1
Story Franklin/Gilbert 2416 1140 1211 2 4 0 7 30 0 11 11
Story "Grant Twp" 273 117 146 1 0 0 1 7 0 1 0
Story Howard/Roland 1197 500 674 2 0 0 2 16 1 0 2
Story Huxley 2463 1063 1319 1 2 1 4 54 0 7 12
Story "Indian Creek/Maxwell" 907 302 588 0 1 0 3 10 0 1 2
Story "Lafayette Twp" 274 87 181 0 0 0 0 5 0 0 1
Story Lincoln/Zearing 431 129 297 1 1 0 1 2 0 0 0
Story "Milford Twp" 348 145 194 0 0 0 0 8 0 0 1
Story "Nevada 1" 873 427 415 2 2 1 5 15 0 2 4
Story "Nevada 2" 859 478 359 1 0 1 2 13 0 4 1
Story "Nevada 3/Grant 3" 984 493 464 0 1 0 4 15 0 1 6
Story "Nevada 4" 947 446 470 1 3 0 6 20 0 0 1
Story "Nevada Twp" 481 176 297 0 0 0 0 6 0 0 2
Story "New Albany/Colo" 673 217 439 0 1 0 1 12 1 2 0
Story "Palestine Twp" 523 186 326 0 0 0 0 8 2 0 1
Story "Richland Twp" 232 72 157 0 0 0 0 2 0 1 0
Story "Sherman Twp" 113 24 85 0 0 0 1 2 0 0 1
Story Slater/Sheldahl 1096 475 585 1 1 0 0 27 1 3 3
Story "Story City" 2045 915 1079 0 2 1 5 33 1 4 5
Story Union/Cambridge 800 314 458 0 0 0 1 19 1 6 1
Story Warren/McCallsburg 338 93 238 0 1 1 0 3 0 1 1
Story Washington/Kelley 542 222 304 1 0 0 3 7 0 0 5
Tama "PERRY/BUCKINGHAM/E. CRYSTAL" 1232 404 794 1 4 1 3 15 1 4 5
Tama CARLTON 486 174 306 0 0 0 2 2 0 1 1
Tama "CARROLL/ONEIDA/N. OTTER CREEK" 411 104 301 0 0 0 1 4 0 0 1
Tama CLARK/GENESEO 1169 370 773 0 0 0 3 20 0 1 2
Tama COLUMBIA/TAMA 1354 652 679 0 0 1 1 13 0 3 5
Tama "SPRING CREEK/W. CRYSTAL" 836 228 591 0 2 0 2 9 0 0 4
Tama GRANT 178 45 130 0 0 0 0 2 0 0 1
Tama "HIGHLAND/INDIAN VILLAGE" 490 164 320 0 1 0 2 3 0 0 0
Tama "INDIAN SETTLEMENT" 524 486 28 0 0 0 1 1 0 7 1
Tama "S. OTTER CREEK" 100 36 63 0 0 0 0 1 0 0 0
Tama LINCOLN 217 49 168 0 0 0 0 0 0 0 0
Tama "RICHLAND/SALT CREEK" 316 91 219 0 1 1 0 4 0 0 0
Tama HOWARD/TOLEDO 374 127 243 0 0 0 0 3 0 1 0
Tama "TOLEDO CITY" 1063 555 485 1 3 0 3 10 1 3 2
Tama YORK 298 92 203 0 1 0 1 0 0 1 0
Taylor Blockton 178 30 146 0 0 1 0 1 0 0 0
Taylor Clearfield 220 50 168 0 0 0 0 2 0 0 0
Taylor Gravity 232 47 182 0 1 0 0 1 0 0 1
Taylor "New Market" 450 93 354 0 0 0 0 0 0 2 1
Taylor Lenox 970 308 644 1 1 0 1 6 0 4 5
Taylor "Bedford City" 772 143 621 0 0 1 0 4 0 3 0
Taylor "Township District 3" 427 75 348 0 0 0 0 3 0 1 0
Union Afton 846 220 614 1 0 0 0 6 0 2 3
Union Arispe 271 73 192 0 0 1 0 5 0 0 0
Union "CS1 Salem Lutheran Church" 594 223 356 0 1 1 1 8 1 3 0
Union "CS2 SWCC" 1528 477 1028 0 3 1 2 11 0 3 3
Union "CS3 Trinity Lutheran Church" 770 336 423 1 0 0 2 5 0 1 2
Union "CS4 Supertel" 754 266 472 3 2 0 3 3 1 1 3
Union "CS5 Crest Baptist Church" 1022 366 633 1 0 1 2 16 0 1 2
Union Lorimor 400 100 292 0 0 0 0 7 0 0 1
"Van Buren" Birmingham 586 115 461 0 0 0 1 4 0 4 1
"Van Buren" Bonaparte 517 122 384 1 1 1 2 4 0 1 1
"Van Buren" Cantril 224 46 174 0 1 0 0 1 1 1 0
"Van Buren" Douds 453 91 355 0 1 0 0 2 0 1 3
"Van Buren" Farmington 473 107 360 0 0 0 1 2 0 0 3
"Van Buren" Keosauqua 1031 300 718 1 0 1 1 7 0 0 3
"Van Buren" Milton 286 55 230 0 0 0 0 1 0 0 0
"Van Buren" Stockport 221 39 177 0 2 0 1 2 0 0 0
Wapello OT/01 981 391 564 1 0 0 0 19 0 4 2
Wapello OT/02 1307 563 720 1 1 0 0 20 0 1 1
Wapello OT/03 1527 709 785 0 1 2 2 20 0 4 4
Wapello OT/04 724 320 384 1 0 0 1 13 0 2 3
Wapello OT/05 725 352 359 1 2 0 1 7 0 2 1
Wapello OT/06 824 350 460 0 1 0 3 7 0 2 1
Wapello OT/07 808 335 454 0 0 0 1 15 1 1 1
Wapello OT/08 1013 346 649 0 0 0 5 13 0 0 0
Wapello OT/09 1236 561 654 2 0 1 1 14 1 1 1
Wapello OT/10 972 434 524 0 1 0 3 8 0 1 1
Wapello AD/BL/PO 764 172 577 0 0 0 1 11 0 2 1
Wapello AGT/AGC/PL 781 243 526 0 1 0 0 9 1 1 0
Wapello CS/CH 113 22 88 0 0 0 0 3 0 0 0
