COUNTY AREA TOTAL DEM REP LMN IND Writein
COUNTY AREA TOTAL Smith Housley Wellington Trooien Writein
Douglas "Evansville Twp" 123 38 80 4 1 0
Douglas Forada 84 33 47 4 0 0
Douglas Garfield 114 50 58 3 3 0
Douglas "Holmes City Twp" 466 175 282 8 1 0
Douglas "Hudson Twp" 474 132 322 14 6 0
Douglas "Ida Twp" 764 286 456 16 6 0
Douglas Kensington 123 45 72 6 0 0
Douglas "La Grand Twp" 2326 864 1400 46 16 0
Douglas "Lake Mary Twp" 591 209 364 12 5 1
Douglas "Leaf Valley Twp" 268 85 173 8 2 0
Douglas "Lund Twp" 170 53 108 7 2 0
Douglas Millerville 36 14 20 1 1 0
Douglas "Millerville Twp" 172 50 117 4 1 0
Douglas Miltona 166 66 90 7 3 0
Douglas "Miltona Twp" 497 202 279 12 4 0
Douglas "Moe Twp" 430 147 268 7 8 0
Douglas Nelson 65 17 44 4 0 0
Douglas "Orange Twp" 156 49 101 6 0 0
Douglas Osakis 625 250 349 21 5 0
Douglas "Osakis Twp" 318 97 217 1 3 0
Douglas "Solem Twp" 122 39 82 0 1 0
Douglas "Spruce Hill Twp" 188 50 132 3 3 0
Douglas "Urness Twp" 136 44 87 3 2 0
Faribault "Barber Twp" 124 39 81 2 2 0
Faribault "Blue Earth W-1" 454 198 230 19 7 0
Faribault "Blue Earth W-2" 544 214 308 20 2 0
Faribault "Blue Earth W-3" 364 128 213 19 4 0
Faribault "Blue Earth City Twp" 223 85 129 6 3 0
Faribault Bricelyn 152 70 69 10 3 0
Faribault "Brush Creek Twp" 103 39 62 2 0 0
Faribault "Clark Twp" 137 37 93 3 4 0
Faribault Delavan 73 27 41 5 0 0
Faribault "Delavan Twp" 165 41 118 5 1 0
Faribault "Dunbar Twp" 115 29 85 1 0 0
Faribault Easton 105 49 51 3 2 0
Faribault Elmore 186 58 110 16 2 0
Faribault "Elmore Twp" 97 28 68 0 1 0
Faribault "Emerald Twp" 122 25 94 2 1 0
Faribault "Foster Twp" 141 49 86 4 2 0
Faribault Frost 83 41 37 4 1 0
Faribault "Jo Daviess Twp" 114 45 65 4 0 0
Faribault Kiester 239 134 77 24 4 0
Faribault "Kiester Twp" 116 49 58 7 2 0
Faribault "Lura Twp" 86 39 42 1 4 0
Faribault "Minnesota Lake" 304 124 158 15 7 0
Faribault "Minnesota Lake Twp" 95 36 53 2 4 0
Faribault "Pilot Grove Twp" 62 17 44 1 0 0
Faribault "Prescott Twp" 97 28 68 1 0 0
Faribault "Rome Twp" 74 17 51 3 3 0
Faribault "Seely Twp" 96 43 50 1 2 0
Faribault "Verona Twp" 203 59 136 7 1 0
Faribault "Walnut Lake Twp" 105 30 72 2 1 0
Faribault Walters 27 13 13 1 0 0
Faribault Wells 957 425 480 45 7 0
Faribault Winnebago 501 178 292 25 6 0
Faribault "Winnebago Twp" 91 31 56 1 3 0
Fillmore "Amherst Twp" 139 74 55 5 5 0
Fillmore "Arendahl Twp" 172 62 102 7 1 0
Fillmore "Beaver Twp" 130 52 76 2 0 0
Fillmore "Bloomfield Twp" 156 60 94 0 2 0
Fillmore "Bristol Twp" 127 59 59 7 2 0
Fillmore Canton 93 38 48 6 1 0
Fillmore "Canton Twp" 127 62 61 1 3 0
Fillmore "Carimona Twp" 180 85 90 4 1 0
Fillmore "Carrolton Twp" 203 88 106 7 2 0
Fillmore Chatfield 677 313 338 18 7 1
Fillmore "Chatfield Twp" 281 116 153 9 3 0
Fillmore "Fillmore Twp" 246 63 168 8 6 1
Fillmore "Forestville Twp" 192 60 122 5 5 0
Fillmore Fountain 178 70 96 10 2 0
Fillmore "Fountain Twp" 159 56 99 1 2 1
Fillmore Harmony 510 246 232 29 3 0
Fillmore "Harmony Twp" 156 79 73 3 1 0
Fillmore "Holt Twp" 153 79 69 4 1 0
Fillmore "Jordan Twp" 189 61 125 3 0 0
Fillmore Lanesboro 500 319 157 23 1 0
Fillmore Mabel 276 170 88 16 2 0
Fillmore "Newburg Twp" 138 79 59 0 0 0
Fillmore "Norway Twp" 167 88 76 3 0 0
Fillmore Ostrander 103 45 53 3 2 0
Fillmore Peterson 106 56 38 12 0 0
Fillmore "Pilot Mound Twp" 184 85 93 4 2 0
Fillmore "Preble Twp" 101 51 44 6 0 0
Fillmore Preston 622 317 276 22 7 0
Fillmore "Preston Twp" 118 49 65 2 1 1
Fillmore Rushford 808 382 380 39 7 0
Fillmore "Rushford Village" 429 177 237 10 5 0
Fillmore "Spring Valley" 1089 435 592 48 14 0
Fillmore "Spring Valley Twp" 288 121 159 4 4 0
Fillmore "Sumner Twp" 245 68 172 3 1 1
Fillmore Whalan 37 22 13 2 0 0
Fillmore Wykoff 228 88 123 13 4 0
Fillmore "York Twp" 150 56 91 2 1 0
Freeborn "Albert Lea W-1 P-1" 1862 932 858 44 28 0
Freeborn "Albert Lea W-1 P-2" 55 24 25 5 1 0
Freeborn "Albert Lea W-2 P-1" 1015 494 443 66 12 0
Freeborn "Albert Lea W-3 P-1" 1432 710 629 70 22 1
Freeborn "Albert Lea W-4 P-1" 1357 672 593 80 12 0
Freeborn "Albert Lea W-5 P-1" 815 429 307 68 11 0
Freeborn "Albert Lea W-6 P-1" 937 468 387 72 10 0
Freeborn "Albert Lea Twp P-1" 323 153 158 10 2 0
Freeborn "Albert Lea Twp P-2" 0 0 0 0 0 0
Freeborn Alden 287 125 150 9 3 0
Freeborn "Alden Twp" 161 61 93 6 1 0
Freeborn "Bancroft Twp" 485 208 261 14 2 0
Freeborn "Bath Twp" 221 86 123 7 5 0
Freeborn "Carlston Twp" 146 56 86 3 1 0
Freeborn "Clarks Grove" 306 116 168 16 6 0
Freeborn Conger 67 27 36 3 1 0
Freeborn Emmons 182 83 85 9 5 0
Freeborn Freeborn 116 45 61 8 2 0
Freeborn "Freeborn Twp" 130 51 73 6 0 0
Freeborn "Freeman Twp" 245 111 123 8 3 0
Freeborn Geneva 270 107 142 20 1 0
Freeborn "Geneva Twp" 212 73 133 5 1 0
Freeborn Glenville 307 160 133 13 1 0
Freeborn Hartland 147 54 80 9 4 0
Freeborn "Hartland Twp" 152 52 92 4 4 0
Freeborn Hayward 122 58 56 6 2 0
Freeborn "Hayward Twp" 204 74 121 7 2 0
Freeborn Hollandale 141 26 105 9 1 0
Freeborn "London Twp" 139 62 69 6 2 0
Freeborn Manchester 26 10 15 1 0 0
Freeborn "Manchester Twp" 224 101 109 9 5 0
Freeborn "Mansfield Twp" 122 56 64 2 0 0
Freeborn "Moscow Twp" 292 123 153 11 5 0
Freeborn Myrtle 21 13 7 1 0 0
Freeborn "Newry Twp" 190 61 124 4 1 0
Freeborn "Nunda Twp" 188 86 94 5 3 0
Freeborn "Oakland Twp" 172 90 78 4 0 0
Freeborn "Pickerel Lake Twp" 360 145 202 12 1 0
Freeborn "Riceland Twp" 227 88 130 5 4 0
Freeborn "Shell Rock Twp" 188 72 103 11 2 0
Freeborn "Twin Lakes" 51 31 20 0 0 0
Goodhue Bellechester 49 17 29 3 0 0
Goodhue "Belle Creek Twp" 275 99 171 4 1 0
Goodhue "Belvidere Twp" 240 59 175 4 2 0
Goodhue "Cannon Falls P-1" 969 445 463 48 12 1
Goodhue "Cannon Falls P-2" 970 407 513 36 14 0
Goodhue "Cannon Falls Twp" 612 244 352 10 6 0
Goodhue "Cherry Grove Twp" 180 52 123 4 1 0
Goodhue Dennison 89 21 57 10 1 0
Goodhue "Featherstone Twp" 454 205 229 9 11 0
Goodhue "Florence Twp" 898 372 480 32 14 0
Goodhue Goodhue 502 153 326 17 6 0
Goodhue "Goodhue Twp" 275 71 192 7 5 0
Goodhue "Hay Creek Twp" 522 205 295 12 10 0
Goodhue "Holden Twp" 241 81 156 2 2 0
Goodhue Kenyon 822 336 428 48 10 0
Goodhue "Kenyon Twp" 197 56 135 3 3 0
Goodhue "Lake City" 431 211 206 9 5 0
Goodhue "Leon Twp" 497 207 272 14 4 0
Goodhue "Minneola Twp" 353 145 198 7 3 0
Goodhue "Pine Island" 1164 493 604 51 16 0
Goodhue "Pine Island Twp" 310 118 178 5 9 0
Goodhue "Red Wing W-1 P-1" 986 459 474 39 13 1
Goodhue "Red Wing W-1 P-2" 1094 520 513 49 12 0
Goodhue "Red Wing W-2 P-1" 1053 579 414 49 10 1
Goodhue "Red Wing W-2 P-2" 936 479 403 42 12 0
Goodhue "Red Wing W-3 P-1" 1122 639 418 50 15 0
Goodhue "Red Wing W-3 P-2" 920 459 419 36 5 1
Goodhue "Red Wing W-4 P-1" 829 499 260 60 10 0
Goodhue "Red Wing W-4 P-2" 835 448 321 60 6 0
Goodhue "Roscoe Twp" 406 140 259 2 5 0
Goodhue "Stanton Twp" 629 257 346 17 8 1
Goodhue "Vasa Twp" 504 211 271 13 9 0
Goodhue "Wacouta Twp" 274 145 122 6 1 0
Goodhue Wanamingo 476 155 303 17 1 0
Goodhue "Wanamingo Twp" 254 58 192 4 0 0
Goodhue "Warsaw Twp" 337 148 181 6 2 0
Goodhue "Welch Twp" 413 184 206 18 5 0
Goodhue "Zumbrota P-1" 722 317 374 23 7 1
Goodhue "Zumbrota P-2" 902 367 501 20 14 0
Goodhue "Zumbrota Twp" 329 107 202 12 8 0
Grant Ashby 211 101 100 7 3 0
Grant Barrett 181 88 77 13 3 0
Grant "Delaware Twp" 57 31 26 0 0 0
Grant "Elbow Lake" 572 238 306 24 4 0
Grant "Elbow Lake Twp" 82 28 51 2 1 0
Grant "Elk Lake Twp" 173 71 98 1 3 0
Grant "Erdahl Twp" 245 104 133 6 2 0
Grant "Gorton Twp" 31 9 22 0 0 0
Grant Herman 189 91 87 10 1 0
Grant Hoffman 272 132 121 19 0 0
Grant "Land Twp" 120 46 70 4 0 0
Grant "Lawrence Twp" 53 12 37 3 1 0
Grant "Lien Twp" 76 35 38 1 2 0
Grant "Logan Twp" 42 22 20 0 0 0
Grant "Macsville Twp" 62 30 30 2 0 0
Grant Norcross 32 14 18 0 0 0
Grant "North Ottawa Twp" 28 10 18 0 0 0
Grant "Pelican Lake Twp" 285 108 169 7 1 0
Grant "Pomme de Terre Twp" 89 34 48 5 2 0
Grant "Roseville Twp" 64 19 41 3 1 0
Grant "Sanford Twp" 98 42 53 3 0 0
Grant "Stony Brook Twp" 88 41 42 3 2 0
Grant Wendell 78 33 40 5 0 0
Hennepin "Bloomington W-1 P-7" 1251 702 497 42 9 1
Hennepin "Bloomington W-1 P-8" 1416 794 554 56 12 0
Hennepin "Bloomington W-1 P-9" 1079 689 321 57 12 0
Hennepin "Bloomington W-1 P-10" 1693 1037 565 69 21 1
Hennepin "Bloomington W-1 P-12" 1694 1090 551 42 11 0
Hennepin "Bloomington W-1 P-14" 1531 857 591 61 21 1
Hennepin "Bloomington W-1 P-15" 1090 601 445 29 15 0
Hennepin "Bloomington W-1 P-30" 1633 959 598 60 15 1
Hennepin "Bloomington W-2 P-13" 1688 979 635 61 13 0
Hennepin "Bloomington W-2 P-16" 2431 1487 859 65 19 1
Hennepin "Bloomington W-2 P-21" 1309 746 516 41 5 1
Hennepin "Bloomington W-2 P-23" 1593 961 527 91 14 0
Hennepin "Bloomington W-2 P-24" 1537 846 650 28 13 0
Hennepin "Bloomington W-2 P-25" 1263 630 601 24 8 0
Hennepin "Bloomington W-2 P-26" 1583 912 611 43 16 1
Hennepin "Bloomington W-2 P-27" 1180 687 457 27 7 2
Hennepin "Bloomington W-3 P-5" 1894 1167 647 64 16 0
Hennepin "Bloomington W-3 P-11" 1157 679 436 32 10 0
Hennepin "Bloomington W-3 P-17" 1147 681 441 20 3 2
Hennepin "Bloomington W-3 P-18" 1221 721 480 14 5 1
Hennepin "Bloomington W-3 P-19" 1786 1125 594 52 15 0
Hennepin "Bloomington W-3 P-20" 1492 887 533 63 9 0
Hennepin "Bloomington W-3 P-22" 1620 875 690 37 15 3
Hennepin "Bloomington W-3 P-28" 1478 851 601 17 8 1
Hennepin "Bloomington W-3 P-29" 1127 717 351 50 8 1
Hennepin "Bloomington W-4 P-1" 1297 831 391 51 23 1
Hennepin "Bloomington W-4 P-2" 1506 1034 375 88 9 0
Hennepin "Bloomington W-4 P-3" 1419 824 495 82 17 1
Hennepin "Bloomington W-4 P-4" 1304 795 435 60 14 0
Hennepin "Bloomington W-4 P-6" 1593 950 569 58 14 2
Hennepin "Bloomington W-4 P-31" 727 432 243 40 10 2
Hennepin "Bloomington W-4 P-32" 1074 702 305 58 8 1
Hennepin "Brooklyn Center P-1" 1479 990 364 109 15 1
Hennepin "Brooklyn Center P-2" 1245 897 248 82 17 1
Hennepin "Brooklyn Center P-3" 1659 1115 445 82 15 2
Hennepin "Brooklyn Center P-4" 1851 1238 450 136 26 1
Hennepin "Brooklyn Center P-5" 1936 1277 520 114 24 1
Hennepin "Brooklyn Center P-6" 1288 847 323 102 14 2
Hennepin "Brooklyn Center P-7" 1025 728 226 66 4 1
Hennepin "Brooklyn Park W-C P-1" 859 645 160 46 6 2
Hennepin "Brooklyn Park W-C P-2" 1055 705 300 39 7 4
Hennepin "Brooklyn Park W-C P-3" 1219 848 280 80 11 0
Hennepin "Brooklyn Park W-C P-4" 1036 750 220 60 4 2
Hennepin "Brooklyn Park W-C P-5" 1718 1045 602 54 17 0
Hennepin "Brooklyn Park W-C P-6" 1729 1064 577 60 26 2
Hennepin "Brooklyn Park W-C P-7" 1936 1177 678 70 8 3
Hennepin "Brooklyn Park W-C P-8" 2078 1114 887 58 19 0
Hennepin "Brooklyn Park W-E P-1-A" 1159 767 321 63 8 0
Hennepin "Brooklyn Park W-E P-1-O" 1304 882 326 84 12 0
Hennepin "Brooklyn Park W-E P-2" 1543 937 513 75 16 2
Hennepin "Brooklyn Park W-E P-3" 859 592 220 43 4 0
Hennepin "Brooklyn Park W-E P-4-A" 1814 1009 750 50 5 0
Hennepin "Brooklyn Park W-E P-4-O" 1134 643 454 30 7 0
Hennepin "Brooklyn Park W-E P-5" 645 376 246 22 1 0
Hennepin "Brooklyn Park W-E P-6-A" 1634 929 606 80 19 0
Hennepin "Brooklyn Park W-E P-6-O" 1817 1097 656 51 13 0
Hennepin "Brooklyn Park W-W P-1-O" 1195 756 358 72 9 0
Hennepin "Brooklyn Park W-W P-1-R" 1912 1220 565 107 19 1
Hennepin "Brooklyn Park W-W P-2" 918 617 236 60 5 0
Hennepin "Brooklyn Park W-W P-3" 1503 1106 267 115 13 2
Hennepin "Brooklyn Park W-W P-4" 1453 933 444 66 9 1
Hennepin "Brooklyn Park W-W P-5" 1078 762 239 65 12 0
Hennepin "Brooklyn Park W-W P-6" 415 247 143 20 5 0
Hennepin "Champlin W-1 P-1" 3206 1559 1492 122 31 2
Hennepin "Champlin W-2 P-1" 3213 1584 1519 86 23 1
Hennepin "Champlin W-3 P-1" 2538 1237 1175 101 23 2
Hennepin "Champlin W-4 P-1" 2670 1341 1195 101 30 3
Hennepin "Chanhassen P-1" 0 0 0 0 0 0
Hennepin "Chanhassen P-2" 0 0 0 0 0 0
Hennepin "Corcoran P-1" 1651 493 1107 34 17 0
Hennepin "Corcoran P-2" 1383 516 809 43 15 0
Hennepin "Crystal W-1 P-1" 1604 991 525 74 14 0
Hennepin "Crystal W-1 P-2" 701 453 203 37 8 0
Hennepin "Crystal W-1 P-3" 452 268 156 22 6 0
Hennepin "Crystal W-2 P-1" 1397 867 436 79 14 1
Hennepin "Crystal W-2 P-2" 1099 688 352 47 11 1
Hennepin "Crystal W-2 P-3" 518 350 134 29 5 0
Hennepin "Crystal W-3 P-1" 992 644 287 52 9 0
Hennepin "Crystal W-3 P-2" 1423 852 466 90 14 1
Hennepin "Crystal W-3 P-3" 331 197 110 20 4 0
Hennepin "Crystal W-4 P-1" 1326 783 446 85 12 0
Hennepin "Crystal W-4 P-2" 1091 631 378 64 16 2
Hennepin "Dayton P-1" 677 280 372 21 4 0
Hennepin "Dayton P-2" 585 235 331 18 1 0
Hennepin "Dayton P-3" 1793 725 976 64 28 0
Hennepin "Deephaven P-1" 1100 567 518 9 5 1
Hennepin "Deephaven P-2" 1291 683 577 23 8 0
Hennepin "Eden Prairie P-1" 1504 843 605 39 17 0
Hennepin "Eden Prairie P-2" 1609 906 651 39 12 1
Hennepin "Eden Prairie P-3" 1553 921 573 47 11 1
Hennepin "Eden Prairie P-4" 1573 954 561 43 15 0
Hennepin "Eden Prairie P-5" 1844 1037 732 58 17 0
Hennepin "Eden Prairie P-6" 1508 858 582 53 13 2
Hennepin "Eden Prairie P-7" 1377 754 569 41 12 1
Hennepin "Eden Prairie P-8" 1122 573 516 27 6 0
Hennepin "Eden Prairie P-9" 1956 1023 869 49 15 0
Hennepin "Eden Prairie P-10" 1776 923 786 46 20 1
Hennepin "Eden Prairie P-11" 1095 724 324 40 7 0
Hennepin "Eden Prairie P-12" 1717 1055 609 44 9 0
Hennepin "Eden Prairie P-13" 1554 912 580 47 15 0
Hennepin "Eden Prairie P-14" 2303 1268 969 48 17 1
Hennepin "Eden Prairie P-15" 1738 1029 655 44 9 1
Hennepin "Eden Prairie P-16" 2269 1240 969 43 17 0
Hennepin "Eden Prairie P-17" 1375 721 623 13 16 2
Hennepin "Eden Prairie P-18" 2163 995 1128 22 18 0
Hennepin "Eden Prairie P-19A" 1983 1010 934 26 10 3
Hennepin "Eden Prairie P-19B" 879 532 324 17 6 0
Hennepin "Edina P-1A" 1634 946 642 33 12 1
Hennepin "Edina P-1B" 1791 947 811 21 10 2
Hennepin "Edina P-2" 1251 832 388 24 7 0
Hennepin "Edina P-3" 1992 1103 866 18 4 1
Hennepin "Edina P-4" 1680 1195 451 23 11 0
Hennepin "Edina P-5" 1834 1004 795 28 6 1
Hennepin "Edina P-6" 1644 989 618 26 11 0
Hennepin "Edina P-7" 1199 731 443 15 10 0
Hennepin "Edina P-8" 1609 960 624 10 12 3
Hennepin "Edina P-9" 1452 939 470 35 8 0
Hennepin "Edina P-10C" 1239 672 541 18 8 0
Hennepin "Edina P-11" 1762 1079 646 28 9 0
Hennepin "Edina P-12" 676 386 274 13 3 0
Hennepin "Edina P-13" 1089 737 309 35 7 1
Hennepin "Edina P-14" 1719 1185 495 30 9 0
Hennepin "Edina P-15C" 1582 895 662 16 9 0
Hennepin "Edina P-16" 1673 1018 611 32 11 1
Hennepin "Edina P-17" 1439 961 427 36 15 0
Hennepin "Edina P-18" 2241 1499 677 41 23 1
Hennepin "Edina P-19C" 1094 595 474 13 11 1
Hennepin "Excelsior P-1" 1230 676 495 47 11 1
Hennepin "Fort Snelling P-1" 100 63 32 4 0 1
Hennepin "Golden Valley P-1" 1557 1164 350 35 8 0
Hennepin "Golden Valley P-2" 2137 1546 517 55 19 0
Hennepin "Golden Valley P-3" 1604 1218 340 37 9 0
Hennepin "Golden Valley P-4" 1497 995 452 38 10 2
Hennepin "Golden Valley P-5" 1410 1059 310 31 9 1
Hennepin "Golden Valley P-6" 1852 1245 527 66 14 0
Hennepin "Golden Valley P-7" 1682 1150 477 42 12 1
Hennepin "Golden Valley P-8" 1833 1284 477 53 18 1
Hennepin "Greenfield P-1" 1634 495 1086 40 13 0
Hennepin "Greenwood P-1" 503 237 250 15 1 0
Hennepin "Hanover P-1" 332 106 209 13 4 0
Hennepin "Hopkins P-1" 1168 814 288 54 11 1
Hennepin "Hopkins P-2" 1703 1216 409 66 9 3
Hennepin "Hopkins P-3" 1133 711 336 76 9 1
Hennepin "Hopkins P-4" 1532 1080 389 57 6 0
Hennepin "Hopkins P-5" 1319 938 327 43 11 0
Hennepin "Hopkins P-6" 1608 1047 476 67 17 1
Hennepin "Independence P-1" 2164 787 1316 37 24 0
Hennepin "Long Lake P-1" 975 512 422 28 11 2
Hennepin "Loretto P-1" 364 128 223 11 2 0
Hennepin "Maple Grove P-1" 1544 811 681 36 16 0
Hennepin "Maple Grove P-2" 1426 731 638 49 7 1
Hennepin "Maple Grove P-3" 1217 629 537 44 7 0
Hennepin "Maple Grove P-4" 1147 565 534 36 12 0
Hennepin "Maple Grove P-5" 1460 736 663 47 13 1
Hennepin "Maple Grove P-6" 1417 769 592 47 9 0
Hennepin "Maple Grove P-7" 1677 873 766 29 9 0
Hennepin "Maple Grove P-8" 1516 705 767 35 9 0
Hennepin "Maple Grove P-9" 1646 803 782 49 12 0
Hennepin "Maple Grove P-10" 1667 888 718 50 9 2
Hennepin "Maple Grove P-11" 1840 948 839 43 8 2
Hennepin "Maple Grove P-12" 1480 815 628 29 8 0
Hennepin "Maple Grove P-13" 1511 833 620 46 12 0
Hennepin "Maple Grove P-14" 1266 604 623 32 7 0
Hennepin "Maple Grove P-15" 1425 782 579 53 11 0
Hennepin "Maple Grove P-16" 1678 841 792 30 14 1
Hennepin "Maple Grove P-17" 1502 816 623 52 11 0
Hennepin "Maple Grove P-18" 1717 932 737 37 10 1
Hennepin "Maple Grove P-19" 1196 569 597 18 12 0
Hennepin "Maple Grove P-20" 1988 897 1040 35 16 0
Hennepin "Maple Grove P-21" 1651 844 767 32 7 1
Hennepin "Maple Grove P-22" 1519 685 808 22 4 0
Hennepin "Maple Grove P-23" 1183 596 531 42 14 0
Hennepin "Maple Grove P-24" 946 521 382 29 13 1
Hennepin "Maple Plain P-1" 845 401 398 38 8 0
Hennepin "Medicine Lake P-1" 238 147 79 6 6 0
Hennepin "Medina P-1A" 1317 553 719 33 12 0
Hennepin "Medina P-1B" 2193 964 1181 35 12 1
Hennepin "Minneapolis W-1 P-1" 804 614 127 55 8 0
Hennepin "Minneapolis W-1 P-2" 2362 1866 381 103 11 1
Hennepin "Minneapolis W-1 P-3" 2155 1785 289 63 18 0
Hennepin "Minneapolis W-1 P-4" 1953 1608 263 66 15 1
Hennepin "Minneapolis W-1 P-5" 1656 1353 248 47 7 1
Hennepin "Minneapolis W-1 P-6" 1965 1617 241 94 13 0
Hennepin "Minneapolis W-1 P-7" 1626 1351 178 82 15 0
Hennepin "Minneapolis W-1 P-8" 1248 1043 137 60 6 2
Hennepin "Minneapolis W-1 P-9" 2096 1745 232 103 15 1
Hennepin "Minneapolis W-1 P-10" 808 626 136 39 7 0
Hennepin "Minneapolis W-2 P-1" 1218 1028 124 56 9 1
Hennepin "Minneapolis W-2 P-2" 1293 1162 85 33 11 2
Hennepin "Minneapolis W-2 P-3" 1551 1298 151 83 18 1
Hennepin "Minneapolis W-2 P-4" 1032 791 190 45 6 0
Hennepin "Minneapolis W-2 P-5" 1863 1628 161 60 12 2
Hennepin "Minneapolis W-2 P-6" 1086 955 97 23 8 3
Hennepin "Minneapolis W-2 P-7" 630 512 61 48 7 2
Hennepin "Minneapolis W-2 P-8" 2415 2111 241 45 17 1
Hennepin "Minneapolis W-2 P-9" 741 650 56 24 10 1
Hennepin "Minneapolis W-2 P-10" 1347 998 275 56 18 0
Hennepin "Minneapolis W-2 P-11" 1272 1096 150 22 3 1
Hennepin "Minneapolis W-3 P-1" 2564 1980 467 98 19 0
Hennepin "Minneapolis W-3 P-2" 2401 2011 292 91 7 0
Hennepin "Minneapolis W-3 P-3" 2805 2369 340 75 19 2
Hennepin "Minneapolis W-3 P-4" 951 807 104 31 6 3
Hennepin "Minneapolis W-3 P-5" 1395 1129 199 52 14 1
Hennepin "Minneapolis W-3 P-6" 2503 2090 282 116 15 0
Hennepin "Minneapolis W-3 P-7" 2057 1609 396 40 11 1
Hennepin "Minneapolis W-3 P-8" 1435 1119 282 24 8 2
Hennepin "Minneapolis W-3 P-9" 2260 1758 442 45 15 0
Hennepin "Minneapolis W-3 P-10" 899 714 121 57 7 0
Hennepin "Minneapolis W-3 P-11" 1329 1036 262 24 7 0
Hennepin "Minneapolis W-3 P-12" 767 598 145 21 2 1
Hennepin "Minneapolis W-4 P-1" 1214 921 202 80 9 2
Hennepin "Minneapolis W-4 P-2" 1777 1322 299 137 17 2
Hennepin "Minneapolis W-4 P-3" 874 693 91 80 8 2
Hennepin "Minneapolis W-4 P-4" 1939 1495 316 105 21 2
Hennepin "Minneapolis W-4 P-5" 1780 1431 181 155 12 1
Hennepin "Minneapolis W-4 P-6" 1249 984 140 115 9 1
Hennepin "Minneapolis W-4 P-7" 1430 1096 258 65 11 0
Hennepin "Minneapolis W-4 P-8" 1526 1235 176 104 9 2
Hennepin "Minneapolis W-5 P-1" 1449 1219 106 112 10 2
Hennepin "Minneapolis W-5 P-2" 1165 937 110 102 16 0
Hennepin "Minneapolis W-5 P-3" 897 737 64 89 5 2
Hennepin "Minneapolis W-5 P-4" 992 837 72 75 7 1
Hennepin "Minneapolis W-5 P-5" 950 806 69 69 5 1
Hennepin "Minneapolis W-5 P-6C" 448 380 45 22 1 0
Hennepin "Minneapolis W-5 P-7" 1266 1079 80 101 6 0
Hennepin "Minneapolis W-5 P-8" 1162 916 120 113 13 0
Hennepin "Minneapolis W-5 P-9" 1164 996 87 71 10 0
Hennepin "Minneapolis W-6 P-1" 703 639 39 23 2 0
Hennepin "Minneapolis W-6 P-2" 1809 1688 63 46 11 1
Hennepin "Minneapolis W-6 P-3" 1870 1742 76 38 12 2
Hennepin "Minneapolis W-6 P-4" 1477 1032 356 58 30 1
Hennepin "Minneapolis W-6 P-5" 866 781 49 30 6 0
Hennepin "Minneapolis W-6 P-6" 879 746 79 46 6 2
Hennepin "Minneapolis W-6 P-7" 585 500 44 34 7 0
Hennepin "Minneapolis W-6 P-8" 899 778 71 47 2 1
Hennepin "Minneapolis W-6 P-9" 1498 1307 94 85 12 0
Hennepin "Minneapolis W-7 P-1C" 960 858 74 23 5 0
Hennepin "Minneapolis W-7 P-2D" 1376 1142 210 19 5 0
Hennepin "Minneapolis W-7 P-3" 2315 1999 249 55 11 1
Hennepin "Minneapolis W-7 P-4D" 2149 1698 397 40 12 2
Hennepin "Minneapolis W-7 P-5" 1904 1651 181 62 9 1
Hennepin "Minneapolis W-7 P-6" 2274 1726 418 109 19 2
Hennepin "Minneapolis W-7 P-7" 988 836 131 18 2 1
Hennepin "Minneapolis W-7 P-8" 3151 2582 453 85 29 2
Hennepin "Minneapolis W-7 P-9" 2243 1947 235 45 15 1
Hennepin "Minneapolis W-7 P-10" 672 588 47 32 5 0
Hennepin "Minneapolis W-8 P-1" 1037 909 65 55 6 2
Hennepin "Minneapolis W-8 P-2" 2398 2132 163 85 18 0
Hennepin "Minneapolis W-8 P-3" 1222 1059 74 82 4 3
Hennepin "Minneapolis W-8 P-4" 1350 1200 92 53 5 0
Hennepin "Minneapolis W-8 P-5" 2148 1884 176 73 12 3
Hennepin "Minneapolis W-8 P-6" 2135 1914 134 76 11 0
Hennepin "Minneapolis W-8 P-7" 2676 2410 211 44 11 0
Hennepin "Minneapolis W-8 P-8" 2490 2162 235 82 8 3
Hennepin "Minneapolis W-9 P-1" 1060 942 50 58 10 0
Hennepin "Minneapolis W-9 P-2" 2182 1998 102 77 4 1
Hennepin "Minneapolis W-9 P-3" 1430 1181 153 82 11 3
Hennepin "Minneapolis W-9 P-4" 996 854 66 60 16 0
Hennepin "Minneapolis W-9 P-5" 471 397 39 30 5 0
Hennepin "Minneapolis W-9 P-6" 1945 1672 170 87 14 2
Hennepin "Minneapolis W-9 P-7" 1150 1016 78 49 5 2
Hennepin "Minneapolis W-9 P-8" 172 152 14 6 0 0
Hennepin "Minneapolis W-9 P-9" 904 790 49 57 8 0
Hennepin "Minneapolis W-10 P-1" 1916 1730 117 57 12 0
Hennepin "Minneapolis W-10 P-2" 3036 2464 421 132 18 1
Hennepin "Minneapolis W-10 P-3A" 1653 1389 215 36 13 0
Hennepin "Minneapolis W-10 P-3B" 0 0 0 0 0 0
Hennepin "Minneapolis W-10 P-4" 1681 1455 151 61 13 1
Hennepin "Minneapolis W-10 P-5A" 1318 1138 132 35 11 2
Hennepin "Minneapolis W-10 P-5B" 0 0 0 0 0 0
Hennepin "Minneapolis W-10 P-6" 2115 1837 190 77 9 2
