COUNTY AREA TOTAL DEM REP GRN ALN LIB
COUNTY AREA TOTAL Biden Trump Hawkins DeLaFuente Jorgensen
Sumter "OAKLAND PLANTATION 2" 722 294 418 1 2 7
Sumter "MCCRAYS MILL 1" 1164 560 596 4 0 4
Sumter ST.JOHN 856 512 332 5 2 5
Sumter MAYEWOOD 1032 449 579 2 1 1
Sumter "TURKEY CREEK" 860 467 388 2 1 2
Sumter MULBERRY 712 530 176 2 1 3
Sumter SALTERSTOWN 680 301 375 3 0 1
Sumter "FOLSOM PARK" 952 817 126 3 1 5
Sumter "GREEN SWAMP" 1760 949 787 1 1 22
Sumter "PALMETTO PARK" 920 545 363 2 3 7
Sumter BUNRS-DOWNS 682 268 406 2 0 6
Sumter "SECOND MILL" 1302 314 960 6 1 21
Sumter "SWAN LAKE" 836 340 480 4 0 12
Sumter "MORRIS COLLEGE" 599 527 64 2 1 5
Sumter "HAMPTON PARK" 559 265 286 3 0 5
Sumter CROSSWELL 899 712 182 2 1 2
Sumter LORING 501 419 77 1 0 4
Sumter LEMIRA 825 664 149 6 1 5
Sumter MAGNOLIA-HARMONY 436 361 68 5 0 2
Sumter "STONE HILL" 370 360 7 1 0 2
Sumter "SOUTH RED BAY" 549 516 30 2 0 1
Sumter WILDER 596 536 57 0 1 2
Sumter "POCOTALIGO 1" 1405 558 835 7 0 5
Sumter SAVAGE-GLOVER 286 277 7 2 0 0
Sumter BATES 457 443 6 4 1 3
Sumter BIRNIE 653 601 43 2 0 7
Sumter "SOUTH LIBERTY" 389 314 71 1 2 1
Sumter MILLWOOD 476 250 219 1 0 6
Sumter "CAUSEWAY BRANCH 1" 1084 470 605 1 1 7
Sumter "MCCRAYS MILL 2" 1420 631 771 3 2 13
Sumter "SUMTER HIGH 1" 463 206 255 0 0 2
Sumter SUNSET 1169 597 563 2 4 3
Sumter DELAINE 1003 765 227 5 0 6
Sumter CHERRYVALE 412 272 135 2 0 3
Sumter "MANCHESTER FOREST" 1039 506 518 4 0 11
Sumter PINEWOOD 1243 631 603 4 0 5
Sumter "POCOTALIGO 2" 898 446 444 2 0 6
Sumter PRIVATEER 1402 484 893 5 2 18
Sumter "EBENEZER 1" 944 536 395 2 1 10
Sumter "WILSON HALL" 1569 401 1152 4 1 11
Sumter FURMAN 1048 293 750 1 0 4
Sumter SPECTRUM 794 579 206 5 0 4
Sumter "ST. PAUL" 1286 800 469 6 0 11
Sumter SHAW 148 63 75 2 0 8
Sumter "THOMAS SUMTER" 860 665 189 3 0 3
Sumter "SUMTER HIGH 2" 1072 518 548 0 1 5
Sumter "EBENEZER 2" 1064 551 501 2 0 10
Sumter "GREEN SWAMP 2" 832 207 619 1 0 5
Sumter "CAUSEWAY BRANCH 2" 709 295 407 1 1 5
Sumter Failsafe 0 0 0 0 0 0
Sumter Provisional 69 50 19 0 0 0
Sumter "Failsafe Provisional" 46 21 24 0 0 1
Union ADAMSBURG 542 73 463 1 0 5
Union "BLACK ROCK" 309 175 133 0 0 1
Union BONHAM 696 203 484 4 0 5
Union "BUFFALO BOX 1" 630 104 517 0 0 9
Union CARLISLE 372 325 44 2 0 1
Union "CROSS KEYS" 663 189 474 0 0 0
Union "EAST BUFFALO" 226 143 81 0 0 2
Union EXCELSIOR 1077 403 667 1 1 5
Union "JONESVILLE BOX 1" 779 201 568 1 1 8
Union "JONESVILLE BOX 2" 873 296 569 1 1 6
Union KELTON 755 246 504 2 1 2
Union LOCKHART 490 88 393 2 0 7
Union "MONARCH BOX 1" 864 182 665 4 0 13
Union "MONARCH BOX 2" 249 64 183 1 0 1
Union PUTMAN 556 65 489 0 0 2
Union SANTUCK 579 329 244 3 0 3
Union "UNION WARD 1 BOX 1" 491 210 278 1 0 2
Union "UNION WARD 1 BOX 2" 775 493 272 2 0 8
Union "UNION WARD 2" 701 403 291 4 1 2
Union "UNION WARD 3" 435 280 147 4 0 4
Union "UNION WARD 4 BOX 1" 638 221 412 0 0 5
Union "UNION WARD 4 BOX 2" 206 135 68 1 1 1
Union "WEST SPRINGS" 256 67 182 2 1 4
Union Failsafe 93 39 54 0 0 0
Union Provisional 2 1 1 0 0 0
Union "Failsafe Provisional" 0 0 0 0 0 0
Williamsburg "BLACK RIVER" 245 133 109 1 1 1
Williamsburg BLOOMINGVALE 586 362 216 4 0 4
Williamsburg CADES 356 226 128 0 0 2
Williamsburg "CEDAR SWAMP" 247 127 120 0 0 0
Williamsburg CENTRAL 665 431 231 2 0 1
Williamsburg EARLES 462 113 341 1 1 6
Williamsburg GREELEYVILLE 947 764 170 4 2 7
Williamsburg HARMONY 214 55 158 0 0 1
Williamsburg HEBRON 373 53 318 0 1 1
Williamsburg HEMINGWAY 1043 650 385 1 2 5
Williamsburg "HENRY-POPLAR HILL" 402 201 201 0 0 0
Williamsburg INDIANTOWN 985 817 158 5 0 5
Williamsburg "KINGSTREE NO.1" 2099 1027 1046 10 5 11
Williamsburg "KINGSTREE NO.2" 541 505 29 4 1 2
Williamsburg "KINGSTREE NO.3" 1457 1312 125 11 2 7
Williamsburg "KINGSTREE NO.4" 838 652 177 2 2 5
Williamsburg LANE 623 554 62 1 1 5
Williamsburg MORRISVILLE 166 149 17 0 0 0
Williamsburg "MOUNT VERNON" 285 181 100 3 0 1
Williamsburg NESMITH 393 333 56 3 1 0
Williamsburg PERGAMOS 151 54 97 0 0 0
Williamsburg "PINEY FOREST" 275 6 269 0 0 0
Williamsburg SALTERS 754 616 130 2 1 5
Williamsburg "SANDY BAY" 267 69 198 0 0 0
Williamsburg SINGLETARY 209 167 40 0 0 2
Williamsburg SUTTONS 184 46 136 1 0 1
Williamsburg TRIO 580 466 98 6 1 9
Williamsburg "MUDDY CREEK" 622 213 408 1 0 0
Williamsburg Failsafe 0 0 0 0 0 0
Williamsburg Provisional 16 7 9 0 0 0
Williamsburg "Failsafe Provisional" 0 0 0 0 0 0
York Bethany 1682 245 1423 0 1 13
York Bethel 1345 454 850 6 2 33
York "River Hills" 1739 602 1114 1 0 22
York "Bethel School" 2739 906 1803 2 2 26
York "Bowling Green" 1118 199 903 3 1 12
York "Bullocks Creek" 373 62 309 1 0 1
York "Cannon Mill" 1175 349 812 1 3 10
York Catawba 2118 552 1543 3 2 18
York Clover 1477 403 1049 4 1 20
York "Hampton Mill" 1094 283 794 9 0 8
York "Cotton Belt" 1470 281 1175 2 0 12
York Delphia 1483 324 1137 2 0 20
York Ebenezer 1006 347 644 3 0 12
York Filbert 1480 264 1203 1 0 12
York "Fort Mill No. 1" 2318 932 1350 7 2 27
York Windjammer 1631 705 894 3 1 28
York "Fort Mill No. 3" 1477 733 713 5 2 24
York "Hickory Grove" 862 191 663 3 0 5
York "Highland Park" 879 512 358 4 1 4
York Lakeshore 1873 735 1106 2 2 28
York Independence 780 191 580 0 0 9
York McConnells 1175 309 856 3 1 6
York "Mt. Holly" 2260 1088 1140 6 1 25
York Newport 1637 655 954 3 1 24
York "Mt. Gallant" 1439 497 925 2 0 15
York Northside 990 566 401 3 1 19
York Oakridge 2154 655 1475 1 2 21
York Ogden 1675 855 797 6 1 16
York Oakwood 1462 614 819 6 1 22
York Airport 1291 522 753 7 1 8
York "Rock Hill No. 2" 1092 1040 46 2 0 4
York "Rock Hill No. 3" 1514 1361 139 5 1 8
York "Rock Hill No. 4" 1525 891 614 4 3 13
York "Rock Hill No. 5" 1154 625 501 4 1 23
York "Rock Hill No. 6" 932 715 196 4 1 16
York "Rock Hill No. 7" 1747 921 794 6 3 23
York "Rock Hill No. 8" 719 650 61 3 2 3
York Sharon 1116 268 836 3 0 9
York Smyrna 567 62 497 1 0 7
York Tirzah 1731 406 1296 6 1 22
York "York No. 1" 1670 914 734 5 0 17
York "York No. 2" 2083 943 1096 11 0 33
York "India Hook" 1286 520 738 3 0 25
York Edgewood 1986 1694 270 5 3 14
York "Fewell Park" 939 412 507 4 0 16
York "Fort Mill No. 4" 1175 615 535 7 2 16
York Lesslie 1234 276 939 1 0 18
York Rosewood 2176 1181 931 8 1 55
York Northwestern 2029 762 1245 1 1 20
York Shoreline 1844 775 1029 4 1 35
York Ebinport 2171 967 1162 10 3 29
York University 853 375 456 4 0 18
York "Fort Mill No. 5" 2431 1005 1396 5 3 22
York "Fort Mill No. 6" 1321 580 708 2 1 30
York "Allison Creek" 2372 717 1620 1 4 30
York "Anderson Road" 865 521 330 4 3 7
York "New Home" 1820 495 1307 6 0 12
York "Fort Mill No. 2" 4056 1641 2355 14 1 45
York "Dobys Bridge" 2364 839 1494 6 1 24
York Riverview 1154 433 699 4 1 17
York "Orchard Park" 1642 701 906 4 1 30
York Lakewood 1242 386 831 3 1 21
York "Laurel Creek" 1285 381 891 3 0 10
York "Steele Creek" 2039 896 1112 3 2 26
York "Pleasant Road" 2282 1045 1203 7 0 27
York "Gold Hill" 2210 944 1229 4 2 31
York Waterstone 1523 734 757 12 1 19
York Palmetto 2765 1221 1488 8 6 42
York "Tega Cay" 1042 431 591 2 3 15
York Adnah 713 178 524 5 1 5
York Harvest 942 382 537 5 1 17
York "Old Pointe" 1262 593 641 3 1 24
York "Tools Fork" 1487 548 925 3 1 10
York Carolina 1182 496 668 3 0 15
York Fairgrounds 1165 930 215 5 2 13
York "Ferry Branch" 831 200 620 2 1 8
York Friendship 595 192 390 2 1 10
York "Hollis Lakes" 1527 751 736 9 0 31
York Hopewell 942 357 572 3 0 10
York Manchester 1073 544 509 8 1 11
York "Mill Creek" 940 262 664 1 1 12
York "Nation Ford" 2265 986 1237 3 1 38
York "Neelys Creek" 745 212 514 2 0 17
York "Pole Branch" 1747 622 1101 7 2 15
York "Six Mile" 992 215 764 2 0 11
York Springdale 918 554 348 4 0 12
York Springfield 1803 657 1119 5 1 21
York Stateline 1427 666 731 4 3 23
York Wylie 1542 582 934 5 0 21
York Roosevelt 1152 468 673 1 1 9
York Larne 1095 379 696 4 0 16
York "Rock Creek" 1256 345 895 3 0 13
York "River's Edge" 2116 695 1389 9 0 23
York Baxter 1121 513 587 0 1 20
York Kanawha 2097 883 1175 2 5 32
York Celanese 2012 1097 878 7 2 28
York Failsafe 69 18 50 0 0 1
York Provisional 391 133 255 2 0 1
York "Failsafe Provisional" 485 176 298 1 2 8
