COUNTY AREA TOTAL DEM REP GRN ALN LIB
COUNTY AREA TOTAL Biden Trump Hawkins DeLaFuente Jorgensen
Greenville RIVERWALK 2081 682 1359 4 1 35
Greenville "ROCK HILL" 1759 735 990 5 2 27
Greenville "ROCKY CREEK" 1491 688 785 1 0 17
Greenville "ROLLING GREEN" 1513 495 1000 0 0 18
Greenville "ROYAL OAKS" 1000 841 151 2 0 6
Greenville SALUDA 1158 478 658 2 1 19
Greenville "SANDY FLAT" 2835 588 2194 6 1 46
Greenville SEVIER 1997 629 1326 5 1 36
Greenville SILVERLEAF 1838 642 1160 5 1 30
Greenville "SIMPSONVILLE 1" 1965 756 1171 10 1 27
Greenville "SIMPSONVILLE 2" 1509 600 870 1 1 37
Greenville "SIMPSONVILLE 3" 1883 606 1234 12 0 31
Greenville "SIMPSONVILLE 4" 1381 628 729 4 4 16
Greenville "SIMPSONVILLE 5" 1897 965 892 6 0 34
Greenville "SIMPSONVILLE 6" 1925 811 1083 1 1 29
Greenville SKYLAND 2063 224 1813 1 3 22
Greenville "SLATER MARIETTA" 2182 366 1767 3 1 45
Greenville SOUTHSIDE 1731 961 750 1 1 18
Greenville "SPRING FOREST" 1462 700 721 7 2 32
Greenville "STONE VALLEY" 1631 609 969 3 2 48
Greenville STONEHAVEN 1662 608 1031 0 0 23
Greenville "SUBER MILL" 2489 930 1500 9 2 48
Greenville "SUGAR CREEK" 1884 594 1250 5 1 34
Greenville "SULPHUR SPRINGS" 1713 544 1129 9 0 31
Greenville SYCAMORE 2481 768 1677 1 3 32
Greenville TANGLEWOOD 1555 845 684 8 2 16
Greenville TAYLORS 1450 641 766 2 1 40
Greenville THORNBLADE 2366 898 1430 4 5 29
Greenville TIGERVILLE 2281 461 1780 6 0 34
Greenville TIMBERLAKE 1933 765 1109 7 3 49
Greenville TRADE 1578 681 854 5 2 36
Greenville "TUBBS MOUNTAIN" 1984 432 1525 1 1 25
Greenville "WADE HAMPTON" 1576 564 979 8 1 24
Greenville "WALNUT SPRINGS" 4538 1564 2877 14 5 78
Greenville WELCOME 1251 710 523 5 1 12
Greenville WELLINGTON 1292 451 817 2 2 20
Greenville WESTCLIFFE 1221 463 730 7 0 21
Greenville WESTSIDE 1408 588 800 2 1 17
Greenville WOODMONT 2060 1049 977 7 0 27
Greenville "WOODRUFF LAKES" 2067 711 1306 3 3 44
Greenville "MT. PLEASANT" 1077 823 241 1 1 11
Greenville "BAKER CREEK" 1040 272 753 2 0 13
Greenville "BRIDGE FORK" 1388 450 915 2 3 18
Greenville "CASTLE ROCK" 2201 496 1672 4 1 28
Greenville "FOX CHASE" 1696 387 1293 2 1 13
Greenville FROHAWK 1310 312 974 2 0 22
Greenville "GRANITE CREEK" 2316 888 1387 1 0 40
Greenville "GRAZE BRANCH" 1461 453 983 5 1 19
Greenville GREENBRIAR 1374 609 742 0 0 23
Greenville HILLCREST 2045 764 1247 6 1 27
Greenville "HOLLY TREE" 1087 374 692 3 5 13
Greenville "KILGORE FARMS" 2100 841 1223 3 1 32
Greenville "LOCUST HILL" 1248 246 985 3 0 14
Greenville "LONG CREEK" 1497 554 920 5 1 17
Greenville "MOORE CREEK" 3155 1494 1600 15 0 46
Greenville ONEAL 2585 514 2029 6 2 34
Greenville "RANCH CREEK" 2160 1265 858 8 1 28
Greenville RIVERSIDE 1888 837 1015 8 0 28
Greenville "SPARROWS POINT" 1953 759 1164 4 1 25
Greenville "STANDING SPRINGS" 1418 578 809 5 2 24
Greenville "TRAVELERS REST 1" 1905 726 1132 6 2 39
Greenville "TRAVELERS REST 2" 1272 350 896 3 0 23
Greenville "TYGER RIVER" 986 407 560 2 3 14
Greenville VERDMONT 1843 661 1159 6 1 16
Greenville "WARE PLACE" 1574 347 1206 4 6 11
Greenville Failsafe 357 166 181 4 1 5
Greenville Provisional 230 78 148 0 0 4
Greenville "Failsafe Provisional" 971 310 619 1 2 39
Greenwood "Loblolly Pines" 421 343 71 4 0 3
Greenwood "Bee's Ferry" 639 588 39 4 2 6
Greenwood "Levi's Knoll" 889 416 452 1 0 20
Greenwood "Grandiflora Glen" 819 422 387 2 0 8
Greenwood "Ashley River Run" 373 279 91 2 0 1
Greenwood "Hope's Ferry" 541 306 220 3 0 12
Greenwood "Fairhope Ferry" 682 439 234 5 0 4
Greenwood "Pebble Stone Way" 627 257 356 8 0 6
Greenwood Glendale 566 132 425 0 0 9
Greenwood Harris 593 216 374 1 1 1
Greenwood Laco 840 305 528 5 0 2
Greenwood "Ninety Six" 637 261 370 0 0 6
Greenwood "Ninety Six Mill" 542 80 455 0 0 7
Greenwood "Ware Shoals" 411 169 235 1 3 3
Greenwood Hodges 1038 236 789 2 0 11
Greenwood Cokesbury 769 409 354 4 0 2
Greenwood Coronaca 990 189 791 4 0 6
Greenwood "Greenwood High" 728 263 449 4 1 11
Greenwood Georgetown 730 289 430 0 0 11
Greenwood Sandridge 516 77 432 0 0 7
Greenwood Callison 693 158 528 3 0 4
Greenwood Bradley 171 59 108 1 0 3
Greenwood Troy 116 30 86 0 0 0
Greenwood Epworth 492 94 395 1 0 2
Greenwood Verdery 769 382 379 2 0 6
Greenwood "New Market" 658 267 378 3 0 10
Greenwood Emerald 457 355 98 1 1 2
Greenwood Airport 764 245 504 1 1 13
Greenwood "Emerald High" 426 106 312 2 0 6
Greenwood "Civic Center" 871 497 365 2 1 6
Greenwood Riley 173 51 118 0 0 4
Greenwood "Shoals Junction" 241 56 181 1 0 3
Greenwood "Greenwood Mill" 574 164 397 2 0 11
Greenwood Stonewood 755 133 614 2 1 5
Greenwood "Mimosa Crest" 639 262 373 0 0 4
Greenwood "Lower Lake" 1020 203 811 0 1 5
Greenwood Pinecrest 681 259 413 1 1 7
Greenwood "Maxwellton Pike" 640 122 513 2 0 3
Greenwood "New Castle" 776 204 562 1 0 9
Greenwood "Rutherford Shoals" 584 171 411 0 0 2
Greenwood Liberty 559 281 268 1 1 8
Greenwood "Biltmore Pines" 785 251 524 2 0 8
Greenwood "Marshall Oaks" 337 243 90 0 1 3
Greenwood "Sparrows Grace" 1101 203 885 3 0 10
Greenwood "Mountain Laurel" 518 300 211 4 0 3
Greenwood "Allie's Crossing" 665 172 487 0 0 6
Greenwood "Gideon's Way" 585 377 201 3 0 4
Greenwood "Parson's Mill" 659 272 372 3 0 12
Greenwood "Angel Oak's Crossing" 1020 273 730 2 1 14
Greenwood "Graham's Glen" 676 156 511 1 1 7
Greenwood Failsafe 130 68 59 1 0 2
Greenwood Provisional 79 34 45 0 0 0
Greenwood "Failsafe Provisional" 41 21 20 0 0 0
Hampton BRUNSON 455 183 270 0 1 1
Hampton "HAMPTON COURTHOUSE NO.1" 762 376 383 1 0 2
Hampton "HAMPTON COURTHOUSE NO.2" 1121 531 581 2 0 7
Hampton VARNVILLE 1358 852 489 6 0 11
Hampton "EARLY BRANCH" 308 181 124 1 1 1
Hampton GARNETT 113 95 18 0 0 0
Hampton ESTILL 1569 1245 314 1 2 7
Hampton BONNETT 568 164 400 0 0 4
Hampton FURMAN 266 181 83 1 0 1
Hampton SCOTIA 253 214 37 1 0 1
Hampton YEMASSEE 744 471 262 6 2 3
Hampton "HORSE GALL" 85 4 81 0 0 0
Hampton "RIVERS MILL" 49 27 20 0 1 1
Hampton HOPEWELL 216 33 182 1 0 0
Hampton CROCKET-MILEY 412 185 225 0 0 2
Hampton CUMMINGS 569 307 255 1 3 3
Hampton "BLACK CREEK" 196 55 141 0 0 0
Hampton GIFFORD 230 204 25 1 0 0
Hampton Failsafe 9 4 5 0 0 0
Hampton Provisional 22 11 11 0 0 0
Hampton "Failsafe Provisional" 0 0 0 0 0 0
Horry ADRIAN 1445 354 1073 7 1 10
Horry ALLSBROOK 530 93 433 0 0 4
Horry "ATLANTIC BEACH" 112 88 23 0 0 1
Horry AYNOR 1463 268 1181 4 0 10
Horry BAYBORO-GURLEY 978 332 637 1 0 8
Horry "BROOKSVILLE #1" 2702 950 1733 5 1 13
Horry BROWNWAY 1253 215 1024 2 1 11
Horry "BURGESS #1" 1945 632 1300 2 0 11
Horry "BURGESS #2" 3048 940 2084 8 4 12
Horry "CAROLINA FOREST #1" 2190 773 1382 6 1 28
Horry "CAROLINA FOREST #2" 1565 614 935 1 1 14
Horry "CEDAR GROVE" 638 104 529 0 0 5
Horry "CHERRY GROVE #1" 1528 373 1144 2 0 9
Horry "CHERRY GROVE #2" 1713 536 1165 1 2 9
Horry "COASTAL CAROLINA" 873 375 476 7 1 14
Horry "COASTAL LANE #1" 613 517 89 1 1 5
Horry "COASTAL LANE #2" 748 488 244 4 1 11
Horry "COOL SPRINGS" 323 50 270 1 0 2
Horry CRESENT 1362 418 938 2 0 4
Horry DAISY 969 210 753 2 0 4
Horry DEERFIELD 2180 723 1446 1 2 8
Horry DOGBLUFF 796 85 708 1 0 2
Horry DOGWOOD 1140 502 628 2 0 8
Horry "DUNES #1" 2751 771 1956 3 1 20
Horry "DUNES #2" 1716 517 1181 5 1 12
Horry "DUNES #3" 821 356 454 0 3 8
Horry "EAST CONWAY" 1073 365 700 4 0 4
Horry "EAST LORIS" 1984 682 1289 4 0 9
Horry EBENEZER 1806 503 1294 5 2 2
Horry "EMERALD FOREST #1" 1686 651 1014 11 0 10
Horry "EMERALD FOREST #2" 2744 1078 1634 5 6 21
Horry "EMERALD FOREST #3" 2375 830 1513 5 0 27
Horry ENTERPRISE 2921 983 1909 10 3 16
Horry FORESTBROOK 2607 925 1659 6 4 13
Horry "FOUR MILE" 1461 445 1003 3 1 9
Horry "GALLIVANTS FERRY" 125 27 98 0 0 0
Horry "GARDEN CITY #1" 1527 365 1150 4 1 7
Horry "GARDEN CITY #2" 1143 242 886 3 0 12
Horry "GARDEN CITY #3" 1433 474 946 8 1 4
Horry "GARDEN CITY #4" 867 316 543 2 1 5
Horry "GLENNS BAY" 1614 507 1086 8 1 12
Horry "GREEN SEA" 723 203 516 2 0 2
Horry "HICKORY GROVE" 1188 290 890 2 0 6
Horry "HICKORY HILL" 124 22 101 0 0 1
Horry HOMEWOOD 1251 400 844 2 0 5
Horry HORRY 1105 146 947 2 0 10
Horry INLAND 254 107 146 0 0 1
Horry "JACKSON BLUFF" 456 127 325 1 0 3
Horry JAMESTOWN 2598 1092 1478 5 0 23
Horry "JERIGANS CROSSROADS" 506 88 415 2 0 1
Horry "JET PORT #1" 1623 601 1002 4 0 16
Horry "JET PORT #2" 4538 1657 2837 13 4 27
Horry JORDANVILLE 442 36 401 1 2 2
Horry "JOYNER SWAMP" 385 45 340 0 0 0
Horry "JUNIPER BAY" 1361 318 1035 2 1 5
Horry "LAKE PARK #1" 1364 521 829 4 0 10
Horry LEON 1394 655 728 1 0 10
Horry "LITTLE RIVER #1" 1440 405 1027 4 0 4
Horry "LITTLE RIVER #2" 2321 698 1604 3 0 16
Horry "LITTLE RIVER #3" 1752 521 1215 4 2 10
Horry "LIVE OAK" 540 181 352 2 0 5
Horry MAPLE 1202 336 854 3 0 9
Horry "MARLOWE #1" 1929 582 1336 0 1 10
Horry "METHODIST-MILL SWAMP" 604 38 564 0 0 2
Horry "MT. OLIVE" 609 158 448 1 0 2
Horry "MT. VERNON" 426 72 353 0 0 1
Horry "MYRTLE TRACE" 1071 418 646 1 1 5
Horry "MYRTLEWOOD #1" 887 343 535 1 0 8
Horry "MYRTLEWOOD #2" 1286 479 790 3 1 13
Horry "MYRTLEWOOD #3" 1406 436 945 3 1 21
Horry "NIXONS XROADS #1" 1705 480 1208 4 0 13
Horry "NIXONS XROADS #2" 2377 929 1427 8 1 12
Horry "NORTH CONWAY #1" 1267 511 745 4 2 5
Horry "NORTH CONWAY #2" 852 275 562 4 0 11
Horry "OCEAN DRIVE #1" 1763 482 1256 7 2 16
Horry "OCEAN DRIVE #2" 3005 745 2237 4 2 17
Horry "OCEAN FOREST #1" 1263 437 819 0 2 5
Horry "OCEAN FOREST #2" 1718 595 1110 4 0 9
Horry "OCEAN FOREST #3" 899 437 444 3 0 15
Horry "PALMETTO BAYS" 3120 1024 2065 5 3 23
Horry "PAWLEYS SWAMP" 386 53 329 0 1 3
Horry "PLEASANT VIEW" 197 36 160 0 0 1
Horry "POPLAR HILL" 666 79 583 0 0 4
Horry "PORT HARRELSON" 475 423 49 0 0 3
Horry "RACEPATH #1" 960 545 400 1 0 14
Horry "RACEPATH #2" 1142 909 223 2 0 8
Horry "RED BLUFF" 821 340 475 1 1 4
Horry "RED HILL #1" 757 232 510 3 3 9
Horry "RED HILL #2" 1763 604 1134 7 5 13
Horry SALEM 1957 487 1446 3 0 21
Horry "SEA OATS #1" 1161 471 681 2 0 7
Horry "SEA OATS #2" 902 420 475 4 0 3
Horry "SEA WINDS" 3196 1102 2061 8 1 24
Horry SHELL 1092 206 874 2 1 9
Horry "SOCASTEE #1" 2371 744 1601 6 1 19
Horry "SOCASTEE #2" 1121 260 855 1 0 5
Horry "SOCASTEE #3" 2942 879 2027 10 2 24
Horry "SOCASTEE #4" 3009 1029 1937 5 2 36
Horry "SPRING BRANCH" 274 45 228 0 0 1
Horry "SURFSIDE #1" 1818 560 1247 6 1 4
Horry "SURFSIDE #2" 891 271 611 2 0 7
Horry "SURFSIDE #3" 2019 568 1434 3 0 14
Horry "SURFSIDE #4" 2372 744 1605 5 2 16
Horry "SWEET HOME" 826 362 458 3 1 2
Horry TAYLORSVILLE 233 24 208 1 0 0
Horry "TILLY SWAMP" 1663 404 1243 2 0 14
Horry TODDVILLE 1144 368 765 4 0 7
Horry WAMPEE 1534 888 634 3 0 9
Horry "WEST CONWAY" 547 267 273 3 0 4
Horry "WEST LORIS" 627 393 230 1 0 3
Horry "WHITE OAK" 529 81 442 2 0 4
Horry "WILD WING" 2855 986 1838 7 1 23
Horry "WINDY HILL #1" 1112 313 788 1 0 10
Horry "WINDY HILL #2" 2327 685 1629 3 1 9
Horry "BURGESS #3" 2902 913 1968 6 0 15
Horry "MARLOWE #2" 3915 1288 2585 4 0 38
Horry "BURGESS #4" 1602 519 1066 6 0 11
Horry "MARLOWE #3" 1593 575 1005 3 0 10
Horry "BROOKSVILLE #2" 1006 356 642 2 0 6
Horry "CAROLINA BAYS" 2023 602 1394 4 1 22
Horry "NIXONS XROADS #3" 1647 539 1096 2 0 10
Horry "RIVER OAKS" 2662 913 1719 8 0 22
Horry "LAKE PARK #2" 1125 475 631 1 1 17
Horry "LAKE PARK #3" 1515 492 1004 3 0 16
Horry Failsafe 145 50 93 0 0 2
Horry Provisional 388 113 269 2 0 4
Horry "Failsafe Provisional" 10 0 10 0 0 0
Jasper COOSAWHATCHIE 410 300 108 2 0 0
Jasper GILLISONVILLE 487 271 212 1 0 3
Jasper "GRAHAMVILLE 1" 938 384 548 4 0 2
Jasper "GRAHAMVILLE 2" 1573 1022 536 4 0 11
Jasper GRAYS 584 139 440 1 0 4
Jasper "HARDEEVILLE 1" 1606 692 907 1 1 5
Jasper "HARDEEVILLE 2" 565 363 198 2 0 2
Jasper LEVY 1266 811 443 2 0 10
Jasper OAKATIE 1240 538 674 5 1 22
Jasper PINELAND 548 475 67 1 4 1
Jasper "RIDGELAND 1" 676 205 467 0 0 4
Jasper "RIDGELAND 2" 720 388 321 1 0 10
Jasper TILLMAN 545 331 209 3 0 2
Jasper "RIDGELAND 3" 577 208 364 1 0 4
Jasper "SUN CITY" 2624 1036 1571 4 1 12
Jasper Failsafe 7 5 2 0 0 0
Jasper Provisional 28 17 11 0 0 0
Jasper "Failsafe Provisional" 0 0 0 0 0 0
Kershaw Airport 882 325 545 3 1 8
Kershaw Antioch 651 234 410 3 1 3
Kershaw Bethune 897 348 542 0 1 6
Kershaw Buffalo 748 122 619 0 1 6
Kershaw "Camden No. 1" 1125 642 468 4 1 10
Kershaw "Camden No. 2 & 3" 287 147 137 1 0 2
Kershaw "Hobkirk's Hill" 1352 587 733 6 1 25
Kershaw "Camden No. 5" 729 285 430 1 0 13
Kershaw "Camden No. 5-A" 428 273 149 3 1 2
Kershaw "Camden No. 6" 298 136 159 0 0 3
Kershaw Cassatt 1072 301 753 6 3 9
Kershaw "Charlotte Thompson" 1237 593 633 1 0 10
Kershaw "Doby's Mill" 1324 434 872 3 0 15
Kershaw "E. Camden-Hermitage" 375 138 230 1 0 6
Kershaw "Elgin No. 1" 1843 709 1094 7 1 32
Kershaw "Elgin No. 2" 1353 521 824 3 0 5
Kershaw "Elgin No. 3" 1061 427 617 1 5 11
Kershaw "Elgin No. 4" 1462 558 879 7 0 18
Kershaw "Elgin No. 5" 1054 341 690 4 0 19
Kershaw "Elgin No. 6" 943 457 472 2 0 12
Kershaw "Gates Ford" 270 28 241 0 0 1
Kershaw "Liberty Hill" 457 117 339 1 0 0
Kershaw "Lugoff No. 1" 978 366 597 3 1 11
Kershaw "Lugoff No. 2" 1425 469 931 5 0 20
Kershaw "Lugoff No. 3" 1267 364 881 3 1 18
Kershaw "Lugoff No. 4" 1136 312 808 2 0 14
Kershaw "Malvern Hill" 1067 488 571 2 0 6
Kershaw "Rabon's X Roads" 1639 416 1209 4 1 9
Kershaw Riverdale 542 447 90 3 0 2
Kershaw "Salt Pond" 994 285 693 2 3 11
Kershaw "Shaylor's Hill" 745 307 428 2 0 8
Kershaw Springdale 1487 754 719 2 1 11
Kershaw Westville 1206 306 892 2 0 6
Kershaw "Whites Gardens" 1276 456 803 3 2 12
Kershaw Failsafe 0 0 0 0 0 0
Kershaw Provisional 12 4 8 0 0 0
Kershaw "Failsafe Provisional" 7 2 5 0 0 0
Lancaster Antioch 660 150 504 1 1 4
Lancaster "Lake House" 2154 862 1273 3 1 15
Lancaster "Camp Creek" 636 97 532 1 0 6
Lancaster Carmel 412 129 280 1 0 2
Lancaster "Chesterfield Ave" 793 636 148 1 0 8
Lancaster Douglas 1574 637 919 5 1 12
Lancaster Dwight 1444 241 1178 0 0 25
Lancaster Elgin 1184 411 760 0 1 12
Lancaster "Erwin Farm" 1126 532 588 3 1 2
Lancaster "Gooch's Cross Roads" 1167 634 515 3 0 15
Lancaster "Heath Springs" 907 310 588 4 1 4
Lancaster "Hyde Park" 1280 447 819 2 1 11
Lancaster Jacksonham 867 298 548 1 0 20
Lancaster "Kershaw North" 1093 380 698 4 3 8
Lancaster "Kershaw South" 1087 193 878 3 0 13
Lancaster "Lancaster East" 1162 721 428 6 1 6
Lancaster "Lancaster West" 600 323 270 1 0 6
Lancaster "Lynwood Drive" 1703 636 1057 1 0 9
Lancaster Midway 537 68 464 0 0 5
Lancaster "Pleasant Hill" 1035 334 692 2 1 6
Lancaster "Pleasant Valley" 2568 1213 1309 5 1 40
Lancaster "Rich Hill" 868 137 725 2 0 4
Lancaster Riverside 663 321 336 0 1 5
Lancaster "Spring Hill" 931 155 769 0 0 7
Lancaster Unity 1004 232 759 4 1 8
Lancaster "Van Wyck" 747 228 510 0 0 9
Lancaster "Possum Hollow" 2341 975 1337 4 0 25
Lancaster University 951 297 639 1 1 13
Lancaster "Shelley Mullis" 1513 614 873 6 2 18
Lancaster "Black Horse Run" 2899 1143 1703 12 6 35
Lancaster "Gold Hill" 1358 463 886 1 0 8
Lancaster Harrisburg 2794 1196 1556 4 3 35
Lancaster Osceola 3747 1587 2110 5 4 41
Lancaster "River Road" 2116 781 1316 1 2 16
Lancaster "The Lodge" 2604 1101 1481 3 1 18
Lancaster "College Park" 1040 337 685 1 0 17
Lancaster Failsafe 27 11 16 0 0 0
Lancaster Provisional 201 79 117 2 0 3
Lancaster "Failsafe Provisional" 75 28 46 0 0 1
Laurens "LAURENS 1" 446 299 141 2 1 3
Laurens "LAURENS 2" 312 248 61 0 1 2
Laurens "LAURENS 3" 562 294 257 3 1 7
Laurens "LAURENS 4" 541 426 109 2 0 4
Laurens "LAURENS 5" 1174 468 691 1 2 12
Laurens "LAURENS 6" 1004 314 676 2 1 11
Laurens BAILEY 770 263 501 0 1 5
Laurens "TRINITY RIDGE" 1102 417 678 2 1 4
Laurens WATTSVILLE 967 284 666 5 0 12
Laurens BARKSDALE-NARINE 738 236 495 1 0 6
Laurens MADDENS 909 259 644 1 0 5
Laurens "CLINTON 1" 971 415 544 1 1 10
Laurens "CLINTON 2" 986 450 518 3 0 15
Laurens JOANNA 1228 274 945 1 1 7
Laurens "LYDIA MILL" 842 512 316 4 1 9
Laurens MOUNTVILLE 475 171 300 1 0 3
Laurens "CLINTON 3" 1139 315 819 1 0 4
Laurens JONES 1203 454 732 3 4 10
Laurens OWINGS 584 172 409 0 0 3
Laurens "GRAY COURT" 964 334 617 4 1 8
Laurens GREENPOND 1289 232 1038 3 3 13
Laurens COOKS 1860 661 1180 6 0 13
Laurens YOUNGS 924 176 741 0 0 7
Laurens ORA-LANFORD 709 235 468 1 0 5
Laurens "LONG BRANCH" 966 196 758 2 1 9
Laurens "CROSS HILL" 1304 455 841 2 0 6
Laurens WATERLOO 1291 409 870 5 0 7
Laurens "MARTINS-POPLAR SPRINGS" 549 90 454 1 0 4
Laurens EKOM 486 89 393 0 0 4
Laurens "MOUNT OLIVE" 876 85 780 2 0 9
Laurens "HICKORY TAVERN" 1816 289 1516 0 0 11
Laurens "CLINTON MILL" 851 556 285 6 0 4
Laurens BREWERTON-PRINCETON 559 48 504 2 0 5
Laurens Failsafe 37 15 22 0 0 0
Laurens Provisional 33 11 22 0 0 0
Laurens "Failsafe Provisional" 21 7 13 0 0 1
Lee "ASHLAND/STOKES BRIDGE" 360 84 274 1 0 1
Lee ASHWOOD 464 134 318 2 1 9
Lee "BISHOPVILLE 1" 502 417 76 1 0 8
Lee "BISHOPVILLE 2" 518 427 85 0 1 5
Lee "BISHOPVILLE 3" 600 328 265 1 0 6
Lee "BISHOPVILLE 4" 699 545 149 1 0 4
Lee "CEDAR CREEK" 239 91 145 1 0 2
Lee CYPRESS 387 248 134 1 0 4
Lee ELLIOTT 339 303 36 0 0 0
Lee "HICKORY HILL" 263 134 128 0 0 1
Lee IONIA 487 208 275 1 1 2
Lee LYNCHBURG 468 391 74 1 0 2
Lee MANVILLE 461 347 110 1 0 3
Lee "MT. CLIO" 176 139 34 0 0 3
Lee "RATTLESNAKE SPRINGS" 271 126 142 0 0 3
Lee "SCHROCKS MILL/LUCKNOW" 358 166 187 2 0 3
Lee "SOUTH LYNCHBURG" 265 200 61 1 0 3
Lee "SPRING HILL" 493 362 129 1 0 1
Lee "ST. CHARLES" 677 468 198 2 1 8
Lee "ST. MATTHEWS" 135 41 90 0 1 3
Lee "TURKEY CREEK" 111 45 65 1 0 0
Lee WOODROW 158 125 33 0 0 0
Lee Failsafe 0 0 0 0 0 0
Lee Provisional 0 0 0 0 0 0
Lee "Failsafe Provisional" 0 0 0 0 0 0
Lexington BATESBURG 1279 682 577 9 1 10
Lexington MIMS 945 182 748 4 1 10
Lexington "LAKE MURRAY 1" 1815 381 1409 5 1 19
Lexington "MOUNT HOREB" 1995 526 1441 6 3 19
Lexington "OLD BARNWELL ROAD" 1325 497 813 2 1 12
Lexington "BEULAH  CHURCH" 2274 384 1870 3 1 16
Lexington GILBERT 1628 267 1334 6 0 21
Lexington "POND BRANCH" 1466 252 1193 1 0 20
Lexington "SEVEN OAKS" 1269 701 533 5 0 30
Lexington "RIDGE ROAD" 1848 321 1510 3 0 14
Lexington SUMMIT 1057 229 798 2 2 26
Lexington LEESVILLE 1594 588 991 2 0 13
Lexington "RED BANK SOUTH 1" 1440 358 1054 6 2 20
Lexington "EMMANUEL CHURCH" 1555 434 1090 8 0 23
Lexington "HOLLOW CREEK" 2076 416 1638 4 1 17
Lexington "BOILING SPRINGS" 1779 446 1306 2 2 23
Lexington "EDMUND 1" 916 282 623 1 2 8
Lexington "RED BANK" 2830 897 1884 2 1 46
Lexington "ROUND HILL" 3062 878 2141 5 1 37
Lexington FAIRVIEW 960 218 731 2 0 9
Lexington "QUAIL HOLLOW" 1604 627 949 3 0 25
Lexington "PELION 1" 926 141 774 2 1 8
Lexington MACK-EDISTO 588 120 462 0 1 5
Lexington "SWANSEA 1" 898 385 501 1 1 10
Lexington "SANDY RUN" 740 251 477 5 0 7
Lexington "GASTON 1" 909 186 708 2 0 13
Lexington "SHARPE'S HILL" 1230 328 887 7 2 6
Lexington CHAPIN 2345 684 1613 10 4 34
Lexington "LEAPHART ROAD" 835 435 380 2 1 17
Lexington WESTOVER 1331 483 820 3 1 24
Lexington EDENWOOD 1737 689 1021 4 2 21
Lexington CROMER 1109 362 729 0 1 17
Lexington "LEXINGTON NO. 1" 2391 811 1533 5 2 40
Lexington "LEXINGTON NO. 2" 1481 595 866 6 0 14
Lexington "CAYCE NO. 1" 1074 605 436 7 1 25
Lexington "CAYCE NO. 2" 1200 747 430 9 3 11
Lexington "CAYCE NO. 3" 586 266 307 2 3 8
Lexington "CHALK HILL" 2157 1597 534 5 0 21
Lexington "CONGAREE 1" 1232 300 922 2 1 7
Lexington "HOOK'S STORE" 1426 615 791 1 1 18
Lexington "SALUDA RIVER" 1329 641 661 7 1 19
Lexington SPRINGDALE 1662 483 1148 6 2 23
Lexington "PINE RIDGE 1" 983 281 686 1 0 15
Lexington "WEST COLUMBIA NO. 1" 693 377 300 0 2 14
Lexington "WEST COLUMBIA NO. 2" 408 331 72 1 2 2
Lexington "WEST COLUMBIA NO. 3" 571 247 312 2 1 9
Lexington "WEST COLUMBIA NO. 4" 1136 503 609 4 0 20
Lexington IRMO 1710 893 793 9 3 12
Lexington CHALLEDON 1164 710 430 10 0 14
Lexington WHITEHALL 1774 855 886 3 1 29
Lexington GARDENDALE 1125 676 428 7 2 12
Lexington "WOODLAND HILLS" 971 587 365 4 0 15
Lexington PINEVIEW 1447 421 987 5 5 29
Lexington "QUAIL VALLEY" 1640 768 838 5 0 29
Lexington "CAYCE 2A" 1003 417 570 2 0 14
Lexington "BARR ROAD 1" 1100 279 809 1 1 10
Lexington COLDSTREAM 1552 677 848 4 0 23
Lexington GRENADIER 1271 759 492 3 1 16
Lexington "ST. MICHAEL" 1974 606 1330 7 1 30
Lexington MURRAYWOOD 1679 737 915 4 2 21
Lexington "AMICKS FERRY" 2872 659 2173 9 3 28
Lexington "BUSH RIVER" 1257 589 650 5 1 12
Lexington "DUTCHMAN SHORES" 2032 471 1524 4 1 32
Lexington "PILGRIM CHRUCH" 2167 663 1454 11 2 37
Lexington "WHITE KNOLL" 1889 585 1272 2 2 28
Lexington "FAITH CHURCH" 1068 406 633 1 3 25
Lexington "KITTI WAKE" 1308 449 836 4 0 19
Lexington "PROVIDENCE CHURCH" 2244 541 1668 5 1 29
Lexington "BOILING SPRINGS SOUTH" 990 150 825 3 0 12
Lexington "LEXINGTON NO. 3" 2590 758 1785 8 2 37
Lexington "LEXINGTON NO. 4" 2422 880 1488 4 5 45
Lexington MIDWAY 1133 314 798 5 0 16
Lexington "PARK ROAD 1" 1665 510 1125 6 2 22
Lexington "SPRINGDALE SOUTH" 476 175 297 1 0 3
Lexington "GASTON 2" 1041 299 726 1 3 12
Lexington "LAKE MURRAY 2" 2962 807 2098 6 1 50
Lexington "CONGAREE 2" 892 294 586 3 1 8
Lexington "ST. DAVIDS" 2162 711 1421 4 2 24
Lexington "MT. HEBRON" 990 356 611 2 0 21
Lexington "SAND HILL" 1079 369 690 9 2 9
Lexington "EDMUND 2" 1199 231 950 5 3 10
Lexington "SWANSEA 2" 1037 375 656 2 0 4
Lexington "PELION 2" 1057 223 823 3 0 8
Lexington "DREHER ISLAND" 1394 220 1161 0 0 13
Lexington "OLD LEXINGTON" 2489 610 1839 6 2 32
Lexington LINCREEK 1759 783 951 5 1 19
Lexington CEDARCREST 1453 578 835 7 3 30
Lexington OAKWOOD 2249 760 1449 2 3 35
Lexington "BARR ROAD 2" 2808 912 1842 4 2 48
Lexington "PARK ROAD 2" 1064 311 742 1 0 10
Lexington "PINE RIDGE 2" 1587 585 979 4 0 19
