COUNTY AREA TOTAL DEM REP LIB OTH
COUNTY AREA TOTAL Northam Gillespie Hyra Other
"Fairfax City" "3 - Three" 1576 1011 544 20 1
"Fairfax City" "4 - Four" 1406 909 483 14 0
"Fairfax City" "5 - Five" 1102 739 353 9 1
"Fairfax City" "6 - Six" 1053 689 353 11 0
"Fairfax City" "Ab - Central Absentee Precinct" 888 614 266 7 1
"Fairfax City" Provisional 8 6 1 1 0
"Falls Church City" "1 - First Ward" 1674 1302 355 17 0
"Falls Church City" "2 - Second Ward" 1279 972 285 21 1
"Falls Church City" "3 - Third Ward" 1832 1408 398 26 0
"Falls Church City" "Ab - Central Absentee Precinct" 1255 1088 154 12 1
"Falls Church City" Provisional 14 11 3 0 0
"Fauquier County" "101 - Kettle Run" 628 173 447 8 0
"Fauquier County" "102 - Catlett" 1301 343 943 14 1
"Fauquier County" "103 - Casanova" 607 246 356 4 1
"Fauquier County" "104 - Lois" 601 198 398 5 0
"Fauquier County" "105 - Opal" 561 157 397 7 0
"Fauquier County" "106 - Baldwin Ridge" 770 297 456 16 1
"Fauquier County" "201 - Courthouse" 1448 706 722 20 0
"Fauquier County" "202 - Airlie" 1262 540 711 11 0
"Fauquier County" "203 - Warrenton" 1384 669 695 20 0
"Fauquier County" "301 - Morrisville" 822 220 588 14 0
"Fauquier County" "302 - Remington" 1212 441 756 15 0
"Fauquier County" "303 - Bealeton" 1361 554 792 15 0
"Fauquier County" "401 - Marshall" 1287 527 743 17 0
"Fauquier County" "402 - Leeds" 1276 590 674 12 0
"Fauquier County" "403 - Waterloo" 1551 543 987 21 0
"Fauquier County" "404 - Springs Valley" 702 264 431 6 1
"Fauquier County" "501 - The Plains" 1164 578 578 8 0
"Fauquier County" "502 - New Baltimore" 1234 436 784 13 1
"Fauquier County" "503 - Broad Run" 1180 439 729 10 2
"Fauquier County" "504 - Vint Hill" 1945 720 1207 18 0
"Fauquier County" "Ab - Central Absentee Precinct" 208 67 139 2 0
"Fauquier County" "Ab - Central Absentee Precinct" 1516 709 793 14 0
"Fauquier County" Provisional 2 2 0 0 0
"Fauquier County" Provisional 17 11 6 0 0
"Floyd County" "101 - Locust Grove" 994 310 673 11 0
"Floyd County" "201 - Little River" 1175 463 694 17 1
"Floyd County" "301 - Courthouse" 968 411 537 18 2
"Floyd County" "401 - Burks Fork" 947 287 647 13 0
"Floyd County" "501 - Indian Valley" 960 258 690 11 1
"Floyd County" "Ab - Central Absentee Precinct" 446 217 226 2 1
"Floyd County" Provisional 1 0 1 0 0
"Fluvanna County" "101 - Palmyra" 1847 922 899 25 1
"Fluvanna County" "201 - Columbia" 1356 594 749 13 0
"Fluvanna County" "301 - Fork Union" 1328 621 693 13 1
"Fluvanna County" "401 - Cunningham" 1793 690 1081 21 1
"Fluvanna County" "501 - Rivanna" 2094 1032 1045 15 2
"Fluvanna County" "Ab - Central Absentee Precinct" 803 406 395 2 0
"Fluvanna County" Provisional 4 2 2 0 0
"Franklin County" "102 - Burnt Chimney" 1198 343 840 15 0
"Franklin County" "103 - Scruggs" 2160 581 1556 23 0
"Franklin County" "201 - Glade Hill" 923 228 687 7 1
"Franklin County" "202 - Penhook" 854 263 586 5 0
"Franklin County" "203 - Hodgesville" 158 47 110 1 0
"Franklin County" "204 - Dudley" 603 191 408 4 0
"Franklin County" "301 - Snow Creek" 471 114 349 7 1
"Franklin County" "302 - Fork Mountain" 398 82 311 5 0
"Franklin County" "303 - Sontag" 716 311 392 12 1
"Franklin County" "304 - Dickinson" 363 171 186 6 0
"Franklin County" "401 - Henry" 727 137 581 8 1
"Franklin County" "402 - Ferrum" 441 128 311 2 0
"Franklin County" "403 - Endicott" 455 126 326 3 0
"Franklin County" "501 - Waidsboro" 526 154 368 4 0
"Franklin County" "502 - Callaway" 753 188 558 6 1
"Franklin County" "503 - Bowmans" 432 152 272 7 1
"Franklin County" "504 - Gogginsville" 683 177 495 11 0
"Franklin County" "601 - Boones Mill" 1006 287 688 29 2
"Franklin County" "602 - Bonbrook" 868 229 632 7 0
"Franklin County" "603 - Coopers Cove" 671 141 527 3 0
"Franklin County" "701 - Rocky Mount East" 952 349 590 13 0
"Franklin County" "702 - Rocky Mount West" 688 304 379 4 1
"Franklin County" "703 - Rocky Mount South" 639 272 358 9 0
"Franklin County" "Ab - Central Absentee Precinct" 899 340 548 10 1
"Franklin County" Provisional 4 0 4 0 0
"Franklin City" "101 - Precinct 1-1" 607 210 393 4 0
"Franklin City" "201 - Precinct 2-1" 467 196 269 2 0
"Franklin City" "301 - Precinct 3-1" 361 334 24 3 0
"Franklin City" "401 - Precinct 4-1" 264 232 29 3 0
"Franklin City" "501 - Precinct 5-1" 268 260 8 0 0
"Franklin City" "601 - Precinct 6-1" 447 241 203 3 0
"Franklin City" "Ab - Central Absentee Precinct" 138 63 75 0 0
"Franklin City" Provisional 4 3 1 0 0
"Frederick County" "101 - Russells" 1002 229 758 15 0
"Frederick County" "102 - Gore" 994 252 730 10 2
"Frederick County" "103 - Kernstown" 1364 488 862 11 3
"Frederick County" "104 - Cedar Creek" 721 221 495 5 0
"Frederick County" "201 - Gainesborough" 685 137 543 5 0
"Frederick County" "202 - Albin" 1073 320 739 14 0
"Frederick County" "203 - Redland" 1340 413 912 12 3
"Frederick County" "204 - Nain" 1201 384 805 10 2
"Frederick County" "301 - Clear Brook" 647 165 470 12 0
"Frederick County" "302 - Neff's Town" 1287 556 708 23 0
"Frederick County" "303 - White Hall" 1513 504 999 10 0
"Frederick County" "401 - Carpers Valley" 1226 455 759 12 0
"Frederick County" "402 - Shenandoah" 571 187 380 4 0
"Frederick County" "403 - Parkin's Mill" 1087 393 669 25 0
"Frederick County" "404 - Armel" 1111 407 692 10 2
"Frederick County" "501 - Stephens City" 1235 475 751 8 1
"Frederick County" "502 - Newtown" 1377 497 857 19 4
"Frederick County" "503 - Canterburg" 1396 509 875 12 0
"Frederick County" "601 - Millbrook" 733 290 435 8 0
"Frederick County" "602 - Ash Hollow" 970 420 532 18 0
"Frederick County" "603 - Greenwood" 1726 662 1036 27 1
"Frederick County" "Ab - Central Absentee Precinct" 1046 396 642 8 0
"Frederick County" Provisional 10 3 7 0 0
"Fredericksburg City" "101 - Precinct 1 - District One" 1758 1016 711 30 1
"Fredericksburg City" "201 - Precinct 1 - District Two" 1935 1299 609 26 1
"Fredericksburg City" "301 - Precinct 1 - District Three" 1543 892 629 22 0
"Fredericksburg City" "401 - Precinct 1 - District Four" 929 736 179 14 0
"Fredericksburg City" "402 - Precinct 2 - District Four" 529 371 148 10 0
"Fredericksburg City" "Ab - Central Absentee Precinct" 520 330 186 4 0
"Fredericksburg City" Provisional 7 5 1 1 0
"Galax City" "1 - East" 543 165 370 8 0
"Galax City" "2 - North" 399 125 272 2 0
"Galax City" "3 - South" 347 97 244 3 3
"Galax City" "Ab - Central Absentee Precinct" 66 22 44 0 0
"Galax City" Provisional 0 0 0 0 0
"Giles County" "101 - Glen Lyn" 64 12 52 0 0
"Giles County" "102 - Rich Creek" 311 70 238 3 0
"Giles County" "103 - Narrows" 1068 278 780 10 0
"Giles County" "201 - Pearisburg" 1456 359 1082 15 0
"Giles County" "202 - Staffordsville" 242 59 182 0 1
"Giles County" "203 - White Gate" 163 26 134 3 0
"Giles County" "301 - Eggleston" 446 138 301 7 0
"Giles County" "302 - Pembroke" 1076 293 768 15 0
"Giles County" "303 - Newport" 637 240 382 13 2
"Giles County" "Ab - Central Absentee Precinct" 370 129 241 0 0
"Giles County" Provisional 1 0 1 0 0
"Gloucester County" "101 - Harcum" 896 285 597 14 0
"Gloucester County" "102 - Salem" 745 230 500 15 0
"Gloucester County" "103 - Peasley" 552 166 376 9 1
"Gloucester County" "201 - Courthouse" 1081 422 653 5 1
"Gloucester County" "202 - Botetourt" 1398 492 891 15 0
"Gloucester County" "301 - White Marsh" 1047 363 677 7 0
"Gloucester County" "302 - Roanes" 1342 465 866 11 0
"Gloucester County" "401 - Hayes" 1247 467 761 18 1
"Gloucester County" "402 - Sarahs Creek" 1097 423 663 10 1
"Gloucester County" "501 - Achilles" 1560 414 1133 13 0
"Gloucester County" "502 - Walker" 1060 363 682 15 0
"Gloucester County" "Ab - Central Absentee Precinct" 629 261 360 8 0
"Gloucester County" Provisional 5 5 0 0 0
"Goochland County" "101 - Fife" 640 265 365 10 0
"Goochland County" "102 - Hadensville" 1042 389 639 12 2
"Goochland County" "201 - Three Square" 319 165 150 4 0
"Goochland County" "202 - Sandy Hook" 1390 611 764 15 0
"Goochland County" "301 - Goochland Court House 1" 963 379 572 9 3
"Goochland County" "302 - Goochland Court House 2" 416 142 271 3 0
"Goochland County" "401 - Shallow Well" 937 390 533 14 0
"Goochland County" "402 - Centerville" 1572 450 1108 14 0
"Goochland County" "501 - Manakin" 1589 513 1062 14 0
"Goochland County" "502 - Blair Road" 980 305 670 4 1
"Goochland County" "Ab - Central Absentee Precinct" 693 302 386 5 0
"Goochland County" Provisional 0 0 0 0 0
"Grayson County" "101 - Bridle Creek" 206 54 151 1 0
"Grayson County" "102 - Flatridge" 126 23 100 3 0
"Grayson County" "103 - Grant" 203 60 142 1 0
"Grayson County" "104 - Mouth Of Wilson" 147 50 96 1 0
"Grayson County" "105 - Mount Rogers" 151 28 123 0 0
"Grayson County" "106 - Rugby" 149 26 122 1 0
"Grayson County" "107 - Troutdale" 96 10 84 2 0
"Grayson County" "108 - Comers Rock" 155 38 116 1 0
"Grayson County" "202 - Elk Creek" 304 73 228 2 1
"Grayson County" "203 - Independence" 804 193 606 4 1
"Grayson County" "301 - Baywood" 440 88 351 1 0
"Grayson County" "302 - Fairview" 550 96 448 6 0
"Grayson County" "401 - Fries" 224 70 154 0 0
"Grayson County" "402 - Providence" 501 88 411 2 0
"Grayson County" "403 - Oldtown" 214 60 153 1 0
"Grayson County" "Ab - Central Absentee Precinct" 265 72 191 2 0
"Grayson County" Provisional 2 0 2 0 0
"Greene County" "101 - Dyke" 594 190 399 4 1
"Greene County" "102 - Swift Run" 735 250 475 10 0
"Greene County" "201 - Ruckersville" 1407 489 898 20 0
"Greene County" "301 - Stanardsville" 1375 462 892 20 1
"Greene County" "401 - Midway" 1719 657 1035 25 2
"Greene County" "Ab - Central Absentee Precinct" 477 170 300 7 0
"Greene County" Provisional 2 1 1 0 0
"Greensville County" "101 - Precinct 1-A" 291 188 100 3 0
"Greensville County" "102 - Precinct 1-B" 126 46 79 1 0
"Greensville County" "103 - Precinct 1-C" 194 157 34 3 0
"Greensville County" "201 - Precinct 2-A" 367 256 111 0 0
"Greensville County" "202 - Precinct 2-B" 450 182 266 2 0
"Greensville County" "302 - Precinct 3-A" 758 488 267 3 0
"Greensville County" "401 - Precinct 4-A" 206 63 142 1 0
"Greensville County" "402 - Precinct 4-B" 345 206 138 1 0
"Greensville County" "403 - Precinct 4-C" 155 57 94 4 0
"Greensville County" Provisional 1 0 1 0 0
"Halifax County" "101 - Childrey" 481 211 265 5 0
"Halifax County" "102 - Liberty" 251 91 160 0 0
"Halifax County" "103 - Republican Grove" 486 209 272 5 0
"Halifax County" "201 - Clays Mill" 364 97 263 4 0
"Halifax County" "202 - Crossroads" 351 119 230 2 0
"Halifax County" "203 - Clover" 525 232 288 5 0
"Halifax County" "302 - Meadville" 206 139 66 1 0
"Halifax County" "304 - Vernon Hill" 388 126 261 1 0
"Halifax County" "305 - Sinai" 648 372 267 7 2
"Halifax County" "401 - Courthouse" 636 300 333 3 0
"Halifax County" "403 - Center" 629 178 443 8 0
"Halifax County" "502 - Dan River" 830 255 569 6 0
"Halifax County" "503 - Scottsburg" 419 86 329 4 0
"Halifax County" "601 - Black Walnut" 493 154 334 4 1
"Halifax County" "603 - Mt Carmel" 756 330 415 10 1
"Halifax County" "605 - Union" 223 75 147 1 0
"Halifax County" "701 - Hyco" 643 171 470 2 0
"Halifax County" "702 - Midway" 449 72 373 3 1
"Halifax County" "703 - Virgilina" 310 70 239 0 1
"Halifax County" "801 - South Boston" 836 561 269 5 1
"Halifax County" "Ab - Central Absentee Precinct" 488 189 296 3 0
"Halifax County" Provisional 2 0 2 0 0
"Hampton City" "101 - Aberdeen" 1189 1034 148 6 1
"Hampton City" "102 - Bassette" 1325 1251 64 7 3
"Hampton City" "103 - City Hall" 725 619 98 8 0
"Hampton City" "104 - Cooper" 1696 1478 199 17 2
"Hampton City" "105 - East Hampton" 916 727 181 7 1
"Hampton City" "106 - Armstrong" 1391 939 436 15 1
"Hampton City" "107 - Lindsay" 1295 1096 194 4 1
"Hampton City" "108 - Thomas" 1523 1357 155 10 1
"Hampton City" "109 - Phenix" 1533 1443 81 9 0
"Hampton City" "110 - Phoebus" 356 224 130 2 0
"Hampton City" "111 - Hampton Library" 552 329 211 11 1
"Hampton City" "112 - Smith" 1706 1312 377 16 1
"Hampton City" "115 - Wythe" 821 465 345 11 0
"Hampton City" "116 - Jones" 647 519 121 7 0
"Hampton City" "117 - Kecoughtan" 973 758 202 12 1
"Hampton City" "118 - Mallory" 1677 1523 142 11 1
"Hampton City" "201 - Booker" 1521 784 713 24 0
"Hampton City" "202 - Bryan" 1441 844 575 22 0
"Hampton City" "203 - Burbank" 1013 631 364 17 1
"Hampton City" "204 - Forrest" 1199 831 353 12 3
"Hampton City" "205 - Asbury" 2100 875 1197 26 2
"Hampton City" "208 - Kraft" 2093 1326 741 25 1
"Hampton City" "209 - Langley" 1217 714 487 16 0
"Hampton City" "210 - Machen" 2008 1568 417 21 2
"Hampton City" "212 - Bethel" 2239 1725 498 16 0
"Hampton City" "213 - Phillips" 2055 1088 944 22 1
"Hampton City" "214 - Tucker Capps" 1577 1016 547 13 1
"Hampton City" "215 - Tyler" 26 18 7 1 0
"Hampton City" "215 - Tyler" 338 269 68 1 0
"Hampton City" "216 - Sandy Bottom" 997 700 288 8 1
"Hampton City" "217 - Syms" 735 385 340 8 2
"Hampton City" "Ab - Central Absentee Precinct" 389 209 178 2 0
"Hampton City" "Ab - Central Absentee Precinct" 1068 815 240 12 1
"Hampton City" Provisional 6 5 1 0 0
"Hampton City" Provisional 37 29 8 0 0
"Hanover County" "101 - Ashland" 1038 591 437 10 0
"Hanover County" "104 - Sliding Hill" 1165 509 628 28 0
"Hanover County" "105 - Berkley" 916 574 330 12 0
"Hanover County" "106 - Kersey Creek" 725 273 442 10 0
"Hanover County" "107 - Chickahominy" 986 407 559 20 0
"Hanover County" "201 - Beaverdam" 1418 366 1031 21 0
"Hanover County" "202 - Blunts" 783 291 482 10 0
"Hanover County" "203 - Wilmington Parish" 1177 357 805 15 0
"Hanover County" "206 - Courthouse" 949 445 489 15 0
"Hanover County" "208 - Oak Knoll" 1002 316 672 14 0
"Hanover County" "209 - West Hanover" 285 82 198 5 0
"Hanover County" "210 - Oak Hill" 412 126 283 3 0
"Hanover County" "301 - Clay" 1408 439 965 3 1
"Hanover County" "303 - Shady Grove" 1291 408 871 10 2
"Hanover County" "304 - Atlee" 2782 1111 1603 67 1
"Hanover County" "305 - Cool Spring" 1367 518 831 18 0
"Hanover County" "401 - Battlefield" 1443 301 1129 11 2
"Hanover County" "403 - Cold Harbor" 1648 481 1137 28 2
"Hanover County" "404 - Black Creek" 1585 300 1278 7 0
"Hanover County" "405 - Pebble Creek" 853 315 527 11 0
"Hanover County" "406 - Beaverdam Creek" 268 84 174 8 2
"Hanover County" "502 - Rural Point" 1391 471 907 12 1
"Hanover County" "503 - Newman" 1047 389 646 12 0
"Hanover County" "504 - Studley" 920 207 700 12 1
"Hanover County" "505 - Totopotomoy" 714 164 543 7 0
"Hanover County" "506 - Georgetown" 1101 342 745 14 0
"Hanover County" "507 - Laurel Meadow" 1196 342 832 22 0
"Hanover County" "601 - Village" 1987 597 1352 36 2
"Hanover County" "602 - Lee Davis" 1430 434 977 16 3
"Hanover County" "603 - Mechanicsville" 853 372 471 10 0
"Hanover County" "604 - Hanover Grove" 973 277 685 11 0
"Hanover County" "701 - Farrington" 1297 391 889 16 1
"Hanover County" "702 - Montpelier" 1174 450 705 19 0
"Hanover County" "703 - Rockville" 1318 434 859 23 2
"Hanover County" "704 - Elmont" 1392 523 848 19 2
"Hanover County" "705 - South Anna" 751 249 487 14 1
"Hanover County" "Ab - Central Absentee Precinct" 2084 803 1250 30 1
"Hanover County" Provisional 28 16 12 0 0
"Harrisonburg City" "101 - Northeast" 1397 919 446 31 1
"Harrisonburg City" "102 - East Central" 774 564 202 7 1
"Harrisonburg City" "103 - Southeast" 1266 835 413 16 2
"Harrisonburg City" "104 - East" 1249 730 501 17 1
"Harrisonburg City" "105 - South East Central" 765 529 223 13 0
"Harrisonburg City" "201 - Northwest" 1412 817 569 25 1
"Harrisonburg City" "202 - Southwest" 1484 931 531 22 0
"Harrisonburg City" "203 - West" 1384 895 469 19 1
"Harrisonburg City" "Ab - Central Absentee Precinct" 579 334 241 4 0
"Harrisonburg City" Provisional 2 1 1 0 0
"Henrico County" "101 - Coalpit" 1930 1050 846 32 2
"Henrico County" "102 - Dumbarton" 1471 1109 344 16 2
"Henrico County" "103 - Glen Allen" 2211 1106 1088 15 2
"Henrico County" "104 - Glenside" 997 793 187 16 1
"Henrico County" "105 - Greendale" 1564 940 593 31 0
"Henrico County" "106 - Hermitage" 1457 867 563 26 1
"Henrico County" "108 - Hungary Creek" 2214 1135 1050 27 2
"Henrico County" "109 - Hunton" 594 222 363 9 0
"Henrico County" "110 - Johnson" 503 301 186 15 1
"Henrico County" "111 - Lakeside" 1987 1175 770 41 1
"Henrico County" "112 - Longan" 1365 688 655 22 0
"Henrico County" "113 - Maude Trevvett" 662 344 309 9 0
"Henrico County" "114 - Monument Hills" 649 346 297 6 0
"Henrico County" "115 - Staples Mill" 2169 1040 1110 19 0
"Henrico County" "117 - Westwood" 1184 686 478 20 0
"Henrico County" "201 - Adams" 1093 1044 40 9 0
"Henrico County" "202 - Azalea" 1395 1294 89 9 3
"Henrico County" "203 - Belmont" 1217 858 343 16 0
"Henrico County" "204 - Brookland" 326 191 131 4 0
"Henrico County" "205 - Canterbury" 520 215 303 2 0
"Henrico County" "206 - Central Gardens" 1370 1333 30 7 0
"Henrico County" "207 - Chamberlayne" 1556 1190 348 18 0
"Henrico County" "208 - Fairfield" 1127 1079 41 7 0
"Henrico County" "209 - Glen Lea" 910 792 111 7 0
"Henrico County" "210 - Greenwood" 843 686 140 16 1
"Henrico County" "211 - Highland Gardens" 513 483 25 3 2
"Henrico County" "212 - Hollybrook" 459 333 120 5 1
"Henrico County" "213 - Hungary" 849 710 128 11 0
"Henrico County" "214 - Longdale" 810 563 233 13 1
"Henrico County" "215 - Maplewood" 1533 1475 51 7 0
"Henrico County" "216 - Moody" 569 300 255 14 0
"Henrico County" "217 - Mountain" 415 257 147 11 0
"Henrico County" "218 - Oakview" 82 37 44 1 0
"Henrico County" "219 - Randolph" 204 174 29 1 0
"Henrico County" "220 - Ratcliffe" 1686 1590 88 8 0
"Henrico County" "221 - Stratford Hall" 190 116 66 8 0
"Henrico County" "222 - Wilder" 1200 998 187 15 0
"Henrico County" "223 - Yellow Tavern" 1642 1004 629 9 0
"Henrico County" "224 - Essex Village" 314 308 5 0 1
"Henrico County" "301 - Causeway" 1093 560 523 9 1
"Henrico County" "302 - Cedarfield" 1493 669 805 19 0
"Henrico County" "303 - Innsbrook" 1555 883 655 16 1
"Henrico County" "304 - Jackson Davis" 887 402 469 15 1
"Henrico County" "305 - Nuckols Farm" 1822 842 959 21 0
"Henrico County" "306 - Pocahontas" 1386 761 615 9 1
"Henrico County" "307 - Ridge" 833 395 424 14 0
"Henrico County" "308 - Rivers Edge" 1637 743 875 19 0
"Henrico County" "309 - Sadler" 1571 823 738 10 0
"Henrico County" "310 - Shady Grove" 1770 792 969 8 1
"Henrico County" "311 - Short Pump" 2006 1091 889 25 1
"Henrico County" "312 - Springfield" 965 572 382 11 0
"Henrico County" "313 - Stoney Run" 2145 1110 1014 21 0
"Henrico County" "314 - Three Chopt" 1502 774 702 25 1
"Henrico County" "315 - Tucker" 1376 1014 344 17 1
"Henrico County" "401 - Quioccasin" 1585 880 684 20 1
"Henrico County" "402 - Crestview" 1165 727 416 21 1
"Henrico County" "403 - Derbyshire" 1247 529 700 18 0
"Henrico County" "404 - Freeman" 1038 553 471 14 0
"Henrico County" "405 - Gayton" 1942 834 1083 25 0
"Henrico County" "406 - Godwin" 1426 766 643 16 1
"Henrico County" "407 - Lakewood" 1093 486 586 21 0
"Henrico County" "408 - Lauderdale" 1276 703 558 14 1
"Henrico County" "409 - Maybeury" 1505 730 759 16 0
"Henrico County" "410 - Mooreland" 1012 364 642 6 0
"Henrico County" "411 - Pemberton" 1170 648 510 12 0
"Henrico County" "412 - Pinchbeck" 1602 853 722 26 1
"Henrico County" "413 - Ridgefield" 1723 867 836 19 1
"Henrico County" "414 - Rollingwood" 1235 638 581 15 1
"Henrico County" "415 - Skipwith" 782 447 326 8 1
"Henrico County" "416 - Spottswood" 670 335 327 7 1
"Henrico County" "417 - Tuckahoe" 2233 891 1324 18 0
"Henrico County" "418 - Welborne" 968 560 392 14 2
"Henrico County" "419 - West End" 1405 707 685 13 0
"Henrico County" "501 - Antioch" 1064 287 761 16 0
"Henrico County" "502 - Cedar Fork" 611 520 85 6 0
"Henrico County" "503 - Chickahominy" 1139 514 614 11 0
"Henrico County" "504 - Donahoe" 806 565 232 8 1
"Henrico County" "505 - Dorey" 1364 715 635 14 0
"Henrico County" "506 - Eanes" 1065 816 240 7 2
"Henrico County" "507 - Elko" 404 74 323 7 0
"Henrico County" "508 - Highland Springs" 930 769 154 6 1
"Henrico County" "509 - Laburnum" 915 680 226 8 1
"Henrico County" "510 - Mehfoud" 1117 827 281 8 1
"Henrico County" "511 - Montrose" 1971 1738 216 17 0
"Henrico County" "512 - Nine Mile" 516 319 188 8 1
"Henrico County" "513 - Pleasants" 1374 1232 137 5 0
"Henrico County" "514 - Rolfe" 2584 2345 217 22 0
"Henrico County" "515 - Sandston" 945 340 590 13 2
"Henrico County" "516 - Sullivans" 1082 754 323 5 0
"Henrico County" "517 - Town Hall" 596 279 312 5 0
"Henrico County" "518 - Whitlocks" 1164 516 641 7 0
"Henrico County" "Ab - Central Absentee Precinct" 1404 1081 307 15 1
"Henrico County" "Ab - Central Absentee Precinct" 4982 2745 2203 31 3
"Henrico County" Provisional 20 17 2 1 0
"Henrico County" Provisional 86 55 30 1 0
"Henry County" "101 - Bassett Number Two" 291 149 140 2 0
"Henry County" "102 - Gunville" 530 96 429 3 2
"Henry County" "103 - Scott's Tanyard" 949 201 739 9 0
"Henry County" "201 - Fieldale" 341 121 217 3 0
"Henry County" "202 - Horsepasture #1" 634 226 404 4 0
"Henry County" "203 - Horsepasture #2" 625 462 161 2 0
"Henry County" "204 - Spencer" 728 210 515 3 0
"Henry County" "302 - Axton" 452 244 200 8 0
"Henry County" "303 - Irisburg" 765 339 418 8 0
"Henry County" "304 - Mount Olivet" 987 510 471 6 0
"Henry County" "304 - Mount Olivet" 1 1 0 0 0
"Henry County" "305 - Mountain Valley" 435 189 240 6 0
"Henry County" "401 - Collinsville Number 1" 455 116 335 4 0
"Henry County" "402 - Daniels Creek" 428 127 298 3 0
"Henry County" "404 - Collinsville Number 2" 817 253 554 9 1
"Henry County" "405 - Mountain View" 464 194 264 6 0
"Henry County" "501 - Bassett Number One" 347 162 183 2 0
"Henry County" "502 - Figsboro" 531 140 387 4 0
"Henry County" "503 - Stanleytown" 797 136 656 5 0
"Henry County" "504 - Oak Level" 295 78 215 2 0
"Henry County" "505 - Dyers Store" 45 6 39 0 0
"Henry County" "505 - Dyers Store" 302 109 190 3 0
"Henry County" "601 - Fontaine" 677 199 471 7 0
"Henry County" "602 - Hillcrest" 270 112 153 5 0
"Henry County" "603 - Ridgeway #1" 702 180 518 4 0
"Henry County" "604 - Ridgeway #2" 591 148 443 0 0
"Henry County" "Ab - Central Absentee Precinct" 176 55 117 4 0
"Henry County" "Ab - Central Absentee Precinct" 414 131 282 1 0
"Henry County" Provisional 2 0 2 0 0
"Henry County" Provisional 6 1 5 0 0
"Highland County" "1 - Monterey" 357 125 225 7 0
"Highland County" "3 - Wilsons Mill" 83 26 54 3 0
"Highland County" "5 - Blue Grass" 184 62 119 3 0
"Highland County" "7 - Mill Gap" 120 38 80 2 0
"Highland County" "8 - Mcdowell" 218 51 164 3 0
"Highland County" "10 - Headwaters" 72 15 57 0 0
"Highland County" Provisional 0 0 0 0 0
"Hopewell City" "101 - Ward One" 587 270 300 17 0
"Hopewell City" "201 - Ward Two" 449 366 77 3 3
"Hopewell City" "301 - Ward Three" 990 272 708 9 1
"Hopewell City" "401 - Ward Four" 1129 562 548 18 1
"Hopewell City" "501 - Ward Five" 780 279 486 14 1
"Hopewell City" "601 - Ward Six" 594 493 88 11 2
"Hopewell City" "701 - Ward Seven" 608 365 239 4 0
"Hopewell City" "Ab - Central Absentee Precinct" 320 119 195 5 1
"Hopewell City" Provisional 2 2 0 0 0
"Isle Of Wight County" "101 - Smithfield" 1701 633 1051 16 1
"Isle Of Wight County" "102 - Cypress Creek" 1358 551 797 9 1
"Isle Of Wight County" "201 - Bartlett" 1698 670 1009 18 1
"Isle Of Wight County" "202 - Carrollton" 1599 714 866 19 0
"Isle Of Wight County" "301 - Rushmere" 1252 693 543 16 0
"Isle Of Wight County" "302 - Pons" 1205 783 414 8 0
"Isle Of Wight County" "401 - Courthouse" 490 144 345 1 0
"Isle Of Wight County" "402 - Windsor" 961 323 632 6 0
"Isle Of Wight County" "403 - Longview" 910 405 501 4 0
"Isle Of Wight County" "501 - Walters" 550 149 394 7 0
"Isle Of Wight County" "502 - Camps Mill" 280 157 123 0 0
"Isle Of Wight County" "503 - Carrsville" 365 148 213 4 0
"Isle Of Wight County" "504 - Zuni" 688 207 473 8 0
"Isle Of Wight County" "505 - Raynor" 387 100 285 2 0
"Isle Of Wight County" "Ab - Central Absentee Precinct" 673 277 391 5 0
"Isle Of Wight County" Provisional 6 3 2 1 0
"James City County" "101 - Berkeley A" 1966 936 1009 21 0
"James City County" "102 - Berkeley B" 1242 647 570 24 1
"James City County" "103 - Berkeley C" 2603 1067 1524 11 1
"James City County" "104- Berkeley D" 572 322 239 11 0
"James City County" "201 - Jamestown A" 586 373 208 4 1
"James City County" "202 - Jamestown B" 1668 1031 608 28 1
"James City County" "202 - Jamestown B" 0 0 0 0 0
"James City County" "203 - Jamestown C" 1547 769 765 13 0
"James City County" "204 - Jamestown D" 2240 991 1233 15 1
"James City County" "301 - Powhatan A" 2246 1002 1235 8 1
"James City County" "302 - Powhatan B" 549 312 227 10 0
"James City County" "303 - Powhatan C" 757 259 483 14 1
"James City County" "304 - Powhatan D" 1630 977 644 9 0
"James City County" "401 - Stonehouse A" 1835 807 1003 25 0
"James City County" "402 - Stonehouse B" 2640 1254 1354 29 3
"James City County" "403 - Stonehouse C" 1776 763 1002 10 1
"James City County" "501 - Roberts A" 783 552 221 9 1
"James City County" "502 - Roberts B" 2105 860 1234 10 1
"James City County" "503 - Roberts C" 284 207 74 3 0
"James City County" "504 - Roberts D" 0 0 0 0 0
"James City County" "504 - Roberts D" 1911 1009 886 16 0
"James City County" "Ab - Central Absentee Precinct" 2838 1414 1404 20 0
"James City County" "Ab - Central Absentee Precinct" 0 0 0 0 0
"James City County" Provisional 15 7 8 0 0
"James City County" Provisional 8 2 6 0 0
"King And Queen County" "101 - Owenton" 425 251 170 4 0
"King And Queen County" "201 - Clarks" 493 182 305 6 0
"King And Queen County" "301 - Shacklefords" 476 195 273 8 0
"King And Queen County" "401 - Courthouse" 508 241 261 5 1
"King And Queen County" "501 - Oldmill" 434 116 313 5 0
"King And Queen County" "Ab - Central Absentee Precinct" 136 54 82 0 0
"King And Queen County" Provisional 0 0 0 0 0
"King George County" "101 - Courthouse" 1248 441 786 21 0
