COUNTY AREA TOTAL DEM REP LIB GRN CON IND ASC
COUNTY AREA TOTAL Clinton Trump Johnson Stein Castle McMullin Skewes
Dorchester Tupperway 402 121 256 14 3 1 7 0
Dorchester Irongate 389 68 288 13 4 0 12 4
Dorchester Greenhurst 521 174 301 31 3 2 8 2
Dorchester "Ashborough East" 473 201 243 16 6 3 3 1
Dorchester "Ashborough West" 271 72 167 24 5 2 1 0
Dorchester "Ashley River" 1180 491 621 44 8 2 13 1
Dorchester Windsor 493 217 244 18 3 4 7 0
Dorchester "Bacons Bridge" 918 288 561 41 6 2 20 0
Dorchester Brandymill 362 101 224 22 6 0 4 5
Dorchester Briarwood 563 202 329 19 4 0 6 3
Dorchester Butternut 869 284 518 35 9 7 16 0
Dorchester Central 673 185 428 39 4 0 16 1
Dorchester Coosaw 965 369 520 54 8 1 13 0
Dorchester Cypress 1129 376 688 35 7 2 20 1
Dorchester "King's Grant" 911 336 521 35 5 4 9 1
Dorchester Lincoln 686 454 205 14 6 3 4 0
Dorchester Miles/Jamison 948 317 561 37 11 3 17 2
Dorchester Oakbrook 1175 487 587 64 13 4 19 1
Dorchester Patriot 662 462 169 12 8 1 10 0
Dorchester "Sawmill Branch" 714 192 459 38 8 3 11 3
Dorchester "Coastal 2" 816 289 475 23 9 2 16 2
Dorchester "Coastal 3" 351 131 186 19 6 1 7 1
Dorchester "Archdale 2" 709 295 375 28 5 0 6 0
Dorchester "Ashborough East 2" 505 87 383 21 3 2 7 2
Dorchester "Ashborough West 2" 650 143 452 41 5 4 5 0
Dorchester "Beech Hill 2" 814 198 546 33 7 2 27 1
Dorchester "Brandymill 2" 675 227 400 33 3 2 7 3
Dorchester "Briarwood 2" 486 161 299 16 2 2 5 1
Dorchester "Briarwood 3" 430 105 290 24 4 1 6 0
Dorchester "Central 2" 686 228 423 25 3 1 6 0
Dorchester "Clemson 2" 915 248 614 36 11 0 6 0
Dorchester "Clemson 3" 646 207 416 12 3 1 6 1
Dorchester "Coosaw 2" 1019 457 495 36 16 3 11 1
Dorchester "Dorchester 2" 479 116 314 36 5 1 6 1
Dorchester "Flowertown 2" 695 265 385 27 6 2 9 1
Dorchester "Givhans 2" 496 180 299 9 2 1 3 2
Dorchester "Indian Field 2" 432 216 205 6 3 1 1 0
Dorchester "Irongate 2" 222 85 116 12 2 4 3 0
Dorchester "Irongate 3" 334 81 217 18 3 3 12 0
Dorchester "King's Grant 2" 858 325 494 26 0 2 10 1
Dorchester "Newington 2" 371 78 265 20 3 0 4 1
Dorchester "North Summerville 2" 530 373 132 13 4 1 5 2
Dorchester "Ridgeville 2" 366 186 168 5 1 3 3 0
Dorchester "Tranquil 2" 647 276 324 30 5 0 12 0
Dorchester "Tupperway 2" 414 163 228 15 2 2 4 0
Dorchester "Tranquil 3" 595 270 274 27 11 4 7 2
Dorchester "Bacons Bridge 2" 291 86 188 12 3 0 1 1
Dorchester "Coosaw 3" 719 252 428 28 3 1 7 0
Dorchester "Cypress 2" 383 88 271 15 2 1 6 0
Dorchester "Flowertown 3" 592 190 355 28 3 6 9 1
Dorchester "Oakbrook 2" 669 254 363 25 8 3 16 0
Dorchester "Windsor 2" 395 233 138 15 2 3 3 1
Dorchester Absentee 11063 4630 5990 237 48 48 99 11
Dorchester "Absentee 2" 3886 1891 1864 80 15 6 25 5
Dorchester Emergency 32 8 21 0 1 0 2 0
Dorchester "Emergency 2" 12 4 8 0 0 0 0 0
Dorchester Failsafe 12 7 4 1 0 0 0 0
Dorchester "Failsafe 2" 0 0 0 0 0 0 0 0
Dorchester Provisional 44 17 24 1 1 0 1 0
Dorchester "Provisional 2" 21 11 10 0 0 0 0 0
Dorchester Failsafe/Provisional 38 17 20 1 0 0 0 0
Edgefield "Edgefield No.1" 476 162 298 5 4 0 6 1
Edgefield "Edgefield No.2" 778 372 386 13 0 4 1 2
Edgefield "Johnston No.1" 707 438 251 7 3 2 4 2
Edgefield "Johnston No.2" 680 359 307 10 1 1 1 1
Edgefield "Trenton No.1" 581 256 311 5 2 1 3 3
Edgefield "Merriweather No.1" 1391 233 1104 21 5 12 15 1
Edgefield Westside 536 41 487 3 1 1 3 0
Edgefield Harmony 485 109 363 9 1 0 3 0
Edgefield "North Side" 263 140 117 5 1 0 0 0
Edgefield Brunson 300 178 112 4 2 1 3 0
Edgefield "Merriweather No.2" 1597 278 1256 32 4 13 13 1
Edgefield "Trenton No.2" 866 490 353 16 1 2 4 0
Edgefield Absentee 2983 1435 1496 22 10 5 12 3
Edgefield Emergency 0 0 0 0 0 0 0 0
Edgefield Failsafe 1 0 1 0 0 0 0 0
Edgefield Provisional 0 0 0 0 0 0 0 0
Edgefield "Failsafe Provisonal" 0 0 0 0 0 0 0 0
Fairfield BLACKSTOCK 39 31 8 0 0 0 0 0
Fairfield BLAIRS 292 250 37 2 1 1 1 0
Fairfield CENTERVILLE 198 56 137 2 1 0 2 0
Fairfield FEASTERVILLE 188 126 60 1 0 0 0 1
Fairfield GREENBRIER 894 608 258 12 5 1 9 1
Fairfield "GLADDE3N GROVE" 45 12 29 0 1 1 0 2
Fairfield JENKINSVILLE 355 294 54 2 0 2 3 0
Fairfield HOREB-GLENN 191 157 32 1 0 0 1 0
Fairfield "HICKORY RIDGE" 483 311 157 5 3 0 7 0
Fairfield LEBANON 377 187 186 0 1 3 0 0
Fairfield MITFORD 452 229 219 2 0 0 2 0
Fairfield MONTICELLO 329 244 74 6 0 0 4 1
Fairfield "NEW HOPE" 40 12 27 0 0 0 1 0
Fairfield RIDGEWAY 1001 649 328 10 2 3 7 2
Fairfield SIMPSON 502 268 215 9 5 0 5 0
Fairfield "SOUTH WINNSBORO" 339 272 61 1 2 0 2 1
Fairfield "WINNSBORO MILLS" 363 191 149 7 6 5 3 2
Fairfield "WINNSBORO NO. 1" 610 446 140 11 4 4 3 2
Fairfield "WINNSBORO NO. 2" 527 279 233 5 3 1 4 2
Fairfield "WHITE OAK" 156 105 44 1 0 3 3 0
Fairfield WOODARD 83 67 16 0 0 0 0 0
Fairfield "DUTCHMANS CREEK" 752 179 543 18 4 2 3 3
Fairfield Absentee 2991 1923 1013 24 9 6 12 4
Fairfield Emergency 0 0 0 0 0 0 0 0
Fairfield Failsafe 58 48 7 1 1 0 1 0
Fairfield Provisional 2 1 0 0 1 0 0 0
Fairfield "Failsafe Provisional" 0 0 0 0 0 0 0 0
Florence "BACK SWAMP" 259 70 187 0 2 0 0 0
Florence BROOKGREEN 337 258 75 2 0 0 1 1
Florence CARTERSVILLE 447 178 261 2 2 1 2 1
Florence CLAUSSEN 865 241 606 9 5 2 1 1
Florence "COLES CR ROADS" 1084 395 633 28 10 3 13 2
Florence "COWARDS NO. 1" 445 120 315 6 1 0 0 3
Florence "COWARDS NO. 2" 476 104 365 3 0 1 3 0
Florence "DELMAE NO. 1" 954 461 439 29 8 4 11 2
Florence "DELMAE NO. 2" 885 197 652 19 4 3 9 1
Florence "EBENEZER NO. 1" 1784 463 1238 56 10 0 17 0
Florence "EBENEZER NO. 2" 1122 390 678 31 6 1 14 2
Florence "EBENEZER NO. 3" 609 164 422 14 2 1 6 0
Florence EFFINGHAM 364 68 290 3 0 2 1 0
Florence ELIM-GLENWOOD 760 177 571 6 1 1 4 0
Florence EVERGREEN 537 135 388 4 4 1 4 1
Florence "FLORENCE NO. 1" 493 478 10 2 1 1 1 0
Florence "FLORENCE NO. 2" 430 410 14 2 1 0 1 2
Florence "FLORENCE NO. 3" 536 519 4 6 2 3 1 1
Florence "FLORENCE NO. 4" 304 142 141 11 5 0 4 1
Florence "FLORENCE NO. 5" 443 288 135 10 3 2 4 1
Florence "FLORENCE NO. 6" 394 121 258 9 2 0 4 0
Florence "FLORENCE NO. 7" 834 264 523 29 5 1 12 0
Florence "FLORENCE NO. 8" 808 174 589 25 3 0 16 1
Florence "FLORENCE NO. 9" 610 596 6 3 3 1 1 0
Florence "FLORENCE NO. 10" 249 235 8 1 3 0 1 1
Florence "FLORENCE NO. 11" 407 163 225 11 3 0 4 1
Florence "FLORENCE NO. 12" 912 227 638 27 5 3 8 4
Florence "FLORENCE NO. 14" 808 252 515 20 11 2 5 3
Florence "FLORENCE NO. 15" 180 141 36 0 1 0 2 0
Florence FRIENDFIELD 287 41 241 3 1 0 1 0
Florence GILBERT 791 669 108 4 5 2 2 1
Florence GREENWOOD 809 348 429 23 3 1 5 0
Florence HANNAH 414 47 358 8 1 0 0 0
Florence "HIGH HILL" 292 59 222 3 3 0 5 0
Florence JOHNSONVILLE 1160 332 803 9 4 4 7 1
Florence KINGSBURG-STONE 575 302 263 6 2 1 1 0
Florence "LAKE CITY NO. 1" 689 504 165 9 3 2 5 1
Florence "LAKE CITY NO. 2" 653 220 409 13 6 0 4 1
Florence "LAKE CITY NO. 3" 763 450 295 5 5 2 3 3
Florence "LAKE CITY NO. 4" 833 802 22 2 2 1 3 1
Florence LEO 190 69 118 2 0 0 1 0
Florence "MARS BLUFF NO. 1" 986 433 526 17 2 3 5 0
Florence "MARS BLUFF NO. 2" 711 227 460 13 3 4 3 1
Florence "MCALLISTER MILL" 399 121 274 2 1 0 1 0
Florence "MILL BRANCH" 360 234 117 3 3 2 1 0
Florence "OAK GROVE-SARDIS" 586 97 480 6 0 1 2 0
Florence OLANTA 761 323 416 11 2 5 2 2
Florence "PAMPLICO NO. 1" 607 165 432 5 1 1 1 2
Florence "PAMPLICO NO. 2" 377 268 99 5 1 1 3 0
Florence PROSPECT 221 12 205 3 0 0 0 1
Florence QUINBY 439 306 119 8 2 1 2 1
Florence SALEM 288 25 254 5 1 0 3 0
Florence "SAVANNAH GROVE" 1508 712 757 19 9 1 9 1
Florence SCRANTON 476 192 281 3 0 0 0 0
Florence "SOUTH FLORENCE NO. 1" 878 368 461 28 2 7 12 0
Florence "SOUTH FLORENCE NO. 2" 747 575 146 12 4 3 4 3
Florence SPAULDING 489 456 25 1 1 3 3 0
Florence "TANS BAY" 718 266 435 11 0 0 5 1
Florence "TIMMONSVILLE NO. 1" 722 568 140 4 4 1 3 2
Florence "TIMMONSVILLE NO. 2" 563 249 303 3 3 1 3 1
Florence VOX 371 68 285 12 0 1 4 1
Florence "WEST FLORENCE NO. 1" 1323 446 820 27 13 6 11 0
Florence "WEST FLORENCE NO. 2" 640 216 398 10 9 0 7 0
Florence "Absentee 1" 4089 1791 2230 36 10 5 13 4
Florence "Absentee 2" 9157 4713 4251 98 29 15 42 9
Florence "Absentee 3" 2782 1450 1280 32 8 2 9 1
Florence "Absentee 4" 1686 1007 625 20 9 6 12 7
Florence "Emergency 1" 0 0 0 0 0 0 0 0
Florence "Emergency 2" 0 0 0 0 0 0 0 0
Florence "Emergency 3" 0 0 0 0 0 0 0 0
Florence "Emergency 4" 0 0 0 0 0 0 0 0
Florence "Failsafe 1" 24 14 9 1 0 0 0 0
Florence "Failsafe 2" 39 26 11 1 0 1 0 0
Florence "Failsafe 3" 17 12 5 0 0 0 0 0
Florence "Failsafe 4" 25 22 3 0 0 0 0 0
Florence "Provisional 1" 9 2 7 0 0 0 0 0
Florence "Provisional 2" 18 12 5 1 0 0 0 0
Florence "Provisional 3" 15 7 8 0 0 0 0 0
Florence "Provisional 4" 3 2 1 0 0 0 0 0
Florence "Failsafe Prov 1" 105 51 50 1 0 0 3 0
Georgetown ANDREWS 746 538 193 6 3 2 4 0
Georgetown "ANDREWS OUTSIDE" 645 335 296 11 1 0 2 0
Georgetown BETHEL 529 56 465 5 3 0 0 0
Georgetown "BLACK RIVER" 734 137 576 6 5 1 7 2
Georgetown "BROWN'S FERRY" 891 711 163 2 6 3 5 1
Georgetown "CARVER'S BAY" 119 23 91 1 1 1 1 1
Georgetown "CEDAR CREEK" 329 55 269 2 1 0 1 1
Georgetown CHOPPEE 478 347 123 2 2 1 3 0
Georgetown "GEORGETOWN NO. 2-DREAM KEEPERS" 440 425 7 4 3 0 1 0
Georgetown "FOLLY GROVE" 535 133 394 3 1 1 2 1
Georgetown "GEORGETOWN NO. 1" 370 143 213 9 2 0 2 1
Georgetown "GEORGETOWN NO. 3" 506 436 57 5 3 2 1 2
Georgetown "GEORGETOWN NO. 4" 237 83 140 5 4 0 5 0
Georgetown "GEORGETOWN NO. 5" 729 257 444 13 3 4 7 1
Georgetown GRIER'S 306 253 52 0 0 1 0 0
Georgetown KENSINGTON 501 102 379 12 1 0 6 1
Georgetown "MURRELL'S INLET NO. 1" 1748 446 1238 24 15 4 18 3
Georgetown "MURRELL'S INLET NO. 2" 1048 288 722 24 9 1 3 1
Georgetown "MURRELL'S INLET NO. 3" 429 114 302 10 1 0 2 0
Georgetown "MURRELL'S INLET NO. 4" 845 138 680 18 4 0 5 0
Georgetown MYERSVILLE 279 250 25 2 1 0 1 0
Georgetown "PAWLEY'S ISLAND NO. 1" 1341 371 909 39 9 0 11 2
Georgetown "PAWLEY'S ISLAND NO. 2" 1364 556 743 37 10 2 13 3
Georgetown "PAWLEY'S ISLAND NO. 3" 1098 292 758 28 9 3 8 0
Georgetown "PAWLEY'S ISLAND NO. 4" 1066 242 755 41 8 1 14 5
Georgetown "PAWLEY'S ISLAND NO. 5" 1204 302 845 38 7 2 10 0
Georgetown "PENNY ROYAL" 240 76 162 1 1 0 0 0
Georgetown PLANTERSVILLE 390 296 88 3 1 0 2 0
Georgetown "PLEASANT HILL" 519 172 322 11 2 4 6 2
Georgetown "POTATO BED FERRY" 400 156 234 6 1 0 2 1
Georgetown SAMPIT 510 411 91 4 1 0 2 1
Georgetown SANTEE 555 451 98 0 2 1 3 0
Georgetown "SPRING GULLY" 763 383 367 2 3 4 3 1
Georgetown "WINYAH BAY" 397 99 291 4 0 1 2 0
Georgetown Absentee 9205 4159 4813 118 42 18 49 6
Georgetown Emergency 1 1 0 0 0 0 0 0
Georgetown Failsafe 102 56 45 1 0 0 0 0
Georgetown Provisional 17 5 11 1 0 0 0 0
Georgetown "Failsafe Provisional" 41 12 28 0 0 0 1 0
Greenville "GREENVILLE 1" 1053 337 599 56 9 5 46 1
Greenville "GREENVILLE 3" 1493 677 670 78 17 3 47 1
Greenville "GREENVILLE 4" 1260 798 356 56 14 2 30 4
Greenville "GREENVILLE 5" 1392 777 486 81 21 2 22 3
Greenville "GREENVILLE 6" 236 176 50 3 1 2 4 0
Greenville "GREENVILLE 7" 765 633 95 15 5 2 15 0
Greenville "GREENVILLE 8" 1158 803 262 55 12 4 20 2
Greenville "GREENVILLE 10" 1219 643 460 71 10 1 32 2
Greenville "GREENVILLE 14" 767 702 45 9 3 0 6 2
Greenville "GREENVILLE 16" 1108 413 607 48 12 2 22 4
Greenville "GREENVILLE 17" 962 338 553 37 3 1 29 1
Greenville "GREENVILLE 18" 962 314 578 45 2 1 22 0
Greenville "GREENVILLE 19" 990 783 156 16 15 3 16 1
Greenville "GREENVILLE 20" 774 274 448 38 4 0 10 0
Greenville "GREENVILLE 21" 852 333 404 70 11 2 30 2
Greenville "GREENVILLE 22" 1408 462 841 63 9 5 26 2
Greenville "GREENVILLE 23" 1203 304 833 37 2 2 23 2
Greenville "GREENVILLE 24" 1711 740 821 87 17 7 39 0
Greenville "GREENVILLE 25" 970 426 463 40 12 6 21 2
Greenville "GREENVILLE 26" 947 555 313 47 8 3 20 1
Greenville "GREENVILLE 27" 728 97 527 25 4 15 58 2
Greenville "GREENVILLE 28" 554 253 242 27 17 6 9 0
Greenville "GREENVILLE 29" 886 651 182 23 7 3 19 1
Greenville AIKEN 444 242 183 10 3 3 2 1
Greenville "ALTAMONT FOREST" 821 183 581 21 6 2 25 3
Greenville "ASHETON LAKES" 1899 450 1328 78 10 5 25 3
Greenville AVON 970 265 646 19 13 7 18 2
Greenville "BELLE MEADE" 892 832 45 5 6 1 3 0
Greenville "BELLS CROSSING" 1784 460 1183 77 15 12 34 3
Greenville BELMONT 488 316 160 8 1 1 2 0
Greenville BEREA 807 364 404 15 5 4 13 2
Greenville "BOILING SPRINGS" 1320 372 848 41 10 3 42 4
Greenville "BOTANY WOODS" 1020 319 622 35 11 2 30 1
Greenville BROOKGLENN 746 237 452 21 8 6 22 0
Greenville CANEBRAKE 1740 506 1132 58 11 7 22 4
Greenville CAROLINA 675 495 165 5 5 0 4 1
Greenville "CHESTNUT HILLS" 894 419 422 27 10 8 8 0
Greenville "CIRCLE CREEK" 1614 440 1078 54 7 3 31 1
Greenville "CLEAR CREEK" 1062 161 828 29 9 9 25 1
Greenville CONESTEE 1274 562 651 35 11 3 11 1
Greenville "DARBY RIDGE" 1442 233 1115 39 9 11 33 2
Greenville "DEL NORTE" 1378 531 754 43 17 6 26 1
Greenville DEVENGER 1186 279 796 44 6 6 54 1
Greenville DONALDSON 491 350 126 7 3 2 3 0
Greenville "DOVE TREE" 1125 330 693 60 12 7 21 2
Greenville DUNKLIN 1334 173 1111 27 2 7 13 1
Greenville EASTSIDE 1352 374 900 42 10 5 21 0
Greenville EBENEZER 1347 210 1080 29 8 5 11 4
Greenville "EDWARDS FOREST" 1327 343 888 37 6 11 40 2
Greenville ENOREE 1535 481 966 41 10 2 33 2
Greenville FEASTER 660 253 365 21 3 6 12 0
Greenville "FORK SHOALS" 1185 174 966 21 7 3 12 2
Greenville "FOUNTAIN INN 1" 1854 771 988 54 8 5 26 2
Greenville "FOUNTAIN INN 2" 803 216 544 23 7 2 9 2
Greenville FURMAN 1556 473 1001 38 16 6 18 4
Greenville GOWENSVILLE 1185 181 961 22 9 5 5 2
Greenville GROVE 805 466 309 7 10 2 8 3
Greenville "JENNINGS MILL" 993 193 738 29 5 7 16 5
Greenville LAKEVIEW 1278 524 660 37 15 10 29 3
Greenville "LAUREL RIDGE" 1370 354 940 38 7 4 23 4
Greenville LEAWOOD 1213 453 681 50 5 6 16 2
Greenville "MAPLE CREEK" 1092 307 733 20 9 6 17 0
Greenville MARIDELL 1134 216 859 20 11 7 19 2
Greenville "MAULDIN 1" 1158 456 621 40 12 9 18 2
Greenville "MAULDIN 2" 2012 700 1166 73 24 6 41 2
Greenville "MAULDIN 3" 1413 735 598 39 13 3 24 1
Greenville "MAULDIN 4" 1659 603 955 43 16 9 31 2
Greenville "MAULDIN 5" 1506 592 800 78 11 3 20 2
Greenville "MAULDIN 6" 1305 512 738 33 7 6 7 2
Greenville "MAULDIN 7" 1155 380 667 53 8 4 39 4
Greenville MISSION 1437 395 946 43 4 5 44 0
Greenville MONAVIEW 908 403 447 22 15 5 12 4
Greenville "MOUNTAIN CREEK" 1405 241 1069 42 6 10 35 2
Greenville "MOUNTAIN VIEW" 1399 164 1179 26 6 12 11 1
Greenville "NEELY FARMS" 2129 656 1338 74 12 9 38 2
Greenville NORTHWOOD 1192 307 776 52 5 6 45 1
Greenville OAKVIEW 1743 454 1172 68 11 4 31 3
Greenville PALMETTO 1096 348 658 39 10 4 35 2
Greenville "PARIS MOUNTAIN" 861 218 572 35 4 8 22 2
Greenville "PEBBLE CREEK" 1307 313 917 27 4 12 32 2
Greenville "PELHAM FALLS" 745 203 484 34 5 6 13 0
Greenville PIEDMONT 1424 424 930 42 5 7 11 5
Greenville PINEVIEW 692 104 558 18 3 5 4 0
Greenville POINSETT 1392 411 880 48 14 7 32 0
Greenville RAINTREE 1662 551 1002 62 8 13 22 4
Greenville "REEDY FORK" 1092 478 569 17 4 5 15 4
Greenville RIVERWALK 1656 426 1122 62 16 0 30 0
Greenville "ROCK HILL" 1379 507 759 51 13 6 40 3
Greenville "ROCKY CREEK" 1116 422 616 54 6 6 11 1
Greenville "ROLLING GREEN" 1005 255 701 30 2 2 15 0
Greenville "ROYAL OAKS" 741 639 82 6 3 4 6 1
Greenville SALUDA 906 281 580 22 6 6 10 1
Greenville "SANDY FLAT" 2027 297 1625 54 10 14 25 2
Greenville SEVIER 1583 372 1092 46 15 8 46 4
Greenville SILVERLEAF 1299 321 866 49 14 8 41 0
Greenville "SIMPSONVILLE 1" 1394 432 878 49 8 8 17 2
Greenville "SIMPSONVILLE 2" 970 330 572 35 14 5 12 2
Greenville "SIMPSONVILLE 3" 1405 350 980 45 12 4 14 0
Greenville "SIMPSONVILLE 4" 1092 400 633 36 8 4 9 2
Greenville "SIMPSONVILLE 5" 1119 486 560 44 6 0 22 1
Greenville "SIMPSONVILLE 6" 1548 528 936 50 8 6 19 1
Greenville SKYLAND 1512 129 1322 33 8 5 15 0
Greenville "SLATER MARIETTA" 1697 226 1391 40 11 6 17 6
Greenville SOUTHSIDE 1094 536 513 27 6 3 8 1
Greenville "SPRING FOREST" 1102 432 576 45 5 6 36 2
Greenville "STONE VALLEY" 1289 408 767 52 19 6 34 3
Greenville STONEHAVEN 1094 323 694 42 4 3 28 0
Greenville "SUBER MILL" 1606 476 998 69 19 5 38 1
Greenville "SUGAR CREEK" 1519 364 1070 46 8 6 24 1
Greenville "SULPHUR SPRINGS" 1190 296 834 23 13 6 15 3
Greenville SYCAMORE 1291 290 919 50 7 7 16 2
Greenville TANGLEWOOD 1180 583 557 22 7 3 6 2
Greenville TAYLORS 1257 496 668 63 9 9 10 2
Greenville THORNBLADE 1676 537 1053 32 15 4 33 2
Greenville TIGERVILLE 1476 231 1161 38 5 8 33 0
Greenville TIMBERLAKE 1379 395 846 72 14 9 42 1
Greenville TRADE 1169 458 637 33 14 4 22 1
Greenville "TUBBS MOUNTAIN" 1397 215 1113 33 6 10 18 2
Greenville "WADE HAMPTON" 1182 337 740 38 14 6 43 4
Greenville "WALNUT SPRINGS" 2710 707 1819 88 18 27 49 2
Greenville WELCOME 1024 561 411 26 8 7 9 2
Greenville WELLINGTON 910 220 635 30 3 4 17 1
Greenville WESTCLIFFE 959 330 588 20 5 2 11 3
Greenville WESTSIDE 1114 423 656 15 4 8 7 1
Greenville WOODMONT 1334 628 657 20 11 6 10 2
Greenville "WOODRUFF LAKES" 1552 421 1040 36 15 8 29 3
Greenville "MT. PLEASANT" 777 606 149 7 7 3 3 2
Greenville "BAKER CREEK" 801 177 595 17 5 2 5 0
Greenville "BRIDGE FORK" 1061 283 734 27 3 5 8 1
Greenville "CASTLE ROCK" 1546 258 1213 38 6 7 23 1
Greenville "FOX CHASE" 1207 202 934 42 4 3 18 4
Greenville FROHAWK 1006 185 760 35 10 1 13 2
Greenville "GRANITE CREEK" 1568 507 981 46 7 3 23 1
Greenville "GRAZE BRANCH" 981 256 683 28 2 2 10 0
Greenville GREENBRIAR 1078 373 645 37 6 5 10 2
Greenville HILLCREST 1560 473 990 47 5 3 36 6
Greenville "HOLLY TREE" 833 225 558 25 6 2 15 2
Greenville "KILGORE FARMS" 1437 460 887 48 11 3 22 6
Greenville "LOCUST HILL" 983 144 798 15 4 3 18 1
Greenville "LONG CREEK" 883 233 593 27 9 4 17 0
Greenville "MOORE CREEK" 1773 713 961 65 10 10 13 1
Greenville ONEAL 1678 256 1351 35 4 7 20 5
Greenville "RANCH CREEK" 1543 788 672 43 10 6 23 1
Greenville RIVERSIDE 1361 475 783 51 20 5 26 1
Greenville "SPARROWS POINT" 1386 418 869 40 10 4 43 2
Greenville "STANDING SPRINGS" 1089 370 636 39 18 4 21 1
Greenville "TRAVELERS REST 1" 1454 409 927 62 15 4 35 2
Greenville "TRAVELERS REST 2" 969 214 705 17 7 7 17 2
Greenville "TYGER RIVER" 757 271 448 20 8 2 8 0
Greenville VERDMONT 1261 410 790 34 4 5 17 1
Greenville "WARE PLACE" 1232 242 945 22 11 5 7 0
Greenville "ABSENTEE 1" 19363 8828 9725 421 78 55 221 35
Greenville "ABSENTEE 2" 10861 4310 6117 203 56 30 130 15
Greenville "PROVISIONAL 1" 125 45 70 9 0 0 1 0
Greenville "PROVISIONAL 2" 79 25 49 1 1 0 3 0
Greenville "FAILSAFE 1" 263 162 79 16 2 0 4 0
Greenville "FAILSAFE 2" 117 66 41 5 0 0 5 0
Greenville "EMERGENCY 1" 0 0 0 0 0 0 0 0
Greenville "EMERGENCY 2" 0 0 0 0 0 0 0 0
Greenville "FAILSAFE PR" 995 386 542 41 9 3 13 1
Greenwood "Greenwood No. 1" 313 252 46 3 6 1 4 1
Greenwood "Greenwood No. 2" 391 364 21 3 1 1 1 0
Greenwood "Greenwood No. 3" 544 213 295 21 4 0 11 0
Greenwood "Greenwood No. 4" 574 278 271 14 5 0 4 2
Greenwood "Greenwood No. 5" 232 172 53 4 0 0 2 1
Greenwood "Greenwood No. 6" 395 237 145 6 3 2 1 1
Greenwood "Greenwood No. 7" 463 270 166 15 4 2 5 1
Greenwood "Greenwood No. 8" 459 172 260 13 5 2 6 1
Greenwood Glendale 758 154 563 16 7 4 14 0
Greenwood Harris 350 135 193 10 7 1 2 2
Greenwood Laco 710 213 472 11 5 1 5 3
Greenwood "Ninety Six" 445 175 249 12 4 1 4 0
Greenwood "Ninety Six Mill" 415 51 344 13 2 0 5 0
Greenwood "Ware Shoals" 317 134 169 7 2 2 1 2
Greenwood Hodges 727 161 542 13 3 2 6 0
Greenwood Cokesbury 544 261 267 7 1 3 5 0
Greenwood Coronaca 751 117 610 16 1 3 4 0
Greenwood "Greenwood High" 462 146 293 8 6 3 6 0
Greenwood Georgetown 461 200 234 14 4 2 6 1
Greenwood Sandridge 387 51 328 5 0 1 2 0
Greenwood Callison 520 110 394 9 0 3 1 3
Greenwood Bradley 137 43 87 6 0 1 0 0
Greenwood Troy 87 24 61 2 0 0 0 0
Greenwood Epworth 376 59 309 5 0 3 0 0
Greenwood Verdery 687 281 375 13 4 2 8 4
Greenwood "New Market" 477 181 283 4 2 0 5 2
Greenwood Emerald 291 223 57 8 0 1 1 1
Greenwood Airport 525 103 390 17 3 1 10 1
Greenwood "Emerald High" 272 60 196 8 2 0 6 0
Greenwood "Civic Center" 546 310 221 4 6 1 1 3
Greenwood Riley 119 40 77 1 1 0 0 0
Greenwood "Shoals Junction" 190 43 141 2 2 0 2 0
Greenwood "Greenwood Mill" 392 105 262 15 5 0 5 0
Greenwood Stonewood 858 171 656 20 5 2 2 2
Greenwood "Mimosa Crest" 370 123 228 15 1 0 2 1
Greenwood "Lower Lake" 624 97 510 13 1 0 3 0
Greenwood Pinecrest 472 161 284 8 8 3 8 0
Greenwood "Maxwellton Pike" 429 55 351 14 4 2 2 1
Greenwood "New Castle" 501 101 374 13 6 2 5 0
Greenwood "Rutherford Shoals" 436 145 282 5 4 0 0 0
Greenwood Liberty 404 205 186 5 4 1 2 1
Greenwood "Biltmore Pines" 587 175 385 12 7 1 7 0
Greenwood "Marshall Oaks" 247 186 52 6 1 0 1 1
Greenwood "Sparrows Grace" 736 97 611 15 3 5 5 0
Greenwood "Mountain Laurel" 415 215 182 8 4 1 4 1
Greenwood "Allie's Crossing" 438 118 307 9 1 0 3 0
Greenwood "Gideon's Way" 372 201 161 3 0 1 5 1
Greenwood "Parson's Mill" 408 136 241 17 3 5 5 1
Greenwood Absentee 6814 2998 3644 109 9 13 31 10
Greenwood Emergency 0 0 0 0 0 0 0 0
Greenwood Failsafe 172 111 53 2 3 1 1 1
Greenwood Provisional 73 37 33 0 1 1 1 0
Greenwood "Failsafe Provisional" 90 41 47 1 0 0 1 0
Hampton Brunson 349 133 206 4 2 1 3 0
Hampton "Hampton Courthouse No.1" 468 209 247 4 4 1 3 0
Hampton "Hampton Courthouse No.2" 658 287 358 9 0 1 3 0
Hampton Varnville 901 526 356 9 3 2 3 2
Hampton "Early Branch" 184 90 94 0 0 0 0 0
Hampton Garnett 91 79 12 0 0 0 0 0
Hampton Estill 955 718 212 8 6 2 6 3
Hampton Bonnett 467 125 335 1 0 1 3 2
Hampton Furman 221 141 76 3 0 0 0 1
Hampton Scotia 200 175 22 2 0 0 1 0
Hampton Yemassee 561 338 208 5 3 1 3 3
Hampton "Horse Gall" 63 2 59 2 0 0 0 0
Hampton "Rivers Mill" 44 23 18 1 0 0 2 0
Hampton Hopewell 173 28 142 2 1 0 0 0
