COUNTY AREA TOTAL DEM REP LIB GRN CON IND ASC
COUNTY AREA TOTAL Clinton Trump Johnson Stein Castle McMullin Skewes
Spartanburg "Ben Avon Methodist" 685 195 445 28 5 2 10 0
Spartanburg "Pacolet Elementary" 1218 327 860 8 6 4 10 3
Spartanburg "Chesnee Elementary" 1446 341 1046 26 6 8 15 4
Spartanburg "Park Hills Elementary" 764 613 125 13 5 3 4 1
Spartanburg Canaan 578 167 389 12 5 1 3 1
Spartanburg "Powell Saxon Una" 727 502 200 9 6 4 5 1
Spartanburg "Woodruff Elementary" 1146 375 725 23 11 3 4 5
Spartanburg "Duncan United Methodist" 824 339 456 16 3 1 8 1
Spartanburg "River Ridge Elementary" 1161 372 726 32 13 4 13 1
Spartanburg Absentee 13440 4292 8822 173 42 26 72 13
Spartanburg "Absentee 2" 8890 3140 5514 125 29 17 53 12
Spartanburg "Absentee 3" 4425 2757 1566 45 20 11 23 3
Spartanburg "Absentee 4" 1158 402 718 21 7 4 4 2
Spartanburg Emergency 59 16 43 0 0 0 0 0
Spartanburg "Emergency 2" 39 20 19 0 0 0 0 0
Spartanburg "Emergency 3" 3 2 1 0 0 0 0 0
Spartanburg "Emergency 4" 1 0 1 0 0 0 0 0
Spartanburg Failsafe 73 37 35 0 0 1 0 0
Spartanburg "Failsafe 2" 58 39 19 0 0 0 0 0
Spartanburg "Failsafe 3" 71 59 10 0 0 1 1 0
Spartanburg "Failsafe 4" 5 2 2 0 0 0 1 0
Spartanburg Provisional 0 0 0 0 0 0 0 0
Spartanburg "Provisional 2" 0 0 0 0 0 0 0 0
Spartanburg "Provisional 3" 0 0 0 0 0 0 0 0
Spartanburg "Provisional 4" 0 0 0 0 0 0 0 0
Spartanburg "Failsafe Provisional" 194 70 112 7 1 1 3 0
Sumter REMBERT 839 696 130 5 2 2 2 2
Sumter HORATIO 240 197 40 2 1 0 0 0
Sumter HILLCREST 424 213 191 10 3 2 4 1
Sumter "OAKLAND PLANTATION 1" 548 224 301 11 5 0 6 1
Sumter "DALZELL 1" 647 250 366 10 9 3 7 2
Sumter "DALZELL 2" 485 212 255 13 0 3 1 1
Sumter OSWEGO 552 185 355 3 3 1 3 2
Sumter MAYESVILLE 331 265 62 1 0 0 3 0
Sumter SALEM 227 184 38 2 0 1 1 1
Sumter "OAKLAND PLANTATION 2" 454 163 277 10 4 0 0 0
Sumter "MCCRAYS MILL 1" 682 241 425 8 1 0 7 0
Sumter ST.JOHN 684 394 274 5 2 1 6 2
Sumter MAYEWOOD 668 261 391 8 3 1 2 2
Sumter "TURKEY CREEK" 559 271 281 2 1 0 2 2
Sumter MULBERRY 401 279 110 9 2 1 0 0
Sumter SALTERSTOWN 421 159 244 9 3 2 4 0
Sumter "FOLSOM PARK" 583 486 81 5 4 2 4 1
Sumter "GREEN SWAMP" 767 333 396 20 2 1 14 1
Sumter "PALMETTO PARK" 472 231 222 10 3 1 5 0
Sumter BUNRS-DOWNS 425 132 277 8 1 1 6 0
Sumter "SECOND MILL" 768 127 596 20 9 1 12 3
Sumter "SWAN LAKE" 526 175 320 19 5 1 6 0
Sumter "MORRIS COLLEGE" 415 376 32 5 0 1 0 1
Sumter "HAMPTON PARK" 339 121 190 16 7 2 1 2
Sumter CROSSWELL 583 448 127 4 1 1 2 0
Sumter LORING 372 309 55 2 2 2 2 0
Sumter LEMIRA 550 453 81 9 3 1 3 0
Sumter MAGNOLIA-HARMONY 270 230 39 1 0 0 0 0
Sumter "STONE HILL" 317 312 3 1 1 0 0 0
Sumter "SOUTH RED BAY" 407 377 24 4 1 0 1 0
Sumter WILDER 377 343 32 0 2 0 0 0
Sumter "POCOTALIGO 1" 782 277 482 13 3 3 4 0
Sumter SAVAGE-GLOVER 242 235 1 0 0 0 3 3
Sumter BATES 304 294 7 0 2 0 1 0
Sumter BIRNIE 422 393 18 1 5 1 2 2
Sumter "SOUTH LIBERTY" 193 148 40 1 3 0 1 0
Sumter MILLWOOD 322 130 166 14 2 3 6 1
Sumter "CAUSEWAY BRANCH 1" 629 195 396 15 5 0 18 0
Sumter "MCCRAYS MILL 2" 748 251 476 14 4 0 3 0
Sumter "SUMTER HIGH 1" 299 101 182 3 4 1 8 0
Sumter SUNSET 673 280 361 20 4 0 6 2
Sumter DELAINE 649 503 122 11 3 4 3 3
Sumter CHERRYVALE 323 189 123 7 0 1 3 0
Sumter "MANCHESTER FOREST" 706 311 379 7 2 0 5 2
Sumter PINEWOOD 838 404 419 6 1 0 8 0
Sumter "POCOTALIGO 2" 554 278 263 9 1 0 1 2
Sumter PRIVATEER 809 194 585 13 6 2 7 2
Sumter "EBENEZER 1" 622 314 280 13 5 0 7 3
Sumter "WILSON HALL" 773 120 619 16 4 1 13 0
Sumter FURMAN 741 142 571 12 6 3 5 2
Sumter SPECTRUM 427 275 141 8 1 1 1 0
Sumter "ST. PAUL" 705 394 286 14 2 0 7 2
Sumter SHAW 112 36 69 4 0 0 3 0
Sumter "THOMAS SUMTER" 431 291 130 5 3 2 0 0
Sumter "SUMTER HIGH 2" 579 237 328 7 3 1 2 1
Sumter "EBENEZER 2" 651 298 325 12 4 3 7 2
Sumter "GREEN SWAMP 2" 418 76 324 8 2 0 7 1
Sumter "CAUSEWAY BRANCH 2" 379 127 237 10 1 0 4 0
Sumter "Absentee 1" 11994 7370 4366 136 36 23 52 11
Sumter "Absentee 2" 2245 1426 767 28 10 3 10 1
Sumter "Emergency 1" 55 34 19 2 0 0 0 0
Sumter "Emergency 2" 0 0 0 0 0 0 0 0
Sumter "Failsafe 1" 82 52 30 0 0 0 0 0
Sumter "Failsafe 2" 8 4 4 0 0 0 0 0
Sumter "Provisional 1" 0 0 0 0 0 0 0 0
Sumter "Provisional 2" 0 0 0 0 0 0 0 0
Sumter "Failsafe Provisional" 38 21 14 3 0 0 0 0
Union ADAMSBURG 418 69 338 6 1 0 3 1
Union "BLACK ROCK" 247 145 97 2 0 1 1 1
Union BONHAM 511 165 331 9 1 1 4 0
Union "BUFFALO BOX 1" 511 111 382 4 5 2 6 1
Union CARLISLE 306 270 31 2 2 1 0 0
Union "CROSS KEYS" 506 152 347 3 1 1 2 0
Union "EAST BUFFALO" 177 120 51 1 3 1 1 0
Union EXCELSIOR 754 294 445 7 1 0 7 0
Union "JONESVILLE BOX 1" 627 143 471 4 3 3 3 0
Union "JONESVILLE BOX 2" 657 225 417 6 1 3 4 1
Union KELTON 585 190 380 3 4 0 7 1
Union LOCKHART 408 73 320 8 2 3 2 0
Union "MONARCH BOX 1" 633 132 469 18 5 5 4 0
Union "MONARCH BOX 2" 190 60 129 0 1 0 0 0
Union PUTMAN 438 63 366 7 0 0 2 0
Union SANTUCK 465 275 179 3 2 2 1 3
Union "UNION WARD 1 BOX 1" 343 146 191 3 1 0 2 0
Union "UNION WARD 1 BOX 2" 574 357 195 12 4 2 2 2
Union "UNION WARD 2" 466 302 157 3 1 1 1 1
Union "UNION WARD 3" 340 229 96 5 4 0 4 2
Union "UNION WARD 4 BOX 1" 381 124 250 4 0 0 2 1
Union "UNION WARD 4 BOX 2" 151 106 41 1 1 1 0 1
Union "WEST SPRINGS" 216 62 148 3 0 2 0 1
Union "Absentee 1" 1420 522 867 19 1 2 5 4
Union "Absentee 2" 598 303 287 4 3 1 0 0
Union "Emergency 1" 0 0 0 0 0 0 0 0
Union "Emergency 2" 0 0 0 0 0 0 0 0
Union "Failsafe 1" 112 53 57 0 1 1 0 0
Union "Failsafe 2" 53 36 16 0 0 0 0 1
Union "Provisional 1" 1 1 0 0 0 0 0 0
Union "Provisional 2" 4 1 3 0 0 0 0 0
Union "Failsafe Provisional" 0 0 0 0 0 0 0 0
Williamsburg "BLACK RIVER" 181 97 82 1 0 0 1 0
Williamsburg BLOOMINGVALE 515 340 162 3 5 0 5 0
Williamsburg CADES 260 151 107 1 1 0 0 0
Williamsburg "CEDAR SWAMP" 179 81 91 1 1 3 2 0
Williamsburg CENTRAL 494 308 177 1 4 1 2 1
Williamsburg EARLES 357 78 273 2 1 1 2 0
Williamsburg GREELEYVILLE 702 546 147 2 3 0 1 3
Williamsburg HARMONY 201 54 145 0 1 1 0 0
Williamsburg HEBRON 313 41 266 5 0 0 0 1
Williamsburg HEMINGWAY 822 505 309 4 3 0 1 0
Williamsburg "HENRY-POPLAR HILL" 345 157 183 0 2 2 1 0
Williamsburg INDIANTOWN 728 599 122 1 0 1 5 0
Williamsburg "KINGSTREE NO.1" 1395 641 725 16 3 0 8 2
Williamsburg "KINGSTREE NO.2" 346 327 11 3 3 1 1 0
Williamsburg "KINGSTREE NO.3" 849 780 62 1 2 2 2 0
Williamsburg "KINGSTREE NO.4" 560 432 116 5 2 3 0 2
Williamsburg LANE 482 434 45 0 0 0 1 2
Williamsburg MORRISVILLE 139 132 6 0 0 0 0 1
Williamsburg "MOUNT VERNON" 235 145 84 1 1 2 2 0
Williamsburg NESMITH 334 286 41 3 2 1 1 0
Williamsburg PERGAMOS 138 52 84 1 0 0 1 0
Williamsburg "PINEY FOREST" 239 7 228 1 0 0 2 1
Williamsburg SALTERS 571 476 83 4 1 0 6 1
Williamsburg "SANDY BAY" 216 53 162 0 1 0 0 0
Williamsburg SINGLETARY 144 113 28 2 0 1 0 0
Williamsburg SUTTONS 156 50 104 1 1 0 0 0
Williamsburg TRIO 417 362 53 1 0 0 1 0
Williamsburg "MUDDY CREEK" 496 145 338 3 2 3 2 3
Williamsburg Absentee 3171 2502 620 21 11 9 5 3
Williamsburg Emergency 63 54 9 0 0 0 0 0
Williamsburg Failsafe 1 1 0 0 0 0 0 0
Williamsburg Provisional 0 0 0 0 0 0 0 0
Williamsburg "Failsafe Provisional" 5 4 1 0 0 0 0 0
York Bethany 1100 142 910 26 7 1 9 5
York Bethel 846 245 526 46 9 2 14 4
York "River Hills" 1207 353 802 39 2 2 9 0
York "Bethel School" 1209 272 874 33 8 3 18 1
York "Bowling Green" 788 134 618 21 5 1 6 3
York "Bullocks Creek" 247 40 200 5 0 1 1 0
York "Cannon Mill" 645 179 432 19 0 2 11 2
York Catawba 1259 299 915 24 5 4 11 1
York Clover 757 165 560 17 10 2 2 1
York "Hampton Mill" 686 148 505 19 2 5 6 1
York "Cotton Belt" 864 151 676 22 6 2 6 1
York Delphia 916 173 708 20 1 5 5 4
York Ebenezer 661 166 452 23 1 2 17 0
York Filbert 831 132 660 20 4 1 14 0
York "Fort Mill No. 1" 1584 494 976 69 20 3 16 6
York Windjammer 1149 382 699 41 8 5 12 2
York "Fort Mill No. 3" 1106 445 576 51 9 3 19 3
York "Hickory Grove" 581 129 434 9 1 0 8 0
York "Highland Park" 581 315 236 14 3 6 5 2
York Lakeshore 1208 376 757 50 2 6 15 2
York Independence 475 89 365 10 5 0 6 0
York McConnells 822 212 577 16 6 1 7 3
York "Mt. Holly" 1360 604 687 42 4 2 19 2
York Newport 896 267 568 45 7 0 8 1
York "Mt. Gallant" 866 214 609 25 5 3 10 0
York Northside 579 284 238 22 14 3 12 6
York Oakridge 1254 337 878 21 5 7 4 2
York Ogden 1084 496 547 23 4 2 12 0
York Oakwood 948 325 562 40 3 7 11 0
York Airport 847 286 520 16 5 2 16 2
York "Rock Hill No. 2" 543 522 11 4 5 0 1 0
York "Rock Hill No. 3" 902 800 78 10 4 2 6 2
York "Rock Hill No. 4" 849 459 335 27 13 2 12 1
York "Rock Hill No. 5" 752 359 324 36 14 1 17 1
York "Rock Hill No. 6" 595 450 118 12 7 2 3 3
York "Rock Hill No. 7" 1104 549 473 48 16 3 14 1
York "Rock Hill No. 8" 444 389 41 8 3 0 3 0
York Sharon 730 202 502 17 3 0 4 2
York Smyrna 382 45 323 6 4 0 3 1
York Tirzah 1050 210 804 18 2 1 15 0
York "York No. 1" 743 405 309 14 7 0 7 1
York "York No. 2" 1104 446 602 30 8 4 12 2
York "India Hook" 884 294 527 40 3 2 16 2
York Edgewood 989 835 125 10 3 5 10 1
York "Fewell Park" 579 191 339 20 7 1 16 5
York "Fort Mill No. 4" 843 401 403 22 5 4 7 1
York Lesslie 767 120 608 21 5 2 9 2
York Rosewood 1580 759 712 66 15 6 20 2
York Northwestern 1093 277 742 48 5 2 17 2
York Shoreline 1281 456 746 49 9 6 13 2
York Ebinport 1385 517 766 54 14 3 28 3
York University 598 213 328 30 4 3 18 2
York "Fort Mill No. 5" 1101 367 668 50 3 4 8 1
York "Fort Mill No. 6" 1021 329 590 64 6 1 31 0
York "Allison Creek" 1494 360 1048 58 7 6 14 1
York "Anderson Road" 1568 800 669 56 15 1 26 1
York "New Home" 1169 292 823 29 10 5 9 1
York "Fort Mill No. 2" 1719 465 1140 67 11 8 25 3
York "Dobys Bridge" 1301 356 849 59 11 4 20 2
York Riverview 751 242 452 34 7 3 12 1
York "Orchard Park" 1169 390 675 72 8 4 19 1
York Lakewood 801 202 554 23 9 2 8 3
York "Laurel Creek" 734 189 517 14 2 3 9 0
York "Steele Creek" 1388 490 805 56 9 2 25 1
York "Pleasant Road" 1027 330 651 26 4 1 13 2
York "Gold Hill" 1253 418 757 54 7 5 11 1
York Waterstone 1098 419 602 44 11 4 16 2
York Palmetto 1327 470 754 58 4 4 34 3
York "Tega Cay" 800 259 485 40 6 1 8 1
York Adnah 461 115 322 16 2 2 3 1
York Harvest 631 195 392 23 4 3 13 1
York "Old Pointe" 846 342 438 33 8 4 18 3
York "Tools Fork" 817 257 527 21 2 4 4 2
York Carolina 642 190 424 16 1 3 8 0
York Fairgrounds 714 595 103 9 5 0 2 0
York "Ferry Branch" 520 118 382 7 4 0 9 0
York Friendship 424 117 287 10 1 0 8 1
York "Hollis Lakes" 975 411 493 39 9 5 18 0
York Hopewell 480 145 302 16 7 1 8 1
York Manchester 659 288 328 20 6 1 14 2
York "Mill Creek" 631 146 455 18 4 1 5 2
York "Nation Ford" 1391 470 837 50 9 2 21 2
York "Neelys Creek" 515 127 360 10 2 5 10 1
York "Pole Branch" 952 257 631 44 5 6 8 1
York "Six Mile" 666 115 515 15 6 2 11 2
York Springdale 631 327 249 26 8 4 17 0
York Springfield 1214 329 818 35 11 0 18 3
York Stateline 793 295 431 34 13 2 18 0
York Wylie 616 168 411 25 2 4 5 1
York Roosevelt 752 303 415 23 3 5 3 0
York Larne 623 176 407 26 3 4 6 1
York "Rock Creek" 844 181 623 26 6 2 5 1
York "River's Edge" 989 237 689 38 9 0 16 0
York Baxter 705 257 385 46 6 1 10 0
York Kanawha 876 285 528 47 1 0 14 1
York "Absentee 1" 9815 3428 6044 204 35 23 68 13
York "Absentee 2" 9083 4421 4366 171 26 14 73 12
York "Absentee 3" 7344 3265 3815 156 28 6 62 12
York "Absentee 4" 1452 506 890 39 4 2 8 3
York "Emergency 1" 0 0 0 0 0 0 0 0
York "Emergency 2" 0 0 0 0 0 0 0 0
York "Emergency 3" 0 0 0 0 0 0 0 0
York "Emergency 4" 0 0 0 0 0 0 0 0
York "Failsafe 1" 121 39 74 6 1 1 0 0
York "Failsafe 2" 34 14 17 1 0 0 2 0
York "Failsafe 3" 33 19 14 0 0 0 0 0
York "Failsafe 4" 5 1 4 0 0 0 0 0
York "Provisional 1" 86 26 57 3 0 0 0 0
York "Provisional 2" 80 38 38 4 0 0 0 0
York "Provisional 3" 57 23 32 1 1 0 0 0
York "Provisional 4" 21 1 19 0 1 0 0 0
York "Failsafe Prov 1" 585 235 310 24 7 2 6 1
