COUNTY AREA TOTAL DEM REP CON IND LIB REF
COUNTY AREA TOTAL Clinton Trump Castle Other Johnson DeLaFuente
Lander "Argenta 05" 0 86 413 4 18 18 3
Lander "Austin 07" 0 15 79 1 1 5 1
Lander "Gillman Springs Ranch 08" 0 2 12 0 0 0 0
Lander "Kingston 09" 0 15 59 0 1 3 1
Lander "Southern Lander County 06" 0 6 70 2 6 2 0
Lincoln "1 - ALAMO" 0 49 445 7 19 13 1
Lincoln "2 - CALIENTE" 0 110 418 6 26 16 0
Lincoln "3 - PANACA" 0 32 374 7 21 16 3
Lincoln "4 - PIOCHE" 0 90 405 5 17 16 1
Lincoln "5 - RACHEL" 0 4 29 0 1 1 0
Lincoln 88 0 0 0 0 0 0 0
Lincoln 99 0 0 0 0 0 0 0
Lyon 88 0 0 0 0 0 0 0
Lyon 99 0 1 1 1 1 1 1
Lyon "East Mason Valley 1" 0 129 370 6 18 18 0
Lyon "East Mason Valley 2" 0 105 477 3 11 9 0
Lyon "Fernley 1" 0 230 704 5 24 33 1
Lyon "Fernley 10" 0 68 196 2 12 9 0
Lyon "Fernley 11" 0 161 369 7 20 20 2
Lyon "Fernley 12" 0 221 553 4 17 37 2
Lyon "Fernley 13" 0 246 677 3 28 31 1
Lyon "Fernley 14" 0 187 399 6 12 27 0
Lyon "Fernley 2" 0 98 291 3 15 13 1
Lyon "Fernley 3" 0 86 223 1 10 13 1
Lyon "Fernley 4" 0 166 376 4 18 27 1
Lyon "Fernley 5" 0 116 343 6 8 25 2
Lyon "Fernley 6" 0 198 345 4 16 37 1
Lyon "Fernley 7" 0 258 513 10 23 53 3
Lyon "Fernley 8" 0 49 169 3 3 3 0
Lyon "Fernley 9" 0 78 159 1 6 11 1
Lyon "Mound House 1" 0 85 209 1 10 6 0
Lyon "Mound House 2" 0 118 224 1 2 16 2
Lyon "North Dayton 1" 0 294 741 9 30 42 5
Lyon "North Dayton 2" 0 317 817 6 37 49 2
Lyon "North Dayton 3" 0 244 449 2 24 41 1
Lyon "North Dayton 4" 0 291 536 7 19 38 1
Lyon "North Dayton 5" 0 178 498 2 9 18 1
Lyon "Silver City" 0 68 47 1 3 6 1
Lyon "Silver Springs 1" 0 160 451 6 16 16 3
Lyon "Silver Springs 2" 0 93 308 5 8 18 5
Lyon "Silver Springs 3" 0 159 395 3 13 14 3
Lyon "Silver Springs 4" 0 97 300 5 13 13 6
Lyon "Smith Valley 1" 0 154 617 4 22 17 1
Lyon "Smith Valley 2" 0 56 248 0 2 6 0
Lyon "South Dayton 1" 0 256 592 7 24 23 5
Lyon "South Dayton 2" 0 58 138 5 3 8 0
Lyon "South Dayton 3" 0 236 616 1 22 19 2
Lyon "South Dayton 4" 0 132 306 6 16 20 0
Lyon Spragg-Plummer 0 244 755 5 18 30 3
Lyon "Stagecoach 1" 0 193 687 5 9 19 1
Lyon "Stagecoach 2" 0 59 206 2 6 10 1
Lyon "West Mason Valley 1" 0 178 418 4 11 9 2
Lyon "West Mason Valley 2" 0 61 259 3 14 8 2
Lyon "West Mason Valley 3" 0 17 23 0 3 0 1
Mineral 1 0 76 211 3 9 17 3
Mineral 10 0 1 1 1 1 1 1
Mineral 11 0 192 76 1 15 11 7
Mineral 12 0 35 109 2 3 6 0
Mineral 2 0 70 193 1 4 8 1
Mineral 3 0 50 106 2 5 8 1
Mineral 4 0 40 101 0 6 11 0
Mineral 5 0 59 98 4 7 6 2
Mineral 6 0 70 146 6 4 15 0
Mineral 7 0 19 51 0 3 3 0
Mineral 8 0 4 14 0 2 2 0
Mineral 88 0 0 0 0 0 0 0
Mineral 9 0 21 72 0 1 1 1
Mineral 99 0 0 0 0 0 0 0
Nye 88 0 25 35 0 0 1 0
Nye 99 0 1 1 1 1 1 1
Nye "AMARGOSA VLY 06" 0 100 239 6 7 6 1
Nye "BEATTY 01" 0 79 258 4 17 10 0
Nye "CURRANT 02" 0 1 41 0 1 0 0
Nye "DUCKWATER 03" 0 20 13 3 1 0 2
Nye "FORTY BAR 18" 0 16 26 1 2 1 0
Nye "GABBS 04" 0 20 57 1 5 2 0
Nye "IONE 05" 0 11 3 1 1 0 0
Nye "MANHATTAN 07" 0 10 43 0 1 3 0
Nye "MERCURY 08" 0 1 1 1 1 1 1
Nye "PAHRUMP 09" 0 354 892 15 22 24 2
Nye "PAHRUMP 10" 0 165 363 6 18 26 0
Nye "PAHRUMP 11" 0 302 589 6 17 25 2
Nye "PAHRUMP 16" 0 262 528 4 12 15 3
Nye "PAHRUMP 17" 0 196 539 3 18 15 1
Nye "PAHRUMP 19" 0 434 1209 12 37 45 2
Nye "PAHRUMP 20" 0 150 350 3 6 14 1
Nye "PAHRUMP 21" 0 296 756 10 21 21 4
Nye "PAHRUMP 22" 0 174 452 3 15 29 1
Nye "PAHRUMP 23" 0 105 232 6 5 12 1
Nye "PAHRUMP 24" 0 191 545 2 17 22 1
Nye "PAHRUMP 25" 0 89 263 1 2 5 0
Nye "PAHRUMP 26" 0 139 397 3 13 18 4
Nye "PAHRUMP 27" 0 199 515 10 15 25 4
Nye "PAHRUMP 28" 0 301 755 7 24 30 3
Nye "PAHRUMP 29" 0 321 715 15 24 32 2
Nye "PAHRUMP 30" 0 245 651 12 26 24 0
Nye "PAHRUMP 31" 0 262 789 15 16 20 1
Nye "PAHRUMP 32" 0 404 899 5 19 42 4
Nye "ROUND MTN 12" 0 39 231 1 7 19 0
Nye "SMOKY VALLEY 35" 0 24 249 1 1 19 0
Nye "SUNNYSIDE 13" 0 2 8 0 0 1 0
Nye "TONOPAH 14" 0 150 658 8 37 44 8
Nye "TONOPAH 15" 0 7 21 0 7 2 0
Pershing 1 0 138 483 9 20 18 2
Pershing 3 0 97 227 6 12 10 1
Pershing 4 0 81 151 5 14 13 3
Pershing 5 0 22 98 1 1 7 0
Pershing 6 0 64 305 5 5 8 0
Pershing 7 0 27 139 3 4 2 0
Pershing 88 0 0 0 0 0 0 0
Pershing 99 0 1 1 1 1 1 1
Storey 1 0 86 175 0 12 17 2
Storey 10 0 0 0 0 0 0 0
Storey 11 0 0 11 0 0 0 0
Storey 12 0 1 1 1 1 1 1
Storey 13 0 0 0 0 0 0 0
Storey 14 0 0 0 0 0 0 0
Storey 15 0 1 18 0 2 0 0
Storey 2 0 101 193 0 12 13 0
Storey 3 0 1 14 0 0 0 0
Storey 4 0 100 269 4 11 9 1
Storey 5 0 244 602 2 19 37 0
Storey 6 0 219 333 3 19 24 3
Storey 7 0 0 0 0 0 0 0
Storey 8 0 0 0 0 0 0 0
Storey 88 0 0 0 0 0 0 0
Storey 9 0 0 0 0 0 0 0
Storey 99 0 0 0 0 0 0 0
Washoe 1000 0 327 151 1 27 11 2
Washoe 1002 0 368 239 3 29 35 2
Washoe 1003 0 739 308 1 35 50 1
Washoe 1005 0 0 0 0 0 0 0
Washoe 1006 0 187 102 2 20 10 0
Washoe 1007 0 544 488 2 40 41 2
Washoe 1008 0 176 117 1 2 5 1
Washoe 1010 0 562 424 6 59 49 0
Washoe 1011 0 487 167 5 18 28 5
Washoe 1012 0 118 128 1 8 19 1
Washoe 1014 0 584 390 5 42 44 0
Washoe 1015 0 14 14 0 1 2 0
Washoe 1016 0 456 284 2 29 38 2
Washoe 1018 0 586 195 3 42 44 1
Washoe 1020 0 515 391 4 44 25 0
Washoe 1022 0 412 358 3 27 23 1
Washoe 1023 0 295 290 0 19 15 1
Washoe 1024 0 589 560 3 52 56 3
Washoe 1026 0 320 307 4 24 25 1
Washoe 1027 0 184 139 0 10 6 2
Washoe 1029 0 547 567 0 46 31 2
Washoe 1031 0 295 288 0 25 16 0
Washoe 1032 0 261 221 3 18 12 0
Washoe 1033 0 491 306 1 37 39 0
Washoe 1035 0 274 100 2 34 12 7
Washoe 1036 0 378 147 1 20 23 1
Washoe 1038 0 247 165 1 16 13 0
Washoe 1039 0 293 132 4 20 28 0
Washoe 1040 0 0 0 0 0 0 0
Washoe 1043 0 394 243 4 13 48 0
Washoe 1044 0 461 381 3 38 51 2
Washoe 1045 0 218 196 4 20 20 1
Washoe 1046 0 70 45 0 2 6 0
Washoe 1047 0 100 145 0 16 14 0
Washoe 1050 0 0 0 0 0 0 0
Washoe 1051 0 1 1 1 1 1 1
Washoe 1053 0 190 160 5 13 18 0
Washoe 1055 0 515 349 6 33 54 2
Washoe 1056 0 408 313 8 40 31 3
Washoe 1057 0 549 488 4 39 62 1
Washoe 1058 0 0 0 0 0 0 0
Washoe 1059 0 1 1 1 1 1 1
Washoe 1061 0 0 0 0 0 0 0
Washoe 2000 0 200 136 0 10 8 1
Washoe 2002 0 0 0 0 0 0 0
Washoe 2004 0 333 166 2 21 32 1
Washoe 2006 0 416 347 3 30 27 1
Washoe 2007 0 39 14 0 1 1 0
Washoe 2009 0 163 75 4 12 9 0
Washoe 2010 0 132 115 0 13 5 0
Washoe 2013 0 158 153 0 14 5 1
Washoe 2016 0 189 191 0 13 18 0
Washoe 2017 0 314 253 1 14 28 4
Washoe 2018 0 490 423 6 23 46 5
Washoe 2019 0 382 500 4 27 33 1
Washoe 2020 0 149 117 2 9 24 2
Washoe 2021 0 177 256 0 24 28 0
Washoe 2022 0 191 247 3 22 16 0
Washoe 2023 0 406 364 3 33 53 3
Washoe 2025 0 162 249 0 15 15 0
Washoe 2026 0 159 108 0 12 9 0
Washoe 2027 0 271 240 2 23 20 0
Washoe 2028 0 322 303 0 31 16 0
Washoe 2029 0 248 252 1 24 21 0
Washoe 2030 0 226 225 3 21 17 0
Washoe 2031 0 362 457 2 36 32 0
Washoe 2032 0 354 259 5 26 38 1
Washoe 2033 0 355 417 3 31 28 1
Washoe 2034 0 126 315 0 14 12 0
Washoe 2035 0 250 446 2 27 19 0
Washoe 2036 0 361 367 2 23 30 2
Washoe 2037 0 208 230 1 17 16 1
Washoe 2039 0 219 180 1 10 27 0
Washoe 2040 0 190 161 2 16 14 0
Washoe 2041 0 605 642 6 40 58 4
Washoe 2042 0 455 449 7 33 48 1
Washoe 2043 0 1 1 1 1 1 1
Washoe 2047 0 338 353 6 20 32 1
Washoe 2048 0 0 0 0 0 0 0
Washoe 2049 0 460 248 7 26 40 0
Washoe 2050 0 264 227 1 17 17 0
Washoe 2051 0 0 0 0 0 0 0
Washoe 2057 0 0 0 0 0 0 0
Washoe 2058 0 406 535 2 44 50 2
Washoe 2060 0 86 100 1 4 13 0
Washoe 2062 0 1 1 1 1 1 1
Washoe 2064 0 0 0 0 0 0 0
Washoe 2065 0 1 1 1 1 1 1
Washoe 2068 0 354 389 5 42 50 4
Washoe 2070 0 0 0 0 0 0 0
Washoe 2073 0 1 1 1 1 1 1
Washoe 2074 0 0 0 0 0 0 0
Washoe 2078 0 0 0 0 0 0 0
Washoe 2080 0 341 410 4 21 42 1
Washoe 2081 0 552 688 3 52 62 6
Washoe 3001 0 240 108 4 9 17 2
Washoe 3002 0 1 1 1 1 1 1
Washoe 3003 0 1 1 1 1 1 1
Washoe 3004 0 295 142 6 22 22 4
Washoe 3005 0 42 15 1 1 4 0
Washoe 3006 0 111 103 0 6 16 0
Washoe 3007 0 569 232 5 18 28 0
Washoe 3008 0 276 93 2 6 13 2
Washoe 3009 0 595 247 16 45 48 7
Washoe 3010 0 548 229 3 28 31 2
Washoe 3011 0 166 66 0 7 8 0
Washoe 3012 0 527 222 3 35 41 2
Washoe 3013 0 1 1 1 1 1 1
Washoe 3014 0 35 22 2 0 0 0
Washoe 3015 0 14 7 0 1 0 0
Washoe 3016 0 620 239 3 23 42 5
Washoe 3017 0 516 192 5 22 17 0
Washoe 3018 0 517 147 5 13 23 2
Washoe 3019 0 302 165 3 9 17 4
Washoe 3020 0 293 153 1 17 32 1
Washoe 3021 0 12 6 0 0 1 0
Washoe 3022 0 425 321 2 16 58 3
Washoe 3023 0 239 108 0 11 15 1
Washoe 3024 0 483 362 6 28 33 3
Washoe 3025 0 1 1 1 1 1 1
Washoe 3026 0 540 454 7 35 54 6
Washoe 3027 0 1 1 1 1 1 1
Washoe 3028 0 215 55 1 13 13 0
Washoe 3029 0 122 133 0 12 8 1
Washoe 3030 0 222 170 3 27 17 1
Washoe 3031 0 243 194 3 28 26 1
Washoe 3032 0 253 271 1 16 31 0
Washoe 3035 0 0 0 0 0 0 0
Washoe 3036 0 112 28 1 4 13 0
Washoe 3038 0 405 359 1 41 39 1
Washoe 3039 0 1 1 1 1 1 1
Washoe 3040 0 209 56 1 9 15 1
Washoe 4000 0 384 139 3 17 25 3
Washoe 4003 0 268 180 1 17 30 1
Washoe 4005 0 291 187 4 19 33 3
Washoe 4007 0 8 5 0 1 0 0
Washoe 4009 0 187 182 1 12 17 1
Washoe 4012 0 328 197 3 15 61 1
Washoe 4014 0 381 323 5 36 42 2
Washoe 4015 0 1 1 1 1 1 1
Washoe 4016 0 502 363 6 42 77 2
Washoe 4017 0 375 304 5 23 33 4
Washoe 4018 0 0 0 0 0 0 0
Washoe 4019 0 321 245 4 23 34 2
Washoe 4020 0 140 64 0 3 19 1
Washoe 4021 0 98 99 0 5 13 1
Washoe 4022 0 39 32 0 3 1 0
Washoe 4023 0 219 207 1 16 24 2
Washoe 4024 0 214 182 3 12 29 1
Washoe 4025 0 263 263 4 18 20 1
Washoe 4026 0 1 1 1 1 1 1
Washoe 4029 0 0 0 0 0 0 0
Washoe 4032 0 458 657 4 29 52 4
Washoe 4033 0 467 385 1 36 35 2
Washoe 4035 0 666 653 8 49 57 3
Washoe 4036 0 261 286 1 16 19 3
Washoe 4037 0 440 314 4 19 39 2
Washoe 4038 0 240 189 1 14 23 1
Washoe 4039 0 548 428 5 29 55 3
Washoe 4040 0 1 1 1 1 1 1
Washoe 4041 0 470 443 4 33 55 5
Washoe 4042 0 0 0 0 0 0 0
Washoe 4043 0 7 15 0 0 2 0
Washoe 4045 0 271 193 7 19 42 2
Washoe 4046 0 19 21 0 1 1 0
Washoe 4047 0 34 19 0 1 5 0
Washoe 4051 0 0 0 0 0 0 0
Washoe 4052 0 0 0 0 0 0 0
Washoe 4053 0 653 219 5 36 48 8
Washoe 4054 0 0 0 0 0 0 0
Washoe 4055 0 0 0 0 0 0 0
Washoe 4056 0 1 1 1 1 1 1
Washoe 5000 0 386 187 4 20 40 1
Washoe 5003 0 23 16 0 3 2 0
Washoe 5005 0 362 208 4 19 22 0
Washoe 5006 0 636 279 5 36 63 2
Washoe 5007 0 115 89 4 8 14 0
Washoe 5008 0 281 137 3 15 23 1
Washoe 5009 0 376 152 1 25 34 0
Washoe 5010 0 414 127 1 27 49 3
Washoe 5011 0 387 277 3 20 41 3
Washoe 5012 0 200 134 1 18 28 0
Washoe 5014 0 313 257 3 20 24 2
Washoe 5015 0 282 249 4 27 27 1
Washoe 5016 0 503 368 1 40 61 2
Washoe 5018 0 447 295 2 27 46 2
Washoe 5020 0 112 80 0 7 8 0
Washoe 5022 0 490 278 5 28 46 5
Washoe 5023 0 0 0 0 0 0 0
Washoe 5024 0 503 377 5 32 75 1
Washoe 5026 0 483 316 4 22 39 2
Washoe 5027 0 568 175 5 18 54 1
Washoe 5030 0 326 362 2 26 27 0
Washoe 5031 0 328 468 3 25 33 2
Washoe 5032 0 60 70 2 4 5 0
Washoe 5033 0 385 233 3 32 34 0
Washoe 5034 0 357 289 3 18 44 1
Washoe 5035 0 527 407 3 35 63 0
Washoe 5036 0 593 471 1 44 41 1
Washoe 5039 0 8 23 0 0 1 0
Washoe 5040 0 352 406 2 39 39 0
Washoe 5041 0 266 234 1 14 28 0
Washoe 5045 0 529 683 4 31 42 1
Washoe 5046 0 586 771 2 54 19 1
Washoe 5047 0 1 1 1 1 1 1
Washoe 5048 0 7 9 0 0 0 0
Washoe 5049 0 0 0 0 0 0 0
Washoe 5051 0 0 0 0 0 0 0
Washoe 5053 0 12 18 0 0 0 0
Washoe 5054 0 1 1 1 1 1 1
Washoe 5056 0 528 311 2 16 35 5
Washoe 5061 0 0 0 0 0 0 0
Washoe 5062 0 524 420 4 40 55 0
Washoe 5063 0 100 65 3 4 8 0
Washoe 5064 0 395 124 3 23 48 3
Washoe 5065 0 0 0 0 0 0 0
Washoe 5066 0 294 111 6 17 37 1
Washoe 6100 0 431 206 6 15 27 4
Washoe 6101 0 112 27 0 4 9 2
Washoe 6104 0 0 0 0 0 0 0
Washoe 6105 0 178 74 2 5 16 1
Washoe 6106 0 224 152 2 14 19 1
Washoe 6107 0 35 55 0 2 4 0
Washoe 6108 0 483 301 9 31 51 2
Washoe 6109 0 331 186 4 14 20 3
Washoe 6110 0 344 249 5 20 32 0
Washoe 6111 0 329 245 5 18 15 1
Washoe 6113 0 283 106 2 20 16 3
Washoe 6114 0 479 291 3 20 41 1
Washoe 6115 0 15 8 0 1 1 0
Washoe 6202 0 615 357 4 38 52 7
Washoe 6203 0 261 97 5 7 20 1
Washoe 6205 0 533 184 5 26 27 3
Washoe 6206 0 102 29 1 5 7 0
Washoe 6207 0 1 1 1 1 1 1
Washoe 6208 0 258 181 2 22 15 1
Washoe 6209 0 206 107 1 14 16 3
Washoe 6210 0 393 245 2 23 30 0
Washoe 6211 0 507 324 6 34 43 6
Washoe 6212 0 137 126 2 14 9 0
Washoe 6213 0 274 189 2 18 25 3
Washoe 6214 0 239 247 1 23 29 4
Washoe 6216 0 307 256 2 19 41 0
Washoe 6217 0 0 0 0 0 0 0
Washoe 6218 0 0 0 0 0 0 0
Washoe 6300 0 302 320 5 22 32 1
Washoe 6301 0 82 118 1 6 6 0
Washoe 6302 0 298 241 5 17 41 7
Washoe 6303 0 23 17 0 2 0 0
Washoe 6306 0 403 322 6 21 28 2
Washoe 6307 0 581 414 6 45 50 3
Washoe 6308 0 388 554 1 31 22 1
Washoe 6310 0 253 287 5 19 33 0
Washoe 6311 0 350 305 4 26 24 1
Washoe 6313 0 438 451 4 31 31 1
Washoe 6314 0 230 262 2 18 21 1
Washoe 6317 0 0 0 0 0 0 0
Washoe 6318 0 44 60 0 5 3 0
Washoe 6319 0 278 379 1 24 31 1
Washoe 6320 0 380 475 8 26 47 1
Washoe 6400 0 263 363 3 31 45 0
Washoe 6403 0 518 581 2 29 28 5
Washoe 6405 0 287 376 3 30 42 1
Washoe 6411 0 371 556 6 51 41 1
Washoe 6413 0 386 657 1 40 42 0
Washoe 6415 0 271 482 2 20 28 0
Washoe 6416 0 475 611 3 43 38 0
Washoe 6418 0 355 630 7 35 58 2
Washoe 6422 0 417 642 3 48 28 3
Washoe 6423 0 307 564 5 27 29 0
Washoe 6425 0 514 795 7 52 61 0
Washoe 6427 0 0 0 0 0 0 0
Washoe 6500 0 539 566 3 41 45 2
Washoe 6501 0 509 565 10 40 71 1
Washoe 6503 0 1 1 1 1 1 1
Washoe 6508 0 246 249 2 21 33 1
Washoe 6511 0 307 231 7 22 36 1
Washoe 6513 0 341 249 5 25 45 2
Washoe 6514 0 412 378 10 22 42 1
Washoe 6516 0 447 514 2 33 42 1
Washoe 6519 0 516 562 7 53 51 3
Washoe 6520 0 190 185 4 17 21 1
Washoe 6521 0 130 153 2 8 18 0
Washoe 6522 0 189 269 1 15 16 2
Washoe 6523 0 0 0 0 0 0 0
Washoe 6524 0 508 520 9 26 56 2
Washoe 6525 0 41 50 1 4 9 1
Washoe 6526 0 225 170 4 19 26 0
Washoe 6527 0 0 0 0 0 0 0
Washoe 6528 0 0 0 0 0 0 0
Washoe 6529 0 0 0 0 0 0 0
Washoe 7100 0 1 1 1 1 1 1
Washoe 7300 0 107 8 2 2 4 2
Washoe 7302 0 1 1 1 1 1 1
Washoe 7304 0 175 130 2 9 14 3
Washoe 7306 0 38 27 1 0 5 0
Washoe 7307 0 11 14 0 0 0 0
Washoe 7308 0 15 7 0 0 0 0
Washoe 7309 0 4 4 0 1 1 0
Washoe 7312 0 267 228 5 19 19 0
Washoe 7313 0 91 66 1 8 4 1
Washoe 7314 0 252 224 3 18 21 3
Washoe 7315 0 1 1 1 1 1 1
Washoe 7316 0 395 303 8 13 35 2
Washoe 7317 0 1 1 1 1 1 1
Washoe 7318 0 43 41 1 1 4 0
Washoe 7319 0 9 12 0 0 0 0
Washoe 7321 0 1 1 1 1 1 1
Washoe 7400 0 1 1 1 1 1 1
Washoe 7402 0 356 369 1 23 41 1
Washoe 7403 0 1 1 1 1 1 1
Washoe 7404 0 6 29 0 3 2 0
Washoe 7406 0 1 1 1 1 1 1
Washoe 7407 0 220 604 5 28 34 1
Washoe 7408 0 118 359 1 21 11 0
Washoe 7410 0 259 523 5 18 53 1
Washoe 7412 0 223 151 3 11 12 4
Washoe 7413 0 1 1 1 1 1 1
Washoe 7414 0 361 741 2 40 48 4
Washoe 7415 0 349 677 5 31 46 1
Washoe 7416 0 263 552 2 25 42 0
Washoe 7417 0 152 407 5 13 22 0
Washoe 7418 0 304 780 2 23 38 1
Washoe 7424 0 22 45 1 1 1 0
Washoe 7425 0 220 471 9 30 56 2
Washoe 7426 0 9 16 0 0 0 0
Washoe 7428 0 1 1 1 1 1 1
Washoe 7430 0 244 587 6 25 26 3
Washoe 7431 0 12 50 0 3 2 0
Washoe 7433 0 28 74 2 4 3 0
Washoe 7500 0 47 90 0 8 3 0
Washoe 7501 0 112 117 1 4 10 2
Washoe 7502 0 455 390 6 32 37 1
Washoe 7503 0 15 17 0 1 2 0
Washoe 7504 0 443 401 10 26 30 3
Washoe 7505 0 152 108 3 12 10 2
Washoe 7506 0 136 284 2 12 15 0
Washoe 7507 0 86 119 4 5 12 0
Washoe 7508 0 39 21 2 3 6 0
Washoe 7509 0 2 6 0 1 1 0
Washoe 7512 0 24 57 2 2 2 0
Washoe 7513 0 240 242 2 14 26 3
Washoe 7514 0 182 154 1 14 19 1
Washoe 7516 0 6 24 1 1 2 0
Washoe 7517 0 145 118 2 6 15 1
Washoe 7518 0 0 0 0 0 0 0
Washoe 7519 0 112 376 5 14 14 2
Washoe 7520 0 273 434 8 35 29 5
Washoe 7521 0 13 43 0 1 3 0
Washoe 7522 0 24 41 2 2 6 0
Washoe 7523 0 333 685 2 35 62 2
Washoe 7524 0 184 391 2 17 33 5
Washoe 7525 0 391 861 21 43 48 3
Washoe 7526 0 336 423 2 30 32 1
Washoe 7527 0 170 208 1 11 22 1
Washoe 7528 0 0 8 0 0 2 0
Washoe 7529 0 54 184 2 9 13 0
Washoe 7531 0 4 15 0 0 0 0
Washoe 7532 0 352 426 2 23 29 2
Washoe 7533 0 90 82 1 7 7 1
Washoe 7534 0 48 38 0 0 5 0
Washoe 7536 0 228 543 7 20 32 2
Washoe 7537 0 44 51 0 6 5 0
Washoe 7539 0 1 1 1 1 1 1
Washoe 7540 0 87 207 4 8 16 1
Washoe 7541 0 319 590 12 26 73 1
Washoe 7543 0 154 275 3 12 25 3
Washoe 7544 0 64 113 1 5 13 1
Washoe 7546 0 0 0 0 0 0 0
Washoe 7547 0 4 32 0 2 3 0
Washoe 7548 0 1 1 1 1 1 1
Washoe 7549 0 1 1 1 1 1 1
Washoe 7550 0 10 12 0 0 0 0
Washoe 7552 0 47 153 0 0 7 0
Washoe 7553 0 10 26 0 3 4 0
Washoe 7556 0 1 1 1 1 1 1
Washoe 7557 0 231 428 5 18 26 3
Washoe 7558 0 1 1 1 1 1 1
Washoe 7562 0 0 0 0 0 0 0
Washoe 7563 0 16 22 0 0 1 0
Washoe 7565 0 6 8 0 1 0 0
Washoe 7566 0 0 0 0 0 0 0
Washoe 7567 0 0 0 0 0 0 0
Washoe 7569 0 6 19 0 2 1 0
Washoe 7570 0 28 51 1 2 1 0
Washoe 7571 0 22 47 1 3 2 1
Washoe 7572 0 6 10 0 0 1 0
Washoe 7573 0 146 20 1 9 7 0
Washoe 7574 0 0 0 0 0 0 0
Washoe 7575 0 0 0 0 0 0 0
Washoe 7576 0 165 467 3 8 20 3
Washoe 7577 0 113 107 1 2 12 0
Washoe 7578 0 14 93 0 3 6 0
Washoe 7579 0 49 46 1 8 2 1
Washoe 7581 0 138 13 4 10 6 1
Washoe 7582 0 0 14 0 1 0 0
Washoe 7583 0 1 1 1 1 1 1
Washoe 7584 0 1 1 1 1 1 1
Washoe 7585 0 1 1 1 1 1 1
Washoe 7586 0 65 115 1 9 8 0
Washoe 7587 0 6 10 0 2 1 0
Washoe 7588 0 9 20 0 1 3 0
Washoe 7589 0 11 0 0 0 0 0
Washoe 7591 0 0 0 0 0 0 0
Washoe 8100 0 321 360 0 36 45 1
Washoe 8101 0 10 4 0 0 0 0
Washoe 8102 0 16 12 0 2 4 0
Washoe 8103 0 255 290 1 27 19 0
Washoe 8104 0 237 241 2 17 24 0
Washoe 8105 0 276 233 3 25 34 1
Washoe 8106 0 329 344 1 22 35 0
Washoe 8107 0 376 362 0 28 38 3
Washoe 8108 0 291 349 3 23 43 0
Washoe 8109 0 338 446 2 29 42 3
Washoe 8110 0 120 112 0 7 4 0
Washoe 8111 0 1 1 1 1 1 1
Washoe 8112 0 29 29 1 6 9 0
Washoe 8114 0 11 15 0 0 0 0
Washoe 8115 0 1 1 1 1 1 1
Washoe 8116 0 380 330 2 16 36 4
Washoe 8117 0 322 305 3 28 29 0
Washoe 8118 0 3 8 0 0 1 0
Washoe 8125 0 1 1 1 1 1 1
Washoe 8126 0 0 0 0 0 0 0
Washoe 8127 0 1 1 1 1 1 1
Washoe 8128 0 1 1 1 1 1 1
Washoe 8129 0 14 26 0 2 0 0
Washoe 8130 0 1 1 1 1 1 1
Washoe 8200 0 222 461 1 17 26 2
Washoe 8201 0 100 187 1 17 10 0
Washoe 8202 0 435 647 3 57 30 0
Washoe 8203 0 258 478 2 28 33 0
Washoe 8204 0 24 74 0 3 7 0
Washoe 8205 0 331 541 4 34 35 1
Washoe 8206 0 33 92 0 4 10 0
Washoe 8207 0 145 381 0 20 18 0
Washoe 8208 0 103 201 2 8 8 0
Washoe 8209 0 345 434 4 25 38 1
Washoe 8210 0 139 317 3 19 26 1
Washoe 8211 0 14 17 0 0 2 0
Washoe 8212 0 1 1 1 1 1 1
Washoe 8213 0 59 128 1 9 3 0
Washoe 8214 0 40 71 0 2 1 0
Washoe 8215 0 85 103 1 12 4 0
Washoe 8216 0 107 202 0 10 7 1
Washoe 8217 0 304 490 1 21 27 1
Washoe 8218 0 1 1 1 1 1 1
Washoe 8219 0 76 226 0 8 6 0
Washoe 8220 0 236 398 5 17 17 1
Washoe 8221 0 209 332 3 20 24 2
Washoe 8222 0 248 485 3 22 30 1
Washoe 8226 0 1 1 1 1 1 1
Washoe 8227 0 11 19 1 0 2 0
Washoe 8232 0 5 16 1 0 2 0
Washoe 8233 0 298 355 4 20 44 1
Washoe 8234 0 29 54 0 4 9 0
Washoe 8235 0 61 93 0 10 5 0
Washoe 8236 0 402 623 4 43 47 2
Washoe 8237 0 88 141 1 4 14 0
Washoe 8238 0 327 581 0 26 38 0
Washoe 8240 0 162 230 0 14 22 0
Washoe 8245 0 116 189 6 11 10 1
Washoe 8247 0 72 111 1 6 4 0
Washoe 8250 0 289 357 1 32 33 1
Washoe 8253 0 80 125 0 9 7 0
Washoe 8254 0 437 585 6 32 43 1
Washoe 8256 0 189 294 1 13 28 3
Washoe 8259 0 0 0 0 0 0 0
Washoe 8260 0 0 0 0 0 0 0
Washoe 8261 0 2 11 1 1 2 0
Washoe 8263 0 235 354 0 30 16 0
Washoe 8264 0 94 146 0 6 11 0
Washoe 8265 0 1 1 1 1 1 1
Washoe 8270 0 122 209 0 25 8 0
Washoe 8271 0 258 381 1 18 13 0
Washoe 8273 0 86 209 1 9 12 2
Washoe 8274 0 1 1 1 1 1 1
Washoe 8275 0 0 0 0 0 0 0
Washoe 8276 0 9 18 0 0 0 0
Washoe 8277 0 152 221 1 8 18 0
Washoe 8281 0 4 14 0 0 0 0
Washoe 8290 0 0 0 0 0 0 0
Washoe 8291 0 0 0 0 0 0 0
