COUNTY AREA TOTAL DEM REP Castle Stein Vacek Johnson Kahn DeLaFuente McMullin LaRiva Writein
COUNTY AREA TOTAL Clinton Trump Castle Stein Vacek Johnson Kahn DeLaFuente McMullin LaRiva Writein
Jasper "ELK CREEK/LYNNGROVE" 0 152 1089 4 3 2 30 1 0 9 0 11
Jasper FAIRVIEW 0 441 800 4 7 4 78 2 0 3 0 9
Jasper HG/K/RC/BV/RL 0 593 1203 13 11 7 41 1 0 10 0 20
Jasper INDEP/MALAKA/MARIPOSA 0 411 683 7 6 4 27 6 0 5 0 21
Jasper "MOUND PRAIRIE/WASHINGTON" 0 224 459 3 5 2 19 1 0 2 0 5
Jasper "NEWTON 1-1" 0 457 417 3 5 10 45 0 0 5 0 20
Jasper "NEWTON 1-2" 0 361 293 0 3 6 29 3 0 1 0 15
Jasper "NEWTON 2-1" 0 506 476 10 7 10 45 3 2 3 2 14
Jasper "NEWTON 2-2" 0 384 395 3 3 0 28 0 0 7 0 14
Jasper "NEWTON 3-1" 0 509 525 6 7 4 47 3 1 7 0 14
Jasper "NEWTON 3-2" 0 378 344 3 5 1 35 4 0 4 0 10
Jasper "NEWTON 4-1" 0 587 668 4 6 4 52 1 0 4 0 16
Jasper "NEWTON 4-2" 0 361 328 3 5 4 26 2 0 3 0 15
Jasper NEWTON/SHERMAN 0 463 696 4 4 3 59 5 0 5 0 11
Jasper "Jasper-PALO ALTO Total" 0 166 383 5 2 1 20 1 0 4 0 5
Jefferson BLACKHAWK-POLK-PACKWOOD 0 83 297 2 1 0 10 0 0 1 0 4
Jefferson "BUCHANAN TOWNSHIP" 0 112 217 1 3 0 16 0 0 0 0 3
Jefferson "CENTER-CEDAR-MAHARISHI VEDIC CITY" 0 513 465 2 34 0 18 1 0 6 0 21
Jefferson "FAIRFIELD 1ST WARD" 0 599 407 0 28 0 38 0 0 6 0 10
Jefferson "FAIRFIELD 2ND WARD" 0 726 141 1 78 1 22 2 0 3 0 24
Jefferson "FAIRFIELD 3RD WARD" 0 270 305 4 14 0 21 0 0 2 1 12
Jefferson "FAIRFIELD 4TH WARD" 0 577 266 1 61 2 33 1 0 0 1 27
Jefferson "FAIRFIELD 5TH WARD" 0 467 437 3 24 0 38 1 0 4 0 17
Jefferson "LIBERTY-DES MOINES-LIBERTYVILLE" 0 107 390 1 1 0 17 0 0 1 0 4
Jefferson "LOCKRIDGE-ROUND PRAIRIE-WALNUT-LOCKRIDGE-COPPOCK" 0 122 407 2 9 0 21 1 0 2 0 9
Jefferson "LOCUST GROVE-BATAVIA" 0 78 258 1 2 1 8 0 0 0 0 3
Jefferson "Jefferson-PENN-PLEASANT PLAIN Total" 0 56 158 4 1 1 4 0 0 0 0 2
Johnson "BIG GROVE TOWNSHIP" 0 529 575 4 3 1 42 2 0 7 1 11
Johnson "CEDAR TOWNSHIP" 0 144 191 1 1 1 10 0 0 0 0 10
Johnson "CLEAR CREEK/TIFFIN" 0 898 617 0 20 3 76 1 1 17 0 12
Johnson "CORALVILLE 01" 0 1095 304 1 22 5 65 3 2 16 0 18
Johnson "CORALVILLE 02" 0 990 459 1 13 4 53 0 1 27 0 25
Johnson "CORALVILLE 03" 0 615 272 2 8 3 33 0 0 15 0 10
Johnson "CORALVILLE 04" 0 838 208 3 14 3 39 2 1 12 0 16
Johnson "CORALVILLE 05" 0 926 262 4 9 2 41 1 1 12 0 15
Johnson "CORALVILLE 06" 0 1181 576 2 9 2 66 1 0 16 1 21
Johnson "CORALVILLE 07" 0 1072 371 3 18 0 45 0 0 27 1 26
Johnson "FREMONT-LINCOLN (INCLUDES" 0 465 519 3 10 2 46 0 0 5 0 7
Johnson "GRAHAM TOWNSHIP" 0 185 122 1 3 0 8 0 0 3 0 2
Johnson "HARDIN TOWNSHIP" 0 153 171 1 0 0 13 1 0 3 0 3
Johnson HILLS 0 256 165 1 5 3 27 3 0 2 0 3
Johnson "IC 10/ELSW" 0 918 322 3 14 5 34 0 0 14 0 15
Johnson "IC 12/EAST LUCAS SE" 0 1131 281 3 21 2 56 2 0 12 2 22
Johnson "IOWA CITY 01" 0 1442 439 5 10 0 34 3 0 24 0 25
Johnson "IOWA CITY 02" 0 1208 349 2 23 4 55 0 0 20 0 25
Johnson "IOWA CITY 03" 0 967 551 2 19 2 87 0 0 9 0 13
Johnson "IOWA CITY 04" 0 1309 273 1 15 1 59 1 0 12 0 6
Johnson "IOWA CITY 05" 0 1252 455 0 16 4 86 2 0 6 3 18
Johnson "IOWA CITY 06" 0 1358 364 5 23 4 52 2 1 22 1 20
Johnson "IOWA CITY 07" 0 1016 294 1 9 0 48 1 0 15 0 17
Johnson "IOWA CITY 08" 0 1219 437 4 11 1 49 2 2 22 0 23
Johnson "IOWA CITY 09" 0 1188 306 2 25 3 52 0 1 28 1 26
Johnson "IOWA CITY 11" 0 1041 409 3 26 2 79 1 0 3 1 21
Johnson "IOWA CITY 13" 0 977 238 3 27 0 52 1 1 16 1 21
Johnson "IOWA CITY 14" 0 1108 204 4 27 6 43 2 0 8 0 23
Johnson "IOWA CITY 15" 0 685 174 1 29 3 38 2 0 6 0 15
Johnson "IOWA CITY 16" 0 1321 247 2 27 4 39 1 0 20 0 18
Johnson "IOWA CITY 17" 0 1568 260 0 40 4 36 0 1 12 2 29
Johnson "IOWA CITY 18" 0 1471 191 1 36 5 42 0 0 13 4 21
Johnson "IOWA CITY 19" 0 959 334 0 26 3 89 1 1 9 2 18
Johnson "IOWA CITY 20" 0 1183 343 2 29 5 71 0 0 6 4 19
Johnson "IOWA CITY 21" 0 1286 226 2 40 1 52 0 0 7 7 19
Johnson "IOWA CITY 22" 0 1042 319 0 15 1 42 2 0 12 1 21
Johnson "IOWA CITY 23" 0 1488 372 0 27 5 53 4 1 14 0 36
Johnson "IOWA CITY 24. 73" 0 1388 547 4 18 1 68 1 0 23 0 33
Johnson "JEFFERSON EAST/SHUEYVILLE" 0 676 813 5 10 0 59 3 0 9 0 16
Johnson JW/MN/SW 0 639 745 3 6 1 31 3 0 15 1 13
Johnson "LIBERTY-PLEASANT VALLEY" 0 197 175 0 3 0 10 0 0 0 0 3
Johnson "NEWPORT TOWNSHIP" 0 898 580 6 14 3 41 0 0 12 0 29
Johnson "NL06/MADISON /CCN" 0 1258 867 7 22 1 128 1 1 26 1 31
Johnson "NORTH LIBERTY 01" 0 873 447 2 11 6 62 1 1 32 0 17
Johnson "NORTH LIBERTY 02" 0 847 446 5 7 2 72 0 0 15 0 24
Johnson "NORTH LIBERTY 03 (PW)" 0 1056 618 6 17 3 122 2 0 34 0 27
Johnson "NORTH LIBERTY 04" 0 812 352 1 14 4 50 4 0 9 0 20
Johnson "NORTH LIBERTY 05" 0 762 337 7 13 1 59 3 1 17 0 10
Johnson "OXFORD TOWNSHIP/OXFORD" 0 373 396 1 11 0 33 1 0 3 0 13
Johnson "PENN/ EAST LUCAS NORTH" 0 1210 596 0 12 2 67 1 0 12 0 26
Johnson "SCOTT TWP-WEST BRANCH" 0 569 306 2 11 2 28 2 0 0 0 10
Johnson "SHARON TOWNSHIP" 0 139 201 0 1 2 5 1 0 5 0 6
Johnson SOLON 0 688 612 1 11 1 51 1 1 13 1 15
Johnson "UNION TOWNSHIP" 0 226 189 0 3 0 6 0 0 0 0 1
Johnson "UNIVERSITY HEIGHTS" 0 527 142 0 4 1 23 0 0 6 0 12
Johnson "WASHINGTON TOWNSHIP" 0 173 281 4 5 0 20 2 0 11 0 2
Johnson "Johnson-WEST LUCAS TOWNSHIP Total" 0 405 194 3 15 1 11 0 0 7 0 6
Jones "ANN-ANAMOSA NORTH/CASS" 0 438 595 4 16 5 37 2 0 7 0 22
Jones "ANS-ANAMOSA SOUTH/JACKSON" 0 680 826 8 8 6 62 5 0 11 0 20
Jones "CGLW-CASTLE GRV/LOV/WAYN" 0 396 720 5 4 3 34 2 0 2 0 11
Jones FV-FAIRVIEW 0 389 670 5 9 4 29 4 0 5 0 16
Jones GF-GREENFIELD 0 146 234 2 0 0 16 0 0 3 0 1
Jones "MN1-MONTICELLO 1" 0 182 234 3 4 1 13 2 0 1 1 5
Jones "MN2-MONTICELLO 2" 0 222 270 0 3 1 27 1 0 1 0 4
Jones "MN3-MONTICELLO 3" 0 183 206 0 2 3 16 2 0 1 0 5
Jones "MN4-MONTICELLO 4" 0 224 240 4 2 1 10 0 0 5 0 5
Jones OX-OXFORD 0 109 215 1 3 0 14 2 0 0 0 5
Jones RLWS-RICHLAND/WASHINGTON 0 222 413 3 3 2 13 2 0 5 0 2
Jones ROHA-ROME/HALE 0 268 396 4 2 2 20 1 1 1 0 8
Jones "SGMC-SC GRV/MADISON/CLAY" 0 192 447 0 4 3 7 1 0 3 0 3
Jones "Jones-WY-WYOMING Total" 0 136 254 1 2 1 7 1 0 5 1 2
Keokuk ADAMS 0 59 151 0 3 0 4 1 0 0 0 2
Keokuk "BENTON/STEADY RUN" 0 121 460 2 4 0 16 0 0 1 0 5
Keokuk "EAST/WEST LANCASTER" 0 37 128 2 3 0 2 1 0 2 0 4
Keokuk "ENGLISH RIVER/LIBERTY" 0 135 272 2 3 0 17 0 0 4 0 8
Keokuk JACKSON 0 58 170 0 0 0 4 0 0 0 0 0
Keokuk "LAFAYETTE/CLEAR CREEK" 0 234 480 1 6 0 29 1 0 2 0 8
Keokuk PRAIRIE 0 42 121 0 0 0 3 0 0 2 0 2
Keokuk RICHLAND 0 97 297 2 1 0 8 1 0 1 1 4
Keokuk "SIGOURNEY 1ST WARD" 0 64 159 1 1 0 8 0 1 1 0 0
Keokuk "SIGOURNEY 2ND WARD" 0 71 172 1 1 0 5 0 0 0 0 3
Keokuk "SIGOURNEY 3RD WARD" 0 78 149 0 0 0 5 2 0 0 0 1
Keokuk "SIGOURNEY 4TH WARD" 0 81 151 0 2 0 10 0 0 0 0 0
Keokuk "SIGOURNEY/PLANK/VAN BUREN" 0 91 290 0 1 0 12 0 0 0 0 1
Keokuk WARREN 0 54 127 1 0 0 10 1 0 1 0 3
Keokuk "Keokuk-WHAT CHEER/WASHINGTON Total" 0 120 263 5 3 1 6 0 0 1 0 3
Kossuth AL1 0 262 365 1 2 5 13 2 1 2 0 5
Kossuth AL2 0 341 552 5 3 5 14 1 0 2 0 7
Kossuth AL3 0 288 431 2 1 3 19 3 0 4 0 9
Kossuth AL4 0 239 393 1 3 0 32 4 0 5 0 10
Kossuth "BF- PT" 0 142 347 0 2 2 10 2 0 2 0 2
Kossuth "BT- FT- UN" 0 214 492 1 1 3 25 1 0 1 0 7
Kossuth "CR 1" 0 6 27 0 0 0 0 0 0 0 0 1
Kossuth "CR 2" 0 58 117 0 1 0 3 0 0 4 0 1
Kossuth "CR- IV- RV" 0 158 400 2 2 1 12 1 0 3 0 2
Kossuth "EG- GT- HS- SW" 0 138 443 1 2 2 5 2 0 5 0 1
Kossuth "GF- WM" 0 126 399 2 3 4 7 1 0 3 0 2
Kossuth "GM- RM" 0 146 399 1 2 0 11 2 0 0 0 4
Kossuth "GW- SN" 0 42 131 0 1 0 3 0 0 1 0 0
Kossuth "HB- LY- LN- SF" 0 121 316 3 2 0 11 2 0 2 0 7
Kossuth "IV- PC" 0 26 67 0 2 0 1 1 0 0 0 0
Kossuth LC 0 26 74 1 1 0 2 0 0 0 0 0
Kossuth "LV- SM" 0 57 215 1 4 0 9 1 0 0 1 6
Kossuth PC 0 36 128 1 0 0 3 2 0 0 0 0
Kossuth "PR- WL" 0 96 308 0 1 1 12 2 0 2 0 3
Kossuth "Kossuth-UN Total" 0 21 49 0 0 0 2 1 0 0 0 3
Lee "CENTRAL LEE HIGH SCH" 0 252 658 4 6 6 26 3 1 3 0 5
Lee "EVANGELICAL FREE CHURCH" 0 239 270 3 2 3 15 1 1 3 1 8
Lee "FIRST CHRISTIAN CHURCH" 0 284 268 1 6 7 28 3 2 3 1 12
Lee "FT MADISON CITY HALL" 0 231 227 2 12 3 20 1 0 0 0 6
Lee "FT MADISON PUB LIBRARY" 0 448 380 13 8 2 38 0 1 3 1 12
Lee "GRACE BIBLE CHURCH" 0 389 758 1 4 8 16 0 0 17 0 18
Lee "HERITAGE CENTER A" 0 88 64 2 3 2 7 0 0 2 0 2
Lee "HERITAGE CENTER B" 0 158 161 1 7 1 14 2 0 1 0 5
Lee "HILLVIEW VILLAGE" 0 494 469 6 11 7 29 3 0 7 0 12
Lee "HOLY TRINITY HIGH SCH A" 0 369 326 3 8 4 26 4 0 3 0 8
Lee "HOLY TRINITY HIGH SCH B" 0 95 109 1 5 3 13 0 0 2 0 3
Lee "IVOR FOWLER COMM CTR" 0 290 538 13 10 2 48 0 1 4 0 12
Lee "JACKSON TWP FIRE STN-JK" 0 278 572 3 5 2 24 3 0 4 1 3
Lee "KEOKUK NAZARENE CHURCH" 0 341 451 1 7 1 19 2 0 3 0 13
Lee "KEOKUK PUBLIC LIBRARY" 0 254 304 4 15 5 16 0 1 2 0 6
Lee "LEARNING CENTER" 0 331 412 2 1 4 25 1 0 5 0 6
Lee "LEE CO CONSERVTN CTR-JF" 0 185 345 1 5 1 8 1 0 2 0 3
Lee "MCALEER HALL" 0 349 402 3 7 6 39 4 1 10 1 20
Lee "PLT GRV BANK COMM ROOM" 0 369 718 3 4 0 33 3 0 3 0 10
Lee "PLT GRV BANK COMM ROOM-HR" 0 43 149 0 2 0 4 2 0 1 0 0
Lee "S LEE COUNTY COURTHOUSE" 0 229 286 3 8 3 24 0 0 1 0 7
Lee "Lee-WEST POINT LIBRARY Total" 0 499 936 7 9 8 38 6 0 5 0 16
Linn "Bertram Township" 0 880 1115 3 11 1 106 3 1 19 0 58
Linn "Boulder Township" 0 111 155 4 0 1 9 0 0 1 0 7
Linn "Brown Township" 0 419 678 2 8 2 59 3 0 9 1 12
Linn "Buffalo Township" 0 127 172 3 1 0 17 0 0 1 0 2
Linn "Cedar Rapids 01" 0 719 675 3 10 2 77 1 0 5 0 17
Linn "Cedar Rapids 02" 0 636 500 5 5 0 70 1 0 20 0 24
Linn "Cedar Rapids 03" 0 625 553 2 5 0 62 0 0 20 0 14
Linn "Cedar Rapids 04" 0 632 588 5 7 0 68 1 1 35 0 21
Linn "Cedar Rapids 05" 0 892 589 1 16 0 65 2 0 9 0 20
Linn "Cedar Rapids 06" 0 814 685 6 6 0 92 1 0 19 0 21
Linn "Cedar Rapids 07" 0 514 323 4 7 0 42 2 1 11 0 16
Linn "Cedar Rapids 08" 0 675 495 4 15 3 77 1 0 13 0 29
Linn "Cedar Rapids 09" 0 702 397 1 12 1 56 1 1 10 0 26
Linn "Cedar Rapids 10" 0 1000 743 6 7 4 78 1 0 17 0 19
Linn "Cedar Rapids 11" 0 825 977 5 8 1 78 0 0 22 0 31
Linn "Cedar Rapids 12" 0 1097 941 6 12 0 78 1 0 18 0 41
Linn "Cedar Rapids 13" 0 834 548 1 23 4 80 3 2 16 0 31
Linn "Cedar Rapids 14" 0 852 546 2 25 3 65 3 0 14 0 31
Linn "Cedar Rapids 15" 0 680 400 2 14 0 49 2 0 9 2 20
Linn "Cedar Rapids 16" 0 894 430 2 22 2 63 0 0 16 0 27
Linn "Cedar Rapids 17" 0 826 302 4 22 3 75 4 0 11 0 19
Linn "Cedar Rapids 18" 0 551 429 2 12 0 66 0 2 11 0 15
Linn "Cedar Rapids 19" 0 939 761 1 13 3 116 0 1 11 1 25
Linn "Cedar Rapids 20" 0 949 825 1 19 4 83 1 0 12 0 21
Linn "Cedar Rapids 21" 0 929 574 7 11 2 82 1 0 15 1 26
Linn "Cedar Rapids 22" 0 638 187 1 8 2 49 0 0 10 0 17
Linn "Cedar Rapids 23" 0 891 268 3 18 1 62 3 1 14 0 29
Linn "Cedar Rapids 24" 0 1022 664 2 22 3 52 0 0 14 2 31
Linn "Cedar Rapids 25" 0 1256 902 4 10 2 91 5 1 19 0 26
Linn "Cedar Rapids 26" 0 1191 538 1 19 1 99 1 1 13 1 25
Linn "Cedar Rapids 27" 0 741 407 0 16 2 63 0 2 4 0 19
Linn "Cedar Rapids 28" 0 957 673 7 22 2 76 6 0 17 1 20
Linn "Cedar Rapids 29" 0 845 576 5 10 0 71 0 0 16 0 18
Linn "Cedar Rapids 30" 0 928 632 5 23 1 77 0 0 10 0 29
Linn "Cedar Rapids 31" 0 1002 887 8 15 2 68 0 1 19 0 20
Linn "Cedar Rapids 32" 0 796 432 2 7 3 74 2 0 7 1 25
Linn "Cedar Rapids 33" 0 866 460 4 17 2 99 3 1 7 0 24
Linn "Cedar Rapids 34" 0 812 382 2 20 2 71 3 0 6 1 27
Linn "Cedar Rapids 35" 0 850 270 3 25 3 67 2 1 1 1 22
Linn "Cedar Rapids 36" 0 1061 645 5 21 0 94 0 0 8 0 19
Linn "Cedar Rapids 37" 0 978 597 6 19 1 88 3 0 8 0 27
Linn "Cedar Rapids 38" 0 744 443 2 26 1 47 0 0 5 0 18
Linn "Cedar Rapids 39" 0 1015 739 5 21 4 87 2 0 13 1 22
Linn "Cedar Rapids 40" 0 684 477 1 11 0 36 1 0 4 1 13
Linn "Cedar Rapids 41" 0 1015 753 1 13 3 93 3 0 17 1 24
Linn "Cedar Rapids 42" 0 630 635 1 16 1 68 0 0 9 0 19
Linn "Cedar Rapids 43" 0 611 405 3 27 3 67 2 0 9 1 21
Linn "Cedar Rapids 44" 0 409 326 3 14 1 50 3 0 1 1 20
Linn "Clinton Township" 0 207 241 0 0 2 14 0 0 3 0 14
Linn "College Township" 0 179 185 0 2 0 10 1 0 5 0 1
Linn Fairfax 0 664 787 1 4 1 65 5 0 7 0 30
Linn "Fairfax Township" 0 354 500 1 1 1 38 0 0 5 0 9
Linn "Fayette Township" 0 293 421 1 2 0 46 1 0 3 0 4
Linn "Franklin Township" 0 779 740 6 13 0 71 5 0 8 0 21
Linn "Grant Township" 0 291 375 2 2 2 24 2 0 3 1 7
Linn "Hiawatha 01" 0 889 755 2 21 1 79 2 3 19 0 22
Linn "Hiawatha 02" 0 624 439 4 12 1 56 1 1 6 2 12
Linn "Hiawatha 03" 0 251 265 1 6 1 16 0 0 4 0 8
Linn "Hiawatha 04" 0 67 107 0 0 0 7 1 0 1 0 3
Linn "Jackson Township" 0 300 414 6 5 1 50 1 0 6 0 8
Linn "Linn Township" 0 196 280 1 2 0 17 0 0 6 0 9
Linn "Maine Township" 0 396 524 4 3 3 46 5 0 4 0 6
Linn "Marion 01" 0 692 441 3 14 3 68 4 0 7 0 19
Linn "Marion 02" 0 436 372 2 7 1 55 2 0 9 0 22
Linn "Marion 03" 0 668 513 6 15 3 66 2 2 5 0 23
Linn "Marion 04" 0 542 465 4 5 2 41 3 0 5 0 20
Linn "Marion 05" 0 1033 920 3 12 2 74 0 0 18 0 34
Linn "Marion 06" 0 931 859 5 16 1 123 4 2 17 0 25
Linn "Marion 07" 0 797 892 3 25 1 93 1 1 24 0 23
Linn "Marion 08" 0 831 702 3 15 4 90 0 1 9 1 19
Linn "Marion 09" 0 707 669 6 22 2 93 2 1 19 0 18
Linn "Marion 10" 0 688 514 1 8 2 58 1 1 6 1 25
Linn "Marion 11" 0 903 1037 5 9 1 82 0 0 12 1 35
Linn "Marion 12" 0 435 446 0 6 1 58 3 2 5 0 9
Linn "Marion 13" 0 717 753 2 12 0 88 0 1 16 0 17
Linn "Marion 14" 0 579 701 3 4 0 65 1 0 29 0 15
Linn "Marion Township" 0 310 544 6 4 0 45 1 0 11 0 16
Linn "Monroe Township 01" 0 459 757 4 5 1 47 2 0 8 0 17
Linn "Monroe Township 02" 0 414 730 7 3 0 42 0 0 13 0 12
Linn "Mount Vernon North" 0 573 271 1 9 0 48 1 0 4 0 19
Linn "Mount Vernon South" 0 971 409 3 17 2 67 2 0 20 0 21
Linn "Otter Creek Township" 0 255 524 1 5 0 35 1 0 1 0 8
Linn "Putnam Township" 0 721 749 3 8 0 92 1 0 9 0 11
Linn Robins 0 822 1174 8 8 0 102 2 1 20 0 33
Linn "Spring Grove Township" 0 149 248 0 2 0 25 1 0 0 0 3
Linn "Linn-Washington Township Total" 0 748 968 2 10 4 99 4 1 11 0 17
Louisa "City of Columbus Junction" 0 328 243 4 3 1 13 1 0 5 0 5
Louisa "Grandview-Port Louisa" 0 301 621 5 8 0 34 0 0 12 1 8
Louisa "Morning Sun-Marshall" 0 189 470 3 4 0 17 1 0 3 1 9
Louisa "Southeast Louisa" 0 477 1045 11 6 2 32 2 1 13 2 16
Louisa "Louisa-West Louisa Total" 0 353 690 3 7 1 40 1 0 6 0 10
Lucas "Chariton City Hall" 0 314 599 4 6 0 29 0 0 5 0 14
Lucas "Chariton Community Center" 0 310 598 6 6 4 30 1 0 2 0 11
Lucas "L.C. Extension" 0 91 294 0 3 0 10 0 0 2 0 1
Lucas "Lucas Community Center" 0 130 365 3 1 1 14 0 0 2 0 7
Lucas "Pin Oak Marsh" 0 121 330 0 1 0 11 0 0 4 0 5
Lucas "Russell Community Center-City of Russell- Cedar and Washington Townships" 0 126 327 3 7 0 8 1 0 1 1 7
Lucas "Lucas-Williamson Community Center Total" 0 147 364 2 4 1 13 2 0 0 0 5
Lyon "P1 - George Community Center" 0 145 1079 3 0 1 22 1 0 4 0 4
Lyon "P2 - Doon Community Center" 0 56 795 2 0 0 18 1 0 7 0 2
Lyon "P3 - Inwood Community Center" 0 92 486 1 3 1 9 1 0 8 0 2
Lyon "P4 - Larchwood Community Center" 0 210 452 4 5 1 20 3 0 7 1 7
Lyon "P5 - Lester Community Center" 0 65 408 0 7 0 11 2 1 5 0 2
Lyon "P6 - Little Rock Town & Country Building" 0 35 317 2 0 1 6 0 0 0 0 1
Lyon "P7 - Rock Rapids Forster Building (North)" 0 125 677 2 1 2 23 3 0 3 0 8
Lyon "Lyon-P8 - Rock Rapids Forster Building (South) Total" 0 192 978 4 2 1 28 5 0 1 0 6
Madison "Grand River - Monroe - Webster and Macksburg" 0 91 340 1 2 0 12 0 0 0 0 4
Madison "Jackson - Douglas - Lincoln" 0 199 516 7 4 0 29 1 0 7 0 6
Madison "Jefferson - Lee" 0 258 544 5 4 2 16 2 0 17 1 7
Madison "Penn - Madison and Earlham" 0 366 706 9 3 0 52 2 0 21 0 16
Madison "South  Township" 0 260 512 3 7 0 42 2 0 5 0 3
Madison Union-Crawford-Scott 0 385 750 2 3 1 56 2 0 12 0 9
Madison "Walnut - Ohio and East Peru & Truro" 0 180 503 3 4 0 37 0 0 4 0 4
Madison "Winterset 1 - North Ward" 0 471 734 3 5 0 56 1 1 11 0 13
Madison "Madison-Winterset 2 - South Ward Total" 0 468 755 4 9 2 47 1 0 7 0 9
Mahaska "AD / MN / PG / UN" 0 89 432 1 1 0 11 0 0 2 0 11
Mahaska "BO / ST" 0 85 539 3 0 0 20 2 0 9 0 16
Mahaska "CE / HA / WO" 0 197 762 3 2 2 44 1 0 3 0 6
Mahaska "EDM / JF / WDM" 0 77 283 5 2 0 7 1 0 1 0 1
Mahaska "GF / LN / MD" 0 162 788 3 3 1 20 1 0 8 0 6
Mahaska "OSKALOOSA - 1ST WARD" 0 335 654 1 3 1 41 1 0 3 0 10
Mahaska "OSKALOOSA - 2ND WARD" 0 396 826 1 6 1 37 2 0 9 0 6
Mahaska "OSKALOOSA - 3RD WARD / UNIVERSITY PARK" 0 471 1009 7 12 1 59 3 0 11 0 16
Mahaska "OSKALOOSA - 4TH WARD" 0 419 806 4 6 2 49 1 0 11 0 12
Mahaska "PR / RL" 0 237 838 6 1 1 18 0 0 9 0 9
Mahaska "Mahaska-SP / KE Total" 0 151 495 1 2 0 12 1 0 7 0 2
Marion Clay 0 128 352 5 2 1 15 2 0 0 0 10
Marion Dallas 0 308 390 8 1 0 37 3 0 3 0 3
Marion "Indiana Township" 0 120 263 2 0 2 8 0 0 1 0 3
Marion "Knoxville 1" 0 328 424 7 5 3 28 7 1 2 0 9
Marion "Knoxville 2" 0 348 447 3 4 2 42 0 0 7 0 14
Marion "Knoxville 3" 0 513 532 6 9 1 34 1 0 5 0 18
Marion "Knoxville 4" 0 277 347 4 1 3 31 0 1 3 0 5
Marion "Knoxville Twp" 0 478 1038 10 5 1 60 1 1 9 0 18
Marion "Lake Prairie Township" 0 256 991 13 3 2 26 1 0 34 0 19
Marion Liberty 0 125 270 3 1 0 7 0 1 0 1 7
Marion Otley 0 304 815 4 6 0 48 1 1 13 0 13
Marion "Pella 1" 0 378 969 10 6 1 77 1 1 24 0 25
Marion "Pella 2" 0 389 993 9 8 0 57 4 1 35 0 22
Marion "Pella 3" 0 426 1112 10 4 1 75 3 0 36 0 18
Marion "Pella 4" 0 389 699 3 9 0 93 0 0 21 0 15
Marion Pleasantville 0 638 1139 11 8 2 60 4 0 10 0 18
Marion "Marion-Washington Township Total" 0 77 181 3 1 0 8 0 0 1 0 6
Marshall "BANGOR / LISCOMB" 0 128 294 1 1 0 11 1 0 7 0 8
Marshall "EDEN / LOGAN" 0 320 555 5 4 1 35 1 1 2 0 12
Marshall "FIRST BAPTIST CHURCH 4-1/MC" 0 683 544 4 8 3 39 3 0 6 0 14
Marshall "FIRST BAPTIST CHURCH 4-2" 0 699 735 4 13 2 55 0 1 15 0 19
Marshall "FISHER COMM  CENTER 3-1/MC" 0 710 736 7 10 7 44 3 1 3 0 18
Marshall "FISHER COMM CENTER 3-2/MC" 0 873 925 10 8 2 53 3 1 12 0 26
Marshall "GREEN CASTLE" 0 161 358 4 5 0 19 1 0 4 1 2
Marshall "IVH MALLOY HALL 2-1/MC" 0 689 524 8 13 4 49 5 0 10 1 18
Marshall "IVH MALLOY HALL 2-2/MC" 0 761 780 7 16 2 40 3 0 8 3 25
Marshall JEFFERSON 0 163 273 3 2 0 19 0 0 5 0 4
Marshall LEGRAND 0 266 499 2 3 1 36 2 1 5 0 10
Marshall "LIBERTY / MINERVA" 0 103 271 0 1 0 18 1 0 0 0 4
Marshall "MARIETTA / WASHINGTON" 0 109 301 1 1 0 15 0 0 0 1 3
Marshall "MARION / VIENNA" 0 196 449 6 7 0 21 1 0 4 0 10
Marshall "PUBLIC LIBRARY 1-1/MC" 0 523 159 2 8 1 22 4 0 1 0 10
Marshall "PUBLIC LIBRARY 1-2/MC" 0 504 294 6 10 5 22 0 0 4 1 14
Marshall "STATE CENTER" 0 335 670 2 2 1 41 2 0 12 0 14
Marshall TAYLOR 0 225 370 4 3 4 23 3 0 6 0 11
Marshall "Marshall-TIMBER CREEK Total" 0 204 409 1 2 1 15 0 0 0 0 6
Mills "Deer Creek / White Cloud" 0 44 133 1 2 0 6 0 0 1 0 0
Mills "Emerson / Hastings / Indian Creek" 0 99 308 3 2 1 15 0 0 2 0 0
Mills "Glenwood Township" 0 184 495 2 2 0 34 1 0 7 0 6
Mills "Glenwood Ward 1" 0 199 344 2 6 0 27 0 1 4 0 10
Mills "Glenwood Ward 2" 0 216 470 6 8 1 37 1 1 9 0 7
Mills "Glenwood Ward 3" 0 324 536 2 8 3 30 2 0 16 0 5
Mills "Henderson / Anderson" 0 64 176 0 3 1 7 0 0 1 0 3
Mills "Malvern / Tabor / Center / Rawles / Silver Creek" 0 338 896 5 5 1 60 2 0 8 0 9
Mills "Oak / St. Mary" 0 408 1129 2 12 0 59 1 0 14 0 12
Mills "Pacific Junction / Lyons / Plattville" 0 146 383 0 6 1 18 0 0 8 0 1
Mills "Mills-Silver City / Ingraham Total" 0 68 197 3 2 0 14 0 0 6 0 6
Mitchell "Carpenter Community Center" 0 129 258 1 0 0 6 2 1 0 0 5
Mitchell "Mitchell City Hall" 0 208 472 3 2 4 34 2 0 5 0 1
Mitchell "New Haven Church" 0 91 205 1 1 0 7 0 0 2 0 2
Mitchell "Osage City Ward 1" 0 199 259 1 3 0 17 0 0 0 0 3
Mitchell "Osage City Ward 2" 0 155 222 1 3 0 24 1 0 3 0 3
