COUNTY AREA TOTAL DEM REP Castle Stein Vacek Johnson Kahn DeLaFuente McMullin LaRiva Writein
COUNTY AREA TOTAL Clinton Trump Castle Stein Vacek Johnson Kahn DeLaFuente McMullin LaRiva Writein
Sac Schaller 0 143 463 2 0 1 14 1 0 1 0 5
Sac "Sac-Wall Lake- Inc and Viola and Levy Twps. Total" 0 103 463 0 0 0 7 3 0 2 0 1
Shelby "EH-K School" 0 158 399 3 1 0 33 1 0 4 0 10
Shelby "Harlan Ward 1" 0 169 361 1 5 0 20 1 1 4 0 5
Shelby "Harlan Ward 2" 0 190 476 1 4 1 16 3 0 2 0 7
Shelby "Harlan Ward 3" 0 217 436 4 6 0 17 3 0 3 0 8
Shelby "Harlan Ward 4" 0 178 344 0 0 1 16 1 0 3 0 6
Shelby "Irwin Comm Bldg" 0 113 505 1 3 2 19 0 0 6 0 3
Shelby "Shelby Comm Hall" 0 167 453 2 4 1 14 1 0 2 1 5
Shelby "St Josheph Hall" 0 265 741 4 3 0 12 2 0 5 0 10
Shelby "Shelby-Therkildsen Center Total" 0 205 647 5 2 0 27 1 1 10 0 9
Sioux "Alton/Nassau/East Orange" 0 187 791 5 4 0 24 2 0 12 0 7
Sioux Floyd/Lynn 0 85 687 2 2 0 17 0 1 9 0 6
Sioux Grant/Sheridan 0 92 713 2 2 0 14 1 0 12 0 5
Sioux "Hawarden/Buncombe/Logan/Washington/Eagle South" 0 377 873 4 7 1 38 1 0 3 0 11
Sioux Lincoln 0 108 1385 6 1 0 23 0 0 17 0 4
Sioux "Orange City No. 1/Holland West" 0 294 1355 13 14 3 60 1 1 62 0 34
Sioux "Orange City No. 2/Holland East/Nassau" 0 323 1372 12 10 0 46 1 0 66 0 33
Sioux "Plato/Garfield/Settlers/Sioux/Eagle North" 0 57 729 4 1 0 13 0 0 4 0 7
Sioux "Reading/Center South" 0 55 467 5 1 0 10 0 0 9 0 5
Sioux "Rock Valley East" 0 112 907 7 0 0 20 0 1 11 0 3
Sioux "Rock Valley West/Rock" 0 84 1141 1 2 0 5 0 0 4 0 4
Sioux Sherman 0 19 319 0 0 0 7 0 0 2 0 2
Sioux "Sioux Center Central" 0 210 1002 9 2 1 69 2 1 58 0 19
Sioux "Sioux Center North/Capel/Welcome" 0 97 1002 2 0 0 25 1 0 29 0 4
Sioux "Sioux Center South" 0 173 1628 13 5 0 57 0 0 46 0 17
Sioux "Sioux-West Branch/Center North Total" 0 27 414 1 2 0 7 0 0 8 0 4
Story "Ames 1-1" 0 826 578 5 15 0 126 0 2 56 1 21
Story "Ames 1-2" 0 1057 539 1 25 0 97 3 1 34 0 26
Story "Ames 1-3/Grant 2" 0 823 441 8 25 0 119 2 0 38 0 36
Story "Ames 1-4" 0 1081 331 2 46 1 85 5 0 53 0 22
Story "Ames 1-5" 0 1137 552 7 18 1 69 3 0 60 3 24
Story "Ames 2-1" 0 1308 522 5 32 0 140 1 2 59 3 28
Story "Ames 2-2" 0 948 345 10 26 1 85 4 1 45 0 25
Story "Ames 2-3" 0 959 514 4 17 0 85 2 0 40 0 30
Story "Ames 2-4" 0 1101 634 4 4 1 77 2 0 53 0 29
Story "Ames 2-5" 0 1157 797 4 9 0 87 1 0 52 0 26
Story "Ames 3-1/Wash 2" 0 1097 603 4 21 0 96 1 0 40 1 28
Story "Ames 3-2" 0 658 381 0 14 0 80 3 1 19 0 19
Story "Ames 3-3" 0 677 346 3 25 0 91 2 1 32 0 17
Story "Ames 3-4" 0 915 603 0 13 2 108 1 0 37 0 21
Story "Ames 3-5/Wash 3" 0 1017 382 3 14 2 81 3 0 31 0 21
Story "Ames 4-1" 0 971 868 0 9 1 133 1 0 25 0 26
Story "Ames 4-2" 0 556 536 3 10 0 75 0 0 20 1 13
Story "Ames 4-3" 0 684 424 1 19 0 112 0 0 17 0 14
Story "Ames 4-4" 0 964 422 3 30 0 134 2 1 34 0 24
Story "Ames 4-5" 0 1020 534 6 13 2 93 1 0 30 1 24
Story Collins/Collins 0 107 287 2 1 0 22 1 0 4 0 6
Story Franklin/Gilbert 0 870 1058 10 19 1 113 1 0 59 1 42
Story "Grant Twp" 0 105 156 1 0 0 17 0 0 3 0 2
Story Howard/Roland 0 423 566 8 6 2 63 2 0 15 2 17
Story Huxley 0 738 945 3 12 0 139 4 0 55 0 13
Story "Indian Creek/Maxwell" 0 245 503 2 6 0 51 1 0 8 0 4
Story "Lafayette Twp" 0 79 151 1 0 0 17 0 0 5 1 1
Story Lincoln/Zearing 0 113 240 1 0 1 15 0 1 2 0 3
Story "Milford Twp" 0 126 172 2 4 0 17 0 0 7 0 5
Story "Nevada 1" 0 380 377 1 8 1 72 2 0 8 0 8
Story "Nevada 2" 0 387 312 1 7 2 61 1 1 14 0 10
Story "Nevada 3/Grant 3" 0 402 402 2 2 0 68 5 1 9 0 9
Story "Nevada 4" 0 406 411 1 2 0 46 0 1 6 0 14
Story "Nevada Twp" 0 162 251 1 4 0 15 1 0 11 0 1
Story "New Albany/Colo" 0 214 393 2 2 1 33 1 0 3 0 10
Story "Palestine Twp" 0 178 274 0 1 0 20 1 0 7 0 3
Story "Richland Twp" 0 66 139 0 1 0 12 0 0 0 1 1
Story "Sherman Twp" 0 35 98 0 0 1 1 0 0 1 0 0
Story Slater/Sheldahl 0 400 493 0 6 1 72 1 1 18 0 16
Story "Story City" 0 770 1007 3 10 1 101 4 1 26 0 25
Story Union/Cambridge 0 260 393 6 7 1 47 1 0 6 0 15
Story Warren/McCallsburg 0 75 199 2 1 1 11 0 0 3 0 4
Story "Story-Washington/Kelley Total" 0 212 279 4 7 0 28 0 0 16 0 8
Tama Carlton 0 157 273 3 3 3 18 1 0 0 0 7
Tama "Carroll/Oneida/N. Otter C" 0 119 280 2 1 0 8 0 0 2 0 3
Tama Clark/Geneseo 0 320 765 5 13 0 40 0 0 14 0 12
Tama Columbia/Tama 0 624 619 4 12 7 27 5 0 5 1 30
Tama Grant 0 45 105 0 0 0 5 0 0 3 0 1
Tama "Highland/Indian Village" 0 146 287 5 4 6 7 0 1 0 0 2
Tama "Howard/Toledo/Toledo 1" 0 266 414 7 1 3 23 3 0 7 0 3
Tama "Indian Settlement" 0 336 30 0 20 2 5 0 0 0 1 8
Tama Lincoln 0 44 156 2 0 3 8 0 0 2 0 3
Tama "Perry/Buckingham/E. Cryst" 0 378 741 5 12 4 36 5 0 4 1 14
Tama "Richland/Salt Creek" 0 97 209 2 1 0 11 3 0 1 0 3
Tama "S. Otter Creek" 0 29 68 1 2 0 4 0 0 0 0 1
Tama "Spring Creek/W. Crystal" 0 206 564 1 3 4 32 1 0 4 0 4
Tama "Toledo 2" 0 163 106 1 2 0 7 1 0 1 0 8
Tama "Toledo 3" 0 181 175 0 2 3 9 1 0 1 0 10
Tama "Tama-York Total" 0 85 179 8 3 2 5 0 0 0 0 1
Taylor "1-1 Blockton" 0 40 133 1 1 0 6 0 0 3 0 1
Taylor "2-1 Clearfield" 0 55 133 0 0 0 6 0 0 0 0 3
Taylor "3-1 Gravity" 0 47 179 0 0 0 3 1 0 1 0 0
Taylor "4-1 New Market" 0 75 300 0 3 0 6 0 1 1 0 4
Taylor "5-2 Lenox" 0 307 519 6 1 1 45 0 0 4 0 3
Taylor "6-3 Courthouse" 0 155 537 4 5 1 24 2 1 0 0 8
Taylor "Taylor-7-3 Bedford Legion Total" 0 79 310 3 0 0 7 0 0 3 0 1
Union "Afton Methodist Church" 0 213 512 4 4 0 29 1 0 1 0 7
Union "Arispe Methodist Church" 0 55 184 0 3 0 13 1 0 0 0 4
Union "Crest Baptist Church CS5" 0 301 564 8 9 2 39 1 0 1 0 11
Union Lorimor 0 88 245 1 3 0 13 2 0 4 0 9
Union "Salem Lutheran Church CS1" 0 237 291 3 10 2 31 2 0 0 0 6
Union "Supertel CS4" 0 265 388 3 8 1 25 0 0 4 0 4
Union "SWCC CS2" 0 455 936 3 10 3 46 0 1 4 0 12
Union "Union-Trinity Lutheran Church CS3 Total" 0 308 405 4 5 1 17 2 0 4 0 4
"Van Buren" Birmingham 0 105 417 2 3 0 10 0 0 5 0 6
"Van Buren" Bonaparte 0 132 338 4 4 1 12 1 1 3 0 7
"Van Buren" Cantril 0 58 161 1 0 0 10 1 0 1 0 2
"Van Buren" Douds 0 79 315 2 3 0 7 2 0 4 0 4
"Van Buren" Farmington 0 119 304 2 4 1 8 1 0 4 0 3
"Van Buren" Keosauqua 0 270 614 7 2 0 22 3 0 4 0 4
"Van Buren" Milton 0 47 212 0 1 1 7 0 0 0 0 1
"Van Buren" "Van Buren-Stockport Total" 0 35 166 4 2 0 7 0 0 0 0 5
Wapello Adams/Blakesburg/Polk 0 176 521 3 4 2 21 1 1 3 0 2
Wapello Agency/Agency/Pleasant 0 211 502 5 10 2 20 2 0 2 0 9
Wapello Cass/Chillicothe 0 19 95 0 2 0 2 0 0 0 0 0
Wapello "Center Twp" 0 225 481 3 7 2 17 0 0 5 0 6
Wapello Columbia/Eddyville 0 130 306 1 1 0 13 2 0 0 0 5
Wapello "Competine Twp" 0 18 102 0 1 0 1 0 0 0 0 0
Wapello "Dahlonega Twp" 0 87 206 4 1 0 8 1 0 1 0 2
Wapello "Green Twp" 0 117 320 0 4 0 6 0 0 3 0 1
Wapello "Highland Twp" 0 30 111 0 0 1 4 0 0 0 0 2
Wapello "Keokuk Twp" 0 116 319 0 2 1 11 1 0 1 0 2
Wapello "Pct 1" 0 435 520 3 6 4 26 2 0 4 0 8
Wapello "Pct 10" 0 419 497 1 9 4 20 3 1 2 0 6
Wapello "Pct 2" 0 548 656 4 7 2 36 1 0 3 1 15
Wapello "Pct 3" 0 584 783 3 6 5 49 2 1 12 0 18
Wapello "Pct 4" 0 320 335 4 4 4 16 1 0 2 0 11
Wapello "Pct 5" 0 343 327 4 9 2 25 1 0 2 0 9
Wapello "Pct 6" 0 358 411 3 5 3 15 5 0 5 0 10
Wapello "Pct 7" 0 320 413 5 11 2 14 2 0 5 0 3
Wapello "Pct 8" 0 375 522 1 18 6 28 1 1 5 0 10
Wapello "Pct 9" 0 515 631 3 9 1 16 4 0 4 0 13
Wapello Richland/Kirkville 0 96 246 0 3 4 20 0 0 2 0 8
Wapello "Wapello-Washington/Eldon Total" 0 152 411 2 3 0 12 1 0 4 0 4
Warren "Allen 2" 0 440 555 10 4 1 47 1 1 4 0 18
Warren "Allen 3" 0 518 689 4 7 0 57 0 1 17 0 9
Warren Belmont 0 43 158 0 1 0 6 0 0 2 1 3
Warren Cumming/WDM 0 129 225 4 2 0 18 0 0 1 0 7
Warren "Greenfield 1" 0 319 506 1 3 0 29 1 0 5 0 12
Warren "Greenfield 1/DM85" 0 445 439 5 6 2 41 1 2 6 0 12
Warren "Greenfield 1/DM86" 0 37 44 0 0 0 4 0 0 0 0 3
Warren "Greenfield 2/Lincoln 2" 0 471 812 7 4 0 67 1 0 7 0 12
Warren "Indianola 1" 0 312 403 5 1 0 44 2 2 2 0 9
Warren "Indianola 2" 0 638 633 4 7 4 81 3 0 7 1 11
Warren "Indianola 3" 0 397 282 2 7 0 42 1 0 6 1 9
Warren "Indianola 4" 0 793 752 6 9 2 71 1 1 8 0 16
Warren "Indianola 5" 0 407 547 6 6 0 63 4 0 21 0 11
Warren "Indianola 6" 0 366 459 4 3 2 41 3 0 9 0 7
Warren "Indianola 7" 0 615 766 7 7 0 103 1 2 10 0 21
Warren Jackson 0 180 342 8 1 1 21 1 0 4 0 2
Warren Jefferson 0 321 649 2 6 1 44 1 0 10 0 9
Warren Liberty 0 70 202 0 1 1 17 0 0 1 0 2
Warren "Lincoln 1" 0 154 245 0 1 0 20 0 0 5 0 1
Warren "Norwalk 1" 0 566 772 5 4 0 77 0 1 16 0 21
Warren "Norwalk 2/Greenfield 1" 0 478 617 5 5 1 74 0 0 7 0 18
Warren "Norwalk 3/Linn" 0 806 1049 7 9 1 91 3 0 17 1 30
Warren "Norwalk 4" 0 694 938 4 8 0 69 2 0 4 2 26
Warren Otter/Milo 0 272 594 5 4 0 31 1 0 9 1 4
Warren Palmyra 0 96 213 4 1 1 8 0 0 4 0 2
Warren Richland/Palmyra 0 196 401 3 8 0 26 1 1 4 0 4
Warren "Squaw Creek" 0 113 279 4 3 0 12 0 0 1 0 2
Warren Union 0 90 205 1 1 0 11 0 0 1 0 3
Warren Virginia 0 158 396 6 1 0 22 0 1 2 0 1
Warren "White Breast" 0 98 265 2 0 0 27 0 0 0 0 6
Warren "Warren-White Oak Total" 0 189 377 3 3 0 11 0 0 4 0 4
Washington AINSWORTH 0 448 661 3 8 1 53 2 0 5 1 7
Washington BRIGHTON/MARION/CRAWFORD 0 256 692 8 8 0 38 1 0 5 0 8
Washington KALONA 0 519 784 3 11 0 55 1 1 17 0 19
Washington RIVERSIDE 0 411 327 3 6 3 33 0 0 14 0 10
Washington "WARD FOUR" 0 432 687 6 8 2 51 2 1 10 1 8
Washington "WARD ONE" 0 340 434 6 8 0 39 1 0 6 0 6
Washington "WARD THREE" 0 459 596 7 5 1 53 1 0 6 0 14
Washington "WARD TWO" 0 419 608 7 9 2 50 1 0 3 0 8
Washington WELLMAN 0 505 887 14 12 1 68 1 0 24 0 13
Washington "Washington-WEST CHESTER Total" 0 154 497 6 4 0 19 0 0 2 0 3
Wayne "A-01 Allerton" 0 140 532 4 5 1 16 1 1 7 0 6
Wayne "C-02 Corydon" 0 244 622 4 6 1 31 1 0 11 0 3
Wayne "H-03 Humeston" 0 160 426 2 6 1 20 2 0 2 0 2
Wayne "Wayne-S-04 Seymour Total" 0 175 489 0 0 0 11 0 0 0 0 8
Webster "Badger-NW Cooper" 0 215 474 1 2 0 15 0 1 0 0 8
Webster Clay-Roland 0 82 350 2 0 0 14 0 0 5 0 4
Webster Colfax-Duncombe 0 93 201 1 2 0 13 1 0 2 0 3
Webster "Cooper Township" 0 42 102 0 0 1 12 0 0 0 0 3
Webster Dayton-Burnside 0 224 457 2 3 2 33 1 0 2 0 7
Webster "Deer Creek-Jackson" 0 97 321 0 3 0 17 0 0 1 0 7
Webster "Douglas Township" 0 201 407 2 2 0 15 1 0 5 0 4
Webster Elkhorn 0 129 283 1 1 1 10 0 0 7 0 5
Webster "Fort Dodge #1" 0 481 753 4 4 3 40 0 0 6 0 13
Webster "Fort Dodge #10" 0 399 507 7 5 1 31 1 0 10 0 9
Webster "Fort Dodge #11" 0 431 893 2 9 4 49 2 0 10 0 15
Webster "Fort Dodge #12" 0 379 479 2 2 0 29 1 0 5 1 7
Webster "Fort Dodge #2" 0 435 493 3 11 2 38 3 0 3 0 16
Webster "Fort Dodge #3" 0 317 371 2 7 1 31 0 0 6 1 11
Webster "Fort Dodge #4" 0 376 471 3 11 1 30 2 1 4 1 8
Webster "Fort Dodge #5" 0 300 368 5 7 1 22 1 0 2 0 6
Webster "Fort Dodge #6" 0 177 154 3 4 1 15 0 0 5 0 2
Webster "Fort Dodge #7" 0 383 285 8 10 3 21 1 0 6 0 11
Webster "Fort Dodge #8" 0 348 317 2 7 0 31 0 2 6 0 6
Webster "Fort Dodge #9" 0 377 365 5 7 1 30 1 1 0 0 5
Webster Fulton 0 60 165 1 4 0 4 0 0 0 0 0
Webster Gowrie 0 168 417 2 3 0 23 0 0 5 0 4
Webster Johnson 0 84 148 1 1 0 5 0 0 1 0 2
Webster "Lost Grove" 0 44 208 0 2 0 8 0 0 3 0 2
Webster Newark 0 60 122 0 0 0 2 0 0 0 0 2
Webster "Otho-Pleasant Valley" 0 216 518 4 5 0 18 0 0 4 0 7
Webster "Sumner-Webster-Yell- Hardin" 0 146 300 2 0 2 6 1 0 3 0 3
Webster "Webster-Washington Township Total" 0 41 127 0 1 0 7 0 0 3 0 0
Winnebago "Buffalo Grant Lincoln" 0 242 582 4 4 0 29 1 0 5 0 5
Winnebago Center 0 475 742 10 7 2 51 2 1 9 0 17
Winnebago "Eden Logan Norway" 0 108 249 0 2 0 6 0 1 6 0 1
Winnebago "FC3 Forest D3" 0 205 305 4 5 2 26 2 1 9 0 6
Winnebago "Forest City Ward 1" 0 208 322 4 2 0 29 2 1 4 1 6
Winnebago "Forest City Ward 2" 0 214 225 3 8 0 16 1 1 5 0 3
Winnebago "Forest City Ward 4" 0 149 199 3 0 1 19 0 0 5 0 7
Winnebago "King Linden" 0 118 298 1 2 1 10 0 1 0 0 1
Winnebago "Mt. Valley Forest D2" 0 100 241 2 1 0 10 0 1 0 0 1
Winnebago "Winnebago-Newton Forest Total" 0 112 284 5 3 0 22 2 0 6 0 1
Winneshiek "Pct 1 - HE/HI/PL" 0 273 359 2 8 2 13 0 0 3 0 4
Winneshiek "Pct 10 - JA/SU/WA" 0 274 470 6 5 1 20 2 0 7 0 6
Winneshiek "Pct 11 - Decorah Township Sup 5" 0 39 34 0 0 0 6 0 0 1 0 0
Winneshiek "Pct 2 - FR/GL/DEW3/DETSUP1" 0 886 784 3 11 0 64 2 0 31 0 25
Winneshiek "Pct 3 - DEW1/DETSUP2" 0 755 660 3 16 1 46 1 0 9 0 13
Winneshiek "Pct 4 - Decorah Ward 2" 0 653 273 3 20 1 21 2 0 11 0 12
Winneshiek "Pct 5 - CN/DEW4/DETSUP3" 0 736 446 4 10 0 55 2 0 5 0 11
Winneshiek "Pct 6 - Decorah Ward 5" 0 593 198 0 7 1 21 2 0 5 0 8
Winneshiek "Pct 7 - CA/SP" 0 377 726 3 9 6 51 1 0 9 0 15
Winneshiek "Pct 8 - MI/BLM" 0 272 579 7 7 0 53 2 0 12 0 9
Winneshiek "Winneshiek-Pct 9 - BLF/BO/FR/LI/MA/OR Total" 0 396 815 4 6 1 32 3 0 9 0 13
Woodbury "1 CHURCH OF JESUS CHRIST" 0 502 761 8 9 6 33 2 0 5 0 21
Woodbury "10 FIRST CONGREGATIONAL" 0 536 839 4 7 4 38 1 0 16 0 21
Woodbury "11 GIRLS INC" 0 294 135 5 6 3 4 4 1 0 0 9
Woodbury "12 ST JOHN LUTHERAN" 0 609 713 9 15 3 44 1 1 15 1 32
Woodbury "13 SC TRANSIT SYSTEM" 0 267 406 4 7 4 24 2 0 0 0 10
Woodbury "14 BOYS & GIRLS HOME" 0 446 218 4 5 4 26 0 0 3 0 20
Woodbury "15 PEACE REFORMED/CONCORD" 0 438 905 10 9 2 44 1 1 7 0 13
Woodbury "16 TRIMBLE UNITED METH CH" 0 519 566 2 13 5 30 0 1 3 0 20
Woodbury "17 SC BAPTIST CHURCH" 0 630 748 5 11 2 49 3 0 15 0 18
Woodbury "18 CALVARY LUTHERAN" 0 506 766 7 15 2 38 2 0 10 0 15
Woodbury "19 CENTRAL BAPTIST CHURCH" 0 623 909 7 10 3 52 4 0 15 1 22
Woodbury "2 CROSS POINTE CHURCH" 0 564 369 3 8 6 19 4 0 0 2 16
Woodbury "20 AUGUSTANA LUTHERAN" 0 372 151 5 3 5 10 2 0 2 0 6
Woodbury "21 M'SIDE LUTHERAN CHURCH" 0 467 616 7 15 3 39 1 2 8 1 24
Woodbury "22 MORNINGSIDE LIBRARY" 0 578 808 8 17 5 44 7 1 8 0 17
Woodbury "23 IGLESIA RESTAURACION" 0 512 680 7 18 8 39 5 0 3 1 21
Woodbury "24 WASHINGTON HEIGHTS" 0 454 838 7 9 4 55 2 2 5 1 13
Woodbury "25 M'SIDE COLLEGE EPPLEY" 0 534 689 16 15 9 42 0 0 7 0 19
Woodbury "26 EAST MIDDLE SCHOOL" 0 496 902 6 4 2 25 6 0 12 1 12
Woodbury "27 ST JAMES UNITED METH." 0 506 825 13 23 8 37 5 0 16 1 17
Woodbury "28 REDEEMER LUTHERAN" 0 769 1786 9 9 5 72 9 1 12 0 34
Woodbury "29 SGT BLUFF EAST/WDBY" 0 465 1195 8 5 6 40 3 0 6 1 22
Woodbury "3 CONCORDIA LUTHERAN" 0 566 807 4 12 6 41 2 1 10 0 23
Woodbury "30 SGT BLUFF WEST" 0 374 941 2 4 1 34 4 0 5 0 9
Woodbury "31 SALIX/LIB-LAK TWP" 0 167 459 2 3 0 12 2 0 3 0 3
Woodbury "32 BRONSON/FLO-GRG TWP" 0 138 446 3 2 2 10 0 0 3 1 5
Woodbury "33 PIERSON/RUTLAND TWP" 0 62 212 2 0 2 11 1 0 1 0 1
Woodbury "34 C'VILLE/KED-UNI TWP" 0 162 396 2 1 0 12 1 0 6 0 8
Woodbury "35 MOVILLE/ARL-MOV-WOL TW" 0 296 1037 11 4 2 31 2 0 5 0 12
Woodbury "36 LAWTON/BANNER TWP" 0 146 531 7 2 0 17 0 0 4 0 8
Woodbury "37 CLIMBING HILL/GRT-WES" 0 60 209 1 3 0 5 0 0 0 0 6
Woodbury "38 SLOAN/SLOAN TWP" 0 152 394 2 3 1 18 0 0 6 0 11
Woodbury "39 HORNICK/WILLOW TWP" 0 32 207 1 4 4 6 0 0 0 0 1
Woodbury "4 SIOUXLAND CENTER" 0 350 280 1 7 10 18 0 0 1 0 7
Woodbury "40 ANTHON/MILLER TWP" 0 92 279 0 7 0 6 1 0 5 0 1
Woodbury "41 DANBURY/LIS-MOR TWP" 0 51 306 0 4 1 8 0 0 0 0 3
Woodbury "42 SMITHLAND/LITTLE SIOUX" 0 36 186 0 1 0 8 0 0 0 0 0
Woodbury "43 OTO/OTO TWP" 0 26 110 1 0 2 1 0 0 0 0 1
Woodbury "44 CUSHING/ROCK TWP" 0 52 165 1 0 0 4 0 0 0 0 3
Woodbury "5 RIVERSIDE LUTHERAN" 0 548 579 5 6 5 26 2 0 0 0 22
Woodbury "6 FAITH LUTHERAN CHURCH" 0 600 491 4 8 7 44 4 1 6 0 17
Woodbury "7 BRYANT/CRESCENT PARK" 0 562 572 3 11 5 41 8 0 8 1 14
Woodbury "8 MT. ZION BAPTIST CHURCH" 0 405 183 1 6 2 13 2 0 1 0 8
Woodbury "Woodbury-9 BOYS & GIRLS HOME Total" 0 246 112 0 3 2 9 0 0 2 0 4
Worth "Barton Deer Creek Union Grafton" 0 171 311 2 3 0 21 0 0 4 0 2
Worth "Bristol Silver Lake Joice" 0 135 244 2 6 0 8 1 0 4 0 2
Worth "Brookfield Kensett" 0 140 261 3 1 0 24 1 1 4 0 1
Worth "Danville Hanlontown" 0 92 161 1 0 0 10 2 0 2 0 2
Worth "Deer Creek Grove Hartland Northwood" 0 501 851 5 10 2 54 0 0 10 0 3
Worth Fertile 0 103 245 2 2 0 13 0 0 6 0 4
Worth "Worth-Lincoln Manly Total" 0 388 380 0 2 2 35 3 0 4 0 10
Wright "Belmond Precinct" 0 600 939 3 10 0 39 3 0 4 0 23
Wright "Big 6 Townships Precinct" 0 145 435 1 5 1 18 1 0 3 0 4
Wright "Clarion Precinct" 0 380 766 0 10 1 43 0 1 11 1 12
Wright "Dows Precinct" 0 116 208 2 4 1 17 0 0 1 0 5
Wright "Eagle Grove - Ward #1" 0 88 146 0 1 2 7 1 0 1 0 1
Wright "Eagle Grove - Ward #2" 0 121 195 1 0 0 4 0 0 0 0 3
Wright "Eagle Grove - Ward #3" 0 140 273 3 2 0 13 0 0 1 0 2
Wright "Eagle Grove - Ward #4" 0 114 209 1 2 1 12 1 0 3 0 6
Wright "Goldfield Precinct" 0 99 323 2 0 0 10 0 0 1 0 2
Wright "Wright-Rural Eagle Grove Precinct Total" 0 93 306 6 1 0 13 0 0 0 1 2
