COUNTY AREA TOTAL DEM REP Herzog Writein
COUNTY AREA TOTAL Greenfield Ernst Herzog Writein
Osceola "Melvin Precinct" 263 57 199 2 0
Osceola "Ocheyedan Precinct" 318 68 246 2 0
Osceola "Osceola 1 Precinct" 540 107 412 6 0
Osceola "Osceola 2 Precinct" 640 146 484 7 0
Osceola "Osceola 3 Precinct" 721 147 552 9 1
Page "Clarinda 1" 781 226 532 6 0
Page "Clarinda 2" 1367 423 906 14 0
Page "Page County Courthouse" 1458 270 1151 15 0
Page "Essex City Hall" 627 157 456 3 2
Page "Shenandoah 1" 567 184 349 8 1
Page "Shenandoah 2" 848 286 540 7 0
Page "Shenandoah 3" 941 319 599 9 0
Page "Shenandoah Fire Station" 849 202 619 16 0
"Palo Alto" "Emmetsburg Ward 1" 505 189 301 2 0
"Palo Alto" "Emmetsburg Ward 2" 454 217 230 2 0
"Palo Alto" "EM Ward 3/SL/pt.HL&WL&EM" 964 369 564 9 0
"Palo Alto" EMWard4/FV/FF/FR/IN/VN/ptEM 991 339 615 12 0
"Palo Alto" "GR/RV/LI/pt. HL&WL" 953 350 575 7 0
"Palo Alto" WB/EL/RL/BO/GO/NV 1065 213 828 4 0
Plymouth "Akron Public Library" 887 236 625 6 2
Plymouth "American Bank" 505 78 420 2 0
Plymouth "Courthouse Annex" 551 100 445 1 1
Plymouth "Brunsville Legion Club" 849 149 684 2 1
Plymouth "Remsen Public Library" 1306 262 1022 7 0
Plymouth "Westfield Community Center" 419 103 305 1 1
Plymouth "Kissinger Community Center" 978 248 693 10 1
Plymouth "Perry Township Hall" 1040 264 763 7 0
Plymouth "Hinton Community Center" 1283 303 958 9 2
Plymouth "Kingsley Community Center" 1043 232 787 4 0
Plymouth "Le Mars Convention Center #11" 1782 547 1198 10 0
Plymouth "Le Mars Convention Center #12" 2017 582 1402 7 1
Plymouth "Le Mars Convention Center #13" 1379 483 843 11 2
Pocahontas "Swan Lake-N Marshall" 722 201 487 11 2
Pocahontas "DM-Cum-Pow-N Gar-N Sherm-N Roos" 693 174 486 10 1
Pocahontas "Grant-S Marsh-S Sherman" 216 42 169 1 0
Pocahontas "Pocahontas #1" 827 271 532 6 2
Pocahontas "Pocahontas #2" 369 91 272 4 0
Pocahontas Cedar-Colfa-Dover 540 157 358 4 1
Pocahontas "Bell-Liz-S Lake-S Lincoln" 413 67 337 3 0
Polk "DES MOINES 1" 835 428 369 12 0
Polk "DES MOINES 2" 1064 618 398 9 0
Polk "DES MOINES 3" 1611 911 628 24 2
Polk "DES MOINES 4" 843 540 268 9 0
Polk "DES MOINES 5" 604 355 213 16 1
Polk "DES MOINES 6" 755 470 252 3 0
Polk "DES MOINES 7" 1418 908 433 21 0
Polk "DES MOINES 8" 908 593 280 13 1
Polk "DES MOINES 9" 1453 866 545 13 0
Polk "DES MOINES 10" 1592 1029 521 12 1
Polk "DES MOINES 11" 1518 1005 464 14 4
Polk "DES MOINES 12" 786 501 255 10 1
Polk "DES MOINES 13" 1035 659 345 9 1
Polk "DES MOINES 14" 921 598 293 8 1
Polk "DES MOINES 15" 2311 1595 662 14 0
Polk "DES MOINES 16" 2009 1378 573 13 1
Polk "DES MOINES 17" 969 632 299 8 0
Polk "DES MOINES 18" 621 466 118 14 0
Polk "DES MOINES 19" 596 426 141 6 0
Polk "DES MOINES 20" 1257 859 346 11 1
Polk "DES MOINES 21" 1242 835 342 12 5
Polk "DES MOINES 22" 1068 735 284 15 0
Polk "DES MOINES 23" 824 642 153 13 1
Polk "DES MOINES 24" 727 419 279 8 2
Polk "DES MOINES 25" 1066 603 399 17 3
Polk "DES MOINES 26" 1292 696 533 19 4
Polk "DES MOINES 27" 930 460 409 19 1
Polk "DES MOINES 28" 1666 912 677 19 3
Polk "DES MOINES 29" 1637 849 747 14 1
Polk "DES MOINES 30" 977 519 398 13 1
Polk "DES MOINES 31" 1250 726 469 14 4
Polk "DES MOINES 32" 945 609 280 17 2
Polk "DES MOINES 33" 696 532 130 11 4
Polk "DES MOINES 34" 400 293 93 5 0
Polk "DES MOINES 35" 434 337 87 3 1
Polk "DES MOINES 36" 920 725 159 7 3
Polk "DES MOINES 37" 753 586 131 12 0
Polk "DES MOINES 38" 599 461 122 6 0
Polk "DES MOINES 39" 1787 1380 372 7 0
Polk "DES MOINES 40" 703 524 155 8 2
Polk "DES MOINES 41" 2145 1604 487 11 3
Polk "DES MOINES 42" 1969 1284 614 18 1
Polk "DES MOINES 43" 1345 1006 317 5 1
Polk "DES MOINES 44" 1471 1121 318 9 1
Polk "DES MOINES 45" 632 529 87 4 1
Polk "DES MOINES 46" 724 586 116 8 0
Polk "DES MOINES 47" 1442 1124 269 14 1
Polk "DES MOINES 48" 263 201 45 6 0
Polk "DES MOINES 49" 512 328 164 8 1
Polk "DES MOINES 50" 1229 792 400 10 0
Polk "DES MOINES 51" 810 548 226 12 1
Polk "DES MOINES 52" 707 483 184 12 3
Polk "DES MOINES 53" 627 391 206 11 0
Polk "DES MOINES 54" 698 480 189 9 1
Polk "DES MOINES 55" 2234 1624 552 13 2
Polk "DES MOINES 56" 1875 1462 362 15 1
Polk "DES MOINES 57" 888 736 131 5 0
Polk "DES MOINES 58" 1269 1014 216 10 0
Polk "DES MOINES 59" 1337 1035 266 7 0
Polk "DES MOINES 60" 1260 972 257 7 1
Polk "DES MOINES 61" 1254 899 337 8 0
Polk "DES MOINES 62" 2346 1740 579 4 1
Polk "DES MOINES 63" 1397 1015 351 10 2
Polk "DES MOINES 64" 1263 859 377 12 0
Polk "DES MOINES 65" 1777 1091 649 10 1
Polk "DES MOINES 66" 1863 1197 605 14 1
Polk "DES MOINES 67" 267 169 83 6 1
Polk "DES MOINES 68" 843 521 276 10 0
Polk "DES MOINES 69" 1269 804 408 13 1
Polk "DES MOINES 70" 850 549 277 9 0
Polk "DES MOINES 71" 1724 1000 685 17 1
Polk "DES MOINES 72" 89 39 47 3 0
Polk "DES MOINES 73" 1825 1082 692 13 1
Polk "DES MOINES 74" 647 355 275 5 0
Polk "DES MOINES 75" 1263 762 442 15 2
Polk "DES MOINES 76" 1162 702 410 13 3
Polk "DES MOINES 77" 1065 633 384 13 1
Polk "DES MOINES 78" 1206 739 417 21 1
Polk "DES MOINES 79" 1284 745 479 15 3
Polk "DES MOINES 80" 1663 1020 593 11 0
Polk "DES MOINES 81" 1098 622 434 13 0
Polk "DES MOINES 82" 1031 568 436 6 1
Polk "DES MOINES 83" 1461 834 564 22 3
Polk "DES MOINES 84" 761 505 220 9 1
Polk ALLEMAN 624 194 418 2 1
Polk ALLEN 234 97 130 3 0
Polk "ALTOONA 1" 1004 487 475 11 0
Polk "ALTOONA 2" 1797 910 808 19 2
Polk "ALTOONA 3" 2464 1238 1156 22 2
Polk "ALTOONA 4" 2301 1080 1151 17 0
Polk "ALTOONA 5" 2852 1256 1521 17 0
Polk "ANKENY 1" 4992 2370 2498 31 6
Polk "ANKENY 2" 2520 1158 1320 8 0
Polk "ANKENY 3" 1921 992 872 14 1
Polk "ANKENY 4" 1917 931 939 15 1
Polk "ANKENY 5" 2045 1049 942 9 1
Polk "ANKENY 6" 2043 986 1005 13 1
Polk "ANKENY 7" 1908 960 908 6 0
Polk "ANKENY 8" 2222 1094 1063 17 1
Polk "ANKENY 9" 2357 1201 1064 18 3
Polk "ANKENY 10" 1751 836 862 11 1
Polk "ANKENY 11" 1961 935 952 23 1
Polk "ANKENY 12" 5482 2567 2782 36 3
Polk "ANKENY 13" 3612 1598 1946 10 1
Polk "ANKENY 14" 2670 1276 1332 14 0
Polk "ANKENY 15" 1850 929 870 17 0
Polk "BONDURANT 1" 1609 688 861 14 1
Polk "BONDURANT 2" 1939 812 1059 29 4
Polk CLAY 864 330 503 6 0
Polk "CLIVE 1" 891 533 329 9 0
Polk "CLIVE 2" 1460 844 560 13 1
Polk "CLIVE 3" 2174 1117 1029 10 1
Polk "CLIVE 4" 1933 897 1017 3 0
Polk "CROCKER 1" 1620 686 908 3 1
Polk "CROCKER 2" 1174 442 700 5 0
Polk "DELAWARE 1" 1091 497 518 15 6
Polk "DELAWARE 2" 353 153 188 4 2
Polk DOUGLAS 1015 361 631 9 0
Polk ELKHART 1134 410 691 4 1
Polk "FOUR MILE 1" 1441 548 856 7 0
Polk "FRANKLIN 1" 1028 355 654 5 1
Polk "GRANGER 1" 255 96 157 0 0
Polk "GRIMES 1" 3989 1755 2128 23 4
Polk "GRIMES 2" 2926 1412 1436 17 0
Polk "GRIMES 3" 1523 806 674 10 1
Polk "JEFFERSON 1" 1582 581 982 2 0
Polk "JOHNSTON 1" 2277 1154 1054 22 0
Polk "JOHNSTON 2" 2217 1298 860 12 1
Polk "JOHNSTON 3" 1812 827 958 9 0
Polk "JOHNSTON 4" 2288 1139 1120 10 1
Polk "JOHNSTON 5" 3608 1839 1688 21 3
Polk "JOHNSTON 6" 1333 622 691 5 1
Polk MADISON 84 36 48 0 0
Polk MITCHELLVILLE 1535 622 854 14 3
Polk "PLEASANT HILL 1" 1745 833 852 18 1
Polk "PLEASANT HILL 2" 1809 877 889 10 1
Polk "PLEASANT HILL 3" 2166 967 1127 23 0
Polk "POLK CITY" 3268 1270 1919 22 2
Polk RUNNELLS 1441 482 913 10 0
Polk "SAYLOR 1" 1665 746 870 9 3
Polk "SAYLOR 2" 1440 606 786 14 0
Polk SHELDAHL 301 88 210 0 0
Polk "URBANDALE 1" 1703 918 741 14 3
Polk "URBANDALE 2" 1918 1061 819 10 0
Polk "URBANDALE 3" 1780 1012 710 14 1
Polk "URBANDALE 4" 1781 893 864 7 0
Polk "URBANDALE 5" 1676 907 715 11 1
Polk "URBANDALE 6" 1695 1001 652 9 0
Polk "URBANDALE 7" 2128 1050 1034 12 0
Polk "URBANDALE 8" 1794 987 754 16 1
Polk "URBANDALE 9" 1912 1051 818 14 2
Polk "URBANDALE 10" 1959 966 956 13 0
Polk "URBANDALE 11" 1861 881 955 5 0
Polk WASHINGTON 307 76 220 2 1
Polk WEBSTER 350 168 167 3 0
Polk "WEST DES MOINES 111" 1372 810 494 19 2
Polk "WEST DES MOINES 112" 922 527 377 6 1
Polk "WEST DES MOINES 113" 1345 867 428 14 3
Polk "WEST DES MOINES 114" 1951 1155 762 10 0
Polk "WEST DES MOINES 115" 1257 662 557 8 0
Polk "WEST DES MOINES 116" 1598 889 668 9 1
Polk "WEST DES MOINES 117" 1510 829 652 9 0
Polk "WEST DES MOINES 118" 1325 850 428 9 4
Polk "WEST DES MOINES 211" 1244 721 489 13 0
Polk "WEST DES MOINES 212" 1652 1027 573 11 1
Polk "WEST DES MOINES 213" 1164 551 598 2 1
Polk "WEST DES MOINES 311" 1894 1005 854 9 2
Polk "WEST DES MOINES 312" 1653 963 658 11 1
Polk "WEST DES MOINES 313" 793 423 360 1 0
Polk "WEST DES MOINES 314" 842 552 265 6 0
Polk "WEST DES MOINES 315" 1470 830 604 11 3
Polk "WEST DES MOINES 316" 2069 1106 932 10 0
Polk "WEST DES MOINES 317" 1940 950 960 8 1
Polk "WEST DES MOINES 318" 729 267 457 1 0
Polk "WINDSOR HEIGHTS 1" 999 642 332 4 0
Polk "WINDSOR HEIGHTS 2" 1035 619 388 8 1
Polk "WINDSOR HEIGHTS 3" 1245 789 420 12 1
Pottawattamie "CB 01" 760 396 330 13 2
Pottawattamie "CB 02" 1126 486 578 19 0
Pottawattamie "CB 03" 846 401 397 9 0
Pottawattamie "CB 04" 957 469 441 20 1
Pottawattamie "CB 05" 955 440 451 8 1
Pottawattamie "CB 06" 1490 743 692 13 2
Pottawattamie "CB 07" 1454 696 695 20 1
Pottawattamie "CB 08" 1737 812 873 14 3
Pottawattamie "CB 09" 1319 607 670 15 0
Pottawattamie "CB 10A" 1943 872 1000 24 1
Pottawattamie "CB 10B" 1980 767 1169 16 1
Pottawattamie "CB 11" 1456 725 648 22 0
Pottawattamie "CB 12" 1497 665 782 6 2
Pottawattamie "CB 13" 800 411 327 13 1
Pottawattamie "CB 14" 840 422 380 10 0
Pottawattamie "CB 15" 939 509 374 16 0
Pottawattamie "CB 16" 1048 500 460 26 0
Pottawattamie "CB 17" 1320 647 601 23 3
Pottawattamie "CB 18" 1277 608 598 28 0
Pottawattamie "CB 19" 921 437 449 11 0
Pottawattamie "CB 20" 1077 456 586 13 1
Pottawattamie "CB 21" 940 415 479 12 0
Pottawattamie "Carter Lake 1" 808 351 412 11 2
Pottawattamie "Carter Lake 2" 787 345 397 15 1
Pottawattamie Avoca 1142 380 713 13 1
Pottawattamie Carson 554 166 368 5 1
Pottawattamie Crescent 1699 613 1014 14 1
Pottawattamie Garner 2054 670 1345 13 0
Pottawattamie GLWCW 521 120 386 5 1
Pottawattamie Hancock 233 65 158 5 0
Pottawattamie "Lewis 1" 1407 525 851 7 0
Pottawattamie "Lewis 2" 1650 540 1071 10 1
Pottawattamie Macedonia 224 78 136 2 0
Pottawattamie McClelland 692 158 515 7 0
Pottawattamie Minden 761 199 550 3 0
Pottawattamie Neola 1208 373 796 13 0
Pottawattamie Oakland 1190 349 800 18 2
Pottawattamie Treynor 1175 324 818 7 1
Pottawattamie Underwood 1779 602 1110 21 0
Pottawattamie Walnut 499 178 300 4 2
Poweshiek BMWJ 1692 539 1097 18 2
Poweshiek DRL 413 76 323 3 0
Poweshiek MS 436 156 269 2 0
Poweshiek CGWS 1000 306 665 10 0
Poweshiek "1st Ward - GR - 06GR" 1006 748 248 4 2
Poweshiek "2nd Ward - GR - 07GR" 1448 809 604 12 1
Poweshiek "3rd Ward - GR - 08GR" 1041 571 414 16 1
Poweshiek "4th Ward - GR - 09GR" 1255 741 477 10 2
Poweshiek JUPS 1044 243 778 7 0
Poweshiek "Montezuma - 11MO" 708 192 486 9 0
Ringgold Athens 301 74 216 1 2
Ringgold Clinton 193 63 125 0 0
Ringgold "Mount Ayr 1" 643 193 429 3 0
Ringgold "Mount Ayr 2" 677 198 452 8 1
Ringgold Tingley 164 30 127 2 0
Ringgold Union 245 86 151 0 0
Ringgold Washington 473 88 370 2 0
Sac Schaller 649 174 442 13 1
Sac Nemaha 189 49 131 2 0
Sac Early 417 120 289 3 1
Sac "Sac City" 1264 425 789 16 3
Sac Lytton 271 67 197 1 1
Sac Odebolt 737 144 569 8 0
Sac "Lake View" 1063 272 755 8 0
Sac Auburn 289 68 210 4 0
Sac "Wall Lake" 606 121 467 5 1
Shelby Grove-Union-Washington-Westphalia 1087 301 754 12 0
Shelby Douglas-Greeley-Jefferson-Polk 689 160 502 5 0
Shelby Cass-Center-Jackson-Lincoln 955 258 674 5 1
Shelby Clay-Monroe 640 206 414 7 0
Shelby Shelby-Fairview 706 211 478 3 0
Shelby "Harlan Ward 1" 566 173 359 9 2
Shelby "Harlan Ward 2" 755 254 486 0 0
Shelby "Harlan Ward 3" 731 250 458 5 0
Shelby "Harlan Ward 4" 565 176 364 11 0
Sioux "Alton/Nassau/East Orange" 1150 279 851 4 0
Sioux Floyd/Lynn 848 96 740 2 0
Sioux Grant/Sheridan 928 110 800 1 0
Sioux "Hawarden/Buncombe/Logan/Washington/Eagle South" 1410 447 920 15 1
Sioux Lincoln 1627 121 1488 8 1
Sioux "Orange City No. 1/Holland West" 1821 350 1439 14 3
Sioux "Orange City No. 2/Holland East/Nassau" 1928 367 1530 9 1
Sioux "Plato/Garfield/Settlers/Sioux/Eagle North" 834 70 760 2 0
Sioux "Reading/Center South" 586 63 513 1 0
Sioux "Rock Valley East" 1163 140 1013 3 0
Sioux "Rock Valley West/Rock" 1230 97 1123 4 0
Sioux Sherman 363 25 333 1 1
Sioux "Sioux Center North/Capel/Welcome" 1248 141 1095 4 0
Sioux "Sioux Center Central" 1120 220 880 5 1
Sioux "Sioux Center South" 2134 255 1854 6 1
Sioux "West Branch/Center North" 505 47 446 2 0
Story "Ames 1-1" 1761 1016 673 16 2
Story "Ames 1-2" 1548 999 503 11 1
Story "Ames 1-3/Grant 2" 1521 943 505 11 2
Story "Ames 1-4" 1560 1184 319 9 2
Story "Ames 1-5" 1904 1203 659 16 2
Story "Ames 2-1" 1587 1168 377 10 1
Story "Ames 2-2" 1426 962 418 12 0
Story "Ames 2-3" 1695 1085 557 22 1
Story "Ames 2-4" 2013 1205 771 9 1
Story "Ames 2-5" 2607 1487 1087 4 1
Story "Ames 3-1/Wash 2" 2116 1405 661 15 0
Story "Ames 3-2" 1131 749 334 11 3
Story "Ames 3-3" 1294 859 389 7 1
Story "Ames 3-4" 2023 1356 610 12 1
Story "Ames 3-5/Wash 3" 1584 1078 466 5 0
Story "Ames 4-1" 1419 774 611 7 0
Story "Ames 4-2" 325 167 149 1 0
Story "Ames 4-3" 627 396 214 4 2
Story "Ames 4-4" 1433 1015 372 8 1
Story "Ames 4-5" 1762 1107 617 13 0
Story Collins/Collins 465 139 299 7 0
Story Franklin/Gilbert 2411 1077 1283 10 0
Story "Grant Twp" 273 112 156 0 0
Story Howard/Roland 1191 494 665 9 1
Story Huxley 2445 1043 1321 18 1
Story "Indian Creek/Maxwell" 901 320 534 13 1
Story "Lafayette Twp" 274 90 175 3 0
Story Lincoln/Zearing 429 130 284 5 1
Story "Milford Twp" 348 143 194 4 0
Story "Nevada 1" 866 427 397 14 1
Story "Nevada 2" 853 476 329 13 1
Story "Nevada 3/Grant 3" 975 486 443 10 3
Story "Nevada 4" 941 457 451 10 3
Story "Nevada Twp" 476 176 288 1 2
Story "New Albany/Colo" 668 232 407 4 2
Story "Palestine Twp" 523 181 331 1 0
Story "Richland Twp" 231 67 154 4 0
Story "Sherman Twp" 113 27 81 0 0
Story Slater/Sheldahl 1089 468 580 14 1
Story "Story City" 2034 877 1096 15 3
Story Union/Cambridge 797 313 458 6 3
Story Warren/McCallsburg 336 96 230 2 0
Story Washington/Kelley 538 227 302 4 0
Tama "PERRY/BUCKINGHAM/E. CRYSTAL" 1218 397 779 16 0
Tama CARLTON 481 171 292 7 0
Tama "CARROLL/ONEIDA/N. OTTER CREEK" 411 116 287 1 1
Tama CLARK/GENESEO 1173 375 770 5 0
Tama COLUMBIA/TAMA 1343 657 642 12 2
Tama "SPRING CREEK/W. CRYSTAL" 821 236 551 5 0
Tama GRANT 176 47 123 0 0
Tama "HIGHLAND/INDIAN VILLAGE" 488 172 300 6 1
Tama "INDIAN SETTLEMENT" 511 464 37 5 1
Tama "S. OTTER CREEK" 100 36 61 1 0
Tama LINCOLN 217 47 167 1 0
Tama "RICHLAND/SALT CREEK" 316 101 204 4 0
Tama HOWARD/TOLEDO 369 129 230 0 0
Tama "TOLEDO CITY" 1048 547 447 14 2
Tama YORK 298 93 200 2 1
Taylor Blockton 181 33 140 4 0
Taylor Clearfield 219 52 159 1 0
Taylor Gravity 228 50 173 0 0
Taylor "New Market" 437 104 318 5 0
Taylor Lenox 965 306 620 9 0
Taylor "Bedford City" 756 146 585 7 0
Taylor "Township District 3" 424 71 342 2 0
Union Afton 841 219 593 10 0
Union Arispe 272 68 200 1 0
Union "CS1 Salem Lutheran Church" 584 233 318 9 1
Union "CS2 SWCC" 1517 449 1026 16 1
Union "CS3 Trinity Lutheran Church" 757 323 394 12 0
Union "CS4 Supertel" 748 272 431 14 2
Union "CS5 Crest Baptist Church" 1010 371 603 5 1
Union Lorimor 395 116 255 9 0
"Van Buren" Birmingham 580 156 414 2 0
"Van Buren" Bonaparte 517 160 341 4 0
"Van Buren" Cantril 223 50 167 0 0
"Van Buren" Douds 455 100 346 3 0
"Van Buren" Farmington 463 134 310 6 0
"Van Buren" Keosauqua 1014 332 660 9 1
"Van Buren" Milton 284 83 190 1 0
"Van Buren" Stockport 216 50 155 3 0
Wapello OT/01 965 433 487 12 2
Wapello OT/02 1290 575 675 9 3
Wapello OT/03 1502 733 741 5 1
Wapello OT/04 712 349 321 13 1
Wapello OT/05 711 375 308 3 0
Wapello OT/06 811 383 395 5 1
Wapello OT/07 785 386 359 10 2
Wapello OT/08 985 402 544 7 1
Wapello OT/09 1207 594 577 11 0
Wapello OT/10 951 471 448 10 0
Wapello AD/BL/PO 747 209 518 7 0
Wapello AGT/AGC/PL 765 277 463 6 0
Wapello CS/CH 112 30 76 1 0
Wapello CN 764 238 496 8 0
Wapello CB/EV 497 140 343 4 1
Wapello CP 135 25 104 0 0
Wapello DA 336 116 212 5 0
Wapello GR 487 143 330 6 0
Wapello HI 145 36 104 1 0
Wapello KE 464 140 306 2 0
Wapello RL/KV 353 111 235 0 0
Wapello WA/EL 624 178 422 7 2
Warren "Allen 2" 1082 465 581 11 1
Warren "Allen 3" 1488 649 789 16 0
Warren Belmont 224 44 172 2 1
Warren "Cumming/West Des Moines" 485 183 290 4 0
Warren "Greenfield 1" 983 399 557 5 1
Warren "Greenfield 1/ DM85" 993 479 485 9 1
Warren "Greenfield 1/ DM86" 94 40 52 0 0
Warren "Greenfield 2/ Lincoln 2" 1466 510 911 8 0
Warren "Indianola 1" 934 419 478 7 0
Warren "Indianola 2" 1415 689 681 13 3
Warren "Indianola 3" 671 351 287 7 0
Warren "Indianola 4" 1709 790 876 10 2
Warren "Indianola 5" 1102 443 609 16 0
Warren "Indianola 6" 957 422 498 8 2
Warren "Indianola 7" 1634 707 859 14 0
Warren Jackson 635 207 403 5 1
Warren Jefferson 1187 399 753 9 1
Warren Liberty 299 81 209 2 0
Warren "Lincoln 1" 492 188 293 2 0
Warren "Norwalk 1" 1882 794 1056 10 0
Warren "Norwalk 2/ Greenfield 1" 1501 701 754 10 0
Warren "Norwalk 3/ Linn" 2556 1134 1360 13 1
Warren "Norwalk 4" 2242 1007 1175 15 3
Warren Otter/Milo 1013 299 680 5 2
Warren Palmyra 350 99 244 4 1
Warren Richland/Palmyra 701 216 454 10 1
Warren "Squaw Creek" 490 137 337 5 0
Warren Union 340 103 229 4 1
Warren Virgina 677 182 469 5 0
Warren "White Breast" 410 122 274 3 0
Warren "White Oak" 691 219 461 2 1
Washington Ainsworth 1356 525 783 10 1
Washington Brighton/Marion/Crawford 1102 297 772 5 0
Washington Kalona 1609 680 884 16 0
Washington Riverside 870 444 400 9 0
Washington "Ward 1" 852 375 441 7 0
Washington "Ward 2" 1139 440 660 12 1
Washington "Ward 3" 1132 499 594 11 0
Washington "Ward 4" 1251 502 712 10 1
Washington Wellman 1624 573 1005 11 2
Washington "West Chester" 719 184 522 4 0
Wayne "A01 - Allerton" 711 157 531 9 1
Wayne "C02 - Corydon" 988 270 690 11 0
Wayne "H03 - Humeston" 679 191 472 2 2
Wayne "S04 - Seymour" 677 166 493 6 1
Webster "Badger-NW Cooper" 760 266 471 6 3
Webster Clay-Roland 465 98 358 1 0
Webster Colfax-Duncombe 317 110 188 7 0
Webster "Cooper Township" 152 56 93 0 0
Webster Dayton-Burnside 790 253 514 4 0
Webster "Deer Creek-Jackson" 458 103 345 2 0
Webster "Douglas Township" 659 218 427 7 0
Webster "Elkhorn Township" 489 124 357 2 0
Webster "Fort Dodge #1" 1353 512 801 10 1
Webster "Fort Dodge #2" 1023 487 491 6 3
Webster "Fort Dodge #3" 756 330 405 6 1
Webster "Fort Dodge #4" 906 410 451 17 2
Webster "Fort Dodge #5" 577 255 306 7 2
Webster "Fort Dodge #6" 314 154 141 4 2
Webster "Fort Dodge #7" 745 427 279 13 0
Webster "Fort Dodge #8" 725 365 331 7 0
Webster "Fort Dodge #9" 761 363 358 15 2
Webster "Fort Dodge #10" 989 453 512 5 1
Webster "Fort Dodge #11" 1446 536 881 9 0
Webster "Fort Dodge #12" 907 421 455 10 0
Webster Fulton 240 61 173 1 0
Webster Gowrie 656 196 442 7 0
Webster Johnson 236 81 143 3 0
Webster "Lost Grove" 259 61 192 3 0
Webster Newark 171 53 111 1 1
Webster "Otho-Pleasant Valley" 826 250 539 14 0
Webster Sumner-Webster-Yell-Hardin 462 154 289 6 1
Webster "Washington Township" 193 48 142 0 0
Winnebago "Buffalo Grant Lincoln" 884 301 565 4 0
Winnebago "King Linden" 461 159 284 4 1
Winnebago "FC3 Forest D3" 578 256 288 11 2
Winnebago "Forest City Ward 1" 583 255 306 6 0
Winnebago "Forest City Ward 2" 458 225 212 5 0
Winnebago "Forest City Ward 4" 430 193 217 4 0
Winnebago "Newton Forest" 475 171 281 7 0
Winnebago Center 1349 555 741 23 0
Winnebago "Eden Logan Norway" 367 132 224 4 0
Winnebago "Mt Valley" 341 114 218 4 1
Winneshiek "PCT 1 - HE/HI/PL" 718 317 383 7 1
Winneshiek "PCT 2 - FR/GL/DEW3/DETSUP1" 1982 1041 900 15 1
Winneshiek "PCT 3 - DEW1/DETSUP2" 1697 876 781 8 0
Winneshiek "PCT 4 - DEW2" 1061 701 333 14 0
Winneshiek "PCT 5 - CN/DEW4/DETSUP3" 1103 593 481 13 0
Winneshiek "PCT 6 - DEW5" 670 451 205 5 1
Winneshiek "PCT 7 - CA/SP" 1324 484 787 20 0
Winneshiek "PCT 8 - MI/BLM" 1000 302 661 13 1
Winneshiek "PCT 9 - BLF/BO/FR/LI/MA/OR" 1453 501 900 13 0
Winneshiek "PCT 10 - JA/SU/WA" 860 270 563 10 0
Winneshiek "PCT 11 - DETSUP5" 92 45 45 0 0
Woodbury "1 Church of Jesus Christ of LD" 1360 609 712 15 0
Woodbury "2 Cross Pointe Church" 962 580 333 20 3
Woodbury "3 Concordia Lutheran Church" 1507 679 771 18 4
Woodbury "4 Siouxland Center for Active" 706 397 284 10 1
Woodbury "5 Riverside Lutheran Church" 1221 613 550 22 2
Woodbury "6 Faith Lutheran Church" 1170 662 476 18 2
Woodbury "7 Crescent Park School" 1098 556 488 19 1
Woodbury "8 Mt. Zion Baptist Church" 569 351 181 14 0
Woodbury "9 Boys & Girls Home" 373 242 109 11 0
Woodbury "10 First Congregational Church" 1518 630 847 11 1
Woodbury "11 Girls Inc." 442 297 126 5 0
Woodbury "12 St. John Lutheran Church" 1456 737 649 23 1
Woodbury "13 Sioux City Transit Building" 750 341 376 13 0
Woodbury "14 Boys & Girls Home" 675 389 247 14 0
Woodbury "15 Peace Reformed Church -" 1513 580 868 32 2
Woodbury "16 Trimble United Methodist Ch" 1176 617 516 14 1
Woodbury "17 Sioux City Baptist Church" 1446 682 709 20 1
Woodbury "18 Calvary Lutheran Church" 1393 629 701 25 4
Woodbury "19 Central Baptist Church" 1571 684 848 17 2
Woodbury "20 Augustana Lutheran Church" 595 384 173 14 2
Woodbury "21Morningside Lutheran Church" 1128 490 591 9 8
Woodbury "22 Morningside Branch Library" 1464 659 727 24 8
Woodbury "23 Iglesia Restauracion Canaan" 1272 609 592 27 7
Woodbury "24 Washington Heights Chapel" 1400 551 794 23 1
Woodbury "25 Morningside College Eppley" 1265 565 651 13 1
Woodbury "26 Morningside Bible Church" 1457 571 836 12 2
Woodbury "27 St. James United Methodist" 1433 633 747 14 6
Woodbury "28 Redeemer Lutheran Church -" 3138 1073 1995 33 1
Woodbury "29 Sgt Bluff East -" 1866 549 1261 23 0
Woodbury "30 Sgt Bluff West" 1584 532 1017 14 2
Woodbury "31 Salix -" 667 184 458 12 0
Woodbury "32 Bronson -" 649 161 465 11 0
Woodbury "33 Pierson -" 304 87 205 1 0
Woodbury "34 Correctionville -" 564 151 390 10 1
Woodbury "35 Moville -" 1503 396 1046 25 2
Woodbury "36 Lawton -" 789 175 592 5 4
Woodbury "37 Climbing Hill -" 291 75 206 3 0
Woodbury "38 Sloan -" 669 197 446 12 2
Woodbury "39 Hornick -" 261 38 211 5 0
Woodbury "40 Anthon -" 356 94 252 6 0
Woodbury "41 Danbury -" 371 82 280 3 0
Woodbury "42 Smithland -" 240 49 182 6 0
Woodbury "43 Oto -" 137 39 91 1 0
Woodbury "44 Cushing -" 235 55 176 2 0
Worth "Barton Deer Creek Union Grafton" 528 189 319 6 0
Worth "Lincoln Manly" 850 435 378 9 2
Worth "Bristol Silver Lake Joice" 433 161 258 7 0
