COUNTY AREA TOTAL DEM REP LIB OTH
COUNTY AREA TOTAL Kaine Stewart Waters Other
"Fairfax City" "2 - Two" 1415 924 443 40 8
"Fairfax City" "3 - Three" 1930 1313 566 50 1
"Fairfax City" "4 - Four" 1537 1047 447 39 4
"Fairfax City" "5 - Five" 1342 938 373 28 3
"Fairfax City" "6 - Six" 1336 921 380 31 4
"Fairfax City" "Ab - Central Absentee Precinct" 1599 1194 381 22 2
"Fairfax City" Provisional 9 7 2 0 0
"Falls Church City" "1 - First Ward" 1861 1486 326 42 7
"Falls Church City" "2 - Second Ward" 1448 1176 234 24 14
"Falls Church City" "3 - Third Ward" 1937 1514 363 55 5
"Falls Church City" "Ab - Central Absentee Precinct" 1933 1716 189 23 5
"Falls Church City" Provisional 10 10 0 0 0
"Fauquier County" "101 - Kettle Run" 766 218 533 15 0
"Fauquier County" "102 - Catlett" 1675 482 1163 29 1
"Fauquier County" "103 - Casanova" 824 342 470 12 0
"Fauquier County" "104 - Lois" 741 239 493 9 0
"Fauquier County" "105 - Opal" 761 255 490 14 2
"Fauquier County" "106 - Baldwin Ridge" 1050 430 600 17 3
"Fauquier County" "201 - Courthouse" 1942 974 921 44 3
"Fauquier County" "202 - Airlie" 1632 713 880 37 2
"Fauquier County" "203 - Warrenton" 1798 898 860 37 3
"Fauquier County" "301 - Morrisville" 1122 326 776 19 1
"Fauquier County" "302 - Remington" 1690 678 979 32 1
"Fauquier County" "303 - Bealeton" 2011 915 1050 44 2
"Fauquier County" "401 - Marshall" 1718 769 917 28 4
"Fauquier County" "402 - Leeds" 1513 734 752 25 2
"Fauquier County" "403 - Waterloo" 1851 693 1106 49 3
"Fauquier County" "404 - Springs Valley" 844 339 486 15 4
"Fauquier County" "501 - The Plains" 1424 748 648 26 2
"Fauquier County" "502 - New Baltimore" 1639 632 958 47 2
"Fauquier County" "503 - Broad Run" 1414 569 807 35 3
"Fauquier County" "504 - Vint Hill" 2467 1031 1383 49 4
"Fauquier County" "Ab - Central Absentee Precinct" 394 177 206 10 1
"Fauquier County" "Ab - Central Absentee Precinct" 2916 1562 1312 41 1
"Fauquier County" Provisional 0 0 0 0 0
"Fauquier County" Provisional 22 11 11 0 0
"Floyd County" "101 - Locust Grove" 1197 411 772 13 1
"Floyd County" "201 - Little River" 1402 537 833 30 2
"Floyd County" "301 - Courthouse" 1146 514 620 11 1
"Floyd County" "401 - Burks Fork" 1115 335 771 8 1
"Floyd County" "501 - Indian Valley" 1197 310 870 14 3
"Floyd County" "Ab - Central Absentee Precinct" 686 372 312 2 0
"Floyd County" Provisional 3 1 2 0 0
"Fluvanna County" "101 - Palmyra" 2430 1286 1087 56 1
"Fluvanna County" "201 - Columbia" 1616 761 820 33 2
"Fluvanna County" "301 - Fork Union" 1756 876 854 24 2
"Fluvanna County" "401 - Cunningham" 2306 914 1346 42 4
"Fluvanna County" "501 - Rivanna" 2515 1331 1132 51 1
"Fluvanna County" "Ab - Central Absentee Precinct" 1369 808 550 11 0
"Fluvanna County" Provisional 9 5 4 0 0
"Franklin County" "102 - Burnt Chimney" 1524 443 1045 33 3
"Franklin County" "103 - Scruggs" 2623 746 1838 39 0
"Franklin County" "201 - Glade Hill" 1184 300 860 23 1
"Franklin County" "202 - Penhook" 1006 346 653 7 0
"Franklin County" "203 - Hodgesville" 207 66 140 1 0
"Franklin County" "204 - Dudley" 796 241 548 7 0
"Franklin County" "301 - Snow Creek" 554 133 412 9 0
"Franklin County" "302 - Fork Mountain" 520 115 395 10 0
"Franklin County" "303 - Sontag" 939 412 516 10 1
"Franklin County" "304 - Dickinson" 430 191 234 5 0
"Franklin County" "401 - Henry" 923 194 716 11 2
"Franklin County" "402 - Ferrum" 555 186 366 3 0
"Franklin County" "403 - Endicott" 562 152 405 5 0
"Franklin County" "501 - Waidsboro" 684 204 471 9 0
"Franklin County" "502 - Callaway" 951 248 692 9 2
"Franklin County" "503 - Bowmans" 523 155 356 12 0
"Franklin County" "504 - Gogginsville" 828 215 592 20 1
"Franklin County" "601 - Boones Mill" 1224 357 848 18 1
"Franklin County" "602 - Bonbrook" 1139 308 813 17 1
"Franklin County" "603 - Coopers Cove" 850 189 649 11 1
"Franklin County" "701 - Rocky Mount East" 1147 470 651 25 1
"Franklin County" "702 - Rocky Mount West" 866 426 433 6 1
"Franklin County" "703 - Rocky Mount South" 726 324 390 11 1
"Franklin County" "Ab - Central Absentee Precinct" 1414 572 822 20 0
"Franklin County" Provisional 6 2 4 0 0
"Franklin City" "101 - Precinct 1-1" 668 237 416 14 1
"Franklin City" "201 - Precinct 2-1" 534 228 299 7 0
"Franklin City" "301 - Precinct 3-1" 424 394 28 1 1
"Franklin City" "401 - Precinct 4-1" 315 284 28 3 0
"Franklin City" "501 - Precinct 5-1" 348 336 11 1 0
"Franklin City" "601 - Precinct 6-1" 523 299 221 3 0
"Franklin City" "Ab - Central Absentee Precinct" 177 115 61 1 0
"Franklin City" Provisional 2 1 1 0 0
"Frederick County" "101 - Russells" 1329 331 975 22 1
"Frederick County" "102 - Gore" 1437 397 1017 20 3
"Frederick County" "103 - Kernstown" 1667 611 1025 28 3
"Frederick County" "104 - Cedar Creek" 977 317 640 19 1
"Frederick County" "201 - Gainesborough" 931 217 704 10 0
"Frederick County" "202 - Albin" 1393 449 923 19 2
"Frederick County" "203 - Redland" 1822 587 1204 29 2
"Frederick County" "204 - Nain" 1505 475 1006 22 2
"Frederick County" "301 - Clear Brook" 893 251 633 8 1
"Frederick County" "302 - Neff's Town" 2062 975 1023 56 8
"Frederick County" "303 - White Hall" 2000 670 1290 38 2
"Frederick County" "401 - Carpers Valley" 1530 621 879 28 2
"Frederick County" "402 - Shenandoah" 781 277 490 13 1
"Frederick County" "403 - Parkin's Mill" 1527 603 880 41 3
"Frederick County" "404 - Armel" 1468 592 843 28 5
"Frederick County" "501 - Stephens City" 1716 707 966 38 5
"Frederick County" "502 - Newtown" 1990 784 1154 51 1
"Frederick County" "503 - Canterburg" 2110 878 1201 31 0
"Frederick County" "601 - Millbrook" 1045 424 602 18 1
"Frederick County" "602 - Ash Hollow" 1386 640 699 46 1
"Frederick County" "603 - Greenwood" 2383 1010 1319 47 7
"Frederick County" "Ab - Central Absentee Precinct" 2246 1058 1159 25 4
"Frederick County" Provisional 19 11 8 0 0
"Fredericksburg City" "101 - Precinct 1 - District One" 2428 1542 840 43 3
"Fredericksburg City" "201 - Precinct 1 - District Two" 2450 1731 636 75 8
"Fredericksburg City" "301 - Precinct 1 - District Three" 1956 1234 665 53 4
"Fredericksburg City" "401 - Precinct 1 - District Four" 1215 968 216 28 3
"Fredericksburg City" "402 - Precinct 2 - District Four" 737 547 169 20 1
"Fredericksburg City" "Ab - Central Absentee Precinct" 907 584 304 18 1
"Fredericksburg City" Provisional 17 15 2 0 0
"Galax City" "1 - East" 730 246 479 5 0
"Galax City" "2 - North" 506 166 336 4 0
"Galax City" "3 - South" 443 144 297 2 0
"Galax City" "Ab - Central Absentee Precinct" 150 64 85 1 0
"Galax City" Provisional 1 0 1 0 0
"Giles County" "101 - Glen Lyn" 83 18 63 2 0
"Giles County" "102 - Rich Creek" 365 99 264 2 0
"Giles County" "103 - Narrows" 1200 360 827 12 1
"Giles County" "201 - Pearisburg" 1633 464 1143 24 2
"Giles County" "202 - Staffordsville" 265 63 198 4 0
"Giles County" "203 - White Gate" 185 24 158 3 0
"Giles County" "301 - Eggleston" 511 164 338 9 0
"Giles County" "302 - Pembroke" 1226 380 825 20 1
"Giles County" "303 - Newport" 686 276 398 12 0
"Giles County" "Ab - Central Absentee Precinct" 483 188 285 9 1
"Giles County" Provisional 1 0 1 0 0
"Gloucester County" "101 - Harcum" 1080 338 726 16 0
"Gloucester County" "102 - Salem" 930 296 620 14 0
"Gloucester County" "103 - Peasley" 705 218 474 11 2
"Gloucester County" "201 - Courthouse" 1177 493 666 16 2
"Gloucester County" "202 - Botetourt" 1712 656 1023 33 0
"Gloucester County" "301 - White Marsh" 1292 429 839 23 1
"Gloucester County" "302 - Roanes" 1633 557 1047 28 1
"Gloucester County" "401 - Hayes" 1570 606 939 24 1
"Gloucester County" "402 - Sarahs Creek" 1324 518 784 21 1
"Gloucester County" "501 - Achilles" 1896 545 1310 39 2
"Gloucester County" "502 - Walker" 1312 455 823 32 2
"Gloucester County" "Ab - Central Absentee Precinct" 1001 415 563 20 3
"Gloucester County" Provisional 5 3 2 0 0
"Goochland County" "101 - Fife" 807 346 440 21 0
"Goochland County" "102 - Hadensville" 1292 497 769 22 4
"Goochland County" "201 - Three Square" 385 212 164 9 0
"Goochland County" "202 - Sandy Hook" 1719 754 933 30 2
"Goochland County" "301 - Goochland Court House 1" 1169 483 670 15 1
"Goochland County" "302 - Goochland Court House 2" 540 209 315 15 1
"Goochland County" "401 - Shallow Well" 1100 479 590 31 0
"Goochland County" "402 - Centerville" 1960 692 1231 33 4
"Goochland County" "501 - Manakin" 1876 706 1114 48 8
"Goochland County" "502 - Blair Road" 1122 423 666 30 3
"Goochland County" "Ab - Central Absentee Precinct" 1245 638 574 25 8
"Goochland County" Provisional 10 4 6 0 0
"Grayson County" "101 - Bridle Creek" 220 69 150 1 0
"Grayson County" "102 - Flatridge" 128 34 94 0 0
"Grayson County" "103 - Grant" 244 83 160 1 0
"Grayson County" "104 - Mouth Of Wilson" 154 57 94 2 1
"Grayson County" "105 - Mount Rogers" 170 35 135 0 0
"Grayson County" "106 - Rugby" 171 39 130 2 0
"Grayson County" "107 - Troutdale" 114 23 89 2 0
"Grayson County" "108 - Comers Rock" 164 50 113 1 0
"Grayson County" "202 - Elk Creek" 372 84 284 4 0
"Grayson County" "203 - Independence" 989 259 714 12 4
"Grayson County" "301 - Baywood" 580 122 450 8 0
"Grayson County" "302 - Fairview" 767 151 606 10 0
"Grayson County" "401 - Fries" 304 92 208 4 0
"Grayson County" "402 - Providence" 624 112 506 6 0
"Grayson County" "403 - Oldtown" 298 77 213 8 0
"Grayson County" "Ab - Central Absentee Precinct" 434 125 303 6 0
"Grayson County" Provisional 0 0 0 0 0
"Greene County" "101 - Dyke" 730 234 486 10 0
"Greene County" "102 - Swift Run" 989 375 589 24 1
"Greene County" "201 - Ruckersville" 1849 736 1062 49 2
"Greene County" "301 - Stanardsville" 1647 581 1030 34 2
"Greene County" "401 - Midway" 2136 892 1185 57 2
"Greene County" "Ab - Central Absentee Precinct" 776 364 395 16 1
"Greene County" Provisional 3 1 2 0 0
"Greensville County" "101 - Precinct 1-A" 372 245 127 0 0
"Greensville County" "102 - Precinct 1-B" 168 73 94 1 0
"Greensville County" "103 - Precinct 1-C" 246 210 35 1 0
"Greensville County" "201 - Precinct 2-A" 421 312 108 1 0
"Greensville County" "202 - Precinct 2-B" 503 204 296 3 0
"Greensville County" "302 - Precinct 3-A" 937 640 293 4 0
"Greensville County" "401 - Precinct 4-A" 246 86 155 5 0
"Greensville County" "402 - Precinct 4-B" 408 260 148 0 0
"Greensville County" "403 - Precinct 4-C" 189 79 106 4 0
"Greensville County" Provisional 1 0 1 0 0
"Halifax County" "101 - Childrey" 605 257 343 5 0
"Halifax County" "102 - Liberty" 302 113 188 1 0
"Halifax County" "103 - Republican Grove" 630 302 325 3 0
"Halifax County" "201 - Clays Mill" 463 148 312 3 0
"Halifax County" "202 - Crossroads" 435 182 248 5 0
"Halifax County" "203 - Clover" 655 334 317 4 0
"Halifax County" "302 - Meadville" 273 190 81 2 0
"Halifax County" "304 - Vernon Hill" 466 159 305 2 0
"Halifax County" "305 - Sinai" 831 521 301 8 1
"Halifax County" "401 - Courthouse" 792 404 376 11 1
"Halifax County" "403 - Center" 744 236 499 9 0
"Halifax County" "502 - Dan River" 1075 408 650 17 0
"Halifax County" "503 - Scottsburg" 530 126 402 2 0
"Halifax County" "601 - Black Walnut" 629 203 419 6 1
"Halifax County" "603 - Mt Carmel" 930 429 493 8 0
"Halifax County" "605 - Union" 272 94 177 1 0
"Halifax County" "701 - Hyco" 904 239 662 3 0
"Halifax County" "702 - Midway" 592 104 478 10 0
"Halifax County" "703 - Virgilina" 401 101 296 3 1
"Halifax County" "801 - South Boston" 1176 833 335 7 1
"Halifax County" "Ab - Central Absentee Precinct" 977 484 482 9 2
"Halifax County" Provisional 4 2 2 0 0
"Hampton City" "101 - Aberdeen" 1437 1253 170 12 2
"Hampton City" "102 - Bassette" 1534 1456 70 5 3
"Hampton City" "103 - City Hall" 931 798 122 11 0
"Hampton City" "104 - Cooper" 2255 2001 228 23 3
"Hampton City" "105 - East Hampton" 1667 1477 173 15 2
"Hampton City" "106 - Armstrong" 1681 1178 485 16 2
"Hampton City" "107 - Lindsay" 1505 1280 213 11 1
"Hampton City" "108 - Thomas" 1865 1654 193 18 0
"Hampton City" "109 - Phenix" 1776 1676 86 10 4
"Hampton City" "110 - Phoebus" 462 310 144 8 0
"Hampton City" "111 - Hampton Library" 626 378 232 15 1
"Hampton City" "112 - Smith" 2001 1511 447 36 7
"Hampton City" "115 - Wythe" 968 591 358 17 2
"Hampton City" "116 - Jones" 755 596 142 16 1
"Hampton City" "117 - Kecoughtan" 1278 1006 254 15 3
"Hampton City" "118 - Mallory" 1890 1708 161 16 5
"Hampton City" "201 - Booker" 1840 995 808 35 2
"Hampton City" "202 - Bryan" 1818 1100 678 33 7
"Hampton City" "203 - Burbank" 1289 837 421 30 1
"Hampton City" "204 - Forrest" 1467 1058 396 10 3
"Hampton City" "205 - Asbury" 2585 1132 1409 44 0
"Hampton City" "208 - Kraft" 2480 1626 817 35 2
"Hampton City" "209 - Langley" 1528 931 564 32 1
"Hampton City" "210 - Machen" 2390 1873 490 26 1
"Hampton City" "212 - Bethel" 2543 1987 520 33 3
"Hampton City" "213 - Phillips" 2424 1328 1051 40 5
"Hampton City" "214 - Tucker Capps" 1991 1331 632 27 1
"Hampton City" "215 - Tyler" 45 35 9 1 0
"Hampton City" "215 - Tyler" 414 340 59 10 5
"Hampton City" "216 - Sandy Bottom" 1182 829 337 13 3
"Hampton City" "217 - Syms" 838 445 384 8 1
"Hampton City" "Ab - Central Absentee Precinct" 750 468 270 12 0
"Hampton City" "Ab - Central Absentee Precinct" 2201 1820 363 17 1
"Hampton City" Provisional 23 20 3 0 0
"Hampton City" Provisional 58 50 7 1 0
"Hanover County" "101 - Ashland" 1224 721 479 23 1
"Hanover County" "104 - Sliding Hill" 1431 694 704 31 2
"Hanover County" "105 - Berkley" 1107 706 363 35 3
"Hanover County" "106 - Kersey Creek" 845 350 476 19 0
"Hanover County" "107 - Chickahominy" 1169 544 596 24 5
"Hanover County" "201 - Beaverdam" 1756 483 1229 41 3
"Hanover County" "202 - Blunts" 919 374 535 10 0
"Hanover County" "203 - Wilmington Parish" 1413 514 879 19 1
"Hanover County" "206 - Courthouse" 1246 601 615 27 3
"Hanover County" "208 - Oak Knoll" 1287 446 823 18 0
"Hanover County" "209 - West Hanover" 363 122 234 7 0
"Hanover County" "210 - Oak Hill" 485 157 314 12 2
"Hanover County" "301 - Clay" 1669 546 1092 28 3
"Hanover County" "303 - Shady Grove" 1556 554 971 28 3
"Hanover County" "304 - Atlee" 3575 1582 1910 75 8
"Hanover County" "305 - Cool Spring" 1623 664 898 57 4
"Hanover County" "401 - Battlefield" 1701 414 1253 30 4
"Hanover County" "403 - Cold Harbor" 2046 661 1349 35 1
"Hanover County" "404 - Black Creek" 1913 405 1475 30 3
"Hanover County" "405 - Pebble Creek" 1056 424 619 12 1
"Hanover County" "406 - Beaverdam Creek" 376 138 235 3 0
"Hanover County" "502 - Rural Point" 1666 602 1034 27 3
"Hanover County" "503 - Newman" 1320 543 741 31 5
"Hanover County" "504 - Studley" 1082 253 797 31 1
"Hanover County" "505 - Totopotomoy" 859 226 614 18 1
"Hanover County" "506 - Georgetown" 1263 419 821 22 1
"Hanover County" "507 - Laurel Meadow" 1490 472 983 31 4
"Hanover County" "601 - Village" 2374 776 1532 64 2
"Hanover County" "602 - Lee Davis" 1821 612 1171 36 2
"Hanover County" "603 - Mechanicsville" 1206 558 617 27 4
"Hanover County" "604 - Hanover Grove" 1139 385 732 20 2
"Hanover County" "701 - Farrington" 1595 523 1042 29 1
"Hanover County" "702 - Montpelier" 1462 603 834 25 0
"Hanover County" "703 - Rockville" 1571 548 987 32 4
"Hanover County" "704 - Elmont" 1674 681 965 27 1
"Hanover County" "705 - South Anna" 903 303 577 22 1
"Hanover County" "Ab - Central Absentee Precinct" 3509 1603 1819 76 11
"Hanover County" Provisional 40 21 18 0 1
"Harrisonburg City" "101 - Northeast" 1896 1326 501 60 9
"Harrisonburg City" "102 - East Central" 929 704 186 37 2
"Harrisonburg City" "103 - Southeast" 1800 1263 473 60 4
"Harrisonburg City" "104 - East" 1711 1119 547 44 1
"Harrisonburg City" "105 - South East Central" 1113 814 257 38 4
"Harrisonburg City" "201 - Northwest" 1744 1086 602 56 0
"Harrisonburg City" "202 - Southwest" 1843 1185 599 58 1
"Harrisonburg City" "203 - West" 1695 1134 520 37 4
"Harrisonburg City" "Ab - Central Absentee Precinct" 984 598 367 14 5
"Harrisonburg City" Provisional 9 5 4 0 0
"Henrico County" "101 - Coalpit" 2531 1418 1058 51 4
"Henrico County" "102 - Dumbarton" 1978 1516 420 39 3
"Henrico County" "103 - Glen Allen" 2681 1422 1220 38 1
"Henrico County" "105 - Greendale" 2003 1292 652 56 3
"Henrico County" "106 - Hermitage" 1878 1161 666 48 3
"Henrico County" "108 - Hungary Creek" 2563 1452 1071 37 3
"Henrico County" "109 - Hunton" 662 296 354 10 2
"Henrico County" "110 - Johnson" 2072 1537 499 35 1
"Henrico County" "111 - Lakeside" 2470 1533 878 58 1
"Henrico County" "112 - Longan" 1731 979 719 32 1
"Henrico County" "113 - Maude Trevvett" 778 443 317 18 0
"Henrico County" "114 - Monument Hills" 765 443 300 18 4
"Henrico County" "115 - Staples Mill" 2605 1340 1210 48 7
"Henrico County" "117 - Westwood" 1422 912 474 32 4
"Henrico County" "201 - Adams" 1306 1236 62 8 0
"Henrico County" "202 - Azalea" 1909 1797 96 14 2
"Henrico County" "203 - Belmont" 1547 1135 370 42 0
"Henrico County" "204 - Brookland" 466 290 175 1 0
"Henrico County" "205 - Canterbury" 551 288 256 7 0
"Henrico County" "206 - Central Gardens" 1628 1586 35 7 0
"Henrico County" "207 - Chamberlayne" 1775 1382 365 28 0
"Henrico County" "208 - Fairfield" 1445 1392 44 8 1
"Henrico County" "209 - Glen Lea" 1107 977 122 7 1
"Henrico County" "210 - Greenwood" 1046 874 155 14 3
"Henrico County" "211 - Highland Gardens" 656 626 27 3 0
"Henrico County" "212 - Hollybrook" 591 447 133 11 0
"Henrico County" "213 - Hungary" 1092 895 179 16 2
"Henrico County" "214 - Longdale" 1055 749 289 17 0
"Henrico County" "215 - Maplewood" 1752 1679 61 12 0
"Henrico County" "216 - Moody" 707 414 269 24 0
"Henrico County" "217 - Mountain" 533 345 171 16 1
"Henrico County" "218 - Oakview" 109 56 50 3 0
"Henrico County" "219 - Randolph" 234 193 39 2 0
"Henrico County" "220 - Ratcliffe" 2074 1961 101 10 2
"Henrico County" "221 - Stratford Hall" 244 156 81 6 1
"Henrico County" "222 - Wilder" 1358 1147 196 15 0
"Henrico County" "223 - Yellow Tavern" 2091 1331 720 37 3
"Henrico County" "224 - Essex Village" 383 370 11 2 0
"Henrico County" "301 - Causeway" 1438 823 577 34 4
"Henrico County" "302 - Cedarfield" 1829 926 862 37 4
"Henrico County" "303 - Innsbrook" 1996 1233 715 40 8
"Henrico County" "304 - Jackson Davis" 1121 557 541 23 0
"Henrico County" "305 - Nuckols Farm" 2247 1169 1024 48 6
"Henrico County" "306 - Pocahontas" 1770 1019 699 47 5
"Henrico County" "307 - Ridge" 1022 563 426 30 3
"Henrico County" "308 - Rivers Edge" 2050 1074 924 49 3
"Henrico County" "309 - Sadler" 1998 1190 768 33 7
"Henrico County" "310 - Shady Grove" 2173 1118 1011 36 8
"Henrico County" "311 - Short Pump" 2656 1609 992 49 6
"Henrico County" "312 - Springfield" 1256 769 465 20 2
"Henrico County" "313 - Stoney Run" 2579 1438 1062 69 10
"Henrico County" "314 - Three Chopt" 1852 1043 756 49 4
"Henrico County" "315 - Tucker" 1999 1505 450 42 2
"Henrico County" "401 - Quioccasin" 1906 1154 708 43 1
"Henrico County" "402 - Crestview" 1509 1012 462 32 3
"Henrico County" "403 - Derbyshire" 1410 656 710 41 3
"Henrico County" "404 - Freeman" 1240 696 504 39 1
"Henrico County" "405 - Gayton" 2112 1054 994 57 7
"Henrico County" "406 - Godwin" 1660 965 646 45 4
"Henrico County" "407 - Lakewood" 1344 686 618 39 1
"Henrico County" "408 - Lauderdale" 1586 933 617 33 3
"Henrico County" "409 - Maybeury" 1822 996 756 63 7
"Henrico County" "410 - Mooreland" 1120 506 579 32 3
"Henrico County" "411 - Pemberton" 1468 934 496 33 5
"Henrico County" "412 - Pinchbeck" 1942 1147 746 46 3
"Henrico County" "413 - Ridgefield" 2133 1146 926 52 9
"Henrico County" "414 - Rollingwood" 1365 802 532 31 0
"Henrico County" "415 - Skipwith" 966 591 344 27 4
"Henrico County" "416 - Spottswood" 790 460 302 28 0
"Henrico County" "417 - Tuckahoe" 2501 1205 1211 78 7
"Henrico County" "418 - Welborne" 1211 753 431 24 3
"Henrico County" "419 - West End" 1770 935 781 45 9
"Henrico County" "501 - Antioch" 1256 373 862 21 0
"Henrico County" "502 - Cedar Fork" 770 673 91 5 1
"Henrico County" "503 - Chickahominy" 1436 725 694 15 2
"Henrico County" "504 - Donahoe" 1037 757 268 7 5
"Henrico County" "505 - Dorey" 1702 949 733 19 1
"Henrico County" "506 - Eanes" 1468 1149 299 19 1
"Henrico County" "507 - Elko" 454 99 347 8 0
"Henrico County" "508 - Highland Springs" 1164 992 164 7 1
"Henrico County" "509 - Laburnum" 1239 962 262 13 2
"Henrico County" "510 - Mehfoud" 1366 1034 315 16 1
"Henrico County" "511 - Montrose" 2360 2110 233 17 0
"Henrico County" "512 - Nine Mile" 695 472 206 16 1
"Henrico County" "513 - Pleasants" 1837 1659 166 11 1
"Henrico County" "514 - Rolfe" 3046 2800 226 19 1
"Henrico County" "515 - Sandston" 1163 466 676 21 0
"Henrico County" "516 - Sullivans" 1285 892 374 19 0
"Henrico County" "517 - Town Hall" 626 274 337 14 1
"Henrico County" "518 - Whitlocks" 1371 615 731 23 2
"Henrico County" "Ab - Central Absentee Precinct" 2381 1954 405 22 0
"Henrico County" "Ab - Central Absentee Precinct" 8981 5937 2858 158 28
"Henrico County" Provisional 55 51 4 0 0
"Henrico County" Provisional 205 146 55 4 0
"Henry County" "101 - Bassett Number Two" 388 205 181 2 0
"Henry County" "102 - Gunville" 741 156 576 9 0
"Henry County" "103 - Scott's Tanyard" 1269 313 937 19 0
"Henry County" "201 - Fieldale" 494 202 286 6 0
"Henry County" "202 - Horsepasture #1" 883 341 538 4 0
"Henry County" "203 - Horsepasture #2" 808 604 200 4 0
"Henry County" "204 - Spencer" 933 271 656 6 0
"Henry County" "302 - Axton" 604 319 275 10 0
"Henry County" "303 - Irisburg" 1060 495 557 8 0
"Henry County" "304 - Mount Olivet" 1217 676 533 8 0
"Henry County" "304 - Mount Olivet" 4 4 0 0 0
"Henry County" "305 - Mountain Valley" 540 240 292 8 0
"Henry County" "401 - Collinsville Number 1" 558 167 381 9 1
"Henry County" "402 - Daniels Creek" 621 215 400 6 0
"Henry County" "404 - Collinsville Number 2" 1052 388 643 21 0
"Henry County" "405 - Mountain View" 609 268 336 4 1
"Henry County" "501 - Bassett Number One" 472 230 239 3 0
"Henry County" "502 - Figsboro" 682 189 488 5 0
"Henry County" "503 - Stanleytown" 997 193 787 15 2
"Henry County" "504 - Oak Level" 386 119 261 6 0
"Henry County" "505 - Dyers Store" 57 13 44 0 0
"Henry County" "505 - Dyers Store" 356 139 212 4 1
"Henry County" "601 - Fontaine" 884 275 598 11 0
"Henry County" "602 - Hillcrest" 343 152 186 5 0
"Henry County" "603 - Ridgeway #1" 977 270 700 6 1
"Henry County" "604 - Ridgeway #2" 746 202 543 1 0
"Henry County" "Ab - Central Absentee Precinct" 309 154 151 4 0
"Henry County" "Ab - Central Absentee Precinct" 725 256 463 6 0
"Henry County" Provisional 5 3 2 0 0
"Henry County" Provisional 8 2 6 0 0
"Highland County" "1 - Monterey" 387 158 224 5 0
"Highland County" "3 - Wilsons Mill" 93 30 61 2 0
"Highland County" "5 - Blue Grass" 224 77 147 0 0
"Highland County" "7 - Mill Gap" 142 54 87 1 0
"Highland County" "8 - Mcdowell" 260 65 191 4 0
"Highland County" "10 - Headwaters" 78 16 62 0 0
"Highland County" Provisional 0 0 0 0 0
"Hopewell City" "101 - Ward One" 718 366 330 21 1
"Hopewell City" "201 - Ward Two" 659 559 91 8 1
"Hopewell City" "301 - Ward Three" 1155 377 753 25 0
"Hopewell City" "401 - Ward Four" 1377 772 594 9 2
"Hopewell City" "501 - Ward Five" 940 381 547 12 0
"Hopewell City" "601 - Ward Six" 794 686 94 13 1
"Hopewell City" "701 - Ward Seven" 786 488 282 16 0
"Hopewell City" "Ab - Central Absentee Precinct" 449 244 202 3 0
"Hopewell City" Provisional 6 5 1 0 0
"Isle Of Wight County" "101 - Smithfield" 1969 779 1149 40 1
"Isle Of Wight County" "102 - Cypress Creek" 1597 677 892 28 0
"Isle Of Wight County" "201 - Bartlett" 1943 769 1132 37 5
"Isle Of Wight County" "202 - Carrollton" 2002 941 1023 35 3
"Isle Of Wight County" "301 - Rushmere" 1397 763 611 22 1
"Isle Of Wight County" "302 - Pons" 1381 906 464 10 1
"Isle Of Wight County" "401 - Courthouse" 574 171 394 7 2
"Isle Of Wight County" "402 - Windsor" 1152 419 711 22 0
"Isle Of Wight County" "403 - Longview" 1135 502 613 19 1
"Isle Of Wight County" "501 - Walters" 640 183 451 6 0
"Isle Of Wight County" "502 - Camps Mill" 321 181 140 0 0
"Isle Of Wight County" "503 - Carrsville" 462 193 264 5 0
"Isle Of Wight County" "504 - Zuni" 806 255 536 14 1
"Isle Of Wight County" "505 - Raynor" 446 118 324 4 0
"Isle Of Wight County" "Ab - Central Absentee Precinct" 976 496 463 14 3
"Isle Of Wight County" Provisional 8 4 4 0 0
"James City County" "101 - Berkeley A" 2216 1088 1083 43 2
"James City County" "102 - Berkeley B" 1486 779 663 40 4
"James City County" "103 - Berkeley C" 2976 1355 1569 46 6
"James City County" "104- Berkeley D" 698 396 284 17 1
"James City County" "201 - Jamestown A" 657 401 244 12 0
"James City County" "202 - Jamestown B" 2066 1298 715 51 2
"James City County" "202 - Jamestown B" 3 3 0 0 0
"James City County" "203 - Jamestown C" 1752 901 815 32 4
"James City County" "204 - Jamestown D" 2453 1162 1241 48 2
"James City County" "301 - Powhatan A" 2529 1215 1280 33 1
"James City County" "302 - Powhatan B" 726 436 273 16 1
"James City County" "303 - Powhatan C" 866 304 554 8 0
"James City County" "304 - Powhatan D" 2031 1233 759 34 5
"James City County" "401 - Stonehouse A" 2411 1133 1220 54 4
"James City County" "402 - Stonehouse B" 3248 1633 1567 46 2
"James City County" "403 - Stonehouse C" 2122 910 1178 34 0
"James City County" "501 - Roberts A" 1000 756 230 13 1
"James City County" "502 - Roberts B" 2337 966 1331 29 11
"James City County" "503 - Roberts C" 386 272 102 11 1
"James City County" "504 - Roberts D" 18 10 8 0 0
"James City County" "504 - Roberts D" 2154 1207 906 38 3
"James City County" "Ab - Central Absentee Precinct" 3513 1992 1469 44 8
"James City County" "Ab - Central Absentee Precinct" 1138 670 453 15 0
"James City County" Provisional 26 18 8 0 0
"James City County" Provisional 11 8 3 0 0
"King And Queen County" "101 - Owenton" 534 315 214 5 0
"King And Queen County" "201 - Clarks" 592 228 355 8 1
"King And Queen County" "301 - Shacklefords" 569 243 317 8 1
