COUNTY AREA TOTAL DEM REP LIB OTH
COUNTY AREA TOTAL Kaine Stewart Waters Other
"Russell County" "302 - Daugherty" 288 68 215 5 0
"Russell County" "303 - New Garden" 569 147 419 3 0
"Russell County" "304 - Cleveland" 323 109 207 6 1
"Russell County" "401 - Drill" 81 41 39 1 0
"Russell County" "402 - Swords Creek" 818 148 659 10 1
"Russell County" "403 - Honaker" 401 137 260 4 0
"Russell County" "501 - West Lebanon" 1337 419 902 15 1
"Russell County" "601 - East Lebanon" 726 185 530 11 0
"Russell County" "602 - Elk Garden" 860 190 661 9 0
"Russell County" "Ab - Central Absentee Precinct" 716 288 424 4 0
"Russell County" Provisional 2 1 1 0 0
"Salem City" "1 - North Salem No 2" 1233 596 616 18 3
"Salem City" "2 - Conehurst" 561 241 309 11 0
"Salem City" "3 - Beverly Heights" 639 223 404 11 1
"Salem City" "4 - West Salem" 970 371 577 21 1
"Salem City" "5 - North Salem No 1" 1237 568 635 33 1
"Salem City" "6 - South Salem No 1" 624 280 330 12 2
"Salem City" "7 - South Salem No 2" 914 351 541 21 1
"Salem City" "8 - East Salem" 336 135 191 9 1
"Salem City" "9 - South Side Hills" 1249 434 793 22 0
"Salem City" "10 - Hidden Valley" 1372 579 770 23 0
"Salem City" "Ab - Central Absentee Precinct" 743 337 401 5 0
"Salem City" Provisional 5 1 4 0 0
"Scott County" "101 - Weber City" 552 133 411 4 4
"Scott County" "102 - Yuma" 659 150 504 5 0
"Scott County" "202 - Weber City East" 420 85 328 7 0
"Scott County" "203 - Hiltons" 659 114 539 6 0
"Scott County" "204 - Clark's" 187 25 162 0 0
"Scott County" "301 - Nickelsville" 484 93 391 0 0
"Scott County" "302 - Snowflake" 375 78 294 3 0
"Scott County" "303 - Twin Springs" 332 82 243 6 1
"Scott County" "304 - Copper Creek" 105 24 79 1 1
"Scott County" "401 - Gate City" 1201 277 915 9 0
"Scott County" "501 - Dungannon" 270 94 174 2 0
"Scott County" "502 - Fort Blackmore" 268 64 202 2 0
"Scott County" "503 - Manville" 146 18 125 3 0
"Scott County" "504 - Rye Cove" 386 65 319 2 0
"Scott County" "601 - Clinchport" 254 43 208 2 1
"Scott County" "602 - Duffield-Pattonsville" 602 107 489 5 1
"Scott County" "603 - Fairview" 144 40 103 1 0
"Scott County" "Ab - Central Absentee Precinct" 478 135 338 5 0
"Scott County" Provisional 0 0 0 0 0
"Shenandoah County" "101 - Orkney Springs" 762 286 465 11 0
"Shenandoah County" "103 - New Market" 1828 540 1248 35 5
"Shenandoah County" "201 - Conicville" 1282 302 961 18 1
"Shenandoah County" "202 - Mt Jackson" 1067 332 715 19 1
"Shenandoah County" "302 - Edinburg" 1175 346 804 24 1
"Shenandoah County" "303 - St Luke" 1122 230 867 23 2
"Shenandoah County" "304 - Fort Valley" 670 181 478 11 0
"Shenandoah County" "401 - Woodstock" 2362 941 1389 31 1
"Shenandoah County" "501 - Cedar Creek" 114 41 71 2 0
"Shenandoah County" "503 - Toms Brook" 1605 478 1107 20 0
"Shenandoah County" "504 - Lebanon Church" 1148 312 813 23 0
"Shenandoah County" "601 - Strasburg" 2301 894 1365 39 3
"Shenandoah County" "Ab - Central Absentee Precinct" 1036 473 546 14 3
"Shenandoah County" Provisional 13 6 7 0 0
"Smyth County" "101 - Saltville" 1172 324 833 13 2
"Smyth County" "201 - Seven Mile Ford" 875 199 672 4 0
"Smyth County" "202 - Rich Valley" 339 103 235 0 1
"Smyth County" "301 - Chilhowie" 1123 263 846 13 1
"Smyth County" "302 - St Clair" 347 54 288 3 2
"Smyth County" "401 - East Park" 830 285 531 14 0
"Smyth County" "402 - West Park" 395 147 245 3 0
"Smyth County" "501 - Atkins" 852 187 651 13 1
"Smyth County" "502 - Wassona" 623 248 365 10 0
"Smyth County" "601 - Royal Oak East" 792 234 551 6 1
"Smyth County" "602 - Royal Oak West" 461 134 318 8 1
"Smyth County" "701 - Adwolfe" 849 157 680 11 1
"Smyth County" "702 - Sugar Grove" 509 158 346 4 1
"Smyth County" "703 - Konnarock" 82 17 63 2 0
"Smyth County" "Ab - Central Absentee Precinct" 418 172 240 6 0
"Smyth County" Provisional 1 1 0 0 0
"Southampton County" "101 - Berlin" 487 103 375 9 0
"Southampton County" "102 - Ivor" 706 291 407 8 0
"Southampton County" "201 - Boykins" 673 414 255 4 0
"Southampton County" "202 - Branchville" 222 91 129 2 0
"Southampton County" "301 - Capron" 574 292 280 2 0
"Southampton County" "302 - Sebrell" 515 212 299 3 1
"Southampton County" "401 - Drewryville" 396 220 173 3 0
"Southampton County" "501 - Hunterdale" 820 283 531 6 0
"Southampton County" "502 - Forks-Of-The-River" 345 163 181 1 0
"Southampton County" "601 - Courtland" 738 334 391 11 2
"Southampton County" "602 - Sedley" 304 58 241 5 0
"Southampton County" "701 - Blackwater River" 353 231 118 4 0
"Southampton County" "702 - Newsoms" 531 200 328 3 0
"Southampton County" "Ab - Central Absentee Precinct" 325 155 161 6 3
"Southampton County" Provisional 0 0 0 0 0
"Spotsylvania County" "101 - Partlow" 1281 351 909 21 0
"Spotsylvania County" "102 - Blaydes Corner" 1352 449 882 16 5
"Spotsylvania County" "103 - Travelers Rest" 6 4 1 1 0
"Spotsylvania County" "103 - Travelers Rest" 1928 831 1064 32 1
"Spotsylvania County" "104 - Massaponax" 1737 785 916 36 0
"Spotsylvania County" "201 - Wilderness School" 1656 769 857 29 1
"Spotsylvania County" "202 - Wilderness Fire" 1568 598 942 28 0
"Spotsylvania County" "203 - Ni River / Elys Ford" 1539 548 965 23 3
"Spotsylvania County" "204 - Chancellor" 2014 1072 904 37 1
"Spotsylvania County" "301 - Plank Road" 1868 887 953 28 0
"Spotsylvania County" "302 - Hazel Run" 2058 1094 921 41 2
"Spotsylvania County" "303 - Riverbend" 2644 1158 1444 39 3
"Spotsylvania County" "401 - Summit" 2099 1112 946 41 0
"Spotsylvania County" "402 - Parkside" 1712 1024 651 37 0
"Spotsylvania County" "402 - Parkside" 377 225 145 7 0
"Spotsylvania County" "403 - Lee Hill" 2349 1259 1034 52 4
"Spotsylvania County" "501 - Belmont" 1179 370 789 16 4
"Spotsylvania County" "502 - Brokenburg" 1081 334 733 13 1
"Spotsylvania County" "503 - Post Oak" 1166 329 822 13 2
"Spotsylvania County" "504 - Courthouse" 1815 777 1002 30 6
"Spotsylvania County" "505 - Brock" 1894 643 1219 30 2
"Spotsylvania County" "601 - Salem" 2053 1066 946 39 2
"Spotsylvania County" "602 - Smith Station" 2581 1409 1120 51 1
"Spotsylvania County" "603 - Piedmont" 1289 666 595 26 2
"Spotsylvania County" "701 - Battlefield" 1505 809 670 26 0
"Spotsylvania County" "702 - Brents Mill" 992 577 381 31 3
"Spotsylvania County" "702 - Brents Mill" 1029 518 484 23 4
"Spotsylvania County" "703 - Fairview" 266 148 111 6 1
"Spotsylvania County" "703 - Fairview" 738 449 278 10 1
"Spotsylvania County" "704 - Gayle" 857 430 413 13 1
"Spotsylvania County" "704 - Gayle" 1751 921 804 25 1
"Spotsylvania County" "Ab - Central Absentee Precinct" 1482 822 642 15 3
"Spotsylvania County" "Ab - Central Absentee Precinct" 4094 2111 1919 60 4
"Spotsylvania County" Provisional 4 3 1 0 0
"Spotsylvania County" Provisional 10 6 3 1 0
"Stafford County" "101 - Hartwood" 3068 1048 1968 51 1
"Stafford County" "102 - Rocky Run" 1860 962 862 35 1
"Stafford County" "103 - Simpson" 1968 928 1001 38 1
"Stafford County" "104 - College" 2358 1080 1215 60 3
"Stafford County" "201 - Rock Hill" 1607 763 808 35 1
"Stafford County" "202 - Roseville" 2186 1141 991 50 4
"Stafford County" "203 - Ruby" 1528 501 988 38 1
"Stafford County" "204 - Stefaniga" 2242 988 1223 30 1
"Stafford County" "301 - Griffis" 1426 1005 402 18 1
"Stafford County" "302 - Widewater" 2186 1314 838 33 1
"Stafford County" "303 - Harbour" 1279 603 644 30 2
"Stafford County" "304 - Barrett" 893 534 340 18 1
"Stafford County" "401 - Aquia" 788 569 200 19 0
"Stafford County" "402 - Courthouse" 2567 1726 786 48 7
"Stafford County" "403 - Brooke" 2357 1017 1290 47 3
"Stafford County" "404 - Government Island" 1506 677 798 30 1
"Stafford County" "501 - Grafton" 2468 1114 1323 30 1
"Stafford County" "502 - Falmouth" 1701 855 806 39 1
"Stafford County" "503 - Drew" 1712 844 819 48 1
"Stafford County" "504 - Gayle" 1649 990 634 25 0
"Stafford County" "601 - Ferry Farm" 1723 733 943 45 2
"Stafford County" "602 - Chatham" 2042 1039 963 40 0
"Stafford County" "603 - White Oak" 2135 742 1340 52 1
"Stafford County" "604 - England Run" 1143 808 303 27 5
"Stafford County" "701 - Woodlands" 2427 1291 1092 40 4
"Stafford County" "702 - Whitson" 1783 1131 626 26 0
"Stafford County" "703 - Hampton" 2819 1516 1238 62 3
"Stafford County" "Ab - Central Absentee Precinct" 4588 2593 1911 74 10
"Stafford County" Provisional 40 24 16 0 0
"Staunton City" "101 - Ward No 1" 1685 900 744 36 5
"Staunton City" "201 - Ward No 2" 2020 992 974 51 3
"Staunton City" "301 - Ward No 3" 1796 972 776 47 1
"Staunton City" "401 - Ward No 4" 1528 849 641 36 2
"Staunton City" "501 - Ward No 5" 1741 1186 506 46 3
"Staunton City" "Ab - Central Absentee Precinct" 820 512 293 12 3
"Staunton City" Provisional 9 6 3 0 0
"Suffolk City" "101 - Belleharbour" 1094 820 253 17 4
"Suffolk City" "102 - Driver" 2385 969 1368 47 1
"Suffolk City" "104 - Bennetts Creek" 1595 889 674 31 1
"Suffolk City" "201 - Ebenezer" 1238 443 776 16 3
"Suffolk City" "202 - Chuckatuck" 1184 490 677 17 0
"Suffolk City" "203 - Kings Fork" 1668 1147 490 26 5
"Suffolk City" "204 - Hillpoint" 1289 904 367 15 3
"Suffolk City" "301 - White Marsh" 450 314 131 5 0
"Suffolk City" "302 - John F Kennedy" 725 581 139 4 1
"Suffolk City" "302 - John F Kennedy" 792 766 25 1 0
"Suffolk City" "304 - Nansemond River" 1526 1021 477 27 1
"Suffolk City" "305 - Shoulders Hill" 693 443 242 7 1
"Suffolk City" "401 - Airport" 793 375 404 14 0
"Suffolk City" "402 - Whaleyville" 968 273 686 8 1
"Suffolk City" "403 - Southside" 621 587 27 7 0
"Suffolk City" "404 - Booker T Washington" 255 249 5 0 1
"Suffolk City" "404 - Booker T Washington" 811 759 50 2 0
"Suffolk City" "405 - Pittmantown" 375 159 213 3 0
"Suffolk City" "501 - Kilbys Mill" 1721 732 966 21 2
"Suffolk City" "502 - Holland" 1442 607 809 26 0
"Suffolk City" "504 - Lake Cohoon" 332 99 229 3 1
"Suffolk City" "504 - Lake Cohoon" 1376 520 838 17 1
"Suffolk City" "601 - Lakeside" 1409 882 500 26 1
"Suffolk City" "602 - Olde Towne" 378 257 116 5 0
"Suffolk City" "602 - Olde Towne" 3 3 0 0 0
"Suffolk City" "603 - Elephants Fork/Westhaven" 496 270 220 6 0
"Suffolk City" "604 - Wilroy" 1027 533 472 21 1
"Suffolk City" "605 - Hollywood" 609 580 24 5 0
"Suffolk City" "702 - Harbourview" 1821 1059 744 16 2
"Suffolk City" "704 - Burbage Grant" 1644 1163 459 21 1
"Suffolk City" "706 - Huntersville" 1652 1436 192 22 2
"Suffolk City" "Ab - Central Absentee Precinct" 1936 1340 575 18 3
"Suffolk City" "Ab - Central Absentee Precinct" 965 715 242 7 1
"Suffolk City" Provisional 10 6 4 0 0
"Suffolk City" Provisional 9 6 3 0 0
"Surry County" "101 - Surry" 745 332 400 10 3
"Surry County" "201 - Bacons Castle" 708 456 243 8 1
"Surry County" "301 - Dendron" 363 187 175 0 1
"Surry County" "302 - Walls Bridge" 325 175 148 2 0
"Surry County" "401 - Carsley" 660 414 238 7 1
"Surry County" "501 - Claremont" 444 233 203 6 2
"Surry County" "502 - Spring Grove" 228 196 29 2 1
"Surry County" Provisional 4 4 0 0 0
"Sussex County" "101 - Waverly" 578 455 121 2 0
"Sussex County" "201 - Stony Creek" 461 323 136 2 0
"Sussex County" "202 - Little Mill" 121 78 42 1 0
"Sussex County" "301 - Courthouse" 491 183 303 5 0
"Sussex County" "302 - Wakefield" 137 27 110 0 0
"Sussex County" "401 - Mars Hill" 535 335 194 6 0
"Sussex County" "402 - West Wakefield" 66 55 10 1 0
"Sussex County" "501 - Henry" 430 275 152 3 0
"Sussex County" "502 - Yale" 215 132 81 2 0
"Sussex County" "601 - Blackwater" 432 183 244 5 0
"Sussex County" "602 - Newville" 238 111 123 4 0
"Sussex County" "Ab - Central Absentee Precinct" 179 98 80 1 0
"Sussex County" Provisional 5 3 2 0 0
"Tazewell County" "101 - Indian Valley" 385 91 293 1 0
"Tazewell County" "102 - Tip Top" 289 59 229 1 0
"Tazewell County" "103 - Mundy Town" 604 109 490 3 2
"Tazewell County" "104 - Falls Mills" 311 54 257 0 0
"Tazewell County" "106 - Pocahontas" 175 65 107 2 1
"Tazewell County" "107 - Amonate" 59 10 49 0 0
"Tazewell County" "109 - Bishop" 107 17 90 0 0
"Tazewell County" "112 - Bandy" 123 25 96 2 0
"Tazewell County" "203 - Burkes Garden" 95 19 75 1 0
"Tazewell County" "204 - Clear Fork" 365 57 303 4 1
"Tazewell County" "207 - Freestone" 122 36 86 0 0
"Tazewell County" "209 - Jeffersonville" 1765 417 1335 11 2
"Tazewell County" "214 - Thompson Valley" 395 70 322 3 0
"Tazewell County" "301 - Cedar Bluff" 1423 236 1169 18 0
"Tazewell County" "302 - Baptist Valley" 266 62 199 5 0
"Tazewell County" "303 - Paint Lick" 988 178 798 8 4
"Tazewell County" "401 - Richlands" 2279 517 1735 25 2
"Tazewell County" "402 - Jewell Ridge" 161 39 121 1 0
"Tazewell County" "501 - Springville" 913 149 752 10 2
"Tazewell County" "502 - Graham" 1666 369 1283 13 1
"Tazewell County" "Ab - Central Absentee Precinct" 875 229 635 10 1
"Tazewell County" Provisional 5 1 4 0 0
"Virginia Beach City" "1 - North Beach" 2286 1010 1225 50 1
"Virginia Beach City" "2 - South Beach" 1750 919 777 52 2
"Virginia Beach City" "3 - Ocean Lakes" 1230 582 621 27 0
"Virginia Beach City" "4 - Linkhorn" 1802 796 948 55 3
"Virginia Beach City" "5 - Seatack" 1611 1000 571 39 1
"Virginia Beach City" "6 - Alanton" 1950 900 999 49 2
"Virginia Beach City" "7 - Kingston" 1238 570 645 20 3
"Virginia Beach City" "8 - London Bridge" 1910 1024 833 51 2
"Virginia Beach City" "9 - Trantwood" 1734 738 952 40 4
"Virginia Beach City" "10 - Great Neck" 1995 742 1202 44 7
"Virginia Beach City" "11 - Cape Henry" 2149 1153 934 58 4
"Virginia Beach City" "12 - Plaza" 1646 988 611 45 2
"Virginia Beach City" "13 - Mt Trashmore" 2059 1073 931 51 4
"Virginia Beach City" "14 - Malibu" 1766 900 828 37 1
"Virginia Beach City" "15 - Old Donation" 1163 625 504 33 1
"Virginia Beach City" "16 - Aragona" 1977 1058 863 54 2
"Virginia Beach City" "17 - Ocean Park" 1362 658 655 48 1
"Virginia Beach City" "18 - Thoroughgood" 2099 1046 999 51 3
"Virginia Beach City" "19 - Lake Smith" 985 457 507 21 0
"Virginia Beach City" "20 - Bayside" 1415 734 657 22 2
"Virginia Beach City" "21 - Davis Corner" 1510 1184 294 32 0
"Virginia Beach City" "22 - Point O View" 1440 646 759 32 3
"Virginia Beach City" "23 - Arrowhead" 1660 809 815 35 1
"Virginia Beach City" "24 - Larkspur" 1195 639 539 15 2
"Virginia Beach City" "25 - Avalon" 2330 1261 1010 57 2
"Virginia Beach City" "26 - Fairfield" 1589 791 766 29 3
"Virginia Beach City" "27 - Edwin" 1774 845 878 47 4
"Virginia Beach City" "28 - Thalia" 1345 648 658 35 4
"Virginia Beach City" "29 - Holland" 1562 1029 493 39 1
"Virginia Beach City" "30 - Red Wing" 1632 700 894 36 2
"Virginia Beach City" "31 - Sigma" 2065 795 1207 62 1
"Virginia Beach City" "32 - Creeds" 884 251 620 13 0
"Virginia Beach City" "33 - Capps Shop" 976 277 689 10 0
"Virginia Beach City" "34 - Blackwater" 569 147 412 10 0
"Virginia Beach City" "35 - Courthouse" 1835 731 1077 27 0
"Virginia Beach City" "36 - Windsor Oaks" 1974 1237 698 38 1
"Virginia Beach City" "37 - Chesapeake Beach" 1275 688 551 32 4
"Virginia Beach City" "38 - Witchduck" 2175 960 1163 51 1
"Virginia Beach City" "39 - Pembroke" 2006 1099 845 59 3
"Virginia Beach City" "40 - Bonney" 1291 710 545 35 1
"Virginia Beach City" "41 - College Park" 2124 1642 441 40 1
"Virginia Beach City" "42 - Brandon" 1666 950 669 47 0
"Virginia Beach City" "43 - Bellamy" 1460 986 428 44 2
"Virginia Beach City" "44 - Centerville" 1942 1009 876 55 2
"Virginia Beach City" "45 - Timberlake" 1566 1140 393 30 3
"Virginia Beach City" "46 - Green Run" 1403 960 421 21 1
"Virginia Beach City" "47 - Kings Grant" 2190 949 1182 57 2
"Virginia Beach City" "48 - Wolfsnare" 1960 962 951 45 2
"Virginia Beach City" "49 - Lynnhaven" 1836 834 963 37 2
"Virginia Beach City" "50 - Oceana" 1027 708 286 30 3
"Virginia Beach City" "51 - Stratford Chase" 1493 743 707 41 2
"Virginia Beach City" "52 - Homestead" 2097 1091 953 47 6
"Virginia Beach City" "53 - Shannon" 1413 711 656 45 1
"Virginia Beach City" "54 - Cromwell" 1242 692 519 31 0
"Virginia Beach City" "55 - Magic Hollow" 1581 1122 421 34 4
"Virginia Beach City" "56 - Edinburgh" 877 422 435 18 2
"Virginia Beach City" "57 - Sherry Park" 1068 496 543 25 4
"Virginia Beach City" "58 - Glenwood" 1660 938 689 32 1
"Virginia Beach City" "59 - Shelton Park" 1177 642 505 29 1
"Virginia Beach City" "60 - Foxfire" 1979 794 1151 34 0
"Virginia Beach City" "61 - Baker" 1489 1312 147 25 5
"Virginia Beach City" "62 - Landstown" 1872 941 889 41 1
"Virginia Beach City" "63 - Culver" 2069 963 1055 48 3
"Virginia Beach City" "64 - Rosemont Forest" 1566 882 652 32 0
"Virginia Beach City" "65 - Colonial" 1577 874 667 34 2
"Virginia Beach City" "66 - Hunt" 1556 671 839 46 0
"Virginia Beach City" "67 - Eastern Shore" 790 479 278 33 0
"Virginia Beach City" "68 - Manor" 1617 792 787 36 2
"Virginia Beach City" "69 - Shell" 1315 964 328 22 1
"Virginia Beach City" "70 - Corporate Landing" 1636 842 742 52 0
"Virginia Beach City" "71 - Round Hill" 885 535 336 12 2
"Virginia Beach City" "72 - Rudee" 1742 799 903 35 5
"Virginia Beach City" "73 - Dahlia" 1357 976 354 26 1
"Virginia Beach City" "74 - Buckner" 1361 939 391 31 0
"Virginia Beach City" "75 - Colony" 1944 823 1062 52 7
"Virginia Beach City" "76 - Village" 1368 1017 327 24 0
"Virginia Beach City" "77 - Brookwood" 1449 803 606 38 2
"Virginia Beach City" "78 - Indian Lakes" 1444 847 552 41 4
"Virginia Beach City" "79 - Pleasant Hall" 1446 1051 369 25 1
"Virginia Beach City" "80 - Chimney Hill" 1302 885 383 31 3
"Virginia Beach City" "81 - Rock Lake" 1695 1079 578 36 2
"Virginia Beach City" "82 - Shelburne" 1355 629 690 32 4
"Virginia Beach City" "83 - Strawbridge" 1729 777 900 51 1
"Virginia Beach City" "84 - Tallwood" 1541 967 535 39 0
"Virginia Beach City" "85 - Upton" 2074 952 1059 60 3
"Virginia Beach City" "86 - Haygood" 1834 984 822 27 1
"Virginia Beach City" "87 - Hillcrest" 1528 774 717 37 0
"Virginia Beach City" "88 - North Landing" 1473 736 707 28 2
"Virginia Beach City" "89 - Lake Christopher" 1639 844 764 29 2
"Virginia Beach City" "90 - Lake Joyce" 1086 475 570 38 3
"Virginia Beach City" "91 - Lexington" 1602 1068 495 38 1
"Virginia Beach City" "92 - Little Neck" 1279 579 660 40 0
"Virginia Beach City" "93 - Newtown" 1497 1290 187 18 2
"Virginia Beach City" "94 - Pinewood" 916 478 426 12 0
"Virginia Beach City" "95 - Dam Neck" 1002 519 452 30 1
"Virginia Beach City" "96 - Hilltop" 1050 694 329 27 0
"Virginia Beach City" "97 - Indian River" 1503 993 467 41 2
"Virginia Beach City" "98 - Independence" 961 656 284 19 2
"Virginia Beach City" "99 - Salem Woods" 985 635 337 13 0
"Virginia Beach City" "100 - Sandbridge" 803 302 481 19 1
"Virginia Beach City" "Ab - Central Absentee Precinct" 14894 8631 5999 243 21
"Virginia Beach City" Provisional 237 145 85 7 0
"Warren County" "101 - Fork Town" 832 332 481 16 3
"Warren County" "102 - Otterburn" 1691 502 1158 30 1
"Warren County" "201 - Happy Creek" 1586 575 964 45 2
"Warren County" "202 - Linden" 1385 525 810 48 2
"Warren County" "301 - North River" 1161 475 661 23 2
"Warren County" "302 - Riverton" 1339 387 938 13 1
"Warren County" "401 - East Shenandoah" 1901 566 1285 44 6
"Warren County" "402 - Town - West Shenandoah" 890 302 565 22 1
"Warren County" "501 - South River" 1523 619 872 30 2
"Warren County" "502 - Bentonville" 555 158 387 8 2
"Warren County" "504 - Browntown" 462 161 291 10 0
"Warren County" "Ab - Central Absentee Precinct" 930 453 461 15 1
"Warren County" Provisional 7 5 2 0 0
"Washington County" "101 - East Abingdon" 1794 657 1101 32 4
"Washington County" "102 - West Abingdon" 920 385 518 16 1
"Washington County" "201 - Clinchburg" 533 120 411 2 0
"Washington County" "202 - Greendale" 915 186 719 10 0
"Washington County" "203 - Hayters Gap" 331 63 264 4 0
"Washington County" "204 Woodland Hills" 905 278 613 13 1
"Washington County" "301 - Watauga" 1543 410 1114 18 1
"Washington County" "302 - South Abingdon" 1465 587 854 22 2
"Washington County" "401 - Glade Spring" 1097 297 786 13 1
"Washington County" "402 - Meadowview" 1330 378 935 17 0
"Washington County" "501 - Rhea Valley" 1608 353 1233 22 0
"Washington County" "502 - Damascus" 780 296 476 8 0
"Washington County" "504 - Green Cove" 132 32 100 0 0
"Washington County" "601 - Burson Place" 1263 223 1023 16 1
"Washington County" "602 - Mendota" 259 44 209 5 1
"Washington County" "603 - Valley Institute" 987 201 776 10 0
"Washington County" "701 - High Point" 1140 226 900 14 0
"Washington County" "702 - Wallace" 541 117 417 6 1
"Washington County" "703 - John Battle" 1222 323 881 18 0
"Washington County" "Ab - Central Absentee Precinct" 1686 647 1016 21 2
"Washington County" Provisional 6 2 4 0 0
"Waynesboro City" "1 - Ward A" 1061 564 473 22 2
"Waynesboro City" "2 - Ward B" 2034 1016 982 35 1
"Waynesboro City" "3 - Ward C" 1528 798 699 30 1
"Waynesboro City" "4 - Ward D" 2569 1192 1320 56 1
"Waynesboro City" "Ab - Central Absentee Precinct" 524 279 237 6 2
"Waynesboro City" Provisional 2 0 2 0 0
"Westmoreland County" "101 - Precinct 1-1" 808 573 229 6 0
"Westmoreland County" "102 - Precinct 1-2" 493 302 189 1 1
"Westmoreland County" "201 - Precinct 2-1" 931 520 402 8 1
"Westmoreland County" "202 - Precinct 2-2" 489 192 291 6 0
"Westmoreland County" "301 - Precinct 3-1" 570 279 286 5 0
"Westmoreland County" "302 - Precinct 3-2" 509 279 225 5 0
"Westmoreland County" "401 - Precinct 4-1" 1199 395 787 17 0
"Westmoreland County" "501 - Precinct 5-1" 1291 569 698 24 0
"Westmoreland County" "Ab - Central Absentee Precinct" 647 332 309 6 0
"Westmoreland County" Provisional 12 7 5 0 0
"Williamsburg City" "1 - Stryker" 2898 2100 738 56 4
"Williamsburg City" "2 - Matoaka" 2627 1954 610 58 5
"Williamsburg City" "Ab - Central Absentee Precinct" 670 471 199 0 0
"Williamsburg City" Provisional 5 5 0 0 0
"Winchester City" "101 - Merrimans" 1804 1028 737 34 5
"Winchester City" "102 - Old Town" 1379 754 577 43 5
"Winchester City" "201 - Virginia Avenue" 1419 927 452 36 4
"Winchester City" "301 - War Memorial" 1493 868 590 35 0
"Winchester City" "401 - Frederick Douglass" 776 436 329 11 0
"Winchester City" "402 - Rolling Hills" 1391 681 679 31 0
"Winchester City" "Ab - Central Absentee Precinct" 855 541 293 20 1
"Winchester City" Provisional 7 7 0 0 0
"Wise County" "101 - Appalachia" 613 220 385 6 2
"Wise County" "102 - Dorchester" 427 107 317 3 0
"Wise County" "103 - Guest River Voting Place" 425 98 325 2 0
"Wise County" "104 - West Pound" 1088 270 814 3 1
"Wise County" "201 - North Coeburn" 561 111 444 6 0
"Wise County" "202 - Wise" 1609 493 1097 19 0
"Wise County" "203 - East Pound" 284 55 225 4 0
"Wise County" "301 - Big Stone Gap" 1273 390 867 16 0
"Wise County" "302 - East Stone Gap" 1321 290 1017 12 2
"Wise County" "401 - Clinch Valley" 1106 244 852 9 1
"Wise County" "402 - South Coeburn" 1104 199 896 9 0
"Wise County" "403 - St Paul" 391 133 251 7 0
"Wise County" "Ab - Central Absentee Precinct" 751 248 501 2 0
"Wise County" Provisional 2 2 0 0 0
"Wythe County" "101 - Royal Oak" 395 65 323 6 1
"Wythe County" "102 - Rural Retreat" 1338 323 1000 13 2
"Wythe County" "203 - West Wytheville" 1614 594 986 33 1
"Wythe County" "303 - East Wytheville" 1775 650 1095 30 0
"Wythe County" "401 - Fort Chiswell" 876 169 695 12 0
"Wythe County" "402 - Max Meadows" 876 178 684 13 1
"Wythe County" "501 - Jackson Memorial" 629 132 488 9 0
"Wythe County" "502 - Sheffey" 954 187 755 11 1
"Wythe County" "601 - Huddle" 428 62 360 6 0
"Wythe County" "602 - Zion" 713 167 537 8 1
"Wythe County" "603 Evergreen" 541 124 410 5 2
"Wythe County" "Ab - Central Absentee Precinct" 570 226 334 7 3
"Wythe County" Provisional 4 2 2 0 0
"York County" "101 - Queens Lake" 1500 795 675 29 1
"York County" "102 - Waller Mill" 1919 928 957 34 0
"York County" "103 - Magruder" 2250 1492 720 37 1
"York County" "201 - Coventry" 2575 1298 1221 54 2
"York County" "202 - Kiln Creek" 1355 680 654 16 5
"York County" "301 - Seaford" 2446 719 1684 40 3
"York County" "302 - Yorktown" 1859 798 1028 32 1
"York County" "303 - Edgehill" 1895 1023 828 44 0
"York County" "401 - Harwoods Mill" 2296 869 1376 46 5
"York County" "402 - Dare" 2312 836 1437 35 4
"York County" "403 - Grafton" 1214 509 683 21 1
"York County" "501 - Tabb" 2480 1052 1369 53 6
"York County" "502 - Bethel" 2424 1256 1113 53 2
"York County" "Ab - Central Absentee Precinct" 2482 1366 1071 38 7
"York County" Provisional 27 13 12 2 0
