COUNTY AREA TOTAL DEM REP LMN GRN Writein
COUNTY AREA TOTAL Klobuchar Newberger Schuller Overby Writein
Nobles "Worthington W-2 P-5" 558 275 258 21 4 0
Nobles "Worthington Twp" 163 62 98 2 1 0
Norman "Ada W-1" 331 189 130 10 2 0
Norman "Ada W-2" 347 187 149 6 5 0
Norman "Anthony Twp" 28 13 14 0 1 0
Norman "Bear Park Twp" 88 54 33 1 0 0
Norman Borup 32 17 13 2 0 0
Norman "Flom Twp" 104 77 25 2 0 0
Norman "Fossum Twp" 66 33 30 3 0 0
Norman Gary 73 53 19 0 1 0
Norman "Good Hope Twp" 11 6 4 1 0 0
Norman "Green Meadow Twp" 43 30 12 0 1 0
Norman Halstad 190 119 66 3 2 0
Norman "Halstad Twp" 51 22 28 0 1 0
Norman "Hegne Twp" 30 15 15 0 0 0
Norman Hendrum 132 62 62 8 0 0
Norman "Hendrum Twp" 40 26 14 0 0 0
Norman "Home Lake Twp" 57 28 27 2 0 0
Norman "Lake Ida Twp" 83 44 38 1 0 0
Norman "Lee Twp" 65 44 19 2 0 0
Norman "Lockhart Twp" 30 14 15 0 1 0
Norman "McDonaldsville Twp" 76 47 28 0 1 0
Norman "Mary Twp" 37 26 10 1 0 0
Norman Perley 37 24 10 2 0 1
Norman "Pleasant View Twp" 58 33 25 0 0 0
Norman "Rockwell Twp" 31 16 14 0 1 0
Norman Shelly 68 22 43 3 0 0
Norman "Shelly Twp" 41 24 17 0 0 0
Norman "Spring Creek Twp" 27 11 15 1 0 0
Norman "Strand Twp" 44 36 7 1 0 0
Norman "Sundal Twp" 56 32 22 1 1 0
Norman "Twin Valley" 251 156 86 7 2 0
Norman "Waukon Twp" 48 38 8 1 0 1
Norman "Wild Rice Twp" 116 69 44 3 0 0
Norman "Winchester Twp" 28 21 7 0 0 0
Olmsted Byron 2574 1320 1156 69 27 2
Olmsted "Cascade Twp P-1" 1332 760 539 15 18 0
Olmsted "Cascade Twp P-2A" 165 80 79 5 1 0
Olmsted "Cascade Twp P-3A" 88 36 51 1 0 0
Olmsted "Cascade Twp P-4" 0 0 0 0 0 0
Olmsted Chatfield 533 289 216 23 5 0
Olmsted Dover 311 153 144 10 4 0
Olmsted "Dover Twp" 189 84 99 6 0 0
Olmsted "Elmira Twp" 185 90 95 0 0 0
Olmsted Eyota 868 399 434 27 8 0
Olmsted "Eyota Twp" 250 88 159 1 2 0
Olmsted "Farmington Twp" 215 92 116 4 3 0
Olmsted "Haverhill Twp" 850 464 368 13 5 0
Olmsted "High Forest Twp" 530 222 295 9 4 0
Olmsted "Kalmar Twp" 605 278 317 9 1 0
Olmsted "Marion Twp P-1" 2044 989 1004 37 12 2
Olmsted "Marion Twp P-2" 1 0 0 1 0 0
Olmsted "New Haven Twp" 703 323 370 8 2 0
Olmsted "Orion Twp" 274 139 127 5 3 0
Olmsted Oronoco 814 393 407 7 7 0
Olmsted "Oronoco Twp" 1203 547 631 22 3 0
Olmsted "Pine Island" 369 191 166 7 5 0
Olmsted "Pleasant Grove Twp" 390 167 218 3 2 0
Olmsted "Quincy Twp" 157 76 79 0 2 0
Olmsted "Rochester W-1 P-1" 593 364 195 23 11 0
Olmsted "Rochester W-1 P-2" 898 536 338 18 6 0
Olmsted "Rochester W-1 P-3" 1503 833 627 33 10 0
Olmsted "Rochester W-1 P-4" 462 260 193 5 4 0
Olmsted "Rochester W-1 P-5" 1146 615 489 31 11 0
Olmsted "Rochester W-1 P-6" 308 186 109 8 5 0
Olmsted "Rochester W-1 P-7" 1428 861 527 30 10 0
Olmsted "Rochester W-1 P-8" 959 547 404 4 4 0
Olmsted "Rochester W-1 P-9" 977 564 393 13 7 0
Olmsted "Rochester W-1 P-10" 552 376 164 8 4 0
Olmsted "Rochester W-1 P-11" 832 464 355 9 4 0
Olmsted "Rochester W-1 P-12" 257 139 112 5 1 0
Olmsted "Rochester W-2 P-1" 796 595 162 27 12 0
Olmsted "Rochester W-2 P-2" 1465 1111 320 23 10 1
Olmsted "Rochester W-2 P-3" 1094 743 322 18 11 0
Olmsted "Rochester W-2 P-4" 1214 772 432 7 3 0
Olmsted "Rochester W-2 P-5" 900 559 301 27 13 0
Olmsted "Rochester W-2 P-6" 714 420 273 16 5 0
Olmsted "Rochester W-2 P-7" 1641 1024 583 21 12 1
Olmsted "Rochester W-2 P-8" 1386 790 553 28 15 0
Olmsted "Rochester W-3 P-1" 1012 569 412 22 8 1
Olmsted "Rochester W-3 P-2" 1349 832 485 20 12 0
Olmsted "Rochester W-3 P-3" 964 575 364 19 6 0
Olmsted "Rochester W-3 P-4" 942 607 296 25 13 1
Olmsted "Rochester W-3 P-5" 2036 1283 707 32 13 1
Olmsted "Rochester W-3 P-6" 1063 618 411 21 12 1
Olmsted "Rochester W-3 P-7" 1583 997 542 29 15 0
Olmsted "Rochester W-4 P-1" 1197 820 323 34 19 1
Olmsted "Rochester W-4 P-2" 444 311 106 21 6 0
Olmsted "Rochester W-4 P-3" 662 428 188 36 10 0
Olmsted "Rochester W-4 P-4" 720 442 244 26 8 0
Olmsted "Rochester W-4 P-5" 766 493 227 39 7 0
Olmsted "Rochester W-4 P-6" 313 235 64 10 3 1
Olmsted "Rochester W-4 P-7" 1004 608 354 35 7 0
Olmsted "Rochester W-4 P-8" 787 478 275 24 10 0
Olmsted "Rochester W-4 P-9" 196 90 99 5 2 0
Olmsted "Rochester W-5 P-1" 1135 775 312 30 18 0
Olmsted "Rochester W-5 P-2" 897 562 270 46 18 1
Olmsted "Rochester W-5 P-3" 1488 920 524 29 15 0
Olmsted "Rochester W-5 P-4" 1303 826 442 27 8 0
Olmsted "Rochester W-5 P-5" 1595 930 632 25 7 1
Olmsted "Rochester W-5 P-6" 601 376 194 26 4 1
Olmsted "Rochester W-5 P-7" 1938 1224 690 15 9 0
Olmsted "Rochester W-5 P-8" 405 257 143 2 3 0
Olmsted "Rochester W-6 P-1" 1631 1002 578 33 18 0
Olmsted "Rochester W-6 P-2" 1498 956 486 35 19 2
Olmsted "Rochester W-6 P-3" 928 587 307 27 7 0
Olmsted "Rochester W-6 P-4" 1167 756 357 41 13 0
Olmsted "Rochester W-6 P-5" 447 316 110 18 3 0
Olmsted "Rochester W-6 P-6" 514 344 143 25 1 1
Olmsted "Rochester W-6 P-7" 1104 725 348 21 9 1
Olmsted "Rochester W-6 P-8" 625 384 215 21 5 0
Olmsted "Rochester Twp P-1" 1095 627 458 2 8 0
Olmsted "Rochester Twp P-2" 0 0 0 0 0 0
Olmsted "Rochester Twp P-3" 2 2 0 0 0 0
Olmsted "Rochester Twp P-4" 27 14 12 1 0 0
Olmsted "Rock Dell Twp" 364 131 224 4 5 0
Olmsted "Salem Twp" 605 284 308 13 0 0
Olmsted Stewartville 2751 1317 1341 76 17 0
Olmsted "Viola Twp" 313 129 178 6 0 0
"Otter Tail" "Aastad Twp" 104 40 64 0 0 0
"Otter Tail" "Amor Twp" 292 155 132 5 0 0
"Otter Tail" "Aurdal Twp" 818 368 441 6 3 0
"Otter Tail" "Battle Lake" 447 237 199 7 4 0
"Otter Tail" "Blowers Twp" 98 41 54 2 1 0
"Otter Tail" Bluffton 94 20 71 3 0 0
"Otter Tail" "Bluffton Twp" 197 47 147 3 0 0
"Otter Tail" "Buse Twp" 236 83 149 4 0 0
"Otter Tail" "Butler Twp" 128 37 89 2 0 0
"Otter Tail" "Candor Twp" 334 132 197 3 2 0
"Otter Tail" "Carlisle Twp" 82 30 51 0 1 0
"Otter Tail" Clitherall 29 9 17 3 0 0
"Otter Tail" "Clitherall Twp" 311 155 146 8 2 0
"Otter Tail" "Compton Twp" 300 110 187 3 0 0
"Otter Tail" "Corliss Twp" 275 97 171 6 1 0
"Otter Tail" Dalton 113 39 64 9 1 0
"Otter Tail" "Dane Prairie Twp" 509 208 289 10 2 0
"Otter Tail" "Dead Lake Twp" 255 91 157 4 3 0
"Otter Tail" "Deer Creek" 116 42 69 4 1 0
"Otter Tail" "Deer Creek Twp" 163 47 108 5 3 0
"Otter Tail" Dent 72 26 43 2 1 0
"Otter Tail" "Dora Twp" 410 198 204 8 0 0
"Otter Tail" "Dunn Twp" 502 249 242 9 2 0
"Otter Tail" "Eagle Lake Twp" 233 125 105 3 0 0
"Otter Tail" "Eastern Twp" 122 72 47 3 0 0
"Otter Tail" "Edna Twp" 501 184 311 3 3 0
"Otter Tail" "Effington Twp" 124 55 69 0 0 0
"Otter Tail" Elizabeth 69 33 31 5 0 0
"Otter Tail" "Elizabeth Twp" 421 180 230 8 3 0
"Otter Tail" "Elmo Twp" 126 56 68 0 2 0
"Otter Tail" Erhard 50 24 23 2 1 0
"Otter Tail" "Erhards Grove Twp" 219 103 108 6 2 0
"Otter Tail" "Everts Twp" 509 255 245 6 3 0
"Otter Tail" "Fergus Falls W-1 P-1" 586 298 256 27 5 0
"Otter Tail" "Fergus Falls W-1 P-2" 589 237 332 14 6 0
"Otter Tail" "Fergus Falls W-2 P-1" 756 360 376 12 8 0
"Otter Tail" "Fergus Falls W-2 P-2" 822 400 400 17 5 0
"Otter Tail" "Fergus Falls W-2 P-3" 134 56 73 3 2 0
"Otter Tail" "Fergus Falls W-3 P-1" 649 314 315 19 1 0
"Otter Tail" "Fergus Falls W-3 P-2" 736 333 370 22 11 0
"Otter Tail" "Fergus Falls W-4 P-1" 788 353 407 20 8 0
"Otter Tail" "Fergus Falls W-4 P-2" 782 347 409 15 11 0
"Otter Tail" "Fergus Falls Twp" 342 142 193 5 2 0
"Otter Tail" "Folden Twp" 132 45 87 0 0 0
"Otter Tail" "Friberg Twp" 396 194 191 8 3 0
"Otter Tail" "Girard Twp" 475 201 268 5 1 0
"Otter Tail" "Gorman Twp" 230 80 148 2 0 0
"Otter Tail" Henning 368 148 196 17 7 0
"Otter Tail" "Henning Twp" 181 74 102 2 3 0
"Otter Tail" "Hobart Twp" 461 203 246 8 4 0
"Otter Tail" "Homestead Twp" 151 69 78 3 1 0
"Otter Tail" "Inman Twp" 107 35 69 3 0 0
"Otter Tail" "Leaf Lake Twp" 307 119 182 3 3 0
"Otter Tail" "Leaf Mountain Twp" 141 73 67 1 0 0
"Otter Tail" "Lida Twp" 446 255 185 4 2 0
"Otter Tail" "Maine Twp" 381 145 225 11 0 0
"Otter Tail" "Maplewood Twp" 143 66 71 4 2 0
"Otter Tail" "Newton Twp" 373 136 233 4 0 0
"Otter Tail" "New York Mills" 393 165 214 10 4 0
"Otter Tail" "Nidaros Twp" 222 94 117 8 3 0
"Otter Tail" "Norwegian Grove Twp" 142 76 61 4 1 0
"Otter Tail" "Oak Valley Twp" 122 45 74 3 0 0
"Otter Tail" "Orwell Twp" 95 41 53 1 0 0
"Otter Tail" "Oscar Twp" 95 45 46 2 2 0
"Otter Tail" Ottertail 318 112 197 6 3 0
"Otter Tail" "Otter Tail Twp" 352 146 198 8 0 0
"Otter Tail" "Otto Twp" 281 76 195 5 5 0
"Otter Tail" "Paddock Twp" 146 29 115 1 1 0
"Otter Tail" "Parkers Prairie" 381 163 204 11 3 0
"Otter Tail" "Parkers Prairie Twp" 191 80 110 0 1 0
"Otter Tail" "Pelican Twp" 318 170 143 3 2 0
"Otter Tail" "Pelican Rapids" 689 405 243 33 8 0
"Otter Tail" Perham 1237 520 664 44 9 0
"Otter Tail" "Perham Twp" 472 155 307 6 4 0
"Otter Tail" "Pine Lake Twp" 372 143 219 8 2 0
"Otter Tail" Richville 26 13 11 1 1 0
"Otter Tail" Rothsay 66 44 20 1 1 0
"Otter Tail" "Rush Lake Twp" 537 200 322 11 4 0
"Otter Tail" "Saint Olaf Twp" 187 87 97 1 2 0
"Otter Tail" "Scambler Twp" 274 136 129 9 0 0
"Otter Tail" "Star Lake Twp" 246 104 137 4 1 0
"Otter Tail" "Sverdrup Twp" 360 180 176 4 0 0
"Otter Tail" "Tordenskjold Twp" 272 130 131 9 2 0
"Otter Tail" "Trondhjem Twp" 92 42 50 0 0 0
"Otter Tail" "Tumuli Twp" 248 102 142 3 1 0
"Otter Tail" Underwood 171 79 80 7 5 0
"Otter Tail" Urbank 15 6 8 1 0 0
"Otter Tail" Vergas 158 79 74 5 0 0
"Otter Tail" Vining 34 20 14 0 0 0
"Otter Tail" "Wadena P-4" 64 26 38 0 0 0
"Otter Tail" "Western Twp" 52 19 30 3 0 0
"Otter Tail" "Woodside Twp" 103 39 62 1 1 0
Pennington "Black River Twp" 29 10 19 0 0 0
Pennington "Bray Twp" 26 8 17 1 0 0
Pennington "Cloverleaf Twp" 47 10 37 0 0 0
Pennington "Deer Park Twp" 72 36 32 2 2 0
Pennington Goodridge 48 33 13 1 1 0
Pennington "Goodridge Twp" 35 6 28 1 0 0
Pennington "Hickory Twp" 40 24 16 0 0 0
Pennington "Highlanding Twp" 86 57 28 0 1 0
Pennington "Kratka Twp" 72 32 39 0 0 1
Pennington "Mayfield Twp" 26 18 6 1 1 0
Pennington "Norden Twp" 179 65 108 5 1 0
Pennington "North Twp" 297 145 144 8 0 0
Pennington "Numedal Twp" 38 8 27 3 0 0
Pennington "Polk Centre Twp" 30 17 13 0 0 0
Pennington "Reiner Twp" 54 36 14 3 1 0
Pennington "River Falls Twp" 90 31 58 1 0 0
Pennington "Rocksbury Twp East" 259 117 136 3 3 0
Pennington "Rocksbury Twp West" 258 108 144 4 2 0
Pennington "Saint Hilaire" 94 54 30 8 2 0
Pennington "Sanders Twp" 145 53 89 3 0 0
Pennington "Silverton Twp" 85 34 50 1 0 0
Pennington "Smiley Twp" 263 110 143 8 2 0
Pennington "Star Twp" 54 32 22 0 0 0
Pennington "Thief River Falls P-1A" 236 125 99 10 1 1
Pennington "Thief River Falls P-1B" 271 136 121 12 2 0
Pennington "Thief River Falls P-2" 538 258 249 25 6 0
Pennington "Thief River Falls P-3A" 313 184 119 8 2 0
Pennington "Thief River Falls P-3B" 318 152 151 12 3 0
Pennington "Thief River Falls P-4" 544 251 260 25 8 0
Pennington "Thief River Falls P-5" 791 414 347 27 3 0
Pennington "Wyandotte Twp" 33 18 14 1 0 0
Pine "Arlone Twp" 152 63 80 6 2 1
Pine "Arna Twp" 47 23 21 3 0 0
Pine Askov 122 75 41 3 3 0
Pine "Barry Twp" 223 92 122 9 0 0
Pine "Birch Creek Twp" 110 66 41 2 1 0
Pine "Bremen Twp" 123 65 56 1 1 0
Pine "Brook Park" 31 17 12 1 0 1
Pine "Brook Park Twp" 174 85 86 3 0 0
Pine Bruno 32 16 16 0 0 0
Pine "Bruno Twp" 72 34 35 3 0 0
Pine "Chengwatana Twp" 414 185 212 12 5 0
Pine "Clover Twp" 184 72 103 3 6 0
Pine "Crosby Twp" 47 23 23 1 0 0
Pine "Danforth Twp" 49 7 42 0 0 0
Pine "Dell Grove Twp" 347 161 179 7 0 0
Pine Denham 13 4 7 2 0 0
Pine Finlayson 120 51 64 4 0 1
Pine "Finlayson Twp" 204 72 124 6 2 0
Pine "Fleming Twp" 59 26 32 1 0 0
Pine Henriette 17 12 3 2 0 0
Pine Hinckley 516 270 217 23 5 1
Pine "Hinckley Twp" 338 149 177 11 1 0
Pine Kerrick 23 15 5 2 0 1
Pine "Kerrick Twp" 127 64 55 6 2 0
Pine "Kettle River Twp" 251 123 118 5 5 0
Pine "Mission Creek Twp" 226 103 116 5 2 0
Pine "Munch Twp" 115 51 59 4 1 0
Pine "New Dosey Twp" 26 13 13 0 0 0
Pine "Nickerson Twp" 70 34 33 2 1 0
Pine "Norman Twp" 141 77 64 0 0 0
Pine "Ogema Twp" 120 66 49 5 0 0
Pine "Park Twp" 14 5 9 0 0 0
Pine "Partridge Twp" 306 135 162 7 2 0
Pine "Pine City" 1146 614 469 53 9 1
Pine "Pine City Twp" 624 303 306 13 2 0
Pine "Pine Lake Twp" 265 97 157 9 2 0
Pine "Pokegama Twp" 1257 633 578 34 12 0
Pine "Rock Creek" 713 313 369 22 9 0
Pine "Royalton Twp" 523 220 287 12 4 0
Pine Rutledge 73 39 31 3 0 0
Pine Sandstone 446 248 176 17 5 0
Pine "Sandstone Twp" 329 119 204 3 1 2
Pine "Sturgeon Lake P-1" 185 104 75 6 0 0
Pine "Sturgeon Lake P-2" 2 2 0 0 0 0
Pine "Sturgeon Lake Twp" 155 79 75 1 0 0
Pine "Willow River" 158 87 68 3 0 0
Pine "Wilma Twp" 41 14 26 1 0 0
Pine "Windemere Twp" 869 522 331 11 5 0
Pipestone "Aetna Twp" 95 32 62 1 0 0
Pipestone "Altona Twp" 62 16 44 2 0 0
Pipestone "Burke Twp" 102 7 95 0 0 0
Pipestone "Eden Twp" 118 40 78 0 0 0
Pipestone Edgerton 561 114 439 6 2 0
Pipestone "Elmer Twp" 102 19 82 1 0 0
Pipestone "Fountain Prairie Twp" 75 22 53 0 0 0
Pipestone "Grange Twp" 97 28 66 1 2 0
Pipestone "Gray Twp" 108 37 70 1 0 0
Pipestone Hatfield 19 7 11 1 0 0
Pipestone Holland 65 29 26 8 2 0
Pipestone Ihlen 24 12 12 0 0 0
Pipestone Jasper 170 92 70 6 2 0
Pipestone "Osborne Twp" 136 21 113 0 2 0
Pipestone "Pipestone P-1" 643 283 315 36 7 2
Pipestone "Pipestone P-2" 861 390 430 33 8 0
Pipestone "Rock Twp" 60 20 39 1 0 0
Pipestone Ruthton 70 33 34 2 1 0
Pipestone "Sweet Twp" 156 46 108 2 0 0
Pipestone Trosky 42 16 24 1 1 0
Pipestone "Troy Twp" 130 43 83 3 1 0
Pipestone Woodstock 29 14 12 2 1 0
Polk "Andover Twp" 74 33 38 2 1 0
Polk "Angus Twp" 48 24 24 0 0 0
Polk "Badger Twp" 39 16 23 0 0 0
Polk "Belgium Twp" 39 18 21 0 0 0
Polk Beltrami 35 20 15 0 0 0
Polk "Brandsvold Twp" 138 51 83 3 1 0
Polk "Brandt Twp" 24 7 16 1 0 0
Polk "Brislet Twp" 23 12 11 0 0 0
Polk "Bygland Twp" 123 42 81 0 0 0
Polk "Chester Twp" 40 25 15 0 0 0
Polk Climax 75 50 23 2 0 0
Polk "Columbia Twp" 213 61 147 2 3 0
Polk "Crookston W-1" 397 227 156 12 2 0
Polk "Crookston W-2" 553 305 221 22 5 0
Polk "Crookston W-3" 409 243 151 12 3 0
Polk "Crookston W-4" 354 205 122 24 3 0
Polk "Crookston W-5" 425 241 156 25 3 0
Polk "Crookston W-6" 430 252 161 13 4 0
Polk "Crookston Twp" 243 105 133 3 2 0
Polk "East Grand Forks W-1" 811 394 404 11 2 0
Polk "East Grand Forks W-2" 659 324 317 10 7 1
Polk "East Grand Forks W-3" 328 173 138 12 5 0
Polk "East Grand Forks W-4" 585 319 243 19 4 0
Polk "East Grand Forks W-5" 633 317 302 9 5 0
Polk "Eden Twp" 75 42 32 1 0 0
Polk Erskine 150 79 63 8 0 0
Polk "Esther Twp" 77 27 50 0 0 0
Polk "Euclid Twp" 48 20 28 0 0 0
Polk "Fairfax Twp" 72 37 31 3 1 0
Polk "Fanny Twp" 49 36 12 0 1 0
Polk "Farley Twp" 23 7 16 0 0 0
Polk Fertile 317 167 138 9 3 0
Polk Fisher 123 57 64 1 1 0
Polk "Fisher Twp" 100 28 70 2 0 0
Polk Fosston 555 261 276 12 6 0
Polk "Garden Twp" 111 60 48 3 0 0
Polk "Garfield Twp" 228 121 104 2 1 0
Polk "Gentilly Twp" 126 54 68 1 3 0
Polk "Godfrey Twp" 144 77 63 4 0 0
Polk "Grand Forks Twp" 69 34 35 0 0 0
Polk "Grove Park-Tilden Twp" 88 45 41 2 0 0
Polk Gully 25 13 12 0 0 0
Polk "Gully Twp" 45 20 25 0 0 0
Polk "Hammond Twp" 28 9 19 0 0 0
Polk "Helgeland Twp" 26 11 15 0 0 0
Polk "Higdem Twp" 42 17 25 0 0 0
Polk "Hill River Twp" 77 29 46 2 0 0
Polk "Hubbard Twp" 35 14 20 0 1 0
Polk "Huntsville Twp" 188 60 125 2 0 1
Polk "Johnson Twp" 16 10 6 0 0 0
Polk "Kertsonville Twp" 50 26 24 0 0 0
Polk "Keystone Twp" 48 21 26 0 1 0
Polk "King Twp" 81 23 54 4 0 0
Polk "Knute Twp" 258 122 125 11 0 0
Polk Lengby 40 16 23 0 1 0
Polk "Lessor Twp" 84 16 65 2 1 0
Polk "Liberty Twp" 54 14 40 0 0 0
Polk "Lowell Twp" 85 31 51 1 2 0
Polk McIntosh 192 81 108 1 2 0
Polk Mentor 60 29 28 2 1 0
Polk "Nesbit Twp" 54 17 35 2 0 0
Polk Nielsville 24 11 11 1 1 0
Polk "Northland Twp" 71 18 51 2 0 0
Polk "Onstad Twp" 32 14 16 0 2 0
Polk "Parnell Twp" 23 10 13 0 0 0
Polk "Queen Twp" 119 42 74 3 0 0
Polk "Reis Twp" 24 13 11 0 0 0
Polk "Rhinehart Twp" 50 23 27 0 0 0
Polk "Roome Twp" 82 42 39 1 0 0
Polk "Rosebud Twp" 164 62 97 4 1 0
Polk "Russia Twp" 16 5 10 1 0 0
Polk "Sandsville Twp" 27 10 16 1 0 0
Polk "Scandia Twp" 46 9 37 0 0 0
Polk "Sletten Twp" 68 22 45 1 0 0
Polk "Sullivan Twp" 66 20 40 2 4 0
Polk "Tabor Twp" 59 30 28 1 0 0
Polk Trail 18 8 10 0 0 0
Polk "Tynsid Twp" 29 13 16 0 0 0
Polk "Vineland Twp" 43 22 21 0 0 0
Polk Winger 45 13 29 2 1 0
Polk "Winger Twp" 57 22 35 0 0 0
Polk "Woodside Twp" 273 125 147 0 1 0
Pope "Bangor Twp" 76 23 52 1 0 0
Pope "Barsness Twp" 72 33 36 2 1 0
Pope "Ben Wade Twp" 123 66 57 0 0 0
Pope "Blue Mounds Twp" 103 38 62 1 2 0
Pope Brooten 0 0 0 0 0 0
Pope "Chippewa Falls Twp" 130 77 52 1 0 0
Pope Cyrus 122 40 75 5 2 0
Pope Farwell 20 11 7 1 1 0
Pope "Gilchrist Twp" 120 53 63 1 3 0
Pope "Glenwood P-1" 998 621 337 33 7 0
Pope "Glenwood P-2" 164 92 66 6 0 0
Pope "Glenwood Twp" 573 291 271 7 3 1
Pope "Grove Lake Twp" 134 55 77 2 0 0
Pope "Hoff Twp" 65 29 36 0 0 0
Pope "Lake Johanna Twp" 68 36 30 1 1 0
Pope "Langhei Twp" 90 52 37 0 1 0
Pope "Leven Twp" 305 169 131 5 0 0
Pope "Long Beach" 232 128 100 2 2 0
Pope Lowry 136 58 75 3 0 0
Pope "Minnewaska Twp" 298 173 118 5 2 0
Pope "New Prairie Twp" 74 29 41 4 0 0
Pope "Nora Twp" 111 55 53 2 1 0
Pope "Reno Twp" 241 111 128 1 1 0
Pope "Rolling Forks Twp" 68 37 30 1 0 0
Pope Sedan 15 8 7 0 0 0
Pope Starbuck 548 316 206 21 5 0
Pope Villard 112 50 52 10 0 0
Pope "Walden Twp" 75 21 54 0 0 0
Pope Westport 16 1 14 1 0 0
Pope "Westport Twp" 110 49 60 0 1 0
Pope "White Bear Lake Twp" 253 129 116 5 3 0
Ramsey "Arden Hills P-1" 2151 1420 684 29 17 1
Ramsey "Arden Hills P-2" 1161 697 432 15 15 2
Ramsey "Arden Hills P-3" 1652 1105 518 19 9 1
Ramsey "Blaine W-1 P-9" 0 0 0 0 0 0
Ramsey "Falcon Heights P-1" 1260 1034 191 14 21 0
Ramsey "Falcon Heights P-2" 1484 1206 237 23 17 1
Ramsey "Gem Lake P-1" 278 176 90 9 2 1
Ramsey "Lauderdale P-1" 1202 947 207 30 18 0
Ramsey "Little Canada P-1" 1656 1189 384 58 24 1
Ramsey "Little Canada P-2" 1775 1141 552 59 23 0
Ramsey "Little Canada P-3" 1249 801 395 38 15 0
Ramsey "Maplewood P-1" 1551 1103 391 40 16 1
Ramsey "Maplewood P-2" 1391 963 370 42 16 0
Ramsey "Maplewood P-3" 1362 952 335 55 19 1
Ramsey "Maplewood P-4" 1274 864 338 51 20 1
Ramsey "Maplewood P-5" 933 625 262 39 7 0
Ramsey "Maplewood P-6" 1311 854 407 39 10 1
Ramsey "Maplewood P-7" 1611 1065 485 43 17 1
Ramsey "Maplewood P-8" 1494 977 459 45 12 1
Ramsey "Maplewood P-9" 941 602 295 38 6 0
Ramsey "Maplewood P-10" 749 501 203 41 2 2
Ramsey "Maplewood P-11" 1339 854 422 50 13 0
Ramsey "Maplewood P-12" 1710 1268 387 47 8 0
Ramsey "Maplewood P-13" 2060 1305 688 51 16 0
Ramsey "Mounds View P-1" 1737 1128 566 31 12 0
Ramsey "Mounds View P-2" 1100 716 329 45 10 0
Ramsey "Mounds View P-3" 1886 1230 586 44 26 0
Ramsey "Mounds View P-4" 835 545 227 53 10 0
Ramsey "New Brighton P-1" 1325 917 360 32 16 0
Ramsey "New Brighton P-2" 949 664 258 14 13 0
Ramsey "New Brighton P-3" 1492 991 438 48 14 1
Ramsey "New Brighton P-4" 1811 1290 472 35 13 1
Ramsey "New Brighton P-5" 1312 897 360 44 11 0
Ramsey "New Brighton P-6" 1493 1041 429 18 5 0
Ramsey "New Brighton P-7" 1723 1134 552 27 7 3
Ramsey "New Brighton P-8" 1580 1041 485 36 18 0
Ramsey "North Oaks P-1" 1621 952 643 13 12 1
Ramsey "North Oaks P-2" 1657 935 702 8 12 0
Ramsey "North Saint Paul P-1" 1387 886 428 58 15 0
Ramsey "North Saint Paul P-2" 1144 763 322 48 10 1
Ramsey "North Saint Paul P-3" 1403 924 423 46 9 1
Ramsey "North Saint Paul P-4" 1372 898 431 31 12 0
Ramsey "Roseville P-1" 1874 1240 582 25 26 1
Ramsey "Roseville P-2" 828 589 216 15 7 1
Ramsey "Roseville P-3" 2529 1840 620 44 23 2
Ramsey "Roseville P-4" 2851 1952 811 59 27 2
Ramsey "Roseville P-5" 2205 1695 450 41 19 0
Ramsey "Roseville P-6" 1697 1238 413 31 14 1
Ramsey "Roseville P-7" 1853 1311 485 37 18 2
Ramsey "Roseville P-8" 1805 1333 418 43 11 0
Ramsey "Roseville P-9" 2143 1587 499 33 23 1
Ramsey "Roseville P-10" 1775 1330 387 32 25 1
Ramsey "Saint Anthony P-1" 1661 1251 335 48 23 4
Ramsey "Saint Paul W-1 P-1" 1059 902 125 20 11 1
Ramsey "Saint Paul W-1 P-2" 1814 1535 205 50 24 0
Ramsey "Saint Paul W-1 P-3" 1278 1050 135 78 14 1
Ramsey "Saint Paul W-1 P-4" 929 749 96 59 23 2
Ramsey "Saint Paul W-1 P-5" 952 839 47 46 19 1
Ramsey "Saint Paul W-1 P-6" 2105 1814 154 100 37 0
Ramsey "Saint Paul W-1 P-7" 1340 1157 133 27 22 1
Ramsey "Saint Paul W-1 P-8" 1823 1589 159 46 28 1
Ramsey "Saint Paul W-1 P-9" 1347 1060 175 85 27 0
Ramsey "Saint Paul W-1 P-10" 270 205 39 20 4 2
Ramsey "Saint Paul W-1 P-11" 777 658 66 46 7 0
Ramsey "Saint Paul W-1 P-12" 285 230 46 6 3 0
Ramsey "Saint Paul W-1 P-13" 1035 882 125 13 14 1
Ramsey "Saint Paul W-1 P-14" 633 515 75 35 8 0
Ramsey "Saint Paul W-1 P-15" 446 344 58 34 9 1
Ramsey "Saint Paul W-1 P-16" 172 148 18 5 1 0
Ramsey "Saint Paul W-2 P-1" 1462 1260 155 25 21 1
Ramsey "Saint Paul W-2 P-2" 1511 1280 192 21 16 2
Ramsey "Saint Paul W-2 P-3" 2146 1674 363 83 25 1
Ramsey "Saint Paul W-2 P-4" 1345 1145 161 24 15 0
Ramsey "Saint Paul W-2 P-5" 1943 1568 277 67 29 2
Ramsey "Saint Paul W-2 P-6" 501 401 79 17 4 0
Ramsey "Saint Paul W-2 P-7" 1747 1396 282 46 22 1
Ramsey "Saint Paul W-2 P-8" 792 622 127 27 16 0
Ramsey "Saint Paul W-2 P-9" 1694 1411 207 52 24 0
