COUNTY AREA TOTAL DEM REP LMN GRN Writein
COUNTY AREA TOTAL Klobuchar Newberger Schuller Overby Writein
Douglas Brandon 226 112 103 8 3 0
Douglas "Brandon Twp" 418 184 228 4 2 0
Douglas Carlos 214 96 98 18 2 0
Douglas "Carlos Twp" 1209 538 651 16 4 0
Douglas Evansville 237 123 101 7 6 0
Douglas "Evansville Twp" 123 54 67 1 1 0
Douglas Forada 84 44 40 0 0 0
Douglas Garfield 115 60 54 0 1 0
Douglas "Holmes City Twp" 464 204 253 7 0 0
Douglas "Hudson Twp" 475 185 274 13 2 1
Douglas "Ida Twp" 767 356 401 7 3 0
Douglas Kensington 122 57 61 3 1 0
Douglas "La Grand Twp" 2330 1134 1157 27 12 0
Douglas "Lake Mary Twp" 595 272 313 7 3 0
Douglas "Leaf Valley Twp" 270 130 132 5 3 0
Douglas "Lund Twp" 170 71 92 6 1 0
Douglas Millerville 37 18 18 1 0 0
Douglas "Millerville Twp" 172 62 107 3 0 0
Douglas Miltona 165 81 75 7 2 0
Douglas "Miltona Twp" 498 255 233 8 2 0
Douglas "Moe Twp" 430 202 224 3 1 0
Douglas Nelson 66 20 42 4 0 0
Douglas "Orange Twp" 155 61 89 4 1 0
Douglas Osakis 626 306 296 21 3 0
Douglas "Osakis Twp" 317 122 188 4 3 0
Douglas "Solem Twp" 122 51 69 1 1 0
Douglas "Spruce Hill Twp" 188 67 118 3 0 0
Douglas "Urness Twp" 136 61 73 1 1 0
Faribault "Barber Twp" 127 48 75 3 1 0
Faribault "Blue Earth W-1" 454 236 200 15 3 0
Faribault "Blue Earth W-2" 549 264 271 12 2 0
Faribault "Blue Earth W-3" 366 179 168 14 4 1
Faribault "Blue Earth City Twp" 225 103 113 4 5 0
Faribault Bricelyn 154 76 64 14 0 0
Faribault "Brush Creek Twp" 103 42 60 1 0 0
Faribault "Clark Twp" 137 48 85 3 1 0
Faribault Delavan 73 32 38 3 0 0
Faribault "Delavan Twp" 165 55 108 2 0 0
Faribault "Dunbar Twp" 115 34 79 2 0 0
Faribault Easton 106 62 43 1 0 0
Faribault Elmore 186 74 96 14 2 0
Faribault "Elmore Twp" 97 43 53 0 1 0
Faribault "Emerald Twp" 121 36 83 2 0 0
Faribault "Foster Twp" 141 62 74 3 2 0
Faribault Frost 84 48 33 3 0 0
Faribault "Jo Daviess Twp" 114 56 56 1 1 0
Faribault Kiester 243 166 58 16 3 0
Faribault "Kiester Twp" 116 64 49 2 1 0
Faribault "Lura Twp" 85 39 43 2 1 0
Faribault "Minnesota Lake" 303 169 120 12 2 0
Faribault "Minnesota Lake Twp" 94 48 45 0 1 0
Faribault "Pilot Grove Twp" 62 23 39 0 0 0
Faribault "Prescott Twp" 96 35 61 0 0 0
Faribault "Rome Twp" 73 29 41 2 1 0
Faribault "Seely Twp" 95 50 44 1 0 0
Faribault "Verona Twp" 205 67 131 7 0 0
Faribault "Walnut Lake Twp" 105 41 63 1 0 0
Faribault Walters 27 16 10 1 0 0
Faribault Wells 965 519 402 37 7 0
Faribault Winnebago 500 224 252 23 1 0
Faribault "Winnebago Twp" 91 43 46 0 2 0
Fillmore "Amherst Twp" 142 89 46 3 4 0
Fillmore "Arendahl Twp" 174 79 92 3 0 0
Fillmore "Beaver Twp" 130 64 61 3 2 0
Fillmore "Bloomfield Twp" 157 74 83 0 0 0
Fillmore "Bristol Twp" 128 73 51 3 1 0
Fillmore Canton 96 48 41 7 0 0
Fillmore "Canton Twp" 129 71 57 1 0 0
Fillmore "Carimona Twp" 180 102 73 3 1 1
Fillmore "Carrolton Twp" 206 104 92 7 3 0
Fillmore Chatfield 683 371 290 16 5 1
Fillmore "Chatfield Twp" 282 147 128 5 2 0
Fillmore "Fillmore Twp" 247 86 153 4 2 2
Fillmore "Forestville Twp" 195 83 109 1 1 1
Fillmore Fountain 181 87 86 7 1 0
Fillmore "Fountain Twp" 158 72 86 0 0 0
Fillmore Harmony 512 295 202 13 2 0
Fillmore "Harmony Twp" 158 92 62 3 1 0
Fillmore "Holt Twp" 151 88 55 4 4 0
Fillmore "Jordan Twp" 190 71 117 2 0 0
Fillmore Lanesboro 504 355 126 17 6 0
Fillmore Mabel 278 190 76 12 0 0
Fillmore "Newburg Twp" 140 88 52 0 0 0
Fillmore "Norway Twp" 169 98 65 5 1 0
Fillmore Ostrander 103 49 52 2 0 0
Fillmore Peterson 106 65 33 5 3 0
Fillmore "Pilot Mound Twp" 184 97 85 1 1 0
Fillmore "Preble Twp" 101 60 37 4 0 0
Fillmore Preston 623 370 221 23 9 0
Fillmore "Preston Twp" 119 64 52 3 0 0
Fillmore Rushford 813 438 342 24 9 0
Fillmore "Rushford Village" 435 217 205 7 6 0
Fillmore "Spring Valley" 1100 514 534 36 16 0
Fillmore "Spring Valley Twp" 291 136 149 4 2 0
Fillmore "Sumner Twp" 247 90 153 2 2 0
Fillmore Whalan 37 23 12 2 0 0
Fillmore Wykoff 232 110 104 15 3 0
Fillmore "York Twp" 151 68 81 2 0 0
Freeborn "Albert Lea W-1 P-1" 1880 1119 711 36 14 0
Freeborn "Albert Lea W-1 P-2" 54 29 24 1 0 0
Freeborn "Albert Lea W-2 P-1" 1025 601 368 51 5 0
Freeborn "Albert Lea W-3 P-1" 1438 848 530 48 12 0
Freeborn "Albert Lea W-4 P-1" 1372 784 519 62 7 0
Freeborn "Albert Lea W-5 P-1" 833 502 275 50 5 1
Freeborn "Albert Lea W-6 P-1" 944 542 341 54 7 0
Freeborn "Albert Lea Twp P-1" 324 177 141 5 1 0
Freeborn "Albert Lea Twp P-2" 0 0 0 0 0 0
Freeborn Alden 288 158 120 9 1 0
Freeborn "Alden Twp" 161 86 72 3 0 0
Freeborn "Bancroft Twp" 488 255 226 5 2 0
Freeborn "Bath Twp" 221 106 111 4 0 0
Freeborn "Carlston Twp" 146 70 74 2 0 0
Freeborn "Clarks Grove" 310 138 157 8 7 0
Freeborn Conger 67 34 30 3 0 0
Freeborn Emmons 185 100 74 8 3 0
Freeborn Freeborn 119 58 55 4 2 0
Freeborn "Freeborn Twp" 132 65 64 1 2 0
Freeborn "Freeman Twp" 248 130 107 9 2 0
Freeborn Geneva 272 134 123 12 3 0
Freeborn "Geneva Twp" 214 90 120 3 1 0
Freeborn Glenville 308 184 116 8 0 0
Freeborn Hartland 149 71 72 5 1 0
Freeborn "Hartland Twp" 153 62 87 1 3 0
Freeborn Hayward 123 65 51 7 0 0
Freeborn "Hayward Twp" 205 101 101 2 1 0
Freeborn Hollandale 142 39 95 6 2 0
Freeborn "London Twp" 141 78 60 2 1 0
Freeborn Manchester 26 11 13 2 0 0
Freeborn "Manchester Twp" 224 121 95 5 3 0
Freeborn "Mansfield Twp" 121 67 53 0 1 0
Freeborn "Moscow Twp" 292 147 136 6 3 0
Freeborn Myrtle 21 13 7 1 0 0
Freeborn "Newry Twp" 190 73 112 4 1 0
Freeborn "Nunda Twp" 187 95 85 3 4 0
Freeborn "Oakland Twp" 172 99 69 3 1 0
Freeborn "Pickerel Lake Twp" 363 189 167 5 2 0
Freeborn "Riceland Twp" 227 107 116 2 2 0
Freeborn "Shell Rock Twp" 186 95 84 3 4 0
Freeborn "Twin Lakes" 50 32 18 0 0 0
Goodhue Bellechester 49 22 25 2 0 0
Goodhue "Belle Creek Twp" 275 125 145 3 2 0
Goodhue "Belvidere Twp" 243 96 141 4 2 0
Goodhue "Cannon Falls P-1" 974 550 389 28 7 0
Goodhue "Cannon Falls P-2" 975 509 432 26 6 2
Goodhue "Cannon Falls Twp" 612 293 310 4 5 0
Goodhue "Cherry Grove Twp" 181 67 110 3 1 0
Goodhue Dennison 89 30 50 8 1 0
Goodhue "Featherstone Twp" 461 263 187 7 4 0
Goodhue "Florence Twp" 900 460 410 18 12 0
Goodhue Goodhue 502 207 277 13 5 0
Goodhue "Goodhue Twp" 279 109 159 8 3 0
Goodhue "Hay Creek Twp" 529 257 253 16 3 0
Goodhue "Holden Twp" 242 105 132 3 2 0
Goodhue Kenyon 823 422 355 38 8 0
Goodhue "Kenyon Twp" 196 78 115 3 0 0
Goodhue "Lake City" 428 250 165 12 1 0
Goodhue "Leon Twp" 498 242 246 5 5 0
Goodhue "Minneola Twp" 353 167 179 3 4 0
Goodhue "Pine Island" 1167 587 529 36 15 0
Goodhue "Pine Island Twp" 310 147 150 6 7 0
Goodhue "Red Wing W-1 P-1" 1002 586 373 37 6 0
Goodhue "Red Wing W-1 P-2" 1101 616 440 31 13 1
Goodhue "Red Wing W-2 P-1" 1061 689 317 40 13 2
Goodhue "Red Wing W-2 P-2" 936 545 341 41 9 0
Goodhue "Red Wing W-3 P-1" 1130 744 339 34 13 0
Goodhue "Red Wing W-3 P-2" 925 558 331 33 3 0
Goodhue "Red Wing W-4 P-1" 837 543 228 51 15 0
Goodhue "Red Wing W-4 P-2" 841 540 260 37 4 0
Goodhue "Roscoe Twp" 405 168 232 2 3 0
Goodhue "Stanton Twp" 633 309 307 12 5 0
Goodhue "Vasa Twp" 505 263 226 10 6 0
Goodhue "Wacouta Twp" 277 179 94 3 1 0
Goodhue Wanamingo 473 191 271 6 5 0
Goodhue "Wanamingo Twp" 254 81 171 1 1 0
Goodhue "Warsaw Twp" 337 178 151 7 1 0
Goodhue "Welch Twp" 412 227 172 13 0 0
Goodhue "Zumbrota P-1" 730 394 316 15 5 0
Goodhue "Zumbrota P-2" 902 439 436 20 7 0
Goodhue "Zumbrota Twp" 330 143 176 8 3 0
Grant Ashby 212 126 77 5 4 0
Grant Barrett 181 99 71 8 3 0
Grant "Delaware Twp" 57 35 20 1 1 0
Grant "Elbow Lake" 572 293 260 17 2 0
Grant "Elbow Lake Twp" 82 35 43 3 1 0
Grant "Elk Lake Twp" 174 88 82 2 2 0
Grant "Erdahl Twp" 247 127 113 5 2 0
Grant "Gorton Twp" 31 11 20 0 0 0
Grant Herman 189 113 69 7 0 0
Grant Hoffman 272 155 102 13 2 0
Grant "Land Twp" 120 53 62 5 0 0
Grant "Lawrence Twp" 53 16 34 2 1 0
Grant "Lien Twp" 77 43 33 0 1 0
Grant "Logan Twp" 44 29 15 0 0 0
Grant "Macsville Twp" 63 41 22 0 0 0
Grant Norcross 32 13 19 0 0 0
Grant "North Ottawa Twp" 27 10 16 1 0 0
Grant "Pelican Lake Twp" 289 142 143 3 1 0
Grant "Pomme de Terre Twp" 90 41 48 1 0 0
Grant "Roseville Twp" 62 26 34 2 0 0
Grant "Sanford Twp" 98 53 44 1 0 0
Grant "Stony Brook Twp" 88 46 40 1 1 0
Grant Wendell 80 42 35 2 1 0
Hennepin "Bloomington W-1 P-7" 1259 798 419 26 16 0
Hennepin "Bloomington W-1 P-8" 1418 916 453 36 13 0
Hennepin "Bloomington W-1 P-9" 1085 751 276 46 12 0
Hennepin "Bloomington W-1 P-10" 1699 1164 472 44 18 1
Hennepin "Bloomington W-1 P-12" 1699 1200 449 34 15 1
Hennepin "Bloomington W-1 P-14" 1534 976 496 42 20 0
Hennepin "Bloomington W-1 P-15" 1091 677 381 29 4 0
Hennepin "Bloomington W-1 P-30" 1631 1059 522 38 11 1
Hennepin "Bloomington W-2 P-13" 1692 1116 527 38 10 1
Hennepin "Bloomington W-2 P-16" 2435 1648 723 49 13 2
Hennepin "Bloomington W-2 P-21" 1308 877 408 20 3 0
Hennepin "Bloomington W-2 P-23" 1597 1083 454 44 16 0
Hennepin "Bloomington W-2 P-24" 1539 1004 506 19 10 0
Hennepin "Bloomington W-2 P-25" 1264 719 522 14 9 0
Hennepin "Bloomington W-2 P-26" 1592 1059 495 28 10 0
Hennepin "Bloomington W-2 P-27" 1179 798 352 22 6 1
Hennepin "Bloomington W-3 P-5" 1892 1290 539 40 23 0
Hennepin "Bloomington W-3 P-11" 1161 766 365 22 8 0
Hennepin "Bloomington W-3 P-17" 1150 766 369 12 3 0
Hennepin "Bloomington W-3 P-18" 1222 817 382 14 9 0
Hennepin "Bloomington W-3 P-19" 1794 1257 494 30 13 0
Hennepin "Bloomington W-3 P-20" 1498 1022 422 47 7 0
Hennepin "Bloomington W-3 P-22" 1627 1024 575 17 9 2
Hennepin "Bloomington W-3 P-28" 1482 983 483 15 1 0
Hennepin "Bloomington W-3 P-29" 1128 787 291 35 15 0
Hennepin "Bloomington W-4 P-1" 1297 889 346 36 25 1
Hennepin "Bloomington W-4 P-2" 1513 1127 315 57 13 1
Hennepin "Bloomington W-4 P-3" 1422 927 425 55 14 1
Hennepin "Bloomington W-4 P-4" 1307 882 370 34 16 5
Hennepin "Bloomington W-4 P-6" 1604 1065 477 42 18 2
Hennepin "Bloomington W-4 P-31" 725 480 216 23 5 1
Hennepin "Bloomington W-4 P-32" 1071 763 249 45 14 0
Hennepin "Brooklyn Center P-1" 1486 1058 320 81 27 0
Hennepin "Brooklyn Center P-2" 1249 967 205 59 18 0
Hennepin "Brooklyn Center P-3" 1672 1214 371 69 16 2
Hennepin "Brooklyn Center P-4" 1856 1348 390 94 24 0
Hennepin "Brooklyn Center P-5" 1945 1391 433 92 29 0
Hennepin "Brooklyn Center P-6" 1300 906 300 76 16 2
Hennepin "Brooklyn Center P-7" 1025 758 208 47 12 0
Hennepin "Brooklyn Park W-C P-1" 867 699 127 36 3 2
Hennepin "Brooklyn Park W-C P-2" 1061 763 265 18 15 0
Hennepin "Brooklyn Park W-C P-3" 1226 914 238 61 12 1
Hennepin "Brooklyn Park W-C P-4" 1038 784 197 48 9 0
Hennepin "Brooklyn Park W-C P-5" 1724 1163 510 37 14 0
Hennepin "Brooklyn Park W-C P-6" 1738 1177 504 42 14 1
Hennepin "Brooklyn Park W-C P-7" 1949 1314 571 49 14 1
Hennepin "Brooklyn Park W-C P-8" 2084 1326 705 30 23 0
Hennepin "Brooklyn Park W-E P-1-A" 1159 834 269 38 18 0
Hennepin "Brooklyn Park W-E P-1-O" 1308 964 276 47 20 1
Hennepin "Brooklyn Park W-E P-2" 1548 1027 451 53 15 2
Hennepin "Brooklyn Park W-E P-3" 861 639 180 30 12 0
Hennepin "Brooklyn Park W-E P-4-A" 1821 1181 613 25 2 0
Hennepin "Brooklyn Park W-E P-4-O" 1138 728 384 21 5 0
Hennepin "Brooklyn Park W-E P-5" 651 410 219 19 3 0
Hennepin "Brooklyn Park W-E P-6-A" 1637 1073 501 52 11 0
Hennepin "Brooklyn Park W-E P-6-O" 1829 1237 533 45 13 1
Hennepin "Brooklyn Park W-W P-1-O" 1196 834 300 52 10 0
Hennepin "Brooklyn Park W-W P-1-R" 1918 1370 451 73 24 0
Hennepin "Brooklyn Park W-W P-2" 920 666 203 38 13 0
Hennepin "Brooklyn Park W-W P-3" 1504 1152 236 93 22 1
Hennepin "Brooklyn Park W-W P-4" 1457 1012 384 45 15 1
Hennepin "Brooklyn Park W-W P-5" 1081 803 210 53 15 0
Hennepin "Brooklyn Park W-W P-6" 415 276 123 15 1 0
Hennepin "Champlin W-1 P-1" 3212 1881 1241 70 20 0
Hennepin "Champlin W-2 P-1" 3217 1912 1228 61 16 0
Hennepin "Champlin W-3 P-1" 2548 1498 969 64 17 0
Hennepin "Champlin W-4 P-1" 2684 1591 1000 65 27 1
Hennepin "Chanhassen P-1" 0 0 0 0 0 0
Hennepin "Chanhassen P-2" 0 0 0 0 0 0
Hennepin "Corcoran P-1" 1653 657 963 25 8 0
Hennepin "Corcoran P-2" 1394 658 698 25 13 0
Hennepin "Crystal W-1 P-1" 1605 1114 432 46 13 0
Hennepin "Crystal W-1 P-2" 702 487 180 25 10 0
Hennepin "Crystal W-1 P-3" 453 298 133 19 3 0
Hennepin "Crystal W-2 P-1" 1403 965 375 46 17 0
Hennepin "Crystal W-2 P-2" 1102 790 279 23 9 1
Hennepin "Crystal W-2 P-3" 523 372 114 28 7 2
Hennepin "Crystal W-3 P-1" 995 714 231 34 16 0
Hennepin "Crystal W-3 P-2" 1425 943 408 56 18 0
Hennepin "Crystal W-3 P-3" 329 220 88 9 12 0
Hennepin "Crystal W-4 P-1" 1333 883 377 59 14 0
Hennepin "Crystal W-4 P-2" 1095 693 353 38 11 0
Hennepin "Dayton P-1" 677 344 310 19 4 0
Hennepin "Dayton P-2" 583 286 278 17 2 0
Hennepin "Dayton P-3" 1804 901 837 46 20 0
Hennepin "Deephaven P-1" 1107 700 394 5 8 0
Hennepin "Deephaven P-2" 1292 816 452 18 6 0
Hennepin "Eden Prairie P-1" 1511 991 491 21 7 1
Hennepin "Eden Prairie P-2" 1613 1057 520 23 11 2
Hennepin "Eden Prairie P-3" 1560 1025 489 29 16 1
Hennepin "Eden Prairie P-4" 1578 1056 474 36 10 2
Hennepin "Eden Prairie P-5" 1849 1223 574 33 19 0
Hennepin "Eden Prairie P-6" 1512 986 479 41 5 1
Hennepin "Eden Prairie P-7" 1381 872 470 30 7 2
Hennepin "Eden Prairie P-8" 1123 665 428 21 8 1
Hennepin "Eden Prairie P-9" 1960 1213 711 24 12 0
Hennepin "Eden Prairie P-10" 1780 1109 632 26 12 1
Hennepin "Eden Prairie P-11" 1097 761 280 45 11 0
Hennepin "Eden Prairie P-12" 1722 1185 498 30 9 0
Hennepin "Eden Prairie P-13" 1556 1046 465 36 9 0
Hennepin "Eden Prairie P-14" 2302 1459 797 35 10 1
Hennepin "Eden Prairie P-15" 1750 1187 522 21 18 2
Hennepin "Eden Prairie P-16" 2276 1464 780 24 8 0
Hennepin "Eden Prairie P-17" 1375 877 483 7 7 1
Hennepin "Eden Prairie P-18" 2167 1282 852 17 15 1
Hennepin "Eden Prairie P-19A" 1981 1223 732 14 11 1
Hennepin "Eden Prairie P-19B" 878 583 271 15 7 2
Hennepin "Edina P-1A" 1636 1077 525 17 16 1
Hennepin "Edina P-1B" 1798 1104 669 21 4 0
Hennepin "Edina P-2" 1256 930 302 11 13 0
Hennepin "Edina P-3" 1996 1341 639 11 3 2
Hennepin "Edina P-4" 1681 1340 321 12 8 0
Hennepin "Edina P-5" 1842 1209 605 19 7 2
Hennepin "Edina P-6" 1643 1138 481 19 5 0
Hennepin "Edina P-7" 1203 851 336 12 3 1
Hennepin "Edina P-8" 1612 1118 480 7 7 0
Hennepin "Edina P-9" 1458 1057 366 29 6 0
Hennepin "Edina P-10C" 1242 797 430 11 4 0
Hennepin "Edina P-11" 1768 1233 505 20 9 1
Hennepin "Edina P-12" 676 456 212 6 2 0
Hennepin "Edina P-13" 1093 783 270 28 11 1
Hennepin "Edina P-14" 1726 1311 379 28 8 0
Hennepin "Edina P-15C" 1583 1002 559 17 5 0
Hennepin "Edina P-16" 1679 1163 492 20 4 0
Hennepin "Edina P-17" 1439 1057 351 25 6 0
Hennepin "Edina P-18" 2245 1623 579 24 18 1
Hennepin "Edina P-19C" 1094 715 370 4 4 1
Hennepin "Excelsior P-1" 1236 796 397 31 12 0
Hennepin "Fort Snelling P-1" 100 69 26 3 1 1
Hennepin "Golden Valley P-1" 1559 1256 264 20 19 0
Hennepin "Golden Valley P-2" 2137 1686 407 27 17 0
Hennepin "Golden Valley P-3" 1602 1318 253 24 7 0
Hennepin "Golden Valley P-4" 1501 1102 365 27 7 0
Hennepin "Golden Valley P-5" 1409 1132 244 22 10 1
Hennepin "Golden Valley P-6" 1856 1365 445 37 9 0
Hennepin "Golden Valley P-7" 1686 1265 384 28 9 0
Hennepin "Golden Valley P-8" 1834 1399 392 29 13 1
Hennepin "Greenfield P-1" 1643 636 967 31 8 1
Hennepin "Greenwood P-1" 503 301 189 10 3 0
Hennepin "Hanover P-1" 335 135 190 7 3 0
Hennepin "Hopkins P-1" 1173 874 246 37 15 1
Hennepin "Hopkins P-2" 1714 1315 341 40 17 1
Hennepin "Hopkins P-3" 1136 781 286 54 15 0
Hennepin "Hopkins P-4" 1535 1169 315 33 17 1
Hennepin "Hopkins P-5" 1317 1027 243 33 13 1
Hennepin "Hopkins P-6" 1618 1154 400 43 18 3
Hennepin "Independence P-1" 2173 991 1141 32 9 0
Hennepin "Long Lake P-1" 977 604 344 22 7 0
Hennepin "Loretto P-1" 365 168 186 9 2 0
Hennepin "Maple Grove P-1" 1547 917 583 26 20 1
Hennepin "Maple Grove P-2" 1427 861 535 22 7 2
Hennepin "Maple Grove P-3" 1213 731 433 38 10 1
Hennepin "Maple Grove P-4" 1149 680 435 26 8 0
Hennepin "Maple Grove P-5" 1460 874 541 32 13 0
Hennepin "Maple Grove P-6" 1417 901 478 26 10 2
Hennepin "Maple Grove P-7" 1683 1000 644 26 13 0
Hennepin "Maple Grove P-8" 1522 870 622 23 7 0
Hennepin "Maple Grove P-9" 1647 966 626 45 10 0
Hennepin "Maple Grove P-10" 1674 1032 594 41 5 2
Hennepin "Maple Grove P-11" 1845 1098 709 27 10 1
Hennepin "Maple Grove P-12" 1478 919 537 15 5 2
Hennepin "Maple Grove P-13" 1512 982 496 27 7 0
Hennepin "Maple Grove P-14" 1269 717 525 17 10 0
Hennepin "Maple Grove P-15" 1428 886 494 38 10 0
Hennepin "Maple Grove P-16" 1683 1015 639 22 7 0
Hennepin "Maple Grove P-17" 1500 937 516 40 7 0
Hennepin "Maple Grove P-18" 1722 1108 584 20 10 0
Hennepin "Maple Grove P-19" 1194 697 478 12 7 0
Hennepin "Maple Grove P-20" 1992 1151 802 25 13 1
Hennepin "Maple Grove P-21" 1659 1026 608 19 5 1
Hennepin "Maple Grove P-22" 1522 855 643 18 5 1
Hennepin "Maple Grove P-23" 1186 697 449 32 8 0
Hennepin "Maple Grove P-24" 949 574 338 25 11 1
Hennepin "Maple Plain P-1" 851 482 328 26 14 1
Hennepin "Medicine Lake P-1" 238 176 59 1 2 0
Hennepin "Medina P-1A" 1322 703 593 23 3 0
Hennepin "Medina P-1B" 2192 1184 973 24 10 1
Hennepin "Minneapolis W-1 P-1" 807 642 109 44 11 1
Hennepin "Minneapolis W-1 P-2" 2368 1968 320 60 20 0
Hennepin "Minneapolis W-1 P-3" 2165 1864 238 37 25 1
Hennepin "Minneapolis W-1 P-4" 1961 1670 217 43 30 1
Hennepin "Minneapolis W-1 P-5" 1664 1416 200 31 17 0
Hennepin "Minneapolis W-1 P-6" 1980 1693 202 55 30 0
Hennepin "Minneapolis W-1 P-7" 1627 1383 145 59 39 1
Hennepin "Minneapolis W-1 P-8" 1252 1077 116 30 29 0
Hennepin "Minneapolis W-1 P-9" 2100 1786 203 68 41 2
Hennepin "Minneapolis W-1 P-10" 811 673 106 23 9 0
Hennepin "Minneapolis W-2 P-1" 1218 1053 110 36 19 0
Hennepin "Minneapolis W-2 P-2" 1299 1185 74 19 20 1
Hennepin "Minneapolis W-2 P-3" 1563 1341 119 52 51 0
Hennepin "Minneapolis W-2 P-4" 1040 828 153 40 19 0
Hennepin "Minneapolis W-2 P-5" 1870 1673 131 35 26 5
Hennepin "Minneapolis W-2 P-6" 1083 968 74 18 23 0
Hennepin "Minneapolis W-2 P-7" 633 520 53 42 17 1
Hennepin "Minneapolis W-2 P-8" 2412 2158 196 25 31 2
Hennepin "Minneapolis W-2 P-9" 748 655 47 15 31 0
Hennepin "Minneapolis W-2 P-10" 1348 1057 207 47 37 0
Hennepin "Minneapolis W-2 P-11" 1273 1104 131 17 19 2
Hennepin "Minneapolis W-3 P-1" 2590 2099 355 81 55 0
Hennepin "Minneapolis W-3 P-2" 2412 2067 222 68 55 0
Hennepin "Minneapolis W-3 P-3" 2803 2463 240 60 37 3
Hennepin "Minneapolis W-3 P-4" 962 837 79 24 21 1
Hennepin "Minneapolis W-3 P-5" 1401 1185 156 40 20 0
Hennepin "Minneapolis W-3 P-6" 2517 2177 225 69 43 3
Hennepin "Minneapolis W-3 P-7" 2063 1720 298 32 12 1
Hennepin "Minneapolis W-3 P-8" 1436 1171 228 28 8 1
Hennepin "Minneapolis W-3 P-9" 2264 1872 337 36 17 2
Hennepin "Minneapolis W-3 P-10" 899 746 102 38 13 0
Hennepin "Minneapolis W-3 P-11" 1329 1097 206 18 8 0
Hennepin "Minneapolis W-3 P-12" 764 622 125 12 3 2
Hennepin "Minneapolis W-4 P-1" 1220 976 165 57 21 1
Hennepin "Minneapolis W-4 P-2" 1795 1393 273 100 28 1
Hennepin "Minneapolis W-4 P-3" 880 693 83 80 23 1
Hennepin "Minneapolis W-4 P-4" 1944 1549 288 81 25 1
Hennepin "Minneapolis W-4 P-5" 1783 1474 157 124 26 2
Hennepin "Minneapolis W-4 P-6" 1255 1033 122 76 23 1
Hennepin "Minneapolis W-4 P-7" 1436 1153 225 37 20 1
Hennepin "Minneapolis W-4 P-8" 1528 1274 148 82 23 1
Hennepin "Minneapolis W-5 P-1" 1457 1273 88 72 22 2
Hennepin "Minneapolis W-5 P-2" 1177 971 100 86 20 0
Hennepin "Minneapolis W-5 P-3" 905 774 47 66 17 1
Hennepin "Minneapolis W-5 P-4" 998 867 62 49 19 1
Hennepin "Minneapolis W-5 P-5" 960 828 61 55 15 1
Hennepin "Minneapolis W-5 P-6C" 451 398 34 12 7 0
Hennepin "Minneapolis W-5 P-7" 1279 1121 58 87 12 1
Hennepin "Minneapolis W-5 P-8" 1168 941 98 97 32 0
Hennepin "Minneapolis W-5 P-9" 1180 1021 67 68 23 1
Hennepin "Minneapolis W-6 P-1" 708 645 38 9 16 0
Hennepin "Minneapolis W-6 P-2" 1824 1711 60 27 25 1
Hennepin "Minneapolis W-6 P-3" 1901 1783 75 21 21 1
Hennepin "Minneapolis W-6 P-4" 1488 1091 318 40 37 2
Hennepin "Minneapolis W-6 P-5" 898 820 42 24 11 1
Hennepin "Minneapolis W-6 P-6" 898 770 76 30 19 3
Hennepin "Minneapolis W-6 P-7" 594 518 46 18 11 1
Hennepin "Minneapolis W-6 P-8" 903 801 58 20 21 3
Hennepin "Minneapolis W-6 P-9" 1514 1343 81 59 29 2
Hennepin "Minneapolis W-7 P-1C" 962 890 52 17 3 0
Hennepin "Minneapolis W-7 P-2D" 1380 1223 144 8 4 1
Hennepin "Minneapolis W-7 P-3" 2320 2075 183 28 34 0
Hennepin "Minneapolis W-7 P-4D" 2161 1819 302 25 15 0
Hennepin "Minneapolis W-7 P-5" 1906 1677 165 47 17 0
Hennepin "Minneapolis W-7 P-6" 2280 1818 350 75 36 1
Hennepin "Minneapolis W-7 P-7" 991 873 95 9 14 0
Hennepin "Minneapolis W-7 P-8" 3151 2671 365 66 47 2
Hennepin "Minneapolis W-7 P-9" 2248 2012 179 28 29 0
Hennepin "Minneapolis W-7 P-10" 672 592 34 32 14 0
Hennepin "Minneapolis W-8 P-1" 1048 939 53 42 14 0
Hennepin "Minneapolis W-8 P-2" 2401 2163 127 65 42 4
Hennepin "Minneapolis W-8 P-3" 1232 1082 63 56 26 5
Hennepin "Minneapolis W-8 P-4" 1350 1245 67 24 14 0
Hennepin "Minneapolis W-8 P-5" 2150 1934 140 56 18 2
Hennepin "Minneapolis W-8 P-6" 2145 1958 112 51 22 2
Hennepin "Minneapolis W-8 P-7" 2681 2460 162 31 27 1
Hennepin "Minneapolis W-8 P-8" 2495 2210 198 47 38 2
Hennepin "Minneapolis W-9 P-1" 1069 967 40 46 14 2
Hennepin "Minneapolis W-9 P-2" 2186 2010 84 51 38 3
Hennepin "Minneapolis W-9 P-3" 1435 1226 116 56 33 4
Hennepin "Minneapolis W-9 P-4" 1013 889 58 45 20 1
Hennepin "Minneapolis W-9 P-5" 474 398 31 23 21 1
Hennepin "Minneapolis W-9 P-6" 1950 1720 148 58 23 1
Hennepin "Minneapolis W-9 P-7" 1152 1025 63 31 33 0
Hennepin "Minneapolis W-9 P-8" 175 154 16 5 0 0
Hennepin "Minneapolis W-9 P-9" 912 814 42 41 15 0
Hennepin "Minneapolis W-10 P-1" 1920 1738 99 46 36 1
Hennepin "Minneapolis W-10 P-2" 3038 2568 318 101 48 3
Hennepin "Minneapolis W-10 P-3A" 1653 1442 178 24 9 0
