COUNTY AREA TOTAL DEM REP CON WRI
COUNTY AREA TOTAL Harrison Graham Bledsoe Writein
Orangeburg "ORANGEBURG WD 4" 335 325 8 1 1
Orangeburg "ORANGEBURG WD 5" 323 303 20 0 0
Orangeburg "ORANGEBURG WD 6" 451 363 87 1 0
Orangeburg "ORNAGEBURG WD 7" 619 401 217 1 0
Orangeburg "ORANGEBURG WD 8" 480 298 178 4 0
Orangeburg "ORANGEBURG WD 9" 384 302 82 0 0
Orangeburg "ORANGEBURG WD 10" 635 442 191 2 0
Orangeburg "SUBURBAN 1" 343 327 16 0 0
Orangeburg "SUBURBAN 2" 421 414 5 2 0
Orangeburg "SUBURBAN 3" 932 844 84 3 1
Orangeburg "SUBURBAN 4" 290 189 99 2 0
Orangeburg "SUBURBAN 5" 809 653 152 4 0
Orangeburg "SUBURBAN 6" 555 333 213 9 0
Orangeburg "SUBURBAN 7" 1473 811 657 4 1
Orangeburg "SUBURBAN 8" 658 411 243 4 0
Orangeburg "SUBURBAN 9" 1059 898 160 1 0
Orangeburg BETHEL 472 339 129 4 0
Orangeburg "BOWMAN 1" 978 704 265 8 1
Orangeburg "BOWMAN 2" 592 336 254 2 0
Orangeburg "BRANCHVILLE 1" 740 329 401 8 2
Orangeburg "BRANCHVILLE 2" 369 142 220 7 0
Orangeburg BROOKDALE 1050 1013 35 1 1
Orangeburg COPE 482 191 286 5 0
Orangeburg "CORDOVA 1" 1047 524 515 8 0
Orangeburg EDISTO 769 207 552 8 2
Orangeburg "ELLOREE 1" 678 366 301 10 1
Orangeburg "EUTAWVILLE 1" 1075 497 556 20 2
Orangeburg "EUTAWVILLE 2" 1316 1067 245 4 0
Orangeburg "FOUR HOLES" 422 132 279 10 1
Orangeburg "HOLLY HILL 2" 1329 1117 203 9 0
Orangeburg "HOLLY HILL 1" 1390 853 522 15 0
Orangeburg JAMISON 1356 1004 344 7 1
Orangeburg "LIMESTONE 1" 1201 866 329 5 1
Orangeburg NEESES-LIVINGSTON 778 263 503 12 0
Orangeburg NIX 736 730 5 1 0
Orangeburg "NORTH 2" 909 419 482 8 0
Orangeburg "NORTH 1" 923 522 397 4 0
Orangeburg NORWAY 939 578 353 8 0
Orangeburg "PINE HILL" 769 452 306 11 0
Orangeburg PROVIDENCE 796 594 199 3 0
Orangeburg ROWESVILLE 408 227 171 9 1
Orangeburg "SANTEE 1" 1144 496 638 10 0
Orangeburg SPRINGFIELD 904 511 388 5 0
Orangeburg VANCE 1154 852 297 5 0
Orangeburg WHITTAKER 794 709 83 2 0
Orangeburg BOLENTOWN 894 427 453 13 1
Orangeburg "CORDOVA 2" 1010 634 366 10 0
Orangeburg "ELLOREE 2" 503 380 119 4 0
Orangeburg "LIMESTONE 2" 1277 923 342 11 1
Orangeburg "SANTEE 2" 856 795 57 4 0
Orangeburg Failsafe 29 19 10 0 0
Orangeburg Provisional 44 35 8 1 0
Orangeburg "Failsafe Provisional" 15 10 5 0 0
Pckens "Stone Church" 912 488 414 10 0
Pckens University 468 236 226 5 1
Pckens Morrison 904 443 450 10 1
Pckens Abel 619 377 235 7 0
Pckens Calhoun 724 440 276 6 2
Pckens Clemson 1522 685 829 7 1
Pckens Issaqueena 602 316 281 4 1
Pckens "West Central" 608 315 278 15 0
Pckens "North Central" 877 274 583 15 5
Pckens Pike 783 328 443 10 2
Pckens "Lawrence Chapel" 999 262 727 9 1
Pckens Norris 929 157 750 22 0
Pckens "Six Mile" 1193 145 1028 19 1
Pckens "Six Mile Mountain" 1177 210 950 17 0
Pckens "Praters Creek" 794 83 700 9 2
Pckens "Mountain View" 1419 291 1106 21 1
Pckens "Albert R. Lewis" 1063 133 907 22 1
Pckens "Holly Springs" 1250 247 985 18 0
Pckens Pumpkintown 1321 257 1039 23 2
Pckens Griffin 1247 161 1057 27 2
Pckens "North Pickens" 1013 144 847 21 1
Pckens "West Pickens" 1124 192 910 19 3
Pckens "South Pickens" 858 246 599 13 0
Pckens "East Pickens" 964 116 835 13 0
Pckens "Glassy Mountain" 993 128 841 24 0
Pckens "Cedar Rock" 1010 141 855 14 0
Pckens Skelton 920 126 782 11 1
Pckens "Rices Creek" 928 152 764 11 1
Pckens "West Liberty" 1031 157 858 14 2
Pckens "East Liberty" 818 155 651 10 2
Pckens "Flat Rock" 975 166 786 20 3
Pckens Zion 818 177 622 14 5
Pckens "Smith Grove" 695 160 515 20 0
Pckens "Arial Mill" 787 160 606 20 1
Pckens Simpson 710 361 342 7 0
Pckens Woodside 1216 421 778 15 2
Pckens "Brushy Creek" 1312 341 952 17 2
Pckens Pickensville 827 244 569 13 1
Pckens Easley 933 289 625 16 3
Pckens "Forest Acres" 814 215 589 10 0
Pckens Crestview 1154 223 918 12 1
Pckens Sitton 1123 254 855 12 2
Pckens "Rock Springs" 1122 313 790 16 3
Pckens Saluda 843 204 622 17 0
Pckens Crosswell 1144 196 919 28 1
Pckens "Georges Creek" 849 197 640 10 2
Pckens McKissick 904 243 646 14 1
Pckens Vinland 822 107 700 15 0
Pckens Crossroads 1078 148 913 17 0
Pckens Dacusville 835 118 702 15 0
Pckens "Nine Forks" 1028 129 882 16 1
Pckens "South Central" 832 379 435 17 1
Pckens "Crescent Hill" 996 133 841 22 0
Pckens "North Liberty" 813 163 630 18 2
Pckens Pendleton 830 119 694 16 1
Pckens "Fruit Mountain" 666 150 498 17 1
Pckens "Pope Field" 721 215 498 7 1
Pckens Sheffield 1105 222 873 10 0
Pckens "Tri County" 476 119 347 7 3
Pckens McAllister 845 202 633 10 0
Pckens Lenhart 906 246 643 16 1
Pckens Failsafe 122 17 98 7 0
Pckens Provisional 109 19 88 2 0
Pckens "Failsafe Provisional" 62 11 50 1 0
Richland "Ward 1" 796 564 218 10 4
Richland "Ward 2" 470 390 74 6 0
Richland "Ward 3" 1070 802 263 5 0
Richland "Ward 4" 1119 843 268 5 3
Richland "Ward 5" 614 390 219 5 0
Richland "Ward 6" 1068 671 393 4 0
Richland "Ward 7" 651 637 12 1 1
Richland "Ward 8" 195 191 3 1 0
Richland "Ward 9" 511 490 18 3 0
Richland "Ward 10" 1142 751 385 6 0
Richland "Ward 11" 959 740 212 7 0
Richland "Ward 12" 1122 758 360 2 2
Richland "Ward 13" 1589 1073 499 15 2
Richland "Ward 14" 1295 825 460 9 1
Richland "Ward 15" 878 475 394 9 0
Richland "Ward 16" 1131 461 664 5 1
Richland "Ward 17" 1335 668 657 7 3
Richland "Ward 18" 806 705 94 6 1
Richland "Ward 19" 745 728 15 2 0
Richland "Ward 20" 1244 1025 206 12 1
Richland "Ward 21" 1021 983 34 3 1
Richland "Ward 22" 1017 960 54 3 0
Richland "Ward 23" 739 506 230 3 0
Richland "Ward 24" 843 344 491 8 0
Richland "Ward 25" 1364 448 912 4 0
Richland "Ward 26" 1003 699 297 6 1
Richland "Ward 29" 887 850 37 0 0
Richland "Ward 30" 712 507 199 6 0
Richland "Ward 31" 619 599 18 2 0
Richland "Ward 32" 588 575 10 3 0
Richland "Ward 33" 641 508 128 5 0
Richland "Ward 34" 889 559 324 6 0
Richland Arcadia 1224 748 467 8 1
Richland Ardincaple 330 317 13 0 0
Richland "Ballentine 1" 1258 510 722 26 0
Richland "Ballentine 2" 1610 490 1109 10 1
Richland "Beatty Road" 534 477 51 6 0
Richland Bluff 1348 1293 52 3 0
Richland "Blythewood 1" 1852 768 1069 13 2
Richland "Blythewood 2" 1933 997 918 13 5
Richland "Blythewood 3" 2273 1487 771 14 1
Richland Bookman 2386 1621 730 34 1
Richland "Brandon 1" 1511 1172 325 12 2
Richland "Brandon 2" 1411 1207 193 10 1
Richland Briarwood 1865 1478 375 11 1
Richland "Bridge Creek" 1728 1402 314 11 1
Richland "Caughman Road" 1523 1145 372 5 1
Richland "College Place" 967 935 30 2 0
Richland Cooper 1015 461 551 3 0
Richland Dennyside 740 473 256 11 0
Richland Dentsville 1541 1424 111 5 1
Richland "Dutch Fork 1" 1099 356 725 18 0
Richland "Dutch Fork 2" 1178 597 566 15 0
Richland "Dutch Fork 3" 2042 772 1239 29 2
Richland "Dutch Fork 4" 1475 660 796 16 3
Richland Eastover 932 851 78 3 0
Richland Edgewood 1045 1000 42 3 0
Richland Estates 1652 1039 592 15 6
Richland Fairlawn 2198 1854 334 9 1
Richland Fairwold 598 588 7 3 0
Richland "East Forest Acres" 1163 470 688 5 0
Richland "North Forest Acres" 1025 593 420 12 0
Richland "South Forest Acres" 1301 590 702 6 3
Richland "Friarsgate 1" 1325 800 503 21 1
Richland "Friarsgate 2" 1126 634 471 17 4
Richland "Old Friarsgate" 1036 634 388 13 1
Richland Gadsden 1084 1019 62 3 0
Richland Garners 639 407 218 14 0
Richland Greenview 1215 1190 21 4 0
Richland "Gregg Park" 1395 806 581 8 0
Richland Hampton 1180 837 324 17 2
Richland "Harbison 1" 1578 1196 361 19 2
Richland "Harbison 2" 1002 719 270 12 1
Richland "Hopkins 1" 1065 948 112 5 0
Richland "Hopkins 2" 1279 1122 147 9 1
Richland "Horrell Hill" 1708 997 679 28 4
Richland "Hunting Creek" 391 223 164 3 1
Richland "Keels 1" 1315 1160 150 5 0
Richland "Keels 2" 953 904 42 6 1
Richland Keenan 1331 959 365 6 1
Richland "Kelly Mill" 1790 1169 599 20 2
Richland Killian 2177 1692 462 22 1
Richland Kingswood 2021 1742 264 13 2
Richland "Lake Carolina" 2511 1656 829 26 0
Richland Lincolnshire 1392 1366 25 1 0
Richland Longcreek 4140 2315 1786 35 4
Richland Longleaf 1384 1252 125 7 0
Richland Lykesland 1458 1062 384 11 1
Richland "Mallet Hill" 1950 1381 553 12 4
Richland Meadowfield 1391 696 683 11 1
Richland Meadowlake 1506 1441 54 7 4
Richland McEntire 660 412 243 5 0
Richland Midway 1833 1591 233 8 1
Richland "Mill Creek" 963 769 189 5 0
Richland Monticello 1378 842 519 16 1
Richland "North Springs 1" 1077 712 355 10 0
Richland "North Springs 2" 2314 1534 761 17 2
Richland "North Springs 3" 1559 1289 249 19 2
Richland "Oak Pointe 1" 1092 580 486 22 4
Richland "Oak Pointe 2" 621 300 316 5 0
Richland "Oak Pointe 3" 857 511 338 8 0
Richland Oakwood 809 454 349 6 0
Richland Olympia 1153 870 266 16 1
Richland "Parkridge 1" 733 431 293 9 0
Richland "Parkridge 2" 644 430 205 9 0
Richland "Parkway 1" 1739 1476 251 12 0
Richland "Parkway 2" 1818 1421 384 13 0
Richland "Parkway 3" 1507 1368 131 8 0
Richland "Pennington 1" 927 260 663 4 0
Richland "Pennington 2" 1228 644 570 13 1
Richland "Pine Grove" 1094 965 118 8 3
Richland "Pine Lakes 1" 880 817 58 5 0
Richland "Pine Lakes 2" 1180 1083 93 4 0
Richland Pinewood 1474 1280 188 6 0
Richland "Polo Road" 1849 1415 416 16 2
Richland "Pontiac 1" 2015 1172 831 12 0
Richland "Pontiac 2" 2009 1216 779 11 3
Richland "Rice Creek 1" 1331 1135 188 8 0
Richland "Rice Creek 2" 2243 1859 373 10 1
Richland "Ridge View 1" 2103 1667 421 12 3
Richland "Ridge View 2" 2363 1898 449 15 1
Richland Ridgewood 468 456 11 1 0
Richland Riverside 743 599 132 8 4
Richland "Riversprings 1" 992 351 628 13 0
Richland "Riversprings 2" 1143 634 487 20 2
Richland "Riversprings 3" 1303 621 674 7 1
Richland Riverwalk 2311 1438 846 24 3
Richland "Round Top" 556 365 187 4 0
Richland "St. Andrews" 844 635 199 8 2
Richland Sandlapper 2353 1960 374 19 0
Richland Satchelford 1156 508 637 11 0
Richland Skyland 681 532 140 9 0
Richland "South Beltline" 928 678 238 12 0
Richland "Spring Hill" 2204 470 1699 32 3
Richland "Spring Valley" 2239 1409 818 10 2
Richland "Spring Valley West" 2057 1659 383 15 0
Richland "Springville 1" 1803 521 1262 20 0
Richland "Springville 2" 1592 419 1158 14 1
Richland "Trenholm Road" 838 366 462 9 1
Richland Trinity 1055 754 294 7 0
Richland Valhalla 1775 1040 716 18 1
Richland "Valley State Park" 2454 2202 236 15 1
Richland Walden 742 642 95 5 0
Richland Webber 852 615 230 7 0
Richland Westminster 1023 885 130 7 1
Richland Whitewell 976 870 99 7 0
Richland Wildewood 2390 1282 1100 7 1
Richland Woodfield 1787 1381 384 22 0
Richland Woodlands 1967 879 1081 5 2
Richland Failsafe 68 55 13 0 0
Richland Provisional 155 101 50 4 0
Richland "Failsafe Provisional" 117 87 28 2 0
Saluda Centennial 379 89 279 11 0
Saluda Clyde 188 21 162 5 0
Saluda Delmar 320 37 275 8 0
Saluda "Fruit Hill" 554 333 214 7 0
Saluda Higgins/Zoar 464 229 227 7 1
Saluda Holly 842 119 708 12 3
Saluda Hollywood 1006 139 854 13 0
Saluda Holstons 692 258 421 12 1
Saluda Mayson 338 91 243 4 0
Saluda "Mt. Willing" 201 51 145 5 0
Saluda "Pleasant Cross" 153 70 82 1 0
Saluda "Pleasant Grove" 646 115 516 15 0
Saluda Richland 438 74 359 5 0
Saluda "Ridge Spring/Monetta" 563 298 257 8 0
Saluda "Saluda No. 1" 838 513 317 8 0
Saluda "Saluda No. 2" 852 359 476 16 1
Saluda Sardis 459 50 400 8 1
Saluda Ward 310 163 143 4 0
Saluda Failsafe 0 0 0 0 0
Saluda Provisional 43 14 29 0 0
Saluda "Failsafe Provisional" 0 0 0 0 0
Spartanburg "Woodruff Leisure Center" 898 267 621 9 1
Spartanburg "Arcadia Elementary" 636 340 280 16 0
Spartanburg "Morningside Baptist" 1563 541 1013 8 1
Spartanburg "Boiling Springs 9th Grade" 2934 1127 1742 58 7
Spartanburg "Gable Middle School" 2513 729 1757 26 1
Spartanburg "Lake Bowen Baptist" 3540 729 2755 50 6
Spartanburg "Cooley Springs Baptist" 1904 431 1424 47 2
Spartanburg "Landrum High School" 2123 397 1696 28 2
Spartanburg "Hendrix Elementary" 1665 725 917 21 2
Spartanburg "Cannons Elementary" 863 279 580 4 0
Spartanburg "Cavins Hobbysville" 737 114 617 6 0
Spartanburg "E.P. Todd Elementary" 1769 987 753 28 1
Spartanburg "Cherokee Springs Fire Station" 1250 311 910 27 2
Spartanburg "Converse Fire Station" 890 315 557 16 2
Spartanburg "Cowpens Fire Station" 1285 295 973 17 0
Spartanburg "Woodruff Fire Station" 974 174 765 34 1
Spartanburg "Cross Anchor Fire Station" 530 114 403 13 0
Spartanburg "Fairforest Elementary" 2364 601 1706 51 6
Spartanburg "Abner Creek Baptist" 1710 514 1177 16 3
Spartanburg "Dayton Fire Station" 910 466 425 18 1
Spartanburg "Cedar Grove Baptist" 783 626 147 8 2
Spartanburg "Enoree First Baptist" 989 198 768 23 0
Spartanburg "Fairforest Middle School" 1913 792 1092 24 5
Spartanburg "Travelers Rest Baptist" 2609 1204 1359 41 5
Spartanburg "Glendale Fire Station" 1101 213 855 31 2
Spartanburg "Gramling Methodist" 1310 205 1087 15 3
Spartanburg "Hayne Baptist" 792 422 351 19 0
Spartanburg "Holly Springs Baptist" 2628 407 2162 54 5
Spartanburg "Chapman High School" 2571 861 1643 61 6
Spartanburg "Landrum United Methodist" 2301 591 1672 37 1
Spartanburg "Lyman Town Hall" 3066 972 2036 51 7
Spartanburg "Mayo Elementary" 1384 178 1163 38 5
Spartanburg "Motlow Creek Baptist" 898 175 700 22 1
Spartanburg "R.D. Anderson Vocational" 1328 253 1060 13 2
Spartanburg "Swofford Career Center" 2677 510 2124 36 7
Spartanburg "Pauline Glenn Springs Elementary" 818 131 657 30 0
Spartanburg "Pelham Fire Station" 1786 627 1137 20 2
Spartanburg "Poplar Springs Fire Station" 2048 621 1395 31 1
Spartanburg "Reidville Elementary" 2619 676 1907 33 3
Spartanburg "Roebuck Elementary" 2192 1202 966 23 1
Spartanburg "Mt. Moriah Baptist" 1069 901 159 9 0
Spartanburg "C.C. Woodson Recreation" 898 849 45 4 0
Spartanburg "St. John's Lutheran" 1149 389 754 6 0
Spartanburg "Trinity Methodist" 1339 598 725 14 2
Spartanburg "Southside Baptist" 716 591 121 3 1
Spartanburg "Spartanburg High School" 1859 857 972 26 4
Spartanburg "Cornerstone Baptist" 1166 764 387 13 2
Spartanburg "Woodland Heights Recreation Center" 1400 835 546 17 2
Spartanburg "Holy Communion" 1488 1002 472 12 2
Spartanburg "Beaumont Methodist" 443 221 210 11 1
Spartanburg "Cleveland Elementary" 872 767 98 7 0
Spartanburg "Ebenezer Baptist" 577 551 20 6 0
Spartanburg "Startex Fire Station" 688 358 311 18 1
Spartanburg "Victor Mill Methodist" 1110 427 661 20 2
Spartanburg "Mt. Calvary Presbyterian" 2227 302 1890 34 1
Spartanburg "Wellford Fire Station" 1978 893 1039 43 3
Spartanburg "West View Elementary" 1660 602 1034 19 5
Spartanburg "Croft Baptist" 834 462 363 7 2
Spartanburg "Whitlock Jr. High" 1214 439 757 16 2
Spartanburg "Bethany Baptist" 955 651 294 9 1
Spartanburg "Eastside Baptist" 1206 526 670 10 0
Spartanburg "Mt. Zion Gospel Baptist" 572 347 215 9 1
Spartanburg "Jesse Bobo Elementary" 1196 907 266 20 3
Spartanburg "White Stone Methodist" 699 320 373 5 1
Spartanburg "Cudd Memorial" 992 533 434 23 2
Spartanburg "Oakland Elementary" 1878 440 1385 51 2
Spartanburg "Boiling Springs Intermediate" 2758 989 1715 53 1
Spartanburg "Carlisle Fosters Grove" 1928 373 1514 37 4
Spartanburg "Cowpens Depot Museum" 817 274 524 17 2
Spartanburg "Beech Springs Intermediate" 1417 481 903 31 2
Spartanburg "Greater St. James" 1751 545 1167 36 3
Spartanburg "Bethany Wesleyan" 2342 764 1547 27 4
Spartanburg "Reidville Fire Station" 2808 966 1789 48 5
Spartanburg "Roebuck Bethlehem" 1210 615 580 13 2
Spartanburg "Jesse Boyd Elementary" 1058 666 376 15 1
Spartanburg "Anderson Mill Elementary" 1688 877 790 21 0
Spartanburg "Daniel Morgan Technology Center" 999 384 597 16 2
Spartanburg "Boiling Springs Elementary" 3688 1281 2331 69 7
Spartanburg "Boling Springs Jr. High" 980 204 764 12 0
Spartanburg "Chapman Elementary" 1352 537 791 22 2
Spartanburg "Carlisle Wesleyan" 1224 250 954 19 1
Spartanburg "Boiling Springs High School" 1235 340 877 18 0
Spartanburg "Ben Avon Methodist" 1147 377 748 22 0
Spartanburg "Pacolet Elementary" 1601 455 1119 27 0
Spartanburg "Chesnee Elementary" 2020 533 1454 33 0
Spartanburg "Park Hills Elementary" 1033 830 196 7 0
Spartanburg Canaan 920 341 562 17 0
Spartanburg "Powell Saxon Una" 1004 741 242 21 0
Spartanburg "Woodruff Elementary" 1833 646 1142 40 5
Spartanburg "Duncan United Methodist" 1070 487 563 20 0
Spartanburg "River Ridge Elementary" 2368 925 1411 30 2
Spartanburg "D. R. Hill Middle School" 1965 522 1399 40 4
Spartanburg "Lyman Elementary" 1493 343 1105 40 5
Spartanburg "Anderson Mill Baptist" 1544 518 1011 13 2
Spartanburg Hope 885 473 392 18 2
Spartanburg "Trinity Presbyterian" 1686 640 1026 17 3
Spartanburg "Rebirth Missionary Baptist" 2483 756 1679 47 1
Spartanburg "Clifdale Elementary" 625 210 400 14 1
Spartanburg Failsafe 232 125 104 3 0
Spartanburg Provisional 236 73 158 5 0
Spartanburg "Failsafe Provisional" 195 82 111 2 0
Sumter REMBERT 1359 1160 195 4 0
Sumter HORATIO 391 325 65 1 0
Sumter HILLCREST 727 445 266 14 2
Sumter "OAKLAND PLANTATION 1" 898 449 432 15 2
Sumter "DALZELL 1" 1102 548 532 22 0
Sumter "DALZELL 2" 814 458 343 12 1
Sumter OSWEGO 928 396 527 5 0
Sumter MAYESVILLE 370 298 68 4 0
Sumter SALEM 270 226 43 1 0
Sumter "OAKLAND PLANTATION 2" 726 300 415 9 2
Sumter "MCCRAYS MILL 1" 1163 559 582 22 0
Sumter ST.JOHN 862 521 335 6 0
Sumter MAYEWOOD 1034 457 570 7 0
Sumter "TURKEY CREEK" 866 474 382 9 1
Sumter MULBERRY 712 540 169 3 0
Sumter SALTERSTOWN 678 306 367 4 1
Sumter "FOLSOM PARK" 949 823 119 6 1
Sumter "GREEN SWAMP" 1761 958 783 19 1
Sumter "PALMETTO PARK" 915 551 347 15 2
Sumter BUNRS-DOWNS 681 267 402 11 1
Sumter "SECOND MILL" 1306 317 966 22 1
Sumter "SWAN LAKE" 841 337 489 12 3
Sumter "MORRIS COLLEGE" 602 537 64 1 0
Sumter "HAMPTON PARK" 562 265 286 10 1
Sumter CROSSWELL 900 724 165 11 0
Sumter LORING 499 421 74 3 1
Sumter LEMIRA 831 682 141 8 0
Sumter MAGNOLIA-HARMONY 433 369 63 1 0
Sumter "STONE HILL" 371 366 5 0 0
Sumter "SOUTH RED BAY" 549 522 24 3 0
Sumter WILDER 593 533 54 5 1
Sumter "POCOTALIGO 1" 1411 575 820 16 0
Sumter SAVAGE-GLOVER 289 285 4 0 0
Sumter BATES 456 447 7 2 0
Sumter BIRNIE 652 613 34 5 0
Sumter "SOUTH LIBERTY" 389 319 67 3 0
Sumter MILLWOOD 478 255 212 10 1
Sumter "CAUSEWAY BRANCH 1" 1084 477 594 13 0
Sumter "MCCRAYS MILL 2" 1423 644 751 27 1
Sumter "SUMTER HIGH 1" 466 213 244 8 1
Sumter SUNSET 1168 603 552 11 2
Sumter DELAINE 1005 779 219 6 1
Sumter CHERRYVALE 413 281 125 5 2
Sumter "MANCHESTER FOREST" 1039 516 501 22 0
Sumter PINEWOOD 1242 640 585 15 2
Sumter "POCOTALIGO 2" 902 452 433 17 0
Sumter PRIVATEER 1400 503 861 36 0
Sumter "EBENEZER 1" 941 545 384 11 1
Sumter "WILSON HALL" 1576 396 1161 18 1
Sumter FURMAN 1053 297 727 26 3
Sumter SPECTRUM 793 597 190 6 0
Sumter "ST. PAUL" 1287 816 453 17 1
Sumter SHAW 145 75 67 3 0
Sumter "THOMAS SUMTER" 857 674 177 5 1
Sumter "SUMTER HIGH 2" 1073 523 531 18 1
Sumter "EBENEZER 2" 1071 566 491 14 0
Sumter "GREEN SWAMP 2" 830 205 614 10 1
Sumter "CAUSEWAY BRANCH 2" 709 287 407 14 1
Sumter Failsafe 0 0 0 0 0
Sumter Provisional 69 51 17 1 0
Sumter "Failsafe Provisional" 46 23 23 0 0
Union ADAMSBURG 538 76 451 11 0
Union "BLACK ROCK" 307 175 129 3 0
Union BONHAM 698 217 461 19 1
Union "BUFFALO BOX 1" 630 119 478 32 1
Union CARLISLE 373 327 40 4 2
Union "CROSS KEYS" 661 193 452 16 0
Union "EAST BUFFALO" 227 145 80 2 0
Union EXCELSIOR 1072 417 644 11 0
Union "JONESVILLE BOX 1" 779 207 565 7 0
Union "JONESVILLE BOX 2" 871 303 557 9 2
Union KELTON 747 259 473 15 0
Union LOCKHART 486 96 367 23 0
Union "MONARCH BOX 1" 860 198 629 31 2
Union "MONARCH BOX 2" 248 69 178 1 0
Union PUTMAN 557 71 476 10 0
Union SANTUCK 581 327 249 3 2
Union "UNION WARD 1 BOX 1" 494 215 269 9 1
Union "UNION WARD 1 BOX 2" 775 513 248 13 1
Union "UNION WARD 2" 701 413 280 7 1
Union "UNION WARD 3" 437 292 140 5 0
Union "UNION WARD 4 BOX 1" 637 219 407 9 2
Union "UNION WARD 4 BOX 2" 207 141 64 2 0
Union "WEST SPRINGS" 256 71 181 4 0
Union Failsafe 93 41 50 2 0
Union Provisional 2 1 0 1 0
Union "Failsafe Provisional" 0 0 0 0 0
Williamsburg "BLACK RIVER" 246 135 109 1 1
Williamsburg BLOOMINGVALE 600 381 209 10 0
Williamsburg CADES 353 229 123 1 0
Williamsburg "CEDAR SWAMP" 250 127 121 2 0
Williamsburg CENTRAL 668 437 223 7 1
Williamsburg EARLES 463 122 333 7 1
Williamsburg GREELEYVILLE 946 778 164 4 0
Williamsburg HARMONY 213 61 149 3 0
Williamsburg HEBRON 373 53 317 3 0
Williamsburg HEMINGWAY 1048 661 384 2 1
Williamsburg "HENRY-POPLAR HILL" 401 204 195 2 0
Williamsburg INDIANTOWN 983 814 167 2 0
Williamsburg "KINGSTREE NO.1" 2098 1047 1030 21 0
Williamsburg "KINGSTREE NO.2" 542 509 28 5 0
Williamsburg "KINGSTREE NO.3" 1458 1336 114 8 0
Williamsburg "KINGSTREE NO.4" 843 669 167 6 1
Williamsburg LANE 623 557 62 3 1
Williamsburg MORRISVILLE 167 157 10 0 0
Williamsburg "MOUNT VERNON" 288 197 90 0 1
Williamsburg NESMITH 392 337 53 2 0
Williamsburg PERGAMOS 151 55 95 0 1
Williamsburg "PINEY FOREST" 279 7 269 3 0
Williamsburg SALTERS 759 630 125 4 0
Williamsburg "SANDY BAY" 266 71 193 2 0
Williamsburg SINGLETARY 208 168 39 1 0
Williamsburg SUTTONS 185 49 134 1 1
Williamsburg TRIO 578 482 94 2 0
Williamsburg "MUDDY CREEK" 621 213 403 5 0
Williamsburg Failsafe 0 0 0 0 0
Williamsburg Provisional 16 7 9 0 0
Williamsburg "Failsafe Provisional" 0 0 0 0 0
York Bethany 1674 267 1362 45 0
York Bethel 1336 484 822 27 3
York "River Hills" 1743 590 1134 18 1
York "Bethel School" 2741 945 1745 50 1
York "Bowling Green" 1113 219 866 28 0
York "Bullocks Creek" 372 63 292 16 1
York "Cannon Mill" 1170 366 769 35 0
York Catawba 2113 574 1509 29 1
York Clover 1477 417 1017 43 0
York "Hampton Mill" 1093 309 756 24 4
York "Cotton Belt" 1473 307 1126 39 1
York Delphia 1483 336 1107 37 3
York Ebenezer 1006 353 646 7 0
York Filbert 1481 288 1146 43 4
York "Fort Mill No. 1" 2309 965 1303 39 2
York Windjammer 1630 720 890 19 1
York "Fort Mill No. 3" 1474 749 698 25 2
York "Hickory Grove" 859 199 627 33 0
York "Highland Park" 880 524 342 11 3
York Lakeshore 1872 753 1088 30 1
York Independence 780 199 572 7 2
York McConnells 1174 321 829 24 0
York "Mt. Holly" 2258 1128 1102 27 1
York Newport 1642 677 942 23 0
York "Mt. Gallant" 1440 508 915 14 3
York Northside 988 588 384 15 1
York Oakridge 2146 673 1433 38 2
York Ogden 1674 877 776 20 1
York Oakwood 1459 645 798 15 1
York Airport 1298 542 731 25 0
York "Rock Hill No. 2" 1093 1051 38 3 1
York "Rock Hill No. 3" 1515 1377 130 8 0
York "Rock Hill No. 4" 1523 900 600 21 2
York "Rock Hill No. 5" 1162 638 499 24 1
York "Rock Hill No. 6" 935 743 181 11 0
York "Rock Hill No. 7" 1749 946 768 28 7
York "Rock Hill No. 8" 717 652 60 4 1
York Sharon 1112 296 791 25 0
York Smyrna 569 68 486 15 0
York Tirzah 1732 436 1255 39 2
York "York No. 1" 1669 938 703 27 1
York "York No. 2" 2088 989 1059 38 2
York "India Hook" 1286 527 734 24 1
York Edgewood 1986 1716 256 13 1
York "Fewell Park" 941 416 509 14 2
York "Fort Mill No. 4" 1171 639 513 19 0
York Lesslie 1235 286 926 21 2
York Rosewood 2183 1241 901 39 2
York Northwestern 2033 767 1252 13 1
York Shoreline 1843 796 1024 23 0
York Ebinport 2174 995 1142 36 1
York University 859 393 446 17 3
York "Fort Mill No. 5" 2431 1024 1374 32 1
York "Fort Mill No. 6" 1324 582 722 18 2
York "Allison Creek" 2370 743 1594 32 1
York "Anderson Road" 863 540 307 15 1
York "New Home" 1821 515 1268 33 5
York "Fort Mill No. 2" 4061 1691 2334 34 2
York "Dobys Bridge" 2363 857 1474 30 2
York Riverview 1160 454 688 17 1
York "Orchard Park" 1642 690 938 12 2
York Lakewood 1245 412 807 25 1
York "Laurel Creek" 1294 367 921 6 0
York "Steele Creek" 2040 921 1082 36 1
York "Pleasant Road" 2276 1065 1181 28 2
York "Gold Hill" 2211 971 1218 21 1
York Waterstone 1507 782 706 19 0
York Palmetto 2764 1242 1486 34 2
York "Tega Cay" 1044 444 584 16 0
York Adnah 713 194 506 13 0
